Date,transactions14sma
2010/07/17,727.714
2010/07/18,741.286
2010/07/19,761.357
2010/07/20,788.071
2010/07/21,801.929
2010/07/22,812.571
2010/07/23,823.143
2010/07/24,870.5
2010/07/25,971.786
2010/07/26,870.571
2010/07/27,832.929
2010/07/28,564.214
2010/07/29,634.286
2010/07/30,596.214
2010/07/31,586
2010/08/01,577.214
2010/08/02,563.071
2010/08/03,563.643
2010/08/04,559.357
2010/08/05,564.786
2010/08/06,564.429
2010/08/07,522.5
2010/08/08,422.5
2010/08/09,423.214
2010/08/10,415.286
2010/08/11,300.071
2010/08/12,192.071
2010/08/13,203.357
2010/08/14,207.714
2010/08/15,206.5
2010/08/16,217.214
2010/08/17,200.643
2010/08/18,204.071
2010/08/19,196.429
2010/08/20,197.714
2010/08/21,201.357
2010/08/22,198.643
2010/08/23,193.071
2010/08/24,194.143
2010/08/25,192
2010/08/26,190.786
2010/08/27,178.071
2010/08/28,179.214
2010/08/29,178.5
2010/08/30,169.5
2010/08/31,174.357
2010/09/01,172.857
2010/09/02,171.071
2010/09/03,165.714
2010/09/04,160.286
2010/09/05,159.714
2010/09/06,157.143
2010/09/07,154.143
2010/09/08,155.929
2010/09/09,158.143
2010/09/10,162.429
2010/09/11,160.714
2010/09/12,168.143
2010/09/13,174.214
2010/09/14,171.643
2010/09/15,174.357
2010/09/16,178.214
2010/09/17,178.071
2010/09/18,183
2010/09/19,183
2010/09/20,193.143
2010/09/21,230
2010/09/22,253.214
2010/09/23,269.786
2010/09/24,276.214
2010/09/25,289.071
2010/09/26,288.571
2010/09/27,296.357
2010/09/28,300.5
2010/09/29,339.786
2010/09/30,339.786
2010/10/01,359.571
2010/10/02,376.643
2010/10/03,384.429
2010/10/04,383.857
2010/10/05,355.786
2010/10/06,337
2010/10/07,319.786
2010/10/08,315.214
2010/10/09,309.357
2010/10/10,308.643
2010/10/11,295
2010/10/12,289.143
2010/10/13,244.643
2010/10/14,240.571
2010/10/15,220.643
2010/10/16,205.071
2010/10/17,200.214
2010/10/18,205.643
2010/10/19,235.857
2010/10/20,251.071
2010/10/21,264.357
2010/10/22,281.429
2010/10/23,288.5
2010/10/24,300.071
2010/10/25,301.786
2010/10/26,307.5
2010/10/27,319.429
2010/10/28,326.929
2010/10/29,333.571
2010/10/30,332.929
2010/10/31,328.714
2010/11/01,317.571
2010/11/02,277.714
2010/11/03,256.857
2010/11/04,240.786
2010/11/05,224.714
2010/11/06,212.857
2010/11/07,203.071
2010/11/08,205.429
2010/11/09,199.357
2010/11/10,187.857
2010/11/11,181.357
2010/11/12,172.286
2010/11/13,168.429
2010/11/14,170.714
2010/11/15,491.929
2010/11/16,1120
2010/11/17,1123
2010/11/18,1201
2010/11/19,1862
2010/11/20,2536
2010/11/21,3229
2010/11/22,3225
2010/11/23,3225
2010/11/24,3480
2010/11/25,3810
2010/11/26,3882
2010/11/27,3892
2010/11/28,3901
2010/11/29,3585
2010/11/30,2967
2010/12/01,2976
2010/12/02,2907
2010/12/03,2244
2010/12/04,1571
2010/12/05,877.214
2010/12/06,880.357
2010/12/07,889.857
2010/12/08,641.714
2010/12/09,317.5
2010/12/10,253.643
2010/12/11,261.5
2010/12/12,275.071
2010/12/13,293.643
2010/12/14,310.071
2010/12/15,318.786
2010/12/16,324.929
2010/12/17,332.143
2010/12/18,342.786
2010/12/19,355.071
2010/12/20,394.286
2010/12/21,401.429
2010/12/22,416.929
2010/12/23,424.857
2010/12/24,436.071
2010/12/25,442.571
2010/12/26,440.214
2010/12/27,429.857
2010/12/28,430.571
2010/12/29,423.571
2010/12/30,428.286
2010/12/31,435.214
2011/01/01,445.214
2011/01/02,447.143
2011/01/03,461.357
2011/01/04,490.214
2011/01/05,536.929
2011/01/06,549.714
2011/01/07,583.5
2011/01/08,640.643
2011/01/09,685
2011/01/10,741.429
2011/01/11,791.286
2011/01/12,837.5
2011/01/13,884.214
2011/01/14,933.357
2011/01/15,956.714
2011/01/16,982.643
2011/01/17,959.571
2011/01/18,948.071
2011/01/19,918.929
2011/01/20,932.143
2011/01/21,941.857
2011/01/22,941.214
2011/01/23,930.571
2011/01/24,929.214
2011/01/25,896.571
2011/01/26,884.429
2011/01/27,856.071
2011/01/28,844.786
2011/01/29,872
2011/01/30,991.929
2011/01/31,1033
2011/02/01,1045
2011/02/02,1045
2011/02/03,1037
2011/02/04,1020
2011/02/05,977
2011/02/06,964.214
2011/02/07,932.643
2011/02/08,928.714
2011/02/09,943.714
2011/02/10,1027
2011/02/11,1116
2011/02/12,1154
2011/02/13,1096
2011/02/14,1138
2011/02/15,1220
2011/02/16,1300
2011/02/17,1399
2011/02/18,1477
2011/02/19,1532
2011/02/20,1604
2011/02/21,1681
2011/02/22,1775
2011/02/23,1845
2011/02/24,1849
2011/02/25,1825
2011/02/26,1822
2011/02/27,1851
2011/02/28,1834
2011/03/01,1877
2011/03/02,1875
2011/03/03,1947
2011/03/04,1941
2011/03/05,1966
2011/03/06,1967
2011/03/07,1963
2011/03/08,1982
2011/03/09,1957
2011/03/10,1932
2011/03/11,1926
2011/03/12,2008
2011/03/13,2048
2011/03/14,2117
2011/03/15,2127
2011/03/16,2213
2011/03/17,2228
2011/03/18,2263
2011/03/19,2356
2011/03/20,2512
2011/03/21,2797
2011/03/22,2788
2011/03/23,2983
2011/03/24,3016
2011/03/25,3021
2011/03/26,3048
2011/03/27,3029
2011/03/28,3045
2011/03/29,3032
2011/03/30,2929
2011/03/31,2834
2011/04/01,2773
2011/04/02,2667
2011/04/03,2502
2011/04/04,2247
2011/04/05,2233
2011/04/06,2040
2011/04/07,2006
2011/04/08,1990
2011/04/09,1874
2011/04/10,1821
2011/04/11,1750
2011/04/12,1705
2011/04/13,1746
2011/04/14,1805
2011/04/15,1839
2011/04/16,1867
2011/04/17,1899
2011/04/18,1953
2011/04/19,2061
2011/04/20,2141
2011/04/21,2158
2011/04/22,2180
2011/04/23,2220
2011/04/24,2259
2011/04/25,2303
2011/04/26,2399
2011/04/27,2558
2011/04/28,2569
2011/04/29,2672
2011/04/30,2837
2011/05/01,2958
2011/05/02,2959
2011/05/03,2908
2011/05/04,2892
2011/05/05,2998
2011/05/06,3080
2011/05/07,3190
2011/05/08,3230
2011/05/09,3293
2011/05/10,3272
2011/05/11,3165
2011/05/12,3188
2011/05/13,3225
2011/05/14,3217
2011/05/15,3202
2011/05/16,3288
2011/05/17,3393
2011/05/18,3585
2011/05/19,3674
2011/05/20,3781
2011/05/21,3858
2011/05/22,4026
2011/05/23,4181
2011/05/24,4367
2011/05/25,4585
2011/05/26,4834
2011/05/27,4893
2011/05/28,4942
