Date,sentbyaddress30ema
2010/07/17,809.813
2010/07/18,784.922
2010/07/19,769.959
2010/07/20,761.059
2010/07/21,740.345
2010/07/22,719.162
2010/07/23,698.893
2010/07/24,695.416
2010/07/25,766.228
2010/07/26,743.116
2010/07/27,722.206
2010/07/28,697.741
2010/07/29,676.403
2010/07/30,651.667
2010/07/31,626.592
2010/08/01,607.521
2010/08/02,589.939
2010/08/03,590.33
2010/08/04,582.244
2010/08/05,579.777
2010/08/06,566.179
2010/08/07,545.457
2010/08/08,535.234
2010/08/09,529.219
2010/08/10,514.366
2010/08/11,504.536
2010/08/12,494.76
2010/08/13,496.969
2010/08/14,487.81
2010/08/15,470.919
2010/08/16,469.504
2010/08/17,459.859
2010/08/18,455.158
2010/08/19,445.213
2010/08/20,441.328
2010/08/21,434.275
2010/08/22,427.16
2010/08/23,422.311
2010/08/24,416.743
2010/08/25,411.662
2010/08/26,405.362
2010/08/27,395.532
2010/08/28,390.078
2010/08/29,380.46
2010/08/30,376.302
2010/08/31,376.992
2010/09/01,376.218
2010/09/02,368.656
2010/09/03,365.194
2010/09/04,357.246
2010/09/05,353.295
2010/09/06,347.276
2010/09/07,340.677
2010/09/08,338.44
2010/09/09,336.799
2010/09/10,335.199
2010/09/11,331.638
2010/09/12,334.306
2010/09/13,342.222
2010/09/14,345.175
2010/09/15,350.648
2010/09/16,351.445
2010/09/17,349.352
2010/09/18,348.619
2010/09/19,346.192
2010/09/20,353.406
2010/09/21,388.605
2010/09/22,413.985
2010/09/23,430.051
2010/09/24,436.499
2010/09/25,444.661
2010/09/26,440.941
2010/09/27,454.364
2010/09/28,452.727
2010/09/29,482.358
2010/09/30,475.754
2010/10/01,484.609
2010/10/02,489.537
2010/10/03,487.309
2010/10/04,485.289
2010/10/05,483.27
2010/10/06,480.156
2010/10/07,471.565
2010/10/08,466.432
2010/10/09,464.727
2010/10/10,460.293
2010/10/11,454.597
2010/10/12,450.816
2010/10/13,448.054
2010/10/14,444.179
2010/10/15,439.523
2010/10/16,440.521
2010/10/17,443.004
2010/10/18,455.971
2010/10/19,498.36
2010/10/20,520.53
2010/10/21,528.174
2010/10/22,539.904
2010/10/23,544.943
2010/10/24,550.172
2010/10/25,544.484
2010/10/26,549.356
2010/10/27,558.752
2010/10/28,560.962
2010/10/29,556.642
2010/10/30,547.632
2010/10/31,531.656
2010/11/01,520.195
2010/11/02,504.44
2010/11/03,494.734
2010/11/04,484.493
2010/11/05,481.881
2010/11/06,477.179
2010/11/07,474.651
2010/11/08,475.448
2010/11/09,470.129
2010/11/10,466.249
2010/11/11,460.62
2010/11/12,448.387
2010/11/13,441.007
2010/11/14,438.361
2010/11/15,675.951
2010/11/16,826.277
2010/11/17,802.194
2010/11/18,777.021
2010/11/19,749.922
2010/11/20,740.895
2010/11/21,727.16
2010/11/22,704.117
2010/11/23,682.497
2010/11/24,673.562
2010/11/25,669.525
2010/11/26,682.459
2010/11/27,669.01
2010/11/28,656.816
2010/11/29,644.699
2010/11/30,635.234
2010/12/01,632.252
2010/12/02,622.235
2010/12/03,608.543
2010/12/04,598.895
2010/12/05,589.547
2010/12/06,583.318
2010/12/07,587.233
2010/12/08,586.444
2010/12/09,582.415
2010/12/10,572.582
2010/12/11,581.319
2010/12/12,592.008
2010/12/13,603.233
2010/12/14,615.54
2010/12/15,625.635
2010/12/16,624.368
2010/12/17,617.247
2010/12/18,615.425
2010/12/19,615.72
2010/12/20,642.254
2010/12/21,649.98
2010/12/22,659.594
2010/12/23,662.717
2010/12/24,660.348
2010/12/25,671.358
2010/12/26,677.916
2010/12/27,674.695
2010/12/28,682.07
2010/12/29,678.259
2010/12/30,680.823
2010/12/31,679.995
2011/01/01,689.222
2011/01/02,688.949
2011/01/03,706.178
2011/01/04,715.134
2011/01/05,735.771
2011/01/06,738.302
2011/01/07,750.992
2011/01/08,779.896
2011/01/09,798.548
2011/01/10,819.674
2011/01/11,842.533
