Date,top100cap
2014/01/06,21.137
2014/01/07,21.139
2014/01/08,21.073
2014/01/09,21.08
2014/01/10,21.076
2014/01/11,21.073
2014/01/12,21.055
2014/01/13,21.04
2014/01/14,21
2014/01/15,21.092
2014/01/16,21.172
2014/01/17,21.245
2014/01/18,21.24
2014/01/19,21.243
2014/01/20,21.241
2014/01/21,21.246
2014/01/22,21.233
2014/01/23,21.222
2014/01/24,21.438
2014/01/25,21.42
2014/01/26,21.443
2014/01/27,21.494
2014/01/28,21.498
2014/01/29,21.482
2014/01/30,21.489
2014/01/31,21.485
2014/02/01,21.573
2014/02/02,21.587
2014/02/03,21.582
2014/02/04,21.787
2014/02/05,21.227
2014/02/06,21.216
2014/02/07,21.192
2014/02/08,21.198
2014/02/09,21.196
2014/02/10,21.117
2014/02/11,21.133
2014/02/12,21.151
2014/02/13,21.17
2014/02/14,21.184
2014/02/15,21.155
2014/02/16,21.186
2014/02/17,21.234
2014/02/18,21.358
2014/02/19,21.317
2014/02/20,21.362
2014/02/21,21.367
2014/02/22,21.392
2014/02/23,21.396
2014/02/24,21.272
2014/02/25,20.957
2014/02/26,21.053
2014/02/27,21.015
2014/02/28,20.973
2014/03/01,20.967
2014/03/02,20.972
2014/03/03,20.923
2014/03/04,21.029
2014/03/05,21.088
2014/03/06,21.113
2014/03/07,19.852
2014/03/08,19.878
2014/03/09,19.72
2014/03/10,19.071
2014/03/11,19.073
2014/03/12,19.1
2014/03/13,19.109
2014/03/14,19.12
2014/03/15,19.108
2014/03/16,19.112
2014/03/17,19.109
2014/03/18,19.107
2014/03/19,19.05
2014/03/20,19.068
2014/03/21,19.087
2014/03/22,19.082
2014/03/23,19.092
2014/03/24,19.092
2014/03/25,19.012
2014/03/26,19.03
2014/03/27,19.083
2014/03/28,19.232
2014/03/29,19.236
2014/03/30,19.223
2014/03/31,19.284
2014/04/01,19.306
2014/04/02,19.37
2014/04/03,19.317
2014/04/04,19.243
2014/04/05,19.215
2014/04/06,19.264
2014/04/07,19.267
2014/04/08,19.221
2014/04/09,19.211
2014/04/10,19.166
2014/04/11,19.141
2014/04/12,19.145
2014/04/13,19.131
2014/04/14,19.146
2014/04/15,19.124
2014/04/16,19.146
2014/04/17,19.092
2014/04/18,19.054
2014/04/19,19.054
2014/04/20,19.046
2014/04/21,19.04
2014/04/22,18.996
2014/04/23,19.186
2014/04/24,19.216
2014/04/25,19.187
2014/04/26,19.179
2014/04/27,19.182
2014/04/28,19.215
2014/04/29,19.135
2014/04/30,19.131
2014/05/01,19.153
2014/05/02,19.088
2014/05/03,19.086
2014/05/04,19.094
2014/05/05,19.107
2014/05/06,19.113
2014/05/07,19.103
2014/05/08,19.141
2014/05/09,19.13
2014/05/10,19.134
2014/05/11,19.136
2014/05/12,19.125
2014/05/13,19.115
2014/05/14,19.122
2014/05/15,19.138
2014/05/16,19.151
2014/05/17,19.147
2014/05/18,19.152
2014/05/19,19.151
2014/05/20,19.144
2014/05/21,19.145
2014/05/22,19.152
2014/05/23,19.131
2014/05/24,19.8
2014/05/25,19.795
2014/05/26,19.791
2014/05/27,19.804
2014/05/28,19.809
2014/05/29,19.805
2014/05/30,19.781
2014/05/31,19.793
2014/06/01,19.8
2014/06/02,19.793
2014/06/03,19.817
2014/06/04,19.86
2014/06/05,19.884
2014/06/06,19.809
2014/06/07,19.826
2014/06/08,19.816
2014/06/09,19.819
2014/06/10,19.85
2014/06/11,19.894
2014/06/12,19.902
2014/06/13,19.905
2014/06/14,19.936
2014/06/15,19.929
2014/06/16,19.919
2014/06/17,19.911
2014/06/18,19.932
2014/06/19,19.944
2014/06/20,19.958
2014/06/21,19.967
2014/06/22,19.962
2014/06/23,19.809
2014/06/24,19.473
2014/06/25,19.477
2014/06/26,19.472
2014/06/27,19.461
2014/06/28,19.455
2014/06/29,19.437
2014/06/30,19.455
2014/07/01,19.566
2014/07/02,19.564
2014/07/03,19.454
2014/07/04,19.463
2014/07/05,19.464
2014/07/06,19.465
2014/07/07,19.325
2014/07/08,19.308
2014/07/09,19.289
2014/07/10,19.286
2014/07/11,19.281
2014/07/12,19.297
2014/07/13,19.304
2014/07/14,19.339
2014/07/15,19.335
2014/07/16,19.345
2014/07/17,19.314
2014/07/18,19.294
2014/07/19,19.293
2014/07/20,19.286
2014/07/21,19.195
2014/07/22,19.237
2014/07/23,19.232
2014/07/24,19.231
2014/07/25,19.231
2014/07/26,19.241
2014/07/27,19.237
2014/07/28,19.245
2014/07/29,19.261
2014/07/30,19.253
2014/07/31,19.255
2014/08/01,19.336
2014/08/02,19.363
2014/08/03,19.363
2014/08/04,19.37
2014/08/05,19.411
2014/08/06,19.445
2014/08/07,19.441
2014/08/08,19.439
2014/08/09,19.445
2014/08/10,19.431
2014/08/11,19.428
2014/08/12,19.434
2014/08/13,19.453
2014/08/14,19.49
2014/08/15,19.502
2014/08/16,19.533
2014/08/17,19.54
2014/08/18,19.556
2014/08/19,19.582
2014/08/20,19.587
2014/08/21,19.694
2014/08/22,19.662
2014/08/23,19.7
2014/08/24,19.691
2014/08/25,19.711
2014/08/26,19.739
2014/08/27,19.746
2014/08/28,19.843
2014/08/29,19.85
2014/08/30,19.946
2014/08/31,19.938
2014/09/01,19.89
2014/09/02,19.901
2014/09/03,19.906
2014/09/04,19.91
2014/09/05,19.891
2014/09/06,19.891
2014/09/07,19.885
2014/09/08,19.884
2014/09/09,19.881
2014/09/10,19.848
2014/09/11,19.847
2014/09/12,19.847
2014/09/13,19.839
2014/09/14,19.835
2014/09/15,19.828
2014/09/16,19.837
2014/09/17,19.806
2014/09/18,19.848
2014/09/19,19.822
2014/09/20,19.925
2014/09/21,19.952
2014/09/22,19.952
2014/09/23,19.872
2014/09/24,19.886
2014/09/25,19.893
2014/09/26,19.906
2014/09/27,19.894
2014/09/28,19.916
2014/09/29,19.944
2014/09/30,19.916
2014/10/01,19.933
2014/10/02,19.956
2014/10/03,19.891
2014/10/04,19.914
2014/10/05,19.985
2014/10/06,20.119
2014/10/07,20.134
2014/10/08,20.132
2014/10/09,20.115
2014/10/10,20.117
2014/10/11,20.205
2014/10/12,20.232
2014/10/13,20.139
2014/10/14,20.115
2014/10/15,20.171
2014/10/16,20.111
2014/10/17,20.102
2014/10/18,20.072
2014/10/19,20.117
2014/10/20,20.112
2014/10/21,20.125
2014/10/22,20.18
2014/10/23,20.174
2014/10/24,20.149
2014/10/25,20.119
2014/10/26,20.062
2014/10/27,20.076
2014/10/28,20.104
2014/10/29,20.059
2014/10/30,20.035
2014/10/31,20.09
2014/11/01,20.044
2014/11/02,20.052
2014/11/03,20.028
2014/11/04,20.054
2014/11/05,20.154
2014/11/06,20.207
2014/11/07,20.155
2014/11/08,20.202
2014/11/09,20.228
2014/11/10,20.24
2014/11/11,20.219
2014/11/12,20.227
2014/11/13,20.209
2014/11/14,20.309
2014/11/15,20.197
2014/11/16,20.411
2014/11/17,20.407
2014/11/18,20.386
2014/11/19,20.407
2014/11/20,20.424
2014/11/21,20.398
2014/11/22,20.363
2014/11/23,20.367
2014/11/24,20.37
2014/11/25,20.378
2014/11/26,20.444
2014/11/27,20.44
2014/11/28,20.736
2014/11/29,20.767
2014/11/30,20.764
2014/12/01,20.945
2014/12/02,21.027
2014/12/03,21.062
2014/12/04,21.086
2014/12/05,21.46
2014/12/06,21.788
2014/12/07,21.809
2014/12/08,21.747
2014/12/09,21.711
2014/12/10,21.685
2014/12/11,21.644
2014/12/12,21.636
2014/12/13,21.578
2014/12/14,21.565
2014/12/15,21.561
2014/12/16,21.564
2014/12/17,21.56
2014/12/18,21.525
2014/12/19,21.451
2014/12/20,21.455
2014/12/21,21.44
2014/12/22,20.901
2014/12/23,20.874
2014/12/24,21.215
2014/12/25,21.23
2014/12/26,21.231
2014/12/27,21.276
2014/12/28,21.277
2014/12/29,21.185
2014/12/30,21.227
2014/12/31,21.205
2015/01/01,21.241
2015/01/02,21.197
2015/01/03,21.127
2015/01/04,21.157
2015/01/05,21.155
2015/01/06,21.156
2015/01/07,21.061
2015/01/08,20.964
2015/01/09,20.922
2015/01/10,20.885
2015/01/11,20.911
2015/01/12,20.915
2015/01/13,20.995
2015/01/14,20.995
2015/01/15,20.959
2015/01/16,20.963
2015/01/17,20.952
2015/01/18,20.956
2015/01/19,20.961
2015/01/20,20.953
2015/01/21,21.369
2015/01/22,21.407
2015/01/23,21.385
2015/01/24,21.35
2015/01/25,21.363
2015/01/26,21.114
2015/01/27,21.154
2015/01/28,21.102
2015/01/29,21.039
2015/01/30,21.061
2015/01/31,21.003
2015/02/01,20.947
2015/02/02,20.933
2015/02/03,20.931
2015/02/04,20.926
2015/02/05,20.94
2015/02/06,20.925
2015/02/07,20.904
2015/02/08,20.927
2015/02/09,20.891
2015/02/10,20.885
2015/02/11,20.893
2015/02/12,20.873
2015/02/13,20.888
2015/02/14,20.927
2015/02/15,20.957
2015/02/16,20.945
2015/02/17,20.948
2015/02/18,20.967
2015/02/19,20.957
2015/02/20,20.883
2015/02/21,20.874
2015/02/22,20.873
2015/02/23,20.883
2015/02/24,20.864
2015/02/25,20.89
2015/02/26,20.883
2015/02/27,20.893
2015/02/28,20.878
2015/03/01,20.869
2015/03/02,20.928
2015/03/03,20.887
2015/03/04,21.009
2015/03/05,20.905
2015/03/06,20.964
2015/03/07,20.826
2015/03/08,20.207
2015/03/09,20.142
2015/03/10,20.11
2015/03/11,20.153
2015/03/12,20.07
2015/03/13,20.074
2015/03/14,20.062
2015/03/15,20.066
2015/03/16,20.079
2015/03/17,20.08
2015/03/18,20.061
2015/03/19,20.052
2015/03/20,20.086
2015/03/21,20.049
2015/03/22,20.057
2015/03/23,20.121
2015/03/24,20.048
2015/03/25,20.081
2015/03/26,20.086
2015/03/27,20.14
2015/03/28,20.127
2015/03/29,20.17
2015/03/30,20.091
2015/03/31,20.093
2015/04/01,20.067
2015/04/02,20.043
2015/04/03,20.039
2015/04/04,20.035
2015/04/05,20.036
2015/04/06,20.039
2015/04/07,20.072
2015/04/08,20.141
2015/04/09,20.082
2015/04/10,20.104
2015/04/11,20.095
2015/04/12,20.111
2015/04/13,20.137
2015/04/14,20.173
2015/04/15,20.253
2015/04/16,20.251
2015/04/17,20.255
2015/04/18,20.26
2015/04/19,20.256
2015/04/20,20.263
2015/04/21,20.267
2015/04/22,20.303
2015/04/23,20.308
2015/04/24,20.333
2015/04/25,20.342
2015/04/26,20.339
2015/04/27,20.374
2015/04/28,20.417
2015/04/29,20.387
2015/04/30,20.398
2015/05/01,20.409
2015/05/02,20.405
2015/05/03,20.436
2015/05/04,20.449
2015/05/05,20.432
2015/05/06,20.425
2015/05/07,20.404
2015/05/08,20.444
2015/05/09,20.492
2015/05/10,20.494
2015/05/11,20.53
2015/05/12,20.53
2015/05/13,20.553
2015/05/14,20.615
2015/05/15,20.626
2015/05/16,20.607
2015/05/17,20.602
2015/05/18,20.63
2015/05/19,20.625
2015/05/20,20.638
2015/05/21,20.628
2015/05/22,20.691
2015/05/23,20.642
2015/05/24,20.633
2015/05/25,20.626
2015/05/26,20.635
2015/05/27,20.62
2015/05/28,20.615
2015/05/29,20.606
2015/05/30,20.599
2015/05/31,20.621
2015/06/01,20.649
2015/06/02,20.626
2015/06/03,20.581
2015/06/04,20.565
2015/06/05,20.557
2015/06/06,20.545
2015/06/07,20.552
2015/06/08,20.59
2015/06/09,20.609
2015/06/10,20.62
2015/06/11,20.633
2015/06/12,20.627
2015/06/13,20.642
2015/06/14,20.645
2015/06/15,20.633
2015/06/16,20.664
2015/06/17,20.663
2015/06/18,20.656
2015/06/19,20.81
2015/06/20,20.849
2015/06/21,20.849
2015/06/22,20.816
2015/06/23,20.828
2015/06/24,20.828
2015/06/25,20.832
2015/06/26,20.832
2015/06/27,20.845
2015/06/28,20.862
2015/06/29,20.81
2015/06/30,20.799
2015/07/01,20.817
2015/07/02,20.836
2015/07/03,20.78
2015/07/04,20.788
2015/07/05,20.78
2015/07/06,20.833
2015/07/07,20.845
2015/07/08,20.843
2015/07/09,20.816
2015/07/10,20.851
2015/07/11,20.835
2015/07/12,20.785
2015/07/13,20.827
2015/07/14,20.807
2015/07/15,20.808
2015/07/16,20.886
2015/07/17,20.931
2015/07/18,20.919
2015/07/19,20.903
2015/07/20,20.906
2015/07/21,20.91
2015/07/22,0
2015/07/23,0
2015/07/24,0
2015/07/25,20.909
2015/07/26,20.906
2015/07/27,20.943
2015/07/28,20.959
2015/07/29,20.96
2015/07/30,20.927
2015/07/31,20.933
2015/08/01,20.93
2015/08/02,20.933
2015/08/03,20.948
2015/08/04,20.826
2015/08/05,20.768
2015/08/06,20.673
2015/08/07,20.686
2015/08/08,20.57
2015/08/09,20.929
2015/08/10,21.176
2015/08/11,21.175
2015/08/12,21.163
2015/08/13,21.148
2015/08/14,21.102
2015/08/15,21.068
2015/08/16,21.039
2015/08/17,21.032
2015/08/18,20.954
2015/08/19,20.934
2015/08/20,20.915
2015/08/21,20.854
2015/08/22,20.809
2015/08/23,20.788
2015/08/24,20.777
2015/08/25,20.816
2015/08/26,20.791
2015/08/27,20.81
2015/08/28,20.738
2015/08/29,20.722
2015/08/30,20.713
2015/08/31,20.78
2015/09/01,20.769
2015/09/02,20.769
2015/09/03,20.782
2015/09/04,20.759
2015/09/05,20.758
2015/09/06,20.729
2015/09/07,20.693
2015/09/08,20.69
2015/09/09,20.675
2015/09/10,20.616
2015/09/11,20.623
2015/09/12,20.623
2015/09/13,20.622
2015/09/14,20.605
2015/09/15,20.535
2015/09/16,20.527
2015/09/17,20.503
2015/09/18,20.504
2015/09/19,20.47
2015/09/20,20.479
2015/09/21,20.507
2015/09/22,20.498
2015/09/23,20.441
2015/09/24,20.388
2015/09/25,20.373
2015/09/26,20.366
2015/09/27,20.362
2015/09/28,20.355
2015/09/29,20.393
2015/09/30,20.447
2015/10/01,20.437
2015/10/02,20.368
2015/10/03,20.229
2015/10/04,20.221
2015/10/05,20.216
2015/10/06,20.22
2015/10/07,20.205
2015/10/08,20.265
2015/10/09,20.256
2015/10/10,20.246
2015/10/11,20.241
2015/10/12,20.186
2015/10/13,20.178
2015/10/14,20.172
2015/10/15,20.204
2015/10/16,20.231
2015/10/17,20.246
2015/10/18,20.22
2015/10/19,20.173
2015/10/20,20.199
2015/10/21,20.197
2015/10/22,20.083
2015/10/23,20.078
2015/10/24,20.029
2015/10/25,20.018
2015/10/26,20.059
2015/10/27,20.062
2015/10/28,19.945
2015/10/29,19.942
2015/10/30,19.845
2015/10/31,19.83
2015/11/01,19.803
2015/11/02,19.866
2015/11/03,19.949
2015/11/04,20.016
2015/11/05,20.069
2015/11/06,20.111
2015/11/07,20.061
2015/11/08,20.006
2015/11/09,19.905
2015/11/10,19.801
2015/11/11,19.796
2015/11/12,19.692
2015/11/13,19.7
2015/11/14,19.683
2015/11/15,19.679
2015/11/16,19.939
2015/11/17,19.821
2015/11/18,19.897
2015/11/19,19.904
2015/11/20,19.918
2015/11/21,19.896
2015/11/22,19.879
2015/11/23,19.876
2015/11/24,19.874
2015/11/25,19.876
2015/11/26,20.005
2015/11/27,19.633
2015/11/28,19.427
2015/11/29,19.399
2015/11/30,19.427
2015/12/01,20.036
2015/12/02,20.093
2015/12/03,20.024
2015/12/04,20.024
2015/12/05,19.951
2015/12/06,19.935
2015/12/07,19.953
2015/12/08,19.917
2015/12/09,20.031
2015/12/10,20.044
2015/12/11,20.064
2015/12/12,20.041
2015/12/13,20.002
2015/12/14,19.899
2015/12/15,19.969
2015/12/16,19.928
2015/12/17,19.804
2015/12/18,19.812
2015/12/19,19.697
2015/12/20,19.689
2015/12/21,19.55
2015/12/22,19.531
2015/12/23,19.514
2015/12/24,19.509
2015/12/25,19.463
2015/12/26,19.508
2015/12/27,19.467
2015/12/28,19.493
2015/12/29,19.483
2015/12/30,19.467
2015/12/31,19.505
2016/01/01,19.532
2016/01/02,19.527
2016/01/03,19.514
2016/01/04,19.554
2016/01/05,19.562
2016/01/06,19.458
2016/01/07,19.454
2016/01/08,19.38
2016/01/09,19.376
2016/01/10,19.406
2016/01/11,19.304
2016/01/12,19.412
2016/01/13,19.419
2016/01/14,19.423
2016/01/15,19.459
2016/01/16,19.489
2016/01/17,19.463
2016/01/18,19.459
2016/01/19,19.456
2016/01/20,19.462
2016/01/21,19.499
2016/01/22,19.465
2016/01/23,19.337
2016/01/24,19.362
2016/01/25,19.299
2016/01/26,19.309
2016/01/27,19.35
2016/01/28,19.333
2016/01/29,19.346
2016/01/30,19.393
2016/01/31,19.395
2016/02/01,19.375
2016/02/02,19.376
2016/02/03,19.342
2016/02/04,19.429
2016/02/05,19.539
2016/02/06,19.509
2016/02/07,19.515
2016/02/08,19.501
2016/02/09,19.576
2016/02/10,19.491
2016/02/11,19.529
2016/02/12,19.567
2016/02/13,19.553
2016/02/14,19.553
2016/02/15,19.551
2016/02/16,19.536
2016/02/17,19.495
2016/02/18,19.533
2016/02/19,19.508
2016/02/20,19.539
2016/02/21,19.535
2016/02/22,19.546
2016/02/23,19.553
2016/02/24,19.52
2016/02/25,19.535
2016/02/26,19.55
2016/02/27,19.559
2016/02/28,19.54
2016/02/29,19.472
2016/03/01,19.106
2016/03/02,19.386
2016/03/03,19.441
2016/03/04,19.693
2016/03/05,19.91
2016/03/06,19.962
2016/03/07,19.663
2016/03/08,19.617
2016/03/09,19.639
2016/03/10,19.53
2016/03/11,19.528
2016/03/12,19.544
2016/03/13,19.608
2016/03/14,19.634
2016/03/15,19.609
2016/03/16,19.607
2016/03/17,19.543
2016/03/18,19.426
2016/03/19,19.424
2016/03/20,19.42
2016/03/21,19.346
2016/03/22,19.3
2016/03/23,19.418
2016/03/24,19.779
2016/03/25,19.765
2016/03/26,19.988
2016/03/27,19.877
2016/03/28,19.963
2016/03/29,19.656
2016/03/30,19.663
2016/03/31,19.647
2016/04/01,19.579
2016/04/02,19.582
2016/04/03,19.546
2016/04/04,19.464
2016/04/05,19.466
2016/04/06,19.456
2016/04/07,19.43
2016/04/08,19.397
2016/04/09,19.399
2016/04/10,19.408
2016/04/11,19.386
2016/04/12,19.356
2016/04/13,19.401
2016/04/14,19.318
2016/04/15,19.264
2016/04/16,19.11
2016/04/17,19.109
2016/04/18,19.08
2016/04/19,19.108
2016/04/20,19.119
2016/04/21,19.069
2016/04/22,19.017
2016/04/23,19.018
2016/04/24,18.991
2016/04/25,18.865
2016/04/26,18.874
2016/04/27,18.847
2016/04/28,18.788
2016/04/29,18.773
2016/04/30,18.778
2016/05/01,18.712
2016/05/02,18.664
2016/05/03,18.662
2016/05/04,19.206
2016/05/05,19.061
2016/05/06,18.887
2016/05/07,18.643
2016/05/08,18.639
2016/05/09,18.702
2016/05/10,18.654
2016/05/11,18.561
2016/05/12,18.569
2016/05/13,18.558
2016/05/14,18.509
2016/05/15,18.514
2016/05/16,18.523
2016/05/17,18.455
2016/05/18,18.462
2016/05/19,18.398
2016/05/20,18.43
2016/05/21,18.469
2016/05/22,18.473
2016/05/23,18.527
2016/05/24,18.577
2016/05/25,18.747
2016/05/26,18.826
2016/05/27,19.088
2016/05/28,19.19
2016/05/29,19.381
2016/05/30,19.673
2016/05/31,19.81
2016/06/01,19.829
2016/06/02,19.576
2016/06/03,19.64
2016/06/04,19.594
2016/06/05,19.537
2016/06/06,19.463
2016/06/07,19.467
2016/06/08,19.347
2016/06/09,19.338
2016/06/10,19.453
2016/06/11,19.426
2016/06/12,19.35
2016/06/13,19.274
2016/06/14,19.349
2016/06/15,19.289
2016/06/16,19.183
2016/06/17,19.12
2016/06/18,19.091
2016/06/19,19.04
2016/06/20,19.077
2016/06/21,19.169
2016/06/22,19.393
2016/06/23,19.276
2016/06/24,19.269
2016/06/25,19.225
2016/06/26,19.227
2016/06/27,19.123
2016/06/28,19.112
2016/06/29,19.181
2016/06/30,19.104
2016/07/01,19.103
2016/07/02,19.075
2016/07/03,19.079
2016/07/04,19.049
2016/07/05,19.076
2016/07/06,19.084
2016/07/07,19.117
2016/07/08,19.279
2016/07/09,19.233
2016/07/10,19.242
2016/07/11,19.24
2016/07/12,19.24
2016/07/13,19.302
2016/07/14,19.347
2016/07/15,19.359
2016/07/16,19.308
2016/07/17,19.225
2016/07/18,19.234
2016/07/19,19.171
2016/07/20,19.233
2016/07/21,19.241
2016/07/22,19.3
2016/07/23,19.299
2016/07/24,19.364
2016/07/25,19.321
2016/07/26,19.336
2016/07/27,19.307
2016/07/28,19.245
2016/07/29,19.244
2016/07/30,19.245
2016/07/31,19.148
2016/08/01,19.093
2016/08/02,19.126
2016/08/03,19.035
2016/08/04,19.005
2016/08/05,18.952
2016/08/06,18.905
2016/08/07,19.268
2016/08/08,19.28
2016/08/09,19.242
2016/08/10,19.084
2016/08/11,18.821
2016/08/12,18.774
2016/08/13,18.771
2016/08/14,18.769
2016/08/15,18.754
2016/08/16,18.751
2016/08/17,18.726
2016/08/18,18.708
2016/08/19,18.692
2016/08/20,18.546
2016/08/21,18.526
2016/08/22,18.531
2016/08/23,18.516
2016/08/24,18.616
2016/08/25,18.614
2016/08/26,18.618
2016/08/27,18.617
2016/08/28,18.602
2016/08/29,18.614
2016/08/30,18.521
2016/08/31,18.317
2016/09/01,18.447
2016/09/02,18.478
2016/09/03,18.482
2016/09/04,18.529
2016/09/05,18.536
2016/09/06,18.572
2016/09/07,18.623
2016/09/08,18.641
2016/09/09,18.61
2016/09/10,18.619
2016/09/11,18.613
2016/09/12,18.659
2016/09/13,18.613
2016/09/14,18.589
2016/09/15,18.582
2016/09/16,18.585
2016/09/17,18.588
2016/09/18,18.58
2016/09/19,18.614
2016/09/20,18.629
2016/09/21,18.618
2016/09/22,18.625
2016/09/23,18.624
2016/09/24,18.623
2016/09/25,18.59
2016/09/26,18.587
2016/09/27,18.585
2016/09/28,18.587
2016/09/29,18.724
2016/09/30,18.723
2016/10/01,18.721
2016/10/02,18.719
2016/10/03,18.748
2016/10/04,18.728
2016/10/05,18.737
2016/10/06,18.694
2016/10/07,18.688
2016/10/08,18.699
2016/10/09,18.696
2016/10/10,18.67
2016/10/11,18.701
2016/10/12,18.667
2016/10/13,18.658
2016/10/14,18.641
2016/10/15,18.575
2016/10/16,18.568
2016/10/17,18.573
2016/10/18,18.64
2016/10/19,18.611
2016/10/20,18.595
2016/10/21,18.571
2016/10/22,18.544
2016/10/23,18.554
2016/10/24,18.577
2016/10/25,18.532
2016/10/26,18.564
2016/10/27,18.747
2016/10/28,18.721
2016/10/29,18.717
2016/10/30,18.705
2016/10/31,18.668
2016/11/01,18.677
2016/11/02,18.71
2016/11/03,18.758
2016/11/04,18.763
2016/11/05,18.766
2016/11/06,18.772
2016/11/07,18.757
2016/11/08,18.852
2016/11/09,18.846
2016/11/10,18.831
2016/11/11,18.809
2016/11/12,18.805
2016/11/13,18.806
2016/11/14,18.78
2016/11/15,18.743
2016/11/16,18.759
2016/11/17,18.79
2016/11/18,18.765
2016/11/19,18.75
2016/11/20,18.703
2016/11/21,18.642
2016/11/22,18.58
2016/11/23,18.72
2016/11/24,18.621
2016/11/25,18.625
2016/11/26,18.666
2016/11/27,18.686
2016/11/28,18.687
2016/11/29,18.722
2016/11/30,18.72
2016/12/01,18.681
2016/12/02,18.639
2016/12/03,18.597
2016/12/04,18.6
2016/12/05,18.583
2016/12/06,18.591
2016/12/07,18.603
2016/12/08,18.582
2016/12/09,18.589
2016/12/10,18.56
2016/12/11,18.553
2016/12/12,18.524
2016/12/13,18.517
2016/12/14,18.529
2016/12/15,18.533
2016/12/16,18.52
2016/12/17,18.519
2016/12/18,18.486
2016/12/19,18.483
2016/12/20,18.439
2016/12/21,18.394
2016/12/22,18.422
2016/12/23,18.382
2016/12/24,18.377
2016/12/25,18.511
2016/12/26,18.535
2016/12/27,18.538
2016/12/28,18.553
2016/12/29,18.548
2016/12/30,18.481
2016/12/31,18.557
2017/01/01,18.573
2017/01/02,18.607
2017/01/03,18.661
2017/01/04,18.664
2017/01/05,18.684
2017/01/06,18.531
2017/01/07,18.567
2017/01/08,18.594
2017/01/09,18.552
2017/01/10,18.553
2017/01/11,18.516
2017/01/12,18.517
2017/01/13,18.54
2017/01/14,18.46
2017/01/15,18.402
2017/01/16,18.399
2017/01/17,18.393
2017/01/18,18.33
2017/01/19,18.333
2017/01/20,18.327
2017/01/21,18.328
2017/01/22,18.35
2017/01/23,18.361
2017/01/24,18.286
2017/01/25,18.263
2017/01/26,18.255
2017/01/27,18.267
2017/01/28,18.263
2017/01/29,18.269
2017/01/30,18.268
2017/01/31,18.264
2017/02/01,18.323
2017/02/02,18.32
2017/02/03,18.278
2017/02/04,18.277
2017/02/05,18.266
2017/02/06,18.224
2017/02/07,18.202
2017/02/08,18.137
2017/02/09,18.121
2017/02/10,18.127
2017/02/11,18.162
2017/02/12,18.165
2017/02/13,18.087
2017/02/14,18.093
2017/02/15,18.064
2017/02/16,18.091
2017/02/17,18.079
2017/02/18,18.086
2017/02/19,18.069
2017/02/20,18.056
2017/02/21,18.06
2017/02/22,18.062
2017/02/23,18.086
2017/02/24,18.027
2017/02/25,18.049
2017/02/26,18.057
2017/02/27,18.097
2017/02/28,18.099
2017/03/01,18.079
2017/03/02,18.138
2017/03/03,18.163
2017/03/04,18.257
2017/03/05,18.265
2017/03/06,18.262
2017/03/07,18.285
2017/03/08,18.288
2017/03/09,18.31
2017/03/10,18.323
2017/03/11,18.33
2017/03/12,18.336
2017/03/13,18.358
2017/03/14,18.284
2017/03/15,18.28
2017/03/16,18.266
2017/03/17,18.286
2017/03/18,18.395
2017/03/19,18.42
2017/03/20,18.401
2017/03/21,18.309
2017/03/22,18.242
2017/03/23,18.296
2017/03/24,18.309
2017/03/25,18.063
2017/03/26,18.109
2017/03/27,18.072
2017/03/28,18.132
2017/03/29,18.114
2017/03/30,18.094
2017/03/31,18.21
2017/04/01,18.193
2017/04/02,18.154
2017/04/03,18.154
2017/04/04,18.128
2017/04/05,18.169
2017/04/06,18.163
2017/04/07,18.16
2017/04/08,18.205
2017/04/09,18.191
2017/04/10,18.162
2017/04/11,18.146
2017/04/12,18.143
2017/04/13,18.105
2017/04/14,18.082
2017/04/15,18.128
2017/04/16,18.11
2017/04/17,18.08
2017/04/18,18.067
2017/04/19,18.065
2017/04/20,18.063
2017/04/21,17.968
2017/04/22,17.892
2017/04/23,17.911
2017/04/24,17.891
2017/04/25,17.9
2017/04/26,17.857
2017/04/27,17.76
2017/04/28,17.802
2017/04/29,17.802
2017/04/30,17.833
2017/05/01,17.861
2017/05/02,17.897
2017/05/03,17.905
2017/05/04,17.901
2017/05/05,17.875
2017/05/06,17.87
2017/05/07,17.863
2017/05/08,17.822
2017/05/09,17.855
2017/05/10,17.806
2017/05/11,17.82
2017/05/12,17.785
2017/05/13,17.802
2017/05/14,17.746
2017/05/15,17.782
2017/05/16,17.75
2017/05/17,17.656
2017/05/18,17.73
2017/05/19,17.786
2017/05/20,17.802
2017/05/21,17.841
2017/05/22,17.852
2017/05/23,17.863
2017/05/24,17.878
2017/05/25,17.907
2017/05/26,17.975
2017/05/27,18.057
2017/05/28,18.119
2017/05/29,18.138
2017/05/30,18.078
2017/05/31,18.036
2017/06/01,18.12
2017/06/02,18.154
2017/06/03,18.135
2017/06/04,18.134
2017/06/05,18.106
2017/06/06,18.188
2017/06/07,18.171
2017/06/08,18.182
2017/06/09,18.17
2017/06/10,18.158
2017/06/11,18.203
2017/06/12,18.268
2017/06/13,18.18
2017/06/14,18.16
2017/06/15,18.146
2017/06/16,18.047
2017/06/17,18.073
2017/06/18,18.062
2017/06/19,18.061
2017/06/20,18.045
2017/06/21,18.126
2017/06/22,18.116
2017/06/23,18.085
2017/06/24,18.096
2017/06/25,18.134
2017/06/26,18.129
2017/06/27,18.053
2017/06/28,18.022
2017/06/29,17.92
2017/06/30,17.894
