Date,top100cap7rsi
2010/07/17,46.91
2010/07/18,49.28
2010/07/19,42.702
2010/07/20,37.673
2010/07/21,41.162
2010/07/22,38.769
2010/07/23,32.572
2010/07/24,34.827
2010/07/25,33.262
2010/07/26,77.628
2010/07/27,78.748
2010/07/28,77.999
2010/07/29,78.396
2010/07/30,77.766
2010/07/31,70.452
2010/08/01,70.495
2010/08/02,62.005
2010/08/03,65.334
2010/08/04,53.473
2010/08/05,57.862
2010/08/06,53.729
2010/08/07,50.95
2010/08/08,48.127
2010/08/09,65.898
2010/08/10,57.371
2010/08/11,69.984
2010/08/12,56.207
2010/08/13,62.19
2010/08/14,55.662
2010/08/15,52.085
2010/08/16,62.511
2010/08/17,69.893
2010/08/18,65.849
2010/08/19,63.563
2010/08/20,66.748
2010/08/21,61.683
2010/08/22,63.148
2010/08/23,60.19
2010/08/24,64.62
2010/08/25,51.473
2010/08/26,51.351
2010/08/27,59.318
2010/08/28,46.356
2010/08/29,36.522
2010/08/30,31.531
2010/08/31,45.209
2010/09/01,41.471
2010/09/02,40.137
2010/09/03,38.817
2010/09/04,42.361
2010/09/05,55.22
2010/09/06,49.583
2010/09/07,43.602
2010/09/08,34.349
2010/09/09,31.023
2010/09/10,29.293
2010/09/11,24.893
2010/09/12,40.405
2010/09/13,25.445
2010/09/14,20.808
2010/09/15,18.271
2010/09/16,35.96
2010/09/17,73.831
2010/09/18,75.206
2010/09/19,78.986
2010/09/20,80.32
2010/09/21,76.656
2010/09/22,69.035
2010/09/23,76.98
2010/09/24,78.677
2010/09/25,82.063
2010/09/26,83.966
2010/09/27,89.839
2010/09/28,95.636
2010/09/29,95.131
2010/09/30,90.456
2010/10/01,88.08
2010/10/02,91.885
2010/10/03,91.875
2010/10/04,75.075
2010/10/05,76.299
2010/10/06,72.511
2010/10/07,81.577
2010/10/08,83.838
2010/10/09,86.292
2010/10/10,88.152
2010/10/11,81.9
2010/10/12,81.264
2010/10/13,83.4
2010/10/14,85.775
2010/10/15,79.086
2010/10/16,82.358
2010/10/17,82.852
2010/10/18,85.771
2010/10/19,70.015
2010/10/20,71.73
2010/10/21,70.134
2010/10/22,71.179
2010/10/23,71.506
2010/10/24,68.879
2010/10/25,69.134
2010/10/26,77.139
2010/10/27,80.763
2010/10/28,71.161
2010/10/29,57.643
2010/10/30,53.39
2010/10/31,60.02
2010/11/01,58.924
2010/11/02,61.599
2010/11/03,53.061
2010/11/04,52.477
2010/11/05,58.293
2010/11/06,65.812
2010/11/07,52.525
2010/11/08,83.235
2010/11/09,78.514
2010/11/10,65.363
2010/11/11,60.398
2010/11/12,58.514
2010/11/13,49.702
2010/11/14,55.339
2010/11/15,51.286
2010/11/16,48.241
2010/11/17,54.275
2010/11/18,48.521
2010/11/19,45.503
2010/11/20,56.448
2010/11/21,54.512
2010/11/22,53.023
2010/11/23,60.531
2010/11/24,68.898
2010/11/25,72.689
2010/11/26,73.058
2010/11/27,67.485
2010/11/28,66.42
2010/11/29,57.918
2010/11/30,71.065
2010/12/01,80.612
2010/12/02,87.146
2010/12/03,90.665
2010/12/04,91.274
2010/12/05,91.633
2010/12/06,66.528
2010/12/07,61.02
2010/12/08,61.191
2010/12/09,53.911
2010/12/10,57.517
2010/12/11,58.628
2010/12/12,52.333
2010/12/13,71.139
2010/12/14,65.543
2010/12/15,59.014
2010/12/16,53.882
2010/12/17,52.594
2010/12/18,48.003
2010/12/19,34.73
2010/12/20,40.465
2010/12/21,26.168
2010/12/22,31.713
2010/12/23,29.805
2010/12/24,27.908
2010/12/25,31.173
2010/12/26,28.26
2010/12/27,45.371
2010/12/28,39.833
2010/12/29,27.091
2010/12/30,24.046
2010/12/31,19.585
2011/01/01,18.162
2011/01/02,16.596
2011/01/03,16.744
2011/01/04,15.504
2011/01/05,24.69
2011/01/06,21.088
2011/01/07,19.054
2011/01/08,18.844
2011/01/09,22.635
2011/01/10,15.204
2011/01/11,34.129
2011/01/12,30.413
2011/01/13,41.976
2011/01/14,45.524
2011/01/15,40.406
2011/01/16,53.066
2011/01/17,56.145
2011/01/18,45.317
2011/01/19,35.333
2011/01/20,35.747
2011/01/21,36.037
2011/01/22,33.957
2011/01/23,62.431
2011/01/24,55.804
2011/01/25,50.111
2011/01/26,36.392
2011/01/27,91.269
2011/01/28,90.226
2011/01/29,89.176
2011/01/30,87.275
2011/01/31,84.08
2011/02/01,85.076
2011/02/02,76.997
2011/02/03,77.797
2011/02/04,74.291
2011/02/05,74.96
2011/02/06,66.055
2011/02/07,71.022
2011/02/08,63.358
2011/02/09,66.771
2011/02/10,62.958
2011/02/11,56.559
2011/02/12,52.38
2011/02/13,49.747
2011/02/14,45.39
2011/02/15,46.547
2011/02/16,41.511
2011/02/17,37.69
2011/02/18,31.433
2011/02/19,29.511
2011/02/20,41.752
2011/02/21,36.698
2011/02/22,27.719
2011/02/23,26.05
2011/02/24,22.597
2011/02/25,20.806
2011/02/26,19.625
2011/02/27,64.231
2011/02/28,49.69
2011/03/01,59.395
2011/03/02,15.63
2011/03/03,15.082
2011/03/04,14.412
2011/03/05,15.532
2011/03/06,16.349
2011/03/07,16.028
2011/03/08,15.545
2011/03/09,15.073
2011/03/10,13.422
2011/03/11,11.671
2011/03/12,10.501
2011/03/13,9.978
2011/03/14,17.285
2011/03/15,16.226
2011/03/16,21.397
2011/03/17,27.933
2011/03/18,32.75
2011/03/19,31.319
2011/03/20,29.529
2011/03/21,35.883
2011/03/22,29.239
2011/03/23,35.254
2011/03/24,30.676
2011/03/25,27.659
2011/03/26,28.751
2011/03/27,22.387
2011/03/28,20.495
2011/03/29,19.765
2011/03/30,15.134
2011/03/31,12.984
2011/04/01,11.969
2011/04/02,7.896
2011/04/03,7.276
2011/04/04,6.165
2011/04/05,5.806
2011/04/06,6.44
2011/04/07,6.417
2011/04/08,5.787
2011/04/09,3.936
2011/04/10,3.631
2011/04/11,5.657
2011/04/12,4.089
2011/04/13,3.712
2011/04/14,59.027
2011/04/15,55.232
2011/04/16,51.232
2011/04/17,34.092
2011/04/18,30.046
2011/04/19,74.108
2011/04/20,71.281
2011/04/21,59.562
2011/04/22,57.387
2011/04/23,46.029
2011/04/24,42.475
2011/04/25,42.074
2011/04/26,40.672
2011/04/27,41.146
2011/04/28,34.629
2011/04/29,25.013
2011/04/30,63.536
2011/05/01,62.876
2011/05/02,61.145
2011/05/03,63.489
2011/05/04,67.609
2011/05/05,65.26
2011/05/06,52.953
2011/05/07,53.483
2011/05/08,47.034
2011/05/09,45.506
2011/05/10,44.693
2011/05/11,60.743
2011/05/12,65.982
2011/05/13,74.739
2011/05/14,75.007
2011/05/15,82.182
2011/05/16,83.333
2011/05/17,79.221
2011/05/18,81.826
2011/05/19,72.519
2011/05/20,63.194
2011/05/21,80.892
2011/05/22,77.658
2011/05/23,62.009
2011/05/24,58.348
2011/05/25,55.35
2011/05/26,52.503
2011/05/27,57.767
2011/05/28,56.246
2011/05/29,58.366
2011/05/30,59.357
2011/05/31,56.543
2011/06/01,57.369
2011/06/02,63.431
2011/06/03,68.726
2011/06/04,59.938
2011/06/05,64.075
2011/06/06,41.416
2011/06/07,33.612
2011/06/08,16.88
2011/06/09,15.709
2011/06/10,12.987
2011/06/11,22.181
2011/06/12,71.713
2011/06/13,73.256
2011/06/14,56.216
2011/06/15,53.426
2011/06/16,48.585
2011/06/17,44.319
2011/06/18,42.349
