Date,activeaddresses30mom
2010/07/17,522
2010/07/18,643
2010/07/19,593
2010/07/20,598
2010/07/21,463
2010/07/22,235
2010/07/23,302
2010/07/24,596
2010/07/25,1883
2010/07/26,989
2010/07/27,455
2010/07/28,385
2010/07/29,127
2010/07/30,133
2010/07/31,70
2010/08/01,247
2010/08/02,269
2010/08/03,537
2010/08/04,348
2010/08/05,553
2010/08/06,255
2010/08/07,200
2010/08/08,236
2010/08/09,376
2010/08/10,3
2010/08/11,-2850
2010/08/12,-1419
2010/08/13,-5916
2010/08/14,-1456
2010/08/15,-1285
2010/08/16,-32
2010/08/17,-423
2010/08/18,-246
2010/08/19,-436
2010/08/20,-153
2010/08/21,-71
2010/08/22,-66
2010/08/23,-311
2010/08/24,-1500
2010/08/25,-739
2010/08/26,-119
2010/08/27,-177
2010/08/28,-1
2010/08/29,-193
2010/08/30,47
2010/08/31,114
2010/09/01,-24
2010/09/02,-431
2010/09/03,-231
2010/09/04,-368
2010/09/05,-90
2010/09/06,-3
2010/09/07,-181
2010/09/08,-233
2010/09/09,-76
2010/09/10,-160
2010/09/11,-146
2010/09/12,-136
2010/09/13,155
2010/09/14,239
2010/09/15,-110
2010/09/16,191
2010/09/17,277
2010/09/18,92
2010/09/19,-2
2010/09/20,177
2010/09/21,630
2010/09/22,386
2010/09/23,417
2010/09/24,308
2010/09/25,173
2010/09/26,126
2010/09/27,742
2010/09/28,1309
2010/09/29,676
2010/09/30,-96
2010/10/01,244
2010/10/02,237
2010/10/03,172
2010/10/04,377
2010/10/05,156
2010/10/06,181
2010/10/07,244
2010/10/08,268
2010/10/09,236
2010/10/10,82
2010/10/11,198
2010/10/12,-65
2010/10/13,208
2010/10/14,-30
2010/10/15,-81
2010/10/16,248
2010/10/17,-251
2010/10/18,385
2010/10/19,754
2010/10/20,478
2010/10/21,-222
2010/10/22,-67
2010/10/23,-214
2010/10/24,44
2010/10/25,-73
2010/10/26,243
2010/10/27,-152
2010/10/28,-701
2010/10/29,-350
2010/10/30,21
2010/10/31,-275
2010/11/01,-183
2010/11/02,-214
2010/11/03,-254
2010/11/04,-97
2010/11/05,143
2010/11/06,-51
2010/11/07,-123
2010/11/08,821
2010/11/09,25
2010/11/10,20
2010/11/11,-45
2010/11/12,-470
2010/11/13,-55
2010/11/14,320
2010/11/15,3463
2010/11/16,2613
2010/11/17,-272
2010/11/18,-776
2010/11/19,-542
2010/11/20,-210
2010/11/21,-214
2010/11/22,-211
2010/11/23,-191
2010/11/24,211
2010/11/25,46
2010/11/26,80
2010/11/27,-176
2010/11/28,-142
2010/11/29,241
2010/11/30,225
2010/12/01,512
2010/12/02,354
2010/12/03,307
2010/12/04,122
2010/12/05,-140
2010/12/06,138
2010/12/07,452
2010/12/08,-668
2010/12/09,187
2010/12/10,-15
2010/12/11,469
2010/12/12,738
2010/12/13,1097
2010/12/14,236
2010/12/15,-3311
2010/12/16,-2416
2010/12/17,121
2010/12/18,226
2010/12/19,447
2010/12/20,677
2010/12/21,331
2010/12/22,586
2010/12/23,358
2010/12/24,-112
2010/12/25,164
2010/12/26,-169
2010/12/27,318
2010/12/28,324
2010/12/29,90
2010/12/30,294
2010/12/31,-211
2011/01/01,265
2011/01/02,170
2011/01/03,669
2011/01/04,383
2011/01/05,806
2011/01/06,19
2011/01/07,351
2011/01/08,638
2011/01/09,747
2011/01/10,367
2011/01/11,358
2011/01/12,-413
2011/01/13,559
2011/01/14,522
2011/01/15,473
2011/01/16,740
2011/01/17,490
2011/01/18,328
2011/01/19,84
2011/01/20,364
2011/01/21,759
2011/01/22,1178
2011/01/23,1081
2011/01/24,982
2011/01/25,417
2011/01/26,446
2011/01/27,623
2011/01/28,700
2011/01/29,986
2011/01/30,2300
2011/01/31,1152
2011/02/01,865
2011/02/02,92
2011/02/03,188
2011/02/04,-31
2011/02/05,364
2011/02/06,139
2011/02/07,-75
2011/02/08,44
2011/02/09,651
2011/02/10,1997
2011/02/11,3047
2011/02/12,1604
2011/02/13,1659
2011/02/14,2695
2011/02/15,1874
2011/02/16,1634
2011/02/17,2076
2011/02/18,2063
2011/02/19,1439
2011/02/20,1208
2011/02/21,1095
2011/02/22,1849
2011/02/23,1740
2011/02/24,2231
2011/02/25,1830
2011/02/26,1928
2011/02/27,1943
2011/02/28,951
2011/03/01,1996
2011/03/02,1499
2011/03/03,2978
2011/03/04,1791
2011/03/05,2344
2011/03/06,1807
2011/03/07,1884
2011/03/08,2474
2011/03/09,1986
2011/03/10,1485
2011/03/11,960
2011/03/12,-317
2011/03/13,-1417
2011/03/14,-400
2011/03/15,33
2011/03/16,-951
2011/03/17,-185
2011/03/18,112
2011/03/19,-316
2011/03/20,841
2011/03/21,1760
2011/03/22,685
2011/03/23,3573
2011/03/24,607
2011/03/25,372
2011/03/26,1152
2011/03/27,1356
2011/03/28,1755
2011/03/29,1020
2011/03/30,634
2011/03/31,-1035
2011/04/01,-449
2011/04/02,-1590
2011/04/03,345
2011/04/04,1011
2011/04/05,990
2011/04/06,458
2011/04/07,-444
2011/04/08,265
2011/04/09,703
2011/04/10,465
2011/04/11,828
2011/04/12,1437
2011/04/13,1772
2011/04/14,2667
2011/04/15,981
2011/04/16,2144
2011/04/17,1255
2011/04/18,2364
2011/04/19,1899
2011/04/20,735
2011/04/21,185
2011/04/22,-2616
2011/04/23,548
2011/04/24,487
2011/04/25,246
2011/04/26,1375
2011/04/27,2153
2011/04/28,1568
2011/04/29,3085
2011/04/30,3998
2011/05/01,4211
2011/05/02,2683
2011/05/03,2424
2011/05/04,1751
2011/05/05,2790
2011/05/06,2985
2011/05/07,3855
2011/05/08,2751
2011/05/09,3950
2011/05/10,3652
2011/05/11,3025
2011/05/12,2899
2011/05/13,4779
2011/05/14,3009
2011/05/15,4170
2011/05/16,6402
2011/05/17,6148
2011/05/18,7399
2011/05/19,5650
2011/05/20,6213
2011/05/21,6725
2011/05/22,6586
2011/05/23,7156
2011/05/24,8528
2011/05/25,9488
2011/05/26,8329
2011/05/27,3324
2011/05/28,5419
2011/05/29,4449
2011/05/30,4593
2011/05/31,6556
2011/06/01,7994
2011/06/02,9469
2011/06/03,11443
2011/06/04,12322
2011/06/05,11009
2011/06/06,13684
2011/06/07,12564
2011/06/08,19741
2011/06/09,19113
2011/06/10,17059
2011/06/11,16541
2011/06/12,17563
2011/06/13,16834
2011/06/14,21461
2011/06/15,15770
2011/06/16,18370
2011/06/17,13115
2011/06/18,14117
2011/06/19,16166
2011/06/20,15189
2011/06/21,14162
2011/06/22,14672
2011/06/23,11184
2011/06/24,10650
2011/06/25,8152
2011/06/26,12726
2011/06/27,18497
2011/06/28,14984
2011/06/29,11583
2011/06/30,9413
2011/07/01,16233
2011/07/02,16711
2011/07/03,4431
2011/07/04,4140
2011/07/05,5437
2011/07/06,5957
2011/07/07,3977
2011/07/08,-2680
2011/07/09,-3516
2011/07/10,4564
2011/07/11,2080
2011/07/12,-3970
2011/07/13,1366
2011/07/14,-935
2011/07/15,-3108
2011/07/16,-4814
2011/07/17,-1380
2011/07/18,1767
2011/07/19,-2866
2011/07/20,-75
2011/07/21,439
2011/07/22,-2310
2011/07/23,-2462
2011/07/24,-1985
2011/07/25,4332
2011/07/26,281
2011/07/27,-6658
2011/07/28,-279
2011/07/29,-2112
2011/07/30,-3699
2011/07/31,-6077
2011/08/01,-8473
2011/08/02,-543
2011/08/03,-5148
2011/08/04,-4332
2011/08/05,-5409
2011/08/06,-2710
2011/08/07,-4566
2011/08/08,1866
2011/08/09,-5040
2011/08/10,-6140
2011/08/11,-4754
2011/08/12,-10049
2011/08/13,-9659
2011/08/14,-2927
2011/08/15,-4833
2011/08/16,-3682
2011/08/17,-7519
2011/08/18,-4225
2011/08/19,-3653
2011/08/20,-4322
2011/08/21,-1670
2011/08/22,3295
2011/08/23,-533
2011/08/24,-4831
2011/08/25,-707
2011/08/26,-1943
2011/08/27,-5044
2011/08/28,-3745
2011/08/29,-869
2011/08/30,-6603
2011/08/31,-6728
2011/09/01,-4719
2011/09/02,-2311
2011/09/03,-4502
2011/09/04,-3973
2011/09/05,-1988
2011/09/06,-1284
2011/09/07,-7804
2011/09/08,-7866
2011/09/09,-1105
2011/09/10,-2352
2011/09/11,-1705
2011/09/12,-2547
2011/09/13,-6636
2011/09/14,-4427
2011/09/15,-5535
2011/09/16,-5802
2011/09/17,-7551
2011/09/18,-7874
2011/09/19,-5051
2011/09/20,-871
2011/09/21,-7269
2011/09/22,-5154
2011/09/23,-2135
2011/09/24,-3680
2011/09/25,-2299
2011/09/26,-3094
2011/09/27,216
2011/09/28,-5141
2011/09/29,-4737
2011/09/30,-3561
2011/10/01,-3985
2011/10/02,-4260
2011/10/03,-616
2011/10/04,-3738
2011/10/05,-4589
2011/10/06,-4334
2011/10/07,-3078
2011/10/08,-3305
2011/10/09,-6329
2011/10/10,-2589
2011/10/11,-1706
2011/10/12,-3053
2011/10/13,-3211
2011/10/14,-239
2011/10/15,-2299
2011/10/16,-2578
2011/10/17,1020
2011/10/18,-2043
2011/10/19,-3507
2011/10/20,-10795
2011/10/21,-5882
2011/10/22,-5431
2011/10/23,-6776
2011/10/24,-5480
2011/10/25,-6130
2011/10/26,-5316
2011/10/27,-7234
2011/10/28,-1043
2011/10/29,76
2011/10/30,-2067
2011/10/31,-977
2011/11/01,929
2011/11/02,-731
2011/11/03,-685
2011/11/04,2161
2011/11/05,-947
2011/11/06,-2205
2011/11/07,144
2011/11/08,1462
2011/11/09,992
2011/11/10,647
2011/11/11,-1418
2011/11/12,545
2011/11/13,-2016
2011/11/14,560
2011/11/15,2185
2011/11/16,-988
2011/11/17,-120
2011/11/18,-134
2011/11/19,-1026
2011/11/20,-632
2011/11/21,-1951
2011/11/22,-1728
2011/11/23,-2454
2011/11/24,-2161
2011/11/25,-765
2011/11/26,-1170
2011/11/27,-1955
2011/11/28,-252
2011/11/29,2975
2011/11/30,3413
2011/12/01,1260
2011/12/02,211
2011/12/03,-256
2011/12/04,-3942
2011/12/05,-417
2011/12/06,3703
2011/12/07,269
2011/12/08,321
2011/12/09,-2561
2011/12/10,-2415
2011/12/11,-30
2011/12/12,-845
2011/12/13,-555
2011/12/14,-1745
2011/12/15,-4143
2011/12/16,-2523
2011/12/17,-1982
2011/12/18,-2547
2011/12/19,2628
2011/12/20,2272
2011/12/21,1725
2011/12/22,544
2011/12/23,607
2011/12/24,-696
2011/12/25,119
2011/12/26,1887
2011/12/27,994
2011/12/28,-1815
2011/12/29,-3054
2011/12/30,-4891
2011/12/31,-3141
2012/01/01,-1882
2012/01/02,-944
2012/01/03,1263
2012/01/04,-608
2012/01/05,140
2012/01/06,1999
2012/01/07,-637
2012/01/08,2890
2012/01/09,2892
2012/01/10,3954
2012/01/11,5629
2012/01/12,1898
2012/01/13,2523
2012/01/14,4539
2012/01/15,2916
2012/01/16,4660
2012/01/17,4404
2012/01/18,2021
2012/01/19,1402
2012/01/20,2311
2012/01/21,1491
2012/01/22,-702
2012/01/23,2966
2012/01/24,3135
2012/01/25,4408
2012/01/26,2696
2012/01/27,3629
2012/01/28,1731
2012/01/29,3847
2012/01/30,2620
2012/01/31,4180
2012/02/01,3059
2012/02/02,2969
2012/02/03,4084
2012/02/04,978
2012/02/05,-52
2012/02/06,472
2012/02/07,38
2012/02/08,-245
2012/02/09,-970
2012/02/10,-631
2012/02/11,1407
2012/02/12,-318
2012/02/13,1687
2012/02/14,4856
2012/02/15,2891
2012/02/16,4387
2012/02/17,-521
2012/02/18,-592
2012/02/19,-947
2012/02/20,766
2012/02/21,3315
2012/02/22,3075
2012/02/23,2624
2012/02/24,-64
2012/02/25,716
2012/02/26,-1108
2012/02/27,1860
2012/02/28,1933
2012/02/29,1937
2012/03/01,518
2012/03/02,2641
2012/03/03,-3512
2012/03/04,-1591
2012/03/05,-218
2012/03/06,447
2012/03/07,1319
2012/03/08,997
2012/03/09,1203
2012/03/10,-2232
2012/03/11,-3711
2012/03/12,-925
2012/03/13,2643
2012/03/14,-65
2012/03/15,-3259
2012/03/16,-1519
2012/03/17,-2580
2012/03/18,-334
2012/03/19,1017
2012/03/20,2735
2012/03/21,1924
2012/03/22,995
2012/03/23,-2032
2012/03/24,-3616
2012/03/25,-2166
2012/03/26,622
2012/03/27,2193
2012/03/28,1330
2012/03/29,705
2012/03/30,-412
2012/03/31,-2100
2012/04/01,-4856
2012/04/02,2299
2012/04/03,3839
2012/04/04,540
2012/04/05,1090
2012/04/06,1115
2012/04/07,-1432
2012/04/08,-1872
2012/04/09,2327
2012/04/10,4776
2012/04/11,4095
2012/04/12,2010
2012/04/13,-408
2012/04/14,2212
2012/04/15,-6
2012/04/16,3023
2012/04/17,4661
2012/04/18,3853
2012/04/19,1800
2012/04/20,3131
2012/04/21,600
2012/04/22,439
2012/04/23,2791
2012/04/24,2977
2012/04/25,1674
2012/04/26,3649
2012/04/27,959
2012/04/28,-1060
2012/04/29,959
2012/04/30,5057
2012/05/01,7272
2012/05/02,5307
2012/05/03,3058
2012/05/04,5994
2012/05/05,3623
2012/05/06,5870
2012/05/07,11379
2012/05/08,9861
2012/05/09,9610
2012/05/10,2995
2012/05/11,7679
2012/05/12,3918
2012/05/13,4926
2012/05/14,15056
2012/05/15,10923
2012/05/16,6433
2012/05/17,4022
2012/05/18,6790
2012/05/19,13822
2012/05/20,10194
2012/05/21,14041
2012/05/22,12818
2012/05/23,12881
2012/05/24,10737
2012/05/25,12658
2012/05/26,6481
2012/05/27,9093
2012/05/28,13625
2012/05/29,18277
2012/05/30,9447
2012/05/31,8381
2012/06/01,8860
2012/06/02,-1293
2012/06/03,7714
2012/06/04,21556
2012/06/05,18768
2012/06/06,-1490
2012/06/07,11599
2012/06/08,3441
2012/06/09,11122
2012/06/10,7696
2012/06/11,9859
2012/06/12,2789
2012/06/13,14320
2012/06/14,22483
2012/06/15,23546
2012/06/16,16778
2012/06/17,13195
2012/06/18,6000
2012/06/19,6007
2012/06/20,1912
2012/06/21,2196
2012/06/22,-386
2012/06/23,2191
2012/06/24,-1609
2012/06/25,8327
2012/06/26,9704
2012/06/27,9505
2012/06/28,-1539
2012/06/29,4567
2012/06/30,3518
2012/07/01,2641
2012/07/02,16021
2012/07/03,4307
2012/07/04,-9938
2012/07/05,-13043
2012/07/06,5187
2012/07/07,-4445
2012/07/08,-353
2012/07/09,743
2012/07/10,3198
2012/07/11,2745
2012/07/12,10739
2012/07/13,-15371
2012/07/14,-19747
2012/07/15,-18704
2012/07/16,-2546
2012/07/17,910
2012/07/18,-3317
2012/07/19,762
2012/07/20,3850
2012/07/21,5866
2012/07/22,9725
2012/07/23,11780
2012/07/24,9912
2012/07/25,-2419
2012/07/26,-5157
2012/07/27,-6806
2012/07/28,5898
2012/07/29,2863
2012/07/30,4260
2012/07/31,27076
2012/08/01,4134
2012/08/02,7427
2012/08/03,4727
2012/08/04,7960
2012/08/05,8491
2012/08/06,11409
2012/08/07,11257
2012/08/08,19678
2012/08/09,3351
2012/08/10,3256
2012/08/11,4176
2012/08/12,7701
2012/08/13,18691
2012/08/14,12490
2012/08/15,13605
2012/08/16,21440
2012/08/17,22474
2012/08/18,15299
2012/08/19,22009
2012/08/20,11834
2012/08/21,15439
2012/08/22,7484
2012/08/23,5331
2012/08/24,13471
2012/08/25,5768
2012/08/26,2409
2012/08/27,-181
2012/08/28,3936
2012/08/29,3183
2012/08/30,-24670
2012/08/31,8698
2012/09/01,2854
2012/09/02,-1436
2012/09/03,-2889
2012/09/04,8197
2012/09/05,-806
2012/09/06,7673
2012/09/07,-7857
2012/09/08,-6683
2012/09/09,1581
2012/09/10,-1050
2012/09/11,6177
