Date,activeaddresses30mom
2012/09/12,-14374
2012/09/13,-7797
2012/09/14,-12131
2012/09/15,-31680
2012/09/16,-25188
2012/09/17,-18548
2012/09/18,-19342
2012/09/19,-4531
2012/09/20,-7121
2012/09/21,-10323
2012/09/22,-16431
2012/09/23,-16391
2012/09/24,-3171
2012/09/25,8568
2012/09/26,9822
2012/09/27,2168
2012/09/28,10655
2012/09/29,4341
2012/09/30,-14750
2012/10/01,-7004
2012/10/02,18247
2012/10/03,17104
2012/10/04,5768
2012/10/05,2990
2012/10/06,-7883
2012/10/07,-706
2012/10/08,13942
2012/10/09,12087
2012/10/10,9998
2012/10/11,-4008
2012/10/12,10398
2012/10/13,4357
2012/10/14,310
2012/10/15,16260
2012/10/16,11487
2012/10/17,11760
2012/10/18,12268
2012/10/19,2312
2012/10/20,-4050
2012/10/21,-396
2012/10/22,14168
2012/10/23,12813
2012/10/24,8420
2012/10/25,-3695
2012/10/26,-10461
2012/10/27,-12335
2012/10/28,-22380
2012/10/29,-2754
2012/10/30,-211
2012/10/31,-5802
2012/11/01,-21438
2012/11/02,-16957
2012/11/03,-19087
2012/11/04,-13870
2012/11/05,-1379
2012/11/06,-2248
2012/11/07,-4136
2012/11/08,-14605
2012/11/09,-10626
2012/11/10,-6503
2012/11/11,-14455
2012/11/12,-7880
2012/11/13,-5898
2012/11/14,-8522
2012/11/15,3241
2012/11/16,3478
2012/11/17,1859
2012/11/18,-2257
2012/11/19,-815
2012/11/20,4953
2012/11/21,2641
2012/11/22,-74
2012/11/23,-6653
2012/11/24,-2474
2012/11/25,-1534
2012/11/26,11589
2012/11/27,10915
2012/11/28,8158
2012/11/29,7498
2012/11/30,4936
2012/12/01,2996
2012/12/02,-5344
2012/12/03,-2573
2012/12/04,11750
2012/12/05,6906
2012/12/06,-125
2012/12/07,-2610
2012/12/08,643
2012/12/09,2168
2012/12/10,1205
2012/12/11,6883
2012/12/12,11162
2012/12/13,13487
2012/12/14,3909
2012/12/15,-11703
2012/12/16,-12552
2012/12/17,-11917
2012/12/18,5202
2012/12/19,1350
2012/12/20,-4214
2012/12/21,2003
2012/12/22,13765
2012/12/23,4724
2012/12/24,2923
2012/12/25,-5987
2012/12/26,-3228
2012/12/27,-1995
2012/12/28,-1444
2012/12/29,-1961
2012/12/30,8669
2012/12/31,6
2013/01/01,10049
2013/01/02,12959
2013/01/03,8855
2013/01/04,2854
2013/01/05,12393
2013/01/06,1316
2013/01/07,15741
2013/01/08,17124
2013/01/09,20226
2013/01/10,24143
2013/01/11,18339
2013/01/12,4562
2013/01/13,13830
2013/01/14,9714
2013/01/15,21881
2013/01/16,17429
2013/01/17,10780
2013/01/18,13298
2013/01/19,9815
2013/01/20,-40
2013/01/21,-9205
2013/01/22,13553
2013/01/23,7323
2013/01/24,30412
2013/01/25,11450
2013/01/26,18080
2013/01/27,7171
2013/01/28,14298
2013/01/29,9837
2013/01/30,9798
2013/01/31,9998
2013/02/01,21306
2013/02/02,5313
2013/02/03,10163
2013/02/04,3954
2013/02/05,17726
2013/02/06,-398
2013/02/07,2287
2013/02/08,4043
2013/02/09,-4836
2013/02/10,-3470
2013/02/11,1553
2013/02/12,-3644
2013/02/13,8849
2013/02/14,-6152
2013/02/15,-8281
2013/02/16,-11806
2013/02/17,-11481
2013/02/18,-2121
2013/02/19,3313
2013/02/20,4846
2013/02/21,-2850
2013/02/22,6972
2013/02/23,-9323
2013/02/24,2492
2013/02/25,1981
2013/02/26,9231
2013/02/27,757
2013/02/28,4189
2013/03/01,18535
2013/03/02,1385
2013/03/03,-18350
2013/03/04,-3043
2013/03/05,-110
2013/03/06,11780
2013/03/07,6430
2013/03/08,2937
2013/03/09,-4187
2013/03/10,-3210
2013/03/11,-2822
2013/03/12,2157
2013/03/13,10754
2013/03/14,9256
2013/03/15,10336
2013/03/16,-557
2013/03/17,1802
2013/03/18,11754
2013/03/19,23168
2013/03/20,15612
2013/03/21,20327
2013/03/22,24189
2013/03/23,16354
2013/03/24,14708
2013/03/25,14800
2013/03/26,20963
2013/03/27,16129
2013/03/28,35654
2013/03/29,28223
2013/03/30,18243
2013/03/31,1191
2013/04/01,26527
2013/04/02,45815
2013/04/03,53604
2013/04/04,51496
2013/04/05,30883
2013/04/06,16719
2013/04/07,30502
2013/04/08,59772
2013/04/09,55081
2013/04/10,79926
2013/04/11,64870
2013/04/12,39920
2013/04/13,21722
2013/04/14,7900
2013/04/15,49330
2013/04/16,48421
2013/04/17,46388
2013/04/18,13371
2013/04/19,42167
2013/04/20,4774
2013/04/21,-5097
2013/04/22,24730
2013/04/23,24150
2013/04/24,36363
2013/04/25,17757
2013/04/26,13448
2013/04/27,-16204
2013/04/28,34786
2013/04/29,8917
2013/04/30,12656
2013/05/01,7859
2013/05/02,-9907
2013/05/03,-24285
2013/05/04,-38897
2013/05/05,-27885
2013/05/06,2124
2013/05/07,22023
2013/05/08,-11455
2013/05/09,-30135
2013/05/10,-49112
2013/05/11,-43692
2013/05/12,-33356
2013/05/13,-41
2013/05/14,12326
2013/05/15,-15489
2013/05/16,-16203
2013/05/17,-26801
2013/05/18,-13743
2013/05/19,-40789
2013/05/20,-2825
2013/05/21,12698
2013/05/22,-16915
2013/05/23,-9911
2013/05/24,-17576
2013/05/25,-21146
2013/05/26,-16548
2013/05/27,-4265
2013/05/28,-41833
2013/05/29,-6407
2013/05/30,1311
2013/05/31,-8136
2013/06/01,-14162
2013/06/02,-17029
2013/06/03,9861
2013/06/04,6482
2013/06/05,-6543
2013/06/06,-35853
2013/06/07,-28671
2013/06/08,-23683
2013/06/09,-27741
2013/06/10,-19956
2013/06/11,-2998
2013/06/12,-19033
2013/06/13,-17382
2013/06/14,-8997
2013/06/15,-30352
2013/06/16,-29668
2013/06/17,-11469
2013/06/18,-664
2013/06/19,-2531
2013/06/20,-14929
2013/06/21,-5704
2013/06/22,-24689
2013/06/23,-32907
2013/06/24,-4762
2013/06/25,-8276
2013/06/26,-8998
2013/06/27,-15203
2013/06/28,-11945
2013/06/29,-17247
2013/06/30,-24987
2013/07/01,870
2013/07/02,-1670
2013/07/03,-13830
2013/07/04,-17763
2013/07/05,-18158
2013/07/06,-16732
2013/07/07,-24921
2013/07/08,4788
2013/07/09,11386
2013/07/10,3895
2013/07/11,6748
2013/07/12,14688
2013/07/13,-3225
2013/07/14,-27360
2013/07/15,8515
2013/07/16,17436
2013/07/17,6105
2013/07/18,-384
2013/07/19,-10386
2013/07/20,-15245
2013/07/21,-17975
2013/07/22,1741
2013/07/23,12244
2013/07/24,1026
2013/07/25,5059
2013/07/26,-2110
2013/07/27,-9036
2013/07/28,-19433
2013/07/29,6493
2013/07/30,19378
2013/07/31,12224
2013/08/01,50147
2013/08/02,8734
2013/08/03,-384
2013/08/04,-256
2013/08/05,16636
2013/08/06,22699
2013/08/07,12622
2013/08/08,4390
2013/08/09,-226
2013/08/10,-14053
2013/08/11,-24317
2013/08/12,40276
2013/08/13,26592
2013/08/14,15890
2013/08/15,9536
2013/08/16,19511
2013/08/17,-1767
2013/08/18,-1211
2013/08/19,26152
2013/08/20,28721
2013/08/21,22358
2013/08/22,19588
2013/08/23,16000
2013/08/24,-2052
2013/08/25,5730
2013/08/26,23784
2013/08/27,45832
2013/08/28,16401
2013/08/29,5014
2013/08/30,8711
2013/08/31,-26142
2013/09/01,-17759
2013/09/02,2306
2013/09/03,11847
2013/09/04,3707
2013/09/05,-1121
2013/09/06,-2398
2013/09/07,-9783
2013/09/08,-8147
2013/09/09,14691
2013/09/10,16536
2013/09/11,-28717
2013/09/12,2035
2013/09/13,-11643
2013/09/14,-21704
2013/09/15,-27717
2013/09/16,8363
2013/09/17,15498
2013/09/18,543
2013/09/19,-724
2013/09/20,-5574
2013/09/21,-17519
2013/09/22,-18303
2013/09/23,16150
2013/09/24,9785
2013/09/25,2725
2013/09/26,-16833
2013/09/27,-5776
2013/09/28,-5957
2013/09/29,-18302
2013/09/30,-7708
2013/10/01,32790
2013/10/02,42945
2013/10/03,18170
2013/10/04,968
2013/10/05,-4685
2013/10/06,-12162
2013/10/07,14003
2013/10/08,19790
2013/10/09,5523
2013/10/10,9927
2013/10/11,5120
2013/10/12,-10049
2013/10/13,21082
2013/10/14,28428
2013/10/15,30786
2013/10/16,23496
2013/10/17,8406
2013/10/18,6930
2013/10/19,13430
2013/10/20,-3577
2013/10/21,30053
2013/10/22,45970
2013/10/23,27483
2013/10/24,33717
2013/10/25,22698
2013/10/26,-4241
2013/10/27,-12804
2013/10/28,17669
2013/10/29,14151
2013/10/30,15491
2013/10/31,7148
2013/11/01,-18682
2013/11/02,-12395
2013/11/03,5487
2013/11/04,34832
2013/11/05,56617
2013/11/06,54799
2013/11/07,54218
2013/11/08,51220
2013/11/09,49213
2013/11/10,37229
2013/11/11,49275
2013/11/12,28751
2013/11/13,40518
2013/11/14,47850
2013/11/15,26734
2013/11/16,22438
2013/11/17,21706
2013/11/18,72145
2013/11/19,134229
2013/11/20,69089
2013/11/21,79234
2013/11/22,57401
2013/11/23,38779
2013/11/24,23473
2013/11/25,69077
2013/11/26,114215
2013/11/27,112667
2013/11/28,116575
2013/11/29,93682
2013/11/30,67005
2013/12/01,79254
2013/12/02,100158
2013/12/03,90818
2013/12/04,83709
2013/12/05,66322
2013/12/06,38039
2013/12/07,20406
2013/12/08,-16202
2013/12/09,26448
2013/12/10,37522
2013/12/11,36669
2013/12/12,14419
2013/12/13,23005
2013/12/14,14670
2013/12/15,21311
2013/12/16,73779
2013/12/17,51096
2013/12/18,16549
2013/12/19,-50007
2013/12/20,-11949
2013/12/21,-61377
2013/12/22,-41339
2013/12/23,1566
2013/12/24,5856
2013/12/25,-12781
2013/12/26,-56848
2013/12/27,-72859
2013/12/28,-86111
2013/12/29,-60359
2013/12/30,-11256
2013/12/31,-47131
2014/01/01,-80773
2014/01/02,-36393
2014/01/03,-41169
2014/01/04,-67444
2014/01/05,-33226
2014/01/06,28018
2014/01/07,28009
2014/01/08,-8799
2014/01/09,-20427
2014/01/10,-25465
2014/01/11,-776
2014/01/12,-28974
2014/01/13,4097
2014/01/14,-9746
2014/01/15,-44674
2014/01/16,-26311
2014/01/17,-51897
2014/01/18,-51152
2014/01/19,-44633
2014/01/20,51738
2014/01/21,35655
2014/01/22,528
2014/01/23,19801
2014/01/24,12392
2014/01/25,4325
2014/01/26,-827
2014/01/27,54611
2014/01/28,28977
2014/01/29,-11390
2014/01/30,32636
2014/01/31,51823
2014/02/01,-2731
2014/02/02,-7608
2014/02/03,55912
2014/02/04,32976
2014/02/05,-22039
2014/02/06,20912
2014/02/07,18059
2014/02/08,14183
2014/02/09,1746
2014/02/10,41416
2014/02/11,37874
2014/02/12,62932
2014/02/13,32471
2014/02/14,44310
2014/02/15,18001
2014/02/16,-1657
2014/02/17,73812
2014/02/18,49293
2014/02/19,-1569
2014/02/20,21323
2014/02/21,25734
2014/02/22,5672
2014/02/23,20283
2014/02/24,88168
2014/02/25,83640
2014/02/26,30906
2014/02/27,26668
2014/02/28,55262
2014/03/01,29994
2014/03/02,10451
2014/03/03,102375
2014/03/04,97000
2014/03/05,29645
2014/03/06,26607
2014/03/07,24207
2014/03/08,7968
2014/03/09,8153
2014/03/10,59878
2014/03/11,61625
2014/03/12,32111
2014/03/13,38866
2014/03/14,-22786
2014/03/15,-17100
2014/03/16,-36690
2014/03/17,39028
2014/03/18,15332
2014/03/19,-15148
2014/03/20,8621
2014/03/21,12319
2014/03/22,-11361
2014/03/23,-29184
2014/03/24,36849
2014/03/25,4047
2014/03/26,-45739
2014/03/27,-26023
2014/03/28,-18374
2014/03/29,-39226
2014/03/30,-29659
2014/03/31,-11479
2014/04/01,20169
2014/04/02,-57500
2014/04/03,-63880
2014/04/04,-23973
2014/04/05,-41831
2014/04/06,2679
2014/04/07,-12257
2014/04/08,-8140
2014/04/09,-28906
2014/04/10,-7834
2014/04/11,-33953
2014/04/12,-61487
2014/04/13,-19642
2014/04/14,36351
2014/04/15,58439
2014/04/16,-4469
2014/04/17,14729
2014/04/18,-15807
2014/04/19,-25693
2014/04/20,-25612
2014/04/21,-27333
2014/04/22,34100
2014/04/23,-36119
