Date,transactions7sma
2011/12/01,5696
2011/12/02,5814
2011/12/03,5935
2011/12/04,5978
2011/12/05,6017
2011/12/06,6236
2011/12/07,6136
2011/12/08,6063
2011/12/09,5958
2011/12/10,5966
2011/12/11,5946
2011/12/12,5754
2011/12/13,5392
2011/12/14,5327
2011/12/15,5196
2011/12/16,5139
2011/12/17,5041
2011/12/18,4952
2011/12/19,5088
2011/12/20,5214
2011/12/21,5198
2011/12/22,5337
2011/12/23,5408
2011/12/24,5361
2011/12/25,5450
2011/12/26,5418
2011/12/27,5262
2011/12/28,5179
2011/12/29,5088
2011/12/30,4998
2011/12/31,5065
2012/01/01,5027
2012/01/02,4998
2012/01/03,5076
2012/01/04,5182
2012/01/05,5435
2012/01/06,5658
2012/01/07,5763
2012/01/08,5962
2012/01/09,6061
2012/01/10,6193
2012/01/11,6393
2012/01/12,6349
2012/01/13,6383
2012/01/14,6517
2012/01/15,6507
2012/01/16,6628
2012/01/17,6637
2012/01/18,6570
2012/01/19,6600
2012/01/20,6590
2012/01/21,6525
2012/01/22,6384
2012/01/23,6260
2012/01/24,6337
2012/01/25,6521
2012/01/26,6480
2012/01/27,6417
2012/01/28,6355
2012/01/29,6507
2012/01/30,6515
2012/01/31,6464
2012/02/01,6257
2012/02/02,6335
2012/02/03,6434
2012/02/04,6622
2012/02/05,6675
2012/02/06,6676
2012/02/07,6691
2012/02/08,6765
2012/02/09,6813
2012/02/10,7017
2012/02/11,7081
2012/02/12,7115
2012/02/13,7382
2012/02/14,7735
2012/02/15,8067
2012/02/16,8361
2012/02/17,8119
2012/02/18,7950
2012/02/19,7797
2012/02/20,7560
2012/02/21,7123
2012/02/22,6814
2012/02/23,6592
2012/02/24,6614
2012/02/25,6585
2012/02/26,6567
2012/02/27,6621
2012/02/28,6660
2012/02/29,6590
2012/03/01,6420
2012/03/02,6524
2012/03/03,6372
2012/03/04,6484
2012/03/05,6520
2012/03/06,6472
2012/03/07,6464
2012/03/08,6438
2012/03/09,6270
2012/03/10,6289
2012/03/11,6094
2012/03/12,5971
2012/03/13,6114
2012/03/14,6154
2012/03/15,6108
2012/03/16,6172
2012/03/17,6387
2012/03/18,6500
2012/03/19,6576
2012/03/20,6496
2012/03/21,6508
2012/03/22,6546
2012/03/23,6438
2012/03/24,6365
2012/03/25,6390
2012/03/26,6384
2012/03/27,6361
2012/03/28,6396
2012/03/29,6531
2012/03/30,6623
2012/03/31,6599
2012/04/01,6509
2012/04/02,6493
2012/04/03,6649
2012/04/04,6637
2012/04/05,6571
2012/04/06,6555
2012/04/07,6545
2012/04/08,6594
2012/04/09,6610
2012/04/10,6713
2012/04/11,6814
2012/04/12,6993
2012/04/13,7044
2012/04/14,7320
2012/04/15,7535
2012/04/16,7814
2012/04/17,7721
2012/04/18,7826
2012/04/19,7766
2012/04/20,7939
2012/04/21,7819
2012/04/22,7669
2012/04/23,7461
2012/04/24,7439
2012/04/25,7294
2012/04/26,7608
2012/04/27,7455
2012/04/28,7488
2012/04/29,7679
2012/04/30,8002
2012/05/01,8362
2012/05/02,8704
2012/05/03,9261
2012/05/04,10244
2012/05/05,11038
2012/05/06,11528
2012/05/07,12792
2012/05/08,13864
2012/05/09,14900
2012/05/10,14587
2012/05/11,15298
2012/05/12,16065
2012/05/13,16581
2012/05/14,18028
2012/05/15,18680
2012/05/16,18805
2012/05/17,19543
2012/05/18,20317
2012/05/19,22754
2012/05/20,25143
2012/05/21,25610
2012/05/22,25790
2012/05/23,27125
2012/05/24,28503
2012/05/25,29152
2012/05/26,27421
2012/05/27,26702
2012/05/28,26454
2012/05/29,27358
2012/05/30,27093
2012/05/31,26295
2012/06/01,26015
2012/06/02,24515
2012/06/03,25538
2012/06/04,27829
2012/06/05,29904
2012/06/06,28523
2012/06/07,30265
2012/06/08,29813
2012/06/09,32704
2012/06/10,33720
2012/06/11,31807
2012/06/12,28074
2012/06/13,33911
2012/06/14,38013
2012/06/15,42452
2012/06/16,43916
2012/06/17,44372
2012/06/18,45301
2012/06/19,47834
2012/06/20,44327
2012/06/21,39308
2012/06/22,34822
2012/06/23,31824
2012/06/24,28755
2012/06/25,27278
2012/06/26,26460
2012/06/27,26261
2012/06/28,26224
2012/06/29,26125
2012/06/30,26174
2012/07/01,25728
2012/07/02,25218
2012/07/03,24136
2012/07/04,23036
2012/07/05,22338
2012/07/06,22485
2012/07/07,22908
2012/07/08,23124
2012/07/09,23120
2012/07/10,24895
2012/07/11,26052
2012/07/12,26432
2012/07/13,26522
2012/07/14,26119
2012/07/15,26913
2012/07/16,27807
2012/07/17,27822
2012/07/18,28010
2012/07/19,28974
2012/07/20,30724
2012/07/21,32413
2012/07/22,33628
2012/07/23,33817
2012/07/24,32843
2012/07/25,32091
2012/07/26,32039
2012/07/27,30658
2012/07/28,30747
2012/07/29,30692
2012/07/30,30929
2012/07/31,32810
2012/08/01,33273
2012/08/02,33631
2012/08/03,33723
2012/08/04,32834
2012/08/05,32666
2012/08/06,32815
2012/08/07,31109
2012/08/08,32480
2012/08/09,32013
2012/08/10,32099
2012/08/11,32687
2012/08/12,32877
2012/08/13,34799
2012/08/14,35500
2012/08/15,37329
2012/08/16,39693
2012/08/17,41436
2012/08/18,42013
2012/08/19,42340
2012/08/20,40476
2012/08/21,41604
2012/08/22,39449
2012/08/23,37353
2012/08/24,36169
2012/08/25,35639
2012/08/26,34578
2012/08/27,34190
2012/08/28,32397
2012/08/29,31872
2012/08/30,32173
2012/08/31,33366
2012/09/01,34411
2012/09/02,34994
2012/09/03,35727
2012/09/04,37171
2012/09/05,38159
2012/09/06,39424
2012/09/07,38400
2012/09/08,37031
2012/09/09,36728
2012/09/10,36071
2012/09/11,35826
2012/09/12,33967
2012/09/13,32007
2012/09/14,32384
2012/09/15,31823
2012/09/16,31387
2012/09/17,30073
2012/09/18,29297
2012/09/19,29890
2012/09/20,30209
2012/09/21,29384
2012/09/22,28634
2012/09/23,28575
2012/09/24,29255
2012/09/25,28024
2012/09/26,28051
2012/09/27,27630
2012/09/28,27977
2012/09/29,28258
2012/09/30,27211
2012/10/01,26577
2012/10/02,27819
2012/10/03,26999
2012/10/04,27613
2012/10/05,28131
2012/10/06,29373
2012/10/07,31386
2012/10/08,33305
2012/10/09,33673
2012/10/10,34322
2012/10/11,33617
2012/10/12,32518
2012/10/13,32579
2012/10/14,31534
2012/10/15,30505
2012/10/16,30372
2012/10/17,30457
2012/10/18,30536
2012/10/19,30061
2012/10/20,29681
2012/10/21,31593
2012/10/22,33331
2012/10/23,32978
2012/10/24,33029
2012/10/25,32851
2012/10/26,32358
2012/10/27,30337
2012/10/28,27069
2012/10/29,23976
2012/10/30,23790
2012/10/31,23159
2012/11/01,22680
2012/11/02,23692
2012/11/03,24780
2012/11/04,25686
2012/11/05,27212
2012/11/06,27391
2012/11/07,28635
2012/11/08,29887
2012/11/09,29338
2012/11/10,29797
2012/11/11,29691
2012/11/12,28512
2012/11/13,27818
2012/11/14,26880
2012/11/15,27624
2012/11/16,29666
2012/11/17,30442
2012/11/18,31954
2012/11/19,33812
2012/11/20,35200
2012/11/21,36508
2012/11/22,35550
2012/11/23,34533
2012/11/24,34128
2012/11/25,34500
2012/11/26,34352
2012/11/27,33034
2012/11/28,32772
2012/11/29,33701
2012/11/30,33337
2012/12/01,33873
2012/12/02,31570
2012/12/03,29537
2012/12/04,30217
2012/12/05,29722
2012/12/06,29689
2012/12/07,30030
2012/12/08,29988
2012/12/09,31627
2012/12/10,33708
2012/12/11,34335
2012/12/12,34761
2012/12/13,35527
2012/12/14,36511
2012/12/15,36399
2012/12/16,36889
2012/12/17,37579
2012/12/18,39444
2012/12/19,40589
2012/12/20,39651
2012/12/21,40443
2012/12/22,43137
2012/12/23,43315
2012/12/24,42611
2012/12/25,39602
2012/12/26,38432
2012/12/27,39548
2012/12/28,39903
2012/12/29,38026
2012/12/30,39263
2012/12/31,38396
2013/01/01,38841
2013/01/02,39248
2013/01/03,39036
2013/01/04,39250
2013/01/05,39463
2013/01/06,37691
2013/01/07,39150
2013/01/08,40116
2013/01/09,40656
2013/01/10,42119
2013/01/11,42719
2013/01/12,43589
2013/01/13,45936
2013/01/14,46548
2013/01/15,47464
2013/01/16,48955
2013/01/17,48326
2013/01/18,47809
2013/01/19,49305
2013/01/20,48152
2013/01/21,47567
2013/01/22,47383
2013/01/23,46390
2013/01/24,46116
2013/01/25,46024
2013/01/26,45480
2013/01/27,47483
2013/01/28,49158
2013/01/29,50292
2013/01/30,49508
2013/01/31,50276
2013/02/01,51827
2013/02/02,52128
2013/02/03,52944
2013/02/04,53345
2013/02/05,53589
2013/02/06,53781
2013/02/07,55159
2013/02/08,55378
2013/02/09,55849
2013/02/10,55178
2013/02/11,55548
2013/02/12,56285
2013/02/13,58644
2013/02/14,57172
2013/02/15,56414
2013/02/16,55505
2013/02/17,54529
2013/02/18,53497
2013/02/19,52918
2013/02/20,53009
2013/02/21,53718
2013/02/22,54651
2013/02/23,55577
2013/02/24,56657
2013/02/25,59047
2013/02/26,60320
2013/02/27,60491
2013/02/28,61507
2013/03/01,61848
2013/03/02,61556
2013/03/03,61169
2013/03/04,60730
2013/03/05,59795
2013/03/06,60059
2013/03/07,60596
2013/03/08,59355
2013/03/09,59312
2013/03/10,62078
2013/03/11,61401
2013/03/12,60203
2013/03/13,59336
2013/03/14,58090
2013/03/15,59077
2013/03/16,56025
2013/03/17,50522
2013/03/18,48260
2013/03/19,47916
2013/03/20,46420
2013/03/21,46057
2013/03/22,45736
2013/03/23,48405
2013/03/24,50692
2013/03/25,51485
2013/03/26,51910
2013/03/27,52911
2013/03/28,53691
2013/03/29,53938
2013/03/30,54842
2013/03/31,53795
2013/04/01,54327
2013/04/02,56353
2013/04/03,57881
2013/04/04,58728
2013/04/05,58604
2013/04/06,57537
2013/04/07,60331
2013/04/08,61610
2013/04/09,62140
2013/04/10,62129
2013/04/11,62345
2013/04/12,61959
2013/04/13,62216
2013/04/14,61064
2013/04/15,60037
2013/04/16,60152
2013/04/17,59130
2013/04/18,56021
2013/04/19,56145
2013/04/20,55402
2013/04/21,53792
2013/04/22,52751
2013/04/23,51878
2013/04/24,53068
2013/04/25,55340
2013/04/26,54726
2013/04/27,54166
2013/04/28,53830
2013/04/29,54482
2013/04/30,52475
2013/05/01,51091
2013/05/02,50077
2013/05/03,49532
2013/05/04,50372
2013/05/05,51581
2013/05/06,51806
2013/05/07,53108
2013/05/08,52408
2013/05/09,54024
2013/05/10,56372
2013/05/11,59674
2013/05/12,61831
2013/05/13,62923
2013/05/14,64316
2013/05/15,66281
2013/05/16,65481
2013/05/17,64176
2013/05/18,61154
2013/05/19,58640
2013/05/20,56907
2013/05/21,55118
2013/05/22,53375
2013/05/23,53176
2013/05/24,52699
2013/05/25,52563
2013/05/26,51548
2013/05/27,52104
2013/05/28,52550
2013/05/29,52987
2013/05/30,52648
2013/05/31,52497
2013/06/01,52923
2013/06/02,54236
2013/06/03,54676
2013/06/04,54747
2013/06/05,54959
2013/06/06,54560
2013/06/07,54254
2013/06/08,53388
2013/06/09,52611
2013/06/10,51063
2013/06/11,49931
2013/06/12,48407
2013/06/13,46771
2013/06/14,46480
2013/06/15,44711
2013/06/16,44492
2013/06/17,44631
2013/06/18,44116
2013/06/19,44286
2013/06/20,45622
2013/06/21,45175
2013/06/22,46427
2013/06/23,45793
2013/06/24,45550
2013/06/25,45349
2013/06/26,45143
2013/06/27,44229
2013/06/28,44589
2013/06/29,43440
2013/06/30,42363
2013/07/01,41631
2013/07/02,40920
2013/07/03,39476
2013/07/04,37929
2013/07/05,36138
2013/07/06,35683
2013/07/07,35593
2013/07/08,35659
2013/07/09,35823
2013/07/10,36351
2013/07/11,37513
2013/07/12,39121
2013/07/13,39782
2013/07/14,40438
2013/07/15,40031
2013/07/16,39829
2013/07/17,40031
2013/07/18,39709
2013/07/19,38064
2013/07/20,37450
2013/07/21,37521
2013/07/22,37982
2013/07/23,37848
2013/07/24,38097
2013/07/25,38293
2013/07/26,38382
2013/07/27,38838
2013/07/28,39106
2013/07/29,39366
2013/07/30,39887
2013/07/31,40906
2013/08/01,42098
2013/08/02,44138
2013/08/03,45404
2013/08/04,46209
2013/08/05,47520
2013/08/06,49269
2013/08/07,50424
2013/08/08,51437
2013/08/09,51148
2013/08/10,51992
2013/08/11,51340
2013/08/12,51226
2013/08/13,51043
2013/08/14,50196
2013/08/15,50216
2013/08/16,53286
2013/08/17,53982
2013/08/18,56553
2013/08/19,59571
2013/08/20,61019
2013/08/21,62283
2013/08/22,63517
2013/08/23,61238
2013/08/24,60563
2013/08/25,58862
2013/08/26,56689
2013/08/27,56544
2013/08/28,57148
2013/08/29,56035
2013/08/30,57092
2013/08/31,56470
2013/09/01,56768
2013/09/02,56071
2013/09/03,54636
2013/09/04,52957
2013/09/05,53206
2013/09/06,52959
2013/09/07,53607
2013/09/08,53596
2013/09/09,54513
2013/09/10,54673
2013/09/11,54130
2013/09/12,52921
2013/09/13,50630
2013/09/14,49418
2013/09/15,50446
2013/09/16,49626
2013/09/17,51720
2013/09/18,53346
2013/09/19,54422
2013/09/20,56446
2013/09/21,57727
2013/09/22,57328
2013/09/23,59241
2013/09/24,58473
2013/09/25,57610
2013/09/26,57289
2013/09/27,55568
2013/09/28,54153
2013/09/29,52768
2013/09/30,50179
2013/10/01,49408
2013/10/02,50470
2013/10/03,50751
2013/10/04,51468
2013/10/05,51876
2013/10/06,52113
2013/10/07,51742
2013/10/08,50025
2013/10/09,48414
2013/10/10,48030
2013/10/11,48026
2013/10/12,48598
2013/10/13,49799
2013/10/14,51630
2013/10/15,53143
2013/10/16,53161
2013/10/17,51738
2013/10/18,52843
2013/10/19,53675
2013/10/20,53409
2013/10/21,53843
2013/10/22,55163
2013/10/23,55802
2013/10/24,58190
2013/10/25,57871
2013/10/26,56796
2013/10/27,55981
2013/10/28,54651
2013/10/29,52503
2013/10/30,51526
2013/10/31,50748
2013/11/01,49023
2013/11/02,47796
2013/11/03,46688
2013/11/04,45888
2013/11/05,46124
2013/11/06,47066
2013/11/07,47412
2013/11/08,49401
2013/11/09,51698
2013/11/10,54786
2013/11/11,56484
2013/11/12,57439
2013/11/13,58847
2013/11/14,60110
2013/11/15,60347
2013/11/16,59193
2013/11/17,58303
2013/11/18,61397
2013/11/19,66346
2013/11/20,68159
2013/11/21,68508
2013/11/22,70797
2013/11/23,74425
2013/11/24,75790
2013/11/25,74754
2013/11/26,73393
2013/11/27,75960
2013/11/28,79826
2013/11/29,81703
2013/11/30,82080
2013/12/01,83688
2013/12/02,84229
2013/12/03,83407
2013/12/04,81135
2013/12/05,78902
2013/12/06,76328
2013/12/07,75257
2013/12/08,71733
2013/12/09,70025
2013/12/10,68591
2013/12/11,66832
2013/12/12,63252
2013/12/13,61545
2013/12/14,59594
2013/12/15,60287
2013/12/16,61106
2013/12/17,61121
2013/12/18,63145
2013/12/19,64859
2013/12/20,65568
2013/12/21,65863
2013/12/22,65948
2013/12/23,63793
2013/12/24,62101
2013/12/25,58381
2013/12/26,55673
2013/12/27,53899
2013/12/28,52747
2013/12/29,52523
2013/12/30,52715
2013/12/31,51710
2014/01/01,49939
2014/01/02,50444
2014/01/03,51634
2014/01/04,52213
2014/01/05,53258
2014/01/06,54934
2014/01/07,56944
2014/01/08,59570
2014/01/09,60168
2014/01/10,59191
2014/01/11,59724
2014/01/12,58562
2014/01/13,56579
2014/01/14,55790
2014/01/15,55816
2014/01/16,55487
2014/01/17,56186
2014/01/18,55580
2014/01/19,55223
2014/01/20,56583
2014/01/21,58753
2014/01/22,59356
2014/01/23,60339
2014/01/24,61272
2014/01/25,61601
2014/01/26,62400
2014/01/27,62599
2014/01/28,61627
2014/01/29,60754
2014/01/30,60357
2014/01/31,59596
2014/02/01,59732
2014/02/02,59570
2014/02/03,58602
2014/02/04,59176
2014/02/05,60294
2014/02/06,61631
2014/02/07,63099
2014/02/08,64553
2014/02/09,65145
2014/02/10,66470
2014/02/11,66104
2014/02/12,65330
2014/02/13,64928
2014/02/14,65548
2014/02/15,65102
2014/02/16,65230
2014/02/17,64374
2014/02/18,64114
2014/02/19,65256
2014/02/20,65799
2014/02/21,65019
2014/02/22,64560
2014/02/23,64927
2014/02/24,66771
2014/02/25,68867
2014/02/26,69303
2014/02/27,69261
2014/02/28,69385
2014/03/01,70066
2014/03/02,69579
2014/03/03,70652
2014/03/04,71299
2014/03/05,71191
2014/03/06,71146
2014/03/07,71441
2014/03/08,71608
2014/03/09,72391
2014/03/10,70908
2014/03/11,69706
2014/03/12,70266
2014/03/13,70593
2014/03/14,70351
2014/03/15,69740
2014/03/16,69337
2014/03/17,68694
2014/03/18,65545
2014/03/19,65186
2014/03/20,64927
2014/03/21,65273
2014/03/22,66181
2014/03/23,65958
2014/03/24,66609
2014/03/25,69142
2014/03/26,68358
2014/03/27,68461
2014/03/28,67604
2014/03/29,65689
2014/03/30,65562
2014/03/31,64715
2014/04/01,63606
2014/04/02,63400
2014/04/03,62725
2014/04/04,62524
2014/04/05,62885
2014/04/06,61906
2014/04/07,62020
2014/04/08,62555
2014/04/09,62308
2014/04/10,62459
2014/04/11,62468
2014/04/12,61319
2014/04/13,61479
2014/04/14,62103
2014/04/15,62806
2014/04/16,63298
2014/04/17,62890
2014/04/18,61644
2014/04/19,62469
2014/04/20,62167
2014/04/21,60440
2014/04/22,61191
2014/04/23,61956
2014/04/24,63031
2014/04/25,65264
2014/04/26,65072
2014/04/27,65584
2014/04/28,66507
2014/04/29,64649
2014/04/30,63179
