Date,confirmationtime3trx
2013/11/01,-2.089
2013/11/02,-1.955
2013/11/03,-0.841
2013/11/04,-0.234
2013/11/05,1.551
2013/11/06,3.297
2013/11/07,5.542
2013/11/08,6.932
2013/11/09,4.932
2013/11/10,1.208
2013/11/11,-1.905
2013/11/12,-3.975
2013/11/13,-2.51
2013/11/14,-1.974
2013/11/15,-0.379
2013/11/16,-1.275
2013/11/17,-1.416
2013/11/18,1.09
2013/11/19,2.08
2013/11/20,1.845
2013/11/21,2.556
2013/11/22,0.89
2013/11/23,-0.17
2013/11/24,-0.465
2013/11/25,-0.817
2013/11/26,0.157
2013/11/27,-0.266
2013/11/28,-1.155
2013/11/29,-0.99
2013/11/30,-0.86
2013/12/01,-1.884
2013/12/02,0.2
2013/12/03,-1.195
2013/12/04,-0.33
2013/12/05,0.515
2013/12/06,-1.511
2013/12/07,-2.014
2013/12/08,-1.842
2013/12/09,-0.152
2013/12/10,-0.188
2013/12/11,1.593
2013/12/12,2.643
2013/12/13,1.824
2013/12/14,-0.559
2013/12/15,-0.547
2013/12/16,-1.679
2013/12/17,-2.325
2013/12/18,-2.101
2013/12/19,-3.043
2013/12/20,-0.442
2013/12/21,2.878
2013/12/22,3.435
2013/12/23,2.74
2013/12/24,2.062
2013/12/25,2.029
2013/12/26,0.486
2013/12/27,-0.772
2013/12/28,1.383
2013/12/29,1.157
2013/12/30,0.246
2013/12/31,-1.047
2014/01/01,-2.813
2014/01/02,2.165
2014/01/03,2.488
2014/01/04,3.588
2014/01/05,-0.17
2014/01/06,-2.17
2014/01/07,-2.188
2014/01/08,-2.667
2014/01/09,-3.438
2014/01/10,-2.348
2014/01/11,-2.584
2014/01/12,-2.433
2014/01/13,0.614
2014/01/14,3.052
2014/01/15,1.973
2014/01/16,0.73
2014/01/17,2.675
2014/01/18,1.771
2014/01/19,1.146
2014/01/20,-0.972
2014/01/21,-0.166
2014/01/22,-1.145
2014/01/23,-0.763
2014/01/24,-1.096
2014/01/25,0.501
2014/01/26,2.634
2014/01/27,1.542
2014/01/28,2.041
2014/01/29,2.373
2014/01/30,0.354
2014/01/31,-1.465
2014/02/01,-2.503
2014/02/02,-2.48
2014/02/03,-1.712
2014/02/04,-0.366
2014/02/05,0.745
2014/02/06,0.153
2014/02/07,1.742
2014/02/08,0.471
2014/02/09,3.225
2014/02/10,2.804
2014/02/11,1.231
2014/02/12,-0.786
2014/02/13,-1.767
2014/02/14,-2.727
2014/02/15,-2.684
2014/02/16,-2.692
2014/02/17,0.569
2014/02/18,1.854
2014/02/19,-0.504
2014/02/20,-0.635
2014/02/21,1.708
2014/02/22,0.703
2014/02/23,0.575
2014/02/24,-0.994
2014/02/25,0.263
2014/02/26,-0.461
2014/02/27,-1.27
2014/02/28,-1.092
2014/03/01,2.418
2014/03/02,4.622
2014/03/03,4.004
2014/03/04,2.769
2014/03/05,1.165
2014/03/06,-1.017
2014/03/07,-1.605
2014/03/08,-1.657
2014/03/09,-2.149
2014/03/10,0.089
2014/03/11,0.011
2014/03/12,-1.262
2014/03/13,-0.508
2014/03/14,3.002
2014/03/15,1.639
2014/03/16,-0.215
2014/03/17,-0.453
2014/03/18,0.962
2014/03/19,0.551
2014/03/20,-1.129
2014/03/21,-2.554
2014/03/22,-1.946
2014/03/23,-3.647
2014/03/24,-3.079
2014/03/25,0.247
2014/03/26,2.081
2014/03/27,1.376
2014/03/28,0.486
2014/03/29,-0.108
2014/03/30,2.712
2014/03/31,0.78
2014/04/01,-0.211
2014/04/02,-2.175
2014/04/03,-3.444
2014/04/04,-3.154
2014/04/05,-0.783
2014/04/06,2.588
2014/04/07,3.961
2014/04/08,5.607
2014/04/09,3
2014/04/10,1.416
2014/04/11,-0.465
2014/04/12,-0.817
2014/04/13,-2.409
2014/04/14,-3.466
2014/04/15,-2.921
2014/04/16,-0.355
2014/04/17,0.461
2014/04/18,1.295
2014/04/19,1.619
2014/04/20,0.096
2014/04/21,-0.412
2014/04/22,0.863
2014/04/23,0.701
2014/04/24,1.518
2014/04/25,-0.463
2014/04/26,-0.429
2014/04/27,-1.104
2014/04/28,0.524
2014/04/29,0.049
2014/04/30,2.543
2014/05/01,0.489
2014/05/02,-0.054
2014/05/03,1.529
2014/05/04,1.53
2014/05/05,3.821
2014/05/06,-0.721
2014/05/07,-1.546
2014/05/08,-1.908
2014/05/09,-2.019
2014/05/10,-2.395
2014/05/11,-0.324
2014/05/12,0.107
2014/05/13,0.251
2014/05/14,1.264
2014/05/15,0.048
2014/05/16,-1.422
2014/05/17,-1.583
2014/05/18,-1.237
2014/05/19,-0.551
2014/05/20,-0.732
2014/05/21,-0.709
2014/05/22,-0.37
2014/05/23,0.419
2014/05/24,1.743
2014/05/25,1.621
2014/05/26,1.424
2014/05/27,3.229
2014/05/28,1.016
2014/05/29,1.661
2014/05/30,-0.042
2014/05/31,0.408
2014/06/01,-1.249
2014/06/02,-3.25
2014/06/03,-3.125
2014/06/04,-2.601
2014/06/05,0.283
2014/06/06,3.316
2014/06/07,2.759
2014/06/08,3.524
2014/06/09,1.713
2014/06/10,-0.469
2014/06/11,0.092
2014/06/12,-1.276
2014/06/13,-1.447
2014/06/14,-2.222
2014/06/15,-3.163
2014/06/16,-3.217
2014/06/17,-2.51
2014/06/18,0.228
2014/06/19,1.095
2014/06/20,-0.189
2014/06/21,-1.07
2014/06/22,-0.947
2014/06/23,-0.36
2014/06/24,-0.766
2014/06/25,-0.942
2014/06/26,0.245
2014/06/27,-0.763
2014/06/28,-0.505
2014/06/29,1.851
2014/06/30,5.714
2014/07/01,6.639
2014/07/02,5.301
2014/07/03,3.52
2014/07/04,0.028
2014/07/05,-0.886
2014/07/06,-0.079
2014/07/07,-0.137
2014/07/08,-0.258
2014/07/09,-1.486
2014/07/10,-0.79
2014/07/11,-0.658
2014/07/12,-0.662
2014/07/13,-0.829
2014/07/14,1.407
2014/07/15,0.481
2014/07/16,0.826
2014/07/17,-1.088
2014/07/18,-2.211
2014/07/19,-2.762
2014/07/20,-1.054
2014/07/21,0.261
2014/07/22,2.023
2014/07/23,2.271
2014/07/24,2.186
2014/07/25,0.19
2014/07/26,1.466
2014/07/27,0.562
2014/07/28,0.027
2014/07/29,-0.117
2014/07/30,-1.79
2014/07/31,-1.358
2014/08/01,-0.932
2014/08/02,-1.055
2014/08/03,-0.362
2014/08/04,2.725
2014/08/05,3.341
2014/08/06,0.462
2014/08/07,-1.124
2014/08/08,-1.5
2014/08/09,-2.935
2014/08/10,-3.206
2014/08/11,-3.14
2014/08/12,-2.177
2014/08/13,1.148
2014/08/14,0.131
2014/08/15,0.13
2014/08/16,0.799
2014/08/17,0.182
2014/08/18,-2.027
2014/08/19,-2.453
2014/08/20,-0.986
2014/08/21,0.457
2014/08/22,1.783
2014/08/23,1.75
2014/08/24,2.766
2014/08/25,3.913
2014/08/26,0.915
2014/08/27,-0.851
2014/08/28,-1.772
2014/08/29,-1.729
2014/08/30,-2.165
2014/08/31,-2.571
2014/09/01,1.866
2014/09/02,3.256
2014/09/03,1.285
2014/09/04,0.614
2014/09/05,1.489
2014/09/06,-0.671
2014/09/07,-0.333
2014/09/08,1.172
2014/09/09,1.714
2014/09/10,0.707
2014/09/11,-0.994
2014/09/12,-0.644
2014/09/13,-2.012
2014/09/14,-1.114
2014/09/15,-0.216
2014/09/16,-0.707
2014/09/17,-2.005
2014/09/18,-2.116
2014/09/19,-1.215
2014/09/20,-0.823
2014/09/21,0.307
2014/09/22,0.689
2014/09/23,2.147
2014/09/24,2.151
2014/09/25,0.475
2014/09/26,2.757
2014/09/27,3.934
2014/09/28,4.236
2014/09/29,2.961
2014/09/30,0.436
2014/10/01,-1.154
2014/10/02,-0.294
2014/10/03,-0.223
2014/10/04,-0.902
2014/10/05,-2.281
2014/10/06,-2.284
2014/10/07,0.549
2014/10/08,1.284
2014/10/09,0.86
2014/10/10,-0.163
2014/10/11,0.187
2014/10/12,0.161
2014/10/13,-0.484
2014/10/14,1.264
2014/10/15,0.501
2014/10/16,0.002
2014/10/17,0.306
2014/10/18,-1.202
2014/10/19,0.564
2014/10/20,1.384
2014/10/21,0.104
2014/10/22,-1.244
2014/10/23,-1.186
2014/10/24,-1.448
2014/10/25,-1.147
2014/10/26,2.162
2014/10/27,0.663
2014/10/28,1.038
2014/10/29,-0.141
2014/10/30,-1.944
2014/10/31,-3.787
2014/11/01,-2.494
2014/11/02,-0.75
2014/11/03,-0.781
2014/11/04,-0.418
2014/11/05,2.048
2014/11/06,1.724
2014/11/07,1.35
2014/11/08,0.736
2014/11/09,0.561
2014/11/10,0.716
2014/11/11,2.536
2014/11/12,1.507
2014/11/13,0.655
2014/11/14,-0.555
2014/11/15,0.036
2014/11/16,-0.309
2014/11/17,-0.057
2014/11/18,-0.67
2014/11/19,0.091
2014/11/20,0.916
2014/11/21,2.351
2014/11/22,0.342
2014/11/23,-0.125
2014/11/24,-0.581
2014/11/25,0.637
2014/11/26,0.88
2014/11/27,0.403
2014/11/28,-0.557
2014/11/29,-1.714
2014/11/30,-2.351
2014/12/01,0.295
2014/12/02,0.147
2014/12/03,3.261
2014/12/04,1.54
2014/12/05,-0.803
2014/12/06,-0.411
2014/12/07,1.302
2014/12/08,-0.994
2014/12/09,-0.94
2014/12/10,-0.587
2014/12/11,-0.717
2014/12/12,-0.157
2014/12/13,-0.203
2014/12/14,0.159
2014/12/15,0.371
2014/12/16,0.233
2014/12/17,1.556
2014/12/18,2.065
2014/12/19,1.157
2014/12/20,0.68
2014/12/21,0.6
2014/12/22,-1.954
2014/12/23,-2.384
2014/12/24,-2.283
2014/12/25,-2.264
2014/12/26,-1.542
2014/12/27,-0.887
2014/12/28,-1.703
2014/12/29,-1.77
2014/12/30,-0.805
2014/12/31,0.174
2015/01/01,-0.378
2015/01/02,-0.801
2015/01/03,-0.679
2015/01/04,-1.183
2015/01/05,-0.171
2015/01/06,0.391
2015/01/07,2.208
2015/01/08,2.261
2015/01/09,2.437
2015/01/10,1.565
2015/01/11,0.167
2015/01/12,0.486
2015/01/13,2.328
2015/01/14,1.314
2015/01/15,-0.169
2015/01/16,0.074
2015/01/17,0.493
2015/01/18,-0.602
2015/01/19,-0.539
2015/01/20,2.452
2015/01/21,0.823
2015/01/22,0.588
2015/01/23,1.699
2015/01/24,1.957
2015/01/25,1.826
2015/01/26,1.272
2015/01/27,-1.091
2015/01/28,-3.386
2015/01/29,-4.236
2015/01/30,-2.011
2015/01/31,-2.362
2015/02/01,-1.841
2015/02/02,-1.538
2015/02/03,1.799
2015/02/04,0.595
2015/02/05,-0.621
2015/02/06,-2.363
2015/02/07,-1.845
2015/02/08,1.467
2015/02/09,0.622
2015/02/10,1.025
2015/02/11,0.073
2015/02/12,3.36
2015/02/13,2.094
2015/02/14,-0.381
2015/02/15,-0.106
2015/02/16,-1.012
2015/02/17,-0.878
2015/02/18,-1.9
2015/02/19,-2.292
2015/02/20,-1.561
2015/02/21,0.548
2015/02/22,0.89
2015/02/23,1.529
2015/02/24,3.019
2015/02/25,0.715
2015/02/26,-0.247
2015/02/27,-0.701
2015/02/28,0.072
2015/03/01,0.791
2015/03/02,-0.451
2015/03/03,-1.262
2015/03/04,0.04
2015/03/05,1.765
2015/03/06,0.92
2015/03/07,0.782
2015/03/08,-0.617
2015/03/09,-0.438
2015/03/10,-0.757
2015/03/11,-1.047
2015/03/12,1.042
2015/03/13,0.803
2015/03/14,1.72
2015/03/15,0.933
2015/03/16,0.582
2015/03/17,1.473
2015/03/18,-0.347
2015/03/19,-0.217
2015/03/20,0.306
2015/03/21,-0.786
2015/03/22,-0.711
2015/03/23,-0.695
2015/03/24,-2.589
2015/03/25,-2.826
2015/03/26,-1.309
2015/03/27,-1.852
2015/03/28,-0.433
2015/03/29,0.17
2015/03/30,1.326
2015/03/31,1.065
2015/04/01,2.352
2015/04/02,-0.039
2015/04/03,-0.126
2015/04/04,-0.453
2015/04/05,-0.181
2015/04/06,2.255
2015/04/07,0.908
2015/04/08,2.259
2015/04/09,2.07
2015/04/10,-0.103
2015/04/11,-0.427
2015/04/12,0.855
2015/04/13,-0.844
2015/04/14,-1.447
2015/04/15,1.179
2015/04/16,1.069
2015/04/17,1.736
2015/04/18,0.074
2015/04/19,-0.958
2015/04/20,-1.982
2015/04/21,-2.21
2015/04/22,-1.888
2015/04/23,0.607
2015/04/24,2.728
2015/04/25,-0.093
2015/04/26,-0.631
2015/04/27,0.083
2015/04/28,-0.767
2015/04/29,1.092
2015/04/30,1.476
2015/05/01,0.058
2015/05/02,-0.79
2015/05/03,-0.546
2015/05/04,1.056
2015/05/05,-0.429
2015/05/06,-1.998
2015/05/07,-1.016
2015/05/08,-0.82
2015/05/09,1.256
2015/05/10,2.345
2015/05/11,-0.076
2015/05/12,-1.088
2015/05/13,-2.182
2015/05/14,-1.929
2015/05/15,-0.813
2015/05/16,1.418
2015/05/17,-0.73
2015/05/18,-0.223
2015/05/19,1.788
2015/05/20,1.252
2015/05/21,-0.278
2015/05/22,0.311
2015/05/23,3.868
2015/05/24,1.711
2015/05/25,0.229
2015/05/26,-0.712
2015/05/27,-0.517
2015/05/28,0.359
2015/05/29,-1.029
2015/05/30,-0.4
2015/05/31,-0.816
2015/06/01,0.381
2015/06/02,-0.462
2015/06/03,-0.423
2015/06/04,-0.151
2015/06/05,0.307
2015/06/06,-2.359
2015/06/07,-1.899
2015/06/08,-1.648
2015/06/09,-0.875
2015/06/10,-1.64
2015/06/11,0.825
2015/06/12,1.66
2015/06/13,0.228
2015/06/14,0.096
2015/06/15,0.528
2015/06/16,3.593
2015/06/17,0.978
2015/06/18,-0.916
2015/06/19,-0.981
2015/06/20,0.534
2015/06/21,2.506
2015/06/22,0.468
2015/06/23,0.001
2015/06/24,-1.327
2015/06/25,-1.66
2015/06/26,-1.66
2015/06/27,0.892
2015/06/28,1.168
2015/06/29,0.96
2015/06/30,0.239
2015/07/01,0.696
2015/07/02,-0.636
2015/07/03,-1.953
2015/07/04,-1.744
2015/07/05,-0.37
2015/07/06,-2.284
2015/07/07,0.221
2015/07/08,-0.332
2015/07/09,1.521
2015/07/10,0.606
2015/07/11,0.234
2015/07/12,1.291
2015/07/13,0.623
2015/07/14,0.348
2015/07/15,-0.524
2015/07/16,0.713
2015/07/17,0.304
2015/07/18,-0.304
2015/07/19,-0.836
2015/07/20,-1.304
2015/07/21,1.324
2015/07/22,0.316
2015/07/23,0.513
2015/07/24,-1.523
2015/07/25,-1.611
2015/07/26,-0.37
2015/07/27,0.042
2015/07/28,1.337
2015/07/29,0.472
2015/07/30,1.453
2015/07/31,0.339
2015/08/01,-0.815
2015/08/02,-0.997
2015/08/03,-1.31
2015/08/04,0.501
2015/08/05,1.92
2015/08/06,1.34
2015/08/07,1.199
2015/08/08,-0.903
2015/08/09,-0.611
2015/08/10,-1.983
2015/08/11,-2.342
2015/08/12,1.195
2015/08/13,1.185
2015/08/14,1.029
2015/08/15,1.27
2015/08/16,1.175
2015/08/17,0.149
2015/08/18,0.021
2015/08/19,-1.143
2015/08/20,-1.273
2015/08/21,-2.153
2015/08/22,-1.963
2015/08/23,0.657
2015/08/24,0.291
2015/08/25,1.492
2015/08/26,-0.14
2015/08/27,0.735
2015/08/28,-0.176
2015/08/29,-1.2
2015/08/30,-0.821
2015/08/31,-0.903
2015/09/01,-0.66
2015/09/02,-0.878
2015/09/03,0.212
2015/09/04,0.053
2015/09/05,0.564
2015/09/06,1.098
2015/09/07,0.53
2015/09/08,1.503
2015/09/09,0.778
2015/09/10,-1.465
2015/09/11,-1.735
2015/09/12,0.631
2015/09/13,0.589
2015/09/14,0.112
2015/09/15,-0.809
2015/09/16,0.26
2015/09/17,0.829
2015/09/18,0.676
2015/09/19,2.645
2015/09/20,3.136
2015/09/21,2.351
2015/09/22,-0.54
2015/09/23,-2.243
2015/09/24,-1.298
2015/09/25,-2.163
2015/09/26,-1.32
2015/09/27,-0.665
2015/09/28,0.247
2015/09/29,-1.607
2015/09/30,-0.821
2015/10/01,-0.06
2015/10/02,1.341
2015/10/03,1.272
2015/10/04,0.228
2015/10/05,-0.435
2015/10/06,0.27
2015/10/07,1.641
2015/10/08,1.485
2015/10/09,2.459
2015/10/10,-0.231
2015/10/11,-0.921
2015/10/12,-0.573
2015/10/13,0.265
2015/10/14,-0.569
2015/10/15,-2.122
2015/10/16,-1.099
2015/10/17,0.658
2015/10/18,0.699
2015/10/19,-1.106
2015/10/20,1.106
2015/10/21,0.975
2015/10/22,0.161
2015/10/23,-0.429
2015/10/24,-0.311
2015/10/25,-0.931
2015/10/26,-1.877
2015/10/27,-0.874
2015/10/28,0.741
2015/10/29,0.451
2015/10/30,-1.426
2015/10/31,-0.616
2015/11/01,-0.287
2015/11/02,-0.149
2015/11/03,-0.246
2015/11/04,-0.294
2015/11/05,0.488
2015/11/06,1.007
2015/11/07,0.499
2015/11/08,1.218
2015/11/09,0.662
2015/11/10,0.405
2015/11/11,-1.386
2015/11/12,-1.849
2015/11/13,-1.627
2015/11/14,0.304
2015/11/15,-0.073
2015/11/16,-1.448
2015/11/17,-0.29
2015/11/18,0.316
2015/11/19,2.103
2015/11/20,0.21
2015/11/21,-1.649
2015/11/22,-2.283
2015/11/23,-1.553
2015/11/24,-0.248
2015/11/25,1.216
2015/11/26,-0.357
2015/11/27,2.213
2015/11/28,1.645
2015/11/29,1.208
2015/11/30,-0.174
2015/12/01,-1.311
2015/12/02,-1.276
2015/12/03,0.678
2015/12/04,0.82
2015/12/05,-1.029
2015/12/06,-0.968
2015/12/07,0.437
2015/12/08,-0.885
2015/12/09,-1.32
2015/12/10,-3.928
2015/12/11,-1.82
2015/12/12,0.001
2015/12/13,2.722
2015/12/14,-0.218
2015/12/15,-1.62
2015/12/16,-0.552
2015/12/17,1.054
2015/12/18,0.649
2015/12/19,1.066
2015/12/20,0.594
2015/12/21,1.514
2015/12/22,1.84
2015/12/23,1.093
2015/12/24,2.185
2015/12/25,0.569
2015/12/26,-1.236
2015/12/27,-3.914
2015/12/28,-1.546
2015/12/29,-0.099
2015/12/30,0.044
2015/12/31,1.953
2016/01/01,3.562
2016/01/02,2.787
2016/01/03,1.782
2016/01/04,-1.502
2016/01/05,-1.694
2016/01/06,0.188
2016/01/07,0.825
2016/01/08,-1.062
2016/01/09,-0.595
2016/01/10,-1.733
2016/01/11,-1.996
2016/01/12,-1.784
2016/01/13,0.383
2016/01/14,3.217
2016/01/15,5.511
2016/01/16,3.512
2016/01/17,0.907
2016/01/18,-2.051
2016/01/19,-0.234
2016/01/20,-0.379
2016/01/21,0.663
2016/01/22,-1.702
2016/01/23,-3.323
2016/01/24,-3.226
2016/01/25,-1.925
2016/01/26,-0.692
2016/01/27,0.419
2016/01/28,1.705
2016/01/29,0.267
2016/01/30,-1.933
2016/01/31,-2.589
2016/02/01,-1.008
2016/02/02,-1.146
2016/02/03,-1.239
2016/02/04,-0.346
2016/02/05,-1.09
2016/02/06,-2.244
2016/02/07,-1.122
2016/02/08,2.321
2016/02/09,1.581
2016/02/10,1.426
2016/02/11,-0.67
2016/02/12,-0.502
2016/02/13,1.147
2016/02/14,1.164
2016/02/15,1.998
2016/02/16,3.614
2016/02/17,2.359
2016/02/18,0.087
2016/02/19,0.743
2016/02/20,0.881
2016/02/21,2.976
2016/02/22,3.902
2016/02/23,2.713
2016/02/24,3.521
2016/02/25,0.21
2016/02/26,-0.747
2016/02/27,-1.437
2016/02/28,-0.45
2016/02/29,0.421
2016/03/01,0.049
2016/03/02,-1.543
2016/03/03,-0.518
2016/03/04,-1.275
2016/03/05,-1.358
2016/03/06,-0.987
2016/03/07,0.773
2016/03/08,-0.137
2016/03/09,-1.887
2016/03/10,-1.759
2016/03/11,-1.615
2016/03/12,-0.018
2016/03/13,2.076
2016/03/14,1.101
2016/03/15,-0.559
2016/03/16,-0.726
2016/03/17,0.429
2016/03/18,1.604
2016/03/19,1.963
2016/03/20,0.87
2016/03/21,0.67
2016/03/22,-0.184
2016/03/23,-0.75
2016/03/24,-0.747
2016/03/25,-0.496
2016/03/26,-0.846
2016/03/27,0.021
2016/03/28,-1.607
2016/03/29,-1.668
2016/03/30,-0.476
2016/03/31,2.753
2016/04/01,1.33
2016/04/02,1.132
2016/04/03,0.757
2016/04/04,-1.37
2016/04/05,-1.737
2016/04/06,-1.647
2016/04/07,0.208
2016/04/08,0.872
2016/04/09,-0.501
2016/04/10,-2.114
2016/04/11,-1.3
2016/04/12,0.028
2016/04/13,-0.52
2016/04/14,-0.97
2016/04/15,1.084
2016/04/16,2.371
2016/04/17,0.83
2016/04/18,1.775
2016/04/19,0.819
2016/04/20,-1.09
2016/04/21,-1.008
2016/04/22,0.105
2016/04/23,0.691
2016/04/24,1.998
2016/04/25,2.99
2016/04/26,0.796
2016/04/27,1.242
2016/04/28,1.014
2016/04/29,-1.16
2016/04/30,-1.465
2016/05/01,-1.909
2016/05/02,-2.082
2016/05/03,-1.428
2016/05/04,-1.988
2016/05/05,-1.329
2016/05/06,-1.202
2016/05/07,-0.101
2016/05/08,-0.801
2016/05/09,-1.494
2016/05/10,-0.713
2016/05/11,2.357
2016/05/12,3.156
2016/05/13,1.659
2016/05/14,1.149
2016/05/15,1.329
2016/05/16,1.139
2016/05/17,0.855
2016/05/18,-0.401
2016/05/19,2.13
2016/05/20,0.672
2016/05/21,0.065
2016/05/22,-3.042
2016/05/23,-4.452
2016/05/24,-2.165
2016/05/25,0.689
2016/05/26,2.392
2016/05/27,2.336
2016/05/28,2.387
2016/05/29,0.825
2016/05/30,0.02
2016/05/31,1.352
2016/06/01,0.548
2016/06/02,0.265
2016/06/03,-0.2
2016/06/04,1.933
2016/06/05,-1.27
2016/06/06,-3.395
2016/06/07,-1.773
2016/06/08,-0.555
2016/06/09,-1.541
2016/06/10,-0.512
2016/06/11,-0.66
2016/06/12,0.019
2016/06/13,-0.737
2016/06/14,1.371
2016/06/15,0.719
2016/06/16,0.219
2016/06/17,-0.04
2016/06/18,-0.841
2016/06/19,-2.483
2016/06/20,-2.315
2016/06/21,-0.509
2016/06/22,2.741
2016/06/23,2.918
2016/06/24,3.382
2016/06/25,0.32
2016/06/26,-0.411
2016/06/27,-0.534
2016/06/28,-0.538
2016/06/29,-0.289
2016/06/30,-0.43
2016/07/01,-0.892
2016/07/02,-0.579
2016/07/03,-0.655
2016/07/04,-0.422
2016/07/05,0.304
2016/07/06,1.151
2016/07/07,1.72
2016/07/08,1
2016/07/09,0.033
2016/07/10,-1.027
2016/07/11,-0.394
2016/07/12,0.193
2016/07/13,1.842
2016/07/14,1.339
2016/07/15,1.225
2016/07/16,-0.76
2016/07/17,-1.296
2016/07/18,-1.152
2016/07/19,1.058
2016/07/20,0.222
2016/07/21,0.925
2016/07/22,1.752
2016/07/23,1.729
2016/07/24,2.126
2016/07/25,1.361
2016/07/26,0.875
2016/07/27,0.656
2016/07/28,-0.251
2016/07/29,-1.655
2016/07/30,0.402
2016/07/31,-1.326
2016/08/01,-2.461
2016/08/02,-2.772
2016/08/03,-3.335
2016/08/04,-2.365
2016/08/05,-2.517
2016/08/06,-2.258
2016/08/07,-0.364
2016/08/08,0.859
2016/08/09,3.813
2016/08/10,2.141
2016/08/11,0.628
2016/08/12,-0.097
2016/08/13,-1.409
2016/08/14,-1.99
2016/08/15,-0.612
2016/08/16,1.489
2016/08/17,3.761
2016/08/18,1.342
2016/08/19,-0.522
2016/08/20,-1.411
2016/08/21,-2.156
2016/08/22,-1.915
2016/08/23,-0.531
2016/08/24,-0.038
2016/08/25,2.223
2016/08/26,3.007
2016/08/27,1.646
2016/08/28,-0.116
2016/08/29,-0.795
2016/08/30,-2.014
2016/08/31,0.022
2016/09/01,0.885
2016/09/02,-0.06
2016/09/03,1.805
2016/09/04,-1.392
2016/09/05,-0.65
2016/09/06,0.694
2016/09/07,-0.059
2016/09/08,-0.024
2016/09/09,0.272
2016/09/10,-0.651
2016/09/11,-1.836
2016/09/12,-2.201
2016/09/13,-2.167
2016/09/14,-1.164
2016/09/15,-0.213
2016/09/16,1.662
2016/09/17,0.416
2016/09/18,0.841
2016/09/19,2.333
2016/09/20,1.186
2016/09/21,-0.935
2016/09/22,-0.03
2016/09/23,1.297
2016/09/24,-0.618
2016/09/25,-3.047
2016/09/26,-1.909
2016/09/27,-1.665
2016/09/28,0.059
2016/09/29,1.577
2016/09/30,2.173
2016/10/01,0.776
2016/10/02,1.127
2016/10/03,0.483
2016/10/04,-0.561
2016/10/05,-1.709
2016/10/06,-1.69
2016/10/07,0.188
2016/10/08,-0.731
2016/10/09,-0.815
2016/10/10,2.91
2016/10/11,3.091
2016/10/12,1.881
2016/10/13,2.475
2016/10/14,1.816
2016/10/15,0.577
2016/10/16,0.95
2016/10/17,1.733
2016/10/18,-0.679
2016/10/19,0.433
2016/10/20,0.462
2016/10/21,-2.012
2016/10/22,-2.324
2016/10/23,-1.523
2016/10/24,-0.687
2016/10/25,0.187
2016/10/26,0.697
2016/10/27,-1.098
2016/10/28,-1.436
2016/10/29,-1.009
2016/10/30,-1.969
2016/10/31,-0.819
2016/11/01,0.417
2016/11/02,2.074
2016/11/03,0.666
2016/11/04,3.518
2016/11/05,1.633
2016/11/06,-0.487
2016/11/07,-0.973
2016/11/08,-2.554
2016/11/09,-1.626
2016/11/10,-2.183
2016/11/11,-2.076
2016/11/12,-2.038
2016/11/13,0.361
2016/11/14,-0.59
2016/11/15,-0.243
2016/11/16,-0.988
2016/11/17,-0.504
2016/11/18,0.902
2016/11/19,2.162
2016/11/20,3.96
2016/11/21,3.132
2016/11/22,2.52
2016/11/23,0.744
2016/11/24,-1.464
2016/11/25,-1.756
2016/11/26,-1.529
2016/11/27,-0.405
2016/11/28,-1.24
2016/11/29,-0.618
2016/11/30,0.588
2016/12/01,0.821
2016/12/02,0.978
2016/12/03,-1.258
2016/12/04,-0.781
2016/12/05,-0.429
2016/12/06,-0.049
2016/12/07,-1.591
2016/12/08,-1.244
2016/12/09,1.355
2016/12/10,3.059
2016/12/11,-0.829
2016/12/12,-1.335
2016/12/13,-2.527
2016/12/14,0.128
2016/12/15,3.289
2016/12/16,3.698
2016/12/17,2.013
2016/12/18,0.979
2016/12/19,-0.411
2016/12/20,0.006
2016/12/21,-1.262
2016/12/22,-1.974
2016/12/23,-1.509
2016/12/24,0.412
2016/12/25,-0.795
2016/12/26,0.134
2016/12/27,-0.33
2016/12/28,-1.284
2016/12/29,-0.601
2016/12/30,-0.536
2016/12/31,0.228
2017/01/01,0.004
2017/01/02,-0.464
2017/01/03,-1.043
2017/01/04,-0.374
2017/01/05,1.358
2017/01/06,0.36
2017/01/07,1.48
2017/01/08,-0.296
2017/01/09,1.094
2017/01/10,-0.047
2017/01/11,-0.382
2017/01/12,-1.766
2017/01/13,-0.772
2017/01/14,-1.508
2017/01/15,-1.592
2017/01/16,-1.502
2017/01/17,-0.417
2017/01/18,1.001
2017/01/19,-0.246
2017/01/20,-2.088
2017/01/21,-2.4
2017/01/22,-1.613
2017/01/23,2.36
2017/01/24,3.231
2017/01/25,2.826
2017/01/26,1.597
2017/01/27,-0.404
2017/01/28,-0.092
2017/01/29,-0.792
2017/01/30,0.707
2017/01/31,1.543
2017/02/01,-1.593
2017/02/02,-1.223
2017/02/03,0.246
2017/02/04,1.551
2017/02/05,0.681
2017/02/06,3.218
2017/02/07,1.786
2017/02/08,0.833
2017/02/09,-1.39
2017/02/10,-0.881
2017/02/11,0.571
2017/02/12,1.242
2017/02/13,-0.54
2017/02/14,-2.071
2017/02/15,-0.192
2017/02/16,0.152
2017/02/17,0.107
2017/02/18,0.023
2017/02/19,1.555
2017/02/20,0.984
2017/02/21,1.226
2017/02/22,1.283
2017/02/23,0.083
2017/02/24,-1.627
2017/02/25,-2.65
2017/02/26,-3.491
2017/02/27,-0.961
