Date,activeaddresses14sma
2010/12/24,1106
2010/12/25,1106
2010/12/26,1094
2010/12/27,1056
2010/12/28,1049
2010/12/29,1042
2010/12/30,1052
2010/12/31,1059
2011/01/01,1075
2011/01/02,1072
2011/01/03,1068
2011/01/04,1067
2011/01/05,1090
2011/01/06,1101
2011/01/07,1129
2011/01/08,1158
2011/01/09,1183
2011/01/10,1204
2011/01/11,1242
2011/01/12,1261
2011/01/13,1304
2011/01/14,1355
2011/01/15,1380
2011/01/16,1414
2011/01/17,1411
2011/01/18,1435
2011/01/19,1435
2011/01/20,1456
2011/01/21,1507
2011/01/22,1559
2011/01/23,1598
2011/01/24,1642
2011/01/25,1635
2011/01/26,1658
2011/01/27,1655
2011/01/28,1661
2011/01/29,1707
2011/01/30,1826
2011/01/31,1889
2011/02/01,1925
2011/02/02,1921
2011/02/03,1908
2011/02/04,1875
2011/02/05,1827
2011/02/06,1788
2011/02/07,1741
2011/02/08,1740
2011/02/09,1776
2011/02/10,1911
2011/02/11,2098
2011/02/12,2186
2011/02/13,2190
2011/02/14,2325
2011/02/15,2432
2011/02/16,2539
2011/02/17,2698
2011/02/18,2848
2011/02/19,2945
2011/02/20,3073
2011/02/21,3208
2011/02/22,3376
2011/02/23,3498
2011/02/24,3507
2011/02/25,3443
2011/02/26,3463
2011/02/27,3490
2011/02/28,3412
2011/03/01,3539
2011/03/02,3593
2011/03/03,3693
2011/03/04,3669
2011/03/05,3721
2011/03/06,3731
2011/03/07,3739
2011/03/08,3745
2011/03/09,3716
2011/03/10,3661
2011/03/11,3635
2011/03/12,3610
2011/03/13,3557
2011/03/14,3548
2011/03/15,3412
2011/03/16,3372
2011/03/17,3253
2011/03/18,3240
2011/03/19,3209
2011/03/20,3290
2011/03/21,3378
2011/03/22,3378
2011/03/23,3627
2011/03/24,3732
2011/03/25,3812
2011/03/26,3926
2011/03/27,4060
2011/03/28,4234
2011/03/29,4331
2011/03/30,4367
2011/03/31,4433
2011/04/01,4446
2011/04/02,4456
2011/04/03,4397
2011/04/04,4395
2011/04/05,4426
2011/04/06,4212
2011/04/07,4143
2011/04/08,4106
2011/04/09,4019
2011/04/10,3930
2011/04/11,3838
2011/04/12,3815
2011/04/13,3887
2011/04/14,4017
2011/04/15,4079
2011/04/16,4226
2011/04/17,4278
2011/04/18,4343
2011/04/19,4489
2011/04/20,4598
2011/04/21,4642
2011/04/22,4685
2011/04/23,4779
2011/04/24,4861
2011/04/25,4934
2011/04/26,5063
2011/04/27,5265
2011/04/28,5283
2011/04/29,5469
2011/04/30,5668
2011/05/01,5892
2011/05/02,5924
2011/05/03,5903
2011/05/04,5973
2011/05/05,6191
2011/05/06,6377
2011/05/07,6544
2011/05/08,6669
2011/05/09,6847
2011/05/10,6919
2011/05/11,6890
2011/05/12,6962
2011/05/13,7156
2011/05/14,7214
2011/05/15,7273
2011/05/16,7686
2011/05/17,8004
2011/05/18,8473
2011/05/19,8823
2011/05/20,9162
2011/05/21,9412
2011/05/22,9728
2011/05/23,10052
2011/05/24,10482
2011/05/25,11016
2011/05/26,11534
2011/05/27,11631
2011/05/28,11821
2011/05/29,12027
2011/05/30,12097
2011/05/31,12350
2011/06/01,12425
2011/06/02,12676
2011/06/03,13120
2011/06/04,13738
2011/06/05,14240
2011/06/06,14873
2011/06/07,15286
2011/06/08,16196
2011/06/09,17039
2011/06/10,17991
2011/06/11,18858
2011/06/12,19988
2011/06/13,20921
2011/06/14,22044
2011/06/15,23013
2011/06/16,23966
2011/06/17,24555
2011/06/18,25033
2011/06/19,25741
2011/06/20,26098
2011/06/21,26529
2011/06/22,26490
2011/06/23,26353
2011/06/24,26430
2011/06/25,26348
2011/06/26,26100
2011/06/27,26409
2011/06/28,26152
2011/06/29,25923
2011/06/30,25537
2011/07/01,25834
2011/07/02,26271
2011/07/03,25876
2011/07/04,25705
2011/07/05,25583
2011/07/06,25594
2011/07/07,25492
2011/07/08,25451
2011/07/09,25460
2011/07/10,25829
2011/07/11,25523
2011/07/12,25299
2011/07/13,25502
2011/07/14,25887
2011/07/15,25474
2011/07/16,24890
2011/07/17,25063
2011/07/18,25372
2011/07/19,25486
2011/07/20,25413
2011/07/21,25591
2011/07/22,25579
2011/07/23,25517
2011/07/24,25126
2011/07/25,25205
2011/07/26,25261
2011/07/27,24997
2011/07/28,24787
2011/07/29,24629
2011/07/30,24322
2011/07/31,24284
2011/08/01,23989
2011/08/02,23761
2011/08/03,23227
2011/08/04,22764
2011/08/05,22554
2011/08/06,22434
2011/08/07,22208
2011/08/08,22042
2011/08/09,22031
2011/08/10,21762
2011/08/11,21218
2011/08/12,20854
2011/08/13,20813
2011/08/14,20625
2011/08/15,20301
2011/08/16,20250
2011/08/17,20390
2011/08/18,20512
2011/08/19,20563
2011/08/20,20626
2011/08/21,20821
2011/08/22,20862
2011/08/23,20792
2011/08/24,20965
2011/08/25,21310
2011/08/26,21625
2011/08/27,21744
2011/08/28,21528
2011/08/29,21504
2011/08/30,21257
2011/08/31,21019
2011/09/01,20755
2011/09/02,20317
2011/09/03,19842
2011/09/04,19468
2011/09/05,18970
2011/09/06,18691
2011/09/07,18312
2011/09/08,17789
2011/09/09,17580
2011/09/10,17229
2011/09/11,17011
2011/09/12,16850
2011/09/13,16659
2011/09/14,16500
2011/09/15,16390
2011/09/16,16281
2011/09/17,16185
2011/09/18,15958
2011/09/19,15802
2011/09/20,16026
2011/09/21,16105
2011/09/22,16230
2011/09/23,16329
2011/09/24,16578
2011/09/25,16851
2011/09/26,16931
2011/09/27,17204
2011/09/28,17130
2011/09/29,16940
2011/09/30,16862
2011/10/01,16853
2011/10/02,16673
2011/10/03,16515
2011/10/04,15935
2011/10/05,15630
2011/10/06,15408
2011/10/07,14962
2011/10/08,14467
2011/10/09,13969
2011/10/10,13654
2011/10/11,13299
2011/10/12,13287
2011/10/13,13205
2011/10/14,13283
2011/10/15,13294
2011/10/16,13305
2011/10/17,13326
2011/10/18,13220
2011/10/19,13141
2011/10/20,12904
2011/10/21,12783
2011/10/22,12755
2011/10/23,12822
2011/10/24,12866
2011/10/25,12822
2011/10/26,12741
2011/10/27,12727
2011/10/28,12595
2011/10/29,12574
2011/10/30,12533
2011/10/31,12381
2011/11/01,12413
2011/11/02,12454
2011/11/03,12596
2011/11/04,12865
2011/11/05,12964
2011/11/06,12844
2011/11/07,12750
2011/11/08,12796
2011/11/09,12931
2011/11/10,13138
2011/11/11,13100
2011/11/12,13052
2011/11/13,13133
2011/11/14,13254
2011/11/15,13354
2011/11/16,13357
2011/11/17,13291
2011/11/18,13049
2011/11/19,12806
2011/11/20,12797
2011/11/21,12620
2011/11/22,12459
2011/11/23,12256
2011/11/24,12012
2011/11/25,11978
2011/11/26,11841
2011/11/27,11713
2011/11/28,11635
2011/11/29,11650
2011/11/30,11813
2011/12/01,11943
2011/12/02,12008
2011/12/03,12206
2011/12/04,12238
2011/12/05,12447
2011/12/06,12715
2011/12/07,12816
2011/12/08,13038
2011/12/09,13045
2011/12/10,13164
2011/12/11,13262
2011/12/12,13172
2011/12/13,13001
2011/12/14,12754
2011/12/15,12468
2011/12/16,12276
2011/12/17,12087
2011/12/18,11944
2011/12/19,11918
2011/12/20,11807
2011/12/21,11734
2011/12/22,11589
2011/12/23,11613
2011/12/24,11492
2011/12/25,11468
2011/12/26,11526
2011/12/27,11509
2011/12/28,11426
2011/12/29,11518
2011/12/30,11512
2011/12/31,11560
2012/01/01,11672
2012/01/02,11615
2012/01/03,11575
2012/01/04,11617
2012/01/05,11856
2012/01/06,12056
2012/01/07,12283
2012/01/08,12488
2012/01/09,12678
2012/01/10,12989
2012/01/11,13430
2012/01/12,13613
2012/01/13,13895
2012/01/14,14158
2012/01/15,14308
2012/01/16,14519
2012/01/17,14601
2012/01/18,14763
2012/01/19,14742
2012/01/20,14691
2012/01/21,14699
2012/01/22,14465
2012/01/23,14350
2012/01/24,14267
2012/01/25,14238
2012/01/26,14278
2012/01/27,14274
2012/01/28,14166
2012/01/29,14226
2012/01/30,14128
2012/01/31,14225
2012/02/01,14241
2012/02/02,14314
2012/02/03,14482
2012/02/04,14685
2012/02/05,14931
2012/02/06,14980
2012/02/07,14964
2012/02/08,14822
2012/02/09,14870
2012/02/10,15007
2012/02/11,15167
2012/02/12,15152
2012/02/13,15348
2012/02/14,15546
2012/02/15,15746
2012/02/16,15928
2012/02/17,15762
2012/02/18,15629
2012/02/19,15514
2012/02/20,15542
2012/02/21,15543
2012/02/22,15664
2012/02/23,15838
2012/02/24,15850
2012/02/25,15841
2012/02/26,15780
2012/02/27,15684
2012/02/28,15536
2012/02/29,15370
2012/03/01,15190
2012/03/02,15432
2012/03/03,15296
2012/03/04,15419
2012/03/05,15551
2012/03/06,15593
2012/03/07,15516
2012/03/08,15383
2012/03/09,15332
2012/03/10,15170
2012/03/11,15121
2012/03/12,15082
2012/03/13,15117
2012/03/14,15170
2012/03/15,15099
2012/03/16,15001
2012/03/17,15251
2012/03/18,15174
2012/03/19,15129
2012/03/20,15177
2012/03/21,15249
2012/03/22,15250
2012/03/23,15140
2012/03/24,15215
2012/03/25,15337
2012/03/26,15438
2012/03/27,15345
2012/03/28,15349
2012/03/29,15484
2012/03/30,15397
2012/03/31,15251
2012/04/01,15171
2012/04/02,15126
2012/04/03,15328
2012/04/04,15361
2012/04/05,15410
2012/04/06,15557
2012/04/07,15581
2012/04/08,15550
2012/04/09,15510
2012/04/10,15646
2012/04/11,15804
2012/04/12,15933
2012/04/13,15986
2012/04/14,16223
2012/04/15,16471
2012/04/16,16773
2012/04/17,16754
2012/04/18,16946
2012/04/19,17045
2012/04/20,17261
2012/04/21,17407
2012/04/22,17462
2012/04/23,17571
2012/04/24,17564
2012/04/25,17492
2012/04/26,17516
2012/04/27,17618
2012/04/28,17519
2012/04/29,17501
2012/04/30,17501
2012/05/01,17607
2012/05/02,17666
2012/05/03,17957
2012/05/04,18195
2012/05/05,18460
2012/05/06,18995
2012/05/07,19632
2012/05/08,20093
2012/05/09,20620
2012/05/10,20709
2012/05/11,21347
2012/05/12,21831
2012/05/13,22168
2012/05/14,23119
2012/05/15,23629
2012/05/16,24010
2012/05/17,24061
2012/05/18,24310
2012/05/19,25137
2012/05/20,25662
2012/05/21,25998
2012/05/22,26264
2012/05/23,26606
2012/05/24,27153
2012/05/25,27437
2012/05/26,27644
2012/05/27,28043
2012/05/28,27842
2012/05/29,28349
2012/05/30,28564
2012/05/31,28981
2012/06/01,29188
2012/06/02,28400
2012/06/03,28461
2012/06/04,29262
2012/06/05,30223
2012/06/06,29833
2012/06/07,30356
2012/06/08,30224
2012/06/09,30645
2012/06/10,31183
2012/06/11,31398
2012/06/12,30629
2012/06/13,31928
2012/06/14,33445
2012/06/15,34875
2012/06/16,36217
2012/06/17,36857
2012/06/18,36573
2012/06/19,36186
2012/06/20,36765
2012/06/21,36360
2012/06/22,36429
2012/06/23,36337
2012/06/24,35957
2012/06/25,36054
2012/06/26,36948
2012/06/27,36402
2012/06/28,35194
2012/06/29,34053
2012/06/30,33523
2012/07/01,32976
2012/07/02,32904
2012/07/03,32843
2012/07/04,32798
2012/07/05,32670
2012/07/06,32679
2012/07/07,32728
2012/07/08,32685
2012/07/09,32564
2012/07/10,32638
2012/07/11,32370
2012/07/12,32478
2012/07/13,32353
2012/07/14,32208
2012/07/15,32114
2012/07/16,32129
2012/07/17,32526
2012/07/18,32716
2012/07/19,33315
2012/07/20,33798
2012/07/21,34130
2012/07/22,34918
2012/07/23,35615
2012/07/24,35714
2012/07/25,35443
2012/07/26,35201
2012/07/27,35267
2012/07/28,35891
2012/07/29,36290
2012/07/30,36247
2012/07/31,37569
2012/08/01,38028
2012/08/02,38444
2012/08/03,38461
2012/08/04,38483
2012/08/05,38404
2012/08/06,38426
2012/08/07,38480
2012/08/08,39937
2012/08/09,40618
2012/08/10,41070
2012/08/11,41054
2012/08/12,41274
2012/08/13,42160
2012/08/14,41024
2012/08/15,41716
2012/08/16,43114
2012/08/17,44572
2012/08/18,45695
2012/08/19,47144
2012/08/20,47505
2012/08/21,48593
2012/08/22,48419
2012/08/23,48659
2012/08/24,49118
2012/08/25,48989
2012/08/26,48678
2012/08/27,47953
2012/08/28,47742
2012/08/29,46953
2012/08/30,44982
2012/08/31,44458
2012/09/01,43984
2012/09/02,42327
2012/09/03,41297
2012/09/04,40700
2012/09/05,40130
2012/09/06,40352
2012/09/07,40285
2012/09/08,40078
2012/09/09,40470
2012/09/10,40392
2012/09/11,40772
2012/09/12,40404
2012/09/13,40473
2012/09/14,39677
2012/09/15,38609
2012/09/16,38370
2012/09/17,38374
2012/09/18,37856
2012/09/19,37952
2012/09/20,37983
2012/09/21,37632
2012/09/22,37176
2012/09/23,36351
2012/09/24,36071
2012/09/25,35930
2012/09/26,36934
2012/09/27,37435
2012/09/28,38274
2012/09/29,38875
2012/09/30,39097
2012/10/01,39448
2012/10/02,40476
2012/10/03,40991
2012/10/04,41315
2012/10/05,41696
2012/10/06,42528
2012/10/07,43582
2012/10/08,44596
2012/10/09,45240
2012/10/10,45174
2012/10/11,45114
2012/10/12,44727
2012/10/13,44798
2012/10/14,45077
2012/10/15,45671
2012/10/16,44948
2012/10/17,44571
2012/10/18,44518
2012/10/19,44565
2012/10/20,44869
2012/10/21,44541
2012/10/22,44101
2012/10/23,43328
2012/10/24,42935
2012/10/25,42817
2012/10/26,42331
2012/10/27,41639
2012/10/28,40858
2012/10/29,40101
2012/10/30,39487
2012/10/31,38583
2012/11/01,37204
2012/11/02,36343
2012/11/03,35592
2012/11/04,35011
2012/11/05,34732
2012/11/06,34711
2012/11/07,34828
2012/11/08,34692
2012/11/09,34615
2012/11/10,34971
2012/11/11,35151
2012/11/12,34855
2012/11/13,34728
2012/11/14,35128
2012/11/15,36168
2012/11/16,37251
2012/11/17,38693
2012/11/18,39570
2012/11/19,39915
2012/11/20,40101
2012/11/21,40145
2012/11/22,40410
2012/11/23,40301
2012/11/24,40470
2012/11/25,40907
2012/11/26,41606
2012/11/27,42025
2012/11/28,42460
2012/11/29,42150
2012/11/30,41351
2012/12/01,40052
2012/12/02,38971
2012/12/03,38095
2012/12/04,37999
2012/12/05,38025
2012/12/06,38000
2012/12/07,38406
2012/12/08,38493
2012/12/09,38680
2012/12/10,38294
2012/12/11,38186
2012/12/12,38105
2012/12/13,38406
2012/12/14,38732
2012/12/15,38722
2012/12/16,39290
2012/12/17,40065
2012/12/18,40474
2012/12/19,40422
2012/12/20,40316
2012/12/21,40690
2012/12/22,41892
2012/12/23,41965
2012/12/24,42257
2012/12/25,41775
2012/12/26,41446
2012/12/27,40760
2012/12/28,40812
2012/12/29,41198
2012/12/30,41914
2012/12/31,41467
2013/01/01,40732
2013/01/02,40685
2013/01/03,41523
2013/01/04,41610
2013/01/05,41486
2013/01/06,41649
2013/01/07,42652
2013/01/08,44490
2013/01/09,45779
2013/01/10,47538
2013/01/11,48870
2013/01/12,49637
2013/01/13,50332
2013/01/14,51015
2013/01/15,52428
2013/01/16,53523
2013/01/17,54069
2013/01/18,54763
2013/01/19,54473
2013/01/20,54750
2013/01/21,54170
2013/01/22,53989
2013/01/23,53359
2013/01/24,53324
2013/01/25,52503
2013/01/26,52782
2013/01/27,52359
2013/01/28,53072
2013/01/29,52929
2013/01/30,51937
2013/01/31,51146
2013/02/01,51671
2013/02/02,52187
2013/02/03,53002
2013/02/04,53819
2013/02/05,54280
2013/02/06,54731
2013/02/07,54560
2013/02/08,55321
2013/02/09,55442
2013/02/10,56014
2013/02/11,55871
2013/02/12,55602
2013/02/13,56219
2013/02/14,56478
2013/02/15,55459
2013/02/16,54782
2013/02/17,53930
2013/02/18,53206
2013/02/19,52454
2013/02/20,52248
2013/02/21,51700
2013/02/22,51280
2013/02/23,50925
2013/02/24,50529
2013/02/25,50839
2013/02/26,51336
2013/02/27,51471
2013/02/28,52066
2013/03/01,52989
2013/03/02,53140
2013/03/03,53175
2013/03/04,53625
2013/03/05,54196
2013/03/06,55508
2013/03/07,56632
2013/03/08,56794
2013/03/09,56991
2013/03/10,57344
2013/03/11,57122
2013/03/12,57189
2013/03/13,57760
2013/03/14,57853
2013/03/15,57884
2013/03/16,58004
2013/03/17,58425
2013/03/18,58805
2013/03/19,59616
2013/03/20,59166
2013/03/21,59406
2013/03/22,60718
2013/03/23,61637
2013/03/24,62497
2013/03/25,63400
2013/03/26,64348
2013/03/27,65042
2013/03/28,67424
2013/03/29,68837
2013/03/30,70775
2013/03/31,71654
2013/04/01,72861
2013/04/02,74513
2013/04/03,77677
2013/04/04,80474
2013/04/05,82264
2013/04/06,83414
2013/04/07,84705
2013/04/08,88114
2013/04/09,90904
2013/04/10,95239
2013/04/11,97393
2013/04/12,98799
2013/04/13,99141
2013/04/14,99651
2013/04/15,101400
2013/04/16,102007
2013/04/17,101872
2013/04/18,99959
2013/04/19,100315
2013/04/20,99702
2013/04/21,98472
2013/04/22,96888
2013/04/23,95538
2013/04/24,93329
2013/04/25,90912
2013/04/26,89715
2013/04/27,89388
2013/04/28,92721
2013/04/29,91773
2013/04/30,90098
2013/05/01,88552
2013/05/02,88542
2013/05/03,86959
2013/05/04,86637
2013/05/05,86799
2013/05/06,86335
2013/05/07,87473
2013/05/08,87466
2013/05/09,86836
2013/05/10,86702
2013/05/11,86892
2013/05/12,83431
2013/05/13,83134
2013/05/14,83620
2013/05/15,83702
2013/05/16,83858
2013/05/17,83544
2013/05/18,83428
2013/05/19,82862
2013/05/20,81895
2013/05/21,79999
2013/05/22,78025
2013/05/23,78120
2013/05/24,78164
2013/05/25,77357
2013/05/26,77361
2013/05/27,76732
2013/05/28,76197
2013/05/29,75897
2013/05/30,75473
2013/05/31,75260
2013/06/01,75220
2013/06/02,75334
2013/06/03,75918
2013/06/04,75637
2013/06/05,75913
2013/06/06,75199
2013/06/07,74399
2013/06/08,73587
2013/06/09,72655
2013/06/10,71724
2013/06/11,71037
2013/06/12,69837
2013/06/13,68988
2013/06/14,69008
2013/06/15,68009
2013/06/16,66791
2013/06/17,65152
2013/06/18,64075
2013/06/19,63395
2013/06/20,62994
2013/06/21,62660
2013/06/22,62683
2013/06/23,62358
2013/06/24,62637
2013/06/25,62263
2013/06/26,62351
2013/06/27,61972
2013/06/28,61461
2013/06/29,61973
2013/06/30,62095
2013/07/01,62936
2013/07/02,62979
2013/07/03,62756
2013/07/04,62272
2013/07/05,61658
2013/07/06,61512
2013/07/07,61283
2013/07/08,61154
2013/07/09,61625
2013/07/10,61615
2013/07/11,62496
2013/07/12,63199
2013/07/13,63352
2013/07/14,63202
2013/07/15,62749
2013/07/16,62896
2013/07/17,62681
2013/07/18,62846
2013/07/19,62721
2013/07/20,62425
2013/07/21,62588
2013/07/22,62393
2013/07/23,62130
2013/07/24,62203
2013/07/25,61709
2013/07/26,60597
2013/07/27,59802
2013/07/28,59858
2013/07/29,60226
2013/07/30,60486
2013/07/31,61764
2013/08/01,65416
2013/08/02,66559
2013/08/03,67137
2013/08/04,67789
2013/08/05,68707
2013/08/06,69225
2013/08/07,69923
2013/08/08,70347
2013/08/09,70472
2013/08/10,70994
2013/08/11,71348
2013/08/12,73914
2013/08/13,74280
2013/08/14,74088
2013/08/15,71335
2013/08/16,71889
2013/08/17,71955
2013/08/18,71762
2013/08/19,72146
2013/08/20,72739
2013/08/21,73239
2013/08/22,74062
2013/08/23,75294
2013/08/24,75657
2013/08/25,76692
2013/08/26,74719
2013/08/27,76149
2013/08/28,76553
2013/08/29,76491
2013/08/30,76997
2013/08/31,78908
2013/09/01,78869
2013/09/02,77743
2013/09/03,77190
2013/09/04,76776
2013/09/05,75814
2013/09/06,75199
2013/09/07,75071
2013/09/08,74204
2013/09/09,74077
2013/09/10,72338
2013/09/11,71681
2013/09/12,71834
2013/09/13,70189
2013/09/14,67752
2013/09/15,67595
2013/09/16,68094
2013/09/17,68162
2013/09/18,68320
2013/09/19,68941
2013/09/20,69215
2013/09/21,69485
2013/09/22,69992
2013/09/23,70459
2013/09/24,71011
2013/09/25,71284
2013/09/26,71366
2013/09/27,72190
2013/09/28,73252
2013/09/29,74431
2013/09/30,75194
2013/10/01,76390
2013/10/02,78293
2013/10/03,79090
2013/10/04,79143
2013/10/05,79098
2013/10/06,78921
2013/10/07,78639
2013/10/08,78487
2013/10/09,78560
2013/10/10,78733
2013/10/11,78854
2013/10/12,78715
2013/10/13,79883
2013/10/14,80027
2013/10/15,79727
2013/10/16,78837
2013/10/17,78207
2013/10/18,78791
2013/10/19,80706
2013/10/20,81593
2013/10/21,83009
2013/10/22,85386
2013/10/23,87422
2013/10/24,89674
2013/10/25,91202
2013/10/26,91699
2013/10/27,90102
2013/10/28,90396
2013/10/29,90387
2013/10/30,90578
2013/10/31,91684
2013/11/01,91758
2013/11/02,90710
2013/11/03,91410
2013/11/04,91707
2013/11/05,92290
2013/11/06,93960
2013/11/07,95272
2013/11/08,97383
2013/11/09,101373
2013/11/10,105068
2013/11/11,107187
2013/11/12,109397
2013/11/13,111330
2013/11/14,113937
2013/11/15,116290
2013/11/16,118149
2013/11/17,119891
2013/11/18,124471
2013/11/19,130902
2013/11/20,133339
2013/11/21,137503
2013/11/22,139980
2013/11/23,141487
2013/11/24,142033
2013/11/25,143944
2013/11/26,148451
2013/11/27,153899
2013/11/28,158799
2013/11/29,163772
2013/11/30,168061
2013/12/01,172245
2013/12/02,173198
2013/12/03,170798
2013/12/04,172139
2013/12/05,171800
2013/12/06,172086
2013/12/07,172087
2013/12/08,171363
2013/12/09,172309
2013/12/10,170526
2013/12/11,167216
2013/12/12,162129
2013/12/13,159013
2013/12/14,157882
2013/12/15,156097
2013/12/16,156071
2013/12/17,154976
2013/12/18,154759
2013/12/19,152881
2013/12/20,151747
2013/12/21,150070
2013/12/22,150751
2013/12/23,150480
2013/12/24,148765
2013/12/25,147144
2013/12/26,146561
2013/12/27,145161
2013/12/28,142862
2013/12/29,142002
2013/12/30,140217
2013/12/31,137385
2014/01/01,131386
2014/01/02,129958
2014/01/03,129212
2014/01/04,128440
2014/01/05,129306
2014/01/06,131195
2014/01/07,132054
2014/01/08,133284
2014/01/09,134103
2014/01/10,134178
2014/01/11,135187
2014/01/12,134313
2014/01/13,134278
2014/01/14,135164
2014/01/15,137716
2014/01/16,137342
2014/01/17,136358
2014/01/18,135644
2014/01/19,133695
2014/01/20,133712
2014/01/21,134940
2014/01/22,135335
2014/01/23,136492
2014/01/24,137576
2014/01/25,137357
2014/01/26,137968
2014/01/27,139277
2014/01/28,141183
2014/01/29,141775
2014/01/30,143154
2014/01/31,144564
2014/02/01,146594
2014/02/02,148493
2014/02/03,148019
2014/02/04,148693
2014/02/05,148971
2014/02/06,149909
2014/02/07,151544
2014/02/08,153067
2014/02/09,153326
2014/02/10,153392
2014/02/11,153153
2014/02/12,158428
2014/02/13,159301
2014/02/14,161317
2014/02/15,162423
2014/02/16,161865
2014/02/17,162429
2014/02/18,161646
2014/02/19,163125
2014/02/20,164382
2014/02/21,165326
2014/02/22,165875
2014/02/23,168283
2014/02/24,171403
2014/02/25,175283
2014/02/26,174305
2014/02/27,175796
2014/02/28,177171
2014/03/01,179406
2014/03/02,181680
2014/03/03,185752
2014/03/04,191057
2014/03/05,192813
2014/03/06,193865
2014/03/07,194034
2014/03/08,195136
2014/03/09,195904
2014/03/10,195406
2014/03/11,194093
2014/03/12,194245
2014/03/13,194878
2014/03/14,194577
2014/03/15,192087
2014/03/16,190736
2014/03/17,187317
2014/03/18,180926
2014/03/19,178290
2014/03/20,176222
2014/03/21,176852
2014/03/22,176728
2014/03/23,175005
2014/03/24,173910
2014/03/25,172204
2014/03/26,169764
2014/03/27,169009
2014/03/28,168346
2014/03/29,168256
2014/03/30,170134
2014/03/31,168761
2014/04/01,171381
2014/04/02,172427
2014/04/03,172555
2014/04/04,171718
2014/04/05,170594
2014/04/06,173038
2014/04/07,170632
2014/04/08,170531
2014/04/09,171235
2014/04/10,171221
2014/04/11,170260
2014/04/12,169303
2014/04/13,169718
2014/04/14,170644
2014/04/15,172026
2014/04/16,172395
2014/04/17,171619
2014/04/18,169566
2014/04/19,168651
2014/04/20,167260
2014/04/21,166060
2014/04/22,167354
2014/04/23,165743
2014/04/24,164696
2014/04/25,165578
2014/04/26,165793
2014/04/27,165739
2014/04/28,164616
2014/04/29,162525
2014/04/30,161170
2014/05/01,160950
2014/05/02,160542
