Date,size7trx
2010/07/17,9.691
2010/07/18,7.372
2010/07/19,5.568
2010/07/20,4.73
2010/07/21,3.27
2010/07/22,1.69
2010/07/23,0.202
2010/07/24,1.137
2010/07/25,6.539
2010/07/26,7.614
2010/07/27,6.26
2010/07/28,8.987
2010/07/29,10.432
2010/07/30,8.033
2010/07/31,4.688
2010/08/01,1.564
2010/08/02,-1.019
2010/08/03,-2.562
2010/08/04,-3.904
2010/08/05,-4.383
2010/08/06,-4.598
2010/08/07,-4.789
2010/08/08,-5.082
2010/08/09,-3.625
2010/08/10,-3.294
2010/08/11,-3.487
2010/08/12,-3.943
2010/08/13,-3.708
2010/08/14,-3.811
2010/08/15,-4.214
2010/08/16,-3.273
2010/08/17,-2.587
2010/08/18,0.995
2010/08/19,2.037
2010/08/20,1.713
2010/08/21,0.752
2010/08/22,-0.465
2010/08/23,-1.574
2010/08/24,-1.697
2010/08/25,-2.301
2010/08/26,-2.676
2010/08/27,-3.079
2010/08/28,-3.087
2010/08/29,-3.363
2010/08/30,-3.02
2010/08/31,-1.555
2010/09/01,0.019
2010/09/02,0.582
2010/09/03,0.332
2010/09/04,-0.489
2010/09/05,-1.046
2010/09/06,-1.511
2010/09/07,-1.96
2010/09/08,-2.053
2010/09/09,-1.492
2010/09/10,-1.151
2010/09/11,-1.108
2010/09/12,-0.595
2010/09/13,0.291
2010/09/14,0.639
2010/09/15,1.207
2010/09/16,1.096
2010/09/17,1.229
2010/09/18,0.614
2010/09/19,-0.049
2010/09/20,-0.098
2010/09/21,2.642
2010/09/22,5.045
2010/09/23,5.522
2010/09/24,4.507
2010/09/25,3.494
2010/09/26,2.15
2010/09/27,1.745
2010/09/28,2.342
2010/09/29,5.356
2010/09/30,5.379
2010/10/01,4.922
2010/10/02,5.648
2010/10/03,4.886
2010/10/04,3.62
2010/10/05,2.498
2010/10/06,1.11
2010/10/07,-0.245
2010/10/08,-1.072
2010/10/09,-1.485
2010/10/10,-2.096
2010/10/11,-2.649
2010/10/12,-3.005
2010/10/13,-2.887
2010/10/14,-3.079
2010/10/15,-3.431
2010/10/16,-3.71
2010/10/17,-4.05
2010/10/18,-3.816
2010/10/19,-2.329
2010/10/20,-1.078
2010/10/21,0.121
2010/10/22,1.758
2010/10/23,2.426
2010/10/24,2.279
2010/10/25,1.519
2010/10/26,0.581
2010/10/27,0.286
2010/10/28,-0.085
2010/10/29,-0.427
2010/10/30,-1.235
2010/10/31,-1.979
2010/11/01,-2.488
2010/11/02,-3.095
2010/11/03,-3.477
2010/11/04,-3.691
2010/11/05,-3.284
2010/11/06,-3.04
2010/11/07,-2.869
2010/11/08,-1.857
2010/11/09,-1.395
2010/11/10,-1.226
2010/11/11,-1.304
2010/11/12,-1.587
2010/11/13,-1.966
