Date,sentbyaddress7ema
2011/03/20,2859
2011/03/21,3052
2011/03/22,3042
2011/03/23,3563
2011/03/24,3471
2011/03/25,3373
2011/03/26,3488
2011/03/27,3572
2011/03/28,3659
2011/03/29,3672
2011/03/30,3462
2011/03/31,3427
2011/04/01,3191
2011/04/02,3070
2011/04/03,3000
2011/04/04,3117
2011/04/05,3148
2011/04/06,3094
2011/04/07,2969
2011/04/08,2911
2011/04/09,2873
2011/04/10,2826
2011/04/11,2864
2011/04/12,2935
2011/04/13,3061
2011/04/14,3548
2011/04/15,3419
2011/04/16,3351
2011/04/17,3366
2011/04/18,3595
2011/04/19,3941
2011/04/20,3975
2011/04/21,3755
2011/04/22,3619
2011/04/23,3617
2011/04/24,3567
2011/04/25,3660
2011/04/26,3959
2011/04/27,4474
2011/04/28,4528
2011/04/29,4713
2011/04/30,5151
2011/05/01,5319
2011/05/02,5143
2011/05/03,5031
2011/05/04,4957
2011/05/05,5083
2011/05/06,5175
2011/05/07,5333
2011/05/08,5207
2011/05/09,5321
2011/05/10,5305
2011/05/11,5274
2011/05/12,5295
2011/05/13,5617
2011/05/14,5971
2011/05/15,6066
2011/05/16,6490
2011/05/17,6806
2011/05/18,7413
2011/05/19,7614
2011/05/20,7787
2011/05/21,7966
2011/05/22,8178
2011/05/23,8470
2011/05/24,8833
2011/05/25,9288
2011/05/26,9774
2011/05/27,9380
2011/05/28,9196
2011/05/29,8967
2011/05/30,9104
2011/05/31,9396
2011/06/01,9811
2011/06/02,10349
2011/06/03,11231
2011/06/04,12150
2011/06/05,12696
2011/06/06,13594
2011/06/07,13914
2011/06/08,15331
2011/06/09,16674
2011/06/10,17294
2011/06/11,17637
2011/06/12,18527
2011/06/13,18821
2011/06/14,20034
2011/06/15,20464
2011/06/16,20936
2011/06/17,20697
2011/06/18,20491
2011/06/19,20544
2011/06/20,20294
2011/06/21,19737
2011/06/22,19908
2011/06/23,19570
2011/06/24,19462
2011/06/25,18950
2011/06/26,18553
2011/06/27,19282
2011/06/28,19323
2011/06/29,18944
2011/06/30,18559
2011/07/01,18368
2011/07/02,17396
2011/07/03,16899
2011/07/04,16987
2011/07/05,16920
2011/07/06,17328
2011/07/07,16899
2011/07/08,16585
2011/07/09,15914
2011/07/10,15541
2011/07/11,16086
2011/07/12,15758
2011/07/13,15959
2011/07/14,16027
2011/07/15,15632
2011/07/16,15638
2011/07/17,15384
2011/07/18,15514
2011/07/19,15610
2011/07/20,15648
2011/07/21,15359
2011/07/22,15497
2011/07/23,15038
2011/07/24,14912
2011/07/25,15319
2011/07/26,15268
2011/07/27,15121
2011/07/28,15092
2011/07/29,14739
2011/07/30,13910
2011/07/31,14129
2011/08/01,14268
2011/08/02,14656
2011/08/03,14404
2011/08/04,14368
2011/08/05,14127
2011/08/06,13556
2011/08/07,13240
2011/08/08,13193
2011/08/09,13941
2011/08/10,14230
2011/08/11,14141
2011/08/12,13810
2011/08/13,13779
2011/08/14,13830
2011/08/15,14023
2011/08/16,14553
2011/08/17,14278
2011/08/18,14178
2011/08/19,13987
2011/08/20,13737
2011/08/21,13678
2011/08/22,13787
2011/08/23,13639
2011/08/24,13530
2011/08/25,13379
2011/08/26,13301
2011/08/27,12906
2011/08/28,12292
2011/08/29,12603
2011/08/30,12917
2011/08/31,13018
2011/09/01,12986
2011/09/02,12886
2011/09/03,12474
2011/09/04,12627
2011/09/05,12657
2011/09/06,13108
2011/09/07,13052
2011/09/08,12784
2011/09/09,12850
2011/09/10,12458
2011/09/11,12317
2011/09/12,12295
2011/09/13,12105
2011/09/14,11888
2011/09/15,11879
2011/09/16,11660
2011/09/17,11266
2011/09/18,11228
2011/09/19,11390
2011/09/20,11857
2011/09/21,12078
2011/09/22,11758
2011/09/23,11569
2011/09/24,11251
2011/09/25,10912
2011/09/26,10723
2011/09/27,10707
2011/09/28,10709
2011/09/29,10530
2011/09/30,10497
2011/10/01,10296
2011/10/02,10002
2011/10/03,10259
2011/10/04,10228
2011/10/05,10316
2011/10/06,10423
2011/10/07,10435
2011/10/08,10209
2011/10/09,10060
2011/10/10,10134
2011/10/11,10258
2011/10/12,10307
2011/10/13,9974
2011/10/14,10142
2011/10/15,10132
2011/10/16,9819
2011/10/17,9950
2011/10/18,9681
2011/10/19,9554
2011/10/20,9258
2011/10/21,9239
2011/10/22,9213
2011/10/23,9377
2011/10/24,9642
2011/10/25,9669
2011/10/26,9574
2011/10/27,9293
2011/10/28,9225
2011/10/29,9371
2011/10/30,9184
2011/10/31,9200
2011/11/01,9335
2011/11/02,9496
2011/11/03,9618
2011/11/04,10094
2011/11/05,10122
2011/11/06,9819
2011/11/07,9713
2011/11/08,9892
2011/11/09,10186
2011/11/10,10412
2011/11/11,10065
2011/11/12,9852
2011/11/13,9701
2011/11/14,9828
2011/11/15,10027
2011/11/16,10043
2011/11/17,9754
2011/11/18,9660
2011/11/19,9097
2011/11/20,8768
2011/11/21,8408
2011/11/22,8350
2011/11/23,8298
2011/11/24,8121
2011/11/25,8175
2011/11/26,7963
2011/11/27,7915
2011/11/28,8242
2011/11/29,8783
2011/11/30,9166
2011/12/01,9332
2011/12/02,9426
2011/12/03,9260
2011/12/04,9057
2011/12/05,9134
2011/12/06,9728
2011/12/07,9589
2011/12/08,9388
2011/12/09,9199
2011/12/10,9083
2011/12/11,8839
2011/12/12,8588
2011/12/13,8450
2011/12/14,8508
2011/12/15,8184
2011/12/16,8049
2011/12/17,7905
2011/12/18,7776
2011/12/19,8139
2011/12/20,8515
2011/12/21,8496
2011/12/22,8590
2011/12/23,8649
2011/12/24,8308
2011/12/25,8324
2011/12/26,8424
2011/12/27,8376
2011/12/28,8213
2011/12/29,8224
2011/12/30,8089
2011/12/31,7968
2012/01/01,7939
2012/01/02,8025
2012/01/03,8232
2012/01/04,8372
2012/01/05,8981
2012/01/06,9297
2012/01/07,9266
2012/01/08,9409
2012/01/09,9432
2012/01/10,9653
2012/01/11,9963
2012/01/12,9938
2012/01/13,10043
2012/01/14,10161
2012/01/15,9996
2012/01/16,10158
2012/01/17,10198
2012/01/18,10236
2012/01/19,10289
2012/01/20,10271
2012/01/21,10103
2012/01/22,9601
2012/01/23,9604
2012/01/24,9876
2012/01/25,10401
2012/01/26,10331
2012/01/27,10210
2012/01/28,9998
2012/01/29,9958
2012/01/30,9914
2012/01/31,10185
2012/02/01,10272
2012/02/02,10574
2012/02/03,10786
2012/02/04,10890
2012/02/05,10820
2012/02/06,10567
2012/02/07,10579
2012/02/08,10635
2012/02/09,10796
2012/02/10,11072
2012/02/11,11031
2012/02/12,10881
2012/02/13,11138
2012/02/14,11736
2012/02/15,12088
2012/02/16,12408
2012/02/17,11829
2012/02/18,11471
2012/02/19,10931
2012/02/20,10731
2012/02/21,10588
2012/02/22,10787
2012/02/23,11192
2012/02/24,11197
2012/02/25,10946
2012/02/26,10587
2012/02/27,10627
2012/02/28,10800
2012/02/29,10868
2012/03/01,10939
2012/03/02,11246
2012/03/03,10629
2012/03/04,10755
2012/03/05,10968
2012/03/06,10911
2012/03/07,10946
2012/03/08,11051
2012/03/09,11056
2012/03/10,10601
2012/03/11,10235
2012/03/12,10290
2012/03/13,10720
2012/03/14,10853
2012/03/15,10716
2012/03/16,10786
2012/03/17,10907
2012/03/18,10590
2012/03/19,10615
2012/03/20,10762
2012/03/21,10947
2012/03/22,10997
2012/03/23,10707
2012/03/24,10562
2012/03/25,10355
2012/03/26,10454
2012/03/27,10556
2012/03/28,10811
2012/03/29,11097
2012/03/30,11025
2012/03/31,10792
2012/04/01,10337
2012/04/02,10338
2012/04/03,10843
2012/04/04,10998
2012/04/05,10986
2012/04/06,10937
2012/04/07,10657
2012/04/08,10436
2012/04/09,10463
2012/04/10,10964
2012/04/11,11468
2012/04/12,11869
2012/04/13,11676
2012/04/14,11866
2012/04/15,11727
2012/04/16,12179
2012/04/17,12287
2012/04/18,12614
2012/04/19,12568
2012/04/20,12819
2012/04/21,12494
2012/04/22,11996
2012/04/23,11934
2012/04/24,12031
2012/04/25,12147
2012/04/26,12604
2012/04/27,12417
2012/04/28,12164
2012/04/29,12005
2012/04/30,12578
2012/05/01,13072
2012/05/02,13445
2012/05/03,14221
2012/05/04,14828
2012/05/05,14923
2012/05/06,14719
2012/05/07,15828
2012/05/08,16495
2012/05/09,17169
2012/05/10,16668
2012/05/11,17501
2012/05/12,17608
2012/05/13,17173
2012/05/14,19545
2012/05/15,20018
2012/05/16,19811
2012/05/17,19175
2012/05/18,19580
2012/05/19,21118
2012/05/20,21741
2012/05/21,22330
2012/05/22,22041
2012/05/23,22241
2012/05/24,22189
2012/05/25,22464
2012/05/26,21784
2012/05/27,21487
2012/05/28,21874
2012/05/29,22684
2012/05/30,22480
2012/05/31,22241
2012/06/01,22275
2012/06/02,20467
2012/06/03,21599
2012/06/04,24283
2012/06/05,26511
2012/06/06,24363
2012/06/07,24718
2012/06/08,23759
2012/06/09,23809
2012/06/10,24628
2012/06/11,24665
2012/06/12,22669
2012/06/13,26274
2012/06/14,29327
2012/06/15,31163
2012/06/16,31166
2012/06/17,31183
2012/06/18,30951
2012/06/19,29902
2012/06/20,28460
2012/06/21,26874
2012/06/22,25619
2012/06/23,24638
2012/06/24,23790
2012/06/25,24210
2012/06/26,25083
2012/06/27,26173
2012/06/28,25863
2012/06/29,25673
2012/06/30,25315
2012/07/01,24538
2012/07/02,25346
2012/07/03,25361
2012/07/04,24792
2012/07/05,23796
2012/07/06,23257
2012/07/07,23622
2012/07/08,22849
2012/07/09,23214
2012/07/10,24734
2012/07/11,25223
2012/07/12,25352
2012/07/13,24764
2012/07/14,24280
2012/07/15,24018
2012/07/16,25264
2012/07/17,26797
2012/07/18,26651
2012/07/19,26526
2012/07/20,27110
2012/07/21,27371
2012/07/22,28281
2012/07/23,29227
2012/07/24,28700
2012/07/25,27540
2012/07/26,26595
2012/07/27,26193
2012/07/28,27126
2012/07/29,26951
2012/07/30,27179
2012/07/31,31338
2012/08/01,31134
2012/08/02,31222
2012/08/03,30354
2012/08/04,29415
2012/08/05,29214
2012/08/06,30174
2012/08/07,30353
2012/08/08,32190
2012/08/09,31368
2012/08/10,30777
2012/08/11,30298
2012/08/12,30252
2012/08/13,32120
2012/08/14,31940
2012/08/15,32881
2012/08/16,36084
2012/08/17,37587
2012/08/18,37734
2012/08/19,36555
2012/08/20,35458
2012/08/21,36478
2012/08/22,36488
2012/08/23,35652
2012/08/24,35057
2012/08/25,33206
2012/08/26,31393
2012/08/27,30837
2012/08/28,30416
2012/08/29,30459
2012/08/30,29597
2012/08/31,31523
2012/09/01,32352
2012/09/02,31048
2012/09/03,29799
2012/09/04,30207
2012/09/05,30910
2012/09/06,32161
2012/09/07,31983
2012/09/08,30492
2012/09/09,30385
2012/09/10,29959
2012/09/11,31050
2012/09/12,29940
2012/09/13,28913
2012/09/14,28942
2012/09/15,27519
2012/09/16,26524
2012/09/17,25960
2012/09/18,27025
2012/09/19,27996
2012/09/20,29380
2012/09/21,28563
2012/09/22,26408
2012/09/23,25145
2012/09/24,25057
2012/09/25,26711
2012/09/26,28540
2012/09/27,28797
2012/09/28,30007
2012/09/29,28855
2012/09/30,27121
2012/10/01,26602
2012/10/02,28800
2012/10/03,29051
2012/10/04,30126
2012/10/05,30725
2012/10/06,30152
2012/10/07,30060
2012/10/08,31131
2012/10/09,31883
2012/10/10,31907
2012/10/11,31143
2012/10/12,30736
2012/10/13,29926
2012/10/14,29002
2012/10/15,29646
2012/10/16,29460
2012/10/17,29689
2012/10/18,30150
2012/10/19,29311
2012/10/20,29286
2012/10/21,28968
2012/10/22,29249
2012/10/23,28834
2012/10/24,28839
2012/10/25,28375
2012/10/26,27831
2012/10/27,26036
2012/10/28,24496
2012/10/29,23628
2012/10/30,24200
2012/10/31,24282
2012/11/01,23768
2012/11/02,23763
2012/11/03,23445
2012/11/04,22914
2012/11/05,23459
2012/11/06,24469
2012/11/07,25906
2012/11/08,25890
2012/11/09,25767
2012/11/10,24853
2012/11/11,23908
2012/11/12,23447
2012/11/13,23536
2012/11/14,24355
2012/11/15,26576
2012/11/16,28497
2012/11/17,29203
2012/11/18,29687
2012/11/19,29969
2012/11/20,30416
2012/11/21,30508
2012/11/22,30236
2012/11/23,28510
2012/11/24,27658
2012/11/25,26961
2012/11/26,27367
2012/11/27,27240
2012/11/28,27961
2012/11/29,28014
2012/11/30,27304
2012/12/01,26437
2012/12/02,24528
2012/12/03,23637
2012/12/04,24496
2012/12/05,25755
2012/12/06,26560
2012/12/07,27002
2012/12/08,27241
2012/12/09,27112
2012/12/10,26379
2012/12/11,26580
2012/12/12,27304
2012/12/13,28666
2012/12/14,29068
2012/12/15,28260
2012/12/16,27836
2012/12/17,28730
2012/12/18,30760
2012/12/19,31030
2012/12/20,30174
2012/12/21,30886
2012/12/22,33502
2012/12/23,31942
2012/12/24,30590
2012/12/25,28544
2012/12/26,27085
2012/12/27,26746
2012/12/28,27854
2012/12/29,27599
2012/12/30,29371
2012/12/31,28365
2013/01/01,27817
2013/01/02,28815
2013/01/03,31161
2013/01/04,32118
2013/01/05,33590
2013/01/06,32698
2013/01/07,33705
2013/01/08,34323
2013/01/09,35353
2013/01/10,37102
2013/01/11,39177
2013/01/12,38119
2013/01/13,38283
2013/01/14,36652
2013/01/15,38082
2013/01/16,39460
2013/01/17,39763
2013/01/18,40025
2013/01/19,38840
2013/01/20,37358
2013/01/21,35846
2013/01/22,35914
2013/01/23,35597
2013/01/24,36161
2013/01/25,36378
2013/01/26,37014
2013/01/27,37480
2013/01/28,37502
2013/01/29,37730
2013/01/30,36318
2013/01/31,35964
2013/02/01,38646
2013/02/02,39035
2013/02/03,39409
2013/02/04,39388
2013/02/05,40812
2013/02/06,40308
2013/02/07,40792
2013/02/08,41220
2013/02/09,40630
2013/02/10,40931
2013/02/11,40002
2013/02/12,39594
2013/02/13,39183
2013/02/14,38356
2013/02/15,37808
2013/02/16,36519
2013/02/17,35777
2013/02/18,35743
2013/02/19,35955
2013/02/20,36129
2013/02/21,36668
2013/02/22,37662
2013/02/23,37960
2013/02/24,38296
2013/02/25,38903
2013/02/26,39756
2013/02/27,39481
2013/02/28,39794
2013/03/01,41021
2013/03/02,39068
2013/03/03,37100
2013/03/04,37035
2013/03/05,37848
2013/03/06,40041
2013/03/07,41190
2013/03/08,40813
2013/03/09,39349
2013/03/10,39398
2013/03/11,38457
2013/03/12,38650
2013/03/13,40084
2013/03/14,40450
2013/03/15,41730
2013/03/16,39655
2013/03/17,38298
2013/03/18,38915
2013/03/19,40786
2013/03/20,41254
2013/03/21,42195
2013/03/22,44323
2013/03/23,43982
2013/03/24,45329
2013/03/25,45314
2013/03/26,46146
2013/03/27,47286
2013/03/28,49532
2013/03/29,51513
2013/03/30,51566
2013/03/31,48545
2013/04/01,48611
2013/04/02,52027
2013/04/03,56314
2013/04/04,60174
2013/04/05,62458
2013/04/06,59859
2013/04/07,57765
2013/04/08,60022
2013/04/09,63676
2013/04/10,68701
2013/04/11,70606
2013/04/12,69321
2013/04/13,65699
2013/04/14,60504
2013/04/15,60127
2013/04/16,61875
2013/04/17,61753
2013/04/18,59938
2013/04/19,61788
2013/04/20,58670
2013/04/21,55495
2013/04/22,55127
2013/04/23,57195
2013/04/24,58738
2013/04/25,59720
2013/04/26,59392
2013/04/27,56092
2013/04/28,53393
2013/04/29,53652
2013/04/30,51316
2013/05/01,52014
2013/05/02,52093
2013/05/03,51363
2013/05/04,48911
2013/05/05,47667
2013/05/06,48258
2013/05/07,50679
2013/05/08,51934
2013/05/09,53167
2013/05/10,53911
2013/05/11,53947
2013/05/12,52040
2013/05/13,52084
2013/05/14,53040
2013/05/15,53803
2013/05/16,54144
2013/05/17,53274
2013/05/18,51108
2013/05/19,48765
2013/05/20,48240
2013/05/21,49880
2013/05/22,49843
2013/05/23,51726
2013/05/24,52560
2013/05/25,50238
2013/05/26,47809
2013/05/27,47332
2013/05/28,48155
2013/05/29,49618
2013/05/30,50179
2013/05/31,50446
2013/06/01,49092
2013/06/02,47146
2013/06/03,47880
2013/06/04,48959
2013/06/05,48939
2013/06/06,49359
2013/06/07,49862
2013/06/08,47119
2013/06/09,44618
2013/06/10,44007
2013/06/11,44360
2013/06/12,44109
2013/06/13,44641
2013/06/14,47435
2013/06/15,44917
2013/06/16,42197
2013/06/17,41923
2013/06/18,42666
2013/06/19,44167
2013/06/20,44881
2013/06/21,45943
2013/06/22,44460
2013/06/23,41937
2013/06/24,42627
2013/06/25,42890
2013/06/26,43462
2013/06/27,43461
2013/06/28,45045
2013/06/29,43525
2013/06/30,41217
2013/07/01,42964
2013/07/02,43473
2013/07/03,44271
2013/07/04,43722
2013/07/05,43451
2013/07/06,41336
2013/07/07,38709
2013/07/08,40335
2013/07/09,42165
2013/07/10,43244
2013/07/11,46169
2013/07/12,49688
2013/07/13,47991
2013/07/14,43984
2013/07/15,43378
2013/07/16,44617
2013/07/17,44889
2013/07/18,44943
2013/07/19,44587
2013/07/20,41686
2013/07/21,40214
2013/07/22,40980
2013/07/23,42243
2013/07/24,43273
2013/07/25,44251
2013/07/26,44371
2013/07/27,42248
2013/07/28,40364
2013/07/29,42321
2013/07/30,44683
2013/07/31,48352
2013/08/01,51963
2013/08/02,53601
2013/08/03,51209
2013/08/04,48609
2013/08/05,50236
2013/08/06,51302
2013/08/07,52419
2013/08/08,52743
2013/08/09,51505
2013/08/10,50008
2013/08/11,46896
2013/08/12,55246
2013/08/13,54357
2013/08/14,54617
2013/08/15,54563
2013/08/16,56320
2013/08/17,53424
2013/08/18,50202
2013/08/19,52945
2013/08/20,54178
2013/08/21,55250
2013/08/22,56967
2013/08/23,56050
2013/08/24,53017
2013/08/25,49710
2013/08/26,50406
2013/08/27,52772
2013/08/28,54685
2013/08/29,54418
2013/08/30,56665
2013/08/31,57090
2013/09/01,51585
2013/09/02,48567
2013/09/03,47590
2013/09/04,47946
2013/09/05,47853
2013/09/06,47501
2013/09/07,45651
2013/09/08,42803
2013/09/09,43221
2013/09/10,43212
2013/09/11,44611
2013/09/12,45908
2013/09/13,45729
2013/09/14,42903
2013/09/15,40493
2013/09/16,41714
2013/09/17,43372
2013/09/18,45236
2013/09/19,46976
2013/09/20,47496
2013/09/21,45856
2013/09/22,43559
2013/09/23,45335
2013/09/24,46790
2013/09/25,46980
2013/09/26,47958
2013/09/27,48304
2013/09/28,46640
2013/09/29,45163
2013/09/30,46612
2013/10/01,49218
2013/10/02,51848
2013/10/03,51186
2013/10/04,49856
2013/10/05,46576
2013/10/06,43848
2013/10/07,44287
2013/10/08,45229
2013/10/09,46613
2013/10/10,47804
2013/10/11,48135
2013/10/12,46465
2013/10/13,45267
2013/10/14,46567
2013/10/15,48254
2013/10/16,50280
2013/10/17,49790
2013/10/18,50445
2013/10/19,51098
2013/10/20,48554
2013/10/21,49813
2013/10/22,51766
2013/10/23,53763
2013/10/24,57625
2013/10/25,58653
2013/10/26,54988
2013/10/27,51298
2013/10/28,51521
2013/10/29,51977
2013/10/30,53676
2013/10/31,55026
2013/11/01,54955
2013/11/02,53341
2013/11/03,52335
2013/11/04,55364
2013/11/05,60601
2013/11/06,64380
2013/11/07,70044
2013/11/08,73207
2013/11/09,74537
2013/11/10,73270
2013/11/11,70905
2013/11/12,71303
2013/11/13,72840
2013/11/14,76167
2013/11/15,76664
2013/11/16,73867
2013/11/17,72348
2013/11/18,82062
2013/11/19,94844
2013/11/20,97719
2013/11/21,97886
2013/11/22,99461
2013/11/23,99539
2013/11/24,93989
2013/11/25,93725
2013/11/26,100014
2013/11/27,108466
2013/11/28,114473
2013/11/29,116375
2013/11/30,112465
2013/12/01,109883
2013/12/02,108779
2013/12/03,109512
2013/12/04,111208
2013/12/05,113709
2013/12/06,111219
2013/12/07,107072
2013/12/08,97296
2013/12/09,96447
2013/12/10,95836
2013/12/11,95408
2013/12/12,92175
2013/12/13,91341
2013/12/14,89370
2013/12/15,86618
2013/12/16,90103
2013/12/17,92518
2013/12/18,98439
2013/12/19,98594
2013/12/20,95976
2013/12/21,91460
2013/12/22,86490
2013/12/23,84378
2013/12/24,84228
2013/12/25,84532
2013/12/26,82953
2013/12/27,82159
2013/12/28,79086
2013/12/29,76049
2013/12/30,78432
2013/12/31,77276
2014/01/01,73238
2014/01/02,76098
2014/01/03,79915
2014/01/04,78389
2014/01/05,79987
2014/01/06,84778
2014/01/07,84896
2014/01/08,84596
2014/01/09,84409
2014/01/10,83025
2014/01/11,81940
2014/01/12,78882
2014/01/13,78610
2014/01/14,78525
2014/01/15,79662
2014/01/16,78656
2014/01/17,78445
2014/01/18,75643
2014/01/19,73962
2014/01/20,79536
2014/01/21,85441
2014/01/22,87924
2014/01/23,87817
2014/01/24,88126
2014/01/25,84981
2014/01/26,83483
2014/01/27,86098
2014/01/28,89337
2014/01/29,88927
2014/01/30,90348
2014/01/31,91846
2014/02/01,91053
2014/02/02,89482
2014/02/03,91380
2014/02/04,96220
2014/02/05,97251
2014/02/06,99614
2014/02/07,102300
2014/02/08,100649
2014/02/09,95347
2014/02/10,95485
2014/02/11,95641
2014/02/12,94263
2014/02/13,95038
2014/02/14,98034
2014/02/15,97810
2014/02/16,92649
2014/02/17,92020
2014/02/18,93576
2014/02/19,100107
2014/02/20,106141
2014/02/21,110702
2014/02/22,108694
2014/02/23,109740
2014/02/24,116413
2014/02/25,124068
2014/02/26,126554
2014/02/27,124266
2014/02/28,121527
2014/03/01,121140
2014/03/02,116128
2014/03/03,123958
2014/03/04,132154
2014/03/05,133192
2014/03/06,132510
2014/03/07,130436
2014/03/08,127534
2014/03/09,123887
2014/03/10,121581
2014/03/11,120925
2014/03/12,123399
2014/03/13,123887
2014/03/14,118931
2014/03/15,110972
2014/03/16,104223
2014/03/17,104999
2014/03/18,100002
2014/03/19,99592
2014/03/20,99636
2014/03/21,105262
2014/03/22,103656
2014/03/23,99798
2014/03/24,102196
2014/03/25,104181
2014/03/26,106215
2014/03/27,111680
2014/03/28,113847
2014/03/29,108073
2014/03/30,102103
2014/03/31,105241
2014/04/01,108705
2014/04/02,111552
2014/04/03,106234
2014/04/04,110005
2014/04/05,107920
2014/04/06,106531
2014/04/07,106659
2014/04/08,108051
2014/04/09,111639
2014/04/10,114803
2014/04/11,115584
2014/04/12,108645
2014/04/13,105191
2014/04/14,110885
2014/04/15,113941
2014/04/16,114034
2014/04/17,111174
2014/04/18,108539
2014/04/19,104694
2014/04/20,100699
2014/04/21,98998
2014/04/22,105629
2014/04/23,105178
2014/04/24,104793
2014/04/25,107826
2014/04/26,102691
