Date,sentbyaddress90rsi
2010/07/17,50.27
2010/07/18,50.368
2010/07/19,50.741
2010/07/20,50.97
2010/07/21,50.395
2010/07/22,50.312
2010/07/23,50.291
2010/07/24,51.003
2010/07/25,54.179
2010/07/26,50.208
2010/07/27,50.238
2010/07/28,50.032
2010/07/29,50.097
2010/07/30,49.894
2010/07/31,49.812
2010/08/01,50.002
2010/08/02,50.013
2010/08/03,50.745
2010/08/04,50.371
2010/08/05,50.593
2010/08/06,50.09
2010/08/07,49.736
2010/08/08,50.144
2010/08/09,50.302
2010/08/10,49.887
2010/08/11,50.07
2010/08/12,50.044
2010/08/13,50.562
2010/08/14,50.043
2010/08/15,49.661
2010/08/16,50.324
2010/08/17,49.939
2010/08/18,50.14
2010/08/19,49.881
2010/08/20,50.135
2010/08/21,49.973
2010/08/22,49.949
2010/08/23,50.036
2010/08/24,49.985
2010/08/25,49.992
2010/08/26,49.915
2010/08/27,49.718
2010/08/28,49.908
2010/08/29,49.679
2010/08/30,49.928
2010/08/31,50.163
2010/09/01,50.09
2010/09/02,49.733
2010/09/03,49.923
2010/09/04,49.675
2010/09/05,49.862
2010/09/06,49.737
2010/09/07,49.685
2010/09/08,49.901
2010/09/09,49.926
2010/09/10,49.923
2010/09/11,49.807
2010/09/12,50.147
2010/09/13,50.454
2010/09/14,50.197
2010/09/15,50.353
2010/09/16,50.1
2010/09/17,49.934
2010/09/18,50.007
2010/09/19,49.903
2010/09/20,50.468
2010/09/21,52.108
2010/09/22,51.65
2010/09/23,51.186
2010/09/24,50.672
2010/09/25,50.796
2010/09/26,50.117
2010/09/27,51.101
2010/09/28,50.259
2010/09/29,52.015
2010/09/30,50.047
2010/10/01,50.87
2010/10/02,50.682
2010/10/03,50.298
2010/10/04,50.301
2010/10/05,50.294
2010/10/06,50.223
2010/10/07,49.896
2010/10/08,50.064
2010/10/09,50.245
2010/10/10,50.077
2010/10/11,49.985
2010/10/12,50.078
2010/10/13,50.124
2010/10/14,50.045
2010/10/15,49.982
2010/10/16,50.314
2010/10/17,50.41
2010/10/18,51.069
2010/10/19,52.871
2010/10/20,51.757
2010/10/21,50.945
2010/10/22,51.216
2010/10/23,50.848
2010/10/24,50.879
2010/10/25,50.221
2010/10/26,50.84
2010/10/27,51.132
2010/10/28,50.718
2010/10/29,50.318
2010/10/30,50.009
2010/10/31,49.54
2010/11/01,49.76
2010/11/02,49.445
2010/11/03,49.766
2010/11/04,49.693
2010/11/05,50.14
2010/11/06,49.995
2010/11/07,50.116
2010/11/08,50.322
2010/11/09,49.922
2010/11/10,49.995
2010/11/11,49.861
2010/11/12,49.396
2010/11/13,49.673
2010/11/14,49.963
2010/11/15,62.343
2010/11/16,57.995
2010/11/17,49.932
2010/11/18,49.819
2010/11/19,49.668
2010/11/20,50.371
2010/11/21,50.141
2010/11/22,49.7
2010/11/23,49.697
2010/11/24,50.194
2010/11/25,50.383
2010/11/26,51.111
2010/11/27,49.978
2010/11/28,49.995
2010/11/29,49.963
2010/11/30,50.047
2010/12/01,50.311
2010/12/02,49.982
2010/12/03,49.785
2010/12/04,49.931
2010/12/05,49.916
2010/12/06,50.034
2010/12/07,50.491
2010/12/08,50.279
2010/12/09,50.121
2010/12/10,49.83
2010/12/11,50.687
2010/12/12,50.806
2010/12/13,50.865
2010/12/14,50.952
2010/12/15,50.88
2010/12/16,50.341
2010/12/17,50.043
2010/12/18,50.285
2010/12/19,50.386
2010/12/20,51.682
2010/12/21,50.808
2010/12/22,50.925
2010/12/23,50.625
2010/12/24,50.355
2010/12/25,51.016
2010/12/26,50.823
