Date,hashrate30sma
2010/07/17,442708104
2010/07/18,490250927
2010/07/19,537484411
2010/07/20,587502010
2010/07/21,639889951
2010/07/22,692298583
2010/07/23,744642641
2010/07/24,794606570
2010/07/25,853013432
2010/07/26,922082236
2010/07/27,997821073
2010/07/28,1057476140
2010/07/29,1122068669
2010/07/30,1189437904
2010/07/31,1258440285
2010/08/01,1341340552
2010/08/02,1434667850
2010/08/03,1525345790
2010/08/04,1611246697
2010/08/05,1709029641
2010/08/06,1809536618
2010/08/07,1890494379
2010/08/08,1987756076
2010/08/09,2095298870
2010/08/10,2198753404
2010/08/11,2308093492
2010/08/12,2392407942
2010/08/13,2478275004
2010/08/14,2572399397
2010/08/15,2703113706
2010/08/16,2734703019
2010/08/17,2801111504
2010/08/18,2860273710
2010/08/19,2920775855
2010/08/20,3000784338
2010/08/21,3099030120
2010/08/22,3207531294
2010/08/23,3332378787
2010/08/24,3449707667
2010/08/25,3563629948
2010/08/26,3664491222
2010/08/27,3794136466
2010/08/28,3908868114
2010/08/29,4003888158
2010/08/30,4085268279
2010/08/31,4173041893
2010/09/01,4251945492
2010/09/02,4317122191
2010/09/03,4390784714
2010/09/04,4464950017
2010/09/05,4536683851
2010/09/06,4619594493
2010/09/07,4674707624
2010/09/08,4742897288
2010/09/09,4813069848
2010/09/10,4876217641
2010/09/11,4945636940
2010/09/12,5019739993
2010/09/13,5087578265
2010/09/14,5113350087
2010/09/15,5204228607
2010/09/16,5315364436
2010/09/17,5463411445
2010/09/18,5612361689
2010/09/19,5806171778
2010/09/20,5967220391
2010/09/21,6089421503
2010/09/22,6169893849
2010/09/23,6293146011
2010/09/24,6462491347
2010/09/25,6617336343
2010/09/26,6729891452
2010/09/27,6882289785
2010/09/28,7074035688
2010/09/29,7336529884
2010/09/30,7480766910
2010/10/01,7647627196
2010/10/02,7760542571
2010/10/03,7837355514
2010/10/04,7962826449
2010/10/05,8082742761
2010/10/06,8234870795
2010/10/07,8443644931
2010/10/08,8611855388
2010/10/09,8771953567
2010/10/10,8948834974
2010/10/11,9119862038
2010/10/12,9278019855
2010/10/13,9449906469
2010/10/14,9658657838
2010/10/15,9884709356
2010/10/16,10147773240
2010/10/17,10528246073
2010/10/18,10859803327
2010/10/19,11072607016
2010/10/20,11337505236
2010/10/21,11834830065
2010/10/22,12153092330
2010/10/23,12455347050
2010/10/24,12738790762
2010/10/25,13150404179
2010/10/26,13651371863
2010/10/27,14136863207
2010/10/28,14531633625
2010/10/29,14929202504
2010/10/30,15464115045
2010/10/31,16224815275
2010/11/01,16852562197
2010/11/02,17516429438
2010/11/03,18178866619
2010/11/04,18876961721
2010/11/05,19633508321
2010/11/06,20341332003
2010/11/07,21218297179
2010/11/08,22177750579
2010/11/09,23381455895
2010/11/10,24464063520
2010/11/11,25796243124
2010/11/12,26844710945
2010/11/13,27879787855
2010/11/14,29261565801
2010/11/15,30439616142
2010/11/16,31245143571
2010/11/17,32385759609
2010/11/18,33963194460
2010/11/19,35675864837
2010/11/20,36300783367
2010/11/21,37251793200
2010/11/22,38389659833
2010/11/23,39461646594
2010/11/24,40592189395
2010/11/25,41598896390
2010/11/26,43023961684
2010/11/27,44464432207
2010/11/28,45566461405
2010/11/29,46911048366
2010/11/30,48369474242
2010/12/01,49896799050
2010/12/02,51604626369
2010/12/03,53188656998
2010/12/04,55050350961
2010/12/05,57078274457
2010/12/06,59231518223
2010/12/07,61087684776
2010/12/08,63003265139
2010/12/09,64827822585
2010/12/10,66847282439
2010/12/11,68454171376
2010/12/12,70610393637
2010/12/13,72414480358
2010/12/14,73744290674
2010/12/15,75732687624
2010/12/16,78071150083
2010/12/17,79898069699
2010/12/18,81050067442
2010/12/19,82198802098
2010/12/20,84405923612
2010/12/21,86611500306
2010/12/22,89154748135
2010/12/23,90918271707
2010/12/24,92606955291
2010/12/25,94564429506
2010/12/26,95935393242
2010/12/27,97475984046
2010/12/28,99739754982
2010/12/29,101593269294
2010/12/30,102937527286
2010/12/31,104505453711
2011/01/01,106057987781
2011/01/02,107809156626
2011/01/03,109490154681
2011/01/04,110317761077
2011/01/05,111070855909
2011/01/06,112209016285
2011/01/07,112944626715
2011/01/08,114321629487
2011/01/09,115077949441
2011/01/10,116403802688
2011/01/11,117217266010
2011/01/12,118498701497
2011/01/13,120141574135
2011/01/14,121320631120
2011/01/15,122571683044
2011/01/16,124209145717
2011/01/17,126249216949
2011/01/18,127727844392
2011/01/19,129000989913
2011/01/20,130533181219
2011/01/21,132034921543
2011/01/22,133438056056
2011/01/23,135192269434
2011/01/24,136755425905
2011/01/25,138171558554
2011/01/26,140015892447
2011/01/27,141690799262
2011/01/28,143428820355
2011/01/29,145096235413
2011/01/30,147051385947
2011/01/31,148451549852
2011/02/01,150642430431
2011/02/02,151981696945
2011/02/03,153746550120
2011/02/04,156248547884
2011/02/05,159004881463
2011/02/06,161553912838
2011/02/07,163666975248
2011/02/08,167308352961
2011/02/09,170379369712
2011/02/10,174053702943
2011/02/11,177573514606
2011/02/12,181158885872
2011/02/13,184790483668
2011/02/14,188275043657
2011/02/15,192032041747
2011/02/16,196313651413
2011/02/17,201998564928
2011/02/18,209429918553
2011/02/19,215229448553
2011/02/20,220582135680
2011/02/21,227368297819
2011/02/22,234563414586
2011/02/23,242750598280
2011/02/24,251305240386
2011/02/25,259115164027
2011/02/26,268271493963
2011/02/27,283430945211
2011/02/28,294300453965
2011/03/01,301436996755
2011/03/02,310194448153
2011/03/03,319393311918
2011/03/04,332084335585
2011/03/05,349016757912
2011/03/06,368346916803
2011/03/07,384732139453
2011/03/08,396401092602
2011/03/09,407068093423
2011/03/10,416073139185
2011/03/11,424043435336
2011/03/12,432465282140
2011/03/13,440943929447
2011/03/14,446754675541
2011/03/15,451914331867
2011/03/16,460290721844
2011/03/17,467727349007
2011/03/18,475802892239
2011/03/19,479634264897
2011/03/20,483148527890
2011/03/21,490448016837
2011/03/22,496461935747
2011/03/23,502269864800
2011/03/24,510142095042
2011/03/25,514184265929
2011/03/26,518159028625
2011/03/27,521782280431
2011/03/28,524276123577
2011/03/29,522252433746
2011/03/30,523562742542
2011/03/31,531812187252
2011/04/01,538651393277
2011/04/02,543621130111
2011/04/03,544856181868
2011/04/04,543064477713
2011/04/05,539194701784
2011/04/06,538396575573
2011/04/07,540836400401
2011/04/08,544362270489
2011/04/09,549777433920
2011/04/10,556579467437
2011/04/11,562143027547
2011/04/12,568270837831
2011/04/13,580056870931
2011/04/14,589961709364
2011/04/15,593090037826
2011/04/16,598368465549
2011/04/17,604148482526
2011/04/18,613606441423
2011/04/19,619722967284
2011/04/20,624499219483
2011/04/21,631111306836
2011/04/22,638557643106
2011/04/23,644363472036
2011/04/24,652688626502
2011/04/25,661735253469
2011/04/26,675302725035
2011/04/27,687123857946
2011/04/28,693154150782
2011/04/29,704874123924
2011/04/30,717741959119
2011/05/01,730030504507
2011/05/02,744325121942
2011/05/03,760394081585
2011/05/04,774949010125
2011/05/05,791258906445
2011/05/06,807449002060
2011/05/07,826704285777
2011/05/08,843684310554
2011/05/09,866900742655
2011/05/10,899958291963
2011/05/11,926627773813
2011/05/12,950059199805
2011/05/13,973349526744
2011/05/14,1010525534135
2011/05/15,1051023845606
2011/05/16,1089566151598
2011/05/17,1132338618585
2011/05/18,1182467413429
2011/05/19,1246346360613
2011/05/20,1307559797626
2011/05/21,1370054100091
2011/05/22,1445485647692
2011/05/23,1524634452856
2011/05/24,1616411242428
2011/05/25,1712490801083
2011/05/26,1825682236913
2011/05/27,1960868325979
2011/05/28,2054831110416
2011/05/29,2143742166075
2011/05/30,2227536027881
2011/05/31,2305165055653
2011/06/01,2391075030436
2011/06/02,2494625542884
2011/06/03,2603060077783
2011/06/04,2716437695255
2011/06/05,2830712438864
2011/06/06,2981867151722
2011/06/07,3116746239676
2011/06/08,3241176352097
2011/06/09,3381313813209
2011/06/10,3541864620679
2011/06/11,3710280147137
2011/06/12,3890407902643
2011/06/13,4047401944815
2011/06/14,4208523259803
2011/06/15,4462352033043
2011/06/16,4724884306720
2011/06/17,4920439233013
2011/06/18,5111031741161
2011/06/19,5336988827365
2011/06/20,5585073847055
2011/06/21,5832039537590
2011/06/22,6108324851524
2011/06/23,6344730503465
2011/06/24,6662551791281
2011/06/25,6890053116534
2011/06/26,7072552116101
2011/06/27,7312319753774
2011/06/28,7552848068534
2011/06/29,7824475555001
2011/06/30,8124230745638
2011/07/01,8430292787714
2011/07/02,8689675161646
2011/07/03,8928055351630
2011/07/04,9150115228866
2011/07/05,9356276638716
2011/07/06,9520662735314
2011/07/07,9721764855534
2011/07/08,9919430616370
2011/07/09,10140114358689
2011/07/10,10306433993149
2011/07/11,10483315800234
2011/07/12,10630731853530
2011/07/13,10850527396464
2011/07/14,11054942562729
2011/07/15,11148122520970
2011/07/16,11251431752041
2011/07/17,11392049984801
2011/07/18,11541110018179
2011/07/19,11667891686927
2011/07/20,11725214941863
2011/07/21,11807097903122
2011/07/22,11844790530386
2011/07/23,11909369414027
2011/07/24,11917470830818
2011/07/25,12007764313676
2011/07/26,12125890983054
2011/07/27,12280219835981
2011/07/28,12392213736968
2011/07/29,12448080688796
2011/07/30,12465970535707
2011/07/31,12508220012887
2011/08/01,12637483629540
2011/08/02,12740588791543
2011/08/03,12852112871153
2011/08/04,12942568810937
2011/08/05,13003150577160
2011/08/06,13042682808067
2011/08/07,13068077349483
2011/08/08,13058902643177
2011/08/09,13115677749028
2011/08/10,13223757543834
2011/08/11,13281321897969
2011/08/12,13258977157926
2011/08/13,13261630675665
2011/08/14,13240793713318
2011/08/15,13243113645945
2011/08/16,13228743661581
2011/08/17,13222210953628
2011/08/18,13228468799170
2011/08/19,13249721935254
2011/08/20,13241776935806
2011/08/21,13269575400875
2011/08/22,13372949989333
2011/08/23,13425294015529
2011/08/24,13392304073502
2011/08/25,13324987796124
2011/08/26,13251569990345
2011/08/27,13170270169586
2011/08/28,13078546887163
2011/08/29,13028518768400
2011/08/30,12991022258993
2011/08/31,12917085876027
2011/09/01,12836754594622
2011/09/02,12785368407220
2011/09/03,12772092402153
2011/09/04,12754099392361
2011/09/05,12770478095404
2011/09/06,12820792365682
2011/09/07,12858065388606
2011/09/08,12806163106929
2011/09/09,12716545953739
2011/09/10,12715705595523
