Date,size
2014/04/29,227145
2014/04/30,270251
2014/05/01,191897
2014/05/02,211466
2014/05/03,203445
2014/05/04,201481
2014/05/05,298957
2014/05/06,219138
2014/05/07,244147
2014/05/08,231193
2014/05/09,217006
2014/05/10,170673
2014/05/11,217898
2014/05/12,256510
2014/05/13,231737
2014/05/14,263230
2014/05/15,247251
2014/05/16,209941
2014/05/17,188935
2014/05/18,185382
2014/05/19,240557
2014/05/20,248862
2014/05/21,236716
2014/05/22,244693
2014/05/23,250943
2014/05/24,192842
2014/05/25,219267
2014/05/26,249788
2014/05/27,296678
2014/05/28,248998
2014/05/29,271715
2014/05/30,220048
2014/05/31,208313
2014/06/01,204952
2014/06/02,199545
2014/06/03,234740
2014/06/04,204349
2014/06/05,262875
2014/06/06,273169
2014/06/07,184348
2014/06/08,228288
2014/06/09,232540
2014/06/10,238968
2014/06/11,251694
2014/06/12,230336
2014/06/13,230976
2014/06/14,175457
2014/06/15,171720
2014/06/16,216368
2014/06/17,214537
2014/06/18,234775
2014/06/19,226283
2014/06/20,178353
2014/06/21,168056
2014/06/22,176799
2014/06/23,204279
2014/06/24,201971
2014/06/25,203486
2014/06/26,205682
2014/06/27,183965
2014/06/28,178257
2014/06/29,196774
2014/06/30,325668
2014/07/01,329320
2014/07/02,291599
2014/07/03,267185
2014/07/04,197691
2014/07/05,184061
2014/07/06,232405
2014/07/07,254198
2014/07/08,285312
2014/07/09,256506
2014/07/10,253741
2014/07/11,233392
2014/07/12,193821
2014/07/13,212804
2014/07/14,262953
2014/07/15,258579
2014/07/16,259410
2014/07/17,226163
2014/07/18,224432
2014/07/19,191313
2014/07/20,213956
2014/07/21,243755
2014/07/22,271469
2014/07/23,260534
2014/07/24,269949
2014/07/25,230586
2014/07/26,228200
2014/07/27,218577
2014/07/28,254071
2014/07/29,241481
2014/07/30,230619
2014/07/31,265350
2014/08/01,243207
2014/08/02,190120
2014/08/03,198403
2014/08/04,301223
2014/08/05,323844
2014/08/06,287515
2014/08/07,249705
2014/08/08,252593
2014/08/09,191080
2014/08/10,206494
2014/08/11,247349
2014/08/12,256462
2014/08/13,316679
2014/08/14,259241
2014/08/15,258617
2014/08/16,310610
2014/08/17,212242
2014/08/18,210528
2014/08/19,221648
2014/08/20,242922
2014/08/21,251501
2014/08/22,247901
2014/08/23,195444
2014/08/24,242072
2014/08/25,290449
2014/08/26,244584
2014/08/27,253728
2014/08/28,224426
2014/08/29,211590
2014/08/30,186250
2014/08/31,179521
2014/09/01,296280
2014/09/02,282380
2014/09/03,238464
2014/09/04,249831
2014/09/05,272683
2014/09/06,195600
2014/09/07,252307
2014/09/08,296688
2014/09/09,352470
2014/09/10,306966
2014/09/11,216259
2014/09/12,242303
2014/09/13,181268
2014/09/14,274740
2014/09/15,288920
2014/09/16,296230
2014/09/17,240563
2014/09/18,236621
2014/09/19,221271
2014/09/20,208320
2014/09/21,217914
2014/09/22,261061
2014/09/23,309494
2014/09/24,285427
2014/09/25,283495
2014/09/26,310033
2014/09/27,292344
2014/09/28,328510
2014/09/29,322603
2014/09/30,297068
2014/10/01,300152
2014/10/02,298867
2014/10/03,290855
2014/10/04,276741
2014/10/05,268106
2014/10/06,279954
2014/10/07,337195
2014/10/08,308168
2014/10/09,300477
2014/10/10,285337
2014/10/11,248806
2014/10/12,286125
2014/10/13,296306
2014/10/14,368101
2014/10/15,297037
2014/10/16,284863
2014/10/17,290383
2014/10/18,224964
2014/10/19,311923
2014/10/20,337985
2014/10/21,312109
2014/10/22,289465
2014/10/23,307948
2014/10/24,269613
2014/10/25,265762
2014/10/26,333148
2014/10/27,315184
2014/10/28,353722
2014/10/29,319515
2014/10/30,298610
2014/10/31,254139
2014/11/01,242654
2014/11/02,315611
2014/11/03,303676
2014/11/04,303876
2014/11/05,350386
2014/11/06,349749
2014/11/07,338536
2014/11/08,265500
2014/11/09,315975
2014/11/10,346564
2014/11/11,385734
2014/11/12,371490
2014/11/13,381040
2014/11/14,324405
2014/11/15,287975
2014/11/16,316471
2014/11/17,367633
2014/11/18,324153
2014/11/19,338527
2014/11/20,360622
2014/11/21,367251
2014/11/22,265553
2014/11/23,333582
2014/11/24,346778
2014/11/25,378491
2014/11/26,342002
2014/11/27,346144
2014/11/28,327967
2014/11/29,273576
2014/11/30,361350
2014/12/01,415290
2014/12/02,391286
2014/12/03,473946
2014/12/04,378607
2014/12/05,323942
2014/12/06,326600
2014/12/07,350749
2014/12/08,352083
2014/12/09,358951
2014/12/10,348238
2014/12/11,327268
2014/12/12,333135
2014/12/13,284285
2014/12/14,367627
2014/12/15,410596
2014/12/16,433816
2014/12/17,461734
2014/12/18,426875
2014/12/19,398420
2014/12/20,384061
2014/12/21,352472
2014/12/22,352415
2014/12/23,391652
2014/12/24,291092
2014/12/25,235268
2014/12/26,274839
2014/12/27,290886
2014/12/28,279938
2014/12/29,284084
2014/12/30,301133
2014/12/31,269665
2015/01/01,187402
2015/01/02,265055
2015/01/03,295066
2015/01/04,282161
2015/01/05,360878
2015/01/06,314084
2015/01/07,342723
2015/01/08,390694
2015/01/09,406274
2015/01/10,398310
2015/01/11,333239
2015/01/12,388338
2015/01/13,473566
2015/01/14,420424
2015/01/15,422623
2015/01/16,394092
2015/01/17,390993
2015/01/18,320738
2015/01/19,402693
2015/01/20,450136
2015/01/21,354071
2015/01/22,396432
2015/01/23,390335
2015/01/24,372257
2015/01/25,457507
2015/01/26,491373
2015/01/27,384604
2015/01/28,273552
2015/01/29,282263
2015/01/30,312664
2015/01/31,314776
2015/02/01,300375
2015/02/02,308345
2015/02/03,403982
2015/02/04,310990
2015/02/05,298004
2015/02/06,260826
2015/02/07,284863
2015/02/08,406572
2015/02/09,366168
2015/02/10,397470
2015/02/11,347730
2015/02/12,421276
2015/02/13,501160
2015/02/14,415948
2015/02/15,468765
2015/02/16,414871
2015/02/17,445600
2015/02/18,360977
2015/02/19,315845
2015/02/20,382467
2015/02/21,401430
2015/02/22,356192
2015/02/23,404640
2015/02/24,435553
2015/02/25,355713
2015/02/26,363955
2015/02/27,375526
2015/02/28,442024
2015/03/01,394651
2015/03/02,408464
2015/03/03,406256
2015/03/04,401626
2015/03/05,476817
2015/03/06,391597
2015/03/07,387418
2015/03/08,351826
2015/03/09,446131
2015/03/10,400425
2015/03/11,407237
2015/03/12,461758
2015/03/13,373266
2015/03/14,394078
2015/03/15,350185
2015/03/16,430378
2015/03/17,411409
2015/03/18,377539
2015/03/19,457056
2015/03/20,409902
2015/03/21,345385
2015/03/22,390409
2015/03/23,416053
2015/03/24,292723
2015/03/25,312471
2015/03/26,367955
2015/03/27,301023
2015/03/28,341812
2015/03/29,352642
2015/03/30,415388
2015/03/31,400338
2015/04/01,469287
2015/04/02,367106
2015/04/03,409758
2015/04/04,339936
2015/04/05,377902
2015/04/06,468839
2015/04/07,393919
2015/04/08,462300
2015/04/09,439114
2015/04/10,375255
2015/04/11,392162
2015/04/12,371230
2015/04/13,413985
2015/04/14,396289
2015/04/15,448300
2015/04/16,365081
2015/04/17,422673
2015/04/18,367964
2015/04/19,367698
2015/04/20,392264
2015/04/21,381064
2015/04/22,393174
2015/04/23,457727
2015/04/24,493264
2015/04/25,328604
2015/04/26,378635
2015/04/27,436369
2015/04/28,386005
2015/04/29,494971
2015/04/30,438382
2015/05/01,338543
2015/05/02,371317
2015/05/03,345736
2015/05/04,437712
2015/05/05,385676
2015/05/06,363211
2015/05/07,420807
2015/05/08,399658
2015/05/09,381245
2015/05/10,422232
2015/05/11,393377
2015/05/12,402642
2015/05/13,355154
2015/05/14,339196
2015/05/15,369920
2015/05/16,388937
2015/05/17,311769
2015/05/18,375173
2015/05/19,450267
2015/05/20,390266
2015/05/21,334261
2015/05/22,412091
2015/05/23,433508
2015/05/24,398798
2015/05/25,425687
2015/05/26,419028
2015/05/27,437825
2015/05/28,452825
2015/05/29,422172
2015/05/30,479982
2015/05/31,379627
2015/06/01,531003
2015/06/02,468759
2015/06/03,471771
2015/06/04,432548
2015/06/05,421808
2015/06/06,287410
2015/06/07,356071
2015/06/08,372176
2015/06/09,419535
2015/06/10,490404
2015/06/11,459109
2015/06/12,479125
2015/06/13,375065
2015/06/14,406924
2015/06/15,512849
2015/06/16,573693
2015/06/17,511154
2015/06/18,484335
2015/06/19,515826
2015/06/20,440109
2015/06/21,459770
2015/06/22,589155
2015/06/23,521540
2015/06/24,385482
2015/06/25,358747
2015/06/26,416795
2015/06/27,485325
2015/06/28,412655
2015/06/29,487031
2015/06/30,598351
2015/07/01,634389
2015/07/02,476853
2015/07/03,430182
2015/07/04,388004
2015/07/05,442136
2015/07/06,507676
2015/07/07,768931
2015/07/08,737068
2015/07/09,744650
2015/07/10,644364
2015/07/11,746400
2015/07/12,776777
2015/07/13,717845
2015/07/14,715924
2015/07/15,662717
2015/07/16,699283
2015/07/17,676519
2015/07/18,654575
2015/07/19,639831
2015/07/20,438947
2015/07/21,535387
2015/07/22,463006
2015/07/23,401285
2015/07/24,376211
2015/07/25,354624
2015/07/26,433689
2015/07/27,532022
2015/07/28,574385
2015/07/29,840141
2015/07/30,777019
2015/07/31,756014
2015/08/01,729761
2015/08/02,428099
2015/08/03,454890
2015/08/04,797497
2015/08/05,800884
2015/08/06,785084
2015/08/07,498118
2015/08/08,350327
2015/08/09,368472
2015/08/10,450323
2015/08/11,410333
2015/08/12,503121
2015/08/13,443967
2015/08/14,433286
2015/08/15,391396
2015/08/16,378500
2015/08/17,425285
2015/08/18,479285
2015/08/19,414354
2015/08/20,407357
2015/08/21,365962
2015/08/22,378159
2015/08/23,408694
2015/08/24,464513
2015/08/25,485966
2015/08/26,384667
2015/08/27,438508
2015/08/28,412922
2015/08/29,350965
2015/08/30,372025
2015/08/31,454204
2015/09/01,451761
2015/09/02,755611
2015/09/03,494615
2015/09/04,355384
2015/09/05,448335
2015/09/06,411236
2015/09/07,477495
2015/09/08,692200
2015/09/09,728272
2015/09/10,698554
2015/09/11,697999
2015/09/12,662048
2015/09/13,623311
2015/09/14,742510
2015/09/15,697698
2015/09/16,675766
2015/09/17,705185
2015/09/18,556663
2015/09/19,469180
2015/09/20,479156
2015/09/21,602299
2015/09/22,486225
2015/09/23,459698
2015/09/24,487626
2015/09/25,428757
2015/09/26,437635
2015/09/27,441979
2015/09/28,514635
2015/09/29,464658
2015/09/30,513978
2015/10/01,457153
2015/10/02,527956
2015/10/03,392669
2015/10/04,372622
2015/10/05,423173
2015/10/06,542565
2015/10/07,686417
2015/10/08,658143
2015/10/09,594973
2015/10/10,632549
2015/10/11,541092
2015/10/12,575017
2015/10/13,555114
2015/10/14,526043
2015/10/15,538007
2015/10/16,577883
2015/10/17,599697
2015/10/18,532592
2015/10/19,510448
2015/10/20,689271
2015/10/21,565209
2015/10/22,546652
2015/10/23,555595
2015/10/24,525314
2015/10/25,527163
2015/10/26,477347
2015/10/27,546525
2015/10/28,592710
2015/10/29,591579
2015/10/30,517493
2015/10/31,540178
2015/11/01,541861
2015/11/02,625748
2015/11/03,683519
2015/11/04,784045
2015/11/05,729894
2015/11/06,657974
2015/11/07,536049
2015/11/08,547932
2015/11/09,623417
2015/11/10,606729
2015/11/11,524454
2015/11/12,524544
2015/11/13,493215
2015/11/14,541735
2015/11/15,498311
2015/11/16,521369
2015/11/17,557522
2015/11/18,598325
2015/11/19,609788
2015/11/20,505249
2015/11/21,468786
2015/11/22,437083
2015/11/23,515639
2015/11/24,522949
2015/11/25,558531
2015/11/26,536801
2015/11/27,649481
2015/11/28,551146
2015/11/29,453425
2015/11/30,672429
2015/12/01,566991
2015/12/02,655902
2015/12/03,643103
2015/12/04,588649
2015/12/05,574056
2015/12/06,594324
2015/12/07,688102
2015/12/08,616955
2015/12/09,687641
2015/12/10,532145
2015/12/11,637173
2015/12/12,689092
2015/12/13,688748
2015/12/14,629881
2015/12/15,621309
2015/12/16,676230
2015/12/17,676525
2015/12/18,611776
2015/12/19,653173
2015/12/20,599984
2015/12/21,766445
2015/12/22,749711
2015/12/23,686848
2015/12/24,729549
2015/12/25,528161
2015/12/26,542753
2015/12/27,447224
2015/12/28,656033
2015/12/29,620992
2015/12/30,553996
2015/12/31,554812
2016/01/01,493324
2016/01/02,579661
2016/01/03,554573
2016/01/04,556888
2016/01/05,641696
2016/01/06,662297
2016/01/07,704633
2016/01/08,583567
2016/01/09,638583
2016/01/10,522339
2016/01/11,656298
2016/01/12,606834
2016/01/13,676273
2016/01/14,718484
2016/01/15,785421
2016/01/16,745794
2016/01/17,753983
2016/01/18,665426
2016/01/19,773755
2016/01/20,862012
2016/01/21,840116
2016/01/22,661773
2016/01/23,571419
2016/01/24,619003
2016/01/25,719273
2016/01/26,742693
2016/01/27,743934
2016/01/28,796986
2016/01/29,686915
2016/01/30,567465
2016/01/31,554454
2016/02/01,776887
2016/02/02,803808
2016/02/03,645681
2016/02/04,657744
2016/02/05,646711
2016/02/06,603067
2016/02/07,700102
2016/02/08,818973
2016/02/09,696074
2016/02/10,738351
2016/02/11,639215
2016/02/12,615008
2016/02/13,630460
2016/02/14,624629
2016/02/15,762485
2016/02/16,760353
2016/02/17,773878
2016/02/18,650812
2016/02/19,767033
2016/02/20,737687
2016/02/21,845680
2016/02/22,898157
2016/02/23,883107
2016/02/24,918082
2016/02/25,798942
2016/02/26,765152
2016/02/27,673816
2016/02/28,776484
2016/02/29,913216
2016/03/01,904953
2016/03/02,900198
2016/03/03,920750
2016/03/04,786489
2016/03/05,779954
2016/03/06,628774
2016/03/07,708258
2016/03/08,680284
2016/03/09,744044
2016/03/10,676904
2016/03/11,614238
2016/03/12,573967
2016/03/13,637882
2016/03/14,726138
2016/03/15,664115
2016/03/16,668798
2016/03/17,746679
2016/03/18,739516
2016/03/19,640008
2016/03/20,660621
2016/03/21,754196
2016/03/22,713965
2016/03/23,674711
2016/03/24,674037
2016/03/25,623933
2016/03/26,625212
2016/03/27,629374
2016/03/28,674450
2016/03/29,836367
2016/03/30,748824
2016/03/31,845109
2016/04/01,768344
2016/04/02,798776
2016/04/03,726970
2016/04/04,669604
2016/04/05,741596
2016/04/06,706354
2016/04/07,758160
2016/04/08,717973
2016/04/09,635182
2016/04/10,553217
2016/04/11,770888
2016/04/12,835597
2016/04/13,707182
2016/04/14,714189
2016/04/15,792496
2016/04/16,674649
2016/04/17,659208
2016/04/18,837546
2016/04/19,749784
2016/04/20,696843
2016/04/21,731708
2016/04/22,774829
2016/04/23,654579
2016/04/24,727957
2016/04/25,874402
2016/04/26,813097
2016/04/27,875260
2016/04/28,897397
2016/04/29,812765
2016/04/30,757466
2016/05/01,625635
2016/05/02,751003
2016/05/03,778147
2016/05/04,706967
2016/05/05,704442
2016/05/06,685806
2016/05/07,646440
2016/05/08,578072
2016/05/09,638160
2016/05/10,726826
2016/05/11,812933
2016/05/12,779911
2016/05/13,762611
2016/05/14,812260
2016/05/15,777614
2016/05/16,906681
2016/05/17,867850
2016/05/18,873649
2016/05/19,955400
2016/05/20,781575
2016/05/21,891215
2016/05/22,603499
2016/05/23,646188
2016/05/24,849884
2016/05/25,870456
2016/05/26,820396
2016/05/27,948048
2016/05/28,863282
2016/05/29,679996
2016/05/30,891660
2016/05/31,866937
2016/06/01,839229
2016/06/02,826756
2016/06/03,832476
2016/06/04,840473
2016/06/05,611143
2016/06/06,705374
2016/06/07,803520
2016/06/08,802157
2016/06/09,720538
2016/06/10,822570
2016/06/11,696038
2016/06/12,829965
2016/06/13,915520
2016/06/14,955117
2016/06/15,917067
2016/06/16,957621
2016/06/17,930671
2016/06/18,867645
2016/06/19,723025
2016/06/20,780210
2016/06/21,914827
2016/06/22,945561
2016/06/23,919713
2016/06/24,942594
2016/06/25,792515
2016/06/26,762149
2016/06/27,777125
2016/06/28,759950
2016/06/29,764476
2016/06/30,797428
2016/07/01,749268
2016/07/02,694734
2016/07/03,614566
2016/07/04,739244
2016/07/05,789077
2016/07/06,797465
2016/07/07,821418
2016/07/08,779762
2016/07/09,657970
2016/07/10,585731
2016/07/11,793204
2016/07/12,775743
2016/07/13,819940
2016/07/14,798355
2016/07/15,790134
2016/07/16,688396
2016/07/17,709273
2016/07/18,819013
2016/07/19,860706
2016/07/20,798701
2016/07/21,809190
2016/07/22,863906
2016/07/23,826219
2016/07/24,791469
2016/07/25,909912
2016/07/26,922964
2016/07/27,921705
2016/07/28,875161
2016/07/29,822289
2016/07/30,870078
2016/07/31,794489
2016/08/01,814100
2016/08/02,859259
2016/08/03,790970
2016/08/04,780660
2016/08/05,700963
2016/08/06,619162
2016/08/07,768238
2016/08/08,839163
2016/08/09,880452
2016/08/10,834539
2016/08/11,860390
2016/08/12,805191
2016/08/13,665032
2016/08/14,639670
2016/08/15,809687
2016/08/16,919992
2016/08/17,949718
2016/08/18,798776
2016/08/19,790719
2016/08/20,713966
2016/08/21,614827
2016/08/22,784796
2016/08/23,828889
2016/08/24,756206
2016/08/25,867973
2016/08/26,844329
2016/08/27,686820
2016/08/28,608445
2016/08/29,808839
2016/08/30,783145
2016/08/31,834663
2016/09/01,849162
2016/09/02,726568
2016/09/03,769859
2016/09/04,579273
2016/09/05,880216
2016/09/06,866867
2016/09/07,809249
2016/09/08,814024
2016/09/09,812951
2016/09/10,646521
2016/09/11,591634
2016/09/12,690745
2016/09/13,780788
2016/09/14,764124
2016/09/15,752896
2016/09/16,774544
2016/09/17,754301
2016/09/18,678224
2016/09/19,834958
2016/09/20,782574
2016/09/21,711269
2016/09/22,762499
2016/09/23,805178
2016/09/24,635804
2016/09/25,570823
2016/09/26,770752
2016/09/27,764157
2016/09/28,782223
2016/09/29,832733
2016/09/30,843274
2016/10/01,711194
2016/10/02,718449
2016/10/03,864471
2016/10/04,823856
2016/10/05,788829
2016/10/06,827318
2016/10/07,867413
2016/10/08,761159
2016/10/09,682170
2016/10/10,858339
2016/10/11,923006
2016/10/12,864463
2016/10/13,911957
2016/10/14,858612
2016/10/15,781569
2016/10/16,758815
2016/10/17,929590
2016/10/18,841766
2016/10/19,807319
2016/10/20,977349
2016/10/21,791003
2016/10/22,793790
2016/10/23,792254
2016/10/24,886287
2016/10/25,943845
2016/10/26,974315
2016/10/27,977543
2016/10/28,816431
2016/10/29,772957
2016/10/30,626321
2016/10/31,810901
2016/11/01,856969
2016/11/02,903626
2016/11/03,832530
2016/11/04,956025
2016/11/05,792371
2016/11/06,730706
2016/11/07,886636
2016/11/08,866183
2016/11/09,891716
2016/11/10,804454
2016/11/11,754730
2016/11/12,710320
2016/11/13,773316
2016/11/14,790145
2016/11/15,854329
2016/11/16,791266
2016/11/17,898316
2016/11/18,932310
2016/11/19,852791
2016/11/20,902223
2016/11/21,922410
2016/11/22,958802
2016/11/23,950994
2016/11/24,951631
2016/11/25,942700
2016/11/26,944915
2016/11/27,821422
2016/11/28,909028
2016/11/29,906094
2016/11/30,912165
2016/12/01,899426
2016/12/02,976486
2016/12/03,880779
2016/12/04,856916
2016/12/05,882605
2016/12/06,962678
2016/12/07,884110
2016/12/08,850095
2016/12/09,930241
2016/12/10,898399
2016/12/11,683957
2016/12/12,805932
2016/12/13,814819
2016/12/14,901545
2016/12/15,955343
2016/12/16,966534
2016/12/17,816951
2016/12/18,861334
2016/12/19,914692
2016/12/20,970297
2016/12/21,963883
2016/12/22,919753
2016/12/23,887907
2016/12/24,854807
2016/12/25,648043
2016/12/26,855780
2016/12/27,876556
2016/12/28,868397
2016/12/29,940315
2016/12/30,871625
2016/12/31,803833
2017/01/01,698457
2017/01/02,944795
2017/01/03,906491
2017/01/04,985980
2017/01/05,984114
2017/01/06,984248
2017/01/07,987163
2017/01/08,810337
2017/01/09,922920
2017/01/10,959638
2017/01/11,922933
2017/01/12,801596
2017/01/13,840405
2017/01/14,742684
2017/01/15,676985
2017/01/16,758252
2017/01/17,900159
2017/01/18,893760
2017/01/19,834286
2017/01/20,722190
2017/01/21,693006
2017/01/22,674477
2017/01/23,908601
2017/01/24,973575
2017/01/25,987758
2017/01/26,993055
2017/01/27,837597
2017/01/28,877383
2017/01/29,862409
2017/01/30,955029
2017/01/31,959463
2017/02/01,962207
2017/02/02,913874
2017/02/03,970736
2017/02/04,952073
2017/02/05,957862
2017/02/06,979118
2017/02/07,945598
2017/02/08,961046
2017/02/09,955947
2017/02/10,967462
2017/02/11,963578
2017/02/12,872376
2017/02/13,910379
2017/02/14,884650
2017/02/15,940005
2017/02/16,973865
2017/02/17,968992
2017/02/18,961896
2017/02/19,930799
2017/02/20,951246
2017/02/21,949585
2017/02/22,977077
2017/02/23,960629
2017/02/24,971096
2017/02/25,966249
2017/02/26,921668
2017/02/27,945066
2017/02/28,968151
2017/03/01,979063
2017/03/02,955529
2017/03/03,985207
2017/03/04,985821
2017/03/05,983218
2017/03/06,965450
2017/03/07,974779
2017/03/08,979344
2017/03/09,991715
2017/03/10,991738
2017/03/11,997493
2017/03/12,960064
2017/03/13,982789
2017/03/14,962366
2017/03/15,983901
2017/03/16,988177
2017/03/17,995466
2017/03/18,941963
2017/03/19,888973
2017/03/20,977304
2017/03/21,981921
2017/03/22,982014
2017/03/23,965006
2017/03/24,869855
2017/03/25,939842
2017/03/26,674712
2017/03/27,900867
2017/03/28,985601
2017/03/29,973087
2017/03/30,962467
2017/03/31,960445
2017/04/01,967072
2017/04/02,824191
2017/04/03,878204
2017/04/04,977778
2017/04/05,966776
2017/04/06,977662
2017/04/07,977503
2017/04/08,974347
2017/04/09,925379
2017/04/10,917483
2017/04/11,962749
2017/04/12,982484
2017/04/13,972897
2017/04/14,995026
2017/04/15,991618
2017/04/16,927336
2017/04/17,930704
2017/04/18,955457
2017/04/19,984130
2017/04/20,973907
2017/04/21,975856
2017/04/22,972950
2017/04/23,947548
2017/04/24,963007
2017/04/25,965927
2017/04/26,971772
2017/04/27,967535
2017/04/28,996592
2017/04/29,971487
2017/04/30,971811
2017/05/01,977338
2017/05/02,980155
2017/05/03,995208
2017/05/04,970964
2017/05/05,961163
2017/05/06,964850
2017/05/07,964754
2017/05/08,968061
2017/05/09,987704
2017/05/10,960083
2017/05/11,961160
2017/05/12,954498
2017/05/13,955007
2017/05/14,975003
2017/05/15,970629
2017/05/16,973878
2017/05/17,981799
2017/05/18,974527
2017/05/19,971178
2017/05/20,967130
2017/05/21,990281
2017/05/22,966717
2017/05/23,978602
2017/05/24,970465
2017/05/25,976793
2017/05/26,958692
2017/05/27,991378
2017/05/28,977899
2017/05/29,977818
2017/05/30,980520
2017/05/31,976614
2017/06/01,977664
2017/06/02,981906
2017/06/03,980970
2017/06/04,982276
2017/06/05,964347
2017/06/06,989961
2017/06/07,992040
2017/06/08,969731
2017/06/09,973457
2017/06/10,966372
2017/06/11,945392
2017/06/12,967512
2017/06/13,977065
2017/06/14,969273
2017/06/15,994277
2017/06/16,983005
2017/06/17,985622
2017/06/18,936554
2017/06/19,986233
2017/06/20,965356
2017/06/21,982975
2017/06/22,992495
2017/06/23,948797
2017/06/24,949756
2017/06/25,927642
2017/06/26,987141
2017/06/27,989866
2017/06/28,972504
2017/06/29,966754
2017/06/30,956231
2017/07/01,882650
2017/07/02,779501
2017/07/03,815687
2017/07/04,896947
2017/07/05,909457
2017/07/06,956222
2017/07/07,936977
2017/07/08,858812
2017/07/09,749534
2017/07/10,746575
2017/07/11,890025
2017/07/12,881481
2017/07/13,855253
2017/07/14,900126
2017/07/15,974904
2017/07/16,840187
2017/07/17,945205
2017/07/18,959345
2017/07/19,939217
2017/07/20,929373
2017/07/21,976434
2017/07/22,925671
2017/07/23,683269
2017/07/24,894341
2017/07/25,934171
2017/07/26,967256
2017/07/27,923524
2017/07/28,916780
2017/07/29,872120
2017/07/30,810254
2017/07/31,926639
2017/08/01,725209
2017/08/02,878001
2017/08/03,868772
2017/08/04,924065
2017/08/05,881149
2017/08/06,786351
2017/08/07,943615
2017/08/08,979165
2017/08/09,954083
2017/08/10,981199
2017/08/11,967088
2017/08/12,979832
2017/08/13,983237
2017/08/14,955180
2017/08/15,974987
2017/08/16,966645
2017/08/17,978599
2017/08/18,959904
2017/08/19,966372
2017/08/20,961366
2017/08/21,976404
2017/08/22,998092
2017/08/23,986428
2017/08/24,938232
2017/08/25,928000
2017/08/26,997706
2017/08/27,989341
2017/08/28,979974
2017/08/29,996219
2017/08/30,980927
2017/08/31,978432
2017/09/01,968851
2017/09/02,805682
2017/09/03,761028
2017/09/04,923023
2017/09/05,758939
2017/09/06,897663
2017/09/07,803085
2017/09/08,905502
2017/09/09,720245
2017/09/10,775611
2017/09/11,817745
2017/09/12,698755
2017/09/13,700989
2017/09/14,784427
2017/09/15,827811
2017/09/16,687613
2017/09/17,569002
2017/09/18,892449
2017/09/19,929931
2017/09/20,922450
2017/09/21,747806
2017/09/22,780109
2017/09/23,602838
2017/09/24,636403
2017/09/25,888244
2017/09/26,929559
2017/09/27,817506
2017/09/28,815606
2017/09/29,794499
2017/09/30,752577
2017/10/01,878431
2017/10/02,955108
2017/10/03,840252
2017/10/04,792007
2017/10/05,966673
2017/10/06,872025
2017/10/07,796868
2017/10/08,722019
2017/10/09,864917
2017/10/10,902968
2017/10/11,951851
2017/10/12,913506
2017/10/13,951585
2017/10/14,948494
2017/10/15,831224
2017/10/16,842565
2017/10/17,900497
2017/10/18,921393
2017/10/19,905830
2017/10/20,900019
2017/10/21,931377
2017/10/22,930528
2017/10/23,903649
2017/10/24,969680
2017/10/25,921459
2017/10/26,697280
2017/10/27,963083
2017/10/28,954359
2017/10/29,951419
2017/10/30,966809
2017/10/31,975477
2017/11/01,966554
2017/11/02,953509
2017/11/03,958895
2017/11/04,956530
2017/11/05,958893
2017/11/06,959028
2017/11/07,947449
2017/11/08,953969
2017/11/09,948715
2017/11/10,957897
2017/11/11,955967
2017/11/12,961424
2017/11/13,961228
2017/11/14,947941
2017/11/15,961319
2017/11/16,945289
2017/11/17,959494
2017/11/18,972039
2017/11/19,965985
2017/11/20,945862
2017/11/21,962086
2017/11/22,967813
2017/11/23,961757
2017/11/24,956760
2017/11/25,966995
2017/11/26,957944
2017/11/27,958452
2017/11/28,963751
2017/11/29,966491
2017/11/30,974912
2017/12/01,972686
2017/12/02,961585
2017/12/03,970221
2017/12/04,974881
2017/12/05,963049
2017/12/06,963853
2017/12/07,947623
2017/12/08,963467
2017/12/09,972997
2017/12/10,970716
2017/12/11,969819
2017/12/12,968749
2017/12/13,978753
2017/12/14,969229
2017/12/15,970441
2017/12/16,971096
2017/12/17,969545
2017/12/18,968767
2017/12/19,968040
2017/12/20,973454
2017/12/21,954314
2017/12/22,976936
2017/12/23,977629
2017/12/24,976364
2017/12/25,970845
2017/12/26,971543
2017/12/27,958074
2017/12/28,969909
2017/12/29,973728
2017/12/30,958150
2017/12/31,960776
2018/01/01,966169
2018/01/02,968332
2018/01/03,975882
2018/01/04,975713
2018/01/05,974894
2018/01/06,971532
2018/01/07,973489
2018/01/08,955491
2018/01/09,971298
2018/01/10,970310
2018/01/11,957442
2018/01/12,979452
2018/01/13,947784
2018/01/14,972098
2018/01/15,968469
2018/01/16,964211
2018/01/17,961005
2018/01/18,965294
2018/01/19,965425
2018/01/20,947155
2018/01/21,948330
2018/01/22,970602
2018/01/23,973223
2018/01/24,966769
2018/01/25,953261
2018/01/26,960456
2018/01/27,939838
2018/01/28,935922
2018/01/29,925391
2018/01/30,901063
2018/01/31,944705
2018/02/01,958674
2018/02/02,941242
2018/02/03,916645
2018/02/04,889806
2018/02/05,899185
2018/02/06,961110
2018/02/07,945530
2018/02/08,944714
2018/02/09,957285
2018/02/10,947466
2018/02/11,946795
2018/02/12,941726
2018/02/13,946217
2018/02/14,940502
2018/02/15,945634
2018/02/16,896942
2018/02/17,912798
2018/02/18,917076
2018/02/19,937515
2018/02/20,917160
2018/02/21,905555
2018/02/22,840932
2018/02/23,921250
2018/02/24,965935
2018/02/25,660554
