Date,size
2018/02/26,908912
2018/02/27,916653
2018/02/28,920691
2018/03/01,915244
2018/03/02,748187
2018/03/03,897100
2018/03/04,907250
2018/03/05,902413
2018/03/06,920991
2018/03/07,907635
2018/03/08,911747
2018/03/09,903812
2018/03/10,902103
2018/03/11,917527
2018/03/12,834110
2018/03/13,800702
2018/03/14,642697
2018/03/15,660821
2018/03/16,584100
2018/03/17,433442
2018/03/18,600309
2018/03/19,564826
2018/03/20,672613
2018/03/21,575457
2018/03/22,685224
2018/03/23,684516
2018/03/24,483981
2018/03/25,468670
2018/03/26,603813
2018/03/27,625408
2018/03/28,603242
2018/03/29,564549
2018/03/30,524121
2018/03/31,555531
2018/04/01,375247
2018/04/02,474973
2018/04/03,565505
2018/04/04,593058
2018/04/05,539654
2018/04/06,698771
2018/04/07,466690
2018/04/08,361859
2018/04/09,618370
2018/04/10,582899
2018/04/11,533398
2018/04/12,687889
2018/04/13,599442
2018/04/14,687813
2018/04/15,724206
2018/04/16,742922
2018/04/17,616977
2018/04/18,556115
2018/04/19,520125
2018/04/20,675144
2018/04/21,629873
2018/04/22,455612
2018/04/23,630214
2018/04/24,802056
2018/04/25,887093
2018/04/26,734112
2018/04/27,811835
2018/04/28,713027
2018/04/29,520760
2018/04/30,615747
2018/05/01,557445
2018/05/02,701147
2018/05/03,733131
2018/05/04,822574
2018/05/05,611823
2018/05/06,630599
2018/05/07,723610
2018/05/08,782106
2018/05/09,620067
2018/05/10,617854
2018/05/11,838274
2018/05/12,521640
2018/05/13,471471
2018/05/14,725577
2018/05/15,640992
2018/05/16,501526
2018/05/17,719166
2018/05/18,696083
2018/05/19,478420
2018/05/20,457227
2018/05/21,628185
2018/05/22,566484
2018/05/23,611034
2018/05/24,595602
2018/05/25,505600
2018/05/26,396972
2018/05/27,367679
2018/05/28,580565
2018/05/29,676449
2018/05/30,515774
2018/05/31,553455
2018/06/01,588453
2018/06/02,503723
2018/06/03,672304
2018/06/04,933077
2018/06/05,725406
2018/06/06,850900
2018/06/07,941450
2018/06/08,752551
2018/06/09,513263
2018/06/10,595312
2018/06/11,642270
2018/06/12,877130
2018/06/13,750706
2018/06/14,580322
2018/06/15,661877
2018/06/16,381750
2018/06/17,398541
2018/06/18,508974
2018/06/19,758568
2018/06/20,938352
2018/06/21,491396
2018/06/22,629705
2018/06/23,438579
2018/06/24,387458
2018/06/25,791194
2018/06/26,931120
2018/06/27,926342
2018/06/28,561689
2018/06/29,589825
2018/06/30,841851
2018/07/01,586864
2018/07/02,826901
2018/07/03,936148
2018/07/04,779920
2018/07/05,637426
2018/07/06,554946
2018/07/07,434984
2018/07/08,480685
2018/07/09,909438
2018/07/10,815377
2018/07/11,837975
2018/07/12,868217
2018/07/13,868271
2018/07/14,892932
2018/07/15,635173
2018/07/16,742385
2018/07/17,720678
2018/07/18,890893
2018/07/19,596242
2018/07/20,649260
2018/07/21,569464
2018/07/22,361544
2018/07/23,707695
2018/07/24,750648
2018/07/25,804711
2018/07/26,621427
2018/07/27,741179
2018/07/28,594438
2018/07/29,416568
2018/07/30,727266
2018/07/31,765612
2018/08/01,821987
2018/08/02,640873
2018/08/03,656039
2018/08/04,456502
2018/08/05,467620
2018/08/06,821792
2018/08/07,819190
2018/08/08,640815
2018/08/09,647423
2018/08/10,644585
2018/08/11,496684
2018/08/12,474588
2018/08/13,735630
2018/08/14,803219
2018/08/15,616456
2018/08/16,598934
2018/08/17,648174
2018/08/18,467559
2018/08/19,485097
2018/08/20,628286
2018/08/21,599173
2018/08/22,596120
2018/08/23,582677
2018/08/24,630163
2018/08/25,596237
2018/08/26,450922
2018/08/27,564830
2018/08/28,706795
2018/08/29,714998
2018/08/30,630848
2018/08/31,633720
2018/09/01,609255
2018/09/02,512143
2018/09/03,667476
2018/09/04,751912
2018/09/05,758494
2018/09/06,695575
2018/09/07,702828
2018/09/08,554456
2018/09/09,489016
2018/09/10,711622
2018/09/11,758094
2018/09/12,553112
2018/09/13,642557
2018/09/14,772376
2018/09/15,605508
2018/09/16,491915
2018/09/17,703111
2018/09/18,695562
2018/09/19,617348
2018/09/20,623055
2018/09/21,772889
2018/09/22,558180
2018/09/23,501512
2018/09/24,614946
2018/09/25,582886
2018/09/26,680780
2018/09/27,663091
2018/09/28,649784
2018/09/29,532140
2018/09/30,484096
2018/10/01,632120
2018/10/02,786916
2018/10/03,639640
2018/10/04,608590
2018/10/05,712057
2018/10/06,694225
2018/10/07,584277
2018/10/08,728521
2018/10/09,744981
2018/10/10,696348
2018/10/11,703928
2018/10/12,800491
2018/10/13,627872
2018/10/14,707509
2018/10/15,725749
2018/10/16,793440
2018/10/17,808803
2018/10/18,755795
2018/10/19,775567
2018/10/20,668708
2018/10/21,654399
2018/10/22,704954
2018/10/23,710421
2018/10/24,871942
2018/10/25,785480
2018/10/26,778272
2018/10/27,693978
2018/10/28,658009
2018/10/29,755671
2018/10/30,736163
2018/10/31,713981
2018/11/01,740358
2018/11/02,835021
2018/11/03,662372
2018/11/04,783237
2018/11/05,798833
2018/11/06,823237
2018/11/07,845533
2018/11/08,869253
2018/11/09,852298
2018/11/10,723726
2018/11/11,693608
2018/11/12,830166
2018/11/13,845026
2018/11/14,823903
2018/11/15,909081
2018/11/16,860424
2018/11/17,701252
2018/11/18,747156
2018/11/19,841793
2018/11/20,889450
2018/11/21,913929
2018/11/22,903052
2018/11/23,872986
2018/11/24,753033
2018/11/25,806718
2018/11/26,911063
2018/11/27,842139
2018/11/28,867753
2018/11/29,911816
2018/11/30,914645
2018/12/01,829836
2018/12/02,789665
2018/12/03,841016
2018/12/04,805907
2018/12/05,804689
2018/12/06,840798
2018/12/07,913930
2018/12/08,746569
2018/12/09,745255
2018/12/10,850595
2018/12/11,816101
2018/12/12,854429
2018/12/13,814235
2018/12/14,786161
2018/12/15,711964
2018/12/16,768751
2018/12/17,763719
2018/12/18,823413
2018/12/19,828765
2018/12/20,858173
2018/12/21,806064
2018/12/22,619504
2018/12/23,590793
2018/12/24,735757
2018/12/25,672862
2018/12/26,705634
2018/12/27,693238
2018/12/28,716650
2018/12/29,745344
2018/12/30,614351
2018/12/31,687804
2019/01/01,653046
2019/01/02,732811
2019/01/03,735546
2019/01/04,734502
2019/01/05,638306
2019/01/06,640725
2019/01/07,749891
2019/01/08,669507
2019/01/09,677570
2019/01/10,750743
2019/01/11,741784
2019/01/12,680278
2019/01/13,668040
2019/01/14,747636
2019/01/15,806204
2019/01/16,854316
2019/01/17,831491
2019/01/18,794645
2019/01/19,738045
2019/01/20,625012
2019/01/21,734970
2019/01/22,793686
2019/01/23,759990
2019/01/24,692186
2019/01/25,760520
2019/01/26,718215
2019/01/27,678870
2019/01/28,770125
2019/01/29,778181
2019/01/30,829541
2019/01/31,783696
2019/02/01,784072
2019/02/02,757396
2019/02/03,724160
2019/02/04,784463
2019/02/05,802565
2019/02/06,800137
2019/02/07,713160
2019/02/08,729261
2019/02/09,705352
2019/02/10,705346
2019/02/11,784190
2019/02/12,889958
2019/02/13,857617
2019/02/14,860001
2019/02/15,807873
2019/02/16,766757
2019/02/17,690273
2019/02/18,809431
2019/02/19,812649
2019/02/20,893195
2019/02/21,895104
2019/02/22,813363
2019/02/23,757262
2019/02/24,810198
2019/02/25,844004
2019/02/26,826141
2019/02/27,847877
2019/02/28,864280
2019/03/01,805852
2019/03/02,889312
2019/03/03,792584
2019/03/04,808530
2019/03/05,734006
2019/03/06,817130
2019/03/07,727597
2019/03/08,722121
2019/03/09,642282
2019/03/10,577445
2019/03/11,782630
2019/03/12,727728
2019/03/13,821372
2019/03/14,749851
2019/03/15,721835
2019/03/16,569132
2019/03/17,543878
2019/03/18,678233
2019/03/19,663657
2019/03/20,684263
2019/03/21,742944
2019/03/22,672939
2019/03/23,595725
2019/03/24,538986
2019/03/25,776089
2019/03/26,914999
2019/03/27,904405
2019/03/28,916249
2019/03/29,910726
2019/03/30,929526
2019/03/31,930324
2019/04/01,919462
2019/04/02,917508
2019/04/03,914967
2019/04/04,898250
2019/04/05,907871
2019/04/06,917618
2019/04/07,868123
2019/04/08,918336
2019/04/09,914041
2019/04/10,915638
2019/04/11,922055
2019/04/12,884001
2019/04/13,869725
2019/04/14,897706
2019/04/15,912957
2019/04/16,896965
2019/04/17,902130
2019/04/18,926204
2019/04/19,918234
2019/04/20,907384
2019/04/21,877369
2019/04/22,870041
2019/04/23,912601
2019/04/24,919674
2019/04/25,924603
2019/04/26,912588
2019/04/27,925283
2019/04/28,770961
2019/04/29,855870
2019/04/30,899400
2019/05/01,878786
2019/05/02,851260
2019/05/03,904175
2019/05/04,908610
2019/05/05,931057
2019/05/06,908994
2019/05/07,908495
2019/05/08,907981
2019/05/09,911632
2019/05/10,890047
2019/05/11,917647
2019/05/12,911056
2019/05/13,898227
2019/05/14,894692
2019/05/15,909571
2019/05/16,906968
2019/05/17,910634
2019/05/18,899666
2019/05/19,871045
2019/05/20,868940
2019/05/21,911556
2019/05/22,893892
2019/05/23,913728
2019/05/24,886810
2019/05/25,889359
2019/05/26,795489
2019/05/27,881217
2019/05/28,903698
2019/05/29,870567
2019/05/30,862583
2019/05/31,900471
2019/06/01,916213
2019/06/02,895994
2019/06/03,882347
2019/06/04,913450
2019/06/05,900845
2019/06/06,861381
2019/06/07,847486
2019/06/08,846515
2019/06/09,728182
2019/06/10,847699
2019/06/11,911798
2019/06/12,911134
2019/06/13,909725
2019/06/14,885279
2019/06/15,906314
2019/06/16,872928
2019/06/17,899943
2019/06/18,910979
2019/06/19,871520
2019/06/20,871941
2019/06/21,909309
2019/06/22,918583
2019/06/23,882234
2019/06/24,886333
2019/06/25,889395
2019/06/26,917622
2019/06/27,920148
2019/06/28,912683
2019/06/29,847676
2019/06/30,768920
2019/07/01,875591
2019/07/02,917866
2019/07/03,878495
2019/07/04,863198
2019/07/05,785635
2019/07/06,696733
2019/07/07,737195
2019/07/08,813077
2019/07/09,855761
2019/07/10,897453
2019/07/11,903222
2019/07/12,912313
2019/07/13,795302
2019/07/14,723537
2019/07/15,858118
2019/07/16,826407
2019/07/17,835365
2019/07/18,910833
2019/07/19,910221
2019/07/20,821637
2019/07/21,687059
2019/07/22,750246
2019/07/23,821984
2019/07/24,780391
2019/07/25,829155
2019/07/26,714614
2019/07/27,648639
2019/07/28,544655
2019/07/29,713072
2019/07/30,823513
2019/07/31,743955
2019/08/01,846588
2019/08/02,779623
2019/08/03,656558
2019/08/04,627600
2019/08/05,877361
2019/08/06,847750
2019/08/07,885359
2019/08/08,895146
2019/08/09,827786
2019/08/10,686481
2019/08/11,599333
2019/08/12,784320
2019/08/13,877266
2019/08/14,835040
2019/08/15,781475
2019/08/16,764115
2019/08/17,755273
2019/08/18,730153
2019/08/19,711830
2019/08/20,789175
2019/08/21,856752
2019/08/22,884853
2019/08/23,801272
2019/08/24,691934
2019/08/25,628730
2019/08/26,854486
2019/08/27,850752
2019/08/28,778932
2019/08/29,739454
2019/08/30,749704
2019/08/31,670998
2019/09/01,663999
2019/09/02,793282
2019/09/03,793126
2019/09/04,871268
2019/09/05,765116
2019/09/06,802831
2019/09/07,684332
2019/09/08,513723
2019/09/09,777857
2019/09/10,659493
2019/09/11,648117
2019/09/12,715094
2019/09/13,765292
2019/09/14,643714
2019/09/15,643612
2019/09/16,767938
2019/09/17,830790
2019/09/18,722292
2019/09/19,769222
2019/09/20,742245
2019/09/21,613923
2019/09/22,585734
2019/09/23,871061
2019/09/24,815485
2019/09/25,799184
2019/09/26,697999
2019/09/27,780538
2019/09/28,619630
2019/09/29,632524
2019/09/30,807855
2019/10/01,791216
2019/10/02,698116
2019/10/03,708758
2019/10/04,734079
2019/10/05,606572
2019/10/06,568854
2019/10/07,712409
2019/10/08,687268
2019/10/09,746120
2019/10/10,683317
2019/10/11,721762
2019/10/12,687895
2019/10/13,578445
2019/10/14,755043
2019/10/15,713258
2019/10/16,774990
2019/10/17,739596
2019/10/18,668641
2019/10/19,694874
2019/10/20,596889
2019/10/21,731707
2019/10/22,690574
2019/10/23,703187
2019/10/24,782750
2019/10/25,860816
2019/10/26,868812
2019/10/27,820044
2019/10/28,861090
2019/10/29,819722
2019/10/30,809221
2019/10/31,788254
2019/11/01,890569
2019/11/02,706081
2019/11/03,705655
2019/11/04,818967
2019/11/05,812348
2019/11/06,888839
2019/11/07,839968
2019/11/08,827500
2019/11/09,762703
2019/11/10,616469
2019/11/11,732082
2019/11/12,743228
2019/11/13,845720
2019/11/14,692542
2019/11/15,855237
2019/11/16,922691
2019/11/17,852297
2019/11/18,742222
2019/11/19,830725
2019/11/20,745202
2019/11/21,846205
2019/11/22,907937
2019/11/23,577142
2019/11/24,618433
2019/11/25,748699
2019/11/26,913197
2019/11/27,818579
2019/11/28,618509
2019/11/29,749060
2019/11/30,761077
2019/12/01,615609
2019/12/02,720855
2019/12/03,681807
2019/12/04,671516
2019/12/05,718546
2019/12/06,740366
2019/12/07,593452
2019/12/08,581275
2019/12/09,750349
2019/12/10,748838
2019/12/11,807656
2019/12/12,769174
2019/12/13,687257
2019/12/14,635068
2019/12/15,706442
2019/12/16,717350
2019/12/17,849902
2019/12/18,839592
2019/12/19,704413
2019/12/20,679669
2019/12/21,526732
2019/12/22,517655
2019/12/23,745234
2019/12/24,792661
2019/12/25,625243
2019/12/26,603083
2019/12/27,709273
2019/12/28,625161
2019/12/29,552879
2019/12/30,661326
2019/12/31,687065
2020/01/01,441636
2020/01/02,696127
2020/01/03,629151
2020/01/04,539139
2020/01/05,555135
2020/01/06,803095
2020/01/07,674910
2020/01/08,761004
2020/01/09,743577
2020/01/10,780409
2020/01/11,596397
2020/01/12,578905
2020/01/13,696517
2020/01/14,884701
2020/01/15,758395
2020/01/16,683079
2020/01/17,680037
2020/01/18,677562
2020/01/19,608059
2020/01/20,698612
2020/01/21,692032
2020/01/22,748709
2020/01/23,714200
2020/01/24,730092
2020/01/25,591392
2020/01/26,568189
2020/01/27,733173
2020/01/28,854678
2020/01/29,706867
2020/01/30,704883
2020/01/31,770486
2020/02/01,650769
2020/02/02,684127
2020/02/03,791257
2020/02/04,799012
2020/02/05,764952
2020/02/06,813660
2020/02/07,903560
2020/02/08,800212
2020/02/09,670921
2020/02/10,826853
2020/02/11,885419
2020/02/12,803581
2020/02/13,864990
2020/02/14,749286
2020/02/15,770573
2020/02/16,649918
2020/02/17,721695
2020/02/18,767824
2020/02/19,819463
2020/02/20,850647
2020/02/21,749930
2020/02/22,668603
2020/02/23,639356
2020/02/24,799946
2020/02/25,745897
2020/02/26,811984
2020/02/27,768147
2020/02/28,747640
2020/02/29,688853
2020/03/01,582150
2020/03/02,776622
2020/03/03,787057
2020/03/04,922114
2020/03/05,703738
2020/03/06,760824
2020/03/07,633912
2020/03/08,604308
2020/03/09,792840
2020/03/10,852105
2020/03/11,814438
2020/03/12,875124
2020/03/13,899063
2020/03/14,903386
2020/03/15,760621
2020/03/16,855185
2020/03/17,909978
2020/03/18,807183
2020/03/19,895747
2020/03/20,909947
2020/03/21,787528
2020/03/22,593804
2020/03/23,832460
2020/03/24,835078
2020/03/25,799539
2020/03/26,753358
2020/03/27,729975
2020/03/28,642866
2020/03/29,542308
2020/03/30,729324
2020/03/31,704210
2020/04/01,790907
2020/04/02,812052
2020/04/03,817031
2020/04/04,844014
2020/04/05,576185
2020/04/06,810611
2020/04/07,776351
2020/04/08,808443
2020/04/09,806742
2020/04/10,632418
2020/04/11,555305
2020/04/12,559686
2020/04/13,641339
2020/04/14,697048
2020/04/15,757514
2020/04/16,781045
2020/04/17,875101
2020/04/18,747834
2020/04/19,623084
2020/04/20,744334
2020/04/21,769323
2020/04/22,731649
2020/04/23,902179
2020/04/24,906783
2020/04/25,918040
2020/04/26,806036
2020/04/27,855411
2020/04/28,843779
2020/04/29,860861
2020/04/30,898567
2020/05/01,905003
2020/05/02,875150
2020/05/03,822519
2020/05/04,776603
2020/05/05,858329
2020/05/06,852617
2020/05/07,893309
2020/05/08,896933
2020/05/09,890859
2020/05/10,908005
2020/05/11,875623
2020/05/12,904642
2020/05/13,899165
2020/05/14,890126
2020/05/15,885901
2020/05/16,889135
2020/05/17,888836
2020/05/18,870173
2020/05/19,886879
2020/05/20,888679
2020/05/21,899406
2020/05/22,899006
2020/05/23,905065
2020/05/24,860402
2020/05/25,904878
2020/05/26,884803
2020/05/27,873869
2020/05/28,904127
2020/05/29,897274
2020/05/30,848445
2020/05/31,682317
2020/06/01,881565
2020/06/02,891414
2020/06/03,884404
2020/06/04,865289
2020/06/05,704904
2020/06/06,547633
2020/06/07,607480
2020/06/08,777737
2020/06/09,806073
2020/06/10,744537
2020/06/11,842674
2020/06/12,824401
2020/06/13,688105
2020/06/14,564965
2020/06/15,807918
2020/06/16,863042
2020/06/17,904290
2020/06/18,842541
2020/06/19,903056
2020/06/20,761289
2020/06/21,679600
2020/06/22,780465
2020/06/23,895500
2020/06/24,898895
2020/06/25,897169
2020/06/26,798393
2020/06/27,748876
2020/06/28,628169
2020/06/29,827929
2020/06/30,824312
2020/07/01,899352
2020/07/02,788620
2020/07/03,792354
2020/07/04,705727
2020/07/05,641281
2020/07/06,856090
2020/07/07,779012
2020/07/08,872247
2020/07/09,880465
2020/07/10,828111
2020/07/11,749483
2020/07/12,672474
2020/07/13,772702
2020/07/14,911747
2020/07/15,893744
2020/07/16,905989
2020/07/17,910122
2020/07/18,895947
2020/07/19,887342
2020/07/20,883336
2020/07/21,880129
2020/07/22,902166
2020/07/23,900189
2020/07/24,893581
2020/07/25,865433
2020/07/26,858342
2020/07/27,894221
2020/07/28,895513
2020/07/29,894944
2020/07/30,882785
2020/07/31,880903
2020/08/01,873101
2020/08/02,880469
2020/08/03,864724
2020/08/04,894510
2020/08/05,908988
2020/08/06,897522
2020/08/07,880062
2020/08/08,888983
2020/08/09,808054
2020/08/10,873045
2020/08/11,877228
2020/08/12,898198
2020/08/13,844873
2020/08/14,867820
2020/08/15,861068
2020/08/16,750867
2020/08/17,863322
2020/08/18,907079
2020/08/19,890407
2020/08/20,891515
2020/08/21,874902
2020/08/22,892143
2020/08/23,830841
2020/08/24,821220
2020/08/25,881769
2020/08/26,888127
2020/08/27,898423
2020/08/28,889340
2020/08/29,870508
2020/08/30,888843
2020/08/31,825121
2020/09/01,906880
2020/09/02,900233
2020/09/03,899730
2020/09/04,878502
2020/09/05,896727
2020/09/06,857719
2020/09/07,836390
2020/09/08,826554
2020/09/09,823343
2020/09/10,878696
2020/09/11,888771
2020/09/12,721047
2020/09/13,626162
2020/09/14,780340
2020/09/15,846470
2020/09/16,886535
2020/09/17,819078
2020/09/18,771348
2020/09/19,830432
2020/09/20,734765
2020/09/21,794072
2020/09/22,892435
2020/09/23,902232
2020/09/24,912138
2020/09/25,874333
2020/09/26,851999
2020/09/27,672981
2020/09/28,833841
2020/09/29,887832
2020/09/30,890138
2020/10/01,897836
2020/10/02,891446
2020/10/03,890195
2020/10/04,775088
2020/10/05,782458
2020/10/06,897822
2020/10/07,896524
2020/10/08,804278
2020/10/09,893664
2020/10/10,889449
2020/10/11,726736
2020/10/12,798676
2020/10/13,902632
2020/10/14,809980
2020/10/15,866696
2020/10/16,824367
2020/10/17,689813
2020/10/18,727313
2020/10/19,877971
2020/10/20,841756
2020/10/21,899159
2020/10/22,903450
2020/10/23,903493
2020/10/24,885590
2020/10/25,873666
2020/10/26,884770
2020/10/27,898418
2020/10/28,888910
2020/10/29,898690
2020/10/30,900122
2020/10/31,904920
2020/11/01,905359
2020/11/02,889497
2020/11/03,894631
2020/11/04,867418
2020/11/05,886166
2020/11/06,890138
2020/11/07,878499
2020/11/08,874278
2020/11/09,867467
2020/11/10,825819
2020/11/11,876342
2020/11/12,833967
2020/11/13,849962
2020/11/14,821040
2020/11/15,782377
2020/11/16,818483
2020/11/17,879107
2020/11/18,871947
2020/11/19,888206
2020/11/20,873616
2020/11/21,763686
2020/11/22,620154
2020/11/23,803438
2020/11/24,898093
2020/11/25,895210
2020/11/26,890431
2020/11/27,894662
2020/11/28,882890
2020/11/29,731012
2020/11/30,891995
2020/12/01,906017
2020/12/02,902713
2020/12/03,886299
2020/12/04,881962
2020/12/05,884096
2020/12/06,852724
2020/12/07,789558
2020/12/08,871672
2020/12/09,887075
2020/12/10,896062
2020/12/11,889584
2020/12/12,889491
2020/12/13,773797
2020/12/14,803565
2020/12/15,884225
2020/12/16,885813
2020/12/17,887968
2020/12/18,899310
2020/12/19,901252
2020/12/20,874789
2020/12/21,873350
2020/12/22,897709
2020/12/23,898959
2020/12/24,908161
2020/12/25,893671
2020/12/26,870103
2020/12/27,896948
2020/12/28,891069
2020/12/29,906078
2020/12/30,881822
2020/12/31,897794
2021/01/01,862928
2021/01/02,866347
2021/01/03,885239
2021/01/04,891879
2021/01/05,892167
2021/01/06,900392
2021/01/07,884662
2021/01/08,900016
2021/01/09,873049
2021/01/10,904148
2021/01/11,885838
2021/01/12,881057
2021/01/13,909883
2021/01/14,881406
2021/01/15,884600
2021/01/16,891606
2021/01/17,879911
2021/01/18,884254
2021/01/19,878644
2021/01/20,896405
2021/01/21,883624
2021/01/22,894616
2021/01/23,884614
2021/01/24,895871
2021/01/25,871356
2021/01/26,878139
2021/01/27,902598
2021/01/28,892949
2021/01/29,885182
2021/01/30,897668
2021/01/31,885259
2021/02/01,883019
2021/02/02,888860
2021/02/03,897618
2021/02/04,894317
2021/02/05,889176
2021/02/06,894488
2021/02/07,849970
2021/02/08,852911
2021/02/09,905196
2021/02/10,901470
2021/02/11,897509
2021/02/12,897930
2021/02/13,891829
2021/02/14,890478
2021/02/15,873226
2021/02/16,899261
2021/02/17,901205
2021/02/18,886938
2021/02/19,888791
2021/02/20,882088
2021/02/21,849622
2021/02/22,876642
2021/02/23,888244
2021/02/24,886572
2021/02/25,880952
2021/02/26,890723
2021/02/27,892535
2021/02/28,876713
2021/03/01,882333
2021/03/02,895085
2021/03/03,898009
2021/03/04,892023
2021/03/05,881397
2021/03/06,880871
2021/03/07,875061
2021/03/08,852833
2021/03/09,875432
2021/03/10,898425
2021/03/11,893181
2021/03/12,884413
2021/03/13,853246
2021/03/14,892850
2021/03/15,870500
2021/03/16,881428
2021/03/17,900627
2021/03/18,884838
2021/03/19,890748
2021/03/20,869455
2021/03/21,846739
2021/03/22,870478
2021/03/23,872661
2021/03/24,880506
2021/03/25,892913
2021/03/26,872522
2021/03/27,899006
2021/03/28,876628
2021/03/29,877636
2021/03/30,885075
2021/03/31,883290
2021/04/01,886005
2021/04/02,884061
2021/04/03,884107
2021/04/04,874973
2021/04/05,862111
2021/04/06,884008
2021/04/07,888534
2021/04/08,883754
2021/04/09,888748
2021/04/10,881319
2021/04/11,863582
2021/04/12,883178
2021/04/13,876351
2021/04/14,902130
2021/04/15,892547
2021/04/16,879567
2021/04/17,879676
2021/04/18,900314
2021/04/19,855365
2021/04/20,877935
2021/04/21,895948
2021/04/22,887672
2021/04/23,893218
2021/04/24,880543
2021/04/25,884132
2021/04/26,893442
2021/04/27,883378
2021/04/28,884986
2021/04/29,876992
2021/04/30,868778
2021/05/01,882992
2021/05/02,826395
2021/05/03,836599
2021/05/04,886171
2021/05/05,873874
2021/05/06,870005
2021/05/07,876361
2021/05/08,894631
2021/05/09,856554
2021/05/10,873492
2021/05/11,866430
2021/05/12,866785
2021/05/13,877885
2021/05/14,883117
2021/05/15,882398
2021/05/16,874337
2021/05/17,887113
2021/05/18,874189
2021/05/19,880212
2021/05/20,897022
2021/05/21,901568
2021/05/22,879055
2021/05/23,849326
2021/05/24,883088
2021/05/25,878431
2021/05/26,898395
2021/05/27,899516
2021/05/28,872404
2021/05/29,867691
2021/05/30,822636
2021/05/31,851276
2021/06/01,876479
2021/06/02,822467
2021/06/03,840977
2021/06/04,816280
2021/06/05,678168
2021/06/06,555768
2021/06/07,797353
2021/06/08,829248
2021/06/09,660581
2021/06/10,894428
2021/06/11,851566
2021/06/12,814843
2021/06/13,652100
2021/06/14,747005
2021/06/15,772973
2021/06/16,833040
2021/06/17,727840
2021/06/18,741348
2021/06/19,793686
2021/06/20,910868
2021/06/21,880447
2021/06/22,867356
2021/06/23,867412
2021/06/24,858685
2021/06/25,854211
2021/06/26,857993
2021/06/27,856535
2021/06/28,874448
2021/06/29,864572
2021/06/30,878429
2021/07/01,867533
2021/07/02,848679
2021/07/03,847517
2021/07/04,851217
2021/07/05,802957
2021/07/06,729448
2021/07/07,720248
2021/07/08,629806
2021/07/09,697908
2021/07/10,473565
2021/07/11,614220
2021/07/12,707312
2021/07/13,690794
2021/07/14,525158
2021/07/15,739841
2021/07/16,562742
2021/07/17,475044
2021/07/18,480527
2021/07/19,557230
2021/07/20,817866
2021/07/21,711925
2021/07/22,561123
2021/07/23,638088
2021/07/24,506810
2021/07/25,463352
2021/07/26,697658
2021/07/27,594238
2021/07/28,596190
2021/07/29,602587
2021/07/30,561745
2021/07/31,496825
2021/08/01,466881
2021/08/02,701183
2021/08/03,528978
2021/08/04,667680
2021/08/05,570476
2021/08/06,598875
2021/08/07,471340
2021/08/08,467550
2021/08/09,640799
2021/08/10,585645
2021/08/11,656858
2021/08/12,612602
2021/08/13,710269
2021/08/14,462826
2021/08/15,457248
2021/08/16,667347
2021/08/17,732619
2021/08/18,741909
2021/08/19,680574
2021/08/20,689030
2021/08/21,532999
2021/08/22,499923
2021/08/23,542784
2021/08/24,656441
2021/08/25,574399
2021/08/26,603328
2021/08/27,608296
2021/08/28,559167
2021/08/29,476359
2021/08/30,691995
2021/08/31,669263
2021/09/01,762442
2021/09/02,744633
2021/09/03,747107
2021/09/04,522816
2021/09/05,469897
2021/09/06,612422
2021/09/07,669053
2021/09/08,666506
2021/09/09,690216
2021/09/10,701901
2021/09/11,600486
2021/09/12,491351
2021/09/13,621500
2021/09/14,599399
2021/09/15,736726
2021/09/16,817607
2021/09/17,720056
2021/09/18,563189
2021/09/19,462254
2021/09/20,686336
2021/09/21,715346
2021/09/22,722889
2021/09/23,586041
2021/09/24,690244
2021/09/25,506589
2021/09/26,545119
2021/09/27,599170
2021/09/28,631518
2021/09/29,662838
2021/09/30,757753
2021/10/01,712037
2021/10/02,543104
2021/10/03,559353
2021/10/04,686559
2021/10/05,724372
2021/10/06,696073
2021/10/07,854943
2021/10/08,844820
2021/10/09,707791
2021/10/10,518114
2021/10/11,725740
2021/10/12,738196
2021/10/13,627340
2021/10/14,751365
2021/10/15,751697
2021/10/16,735710
2021/10/17,509725
2021/10/18,672473
2021/10/19,733630
2021/10/20,681986
2021/10/21,827285
2021/10/22,649333
2021/10/23,592997
2021/10/24,488516
2021/10/25,604226
2021/10/26,682014
2021/10/27,635704
2021/10/28,698921
2021/10/29,609039
2021/10/30,583959
2021/10/31,623317
2021/11/01,755586
2021/11/02,762090
2021/11/03,645429
2021/11/04,732523
2021/11/05,690394
2021/11/06,525515
2021/11/07,552062
2021/11/08,727985
2021/11/09,840374
2021/11/10,793099
2021/11/11,683536
2021/11/12,695662
2021/11/13,543408
2021/11/14,483642
2021/11/15,734774
2021/11/16,691574
2021/11/17,732291
2021/11/18,689806
2021/11/19,705811
2021/11/20,585914
2021/11/21,618136
2021/11/22,679292
2021/11/23,640561
2021/11/24,628281
2021/11/25,685504
2021/11/26,720365
2021/11/27,502435
2021/11/28,508781
2021/11/29,662325
2021/11/30,663480
2021/12/01,852915
2021/12/02,822405
2021/12/03,581741
2021/12/04,577291
2021/12/05,582849
2021/12/06,589435
2021/12/07,699900
2021/12/08,549495
2021/12/09,814262
2021/12/10,554255
2021/12/11,477420
2021/12/12,472455
2021/12/13,633354
