Date,difficulty30roc
2010/11/29,214.069
2010/11/30,131.803
2010/12/01,161.283
2010/12/02,161.283
2010/12/03,161.283
2010/12/04,161.283
2010/12/05,161.283
2010/12/06,161.283
2010/12/07,161.283
2010/12/08,161.283
2010/12/09,124.138
2010/12/10,170.085
2010/12/11,170.085
2010/12/12,170.085
2010/12/13,170.085
2010/12/14,170.085
2010/12/15,170.085
2010/12/16,170.085
2010/12/17,170.085
2010/12/18,149.165
2010/12/19,78.421
2010/12/20,78.421
2010/12/21,83.589
2010/12/22,110.927
2010/12/23,110.927
2010/12/24,110.927
2010/12/25,110.927
2010/12/26,110.927
2010/12/27,110.927
2010/12/28,110.927
2010/12/29,110.927
2010/12/30,102.103
2010/12/31,79.299
2011/01/01,79.299
2011/01/02,79.299
2011/01/03,96.95
2011/01/04,101.87
2011/01/05,101.87
2011/01/06,101.87
2011/01/07,101.87
2011/01/08,98.196
2011/01/09,33.1
2011/01/10,33.1
2011/01/11,33.1
2011/01/12,33.1
2011/01/13,33.1
2011/01/14,33.1
2011/01/15,40.409
2011/01/16,50.487
2011/01/17,50.487
2011/01/18,50.487
2011/01/19,50.487
2011/01/20,46.251
2011/01/21,27.295
2011/01/22,27.295
2011/01/23,27.295
2011/01/24,27.295
2011/01/25,27.295
2011/01/26,27.295
2011/01/27,41.795
2011/01/28,51.976
2011/01/29,51.976
2011/01/30,51.976
2011/01/31,51.976
2011/02/01,51.976
2011/02/02,38.355
2011/02/03,34.984
2011/02/04,34.984
2011/02/05,34.984
2011/02/06,34.984
2011/02/07,34.984
2011/02/08,53.314
2011/02/09,59.424
2011/02/10,59.424
2011/02/11,59.424
2011/02/12,59.424
2011/02/13,59.424
2011/02/14,51.125
2011/02/15,41.004
2011/02/16,41.004
2011/02/17,41.004
2011/02/18,84.9
2011/02/19,97.747
2011/02/20,97.747
2011/02/21,97.747
2011/02/22,97.747
2011/02/23,97.747
2011/02/24,97.747
2011/02/25,97.747
2011/02/26,77.526
2011/02/27,103.743
2011/02/28,152.538
2011/03/01,152.538
2011/03/02,152.538
2011/03/03,152.538
2011/03/04,152.538
2011/03/05,152.538
2011/03/06,152.538
2011/03/07,152.538
2011/03/08,152.538
2011/03/09,184.712
2011/03/10,204.752
2011/03/11,193.072
2011/03/12,193.072
2011/03/13,193.072
2011/03/14,193.072
2011/03/15,193.072
2011/03/16,193.072
2011/03/17,193.072
2011/03/18,193.072
2011/03/19,193.072
2011/03/20,123.497
2011/03/21,108.977
2011/03/22,108.977
2011/03/23,108.977
2011/03/24,108.977
2011/03/25,90.904
2011/03/26,89.188
2011/03/27,89.188
2011/03/28,89.188
2011/03/29,53.801
2011/03/30,24.084
2011/03/31,24.084
2011/04/01,24.084
2011/04/02,24.084
2011/04/03,24.084
2011/04/04,24.084
2011/04/05,25.82
2011/04/06,48.132
2011/04/07,48.132
2011/04/08,31.392
2011/04/09,8.076
2011/04/10,8.076
2011/04/11,8.076
2011/04/12,8.076
2011/04/13,8.076
2011/04/14,8.076
2011/04/15,8.076
2011/04/16,8.076
2011/04/17,8.076
2011/04/18,17.389
2011/04/19,21.203
2011/04/20,21.203
2011/04/21,21.203
2011/04/22,21.203
2011/04/23,21.203
2011/04/24,32.677
2011/04/25,33.88
2011/04/26,33.88
2011/04/27,33.88
2011/04/28,33.88
2011/04/29,33.88
2011/04/30,56.07
2011/05/01,58.993
2011/05/02,58.993
2011/05/03,58.993
2011/05/04,58.993
2011/05/05,56.8
2011/05/06,33.183
2011/05/07,33.183
2011/05/08,33.183
2011/05/09,40.218
2011/05/10,91.165
2011/05/11,91.165
2011/05/12,91.165
2011/05/13,91.165
2011/05/14,91.165
2011/05/15,91.165
2011/05/16,91.165
2011/05/17,91.165
2011/05/18,81.721
2011/05/19,164.341
2011/05/20,164.341
2011/05/21,164.341
2011/05/22,164.341
2011/05/23,164.341
2011/05/24,164.341
2011/05/25,164.341
2011/05/26,200.631
2011/05/27,370.913
2011/05/28,370.913
2011/05/29,370.913
2011/05/30,303.959
2011/05/31,296.532
2011/06/01,296.532
2011/06/02,296.532
2011/06/03,296.532
2011/06/04,296.532
2011/06/05,296.532
2011/06/06,341.607
2011/06/07,417.251
2011/06/08,391.297
2011/06/09,260.362
2011/06/10,260.362
2011/06/11,260.362
2011/06/12,260.362
2011/06/13,260.362
2011/06/14,260.362
2011/06/15,337.221
2011/06/16,457.092
2011/06/17,439.552
2011/06/18,259.242
2011/06/19,259.242
2011/06/20,259.242
2011/06/21,259.242
2011/06/22,259.242
2011/06/23,259.242
2011/06/24,337.347
2011/06/25,396.782
2011/06/26,217.145
2011/06/27,217.145
2011/06/28,217.145
2011/06/29,217.145
2011/06/30,217.145
2011/07/01,217.145
2011/07/02,217.145
2011/07/03,217.145
2011/07/04,217.145
2011/07/05,217.145
2011/07/06,190.335
2011/07/07,175.535
2011/07/08,175.535
2011/07/09,175.535
2011/07/10,175.535
2011/07/11,175.535
2011/07/12,175.535
2011/07/13,175.535
2011/07/14,175.535
2011/07/15,127.099
2011/07/16,78.234
2011/07/17,78.234
2011/07/18,78.234
2011/07/19,80.595
2011/07/20,92.815
2011/07/21,92.815
2011/07/22,92.815
2011/07/23,92.815
2011/07/24,58.38
2011/07/25,22.6
2011/07/26,22.6
2011/07/27,22.6
2011/07/28,22.6
2011/07/29,22.6
2011/07/30,22.6
2011/07/31,22.6
2011/08/01,31.036
2011/08/02,36.949
2011/08/03,36.949
2011/08/04,36.949
2011/08/05,34.326
2011/08/06,20.842
2011/08/07,20.842
2011/08/08,20.842
2011/08/09,20.842
2011/08/10,20.842
2011/08/11,20.842
2011/08/12,20.842
2011/08/13,20.842
2011/08/14,20.842
2011/08/15,20.759
2011/08/16,15.526
2011/08/17,15.526
2011/08/18,14.015
2011/08/19,6.79
2011/08/20,6.79
2011/08/21,6.79
2011/08/22,6.79
2011/08/23,6.79
2011/08/24,6.79
2011/08/25,6.79
2011/08/26,6.79
2011/08/27,6.79
2011/08/28,6.79
2011/08/29,6.79
2011/08/30,5.455
2011/08/31,-1.63
2011/09/01,-5.877
2011/09/02,-5.877
2011/09/03,-5.877
2011/09/04,-5.877
2011/09/05,-5.877
2011/09/06,-5.877
2011/09/07,-5.877
2011/09/08,-5.877
2011/09/09,-5.877
2011/09/10,-5.877
2011/09/11,-5.877
2011/09/12,-5.877
2011/09/13,-6.544
2011/09/14,-6.997
2011/09/15,-2.784
2011/09/16,-2.784
2011/09/17,-2.784
2011/09/18,-2.784
2011/09/19,-2.784
2011/09/20,-2.784
2011/09/21,-2.784
2011/09/22,-2.784
2011/09/23,-2.784
2011/09/24,-2.784
2011/09/25,-2.784
2011/09/26,-2.784
2011/09/27,-2.894
2011/09/28,-6.444
2011/09/29,-5.26
2011/09/30,-4.975
2011/10/01,-4.975
2011/10/02,-4.975
2011/10/03,-4.975
2011/10/04,-4.975
2011/10/05,-4.975
2011/10/06,-4.975
2011/10/07,-4.975
2011/10/08,-4.975
2011/10/09,-4.975
2011/10/10,-4.975
2011/10/11,-4.975
2011/10/12,-4.975
2011/10/13,-4.297
2011/10/14,-15.728
2011/10/15,-16.362
2011/10/16,-16.362
2011/10/17,-16.362
2011/10/18,-16.362
2011/10/19,-16.362
2011/10/20,-16.362
2011/10/21,-16.362
2011/10/22,-16.362
2011/10/23,-16.362
2011/10/24,-16.362
2011/10/25,-16.362
2011/10/26,-16.362
2011/10/27,-16.268
2011/10/28,-13.09
2011/10/29,-13.09
2011/10/30,-13.09
2011/10/31,-26.847
2011/11/01,-28.761
2011/11/02,-28.761
2011/11/03,-28.761
2011/11/04,-28.761
2011/11/05,-28.761
2011/11/06,-28.761
2011/11/07,-28.761
2011/11/08,-28.761
2011/11/09,-28.761
2011/11/10,-28.761
2011/11/11,-28.761
2011/11/12,-28.761
2011/11/13,-18.648
2011/11/14,-18.538
2011/11/15,-18.778
2011/11/16,-18.778
2011/11/17,-18.778
2011/11/18,-18.778
2011/11/19,-18.778
2011/11/20,-18.778
2011/11/21,-18.778
2011/11/22,-18.778
2011/11/23,-18.778
2011/11/24,-18.778
2011/11/25,-18.778
2011/11/26,-18.778
2011/11/27,-18.778
2011/11/28,-18.778
2011/11/29,-21.692
2011/11/30,-11.74
2011/12/01,-9.368
2011/12/02,-9.368
2011/12/03,-9.368
2011/12/04,-9.368
2011/12/05,-9.368
2011/12/06,-9.368
2011/12/07,-9.368
2011/12/08,-9.368
2011/12/09,-9.368
2011/12/10,-9.368
2011/12/11,-9.368
2011/12/12,-8.485
2011/12/13,-4.024
2011/12/14,-3.427
2011/12/15,-3.141
2011/12/16,-3.141
2011/12/17,-3.141
2011/12/18,-3.141
2011/12/19,-3.141
2011/12/20,-3.141
2011/12/21,-3.141
2011/12/22,-3.141
2011/12/23,-3.141
2011/12/24,-3.141
2011/12/25,-3.141
2011/12/26,-3.044
2011/12/27,-2.731
2011/12/28,-2.731
2011/12/29,0.888
2011/12/30,6.346
2011/12/31,6.346
2012/01/01,6.346
2012/01/02,6.346
2012/01/03,6.346
2012/01/04,6.346
2012/01/05,6.346
2012/01/06,6.346
2012/01/07,6.346
2012/01/08,8.083
2012/01/09,14.673
2012/01/10,14.673
2012/01/11,13.566
2012/01/12,8.287
2012/01/13,8.287
2012/01/14,8.287
2012/01/15,8.287
2012/01/16,8.287
2012/01/17,8.287
2012/01/18,8.287
2012/01/19,8.287
2012/01/20,8.287
2012/01/21,8.287
2012/01/22,12.458
2012/01/23,13.219
2012/01/24,13.219
2012/01/25,13.106
2012/01/26,12.742
2012/01/27,12.742
2012/01/28,12.742
2012/01/29,12.742
2012/01/30,12.742
2012/01/31,12.742
2012/02/01,12.742
2012/02/02,12.742
2012/02/03,12.742
2012/02/04,16.059
2012/02/05,18.942
2012/02/06,18.942
2012/02/07,17.031
2012/02/08,10.305
2012/02/09,10.305
2012/02/10,10.305
2012/02/11,10.305
2012/02/12,10.305
2012/02/13,10.305
2012/02/14,10.305
2012/02/15,10.305
2012/02/16,10.305
2012/02/17,10.305
2012/02/18,10.15
2012/02/19,10.037
2012/02/20,10.037
2012/02/21,5.956
2012/02/22,5.244
2012/02/23,5.244
2012/02/24,5.244
2012/02/25,5.244
2012/02/26,5.244
2012/02/27,5.244
2012/02/28,5.244
2012/02/29,5.244
2012/03/01,5.244
2012/03/02,10.546
2012/03/03,14.472
2012/03/04,14.472
2012/03/05,11.2
2012/03/06,8.504
2012/03/07,8.504
2012/03/08,8.504
2012/03/09,8.504
2012/03/10,8.504
2012/03/11,8.504
2012/03/12,8.504
2012/03/13,8.504
2012/03/14,8.504
2012/03/15,8.504
2012/03/16,8.571
2012/03/17,8.6
2012/03/18,8.6
2012/03/19,8.752
2012/03/20,8.864
2012/03/21,8.864
2012/03/22,8.864
2012/03/23,8.864
2012/03/24,8.864
2012/03/25,8.864
2012/03/26,8.864
2012/03/27,8.864
2012/03/28,8.864
2012/03/29,15.804
2012/03/30,18.183
2012/03/31,18.183
2012/04/01,12.514
2012/04/02,8.656
2012/04/03,8.656
2012/04/04,8.656
2012/04/05,8.656
2012/04/06,8.656
2012/04/07,8.656
2012/04/08,8.656
2012/04/09,8.656
2012/04/10,8.656
2012/04/11,8.656
2012/04/12,7.786
2012/04/13,5.407
2012/04/14,5.407
2012/04/15,5.342
2012/04/16,5.314
2012/04/17,5.314
2012/04/18,5.314
2012/04/19,5.314
2012/04/20,5.314
2012/04/21,5.314
2012/04/22,5.314
2012/04/23,5.314
2012/04/24,5.314
2012/04/25,5.314
2012/04/26,5.314
2012/04/27,1.99
2012/04/28,-5.347
2012/04/29,-7.252
2012/04/30,-7.252
2012/05/01,-7.252
2012/05/02,-7.252
2012/05/03,-7.252
2012/05/04,-7.252
2012/05/05,-7.252
2012/05/06,-7.252
2012/05/07,-7.252
2012/05/08,-7.252
2012/05/09,-1.263
2012/05/10,6.557
2012/05/11,6.557
2012/05/12,7.417
2012/05/13,9.842
2012/05/14,9.842
2012/05/15,9.842
2012/05/16,9.842
2012/05/17,9.842
2012/05/18,9.842
2012/05/19,9.842
2012/05/20,9.842
2012/05/21,9.842
2012/05/22,9.842
2012/05/23,9.842
2012/05/24,7.68
2012/05/25,0.834
2012/05/26,0.834
2012/05/27,4.121
2012/05/28,5.468
2012/05/29,5.468
2012/05/30,5.468
2012/05/31,5.468
2012/06/01,5.468
2012/06/02,5.468
2012/06/03,5.468
2012/06/04,5.468
2012/06/05,5.468
2012/06/06,5.468
2012/06/07,5.347
2012/06/08,-1.422
2012/06/09,-8.656
2012/06/10,-8.656
2012/06/11,-8.656
2012/06/12,-8.656
2012/06/13,-8.656
2012/06/14,-8.656
2012/06/15,-8.656
2012/06/16,-8.656
2012/06/17,-8.656
2012/06/18,-8.656
2012/06/19,-8.656
2012/06/20,-6.26
2012/06/21,-0.383
2012/06/22,-0.383
2012/06/23,1.617
2012/06/24,8.516
2012/06/25,8.516
2012/06/26,8.516
2012/06/27,8.516
2012/06/28,8.516
2012/06/29,8.516
2012/06/30,8.516
2012/07/01,8.516
2012/07/02,8.516
2012/07/03,8.516
2012/07/04,9.35
2012/07/05,10.08
2012/07/06,10.08
2012/07/07,10.206
2012/07/08,10.629
2012/07/09,10.629
2012/07/10,10.629
2012/07/11,10.629
2012/07/12,10.629
2012/07/13,10.629
2012/07/14,10.629
2012/07/15,10.629
2012/07/16,10.629
2012/07/17,13.373
2012/07/18,17.889
2012/07/19,17.889
2012/07/20,14.875
2012/07/21,8.098
2012/07/22,8.098
2012/07/23,8.098
2012/07/24,8.098
2012/07/25,8.098
2012/07/26,8.098
2012/07/27,8.098
2012/07/28,8.098
2012/07/29,8.098
2012/07/30,12.974
2012/07/31,17.961
2012/08/01,17.961
2012/08/02,17.961
2012/08/03,17.061
2012/08/04,16.285
2012/08/05,16.285
2012/08/06,16.285
2012/08/07,16.285
2012/08/08,16.285
2012/08/09,16.285
2012/08/10,16.285
2012/08/11,16.285
2012/08/12,20.714
2012/08/13,25.088
2012/08/14,25.088
2012/08/15,25.088
2012/08/16,22.061
2012/08/17,17.385
2012/08/18,17.385
2012/08/19,17.385
2012/08/20,17.385
2012/08/21,17.385
2012/08/22,17.385
2012/08/23,17.385
2012/08/24,17.385
2012/08/25,29.701
2012/08/26,30.768
2012/08/27,30.768
2012/08/28,30.768
2012/08/29,25.125
2012/08/30,19.835
2012/08/31,19.835
2012/09/01,19.835
2012/09/02,19.835
2012/09/03,19.835
2012/09/04,19.835
2012/09/05,19.835
2012/09/06,22.309
2012/09/07,32.277
2012/09/08,32.277
2012/09/09,32.277
2012/09/10,32.277
2012/09/11,27.423
2012/09/12,22.967
2012/09/13,22.967
2012/09/14,22.967
2012/09/15,22.967
2012/09/16,22.967
2012/09/17,22.967
2012/09/18,22.967
2012/09/19,23.683
2012/09/20,30.731
2012/09/21,30.731
2012/09/22,30.731
2012/09/23,30.731
2012/09/24,18.317
2012/09/25,17.352
2012/09/26,17.352
2012/09/27,17.352
2012/09/28,17.352
2012/09/29,17.352
2012/09/30,17.352
2012/10/01,17.352
2012/10/02,17.352
2012/10/03,24.452
2012/10/04,25.157
2012/10/05,25.157
2012/10/06,22.625
2012/10/07,13.384
2012/10/08,13.384
2012/10/09,13.384
2012/10/10,13.384
2012/10/11,13.384
2012/10/12,13.384
2012/10/13,13.384
2012/10/14,13.384
2012/10/15,13.384
2012/10/16,13.414
2012/10/17,14.041
2012/10/18,14.041
2012/10/19,13.381
2012/10/20,7.269
2012/10/21,7.269
2012/10/22,7.269
2012/10/23,7.269
2012/10/24,7.269
2012/10/25,7.269
2012/10/26,7.269
2012/10/27,7.269
2012/10/28,7.269
2012/10/29,7.269
2012/10/30,15.37
2012/10/31,15.37
2012/11/01,15.37
2012/11/02,8.788
2012/11/03,8.175
2012/11/04,8.175
2012/11/05,8.175
2012/11/06,8.175
2012/11/07,8.175
2012/11/08,8.175
2012/11/09,8.175
2012/11/10,8.175
2012/11/11,8.175
2012/11/12,8.735
2012/11/13,10.284
2012/11/14,10.284
2012/11/15,10.255
2012/11/16,9.649
2012/11/17,9.649
2012/11/18,9.649
2012/11/19,9.649
2012/11/20,9.649
2012/11/21,9.649
2012/11/22,9.649
2012/11/23,9.649
2012/11/24,9.649
2012/11/25,9.649
2012/11/26,10.74
2012/11/27,11.932
2012/11/28,11.932
2012/11/29,4.072
2012/11/30,4.072
2012/12/01,4.072
2012/12/02,4.072
2012/12/03,4.072
2012/12/04,4.072
2012/12/05,4.072
2012/12/06,4.072
2012/12/07,4.072
2012/12/08,4.072
2012/12/09,4.072
2012/12/10,3.577
2012/12/11,1.992
2012/12/12,1.468
2012/12/13,0.042
2012/12/14,0.042
2012/12/15,0.042
2012/12/16,0.042
2012/12/17,0.042
2012/12/18,0.042
2012/12/19,0.042
2012/12/20,0.042
2012/12/21,0.042
2012/12/22,0.042
2012/12/23,0.042
2012/12/24,0.042
2012/12/25,0.042
2012/12/26,-6.459
2012/12/27,-13.355
2012/12/28,-13.355
2012/12/29,-13.355
2012/12/30,-13.355
2012/12/31,-13.355
2013/01/01,-13.355
2013/01/02,-13.355
2013/01/03,-13.355
2013/01/04,-13.355
2013/01/05,-13.355
2013/01/06,-13.355
2013/01/07,-13.355
2013/01/08,-9.342
2013/01/09,-5.055
2013/01/10,-3.579
2013/01/11,-3.579
2013/01/12,-3.579
2013/01/13,-3.579
2013/01/14,-3.579
2013/01/15,-3.579
2013/01/16,-3.579
2013/01/17,-3.579
2013/01/18,-3.579
2013/01/19,-3.579
2013/01/20,-3.579
2013/01/21,-3.579
2013/01/22,-3.579
2013/01/23,-5.431
2013/01/24,-11.911
2013/01/25,-6.716
2013/01/26,-0.365
2013/01/27,-0.365
2013/01/28,-0.365
2013/01/29,-0.365
2013/01/30,-0.365
2013/01/31,-0.365
2013/02/01,-0.365
2013/02/02,-0.365
2013/02/03,-0.365
2013/02/04,-0.365
2013/02/05,4.566
2013/02/06,9.928
2013/02/07,5.062
2013/02/08,0.797
2013/02/09,0.797
2013/02/10,0.797
2013/02/11,0.797
2013/02/12,0.797
2013/02/13,0.797
2013/02/14,0.797
2013/02/15,0.797
2013/02/16,0.797
2013/02/17,0.797
2013/02/18,11.995
2013/02/19,12.354
2013/02/20,12.354
2013/02/21,12.354
2013/02/22,14.554
2013/02/23,22.98
2013/02/24,22.98
2013/02/25,22.98
2013/02/26,22.98
2013/02/27,22.98
2013/02/28,22.98
2013/03/01,29.494
2013/03/02,47.127
2013/03/03,47.127
2013/03/04,47.127
2013/03/05,47.127
2013/03/06,47.127
2013/03/07,40.19
2013/03/08,33.351
2013/03/09,33.351
2013/03/10,33.351
2013/03/11,33.351
2013/03/12,33.351
2013/03/13,33.351
2013/03/14,42.434
2013/03/15,47.999
2013/03/16,47.999
2013/03/17,47.999
2013/03/18,47.999
2013/03/19,47.999
2013/03/20,33.201
2013/03/21,32.775
2013/03/22,32.775
2013/03/23,32.775
2013/03/24,52.863
2013/03/25,83.396
2013/03/26,83.396
2013/03/27,83.396
2013/03/28,83.396
2013/03/29,83.396
2013/03/30,83.396
2013/03/31,74.172
2013/04/01,53.297
2013/04/02,53.297
2013/04/03,53.297
2013/04/04,53.297
2013/04/05,60.377
2013/04/06,75.669
2013/04/07,75.669
2013/04/08,75.669
2013/04/09,75.669
2013/04/10,75.669
2013/04/11,75.669
2013/04/12,75.669
2013/04/13,64.467
2013/04/14,58.283
2013/04/15,58.283
2013/04/16,58.283
2013/04/17,65.818
2013/04/18,85.127
2013/04/19,85.127
2013/04/20,85.127
2013/04/21,85.127
2013/04/22,85.127
2013/04/23,60.799
2013/04/24,34.028
2013/04/25,34.028
2013/04/26,34.028
2013/04/27,34.028
2013/04/28,34.028
2013/04/29,34.028
2013/04/30,47.172
2013/05/01,50.486
2013/05/02,50.486
2013/05/03,50.486
2013/05/04,50.486
2013/05/05,43.843
2013/05/06,31.321
2013/05/07,31.321
2013/05/08,31.321
2013/05/09,31.321
2013/05/10,31.321
2013/05/11,31.321
2013/05/12,34.252
2013/05/13,45.8
2013/05/14,45.8
2013/05/15,45.8
2013/05/16,45.8
2013/05/17,39.175
2013/05/18,24.659
2013/05/19,24.659
2013/05/20,24.659
2013/05/21,24.659
2013/05/22,24.659
2013/05/23,24.659
2013/05/24,24.659
2013/05/25,27.595
2013/05/26,35.425
2013/05/27,35.425
2013/05/28,35.425
2013/05/29,35.425
2013/05/30,23.33
2013/05/31,20.614
2013/06/01,20.614
2013/06/02,20.614
2013/06/03,20.614
2013/06/04,20.614
2013/06/05,33.648
2013/06/06,54.875
2013/06/07,54.875
2013/06/08,54.875
2013/06/09,54.875
2013/06/10,54.875
2013/06/11,51.494
2013/06/12,39.495
2013/06/13,39.495
2013/06/14,39.495
2013/06/15,39.495
2013/06/16,42.562
2013/06/17,72.869
2013/06/18,72.869
2013/06/19,72.869
2013/06/20,72.869
2013/06/21,72.869
2013/06/22,72.869
2013/06/23,72.869
2013/06/24,68.891
2013/06/25,59.126
2013/06/26,59.126
2013/06/27,59.126
2013/06/28,59.126
2013/06/29,66.026
2013/06/30,75.55
2013/07/01,75.55
2013/07/02,75.55
2013/07/03,75.55
2013/07/04,75.55
2013/07/05,58.43
2013/07/06,36.716
2013/07/07,36.716
2013/07/08,36.716
2013/07/09,36.716
2013/07/10,36.716
2013/07/11,67.295
2013/07/12,67.65
2013/07/13,67.65
2013/07/14,67.65
2013/07/15,67.65
2013/07/16,64.044
2013/07/17,35.284
2013/07/18,35.284
2013/07/19,35.284
2013/07/20,35.284
2013/07/21,35.284
2013/07/22,40.552
2013/07/23,61.624
2013/07/24,61.624
2013/07/25,61.624
2013/07/26,61.624
2013/07/27,61.624
2013/07/28,61.624
2013/07/29,54.907
2013/07/30,46.503
2013/07/31,46.503
2013/08/01,46.503
2013/08/02,46.503
2013/08/03,60.037
2013/08/04,75.262
2013/08/05,75.262
2013/08/06,75.262
2013/08/07,75.262
2013/08/08,75.262
2013/08/09,75.262
2013/08/10,43.227
2013/08/11,42.923
2013/08/12,42.923
2013/08/13,52.171
2013/08/14,94.208
2013/08/15,94.208
2013/08/16,94.208
2013/08/17,94.208
2013/08/18,94.208
2013/08/19,94.208
2013/08/20,94.208
2013/08/21,86.929
2013/08/22,62.557
2013/08/23,62.557
2013/08/24,79.534
2013/08/25,110.353
2013/08/26,110.353
2013/08/27,110.353
2013/08/28,110.353
2013/08/29,110.353
2013/08/30,110.353
2013/08/31,110.353
2013/09/01,110.353
2013/09/02,92.565
2013/09/03,75.836
2013/09/04,118.584
2013/09/05,132.486
2013/09/06,132.486
2013/09/07,132.486
2013/09/08,132.486
2013/09/09,132.486
2013/09/10,132.486
2013/09/11,132.486
2013/09/12,118.357
2013/09/13,71.093
2013/09/14,71.557
2013/09/15,121.665
2013/09/16,121.665
2013/09/17,121.665
2013/09/18,121.665
2013/09/19,121.665
2013/09/20,121.665
2013/09/21,121.665
2013/09/22,121.665
2013/09/23,100.704
2013/09/24,71.298
2013/09/25,91.338
2013/09/26,126.341
2013/09/27,126.341
2013/09/28,126.341
2013/09/29,126.341
2013/09/30,126.341
2013/10/01,126.341
2013/10/02,126.341
2013/10/03,126.341
2013/10/04,82.076
2013/10/05,71.188
2013/10/06,88.8
2013/10/07,117.732
2013/10/08,117.732
2013/10/09,117.732
2013/10/10,117.732
2013/10/11,117.732
2013/10/12,117.732
2013/10/13,117.732
2013/10/14,117.143
2013/10/15,68.058
2013/10/16,95.256
2013/10/17,137.712
2013/10/18,137.712
2013/10/19,137.712
2013/10/20,137.712
2013/10/21,137.712
2013/10/22,137.712
2013/10/23,137.712
2013/10/24,137.712
2013/10/25,112.815
2013/10/26,150.861
2013/10/27,162.687
2013/10/28,162.687
2013/10/29,162.687
2013/10/30,162.687
2013/10/31,162.687
2013/11/01,162.687
2013/11/02,162.687
2013/11/03,162.687
2013/11/04,162.687
2013/11/05,151.21
2013/11/06,169.932
2013/11/07,169.932
2013/11/08,169.932
2013/11/09,169.932
2013/11/10,169.932
2013/11/11,169.932
2013/11/12,169.932
2013/11/13,169.932
2013/11/14,169.932
2013/11/15,132.331
2013/11/16,90.837
2013/11/17,102.711
2013/11/18,127.647
2013/11/19,127.647
2013/11/20,127.647
2013/11/21,127.647
2013/11/22,127.647
2013/11/23,127.647
2013/11/24,127.647
2013/11/25,63.256
2013/11/26,55.906
2013/11/27,55.906
2013/11/28,55.906
2013/11/29,62.277
2013/11/30,80.956
2013/12/01,80.956
2013/12/02,80.956
2013/12/03,80.956
2013/12/04,80.956
2013/12/05,71.573
2013/12/06,38.455
2013/12/07,38.455
2013/12/08,38.455
2013/12/09,38.455
2013/12/10,51.77
2013/12/11,77.784
2013/12/12,77.784
2013/12/13,77.784
2013/12/14,77.784
2013/12/15,77.784
2013/12/16,77.784
2013/12/17,67.37
2013/12/18,49.036
2013/12/19,49.036
2013/12/20,49.036
2013/12/21,75.147
2013/12/22,93.758
