Date,hashrate30rsi
2010/07/17,95.868
2010/07/18,65.079
2010/07/19,65.023
2010/07/20,65.879
2010/07/21,66.664
2010/07/22,66.322
2010/07/23,66.427
2010/07/24,65.411
2010/07/25,67.829
2010/07/26,70.602
2010/07/27,72.195
2010/07/28,63.805
2010/07/29,65.082
2010/07/30,65.89
2010/07/31,66.537
2010/08/01,69.715
2010/08/02,71.834
2010/08/03,70.555
2010/08/04,67.937
2010/08/05,70.697
2010/08/06,71.065
2010/08/07,62.648
2010/08/08,66.283
2010/08/09,68.27
2010/08/10,66.661
2010/08/11,69.21
2010/08/12,69.887
2010/08/13,70.088
2010/08/14,71.59
2010/08/15,78.084
2010/08/16,59.749
2010/08/17,58.536
2010/08/18,57.04
2010/08/19,57.696
2010/08/20,60.888
2010/08/21,63.165
2010/08/22,64.453
2010/08/23,66.143
2010/08/24,66.207
2010/08/25,67.022
2010/08/26,65.578
2010/08/27,67.083
2010/08/28,64.793
2010/08/29,61.238
2010/08/30,58.994
2010/08/31,61.606
2010/09/01,61.796
2010/09/02,58.544
2010/09/03,58.962
2010/09/04,60.814
2010/09/05,60.706
2010/09/06,58.955
2010/09/07,56.873
2010/09/08,60.19
2010/09/09,59.735
2010/09/10,60.739
2010/09/11,62.099
2010/09/12,62.855
2010/09/13,63.248
2010/09/14,64.651
2010/09/15,63.77
2010/09/16,65.568
2010/09/17,68.856
2010/09/18,69.39
2010/09/19,75.077
2010/09/20,71.961
2010/09/21,66.621
2010/09/22,62.053
2010/09/23,65.922
2010/09/24,69.829
2010/09/25,66.737
2010/09/26,62.678
2010/09/27,64.913
2010/09/28,66.501
2010/09/29,70.161
2010/09/30,59.143
2010/10/01,60.709
2010/10/02,54.423
2010/10/03,51.813
2010/10/04,55.946
2010/10/05,55.467
2010/10/06,56.952
2010/10/07,59.665
2010/10/08,58.29
2010/10/09,57.438
2010/10/10,58.888
2010/10/11,59.158
2010/10/12,58.548
2010/10/13,59.585
2010/10/14,62.368
2010/10/15,63.104
2010/10/16,65.755
2010/10/17,71.758
2010/10/18,68.087
2010/10/19,64.08
2010/10/20,65.581
2010/10/21,72.213
2010/10/22,60.115
2010/10/23,61.011
2010/10/24,62.119
2010/10/25,65.303
2010/10/26,66.909
2010/10/27,67.283
2010/10/28,63.744
2010/10/29,65.47
2010/10/30,66.502
2010/10/31,72.035
2010/11/01,63.247
2010/11/02,63.317
2010/11/03,64.699
2010/11/04,65.353
2010/11/05,67.104
2010/11/06,66.996
2010/11/07,70.002
2010/11/08,71.282
2010/11/09,75.337
2010/11/10,70.845
2010/11/11,74.162
2010/11/12,65.66
2010/11/13,66.179
2010/11/14,70.92
2010/11/15,66.821
2010/11/16,61.387
2010/11/17,65.172
2010/11/18,69.289
2010/11/19,70.881
2010/11/20,55.587
2010/11/21,56.894
2010/11/22,59.115
2010/11/23,58.655
2010/11/24,60.337
2010/11/25,59.375
2010/11/26,63.456
2010/11/27,62.665
2010/11/28,58.691
2010/11/29,61.282
2010/11/30,64.277
2010/12/01,62.432
2010/12/02,63.897
2010/12/03,63.028
2010/12/04,65.411
2010/12/05,67.18
2010/12/06,68.017
2010/12/07,65.968
2010/12/08,66.905
2010/12/09,68.131
2010/12/10,68.661
2010/12/11,66.19
2010/12/12,68.16
2010/12/13,63.834
2010/12/14,62.362
2010/12/15,65.963
2010/12/16,66.771
2010/12/17,63.99
2010/12/18,60.557
2010/12/19,61.793
2010/12/20,63.034
2010/12/21,63.856
2010/12/22,67.358
2010/12/23,58.71
2010/12/24,59.317
2010/12/25,60.662
2010/12/26,59.143
2010/12/27,59.933
2010/12/28,62.776
2010/12/29,61.477
2010/12/30,60.025
2010/12/31,60.616
2011/01/01,61.718
2011/01/02,62.593
2011/01/03,64.075
2011/01/04,58.008
2011/01/05,58.333
2011/01/06,59.934
2011/01/07,57.364
2011/01/08,62.403
2011/01/09,57.728
2011/01/10,60.012
2011/01/11,58.142
2011/01/12,59.006
2011/01/13,60.396
2011/01/14,60.633
2011/01/15,61.731
2011/01/16,62.642
2011/01/17,63.257
2011/01/18,59.722
2011/01/19,59.454
2011/01/20,61.649
2011/01/21,64.403
2011/01/22,57.013
2011/01/23,59.358
2011/01/24,59.43
2011/01/25,57.163
2011/01/26,60.021
2011/01/27,61.379
2011/01/28,60.875
2011/01/29,59.214
2011/01/30,61.128
2011/01/31,58.228
2011/02/01,62.623
2011/02/02,58.407
2011/02/03,57.243
2011/02/04,60.782
2011/02/05,62.789
2011/02/06,59.731
2011/02/07,61.292
2011/02/08,64.915
2011/02/09,63.844
2011/02/10,65.144
2011/02/11,65.117
2011/02/12,66.206
2011/02/13,66.513
2011/02/14,66.687
2011/02/15,68.207
2011/02/16,70.246
2011/02/17,73.079
2011/02/18,76.935
2011/02/19,69.415
2011/02/20,69.598
2011/02/21,70.863
2011/02/22,72.768
2011/02/23,74.783
2011/02/24,74.91
2011/02/25,73.758
2011/02/26,76.769
2011/02/27,83.799
2011/02/28,67.713
2011/03/01,58.989
2011/03/02,60.905
2011/03/03,62.893
2011/03/04,66.59
2011/03/05,70.834
2011/03/06,73.556
2011/03/07,68.467
2011/03/08,59.446
2011/03/09,58.496
2011/03/10,57.458
2011/03/11,55.638
