Date,difficulty30var
2010/07/17,903.751
2010/07/18,1645
2010/07/19,2326
2010/07/20,2948
2010/07/21,3509
2010/07/22,4011
2010/07/23,4452
2010/07/24,4837
2010/07/25,5167
2010/07/26,5438
2010/07/27,6136
2010/07/28,6775
2010/07/29,7302
2010/07/30,7716
2010/07/31,8019
2010/08/01,8208
2010/08/02,8286
2010/08/03,8251
2010/08/04,8104
2010/08/05,7975
2010/08/06,8613
2010/08/07,9011
2010/08/08,9169
2010/08/09,9087
2010/08/10,8765
2010/08/11,8203
2010/08/12,7558
2010/08/13,6825
2010/08/14,5882
2010/08/15,5243
2010/08/16,7010
2010/08/17,8534
2010/08/18,9816
2010/08/19,10856
2010/08/20,11654
2010/08/21,12209
2010/08/22,12522
2010/08/23,12592
2010/08/24,12421
2010/08/25,12007
2010/08/26,12050
2010/08/27,13245
2010/08/28,14120
2010/08/29,14676
2010/08/30,14912
2010/08/31,14829
2010/09/01,14426
2010/09/02,13704
2010/09/03,12662
2010/09/04,11541
2010/09/05,11356
2010/09/06,11008
2010/09/07,10496
2010/09/08,10451
2010/09/09,10317
2010/09/10,9894
2010/09/11,9182
2010/09/12,8181
2010/09/13,6890
2010/09/14,5896
2010/09/15,5977
2010/09/16,5968
2010/09/17,5869
2010/09/18,5680
2010/09/19,7369
2010/09/20,9143
2010/09/21,10551
2010/09/22,11592
2010/09/23,12267
2010/09/24,12576
2010/09/25,12585
2010/09/26,13412
2010/09/27,14047
2010/09/28,15272
2010/09/29,24748
2010/09/30,33150
2010/10/01,40477
2010/10/02,46730
2010/10/03,51909
2010/10/04,56014
2010/10/05,59044
2010/10/06,61000
2010/10/07,61882
2010/10/08,63278
2010/10/09,64141
2010/10/10,64188
2010/10/11,63419
2010/10/12,62649
2010/10/13,61221
2010/10/14,58810
2010/10/15,55415
2010/10/16,51037
2010/10/17,45677
2010/10/18,39333
2010/10/19,37006
2010/10/20,34689
2010/10/21,48036
2010/10/22,68308
2010/10/23,85211
2010/10/24,98746
2010/10/25,108912
2010/10/26,115710
2010/10/27,119139
2010/10/28,121637
2010/10/29,130982
2010/10/30,140193
2010/10/31,207316
2010/11/01,267454
2010/11/02,320605
2010/11/03,366770
2010/11/04,405949
2010/11/05,438142
2010/11/06,463349
2010/11/07,481569
2010/11/08,492803
2010/11/09,542338
2010/11/10,683007
2010/11/11,803899
2010/11/12,903576
2010/11/13,981086
2010/11/14,1036429
2010/11/15,1069606
2010/11/16,1080616
2010/11/17,1069459
2010/11/18,1075551
2010/11/19,1386657
2010/11/20,1703548
2010/11/21,1987279
2010/11/22,2221548
2010/11/23,2406354
2010/11/24,2541696
2010/11/25,2627576
2010/11/26,2663993
2010/11/27,2650946
2010/11/28,2588437
2010/11/29,2483383
2010/11/30,2515973
2010/12/01,2657149
2010/12/02,2743069
2010/12/03,2773734
2010/12/04,2749144
2010/12/05,2669300
2010/12/06,2534200
2010/12/07,2343845
2010/12/08,2098235
2010/12/09,1936177
2010/12/10,2814104
2010/12/11,3559738
2010/12/12,4173081
2010/12/13,4654133
2010/12/14,5002893
2010/12/15,5219361
2010/12/16,5303538
2010/12/17,5255423
2010/12/18,5180146
2010/12/19,5398743
2010/12/20,5552897
2010/12/21,5714152
2010/12/22,6291761
2010/12/23,6740431
2010/12/24,7060161
2010/12/25,7250952
2010/12/26,7312804
2010/12/27,7245716
2010/12/28,7049689
2010/12/29,6724723
2010/12/30,6364253
2010/12/31,6145633
2011/01/01,5835821
2011/01/02,5434816
2011/01/03,5192898
2011/01/04,4900854
2011/01/05,4458320
2011/01/06,3865297
2011/01/07,3121784
2011/01/08,2285719
2011/01/09,2355361
2011/01/10,2388455
2011/01/11,2385002
2011/01/12,2345001
2011/01/13,2268452
2011/01/14,2155356
2011/01/15,2115528
2011/01/16,2243811
2011/01/17,2287066
2011/01/18,2245294
2011/01/19,2118495
2011/01/20,1990090
2011/01/21,2107443
2011/01/22,2190063
2011/01/23,2237950
2011/01/24,2251103
2011/01/25,2229523
2011/01/26,2173209
2011/01/27,2443457
2011/01/28,3035957
2011/01/29,3502514
2011/01/30,3843130
2011/01/31,4057802
2011/02/01,4146533
2011/02/02,4416077
2011/02/03,4668792
2011/02/04,4849181
2011/02/05,4957244
2011/02/06,4992982
2011/02/07,4956394
2011/02/08,5627795
2011/02/09,6500037
2011/02/10,7163601
2011/02/11,7618487
2011/02/12,7864695
2011/02/13,7902226
2011/02/14,8018177
2011/02/15,8291621
2011/02/16,8438048
2011/02/17,8457459
2011/02/18,12316820
2011/02/19,17508859
2011/02/20,21979118
2011/02/21,25727596
2011/02/22,28754294
2011/02/23,31059211
2011/02/24,32642348
2011/02/25,33503704
2011/02/26,34778799
2011/02/27,43132285
2011/02/28,65331605
2011/03/01,85025537
2011/03/02,102214083
2011/03/03,116897242
2011/03/04,129075013
2011/03/05,138747398
2011/03/06,145914396
2011/03/07,150576007
2011/03/08,152732231
2011/03/09,161588231
2011/03/10,195685775
2011/03/11,225132258
2011/03/12,248979825
2011/03/13,267228477
2011/03/14,279878214
2011/03/15,286929035
2011/03/16,288380941
2011/03/17,284233932
2011/03/18,274488008
2011/03/19,259143169
2011/03/20,253312850
2011/03/21,247335027
2011/03/22,237849004
2011/03/23,224854781
2011/03/24,208352358
2011/03/25,184623242
2011/03/26,158291523
2011/03/27,129609995
2011/03/28,98578659
2011/03/29,80781076
2011/03/30,75141168
2011/03/31,69102937
2011/04/01,62666382
2011/04/02,55831504
2011/04/03,48598301
2011/04/04,40966775
2011/04/05,32804489
2011/04/06,27428621
2011/04/07,20461885
2011/04/08,18968826
2011/04/09,21098423
2011/04/10,23143887
2011/04/11,25105218
2011/04/12,26982417
2011/04/13,28775483
2011/04/14,30484416
2011/04/15,32109217
2011/04/16,33649884
2011/04/17,35106419
2011/04/18,41090904
2011/04/19,49425058
2011/04/20,57179250
2011/04/21,64353479
2011/04/22,70947746
2011/04/23,76962051
2011/04/24,79450826
2011/04/25,80323326
2011/04/26,79982164
2011/04/27,78427339
2011/04/28,75658853
2011/04/29,71676705
2011/04/30,82152807
2011/05/01,92321587
2011/05/02,98810663
2011/05/03,101620034
2011/05/04,100749700
2011/05/05,97627609
2011/05/06,104741518
2011/05/07,110196255
2011/05/08,113991819
2011/05/09,122763602
2011/05/10,238603888
2011/05/11,341920576
2011/05/12,432713668
2011/05/13,510983162
2011/05/14,576729060
2011/05/15,629951361
2011/05/16,670650064
2011/05/17,698825170
2011/05/18,743981826
2011/05/19,1227218696
2011/05/20,1659272045
2011/05/21,2040141875
2011/05/22,2369828185
2011/05/23,2648330975
2011/05/24,2875650246
2011/05/25,3051785997
2011/05/26,3404402793
2011/05/27,5650867702
2011/05/28,7636607217
2011/05/29,9361621338
2011/05/30,10932993452
2011/05/31,12280790862
2011/06/01,13393567081
2011/06/02,14271322110
2011/06/03,14914055949
2011/06/04,15321768596
2011/06/05,15494460053
2011/06/06,16019412628
2011/06/07,17502850434
2011/06/08,18598230547
2011/06/09,19772654724
2011/06/10,20573790931
2011/06/11,21001639167
2011/06/12,21056199433
2011/06/13,20737471728
2011/06/14,20045456052
2011/06/15,20735162354
2011/06/16,25196196349
2011/06/17,28609093020
2011/06/18,32405816998
2011/06/19,35312565411
2011/06/20,37329338260
2011/06/21,38456135543
2011/06/22,38692957261
2011/06/23,38039803415
2011/06/24,41091073317
2011/06/25,55487583826
2011/06/26,70632175720
2011/06/27,83795142552
2011/06/28,94976484324
2011/06/29,104176201033
2011/06/30,111394292682
2011/07/01,116630759269
2011/07/02,119885600795
2011/07/03,121158817259
2011/07/04,120450408662
2011/07/05,117760375004
2011/07/06,115569576182
2011/07/07,119042950466
2011/07/08,120312913812
2011/07/09,119379466219
2011/07/10,116242607687
2011/07/11,110902338215
2011/07/12,103358657805
2011/07/13,93611566456
2011/07/14,81661064168
2011/07/15,72872387599
2011/07/16,69105013210
2011/07/17,64291645819
2011/07/18,58432285426
2011/07/19,51790150653
2011/07/20,45672989648
2011/07/21,38083605408
2011/07/22,29021997935
2011/07/23,18488167227
2011/07/24,13387774671
2011/07/25,13750512266
2011/07/26,13897340792
2011/07/27,13828260248
2011/07/28,13543270636
2011/07/29,13042371954
2011/07/30,12325564203
2011/07/31,11392847383
2011/08/01,11420072857
2011/08/02,12306915446
2011/08/03,12616676992
2011/08/04,12349357493
2011/08/05,11997317602
2011/08/06,13170872843
2011/08/07,14108608669
2011/08/08,14810525080
2011/08/09,15276622076
2011/08/10,15506899658
2011/08/11,15501357824
2011/08/12,15259996576
2011/08/13,14782815914
2011/08/14,14069815836
2011/08/15,13111280428
2011/08/16,11579795899
2011/08/17,9917444464
2011/08/18,8435611628
2011/08/19,8036278275
2011/08/20,7607655598
2011/08/21,7149743598
2011/08/22,6662542275
2011/08/23,6146051627
2011/08/24,5600271656
2011/08/25,5025202361
2011/08/26,4420843743
2011/08/27,3787195801
2011/08/28,3124258535
2011/08/29,2432031946
2011/08/30,1785285899
2011/08/31,1884921782
2011/09/01,1941295814
2011/09/02,1970283816
2011/09/03,1971885787
2011/09/04,1946101728
2011/09/05,1892931638
2011/09/06,1812375518
2011/09/07,1704433367
2011/09/08,1569105186
2011/09/09,1406390974
2011/09/10,1216290732
2011/09/11,998804459
2011/09/12,753932155
2011/09/13,500941510
2011/09/14,241725030
2011/09/15,269945103
2011/09/16,292548226
2011/09/17,309534399
2011/09/18,320903622
2011/09/19,326655896
2011/09/20,326791219
2011/09/21,321309592
2011/09/22,310211015
2011/09/23,293495488
2011/09/24,271163011
2011/09/25,243213585
2011/09/26,209647208
2011/09/27,172262081
2011/09/28,315868003
2011/09/29,480284939
2011/09/30,633194675
2011/10/01,768722972
2011/10/02,886869831
2011/10/03,987635251
2011/10/04,1071019233
2011/10/05,1137021776
2011/10/06,1185642881
2011/10/07,1216882548
2011/10/08,1230740776
2011/10/09,1227217566
2011/10/10,1206312917
