Date,mining_profitability3wma
2010/11/01,64882
2010/11/02,61059
2010/11/03,63072
2010/11/04,67584
2010/11/05,74368
2010/11/06,93574
2010/11/07,116164
2010/11/08,114378
2010/11/09,83978
2010/11/10,61712
2010/11/11,50962
2010/11/12,49503
2010/11/13,60233
2010/11/14,64492
2010/11/15,60875
2010/11/16,56937
2010/11/17,54552
2010/11/18,51928
2010/11/19,40374
2010/11/20,37504
2010/11/21,38935
2010/11/22,42310
2010/11/23,40833
2010/11/24,42328
2010/11/25,44605
2010/11/26,43252
2010/11/27,40688
2010/11/28,40332
2010/11/29,40370
2010/11/30,34689
2010/12/01,30386
2010/12/02,28661
2010/12/03,29815
2010/12/04,30495
2010/12/05,28538
2010/12/06,27222
2010/12/07,27054
2010/12/08,28396
2010/12/09,26099
2010/12/10,19824
2010/12/11,18164
2010/12/12,17233
2010/12/13,16760
2010/12/14,18860
2010/12/15,20604
2010/12/16,20081
2010/12/17,19291
2010/12/18,19463
2010/12/19,20725
2010/12/20,19880
2010/12/21,20690
2010/12/22,17931
2010/12/23,17337
2010/12/24,16907
2010/12/25,17854
2010/12/26,17620
2010/12/27,18362
2010/12/28,18394
2010/12/29,18974
2010/12/30,20156
2010/12/31,20456
2011/01/01,21019
2011/01/02,20599
2011/01/03,18669
2011/01/04,17830
2011/01/05,18206
2011/01/06,17594
2011/01/07,19379
2011/01/08,19273
2011/01/09,20191
2011/01/10,19519
2011/01/11,20418
2011/01/12,20127
2011/01/13,20523
2011/01/14,21406
2011/01/15,21135
2011/01/16,21498
2011/01/17,21162
2011/01/18,18529
2011/01/19,17770
2011/01/20,18988
2011/01/21,20041
2011/01/22,22246
2011/01/23,23208
2011/01/24,24541
2011/01/25,23089
2011/01/26,22496
2011/01/27,20448
2011/01/28,19883
2011/01/29,20367
2011/01/30,20483
2011/01/31,23005
2011/02/01,25037
2011/02/02,29003
2011/02/03,31558
2011/02/04,35420
2011/02/05,37027
2011/02/06,39538
2011/02/07,42021
2011/02/08,37625
2011/02/09,38783
2011/02/10,38964
2011/02/11,39792
2011/02/12,40089
2011/02/13,40609
2011/02/14,40666
2011/02/15,42342
2011/02/16,42539
2011/02/17,40337
2011/02/18,33486
2011/02/19,26361
2011/02/20,25153
2011/02/21,24034
2011/02/22,24219
2011/02/23,25456
2011/02/24,25353
2011/02/25,25882
2011/02/26,27195
2011/02/27,22903
2011/02/28,17403
2011/03/01,14791
2011/03/02,16220
2011/03/03,17669
2011/03/04,18113
2011/03/05,18323
2011/03/06,17190
2011/03/07,15040
2011/03/08,14603
2011/03/09,13742
2011/03/10,11740
2011/03/11,11554
2011/03/12,12072
2011/03/13,11564
2011/03/14,11521
2011/03/15,11726
2011/03/16,11780
2011/03/17,11863
2011/03/18,10638
2011/03/19,10255
2011/03/20,10413
2011/03/21,10436
2011/03/22,9757
2011/03/23,10958
2011/03/24,10948
2011/03/25,12787
2011/03/26,12250
2011/03/27,11974
2011/03/28,12229
2011/03/29,11957
2011/03/30,11762
2011/03/31,11949
2011/04/01,11424
2011/04/02,11295
2011/04/03,11309
2011/04/04,10907
2011/04/05,10536
2011/04/06,9237
2011/04/07,8897
2011/04/08,9270
2011/04/09,9098
2011/04/10,9297
2011/04/11,9263
2011/04/12,9597
2011/04/13,10370
2011/04/14,10839
2011/04/15,11151
2011/04/16,12358
2011/04/17,13300
2011/04/18,12804
2011/04/19,13166
2011/04/20,12611
2011/04/21,12384
2011/04/22,13764
2011/04/23,15625
2011/04/24,17165
2011/04/25,18388
2011/04/26,18350
2011/04/27,18757
2011/04/28,20587
2011/04/29,25072
2011/04/30,28157
2011/05/01,29264
2011/05/02,29460
2011/05/03,29782
2011/05/04,30938
2011/05/05,31741
2011/05/06,31954
2011/05/07,31838
2011/05/08,33897
2011/05/09,34097
2011/05/10,30425
2011/05/11,32885
2011/05/12,34743
2011/05/13,43616
2011/05/14,48442
2011/05/15,46679
2011/05/16,48343
2011/05/17,48881
2011/05/18,47858
2011/05/19,34689
2011/05/20,28597
2011/05/21,25431
2011/05/22,26402
2011/05/23,28869
2011/05/24,30380
2011/05/25,32113
2011/05/26,30854
2011/05/27,22581
2011/05/28,18907
2011/05/29,19137
2011/05/30,19522
2011/05/31,19696
2011/06/01,21629
2011/06/02,22729
2011/06/03,26235
2011/06/04,33940
2011/06/05,38693
2011/06/06,38247
2011/06/07,36059
2011/06/08,41975
2011/06/09,49985
2011/06/10,50310
2011/06/11,43956
2011/06/12,34628
2011/06/13,32477
2011/06/14,34069
2011/06/15,32103
2011/06/16,24018
2011/06/17,19795
2011/06/18,18865
2011/06/19,19984
2011/06/20,20072
2011/06/21,20393
2011/06/22,19865
2011/06/23,19502
2011/06/24,16588
2011/06/25,13317
2011/06/26,12065
2011/06/27,12427
2011/06/28,12666
2011/06/29,12594
2011/06/30,12640
2011/07/01,11665
2011/07/02,11124
2011/07/03,10960
2011/07/04,11083
2011/07/05,9892
2011/07/06,9853
2011/07/07,9161
2011/07/08,10026
2011/07/09,9356
2011/07/10,9131
2011/07/11,9275
2011/07/12,9143
2011/07/13,9661
2011/07/14,8814
2011/07/15,8949
2011/07/16,8569
2011/07/17,8970
2011/07/18,8932
2011/07/19,8216
2011/07/20,8328
2011/07/21,8191
2011/07/22,8255
2011/07/23,8065
2011/07/24,8295
2011/07/25,8356
2011/07/26,8616
2011/07/27,8266
2011/07/28,7851
2011/07/29,7961
2011/07/30,8011
2011/07/31,8227
2011/08/01,7566
2011/08/02,7019
2011/08/03,6243
2011/08/04,5425
2011/08/05,5436
2011/08/06,4729
2011/08/07,4230
2011/08/08,4144
2011/08/09,4609
2011/08/10,4934
2011/08/11,5096
2011/08/12,5049
2011/08/13,4997
2011/08/14,5466
2011/08/15,5534
2011/08/16,6234
2011/08/17,6152
2011/08/18,6070
2011/08/19,5931
2011/08/20,6445
2011/08/21,6706
2011/08/22,6421
2011/08/23,5950
2011/08/24,5721
2011/08/25,5737
2011/08/26,5369
2011/08/27,4815
2011/08/28,4704
2011/08/29,5081
2011/08/30,5139
2011/08/31,5002
2011/09/01,4627
2011/09/02,4792
2011/09/03,4781
2011/09/04,4759
2011/09/05,4726
2011/09/06,4421
2011/09/07,3957
2011/09/08,3822
2011/09/09,3703
2011/09/10,3108
2011/09/11,2814
2011/09/12,3145
2011/09/13,3378
2011/09/14,3383
2011/09/15,3266
2011/09/16,2831
2011/09/17,2837
2011/09/18,2836
2011/09/19,2827
2011/09/20,3190
2011/09/21,3325
2011/09/22,3296
2011/09/23,3080
2011/09/24,3118
2011/09/25,3081
2011/09/26,3046
2011/09/27,2860
2011/09/28,2936
2011/09/29,2775
2011/09/30,2771
2011/10/01,3104
2011/10/02,2947
2011/10/03,3087
2011/10/04,2774
2011/10/05,3059
2011/10/06,2828
2011/10/07,2871
2011/10/08,2501
2011/10/09,2500
2011/10/10,2435
2011/10/11,2237
2011/10/12,2349
2011/10/13,2422
2011/10/14,2776
2011/10/15,2688
2011/10/16,2541
2011/10/17,2267
2011/10/18,1941
2011/10/19,1751
2011/10/20,1601
2011/10/21,1580
2011/10/22,1688
2011/10/23,1996
2011/10/24,2148
2011/10/25,2004
2011/10/26,1872
2011/10/27,1792
2011/10/28,1993
2011/10/29,2154
2011/10/30,2387
2011/10/31,2597
2011/11/01,2791
2011/11/02,2794
2011/11/03,2578
2011/11/04,2685
2011/11/05,2566
2011/11/06,2499
2011/11/07,2458
2011/11/08,2589
2011/11/09,2590
2011/11/10,2401
2011/11/11,2310
2011/11/12,2524
2011/11/13,2557
2011/11/14,2394
2011/11/15,2150
2011/11/16,1993
2011/11/17,1986
2011/11/18,1901
2011/11/19,1728
2011/11/20,1929
2011/11/21,1802
2011/11/22,1929
2011/11/23,1912
2011/11/24,1920
2011/11/25,2084
2011/11/26,2068
2011/11/27,2035
2011/11/28,2107
2011/11/29,2252
2011/11/30,2644
2011/12/01,2825
2011/12/02,2650
2011/12/03,2736
2011/12/04,2585
2011/12/05,2655
2011/12/06,2747
2011/12/07,2646
2011/12/08,2839
2011/12/09,2768
2011/12/10,2659
2011/12/11,2885
2011/12/12,2805
2011/12/13,2862
2011/12/14,2874
2011/12/15,2635
2011/12/16,2636
2011/12/17,2874
2011/12/18,2831
2011/12/19,2981
2011/12/20,2990
2011/12/21,3245
2011/12/22,3416
2011/12/23,3357
2011/12/24,3440
2011/12/25,3699
2011/12/26,3657
2011/12/27,3351
2011/12/28,3469
2011/12/29,3406
2011/12/30,3768
2011/12/31,3811
2012/01/01,4156
2012/01/02,4386
2012/01/03,4423
2012/01/04,4326
2012/01/05,4974
2012/01/06,5616
2012/01/07,5991
2012/01/08,5890
2012/01/09,5628
2012/01/10,5126
2012/01/11,5262
2012/01/12,5232
2012/01/13,5384
2012/01/14,5347
2012/01/15,5230
2012/01/16,5747
2012/01/17,5291
2012/01/18,4623
2012/01/19,4875
2012/01/20,5189
2012/01/21,5230
2012/01/22,4772
2012/01/23,4918
2012/01/24,4823
2012/01/25,4696
2012/01/26,4493
2012/01/27,4264
2012/01/28,4158
2012/01/29,4379
2012/01/30,4357
2012/01/31,4107
2012/02/01,4169
2012/02/02,4620
2012/02/03,4570
2012/02/04,4545
2012/02/05,4244
2012/02/06,4114
2012/02/07,3980
2012/02/08,4131
2012/02/09,4243
2012/02/10,4134
2012/02/11,4292
2012/02/12,4194
2012/02/13,3864
2012/02/14,3711
2012/02/15,3433
2012/02/16,3220
2012/02/17,3273
2012/02/18,3296
2012/02/19,3129
2012/02/20,2978
2012/02/21,3044
2012/02/22,3232
2012/02/23,3411
2012/02/24,3598
2012/02/25,3594
2012/02/26,3462
2012/02/27,3511
2012/02/28,3624
2012/02/29,3644
2012/03/01,3517
2012/03/02,3265
2012/03/03,3132
2012/03/04,3237
2012/03/05,3379
2012/03/06,3293
2012/03/07,3407
2012/03/08,3343
2012/03/09,3419
2012/03/10,3235
2012/03/11,3179
2012/03/12,3298
2012/03/13,3386
2012/03/14,3361
2012/03/15,3401
2012/03/16,3680
2012/03/17,3743
2012/03/18,3594
2012/03/19,3276
2012/03/20,3282
2012/03/21,3208
2012/03/22,3204
2012/03/23,3067
2012/03/24,3329
2012/03/25,3088
2012/03/26,3038
2012/03/27,3095
2012/03/28,3157
2012/03/29,3040
2012/03/30,3062
2012/03/31,3106
2012/04/01,2994
2012/04/02,2774
2012/04/03,2948
2012/04/04,3001
2012/04/05,2989
2012/04/06,3148
2012/04/07,3046
2012/04/08,3105
2012/04/09,2964
2012/04/10,3025
2012/04/11,2933
2012/04/12,2862
2012/04/13,2924
2012/04/14,3174
2012/04/15,3027
2012/04/16,3319
2012/04/17,3212
2012/04/18,3248
2012/04/19,3354
2012/04/20,3311
2012/04/21,3405
2012/04/22,3274
2012/04/23,3099
2012/04/24,3196
2012/04/25,3153
2012/04/26,3380
2012/04/27,3372
2012/04/28,3396
2012/04/29,3490
2012/04/30,3475
2012/05/01,3337
2012/05/02,3187
2012/05/03,3284
2012/05/04,3344
2012/05/05,3484
2012/05/06,3395
2012/05/07,3393
2012/05/08,3310
2012/05/09,3202
2012/05/10,2799
2012/05/11,3013
2012/05/12,2810
2012/05/13,2911
2012/05/14,2878
2012/05/15,2856
2012/05/16,2928
2012/05/17,2890
2012/05/18,3035
2012/05/19,3075
2012/05/20,3004
2012/05/21,2832
2012/05/22,2816
2012/05/23,2994
2012/05/24,3006
2012/05/25,3138
2012/05/26,3302
2012/05/27,3347
2012/05/28,3256
2012/05/29,3132
2012/05/30,3233
2012/05/31,3193
2012/06/01,3428
2012/06/02,3422
2012/06/03,3303
2012/06/04,3286
2012/06/05,3409
2012/06/06,3396
2012/06/07,3442
2012/06/08,3471
2012/06/09,3642
2012/06/10,3617
2012/06/11,3304
2012/06/12,3594
2012/06/13,3574
2012/06/14,3841
2012/06/15,3873
2012/06/16,4040
2012/06/17,4043
2012/06/18,4238
2012/06/19,3751
2012/06/20,4002
2012/06/21,3950
2012/06/22,4062
2012/06/23,3937
2012/06/24,3557
2012/06/25,3654
2012/06/26,3698
2012/06/27,3861
2012/06/28,3777
2012/06/29,3877
2012/06/30,3795
2012/07/01,3892
2012/07/02,3903
2012/07/03,4016
2012/07/04,3789
2012/07/05,3732
2012/07/06,3825
2012/07/07,3929
2012/07/08,3815
2012/07/09,3879
2012/07/10,3968
2012/07/11,3923
2012/07/12,4238
2012/07/13,4465
2012/07/14,4469
2012/07/15,4195
2012/07/16,4432
2012/07/17,4806
2012/07/18,4852
2012/07/19,4601
2012/07/20,4727
2012/07/21,4684
2012/07/22,4816
2012/07/23,4574
2012/07/24,4665
2012/07/25,4674
2012/07/26,4728
2012/07/27,4943
2012/07/28,4609
2012/07/29,4947
2012/07/30,4672
2012/07/31,4379
2012/08/01,4427
2012/08/02,4948
2012/08/03,5160
2012/08/04,5318
2012/08/05,5166
2012/08/06,5219
2012/08/07,5602
2012/08/08,5715
2012/08/09,5673
2012/08/10,5466
2012/08/11,5588
2012/08/12,5481
2012/08/13,5527
2012/08/14,5453
2012/08/15,5718
2012/08/16,5823
2012/08/17,5684
2012/08/18,5640
2012/08/19,5416
2012/08/20,4615
2012/08/21,4314
2012/08/22,4417
2012/08/23,4567
2012/08/24,4453
2012/08/25,4396
2012/08/26,4574
2012/08/27,4364
2012/08/28,4480
2012/08/29,4552
2012/08/30,4454
2012/08/31,4279
2012/09/01,4216
2012/09/02,4331
2012/09/03,4167
2012/09/04,4417
2012/09/05,4477
2012/09/06,4413
2012/09/07,4219
2012/09/08,4012
2012/09/09,4213
2012/09/10,4176
2012/09/11,4050
2012/09/12,4292
2012/09/13,4104
2012/09/14,4275
2012/09/15,4306
2012/09/16,4534
2012/09/17,4529
2012/09/18,4448
2012/09/19,4294
2012/09/20,4463
2012/09/21,4548
2012/09/22,4265
2012/09/23,4312
2012/09/24,4279
2012/09/25,4076
2012/09/26,4186
2012/09/27,4530
2012/09/28,4417
2012/09/29,4473
2012/09/30,4348
2012/10/01,4125
2012/10/02,4335
2012/10/03,4191
2012/10/04,4241
2012/10/05,4198
2012/10/06,4433
2012/10/07,4028
2012/10/08,4206
2012/10/09,3906
2012/10/10,3938
2012/10/11,3793
2012/10/12,3921
2012/10/13,3978
2012/10/14,3787
2012/10/15,4019
2012/10/16,3969
2012/10/17,3865
2012/10/18,3955
2012/10/19,3670
2012/10/20,3949
2012/10/21,3880
2012/10/22,3919
2012/10/23,3587
2012/10/24,3846
2012/10/25,3770
2012/10/26,3768
2012/10/27,3475
2012/10/28,3467
2012/10/29,3377
2012/10/30,3241
2012/10/31,3292
2012/11/01,3305
2012/11/02,3277
2012/11/03,3253
2012/11/04,3254
2012/11/05,3342
2012/11/06,3227
2012/11/07,3378
2012/11/08,3286
2012/11/09,3348
2012/11/10,3186
2012/11/11,3290
2012/11/12,3172
2012/11/13,3325
2012/11/14,3272
2012/11/15,3262
2012/11/16,3412
2012/11/17,3438
2012/11/18,3391
2012/11/19,3614
2012/11/20,3541
2012/11/21,3580
2012/11/22,3453
2012/11/23,3815
2012/11/24,3697
2012/11/25,3683
2012/11/26,3625
2012/11/27,3596
2012/11/28,3381
2012/11/29,2541
2012/11/30,1957
2012/12/01,1882
2012/12/02,1820
2012/12/03,1834
2012/12/04,1738
2012/12/05,1897
2012/12/06,1987
2012/12/07,2009
2012/12/08,1972
2012/12/09,1928
2012/12/10,2014
2012/12/11,2060
2012/12/12,1982
2012/12/13,2007
2012/12/14,1931
2012/12/15,2057
2012/12/16,1991
2012/12/17,2121
2012/12/18,2038
2012/12/19,2060
2012/12/20,1943
2012/12/21,2022
2012/12/22,2180
2012/12/23,1942
2012/12/24,1993
2012/12/25,1942
2012/12/26,2231
2012/12/27,2255
2012/12/28,2321
2012/12/29,2231
2012/12/30,2366
2012/12/31,2249
2013/01/01,2242
2013/01/02,2215
2013/01/03,2257
2013/01/04,2260
2013/01/05,2169
2013/01/06,2224
2013/01/07,2341
2013/01/08,2112
2013/01/09,2070
2013/01/10,2146
2013/01/11,2085
2013/01/12,2170
2013/01/13,2231
2013/01/14,2329
2013/01/15,2134
2013/01/16,2223
2013/01/17,2108
2013/01/18,2299
2013/01/19,2509
2013/01/20,2475
2013/01/21,2377
2013/01/22,2547
2013/01/23,2573
2013/01/24,2878
2013/01/25,2825
2013/01/26,3054
2013/01/27,2989
2013/01/28,2976
2013/01/29,3116
2013/01/30,3205
2013/01/31,3487
2013/02/01,3284
2013/02/02,3255
2013/02/03,3577
2013/02/04,3433
2013/02/05,3303
2013/02/06,3079
2013/02/07,3246
2013/02/08,3347
2013/02/09,3453
2013/02/10,3606
2013/02/11,3598
2013/02/12,3597
2013/02/13,3900
2013/02/14,3796
2013/02/15,4097
2013/02/16,4160
2013/02/17,4163
2013/02/18,3720
2013/02/19,3718
2013/02/20,4105
2013/02/21,4041
2013/02/22,4115
2013/02/23,3987
2013/02/24,3905
2013/02/25,4167
2013/02/26,4102
2013/02/27,4184
2013/02/28,4137
2013/03/01,4143
2013/03/02,3951
2013/03/03,3951
2013/03/04,3974
2013/03/05,3889
2013/03/06,4252
2013/03/07,4690
2013/03/08,4852
2013/03/09,5025
2013/03/10,5160
2013/03/11,5033
2013/03/12,5102
2013/03/13,5066
2013/03/14,5022
2013/03/15,4729
2013/03/16,4693
2013/03/17,4800
2013/03/18,4756
2013/03/19,4800
2013/03/20,5825
2013/03/21,6440
2013/03/22,6852
2013/03/23,6760
2013/03/24,5939
2013/03/25,5234
2013/03/26,5192
2013/03/27,5515
2013/03/28,6553
2013/03/29,6674
2013/03/30,6697
2013/03/31,6765
2013/04/01,7035
2013/04/02,7564
2013/04/03,8293
2013/04/04,8671
2013/04/05,9376
2013/04/06,9241
2013/04/07,9339
2013/04/08,9687
2013/04/09,11619
2013/04/10,12290
2013/04/11,9873
2013/04/12,7595
2013/04/13,6600
2013/04/14,6148
2013/04/15,5958
2013/04/16,5387
2013/04/17,5126
2013/04/18,4930
2013/04/19,5559
2013/04/20,6323
2013/04/21,6637
2013/04/22,6384
2013/04/23,6651
2013/04/24,7097
2013/04/25,7935
2013/04/26,7715
2013/04/27,7055
2013/04/28,7238
2013/04/29,7294
2013/04/30,6913
2013/05/01,6512
2013/05/02,5855
2013/05/03,5363
2013/05/04,5403
2013/05/05,5858
2013/05/06,5759
2013/05/07,5647
2013/05/08,5443
2013/05/09,5434
2013/05/10,5591
2013/05/11,5793
2013/05/12,5537
2013/05/13,5310
2013/05/14,4928
2013/05/15,4714
2013/05/16,4799
2013/05/17,5041
2013/05/18,5177
2013/05/19,5074
2013/05/20,4859
2013/05/21,5202
2013/05/22,5265
2013/05/23,5567
2013/05/24,5591
2013/05/25,5631
2013/05/26,5456
2013/05/27,5430
2013/05/28,5315
2013/05/29,5322
2013/05/30,5435
2013/05/31,5282
2013/06/01,5550
2013/06/02,5251
2013/06/03,5216
2013/06/04,5123
2013/06/05,4594
2013/06/06,4113
2013/06/07,3814
2013/06/08,3800
2013/06/09,3467
2013/06/10,3362
2013/06/11,3486
2013/06/12,3629
2013/06/13,3460
2013/06/14,3393
2013/06/15,3260
2013/06/16,3215
2013/06/17,2754
2013/06/18,2579
2013/06/19,2721
2013/06/20,2862
2013/06/21,2943
2013/06/22,2838
2013/06/23,2661
2013/06/24,2563
2013/06/25,2558
2013/06/26,2565
2013/06/27,2607
2013/06/28,2496
2013/06/29,2378
2013/06/30,2146
2013/07/01,2056
2013/07/02,1971
2013/07/03,2035
2013/07/04,1896
2013/07/05,1848
2013/07/06,1722
2013/07/07,1639
2013/07/08,1690
2013/07/09,1684
2013/07/10,1795
2013/07/11,1649
2013/07/12,1535
2013/07/13,1645
2013/07/14,1717
2013/07/15,1731
2013/07/16,1701
2013/07/17,1798
2013/07/18,1688
2013/07/19,1653
2013/07/20,1627
2013/07/21,1687
2013/07/22,1519
2013/07/23,1362
2013/07/24,1417
2013/07/25,1407
2013/07/26,1438
2013/07/27,1485
2013/07/28,1421
2013/07/29,1501
2013/07/30,1552
2013/07/31,1563
2013/08/01,1495
2013/08/02,1540
2013/08/03,1413
2013/08/04,1368
2013/08/05,1303
2013/08/06,1335
2013/08/07,1318
2013/08/08,1355
2013/08/09,1268
2013/08/10,1295
2013/08/11,1277
2013/08/12,1263
2013/08/13,1189
2013/08/14,1056
2013/08/15,998.749
2013/08/16,964.585
2013/08/17,980.41
2013/08/18,983.739
2013/08/19,967.61
2013/08/20,999.607
2013/08/21,1017
2013/08/22,1085
2013/08/23,1034
2013/08/24,971.669
2013/08/25,863.263
2013/08/26,848.516
2013/08/27,854.89
2013/08/28,921.575
2013/08/29,911.432
2013/08/30,929.653
2013/08/31,966.005
2013/09/01,952.896
2013/09/02,943.414
2013/09/03,946.676
2013/09/04,806.118
2013/09/05,741.452
2013/09/06,689.598
2013/09/07,643.044
2013/09/08,656.229
2013/09/09,708.579
2013/09/10,710.929
2013/09/11,723.26
2013/09/12,722.212
2013/09/13,720.081
2013/09/14,725.726
2013/09/15,614.52
2013/09/16,537.609
2013/09/17,564.612
2013/09/18,598.027
2013/09/19,586.599
2013/09/20,571.041
2013/09/21,550.977
2013/09/22,548.339
2013/09/23,540.705
2013/09/24,543.529
2013/09/25,512.843
2013/09/26,432.128
2013/09/27,417.295
2013/09/28,424.463
2013/09/29,421.482
2013/09/30,416.759
2013/10/01,418.725
2013/10/02,416.703
2013/10/03,389.912
2013/10/04,379.115
2013/10/05,411.237
2013/10/06,374.193
2013/10/07,339.244
2013/10/08,322.505
2013/10/09,324.617
2013/10/10,337.071
2013/10/11,334.884
2013/10/12,350.697
2013/10/13,342.825
2013/10/14,352.111
2013/10/15,360.068
2013/10/16,321.478
2013/10/17,275.846
2013/10/18,275.932
2013/10/19,291.088
2013/10/20,293.141
2013/10/21,303.178
2013/10/22,330.551
2013/10/23,352.66
2013/10/24,355.221
2013/10/25,339.743
2013/10/26,265.372
2013/10/27,239.706
2013/10/28,229.678
2013/10/29,240.688
2013/10/30,255.952
2013/10/31,260.886
2013/11/01,266.337
2013/11/02,254.643
2013/11/03,253.335
2013/11/04,262.003
2013/11/05,271.694
2013/11/06,262.963
2013/11/07,255.326
2013/11/08,271.749
2013/11/09,320.217
2013/11/10,323.601
2013/11/11,317.72
2013/11/12,327.748
2013/11/13,327.754
2013/11/14,375.037
2013/11/15,398.139
2013/11/16,414.645
2013/11/17,411.527
2013/11/18,417.449
2013/11/19,471.052
2013/11/20,450.149
2013/11/21,465.204
2013/11/22,527.651
2013/11/23,582.906
2013/11/24,594.154
2013/11/25,593.156
2013/11/26,595.873
2013/11/27,700.173
2013/11/28,761.431
2013/11/29,762.558
2013/11/30,787.963
2013/12/01,722.619
2013/12/02,648.741
2013/12/03,697.278
2013/12/04,701.169
2013/12/05,711.198
2013/12/06,706.078
2013/12/07,605.292
2013/12/08,560.043
2013/12/09,538.008
2013/12/10,569.988
2013/12/11,532.086
2013/12/12,491.707
2013/12/13,482.831
2013/12/14,500.673
2013/12/15,467.507
2013/12/16,461.177
2013/12/17,414.51
2013/12/18,353.03
2013/12/19,338.334
2013/12/20,324.552
2013/12/21,306.885
2013/12/22,288.821
2013/12/23,281.649
2013/12/24,281.974
2013/12/25,279.552
2013/12/26,304.136
2013/12/27,319.421
2013/12/28,304.616
2013/12/29,314.872
2013/12/30,316.571
2013/12/31,326.101
2014/01/01,337.257
2014/01/02,282.867
2014/01/03,285.145
2014/01/04,275.407
2014/01/05,321.323
2014/01/06,334.808
2014/01/07,327.445
2014/01/08,314.399
2014/01/09,320.193
2014/01/10,300.257
2014/01/11,311.849
2014/01/12,323.324
2014/01/13,269.057
2014/01/14,243.541
2014/01/15,245.684
2014/01/16,243.706
2014/01/17,224.181
2014/01/18,234.983
2014/01/19,234.345
2014/01/20,255.261
2014/01/21,238.167
2014/01/22,246.012
2014/01/23,232.776
2014/01/24,222.587
2014/01/25,202.506
2014/01/26,192.956
2014/01/27,200.967
2014/01/28,185.363
2014/01/29,182.326
2014/01/30,193.538
2014/01/31,196.048
2014/02/01,193.064
2014/02/02,192.22
2014/02/03,183.774
2014/02/04,185.264
2014/02/05,173.672
2014/02/06,170.147
2014/02/07,147.737
2014/02/08,141.528
2014/02/09,123.01
2014/02/10,129.185
2014/02/11,126.64
2014/02/12,130.419
2014/02/13,118.835
2014/02/14,113.131
2014/02/15,112.355
2014/02/16,117.105
2014/02/17,104.673
2014/02/18,102.667
2014/02/19,103.107
2014/02/20,100.225
2014/02/21,89.932
2014/02/22,95.333
2014/02/23,95.198
2014/02/24,96.864
2014/02/25,83.982
2014/02/26,89.893
2014/02/27,91.908
2014/02/28,88.697
2014/03/01,76.342
2014/03/02,71.142
2014/03/03,75.618
2014/03/04,85.323
2014/03/05,87.318
2014/03/06,92.162
2014/03/07,87.042
2014/03/08,83.33
2014/03/09,84.75
2014/03/10,80.251
2014/03/11,82.674
2014/03/12,86.212
2014/03/13,79.288
2014/03/14,72.946
2014/03/15,73.33
2014/03/16,77.673
2014/03/17,73.646
2014/03/18,71.042
2014/03/19,73.585
2014/03/20,74.306
2014/03/21,74.092
2014/03/22,67.811
2014/03/23,69.061
2014/03/24,67.339
2014/03/25,60.561
2014/03/26,58.072
2014/03/27,57.925
2014/03/28,53.371
2014/03/29,51.621
2014/03/30,46.074
2014/03/31,48.051
2014/04/01,46.55
2014/04/02,49.913
2014/04/03,46.237
2014/04/04,44.888
2014/04/05,40.035
2014/04/06,38.862
2014/04/07,37.568
2014/04/08,36.265
2014/04/09,37.158
2014/04/10,34.663
2014/04/11,35.492
2014/04/12,34.84
2014/04/13,34.706
2014/04/14,36.116
2014/04/15,37.673
2014/04/16,39.312
2014/04/17,40.195
2014/04/18,38.177
2014/04/19,35.941
