Date,sentbyaddress3mom
2011/03/16,79
2011/03/17,611
2011/03/18,-268
2011/03/19,212
2011/03/20,1279
2011/03/21,1214
2011/03/22,393
2011/03/23,1231
2011/03/24,-438
2011/03/25,65
2011/03/26,-1293
2011/03/27,631
2011/03/28,842
2011/03/29,-125
2011/03/30,-993
2011/03/31,-596
2011/04/01,-1226
2011/04/02,-127
2011/04/03,-533
2011/04/04,986
2011/04/05,536
2011/04/06,141
2011/04/07,-877
2011/04/08,-504
2011/04/09,-171
2011/04/10,92
2011/04/11,240
2011/04/12,388
2011/04/13,753
2011/04/14,2034
2011/04/15,-116
2011/04/16,-293
2011/04/17,-1599
2011/04/18,1248
2011/04/19,1834
2011/04/20,665
2011/04/21,-1183
2011/04/22,-1767
2011/04/23,-467
2011/04/24,320
2011/04/25,728
2011/04/26,1247
2011/04/27,2601
2011/04/28,749
2011/04/29,410
2011/04/30,448
2011/05/01,1136
2011/05/02,-653
2011/05/03,-1774
2011/05/04,-1087
2011/05/05,848
2011/05/06,758
2011/05/07,1069
2011/05/08,-633
2011/05/09,214
2011/05/10,-552
2011/05/11,353
2011/05/12,-305
2011/05/13,1327
2011/05/14,1850
2011/05/15,992
2011/05/16,1182
2011/05/17,721
2011/05/18,2881
2011/05/19,454
2011/05/20,554
2011/05/21,-732
2011/05/22,598
2011/05/23,1040
2011/05/24,1421
2011/05/25,1836
2011/05/26,1886
2011/05/27,-1725
2011/05/28,-2006
2011/05/29,-2953
2011/05/30,1319
2011/05/31,1628
2011/06/01,2776
2011/06/02,2446
2011/06/03,3602
2011/06/04,3854
2011/06/05,2372
2011/06/06,2413
2011/06/07,-35
2011/06/08,5248
2011/06/09,4416
2011/06/10,4277
2011/06/11,-917
2011/06/12,493
2011/06/13,553
2011/06/14,5009
2011/06/15,556
2011/06/16,2647
2011/06/17,-3696
2011/06/18,-1879
2011/06/19,-1647
2011/06/20,-436
2011/06/21,-1808
2011/06/22,-285
2011/06/23,-985
2011/06/24,1074
2011/06/25,-3008
2011/06/26,-1193
2011/06/27,2328
2011/06/28,2034
2011/06/29,442
2011/06/30,-4064
2011/07/01,-1651
2011/07/02,-3325
2011/07/03,-1995
2011/07/04,-545
2011/07/05,2236
2011/07/06,3144
2011/07/07,-1637
2011/07/08,-1075
2011/07/09,-4652
2011/07/10,-1190
2011/07/11,2078
2011/07/12,874
2011/07/13,2139
2011/07/14,-1489
2011/07/15,-327
2011/07/16,-906
2011/07/17,-1609
2011/07/18,1457
2011/07/19,239
2011/07/20,1142
2011/07/21,-1414
2011/07/22,16
2011/07/23,-2103
2011/07/24,42
2011/07/25,631
2011/07/26,1453
2011/07/27,147
2011/07/28,-1535
2011/07/29,-1436
2011/07/30,-3256
2011/07/31,-223
2011/08/01,1008
2011/08/02,4395
2011/08/03,-1134
2011/08/04,-428
2011/08/05,-2414
2011/08/06,-1809
2011/08/07,-1963
2011/08/08,-353
2011/08/09,4342
2011/08/10,2803
2011/08/11,820
2011/08/12,-3363
2011/08/13,-1415
2011/08/14,114
2011/08/15,1781
2011/08/16,2461
2011/08/17,-533
2011/08/18,-722
2011/08/19,-2730
2011/08/20,-467
2011/08/21,-378
2011/08/22,700
2011/08/23,209
2011/08/24,-299
2011/08/25,-1186
2011/08/26,-130
2011/08/27,-1479
2011/08/28,-2480
2011/08/29,471
2011/08/30,2136
2011/08/31,2874
2011/09/01,-647
2011/09/02,-1271
2011/09/03,-2085
2011/09/04,195
2011/09/05,161
2011/09/06,3223
2011/09/07,-198
2011/09/08,-771
2011/09/09,-1413
2011/09/10,-1603
2011/09/11,-83
2011/09/12,-819
2011/09/13,252
2011/09/14,-659
2011/09/15,-377
2011/09/16,-529
2011/09/17,-1152
2011/09/18,-739
2011/09/19,872
2011/09/20,3172
2011/09/21,1630
2011/09/22,-1081
2011/09/23,-2253
2011/09/24,-2446
2011/09/25,-903
2011/09/26,-845
2011/09/27,364
2011/09/28,820
2011/09/29,-167
2011/09/30,-259
2011/10/01,-1021
2011/10/02,-873
2011/10/03,629
2011/10/04,441
2011/10/05,1465
2011/10/06,-288
2011/10/07,336
2011/10/08,-1049
2011/10/09,-1129
2011/10/10,-114
2011/10/11,1094
2011/10/12,842
2011/10/13,-1380
2011/10/14,16
2011/10/15,-352
2011/10/16,-98
2011/10/17,-300
2011/10/18,-1230
2011/10/19,294
2011/10/20,-1974
2011/10/21,312
2011/10/22,-38
2011/10/23,1498
2011/10/24,1251
2011/10/25,617
2011/10/26,-578
2011/10/27,-1987
2011/10/28,-730
2011/10/29,519
2011/10/30,174
2011/10/31,227
2011/11/01,-69
2011/11/02,1355
2011/11/03,737
2011/11/04,1782
2011/11/05,226
2011/11/06,-1075
2011/11/07,-2126
2011/11/08,226
2011/11/09,2158
2011/11/10,1695
2011/11/11,-1406
2011/11/12,-1855
2011/11/13,-1845
2011/11/14,1188
2011/11/15,1411
2011/11/16,842
2011/11/17,-1322
2011/11/18,-1248
2011/11/19,-2678
2011/11/20,-1112
2011/11/21,-2046
2011/11/22,765
2011/11/23,366
2011/11/24,257
2011/11/25,163
2011/11/26,-816
2011/11/27,185
2011/11/28,885
2011/11/29,3079
2011/11/30,2540
2011/12/01,610
2011/12/02,-700
2011/12/03,-1552
2011/12/04,-1382
2011/12/05,-342
2011/12/06,2751
2011/12/07,721
2011/12/08,-583
2011/12/09,-2877
2011/12/10,-439
2011/12/11,-674
2011/12/12,-800
2011/12/13,-697
2011/12/14,573
2011/12/15,-622
2011/12/16,-392
2011/12/17,-1206
2011/12/18,175
2011/12/19,1585
2011/12/20,2166
2011/12/21,1053
2011/12/22,-355
2011/12/23,-817
2011/12/24,-1155
2011/12/25,-500
2011/12/26,-103
2011/12/27,949
2011/12/28,-649
2011/12/29,-467
2011/12/30,-550
2011/12/31,-118
2012/01/01,-402
2012/01/02,597
2012/01/03,1246
2012/01/04,941
2012/01/05,2528
2012/01/06,1391
2012/01/07,380
2012/01/08,-972
2012/01/09,-744
2012/01/10,1145
2012/01/11,1056
2012/01/12,364
2012/01/13,39
2012/01/14,-380
2012/01/15,-361
2012/01/16,285
2012/01/17,-192
2012/01/18,847
2012/01/19,-196
2012/01/20,-104
2012/01/21,-751
2012/01/22,-2349
2012/01/23,-606
2012/01/24,1094
2012/01/25,3880
2012/01/26,510
2012/01/27,-848
2012/01/28,-2613
2012/01/29,-283
2012/01/30,-65
2012/01/31,1635
2012/02/01,694
2012/02/02,1700
2012/02/03,424
2012/02/04,671
2012/02/05,-870
2012/02/06,-1616
2012/02/07,-589
2012/02/08,193
2012/02/09,1473
2012/02/10,1285
2012/02/11,107
2012/02/12,-852
2012/02/13,11
2012/02/14,2619
2012/02/15,2718
2012/02/16,1457
2012/02/17,-3438
2012/02/18,-2750
2012/02/19,-4056
2012/02/20,41
2012/02/21,-237
2012/02/22,2074
2012/02/23,2276
2012/02/24,1052
2012/02/25,-1191
2012/02/26,-2900
2012/02/27,-463
2012/02/28,1124
2012/02/29,1563
2012/03/01,407
2012/03/02,846
2012/03/03,-2293
2012/03/04,-22
2012/03/05,-558
2012/03/06,1963
2012/03/07,-81
2012/03/08,-240
2012/03/09,331
2012/03/10,-1817
2012/03/11,-2230
2012/03/12,-616
2012/03/13,2776
2012/03/14,2115
2012/03/15,-151
2012/03/16,-1014
2012/03/17,20
2012/03/18,-668
2012/03/19,-305
2012/03/20,-69
2012/03/21,1865
2012/03/22,454
2012/03/23,-1364
2012/03/24,-1377
2012/03/25,-1411
2012/03/26,915
2012/03/27,734
2012/03/28,1841
2012/03/29,1203
2012/03/30,-49
2012/03/31,-1482
2012/04/01,-2986
2012/04/02,-467
2012/04/03,2261
2012/04/04,2495
2012/04/05,605
2012/04/06,-1564
2012/04/07,-1647
2012/04/08,-1177
2012/04/09,-246
2012/04/10,2651
2012/04/11,3206
2012/04/12,2530
2012/04/13,-1373
2012/04/14,-541
2012/04/15,-1764
2012/04/16,2440
2012/04/17,172
2012/04/18,2287
2012/04/19,-1108
2012/04/20,965
2012/04/21,-2078
2012/04/22,-1926
2012/04/23,-1827
2012/04/24,804
2012/04/25,1992
2012/04/26,2231
2012/04/27,-471
2012/04/28,-1089
2012/04/29,-2450
2012/04/30,2446
2012/05/01,3148
2012/05/02,3039
2012/05/03,2249
2012/05/04,2096
2012/05/05,643
2012/05/06,-2440
2012/05/07,2505
2012/05/08,3286
2012/05/09,5083
2012/05/10,-3987
2012/05/11,1502
2012/05/12,-1262
2012/05/13,703
2012/05/14,6664
2012/05/15,3508
2012/05/16,3319
2012/05/17,-9394
2012/05/18,-641
2012/05/19,6542
2012/05/20,6345
2012/05/21,3298
2012/05/22,-4555
2012/05/23,-770
2012/05/24,-2062
2012/05/25,2111
2012/05/26,-3097
2012/05/27,-1436
2012/05/28,-251
2012/05/29,5369
2012/05/30,1271
2012/05/31,-1511
2012/06/01,-2738
2012/06/02,-6825
2012/06/03,3472
2012/06/04,9957
2012/06/05,18154
2012/06/06,-7080
2012/06/07,-6550
2012/06/08,-12312
2012/06/09,6043
2012/06/10,1300
2012/06/11,3893
2012/06/12,-7279
2012/06/13,10007
2012/06/14,13710
2012/06/15,19988
2012/06/16,-5913
2012/06/17,-7255
2012/06/18,-6413
2012/06/19,-4422
2012/06/20,-7100
2012/06/21,-8138
2012/06/22,-4903
2012/06/23,-2434
2012/06/24,-872
2012/06/25,3618
2012/06/26,6003
2012/06/27,8196
2012/06/28,-537
2012/06/29,-2599
2012/06/30,-5201
2012/07/01,-2726
2012/07/02,2670
2012/07/03,1163
2012/07/04,877
2012/07/05,-6962
2012/07/06,-3765
2012/07/07,1634
2012/07/08,-281
2012/07/09,2670
2012/07/10,4578
2012/07/11,6159
2012/07/12,1431
2012/07/13,-6297
2012/07/14,-3858
2012/07/15,-2511
2012/07/16,6005
2012/07/17,8565
2012/07/18,2986
2012/07/19,-2855
2012/07/20,-2532
2012/07/21,1940
2012/07/22,4862
2012/07/23,3203
2012/07/24,-1036
2012/07/25,-6950
2012/07/26,-8307
2012/07/27,-2132
2012/07/28,5863
2012/07/29,2669
2012/07/30,2874
2012/07/31,13892
2012/08/01,4095
2012/08/02,3624
2012/08/03,-16065
2012/08/04,-3926
2012/08/05,-2874
2012/08/06,5304
2012/08/07,4292
2012/08/08,9091
2012/08/09,-4154
2012/08/10,-1883
2012/08/11,-8841
2012/08/12,1212
2012/08/13,8717
2012/08/14,2541
2012/08/15,5592
2012/08/16,7968
2012/08/17,10693
2012/08/18,2472
2012/08/19,-12675
2012/08/20,-9929
2012/08/21,1364
2012/08/22,3499
2012/08/23,980
2012/08/24,-6270
2012/08/25,-8863
2012/08/26,-7189
2012/08/27,-4105
2012/08/28,1502
2012/08/29,4633
2012/08/30,-2157
2012/08/31,8149
2012/09/01,4249
2012/09/02,126
2012/09/03,-11250
2012/09/04,-3407
2012/09/05,5884
2012/09/06,9859
2012/09/07,17
2012/09/08,-7001
2012/09/09,-5848
2012/09/10,-2768
2012/09/11,8306
2012/09/12,-3455
2012/09/13,-2848
2012/09/14,-5296
2012/09/15,-3357
2012/09/16,-2294
2012/09/17,-4759
2012/09/18,6965
2012/09/19,7373
2012/09/20,9262
2012/09/21,-4104
2012/09/22,-10971
2012/09/23,-12175
2012/09/24,-1318
2012/09/25,11732
2012/09/26,12672
2012/09/27,4770
2012/09/28,1965
2012/09/29,-8630
2012/09/30,-7646
2012/10/01,-8593
2012/10/02,9996
2012/10/03,7884
2012/10/04,8307
2012/10/05,-2871
2012/10/06,-1370
2012/10/07,-3570
2012/10/08,1822
2012/10/09,5705
2012/10/10,2199
2012/10/11,-5494
2012/10/12,-4624
2012/10/13,-4485
2012/10/14,-2621
2012/10/15,2066
2012/10/16,1404
2012/10/17,4148
2012/10/18,-49
2012/10/19,-2104
2012/10/20,-1169
2012/10/21,-3515
2012/10/22,3294
2012/10/23,-1618
2012/10/24,839
2012/10/25,-3110
2012/10/26,-1392
2012/10/27,-8204
2012/10/28,-7103
2012/10/29,-5175
2012/10/30,5265
2012/10/31,4651
2012/11/01,1202
2012/11/02,-2167
2012/11/03,-2036
2012/11/04,-907
2012/11/05,1345
2012/11/06,5006
2012/11/07,8899
2012/11/08,750
2012/11/09,-2102
2012/11/10,-8108
2012/11/11,-4769
2012/11/12,-3334
2012/11/13,1693
2012/11/14,5738
2012/11/15,11175
2012/11/16,10458
2012/11/17,4509
2012/11/18,-2100
2012/11/19,-3443
2012/11/20,435
2012/11/21,-354
2012/11/22,-1400
2012/11/23,-8423
2012/11/24,-5680
2012/11/25,-4549
2012/11/26,5250
2012/11/27,1757
2012/11/28,5256
2012/11/29,-412
2012/11/30,-1687
2012/12/01,-6289
2012/12/02,-9370
2012/12/03,-4211
2012/12/04,3238
2012/12/05,10731
2012/12/06,8012
2012/12/07,1255
2012/12/08,-1577
2012/12/09,-2246
2012/12/10,-4150
2012/12/11,-774
2012/12/12,2748
2012/12/13,8575
2012/12/14,3091
2012/12/15,-3639
2012/12/16,-6191
2012/12/17,1138
2012/12/18,11013
2012/12/19,5277
2012/12/20,-3805
2012/12/21,-3827
2012/12/22,9510
2012/12/23,-343
2012/12/24,-6489
2012/12/25,-18943
2012/12/26,-4555
2012/12/27,-804
2012/12/28,8768
2012/12/29,4127
2012/12/30,8959
2012/12/31,-5830
2013/01/01,-661
2013/01/02,-2880
2013/01/03,12852
2013/01/04,8816
2013/01/05,6199
2013/01/06,-8176
2013/01/07,1734
2013/01/08,-1829
2013/01/09,8422
2013/01/10,5625
2013/01/11,9222
2013/01/12,-3499
2013/01/13,-3572
2013/01/14,-13644
2013/01/15,7430
2013/01/16,4818
2013/01/17,8914
2013/01/18,-1565
2013/01/19,-8310
2013/01/20,-7760
2013/01/21,-9499
2013/01/22,833
2013/01/23,1735
2013/01/24,6545
2013/01/25,910
2013/01/26,4275
2013/01/27,1023
2013/01/28,542
2013/01/29,-508
2013/01/30,-6798
2013/01/31,-2665
2013/02/01,8278
2013/02/02,8121
2013/02/03,5626
2013/02/04,-7365
2013/02/05,4882
2013/02/06,-1735
2013/02/07,2920
2013/02/08,-2581
2013/02/09,63
2013/02/10,-412
2013/02/11,-5287
2013/02/12,-489
2013/02/13,-3884
2013/02/14,-1341
2013/02/15,-2203
2013/02/16,-5301
2013/02/17,-2320
2013/02/18,-527
2013/02/19,3940
2013/02/20,3097
2013/02/21,2645
2013/02/22,4054
2013/02/23,2203
2013/02/24,1020
2013/02/25,79
2013/02/26,3463
2013/02/27,-651
2013/02/28,14
2013/03/01,2384
2013/03/02,-5446
2013/03/03,-9540
2013/03/04,-7861
2013/03/05,7079
2013/03/06,15423
2013/03/07,7796
2013/03/08,-605
2013/03/09,-11660
2013/03/10,-5090
2013/03/11,-4051
2013/03/12,4271
2013/03/13,4842
2013/03/14,5914
2013/03/15,6343
2013/03/16,-10959
2013/03/17,-7320
2013/03/18,-4804
2013/03/19,12968
2013/03/20,8433
2013/03/21,4250
2013/03/22,4309
2013/03/23,301
2013/03/24,4352
2013/03/25,-5439
2013/03/26,5683
2013/03/27,1334
2013/03/28,11004
2013/03/29,8815
2013/03/30,1019
2013/03/31,-16788
2013/04/01,-8648
2013/04/02,10552
2013/04/03,29691
2013/04/04,22944
2013/04/05,7034
2013/04/06,-17112
2013/04/07,-20271
2013/04/08,-2517
2013/04/09,22578
2013/04/10,32294
2013/04/11,9527
2013/04/12,-9172
2013/04/13,-28944
2013/04/14,-31403
2013/04/15,-6470
2013/04/16,12288
2013/04/17,16467
2013/04/18,-4502
2013/04/19,216
2013/04/20,-12069
2013/04/21,-8524
2013/04/22,-13313
2013/04/23,14084
2013/04/24,17396
2013/04/25,8643
2013/04/26,-4991
2013/04/27,-17176
2013/04/28,-17372
2013/04/29,-3978
2013/04/30,-1883
2013/05/01,8814
2013/05/02,-2102
2013/05/03,4866
2013/05/04,-12553
2013/05/05,-8394
2013/05/06,857
2013/05/07,16385
2013/05/08,11768
2013/05/09,6833
2013/05/10,-1796
2013/05/11,-1648
2013/05/12,-10544
2013/05/13,-3930
2013/05/14,1853
2013/05/15,9773
2013/05/16,2952
2013/05/17,-5244
2013/05/18,-11485
2013/05/19,-13427
2013/05/20,-3998
2013/05/21,10190
2013/05/22,7995
2013/05/23,10710
2013/05/24,263
2013/05/25,-6463
2013/05/26,-16854
2013/05/27,-9162
2013/05/28,7353
2013/05/29,13487
2013/05/30,5961
2013/05/31,624
2013/06/01,-8980
2013/06/02,-10553
2013/06/03,-1163
2013/06/04,7166
2013/06/05,7570
2013/06/06,537
2013/06/07,-826
2013/06/08,-9987
2013/06/09,-13508
2013/06/10,-9195
2013/06/11,6531
2013/06/12,6239
2013/06/13,4065
2013/06/14,10395
2013/06/15,-5988
2013/06/16,-12202
2013/06/17,-14716
2013/06/18,7530
2013/06/19,14634
2013/06/20,5923
2013/06/21,4232
2013/06/22,-8660
2013/06/23,-12655
2013/06/24,-4428
2013/06/25,3667
2013/06/26,10809
2013/06/27,-1239
2013/06/28,6117
2013/06/29,-6213
2013/06/30,-9165
2013/07/01,-1591
2013/07/02,6037
2013/07/03,12368
2013/07/04,-6127
2013/07/05,-2366
2013/07/06,-11670
2013/07/07,-11247
2013/07/08,2575
2013/07/09,12664
2013/07/10,15653
2013/07/11,9733
2013/07/12,12586
2013/07/13,-3583
2013/07/14,-22978
2013/07/15,-18685
2013/07/16,5436
2013/07/17,13737
2013/07/18,3548
2013/07/19,-4817
2013/07/20,-12721
2013/07/21,-9307
2013/07/22,-238
2013/07/23,13047
2013/07/24,10565
2013/07/25,3907
2013/07/26,-1300
2013/07/27,-10486
2013/07/28,-12473
2013/07/29,3462
2013/07/30,15890
2013/07/31,24644
2013/08/01,14606
2013/08/02,6746
2013/08/03,-15323
2013/08/04,-21987
2013/08/05,-3398
2013/08/06,10463
2013/08/07,14960
2013/08/08,-1399
2013/08/09,-6706
2013/08/10,-10255
2013/08/11,-16158
2013/08/12,32505
2013/08/13,6175
2013/08/14,17837
2013/08/15,-25896
2013/08/16,9903
2013/08/17,-10663
2013/08/18,-13865
2013/08/19,-417
2013/08/20,13145
2013/08/21,17927
2013/08/22,945
2013/08/23,-4582
2013/08/24,-14542
2013/08/25,-22332
2013/08/26,-803
2013/08/27,15949
2013/08/28,20637
2013/08/29,1121
2013/08/30,3537
2013/08/31,-2059
2013/09/01,-18544
2013/09/02,-23897
2013/09/03,-13707
2013/09/04,13943
2013/09/05,8065
2013/09/06,1787
2013/09/07,-8914
2013/09/08,-13317
2013/09/09,-1972
2013/09/10,3087
2013/09/11,14550
2013/09/12,5322
2013/09/13,2009
2013/09/14,-14384
2013/09/15,-16535
2013/09/16,182
2013/09/17,13924
2013/09/18,17563
2013/09/19,6820
2013/09/20,710
2013/09/21,-9892
2013/09/22,-15529
2013/09/23,1604
2013/09/24,10225
2013/09/25,10882
2013/09/26,231
2013/09/27,-1816
2013/09/28,-5902
2013/09/29,-10163
2013/09/30,1619
2013/10/01,15387
2013/10/02,19009
2013/10/03,-1760
2013/10/04,-11171
2013/10/05,-23004
2013/10/06,-13534
2013/10/07,-263
2013/10/08,11323
2013/10/09,15098
2013/10/10,5777
2013/10/11,1067
2013/10/12,-9309
2013/10/13,-9706
2013/10/14,1341
2013/10/15,11862
2013/10/16,14685
2013/10/17,-2147
2013/10/18,-909
2013/10/19,-3299
2013/10/20,-7397
2013/10/21,1180
2013/10/22,4569
2013/10/23,18830
2013/10/24,15624
2013/10/25,4110
2013/10/26,-15758
2013/10/27,-28988
2013/10/28,-9545
2013/10/29,9350
2013/10/30,18547
2013/10/31,6885
2013/11/01,1399
2013/11/02,-10275
2013/11/03,-9760
2013/11/04,9710
2013/11/05,27816
2013/11/06,26397
2013/11/07,22584
2013/11/08,6383
2013/11/09,2814
2013/11/10,-17570
2013/11/11,-18885
2013/11/12,-6033
2013/11/13,7985
2013/11/14,22338
2013/11/15,5658
2013/11/16,-11974
2013/11/17,-18357
2013/11/18,33048
2013/11/19,67714
2013/11/20,38550
2013/11/21,-12811
2013/11/22,-29007
2013/11/23,-6568
2013/11/24,-21050
2013/11/25,-11254
2013/11/26,19109
2013/11/27,56479
2013/11/28,39565
2013/11/29,3199
2013/11/30,-33087
2013/12/01,-30356
2013/12/02,-16618
2013/12/03,10981
2013/12/04,14157
2013/12/05,15745
2013/12/06,-7964
2013/12/07,-21664
2013/12/08,-53242
2013/12/09,-9850
2013/12/10,-630
2013/12/11,26157
2013/12/12,-11421
2013/12/13,-5164
2013/12/14,-10668
2013/12/15,-4114
2013/12/16,11716
2013/12/17,16310
2013/12/18,37835
2013/12/19,-1494
2013/12/20,-11645
2013/12/21,-38285
2013/12/22,-27481
2013/12/23,-10078
2013/12/24,5862
2013/12/25,13866
2013/12/26,170
2013/12/27,-3998
2013/12/28,-15579
2013/12/29,-11276
2013/12/30,5805
2013/12/31,3940
2014/01/01,-5813
2014/01/02,-903
2014/01/03,17559
2014/01/04,12687
2014/01/05,99
2014/01/06,7787
2014/01/07,11439
2014/01/08,-1082
2014/01/09,-15305
2014/01/10,-6379
2014/01/11,-5012
2014/01/12,-14141
2014/01/13,-1076
2014/01/14,-416
2014/01/15,13365
2014/01/16,-2154
2014/01/17,-459
2014/01/18,-15836
2014/01/19,-6721
2014/01/20,18450
2014/01/21,35918
2014/01/22,26453
2014/01/23,-8762
2014/01/24,-14101
2014/01/25,-19829
2014/01/26,-8509
2014/01/27,4891
2014/01/28,23510
2014/01/29,8708
2014/01/30,668
2014/01/31,-2714
2014/02/01,977
2014/02/02,-9844
2014/02/03,735
2014/02/04,22067
2014/02/05,15574
2014/02/06,9627
2014/02/07,-383
2014/02/08,-4644
2014/02/09,-27262
2014/02/10,-14460
2014/02/11,410
2014/02/12,10692
2014/02/13,1463
2014/02/14,10916
2014/02/15,7003
2014/02/16,-20193
2014/02/17,-16892
2014/02/18,1109
2014/02/19,42533
2014/02/20,34112
2014/02/21,26140
2014/02/22,-17033
2014/02/23,-11363
2014/02/24,12047
2014/02/25,44364
2014/02/26,21131
2014/02/27,-19027
2014/02/28,-33725
2014/03/01,-14030
2014/03/02,-16312
2014/03/03,34141
2014/03/04,36760
2014/03/05,35212
2014/03/06,-16982
2014/03/07,-32527
2014/03/08,-17478
2014/03/09,-17520
2014/03/10,-9553
2014/03/11,133
2014/03/12,17876
2014/03/13,10687
2014/03/14,-14896
2014/03/15,-43725
2014/03/16,-41375
2014/03/17,3266
2014/03/18,-2088
2014/03/19,14389
2014/03/20,-7563
2014/03/21,37131
2014/03/22,477
2014/03/23,-11542
2014/03/24,-12751
2014/03/25,11298
2014/03/26,24092
2014/03/27,18685
2014/03/28,10211
2014/03/29,-21564
2014/03/30,-43880
2014/03/31,-5697
2014/04/01,28346
2014/04/02,35901
2014/04/03,-24372
2014/04/04,2218
2014/04/05,-18430
2014/04/06,12083
2014/04/07,-14270
2014/04/08,10561
2014/04/09,20038
2014/04/10,17252
2014/04/11,5700
2014/04/12,-34573
2014/04/13,-29470
2014/04/14,10043
2014/04/15,35279
2014/04/16,19484
2014/04/17,-25373
2014/04/18,-22474
2014/04/19,-21153
2014/04/20,-13883
2014/04/21,-6738
2014/04/22,32363
2014/04/23,15112
2014/04/24,9744
2014/04/25,-8597
