Date,confirmationtime7mom
2010/07/17,1.051
2010/07/18,0.327
2010/07/19,6.091
2010/07/20,5.875
2010/07/21,4.465
2010/07/22,5.874
2010/07/23,4.571
2010/07/24,-0.705
2010/07/25,-2.138
2010/07/26,-2.35
2010/07/27,0.719
2010/07/28,2.1
2010/07/29,-0.182
2010/07/30,0.489
2010/07/31,-0.525
2010/08/01,-0.209
2010/08/02,0.024
2010/08/03,-2.331
2010/08/04,-3.131
2010/08/05,-1.394
2010/08/06,1.884
2010/08/07,2.197
2010/08/08,1.211
2010/08/09,1.629
2010/08/10,1.196
2010/08/11,0.254
2010/08/12,0.03
2010/08/13,-3.098
2010/08/14,-4.166
2010/08/15,-0.28
2010/08/16,2.217
2010/08/17,3.624
2010/08/18,4.647
2010/08/19,4.031
2010/08/20,0.763
2010/08/21,3.199
2010/08/22,-0.164
2010/08/23,-3.035
2010/08/24,-4.465
2010/08/25,-4.16
2010/08/26,-3.81
2010/08/27,0.96
2010/08/28,0.147
2010/08/29,2.096
2010/08/30,2.904
2010/08/31,1.128
2010/09/01,2.505
2010/09/02,2.374
2010/09/03,0.359
2010/09/04,-0.515
2010/09/05,-0.162
2010/09/06,-0.551
2010/09/07,1.174
2010/09/08,-0.445
2010/09/09,1.436
2010/09/10,-0.645
2010/09/11,1.044
2010/09/12,-0.592
2010/09/13,-0.693
2010/09/14,-1.906
2010/09/15,-0.207
2010/09/16,-4.091
2010/09/17,-1.213
2010/09/18,-2.924
2010/09/19,-1.246
2010/09/20,-1.327
2010/09/21,1.278
2010/09/22,-0.245
2010/09/23,-0.421
2010/09/24,-0.607
2010/09/25,0.881
2010/09/26,0.134
2010/09/27,-0.805
2010/09/28,-1.58
2010/09/29,0.505
2010/09/30,3.709
2010/10/01,3.035
2010/10/02,7.443
2010/10/03,4.779
2010/10/04,3.124
2010/10/05,4.636
2010/10/06,-0.359
2010/10/07,-0.863
2010/10/08,0
2010/10/09,-5.286
2010/10/10,-3.713
2010/10/11,-0.355
2010/10/12,-2.138
2010/10/13,-0.239
2010/10/14,-1.976
2010/10/15,-1.215
2010/10/16,-3.533
2010/10/17,-2.757
2010/10/18,-3.273
2010/10/19,-3.665
2010/10/20,-2.727
2010/10/21,0.718
2010/10/22,1.215
2010/10/23,2.647
2010/10/24,1.691
2010/10/25,1.31
2010/10/26,0.35
2010/10/27,1.306
2010/10/28,-1.167
2010/10/29,-2.893
2010/10/30,-2.514
2010/10/31,1.02
2010/11/01,1.042
2010/11/02,2.207
2010/11/03,0.818
2010/11/04,0.589
2010/11/05,0.118
2010/11/06,0.891
2010/11/07,-2.07
2010/11/08,-2.899
2010/11/09,-1.546
2010/11/10,-0.485
2010/11/11,-0.589
2010/11/12,1.945
2010/11/13,-0.148
2010/11/14,-0.35
2010/11/15,1.964
2010/11/16,0.674
2010/11/17,-1.264
2010/11/18,-0.972
2010/11/19,1.079
2010/11/20,5.956
2010/11/21,4.661
2010/11/22,1.634
2010/11/23,2.976
2010/11/24,2.306
2010/11/25,2.353
2010/11/26,-2.177
2010/11/27,-4.414
2010/11/28,-1.914
2010/11/29,-1.944
2010/11/30,-3.157
2010/12/01,-0.476
2010/12/02,-0.296
2010/12/03,0.196
2010/12/04,-1.712
2010/12/05,-2.347
2010/12/06,-0.915
2010/12/07,-1.104
2010/12/08,-1.609
2010/12/09,-1.202
2010/12/10,2.177
2010/12/11,1.94
2010/12/12,2.396
2010/12/13,4.238
2010/12/14,2.396
2010/12/15,1.297
2010/12/16,1.866
2010/12/17,-1.121
2010/12/18,0.716
2010/12/19,-0.595
2010/12/20,-1.156
2010/12/21,-1.036
2010/12/22,1.767
2010/12/23,1.607
2010/12/24,1.055
2010/12/25,-0.373
2010/12/26,2.105
2010/12/27,-0.382
2010/12/28,1.136
2010/12/29,-0.387
2010/12/30,-1.41
2010/12/31,-0.841
2011/01/01,-0.616
2011/01/02,-1.702
2011/01/03,0.556
2011/01/04,1.692
2011/01/05,0.623
2011/01/06,1.692
2011/01/07,-0.108
2011/01/08,0.515
2011/01/09,0.606
2011/01/10,-0.342
2011/01/11,-1.841
2011/01/12,-0.728
2011/01/13,-2.553
2011/01/14,-0.825
2011/01/15,0.701
2011/01/16,-0.558
2011/01/17,-0.933
2011/01/18,1.841
2011/01/19,-0.102
2011/01/20,0.082
2011/01/21,0.32
2011/01/22,-0.445
2011/01/23,0.195
2011/01/24,-0.296
2011/01/25,-0.982
2011/01/26,-0.521
2011/01/27,1.258
2011/01/28,0.838
2011/01/29,0.217
2011/01/30,0.76
2011/01/31,0.811
2011/02/01,-0.45
2011/02/02,1.114
2011/02/03,0
2011/02/04,-1.691
2011/02/05,-0.899
2011/02/06,-1.095
2011/02/07,-1.377
2011/02/08,-0.209
2011/02/09,-1.614
2011/02/10,-1.258
2011/02/11,0.319
2011/02/12,-0.698
2011/02/13,-0.863
2011/02/14,0.253
2011/02/15,-2.171
2011/02/16,-1.293
2011/02/17,-1.508
2011/02/18,-0.949
2011/02/19,1.597
2011/02/20,0
2011/02/21,0.076
2011/02/22,0.425
2011/02/23,-0.281
2011/02/24,0.723
2011/02/25,-0.392
2011/02/26,-3.727
2011/02/27,-1.371
2011/02/28,2.177
2011/03/01,4.252
2011/03/02,2.646
2011/03/03,0.785
2011/03/04,0.116
2011/03/05,-0.019
2011/03/06,-0.646
2011/03/07,-2.775
2011/03/08,-3.376
2011/03/09,0.429
2011/03/10,5.349
2011/03/11,4.561
2011/03/12,5.087
2011/03/13,7.052
2011/03/14,6.032
2011/03/15,5.157
2011/03/16,1.588
2011/03/17,-2.878
2011/03/18,0.923
2011/03/19,2.236
2011/03/20,-1.797
2011/03/21,-3.127
2011/03/22,-0.756
2011/03/23,-1.416
2011/03/24,-0.739
2011/03/25,-3.676
2011/03/26,-2.087
2011/03/27,-0.441
2011/03/28,-1.158
2011/03/29,-3.266
2011/03/30,0.059
2011/03/31,-2.31
2011/04/01,-0.142
2011/04/02,-2.435
2011/04/03,-1.841
2011/04/04,-0.482
2011/04/05,-1.412
2011/04/06,0.499
2011/04/07,2.632
2011/04/08,0.493
2011/04/09,1.231
2011/04/10,0.095
2011/04/11,0.744
2011/04/12,1.412
2011/04/13,-2.307
2011/04/14,-0.796
2011/04/15,1.914
2011/04/16,-0.907
2011/04/17,-0.324
2011/04/18,0.895
2011/04/19,0.516
2011/04/20,2.577
2011/04/21,0.796
2011/04/22,-2.406
2011/04/23,0.048
2011/04/24,0.889
2011/04/25,-2.23
2011/04/26,-1.966
2011/04/27,-2.131
2011/04/28,-1.015
2011/04/29,-0.982
2011/04/30,-0.753
2011/05/01,-0.844
2011/05/02,-0.19
2011/05/03,-0.038
2011/05/04,-0.559
2011/05/05,-2.205
2011/05/06,-0.594
2011/05/07,-0.89
2011/05/08,-1.469
2011/05/09,-1.285
2011/05/10,0.522
2011/05/11,0.23
2011/05/12,1.945
2011/05/13,0.351
2011/05/14,-0.779
2011/05/15,-0.03
2011/05/16,-0.195
2011/05/17,-2.266
2011/05/18,-2.539
2011/05/19,-0.1
2011/05/20,-0.411
2011/05/21,0.595
2011/05/22,-0.831
2011/05/23,-0.795
2011/05/24,-0.787
2011/05/25,-0.309
2011/05/26,-3.556
2011/05/27,2.077
2011/05/28,2.745
2011/05/29,2.286
2011/05/30,4.316
2011/05/31,4.784
2011/06/01,2.969
2011/06/02,2.714
2011/06/03,-1.494
2011/06/04,-2.862
2011/06/05,-1.077
2011/06/06,-3.17
2011/06/07,-1.129
2011/06/08,0.124
2011/06/09,-1.092
2011/06/10,-0.671
2011/06/11,-0.714
2011/06/12,-0.743
2011/06/13,0.163
2011/06/14,-2.641
2011/06/15,-2.622
2011/06/16,1.514
2011/06/17,1.285
2011/06/18,1.595
2011/06/19,0.277
2011/06/20,-0.19
2011/06/21,-0.138
2011/06/22,0.377
2011/06/23,-2
2011/06/24,-1.075
2011/06/25,2.76
2011/06/26,3.207
2011/06/27,2.367
2011/06/28,3.308
2011/06/29,2.834
2011/06/30,1.539
2011/07/01,1.657
2011/07/02,-1.549
2011/07/03,-0.937
2011/07/04,-0.05
2011/07/05,1.36
2011/07/06,0.8
2011/07/07,3.453
2011/07/08,0.404
2011/07/09,1.144
2011/07/10,1.784
2011/07/11,0.701
2011/07/12,-0.147
2011/07/13,-1.633
2011/07/14,-0.992
2011/07/15,0.162
2011/07/16,-0.492
2011/07/17,-2.04
2011/07/18,-0.701
2011/07/19,-0.072
2011/07/20,2.125
2011/07/21,-0.526
2011/07/22,0.648
2011/07/23,0.691
2011/07/24,0.204
2011/07/25,0.257
2011/07/26,-1.959
2011/07/27,-1.389
2011/07/28,-0.183
2011/07/29,-0.756
2011/07/30,-0.389
2011/07/31,-0.446
2011/08/01,0
2011/08/02,1.169
2011/08/03,0.896
2011/08/04,1.872
2011/08/05,1.505
2011/08/06,2.33
2011/08/07,3.2
2011/08/08,1.861
2011/08/09,0.512
2011/08/10,0.302
2011/08/11,-0.652
2011/08/12,0.707
2011/08/13,-0.726
2011/08/14,-0.519
2011/08/15,0.575
2011/08/16,-0.067
2011/08/17,1.115
2011/08/18,-0.511
2011/08/19,0
2011/08/20,-1.603
2011/08/21,-1.909
2011/08/22,-2.642
2011/08/23,-0.506
2011/08/24,0.158
2011/08/25,0.667
2011/08/26,-1.196
2011/08/27,2.33
2011/08/28,3.414
2011/08/29,1.914
2011/08/30,0.573
2011/08/31,-1.456
2011/09/01,0.496
2011/09/02,-0.565
2011/09/03,-1.872
2011/09/04,-1.668
2011/09/05,-1.204
2011/09/06,-0.327
2011/09/07,1.298
2011/09/08,0
2011/09/09,0.12
2011/09/10,0.896
2011/09/11,0.774
2011/09/12,1.596
2011/09/13,0.604
2011/09/14,-0.725
2011/09/15,-1.932
2011/09/16,2.75
2011/09/17,-0.081
2011/09/18,-2.406
2011/09/19,0.512
2011/09/20,0.145
2011/09/21,0
2011/09/22,0.499
2011/09/23,-1.274
2011/09/24,0.417
2011/09/25,1.397
2011/09/26,-0.592
2011/09/27,0.541
2011/09/28,-0.067
2011/09/29,1.79
2011/09/30,0.976
2011/10/01,-1.093
2011/10/02,1.39
2011/10/03,-0.815
2011/10/04,2.03
2011/10/05,0.135
2011/10/06,-0.27
2011/10/07,-1.368
2011/10/08,2.031
2011/10/09,-0.562
2011/10/10,1.776
2011/10/11,2.627
2011/10/12,2.069
2011/10/13,3.595
2011/10/14,-0.075
2011/10/15,-1.355
2011/10/16,0.762
2011/10/17,0.496
2011/10/18,-3.484
2011/10/19,-1.173
2011/10/20,-2.324
2011/10/21,1.541
2011/10/22,3.948
2011/10/23,1.232
2011/10/24,-0.865
2011/10/25,-0.837
2011/10/26,1.481
2011/10/27,1.878
2011/10/28,1.813
2011/10/29,-1.951
2011/10/30,-0.36
2011/10/31,-0.346
2011/11/01,-1.563
2011/11/02,-2.957
2011/11/03,-2.88
2011/11/04,-3.918
2011/11/05,-2.88
2011/11/06,-2.973
2011/11/07,-0.083
2011/11/08,0.064
2011/11/09,-0.407
2011/11/10,-1.307
2011/11/11,2.305
2011/11/12,0.207
2011/11/13,0
2011/11/14,-0.839
2011/11/15,-0.937
2011/11/16,1.723
2011/11/17,0.147
2011/11/18,-1.274
2011/11/19,1.637
2011/11/20,0.07
2011/11/21,2.133
2011/11/22,1.558
2011/11/23,0.08
2011/11/24,2.384
2011/11/25,-0.16
2011/11/26,0.293
2011/11/27,2.562
2011/11/28,-0.865
2011/11/29,0.149
2011/11/30,-1.857
2011/12/01,-4.831
2011/12/02,-0.804
2011/12/03,-2.526
2011/12/04,-2.043
2011/12/05,-2.225
2011/12/06,-2.014
2011/12/07,1.546
2011/12/08,0.868
2011/12/09,-0.067
2011/12/10,0.526
2011/12/11,-1.115
2011/12/12,2.225
2011/12/13,2.488
2011/12/14,-1.023
2011/12/15,4.077
2011/12/16,2.407
2011/12/17,-0.4
2011/12/18,0.526
2011/12/19,-2.282
2011/12/20,-0.163
2011/12/21,0.253
2011/12/22,-3.127
2011/12/23,-2.063
2011/12/24,0.331
2011/12/25,-1.724
2011/12/26,-0.921
2011/12/27,-0.815
2011/12/28,-0.374
2011/12/29,0.705
2011/12/30,0
2011/12/31,-0.395
2012/01/01,1.136
2012/01/02,1.401
2012/01/03,-0.874
2012/01/04,0.374
2012/01/05,-0.639
2012/01/06,-1.72
2012/01/07,-1.71
2012/01/08,-0.577
2012/01/09,-0.756
2012/01/10,1.156
2012/01/11,-0.253
2012/01/12,-0.506
2012/01/13,1.865
2012/01/14,1.774
2012/01/15,1.525
2012/01/16,-0.552
2012/01/17,-1.041
2012/01/18,1.838
2012/01/19,0.31
2012/01/20,-0.355
2012/01/21,-0.82
2012/01/22,0.229
2012/01/23,0.242
2012/01/24,1.188
2012/01/25,-1.52
2012/01/26,0.835
2012/01/27,0.282
2012/01/28,1.151
2012/01/29,-1.965
2012/01/30,-0.098
2012/01/31,-0.76
2012/02/01,0.483
2012/02/02,-1.378
2012/02/03,-1.099
2012/02/04,-0.759
2012/02/05,1.518
2012/02/06,1.491
2012/02/07,0.911
2012/02/08,-0.282
2012/02/09,0.874
2012/02/10,1.321
2012/02/11,0.428
2012/02/12,-1.027
2012/02/13,0.648
2012/02/14,-0.076
2012/02/15,0.815
2012/02/16,0.504
2012/02/17,-0.961
2012/02/18,-1.179
2012/02/19,0
2012/02/20,-0.225
2012/02/21,0.728
2012/02/22,-1.69
2012/02/23,-1.76
2012/02/24,0.191
2012/02/25,0.306
2012/02/26,0.486
2012/02/27,-0.935
2012/02/28,-2.163
2012/02/29,-1.012
2012/03/01,0.862
2012/03/02,1.082
2012/03/03,4.016
2012/03/04,0.911
2012/03/05,0.58
2012/03/06,1.511
2012/03/07,1.306
2012/03/08,-0.306
2012/03/09,-2.175
2012/03/10,-4.016
2012/03/11,0.235
2012/03/12,-1.256
2012/03/13,-1.511
2012/03/14,1.16
2012/03/15,2.67
2012/03/16,0.84
2012/03/17,-0.257
2012/03/18,-1.746
2012/03/19,1.395
2012/03/20,0
2012/03/21,-1.397
2012/03/22,-2.787
2012/03/23,2.017
2012/03/24,-0.645
2012/03/25,0.172
2012/03/26,-0.534
2012/03/27,0.231
2012/03/28,0.486
2012/03/29,1.099
2012/03/30,-2.078
2012/03/31,0.645
2012/04/01,0.969
2012/04/02,2.877
2012/04/03,1.596
2012/04/04,0.911
2012/04/05,2.095
2012/04/06,1.238
2012/04/07,2.692
2012/04/08,-0.541
2012/04/09,-2.551
2012/04/10,-1.031
2012/04/11,-0.298
2012/04/12,-0.969
2012/04/13,1.119
2012/04/14,-0.803
2012/04/15,3.858
2012/04/16,-0.263
2012/04/17,0.871
2012/04/18,0.864
2012/04/19,-2.167
2012/04/20,-2.357
2012/04/21,-1.009
2012/04/22,-3.172
2012/04/23,1.067
2012/04/24,-0.232
2012/04/25,0.262
2012/04/26,0.118
2012/04/27,1.316
2012/04/28,0.123
2012/04/29,-2.241
2012/04/30,-2.622
2012/05/01,-1.964
2012/05/02,-1.739
2012/05/03,-0.118
2012/05/04,-1.723
2012/05/05,-0.851
2012/05/06,0.736
2012/05/07,0.426
2012/05/08,-0.289
2012/05/09,-0.925
2012/05/10,1.991
2012/05/11,1.126
2012/05/12,2.627
2012/05/13,1.505
2012/05/14,1.889
2012/05/15,2.895
2012/05/16,3.226
2012/05/17,1.251
2012/05/18,-0.139
2012/05/19,-1.586
2012/05/20,0.149
2012/05/21,1.069
2012/05/22,1.445
2012/05/23,-0.824
2012/05/24,-0.894
2012/05/25,1.97
2012/05/26,0.476
2012/05/27,-1.378
2012/05/28,-1.288
2012/05/29,-1.093
2012/05/30,-0.085
2012/05/31,-1.085
2012/06/01,-2.427
2012/06/02,-1.141
2012/06/03,0.355
2012/06/04,-0.851
2012/06/05,-1.633
2012/06/06,-1.581
2012/06/07,-0.075
2012/06/08,0.739
2012/06/09,-0.579
2012/06/10,-0.737
2012/06/11,0.995
2012/06/12,-0.565
2012/06/13,0.188
2012/06/14,-1.129
2012/06/15,-1.156
2012/06/16,0.81
2012/06/17,0.106
2012/06/18,-2.057
2012/06/19,0.565
2012/06/20,0.331
2012/06/21,1.357
2012/06/22,1.378
2012/06/23,-0.45
2012/06/24,2.212
2012/06/25,1.122
2012/06/26,-0.131
2012/06/27,-1.097
2012/06/28,-0.077
2012/06/29,-0.572
2012/06/30,2.129
2012/07/01,-0.852
2012/07/02,0.123
2012/07/03,-0.664
2012/07/04,0.766
2012/07/05,-0.511
2012/07/06,-0.573
2012/07/07,-2.234
2012/07/08,-0.729
2012/07/09,-0.639
2012/07/10,0.6
2012/07/11,1.146
2012/07/12,-0.4
2012/07/13,-0.456
2012/07/14,0.269
2012/07/15,0.874
2012/07/16,0.766
2012/07/17,-1.228
2012/07/18,-1.456
2012/07/19,1.067
2012/07/20,0.895
2012/07/21,1.269
2012/07/22,-0.995
2012/07/23,0.613
2012/07/24,0.572
2012/07/25,-0.29
2012/07/26,-2.146
2012/07/27,-1.64
2012/07/28,-0.801
2012/07/29,-0.616
2012/07/30,-2.031
2012/07/31,2.133
2012/08/01,1.746
2012/08/02,0.207
2012/08/03,0.799
2012/08/04,-0.181
2012/08/05,1.685
2012/08/06,2.104
2012/08/07,-2.296
2012/08/08,-2.072
2012/08/09,-0.257
2012/08/10,0.342
2012/08/11,-0.659
2012/08/12,-1.303
2012/08/13,-1.286
2012/08/14,0.391
2012/08/15,-0.052
2012/08/16,0.88
2012/08/17,1.204
2012/08/18,0.965
2012/08/19,-1.145
2012/08/20,-0.724
2012/08/21,-0.848
2012/08/22,0.608
2012/08/23,-0.623
2012/08/24,-0.705
2012/08/25,0.898
2012/08/26,0.133
2012/08/27,1.655
2012/08/28,1.213
2012/08/29,-0.659
2012/08/30,0.623
2012/08/31,0.556
2012/09/01,-1.491
2012/09/02,0.736
2012/09/03,-0.759
2012/09/04,-0.125
2012/09/05,-0.571
2012/09/06,-0.93
2012/09/07,-1.714
2012/09/08,0.987
2012/09/09,0.276
2012/09/10,0.428
2012/09/11,0.519
2012/09/12,1.29
2012/09/13,2.656
2012/09/14,0.317
2012/09/15,0.069
2012/09/16,-0.113
2012/09/17,-1.029
2012/09/18,-1.308
2012/09/19,0.922
2012/09/20,-1.603
2012/09/21,-0.368
2012/09/22,-0.828
2012/09/23,0.17
2012/09/24,0.84
2012/09/25,1.737
2012/09/26,0.073
2012/09/27,-0.53
2012/09/28,0.593
2012/09/29,-0.601
2012/09/30,-0.057
2012/10/01,1.581
2012/10/02,-0.497
2012/10/03,0.541
2012/10/04,2.048
2012/10/05,1.474
2012/10/06,0.719
2012/10/07,2.463
2012/10/08,-2.902
2012/10/09,0.278
2012/10/10,-1.163
2012/10/11,-0.558
2012/10/12,-0.924
2012/10/13,0.439
2012/10/14,-0.181
2012/10/15,0.431
2012/10/16,-0.851
2012/10/17,0.476
2012/10/18,-1.263
2012/10/19,1.002
2012/10/20,-0.616
2012/10/21,-2.394
2012/10/22,0.651
2012/10/23,1.787
2012/10/24,-1.252
2012/10/25,0.898
2012/10/26,-1.939
2012/10/27,-0.885
2012/10/28,-0.269
2012/10/29,-0.058
2012/10/30,-1.007
2012/10/31,1.111
2012/11/01,0.441
2012/11/02,1.343
2012/11/03,1.634
2012/11/04,0.497
2012/11/05,-0.114
2012/11/06,0.597
2012/11/07,-0.828
2012/11/08,-1.16
2012/11/09,-0.596
2012/11/10,0.137
2012/11/11,0.624
2012/11/12,1.909
2012/11/13,-0.381
2012/11/14,0.898
2012/11/15,1.238
2012/11/16,0.457
2012/11/17,0.286
2012/11/18,0.067
2012/11/19,-1.046
2012/11/20,-0.49
2012/11/21,-0.596
2012/11/22,-0.588
2012/11/23,-1.097
2012/11/24,-0.749
2012/11/25,0
2012/11/26,-0.691
2012/11/27,-0.066
