Date,hashrate90ema
2010/07/17,305468572
2010/07/18,332918962
2010/07/19,359696292
2010/07/20,387844292
2010/07/21,417199204
2010/07/22,445513095
2010/07/23,473438721
2010/07/24,499628336
2010/07/25,530571626
2010/07/26,567782278
2010/07/27,608638585
2010/07/28,638125187
2010/07/29,670148116
2010/07/30,703535481
2010/07/31,737859804
2010/08/01,780359865
2010/08/02,828765732
2010/08/03,874395142
2010/08/04,915438137
2010/08/05,964371850
2010/08/06,1013485738
2010/08/07,1048531694
2010/08/08,1094237042
2010/08/09,1146047283
2010/08/10,1193902922
2010/08/11,1250266687
2010/08/12,1308108669
2010/08/13,1365479103
2010/08/14,1427736421
2010/08/15,1523674179
2010/08/16,1572016298
2010/08/17,1615416288
2010/08/18,1653014913
2010/08/19,1692629852
2010/08/20,1746061004
2010/08/21,1809946579
2010/08/22,1879423892
2010/08/23,1957029763
2010/08/24,2033301953
2010/08/25,2112599157
2010/08/26,2186005383
2010/08/27,2266304964
2010/08/28,2338190962
2010/08/29,2397568623
2010/08/30,2448318672
2010/08/31,2511098943
2010/09/01,2573490938
2010/09/02,2623748388
2010/09/03,2674912755
2010/09/04,2734076896
2010/09/05,2791593201
2010/09/06,2842226230
2010/09/07,2884848048
2010/09/08,2942264419
2010/09/09,2996910380
2010/09/10,3055283515
2010/09/11,3119225764
2010/09/12,3185650582
2010/09/13,3252632663
2010/09/14,3325455222
2010/09/15,3394117660
2010/09/16,3470747837
2010/09/17,3565183356
2010/09/18,3660981568
2010/09/19,3798939115
2010/09/20,3923892388
2010/09/21,4027481515
2010/09/22,4110936018
2010/09/23,4221134771
2010/09/24,4364004002
2010/09/25,4490024406
2010/09/26,4593898365
2010/09/27,4715110882
2010/09/28,4848674415
2010/09/29,5018627103
2010/09/30,5120018414
2010/10/01,5235089292
2010/10/02,5301299772
2010/10/03,5344262753
2010/10/04,5427487949
2010/10/05,5504874107
2010/10/06,5596178787
2010/10/07,5715927452
2010/10/08,5822030291
2010/10/09,5918943933
2010/10/10,6029721654
2010/10/11,6141056733
2010/10/12,6245347563
2010/10/13,6358415390
2010/10/14,6500617253
2010/10/15,6648540867
2010/10/16,6827093974
2010/10/17,7098624853
2010/10/18,7335374188
2010/10/19,7532885978
2010/10/20,7750432652
2010/10/21,8097828474
2010/10/22,8301668053
2010/10/23,8519051632
2010/10/24,8754347116
2010/10/25,9055269924
2010/10/26,9389117180
2010/10/27,9725044455
2010/10/28,10008787745
2010/10/29,10327464676
2010/10/30,10664867826
2010/10/31,11159634473
2010/11/01,11509534238
2010/11/02,11853767170
2010/11/03,12230698102
2010/11/04,12618845643
2010/11/05,13052621234
2010/11/06,13475188976
2010/11/07,13988977393
2010/11/08,14539004329
2010/11/09,15253982029
2010/11/10,15876393337
2010/11/11,16645080903
2010/11/12,17220880627
2010/11/13,17806815283
2010/11/14,18617313410
2010/11/15,19309553059
2010/11/16,19837861165
2010/11/17,20546681814
2010/11/18,21493902130
2010/11/19,22533846500
2010/11/20,22968366323
2010/11/21,23472420345
2010/11/22,24106622532
2010/11/23,24706138498
2010/11/24,25401885321
2010/11/25,26040229158
2010/11/26,26949801419
2010/11/27,27804739406
2010/11/28,28458909178
2010/11/29,29284359896
2010/11/30,30331506415
2010/12/01,31267073703
2010/12/02,32303114989
2010/12/03,33275025505
2010/12/04,34428150880
2010/12/05,35719693497
2010/12/06,37063804991
2010/12/07,38283008365
2010/12/08,39562120574
