Date,sentbyaddress14std
2010/07/17,3111
2010/07/18,3094
2010/07/19,3071
2010/07/20,3041
2010/07/21,3022
2010/07/22,3004
2010/07/23,2989
2010/07/24,2956
2010/07/25,2934
2010/07/26,2875
2010/07/27,2893
2010/07/28,813.689
2010/07/29,764.047
2010/07/30,723.474
2010/07/31,733.753
2010/08/01,739.076
2010/08/02,744.946
2010/08/03,743.437
2010/08/04,742.938
2010/08/05,741.308
2010/08/06,743.061
2010/08/07,751.158
2010/08/08,191.65
2010/08/09,193.696
2010/08/10,197.614
2010/08/11,196.919
2010/08/12,197.283
2010/08/13,205.697
2010/08/14,194.048
2010/08/15,211.592
2010/08/16,210.755
2010/08/17,184.261
2010/08/18,178.486
2010/08/19,155.644
2010/08/20,156.159
2010/08/21,143.794
2010/08/22,144.85
2010/08/23,137.846
2010/08/24,134.813
2010/08/25,135.172
2010/08/26,136.919
2010/08/27,106.144
2010/08/28,106.042
2010/08/29,102.021
2010/08/30,78.627
2010/08/31,85.388
2010/09/01,81.635
2010/09/02,87.846
2010/09/03,80.692
2010/09/04,88.922
2010/09/05,88.916
2010/09/06,88.81
2010/09/07,91.295
2010/09/08,88.52
2010/09/09,88.456
2010/09/10,85.922
2010/09/11,86.036
2010/09/12,88.961
2010/09/13,118.662
2010/09/14,118.836
2010/09/15,130.757
2010/09/16,127.901
2010/09/17,127.809
2010/09/18,118.718
2010/09/19,117.582
2010/09/20,125.301
2010/09/21,300.205
2010/09/22,354.537
2010/09/23,367.088
2010/09/24,359.891
2010/09/25,346.291
2010/09/26,345
2010/09/27,353.504
2010/09/28,350.219
2010/09/29,403.274
2010/09/30,401.195
2010/10/01,382.154
2010/10/02,360.932
2010/10/03,336.955
2010/10/04,337.183
2010/10/05,296.649
2010/10/06,275.393
2010/10/07,281.393
2010/10/08,287.805
2010/10/09,287.373
2010/10/10,286.455
2010/10/11,279.129
2010/10/12,281.174
2010/10/13,140.539
2010/10/14,139.685
2010/10/15,103.122
2010/10/16,70.992
2010/10/17,76.055
2010/10/18,140.426
2010/10/19,380.926
2010/10/20,424.223
2010/10/21,420.158
2010/10/22,423.527
2010/10/23,420.627
2010/10/24,411.682
2010/10/25,401.431
2010/10/26,388.091
2010/10/27,375.847
2010/10/28,354.084
2010/10/29,333.315
2010/10/30,339.92
2010/10/31,374.774
2010/11/01,399.865
2010/11/02,321.297
2010/11/03,289.674
2010/11/04,293.523
2010/11/05,267.27
2010/11/06,255.781
2010/11/07,237.712
2010/11/08,238.652
2010/11/09,218.644
2010/11/10,160.774
2010/11/11,123.751
2010/11/12,124.649
2010/11/13,124.234
2010/11/14,118.603
2010/11/15,1931
2010/11/16,2264
2010/11/17,2259
2010/11/18,2254
2010/11/19,2259
2010/11/20,2250
2010/11/21,2246
2010/11/22,2253
2010/11/23,2254
2010/11/24,2247
2010/11/25,2236
2010/11/26,2210
2010/11/27,2201
2010/11/28,2196
2010/11/29,1314
2010/11/30,256.571
2010/12/01,258.522
2010/12/02,253.388
2010/12/03,245.128
2010/12/04,241.844
2010/12/05,243.319
2010/12/06,231.753
2010/12/07,225.779
2010/12/08,226.745
2010/12/09,222.911
2010/12/10,124.479
2010/12/11,163.63
2010/12/12,200.869
2010/12/13,229.58
2010/12/14,257.415
2010/12/15,276.518
2010/12/16,269.415
2010/12/17,253.454
2010/12/18,240.399
2010/12/19,223.137
2010/12/20,290.633
2010/12/21,294.477
2010/12/22,295.592
2010/12/23,280.924
2010/12/24,241.939
2010/12/25,248.828
2010/12/26,249.82
2010/12/27,253.846
2010/12/28,253.43
2010/12/29,255.872
2010/12/30,249.696
2010/12/31,225.767
2011/01/01,217.274
2011/01/02,209.234
2011/01/03,183.744
2011/01/04,191.141
2011/01/05,241.224
2011/01/06,239.172
2011/01/07,239.106
2011/01/08,318.374
2011/01/09,342.046
2011/01/10,350.296
2011/01/11,378.385
2011/01/12,346.206
2011/01/13,333.995
2011/01/14,296.045
2011/01/15,289.072
2011/01/16,236.489
2011/01/17,232.789
2011/01/18,207.001
2011/01/19,213.584
2011/01/20,145.937
2011/01/21,200.503
2011/01/22,315.142
2011/01/23,323.143
2011/01/24,386.903
2011/01/25,392.077
2011/01/26,373.438
2011/01/27,376.01
2011/01/28,370.273
2011/01/29,413.625
2011/01/30,886.897
2011/01/31,875.125
2011/02/01,855.859
2011/02/02,864.561
2011/02/03,887.693
2011/02/04,901.273
2011/02/05,916.152
2011/02/06,929.459
2011/02/07,930.801
2011/02/08,933.597
2011/02/09,941.589
