Date,size90mom
2010/07/17,-2889
2010/07/18,461.406
2010/07/19,480.796
2010/07/20,758.534
2010/07/21,343.257
2010/07/22,265.17
2010/07/23,171.648
2010/07/24,1155
2010/07/25,2905
2010/07/26,696.745
2010/07/27,432.166
2010/07/28,3144
2010/07/29,2177
2010/07/30,348.652
2010/07/31,212.466
2010/08/01,116.719
2010/08/02,11.021
2010/08/03,429.658
2010/08/04,42.146
2010/08/05,613.605
2010/08/06,322.155
2010/08/07,296.513
2010/08/08,157.516
2010/08/09,1294
2010/08/10,109.439
2010/08/11,152.807
2010/08/12,-1095
2010/08/13,-1378
2010/08/14,218.307
2010/08/15,56.301
2010/08/16,711.788
2010/08/17,335.35
2010/08/18,1731
2010/08/19,249.743
2010/08/20,166.475
2010/08/21,167.114
2010/08/22,161.041
2010/08/23,190.556
2010/08/24,498.991
2010/08/25,53.042
2010/08/26,266.274
2010/08/27,126.239
2010/08/28,296.814
2010/08/29,91.896
2010/08/30,329.809
2010/08/31,676.565
2010/09/01,443.77
2010/09/02,301.766
2010/09/03,193.281
2010/09/04,71.813
2010/09/05,83.127
2010/09/06,164.717
2010/09/07,100.662
2010/09/08,250.225
2010/09/09,345.738
2010/09/10,190.677
2010/09/11,153.502
2010/09/12,246.983
2010/09/13,418.238
2010/09/14,189.623
2010/09/15,446.086
2010/09/16,218.015
2010/09/17,245.605
2010/09/18,155.305
2010/09/19,115.405
2010/09/20,303.876
2010/09/21,1203
2010/09/22,881.267
2010/09/23,518.346
2010/09/24,326.921
2010/09/25,464.756
2010/09/26,236.011
2010/09/27,517.016
2010/09/28,14.823
2010/09/29,1843
2010/09/30,73.354
2010/10/01,763.321
2010/10/02,1343
2010/10/03,575.476
2010/10/04,615.808
2010/10/05,579.315
2010/10/06,365.143
2010/10/07,358.131
2010/10/08,523.273
2010/10/09,401.192
2010/10/10,-281.849
2010/10/11,136.211
2010/10/12,-2148
2010/10/13,-2.592
2010/10/14,-43.003
2010/10/15,-198.907
2010/10/16,-277.304
2010/10/17,-349.54
2010/10/18,-331.024
2010/10/19,541.052
2010/10/20,295.756
2010/10/21,443.743
2010/10/22,-264.05
2010/10/23,-2323
2010/10/24,-211.208
2010/10/25,-103.281
2010/10/26,-2789
2010/10/27,-1542
2010/10/28,108.904
2010/10/29,259.125
2010/10/30,43.748
2010/10/31,103.74
2010/11/01,-243.627
2010/11/02,-39.704
2010/11/03,-406.461
2010/11/04,-243.406
2010/11/05,64.665
2010/11/06,-0.554
2010/11/07,-1036
2010/11/08,368.74
2010/11/09,49.667
2010/11/10,89.218
2010/11/11,-326.988
2010/11/12,-24.37
2010/11/13,41.752
2010/11/14,-488.913
2010/11/15,8111
2010/11/16,8948
2010/11/17,-118.652
2010/11/18,779.539
2010/11/19,14042
