Date,top100cap7ema
2010/07/17,25.751
2010/07/18,25.758
2010/07/19,25.74
2010/07/20,25.706
2010/07/21,25.689
2010/07/22,25.667
2010/07/23,25.628
2010/07/24,25.602
2010/07/25,25.578
2010/07/26,25.761
2010/07/27,25.911
2010/07/28,26.022
2010/07/29,26.109
2010/07/30,26.173
2010/07/31,26.204
2010/08/01,26.229
2010/08/02,26.23
2010/08/03,26.242
2010/08/04,26.226
2010/08/05,26.227
2010/08/06,26.219
2010/08/07,26.207
2010/08/08,26.192
2010/08/09,26.226
2010/08/10,26.234
2010/08/11,26.287
2010/08/12,26.294
2010/08/13,26.321
2010/08/14,26.325
2010/08/15,26.319
2010/08/16,26.349
2010/08/17,26.404
2010/08/18,26.437
2010/08/19,26.457
2010/08/20,26.483
2010/08/21,26.493
2010/08/22,26.505
2010/08/23,26.51
2010/08/24,26.523
2010/08/25,26.513
2010/08/26,26.506
2010/08/27,26.514
2010/08/28,26.5
2010/08/29,26.467
2010/08/30,26.428
2010/08/31,26.421
2010/09/01,26.408
2010/09/02,26.394
2010/09/03,26.382
2010/09/04,26.377
2010/09/05,26.391
2010/09/06,26.394
2010/09/07,26.387
2010/09/08,26.364
2010/09/09,26.339
2010/09/10,26.317
2010/09/11,26.289
2010/09/12,26.285
2010/09/13,26.242
2010/09/14,26.19
2010/09/15,26.138
2010/09/16,26.125
2010/09/17,26.26
2010/09/18,26.374
2010/09/19,26.493
2010/09/20,26.596
2010/09/21,26.665
2010/09/22,26.698
2010/09/23,26.776
2010/09/24,26.848
2010/09/25,26.933
2010/09/26,27.016
2010/09/27,27.169
2010/09/28,27.567
2010/09/29,27.864
2010/09/30,28.067
2010/10/01,28.211
2010/10/02,28.455
2010/10/03,28.638
2010/10/04,28.705
2010/10/05,28.772
2010/10/06,28.807
2010/10/07,28.965
2010/10/08,29.132
2010/10/09,29.317
2010/10/10,29.508
2010/10/11,29.627
2010/10/12,29.713
2010/10/13,29.812
2010/10/14,29.929
2010/10/15,29.996
2010/10/16,30.09
2010/10/17,30.168
2010/10/18,30.27
2010/10/19,30.297
2010/10/20,30.331
2010/10/21,30.352
2010/10/22,30.374
2010/10/23,30.393
2010/10/24,30.402
2010/10/25,30.409
2010/10/26,30.453
2010/10/27,30.511
2010/10/28,30.536
2010/10/29,30.525
2010/10/30,30.507
2010/10/31,30.513
2010/11/01,30.516
2010/11/02,30.525
2010/11/03,30.517
2010/11/04,30.509
2010/11/05,30.515
2010/11/06,30.538
2010/11/07,30.533
2010/11/08,30.701
2010/11/09,30.814
2010/11/10,30.856
2010/11/11,30.871
2010/11/12,30.875
2010/11/13,30.848
2010/11/14,30.849
2010/11/15,30.837
2010/11/16,30.818
2010/11/17,30.822
2010/11/18,30.809
2010/11/19,30.791
2010/11/20,30.807
2010/11/21,30.815
2010/11/22,30.818
2010/11/23,30.839
2010/11/24,30.883
2010/11/25,30.932
2010/11/26,30.97
2010/11/27,30.991
2010/11/28,31.005
2010/11/29,31.004
2010/11/30,31.038
2010/12/01,31.111
2010/12/02,31.227
2010/12/03,31.374
2010/12/04,31.497
2010/12/05,31.597
2010/12/06,31.614
2010/12/07,31.61
2010/12/08,31.609
2010/12/09,31.588
2010/12/10,31.584
2010/12/11,31.585
2010/12/12,31.571
2010/12/13,31.634
2010/12/14,31.667
2010/12/15,31.676
2010/12/16,31.669
2010/12/17,31.661
2010/12/18,31.644
2010/12/19,31.59
2010/12/20,31.562
2010/12/21,31.475
2010/12/22,31.423
2010/12/23,31.375
2010/12/24,31.329
2010/12/25,31.301
2010/12/26,31.268
2010/12/27,31.277
2010/12/28,31.267
2010/12/29,31.205
2010/12/30,31.141
2010/12/31,31.061
2011/01/01,30.989
2011/01/02,30.923
2011/01/03,30.873
2011/01/04,30.827
2011/01/05,30.805
2011/01/06,30.772
2011/01/07,30.736
2011/01/08,30.709
2011/01/09,30.692
2011/01/10,30.644
2011/01/11,30.635
2011/01/12,30.616
2011/01/13,30.62
2011/01/14,30.631
2011/01/15,30.627
2011/01/16,30.648
2011/01/17,30.67
2011/01/18,30.666
2011/01/19,30.636
2011/01/20,30.614
2011/01/21,30.599
2011/01/22,30.582
2011/01/23,30.622
2011/01/24,30.64
2011/01/25,30.642
2011/01/26,30.607
2011/01/27,31.295
2011/01/28,31.802
2011/01/29,32.175
2011/01/30,32.444
2011/01/31,32.627
2011/02/01,32.792
2011/02/02,32.877
2011/02/03,32.953
2011/02/04,32.995
2011/02/05,33.034
2011/02/06,33.029
2011/02/07,33.068
2011/02/08,33.067
2011/02/09,33.091
2011/02/10,33.095
2011/02/11,33.075
2011/02/12,33.044
2011/02/13,33.012
2011/02/14,32.972
2011/02/15,32.946
2011/02/16,32.91
2011/02/17,32.87
2011/02/18,32.816
2011/02/19,32.767
2011/02/20,32.754
2011/02/21,32.728
2011/02/22,32.672
2011/02/23,32.621
2011/02/24,32.565
2011/02/25,32.513
2011/02/26,32.467
2011/02/27,32.557
2011/02/28,32.568
2011/03/01,32.627
2011/03/02,32.041
2011/03/03,31.574
2011/03/04,31.194
2011/03/05,30.917
2011/03/06,30.714
2011/03/07,30.553
2011/03/08,30.42
2011/03/09,30.31
2011/03/10,30.19
2011/03/11,30.057
2011/03/12,29.926
2011/03/13,29.813
2011/03/14,29.75
2011/03/15,29.688
2011/03/16,29.655
2011/03/17,29.648
2011/03/18,29.655
2011/03/19,29.653
2011/03/20,29.642
2011/03/21,29.648
2011/03/22,29.623
2011/03/23,29.617
2011/03/24,29.594
2011/03/25,29.564
2011/03/26,29.542
2011/03/27,29.498
2011/03/28,29.454
2011/03/29,29.418
2011/03/30,29.362
2011/03/31,29.303
2011/04/01,29.25
2011/04/02,29.161
2011/04/03,29.084
2011/04/04,29.004
2011/04/05,28.938
2011/04/06,28.889
2011/04/07,28.851
2011/04/08,28.815
2011/04/09,28.752
2011/04/10,28.697
2011/04/11,28.657
2011/04/12,28.598
2011/04/13,28.545
2011/04/14,28.621
2011/04/15,28.666
2011/04/16,28.688
2011/04/17,28.63
2011/04/18,28.561
2011/04/19,28.824
2011/04/20,29.004
2011/04/21,29.064
2011/04/22,29.094
2011/04/23,29.031
2011/04/24,28.952
2011/04/25,28.89
2011/04/26,28.833
2011/04/27,28.792
2011/04/28,28.719
2011/04/29,28.574
2011/04/30,28.758
2011/05/01,28.891
2011/05/02,28.978
2011/05/03,29.068
2011/05/04,29.178
2011/05/05,29.249
2011/05/06,29.235
2011/05/07,29.227
2011/05/08,29.185
2011/05/09,29.145
2011/05/10,29.11
2011/05/11,29.167
2011/05/12,29.247
2011/05/13,29.39
2011/05/14,29.5
2011/05/15,29.679
2011/05/16,29.834
2011/05/17,29.936
2011/05/18,30.047
2011/05/19,30.1
2011/05/20,30.107
2011/05/21,30.318
2011/05/22,30.461
2011/05/23,30.485
2011/05/24,30.481
2011/05/25,30.461
2011/05/26,30.43
2011/05/27,30.439
2011/05/28,30.44
2011/05/29,30.451
2011/05/30,30.465
2011/05/31,30.466
2011/06/01,30.47
2011/06/02,30.496
2011/06/03,30.539
2011/06/04,30.551
2011/06/05,30.576
2011/06/06,30.523
2011/06/07,30.443
2011/06/08,30.203
2011/06/09,30
2011/06/10,29.787
2011/06/11,29.663
2011/06/12,30.068
2011/06/13,30.41
2011/06/14,30.483
2011/06/15,30.502
2011/06/16,30.455
2011/06/17,30.364
2011/06/18,30.271
2011/06/19,30.384
2011/06/20,30.452
2011/06/21,30.484
2011/06/22,30.493
2011/06/23,30.657
2011/06/24,30.75
2011/06/25,30.747
2011/06/26,30.706
2011/06/27,30.747
2011/06/28,30.705
2011/06/29,30.604
2011/06/30,30.468
2011/07/01,30.383
2011/07/02,30.303
2011/07/03,30.226
2011/07/04,30.154
2011/07/05,30.114
2011/07/06,30.079
2011/07/07,30.045
2011/07/08,30.007
2011/07/09,29.964
2011/07/10,29.91
2011/07/11,29.862
2011/07/12,29.813
2011/07/13,29.76
2011/07/14,29.712
2011/07/15,29.666
2011/07/16,29.621
2011/07/17,29.579
2011/07/18,29.608
2011/07/19,29.609
2011/07/20,29.596
2011/07/21,29.572
2011/07/22,29.533
2011/07/23,29.496
2011/07/24,29.462
2011/07/25,29.421
2011/07/26,29.376
2011/07/27,29.318
2011/07/28,29.238
2011/07/29,29.174
2011/07/30,29.113
2011/07/31,29.034
2011/08/01,28.935
2011/08/02,28.858
2011/08/03,28.79
2011/08/04,28.781
2011/08/05,28.753
2011/08/06,28.824
2011/08/07,28.904
2011/08/08,29.038
2011/08/09,29.116
2011/08/10,29.163
2011/08/11,29.191
2011/08/12,29.205
2011/08/13,29.198
2011/08/14,29.167
2011/08/15,29.145
2011/08/16,29.114
2011/08/17,29.185
2011/08/18,29.23
2011/08/19,29.258
2011/08/20,29.272
2011/08/21,29.274
2011/08/22,29.274
2011/08/23,29.266
2011/08/24,29.278
2011/08/25,29.122
2011/08/26,29.004
2011/08/27,29.021
2011/08/28,29.029
2011/08/29,29.018
2011/08/30,29.003
2011/08/31,28.987
2011/09/01,28.983
2011/09/02,28.973
2011/09/03,28.95
2011/09/04,28.935
2011/09/05,28.915
2011/09/06,28.893
2011/09/07,28.984
2011/09/08,29.047
2011/09/09,29.115
2011/09/10,29.165
2011/09/11,29.449
2011/09/12,29.707
2011/09/13,29.892
2011/09/14,30.019
2011/09/15,30.099
2011/09/16,30.161
