Date,hashrate3std
2010/07/17,1159980446
2010/07/18,1034720393
2010/07/19,1152763056
2010/07/20,82589143
2010/07/21,140634268
2010/07/22,71353349
2010/07/23,14787651
2010/07/24,43990740
2010/07/25,208748681
2010/07/26,457405600
2010/07/27,427256850
2010/07/28,390440782
2010/07/29,398862056
2010/07/30,196601009
2010/07/31,139166869
2010/08/01,423491514
2010/08/02,587577477
2010/08/03,264450036
2010/08/04,200806398
2010/08/05,328511959
2010/08/06,406805740
2010/08/07,532294280
2010/08/08,526934509
2010/08/09,694941986
2010/08/10,266013312
2010/08/11,365012666
2010/08/12,479127888
2010/08/13,136966296
2010/08/14,282445652
2010/08/15,1651248413
2010/08/16,1770399329
2010/08/17,2039611351
2010/08/18,324884009
2010/08/19,180982570
2010/08/20,699029882
2010/08/21,979838388
2010/08/22,699012404
2010/08/23,621232373
2010/08/24,422405005
2010/08/25,210109227
2010/08/26,190921395
2010/08/27,316060316
2010/08/28,332314632
2010/08/29,659423045
2010/08/30,682433490
2010/08/31,489425247
2010/09/01,586342820
2010/09/02,441992486
2010/09/03,425195881
2010/09/04,440933348
2010/09/05,384173960
2010/09/06,248839759
2010/09/07,465844219
2010/09/08,585898117
2010/09/09,644921825
2010/09/10,187617922
2010/09/11,439583430
2010/09/12,404028519
2010/09/13,223015253
2010/09/14,364741924
2010/09/15,275711230
2010/09/16,364263847
2010/09/17,1097337118
2010/09/18,918726023
2010/09/19,1976739361
2010/09/20,1725216539
2010/09/21,1078208051
2010/09/22,1355197959
2010/09/23,1072685664
2010/09/24,2369532512
2010/09/25,1314056205
2010/09/26,1235147479
2010/09/27,836519551
2010/09/28,1290555364
2010/09/29,2084999906
2010/09/30,2426511915
2010/10/01,2510252146
2010/10/02,1749169213
2010/10/03,2584987056
2010/10/04,1531693966
2010/10/05,1688243988
2010/10/06,602726224
2010/10/07,1740840461
2010/10/08,1145595267
2010/10/09,669887288
2010/10/10,596196649
2010/10/11,758474822
2010/10/12,173364029
2010/10/13,413184525
2010/10/14,1646003846
2010/10/15,1580695719
2010/10/16,1675710973
2010/10/17,5043182448
2010/10/18,3697213825
2010/10/19,2337527496
2010/10/20,1303202944
2010/10/21,6362953908
2010/10/22,5803233083
2010/10/23,5485150218
2010/10/24,1515839661
2010/10/25,3623191035
2010/10/26,4153553943
2010/10/27,1930064728
2010/10/28,1755095990
2010/10/29,1848905959
2010/10/30,2507335673
2010/10/31,7680256353
2010/11/01,6509591149
2010/11/02,5705099894
2010/11/03,1772210263
2010/11/04,2264503663
2010/11/05,2835669562
2010/11/06,2288225781
2010/11/07,4276108068
2010/11/08,5615876624
2010/11/09,8793197088
2010/11/10,6596129174
2010/11/11,5943958753
2010/11/12,7230334836
2010/11/13,7111501994
2010/11/14,10708047666
2010/11/15,8855848886
2010/11/16,9314272920
2010/11/17,7486406230
2010/11/18,16625967589
2010/11/19,13981916889
2010/11/20,22946598448
2010/11/21,23479198820
2010/11/22,8292481399
2010/11/23,5665955911
2010/11/24,4317664307
2010/11/25,4100271031
2010/11/26,11441158417
2010/11/27,11565706846
2010/11/28,8645873805
2010/11/29,7886589341
2010/11/30,15850082737
2010/12/01,9011053161
2010/12/02,4654740192
2010/12/03,4571037666
2010/12/04,7952760839
2010/12/05,13635047571
2010/12/06,9263178480
2010/12/07,3819622220
2010/12/08,3918477264
2010/12/09,7596528886
2010/12/10,6421454483
2010/12/11,4167673359
2010/12/12,6965282175
2010/12/13,8528606399
2010/12/14,10959423871
2010/12/15,13008425432
2010/12/16,16366289409
2010/12/17,5408108845
2010/12/18,12528071464
2010/12/19,7129315015
2010/12/20,8420944529
2010/12/21,7226678467
2010/12/22,17525136917
2010/12/23,20296174197
2010/12/24,21770351657
2010/12/25,7427398413
2010/12/26,5225883284
2010/12/27,3936373279
2010/12/28,14588651765
2010/12/29,11277802838
2010/12/30,6720165593
2010/12/31,3594842193
2011/01/01,6405778816
2011/01/02,7462459829
2011/01/03,9247284370
2011/01/04,14935079518
2011/01/05,16472444110
2011/01/06,7575719435
2011/01/07,7272115061
2011/01/08,20436717333
2011/01/09,20407541465
2011/01/10,13771973645
2011/01/11,9824426424
2011/01/12,5721687378
2011/01/13,9837034273
2011/01/14,7664950703
2011/01/15,6245137324
2011/01/16,8896088770
2011/01/17,6879093779
2011/01/18,9899193024
2011/01/19,11559595862
2011/01/20,10269691863
2011/01/21,22111384580
2011/01/22,22364663511
2011/01/23,22288301319
2011/01/24,12707144084
2011/01/25,8321405661
2011/01/26,13380589312
2011/01/27,20512182534
2011/01/28,7112526355
2011/01/29,7220491591
2011/01/30,9269398465
2011/01/31,10805637027
2011/02/01,22800399047
2011/02/02,23097047755
2011/02/03,20398695286
2011/02/04,20162169075
2011/02/05,31626011989
2011/02/06,13767742940
2011/02/07,12402385955
2011/02/08,34598344124
2011/02/09,25813415597
2011/02/10,9155841047
2011/02/11,10501758449
2011/02/12,8790744930
2011/02/13,10332984468
2011/02/14,3428403027
2011/02/15,13163597419
2011/02/16,26510720544
2011/02/17,40718653159
2011/02/18,67527469742
2011/02/19,43498363880
2011/02/20,34473021304
2011/02/21,15971220222
2011/02/22,33992618393
2011/02/23,45541109246
2011/02/24,29438591023
2011/02/25,4974266559
2011/02/26,43393589105
2011/02/27,195009868257
2011/02/28,151800321812
2011/03/01,193263051093
2011/03/02,83155143063
2011/03/03,63767149181
2011/03/04,106165360673
2011/03/05,170807456830
2011/03/06,177902987078
2011/03/07,81665312197
2011/03/08,191238409415
2011/03/09,156417333426
2011/03/10,31731655382
2011/03/11,46692386342
2011/03/12,30190659959
2011/03/13,24110890301
2011/03/14,65878834577
2011/03/15,75827256246
2011/03/16,85544750247
2011/03/17,86174470893
2011/03/18,31505331066
2011/03/19,79783634113
2011/03/20,79440698970
2011/03/21,97575829114
2011/03/22,62011958594
2011/03/23,30760048883
2011/03/24,87301069233
2011/03/25,81200396776
2011/03/26,79890334246
2011/03/27,15594981388
2011/03/28,14852268573
2011/03/29,48693453290
2011/03/30,37157382626
2011/03/31,89503661905
2011/04/01,98952758864
2011/04/02,17222871504
2011/04/03,33654399212
2011/04/04,27114266150
2011/04/05,52435416286
2011/04/06,42841175368
2011/04/07,48979697201
2011/04/08,50062955000
2011/04/09,42490865975
2011/04/10,37148419396
2011/04/11,10156344909
2011/04/12,15401371513
2011/04/13,103263919342
2011/04/14,83954728047
2011/04/15,146619181567
2011/04/16,86037023827
2011/04/17,83964655921
2011/04/18,57615256188
2011/04/19,49865918845
2011/04/20,47989861011
2011/04/21,45182283557
2011/04/22,44155620542
2011/04/23,59471076047
2011/04/24,32615696816
2011/04/25,17721442721
2011/04/26,123742462928
2011/04/27,99429987212
2011/04/28,144612399312
2011/04/29,125752957124
2011/04/30,226567055091
2011/05/01,124515320113
2011/05/02,36856018750
2011/05/03,59903111674
2011/05/04,22475730794
2011/05/05,75044953265
2011/05/06,88843021601
2011/05/07,40364409649
2011/05/08,44668719387
2011/05/09,190362026744
2011/05/10,429522506325
2011/05/11,250667287291
2011/05/12,238261678341
2011/05/13,82852995437
2011/05/14,376403669596
2011/05/15,321004336702
2011/05/16,12240663650
2011/05/17,165765904631
2011/05/18,339200487247
2011/05/19,483633650648
2011/05/20,315182229661
2011/05/21,48959950325
2011/05/22,428006082114
2011/05/23,484778390432
2011/05/24,436625406953
2011/05/25,437263851467
2011/05/26,678573838159
2011/05/27,1024506426982
2011/05/28,1118333229791
2011/05/29,1297215673739
2011/05/30,22636774519
2011/05/31,201416716785
2011/06/01,246461139469
2011/06/02,705265296657
2011/06/03,597025240950
2011/06/04,302878120279
2011/06/05,242916415922
2011/06/06,1094795032590
2011/06/07,930880318967
2011/06/08,558756078605
2011/06/09,689258899783
2011/06/10,978785396055
2011/06/11,476778878790
2011/06/12,511260827669
2011/06/13,383702290791
2011/06/14,291418872782
2011/06/15,2670933524654
2011/06/16,2844453872788
2011/06/17,1509357681470
2011/06/18,1585848456447
2011/06/19,1068582315728
2011/06/20,1425654843642
2011/06/21,919802310450
2011/06/22,1196841133814
2011/06/23,890459154324
2011/06/24,2163166337577
2011/06/25,2241562148931
2011/06/26,2376906419365
2011/06/27,594367516224
2011/06/28,333455781325
2011/06/29,871919305347
2011/06/30,1278873132281
2011/07/01,916515774937
2011/07/02,691234385107
2011/07/03,1107442780072
2011/07/04,625691220439
2011/07/05,570108132205
2011/07/06,472853544788
2011/07/07,482443883542
2011/07/08,463607239358
2011/07/09,1297394387406
2011/07/10,1280785694199
2011/07/11,1006561855734
2011/07/12,430909531487
2011/07/13,1551876037203
2011/07/14,1579765903063
2011/07/15,748938428410
2011/07/16,634946822071
2011/07/17,664559696916
2011/07/18,549609242433
2011/07/19,660912227014
2011/07/20,1156128930797
2011/07/21,1188984923954
2011/07/22,953023083050
2011/07/23,289351575171
2011/07/24,838123514183
2011/07/25,1078375510802
2011/07/26,426025532873
2011/07/27,1407425898998
2011/07/28,1280401154349
2011/07/29,1670716224394
2011/07/30,1040487443077
2011/07/31,995680138164
2011/08/01,2447363425988
2011/08/02,1490869003393
2011/08/03,1210698523857
2011/08/04,1007402074811
2011/08/05,1695966888178
2011/08/06,988039851945
2011/08/07,618927047661
2011/08/08,515823429459
2011/08/09,977016303141
2011/08/10,2337473976559
2011/08/11,1870479753833
2011/08/12,2165142599314
2011/08/13,483874201036
2011/08/14,1058833383437
2011/08/15,1284895898988
2011/08/16,1245726225584
2011/08/17,950700559307
2011/08/18,1164281840743
2011/08/19,789363233159
2011/08/20,770374167200
2011/08/21,873566974571
2011/08/22,2563953910366
2011/08/23,1892427923880
2011/08/24,2401292178853
2011/08/25,2593908213835
2011/08/26,1060637062015
2011/08/27,1313269855737
2011/08/28,2111847418900
2011/08/29,899924878154
2011/08/30,1949193680449
2011/08/31,1897575585493
2011/09/01,1205428681377
2011/09/02,1209979780645
2011/09/03,854139384312
2011/09/04,1051385182287
2011/09/05,1007018051938
2011/09/06,1140740362621
2011/09/07,395008888622
2011/09/08,1793701359656
2011/09/09,1568848009475
2011/09/10,1302353062476
2011/09/11,777241023931
2011/09/12,1603515757085
2011/09/13,1095809495859
2011/09/14,1441891688927
2011/09/15,427897522525
2011/09/16,865125964076
2011/09/17,1596254583939
2011/09/18,2422565144696
2011/09/19,2392056173757
2011/09/20,1978946596614
2011/09/21,1298487900863
2011/09/22,1512345712145
2011/09/23,428236360919
2011/09/24,1613564738356
2011/09/25,1213696282674
2011/09/26,919604021021
2011/09/27,633655168328
2011/09/28,494418265706
2011/09/29,440867602957
2011/09/30,680330810045
2011/10/01,838297195841
2011/10/02,860274844110
2011/10/03,874894853613
2011/10/04,291786017866
2011/10/05,586338616294
2011/10/06,1108286137945
2011/10/07,1213999363129
2011/10/08,994575910789
2011/10/09,935590180173
2011/10/10,956006494491
2011/10/11,930358822187
2011/10/12,964314244683
2011/10/13,1276537147830
2011/10/14,1237154226538
2011/10/15,1940785627884
2011/10/16,1159556476174
2011/10/17,1527554962070
2011/10/18,533608509732
2011/10/19,592530157149
2011/10/20,512024622392
2011/10/21,609194902918
2011/10/22,1311153624812
2011/10/23,1668305321502
2011/10/24,616456291846
2011/10/25,1664182188007
2011/10/26,1034495234060
2011/10/27,1066549233748
2011/10/28,1192735389818
2011/10/29,874528669656
2011/10/30,957788322614
2011/10/31,835497413919
2011/11/01,662158226765
2011/11/02,1015508090860
2011/11/03,614509193449
2011/11/04,815241824384
2011/11/05,944929919791
2011/11/06,962303933045
2011/11/07,1065744872897
2011/11/08,748312488166
2011/11/09,1383059443013
2011/11/10,1054655818528
2011/11/11,1677617887549
2011/11/12,1481243350988
2011/11/13,913241663583
2011/11/14,726319601469
2011/11/15,755645203501
2011/11/16,785523798557
2011/11/17,926252176541
2011/11/18,557646362073
2011/11/19,311419998665
2011/11/20,930486666197
2011/11/21,1042206975844
2011/11/22,920157232941
2011/11/23,297836886612
2011/11/24,818511137229
2011/11/25,841857114363
2011/11/26,219986188381
2011/11/27,262215542301
2011/11/28,275553565749
2011/11/29,581806316207
2011/11/30,571415442054
2011/12/01,1692247846189
2011/12/02,1619996625189
2011/12/03,1704224651666
2011/12/04,1562153436073
2011/12/05,500960914090
2011/12/06,754644049604
2011/12/07,431843480925
2011/12/08,681410887860
2011/12/09,361006162864
2011/12/10,528315413737
2011/12/11,742015139162
2011/12/12,774176448765
2011/12/13,499498744661
2011/12/14,824215343681
2011/12/15,848297791153
2011/12/16,1138839661841
2011/12/17,644974829104
2011/12/18,1424672008054
2011/12/19,900445456526
2011/12/20,249017794730
2011/12/21,119117849455
2011/12/22,274697666381
2011/12/23,450982049408
2011/12/24,568264946087
2011/12/25,796383790941
2011/12/26,1991906697704
2011/12/27,1201940872108
2011/12/28,1541130633972
2011/12/29,902537481622
2011/12/30,1277387655480
2011/12/31,1446080754188
2012/01/01,1406941881308
2012/01/02,257309256232
2012/01/03,580180697582
2012/01/04,526109231252
2012/01/05,1053424227347
2012/01/06,1301715141652
2012/01/07,1798521243153
2012/01/08,470263574515
2012/01/09,292258071721
2012/01/10,579880173635
2012/01/11,818252214942
2012/01/12,956572400072
2012/01/13,1518447261164
2012/01/14,1509691109948
2012/01/15,841974682263
2012/01/16,177363413267
2012/01/17,819657111208
2012/01/18,992266084689
2012/01/19,1596195252444
2012/01/20,615884724509
2012/01/21,1674962081059
2012/01/22,1308529685164
2012/01/23,591230667935
2012/01/24,784284003269
2012/01/25,770701479880
2012/01/26,936364740686
2012/01/27,938586852605
2012/01/28,720259158597
2012/01/29,769871987106
2012/01/30,1196929027150
2012/01/31,756395883035
2012/02/01,1456466141501
2012/02/02,1195446589964
2012/02/03,1481035814805
2012/02/04,1190427707773
2012/02/05,768635741370
2012/02/06,163803275630
2012/02/07,372912345574
2012/02/08,444885190699
2012/02/09,183508763538
2012/02/10,625401953810
2012/02/11,595858379399
2012/02/12,1028008965267
2012/02/13,1063509843403
2012/02/14,1567450180993
2012/02/15,1320476493854
2012/02/16,565087485498
2012/02/17,440367927044
2012/02/18,1492245928312
2012/02/19,1778570435064
2012/02/20,944312361923
2012/02/21,2330191809673
2012/02/22,1490010955013
2012/02/23,1971552136414
2012/02/24,1010546750439
2012/02/25,1225688838307
2012/02/26,1163654147391
2012/02/27,781148582465
2012/02/28,393611380375
2012/02/29,1493805037004
2012/03/01,1335429714257
2012/03/02,1359782866171
2012/03/03,2045491755328
2012/03/04,1601777820325
2012/03/05,1393204477339
2012/03/06,1107417648854
2012/03/07,536293593384
2012/03/08,939241058267
2012/03/09,1022023103993
2012/03/10,1169179080009
2012/03/11,2219323478092
2012/03/12,2215595991502
2012/03/13,1419495373268
2012/03/14,728334442200
2012/03/15,2164727570123
2012/03/16,1428145435271
2012/03/17,2307463158866
2012/03/18,1767564977637
2012/03/19,551717457715
2012/03/20,923485036479
2012/03/21,782845758916
2012/03/22,787971173336
2012/03/23,1866324967783
2012/03/24,1726784336442
2012/03/25,2505059158215
2012/03/26,1334411128021
2012/03/27,1569712659333
2012/03/28,150502151772
2012/03/29,251618758124
2012/03/30,300753439774
2012/03/31,1360819575420
2012/04/01,1135447335334
2012/04/02,1884322862317
2012/04/03,1540530748362
2012/04/04,826207183070
2012/04/05,1177268184673
2012/04/06,1269563591332
2012/04/07,792838191534
2012/04/08,1011528342157
2012/04/09,1332114677124
2012/04/10,958224919135
2012/04/11,670801032129
2012/04/12,705641365560
2012/04/13,1725780868810
2012/04/14,1098038951077
2012/04/15,488441853764
2012/04/16,562522469135
2012/04/17,1142728375665
2012/04/18,754171646440
2012/04/19,1046929980265
2012/04/20,2058894200743
2012/04/21,1072636951678
2012/04/22,934158607326
2012/04/23,55273510485
2012/04/24,1349258950300
2012/04/25,1245591834031
2012/04/26,677883837466
2012/04/27,601738932825
2012/04/28,847294295210
2012/04/29,1532360303275
2012/04/30,1296622949352
2012/05/01,859755305030
2012/05/02,910836404340
2012/05/03,1307943703966
2012/05/04,463596349666
2012/05/05,420810644895
2012/05/06,676392555221
2012/05/07,764399330382
2012/05/08,1012398081244
2012/05/09,951089301656
2012/05/10,546576021009
2012/05/11,2718774293113
2012/05/12,2217589632746
2012/05/13,1576198538500
2012/05/14,650456061332
2012/05/15,311275252054
2012/05/16,1672487089127
2012/05/17,1466460918549
2012/05/18,1375710620264
2012/05/19,1583437641968
2012/05/20,559300996209
2012/05/21,378352852508
2012/05/22,1724698283993
2012/05/23,1456247224562
2012/05/24,562428286601
2012/05/25,1145595503755
2012/05/26,1150127682470
2012/05/27,2304337178950
2012/05/28,1490376731076
2012/05/29,1402144369125
2012/05/30,1285463747630
2012/05/31,1166467462857
2012/06/01,1178076807758
2012/06/02,1316727756646
2012/06/03,1624431108039
2012/06/04,487044688625
2012/06/05,1304329137491
2012/06/06,1182903181473
