Date,activeaddresses7var
2011/09/26,2060442
2011/09/27,756923
2011/09/28,3763561
2011/09/29,7220724
2011/09/30,7563273
2011/10/01,7145982
2011/10/02,6010917
2011/10/03,4207141
2011/10/04,458104
2011/10/05,444539
2011/10/06,586211
2011/10/07,598250
2011/10/08,697420
2011/10/09,525456
2011/10/10,501484
2011/10/11,492645
2011/10/12,487819
2011/10/13,585963
2011/10/14,843863
2011/10/15,785263
2011/10/16,871872
2011/10/17,996022
2011/10/18,1052496
2011/10/19,1027170
2011/10/20,1256355
2011/10/21,792431
2011/10/22,722470
2011/10/23,788504
2011/10/24,703342
2011/10/25,744183
2011/10/26,746608
2011/10/27,619531
2011/10/28,565498
2011/10/29,504877
2011/10/30,704228
2011/10/31,394322
2011/11/01,329054
2011/11/02,423756
2011/11/03,344539
2011/11/04,1647488
2011/11/05,1669500
2011/11/06,1603757
2011/11/07,1455677
2011/11/08,1447561
2011/11/09,1548978
2011/11/10,1592632
2011/11/11,1022941
2011/11/12,1112099
2011/11/13,818493
2011/11/14,806536
2011/11/15,883568
2011/11/16,722263
2011/11/17,569847
2011/11/18,525935
2011/11/19,1500817
2011/11/20,1678030
2011/11/21,1943068
2011/11/22,1119774
2011/11/23,701196
2011/11/24,581451
2011/11/25,379206
2011/11/26,330774
2011/11/27,318523
2011/11/28,487415
2011/11/29,1642993
2011/11/30,3271533
2011/12/01,3242348
2011/12/02,3076405
2011/12/03,1911827
2011/12/04,1235979
2011/12/05,1146425
2011/12/06,1439065
2011/12/07,962304
2011/12/08,968593
2011/12/09,1265430
2011/12/10,1433835
2011/12/11,1358788
2011/12/12,1693116
2011/12/13,696182
2011/12/14,643213
2011/12/15,466375
2011/12/16,568622
2011/12/17,683637
2011/12/18,698132
2011/12/19,1116709
2011/12/20,1924210
2011/12/21,1908006
2011/12/22,1675290
2011/12/23,1543081
2011/12/24,1527041
2011/12/25,924637
2011/12/26,859682
2011/12/27,378433
2011/12/28,468330
2011/12/29,433921
2011/12/30,443485
2011/12/31,313927
2012/01/01,281165
2012/01/02,222403
2012/01/03,660792
2012/01/04,700117
2012/01/05,2311819
2012/01/06,2511718
2012/01/07,1856550
2012/01/08,1476644
2012/01/09,1031089
2012/01/10,1270303
2012/01/11,1096959
2012/01/12,1288546
2012/01/13,1316781
2012/01/14,990216
2012/01/15,1273943
2012/01/16,1273330
2012/01/17,1069795
2012/01/18,194382
2012/01/19,215159
2012/01/20,227843
2012/01/21,332252
2012/01/22,1369381
2012/01/23,1299339
2012/01/24,1446221
2012/01/25,2318652
2012/01/26,2192518
2012/01/27,2210037
2012/01/28,2311796
2012/01/29,1180394
2012/01/30,1089281
2012/01/31,1237842
2012/02/01,632351
2012/02/02,1016266
2012/02/03,1475700
2012/02/04,1082537
2012/02/05,980150
2012/02/06,786271
2012/02/07,851580
2012/02/08,910039
2012/02/09,801247
2012/02/10,727287
2012/02/11,489692
2012/02/12,568844
2012/02/13,587123
2012/02/14,1726554
2012/02/15,1917849
2012/02/16,2367992
2012/02/17,3137399
2012/02/18,3462382
2012/02/19,4128598
2012/02/20,4542758
2012/02/21,3537307
2012/02/22,2783762
2012/02/23,1818308
2012/02/24,1969197
2012/02/25,1871318
2012/02/26,1822939
2012/02/27,1671577
2012/02/28,1629716
2012/02/29,1581178
2012/03/01,1036336
2012/03/02,1531946
2012/03/03,2632593
2012/03/04,2087571
2012/03/05,2092043
2012/03/06,2009527
2012/03/07,2016985
2012/03/08,1950400
2012/03/09,1185703
2012/03/10,984826
2012/03/11,1762582
2012/03/12,1474132
2012/03/13,2078641
2012/03/14,2316014
2012/03/15,2228125
2012/03/16,2376185
2012/03/17,1790416
2012/03/18,1018529
2012/03/19,795685
2012/03/20,612749
2012/03/21,617886
2012/03/22,586541
2012/03/23,739419
2012/03/24,869364
2012/03/25,737556
2012/03/26,774204
2012/03/27,694231
2012/03/28,703150
2012/03/29,1139515
2012/03/30,981886
2012/03/31,941098
2012/04/01,1742830
2012/04/02,1692449
2012/04/03,3429632
2012/04/04,3541664
2012/04/05,3332840
2012/04/06,3359606
2012/04/07,3257659
2012/04/08,2432471
2012/04/09,2352248
2012/04/10,1459304
2012/04/11,2318716
2012/04/12,3318782
2012/04/13,3359324
2012/04/14,2762975
2012/04/15,1575522
2012/04/16,1397874
2012/04/17,1495864
2012/04/18,1780012
2012/04/19,1632852
2012/04/20,1191002
2012/04/21,1590620
2012/04/22,2701741
2012/04/23,2559264
2012/04/24,2391120
2012/04/25,1744034
2012/04/26,2252186
2012/04/27,1557005
2012/04/28,1637819
2012/04/29,1015491
2012/04/30,1439729
2012/05/01,2232537
2012/05/02,2848425
2012/05/03,4451492
2012/05/04,5902074
2012/05/05,3935737
2012/05/06,1575050
2012/05/07,3520831
2012/05/08,3343609
2012/05/09,3132324
2012/05/10,3858241
2012/05/11,5206545
2012/05/12,3565449
2012/05/13,4471606
2012/05/14,14291686
2012/05/15,15063710
2012/05/16,15107956
2012/05/17,12846160
2012/05/18,12851796
2012/05/19,15926469
2012/05/20,10617656
2012/05/21,8455370
2012/05/22,8430400
2012/05/23,8052174
2012/05/24,2916818
2012/05/25,1646208
2012/05/26,2483170
2012/05/27,2987934
2012/05/28,2596842
2012/05/29,7011272
2012/05/30,6989214
2012/05/31,6918547
2012/06/01,6714523
2012/06/02,14499604
2012/06/03,14435055
2012/06/04,35095652
2012/06/05,47986432
2012/06/06,53865104
2012/06/07,55194149
2012/06/08,55876129
2012/06/09,35980534
2012/06/10,34686156
2012/06/11,24297002
2012/06/12,18888217
2012/06/13,44283099
2012/06/14,78404724
2012/06/15,90477505
2012/06/16,83229450
2012/06/17,78417001
2012/06/18,70866516
2012/06/19,29216748
2012/06/20,37237961
2012/06/21,33278825
2012/06/22,16162901
2012/06/23,14271276
2012/06/24,10302622
2012/06/25,5975981
2012/06/26,6542199
2012/06/27,13909326
2012/06/28,12709545
2012/06/29,10564073
2012/06/30,9414084
2012/07/01,5990162
2012/07/02,6749377
2012/07/03,6381451
2012/07/04,2895610
2012/07/05,6369662
2012/07/06,7458266
2012/07/07,7590954
2012/07/08,9491410
2012/07/09,5246748
2012/07/10,8592264
2012/07/11,10948414
2012/07/12,9299576
2012/07/13,8015959
2012/07/14,8681222
2012/07/15,6133392
2012/07/16,7791219
2012/07/17,12262121
2012/07/18,12002104
2012/07/19,12733208
2012/07/20,11665013
2012/07/21,7554808
2012/07/22,3585797
2012/07/23,6793193
2012/07/24,5829237
2012/07/25,9157169
2012/07/26,13889583
2012/07/27,15786911
2012/07/28,16846470
2012/07/29,15506698
2012/07/30,9068501
2012/07/31,80611238
2012/08/01,74677080
2012/08/02,63770288
2012/08/03,56055298
2012/08/04,59037074
2012/08/05,56863170
2012/08/06,52816427
2012/08/07,5957287
2012/08/08,26284765
2012/08/09,26002877
2012/08/10,23923623
2012/08/11,21095932
2012/08/12,20088455
2012/08/13,26513883
2012/08/14,24868844
2012/08/15,21115649
2012/08/16,63166577
2012/08/17,66917743
2012/08/18,51103604
2012/08/19,35251801
2012/08/20,36861285
2012/08/21,20770445
2012/08/22,21860941
2012/08/23,22936341
2012/08/24,22667224
2012/08/25,43220605
2012/08/26,41527385
2012/08/27,43880136
2012/08/28,23271846
2012/08/29,11574489
2012/08/30,11777912
2012/08/31,22566689
2012/09/01,25576472
2012/09/02,25234950
2012/09/03,31554375
2012/09/04,37066324
2012/09/05,37091313
2012/09/06,33424616
2012/09/07,26209556
2012/09/08,31002369
2012/09/09,26732943
2012/09/10,19365977
2012/09/11,18388099
2012/09/12,24416276
2012/09/13,19157147
2012/09/14,14077510
2012/09/15,19951462
2012/09/16,21675917
2012/09/17,22229043
2012/09/18,9091288
2012/09/19,17755227
2012/09/20,33909034
2012/09/21,34241862
2012/09/22,40963704
2012/09/23,46699412
2012/09/24,46318974
2012/09/25,51339082
2012/09/26,63281292
2012/09/27,53124730
2012/09/28,72865279
2012/09/29,50856633
2012/09/30,34703429
2012/10/01,26829605
2012/10/02,42132367
2012/10/03,45024738
2012/10/04,51878461
2012/10/05,47951709
2012/10/06,47113446
2012/10/07,32030340
2012/10/08,22122729
2012/10/09,20662944
2012/10/10,19124178
2012/10/11,16988202
2012/10/12,16976886
2012/10/13,16178790
2012/10/14,21404818
2012/10/15,20393656
2012/10/16,9670335
2012/10/17,7256788
2012/10/18,15295142
2012/10/19,15441310
2012/10/20,12188407
2012/10/21,11819409
2012/10/22,12376949
2012/10/23,13102050
2012/10/24,13243211
2012/10/25,3935598
2012/10/26,3149969
2012/10/27,15288270
2012/10/28,30119830
2012/10/29,26943129
2012/10/30,22547587
2012/10/31,15759785
2012/11/01,10510825
2012/11/02,6437312
2012/11/03,5533401
2012/11/04,2457081
2012/11/05,4378371
2012/11/06,12245811
2012/11/07,21518731
2012/11/08,18965579
2012/11/09,16962331
2012/11/10,14912883
2012/11/11,15918847
2012/11/12,19989100
2012/11/13,17516469
2012/11/14,8078734
2012/11/15,25088782
2012/11/16,44867701
2012/11/17,71702115
2012/11/18,55937383
2012/11/19,38651792
2012/11/20,19997591
2012/11/21,11964262
2012/11/22,14255228
2012/11/23,23339473
2012/11/24,10285576
2012/11/25,12011157
2012/11/26,11425057
2012/11/27,8979213
2012/11/28,8599576
2012/11/29,9017957
2012/11/30,7297984
2012/12/01,9580246
2012/12/02,25264998
2012/12/03,29634055
2012/12/04,33930514
2012/12/05,35250824
2012/12/06,34022310
2012/12/07,36095255
2012/12/08,34980119
2012/12/09,18127441
2012/12/10,6832924
2012/12/11,7093582
2012/12/12,4960166
2012/12/13,10802578
2012/12/14,11076466
2012/12/15,14671791
2012/12/16,16499308
2012/12/17,15020634
2012/12/18,21198163
2012/12/19,21713107
2012/12/20,18399543
2012/12/21,22148902
2012/12/22,34655586
2012/12/23,26684981
2012/12/24,27856226
2012/12/25,49170057
2012/12/26,50427585
2012/12/27,53012799
2012/12/28,49134130
2012/12/29,13221418
2012/12/30,20321150
2012/12/31,22233101
2013/01/01,11989147
2013/01/02,13274648
2013/01/03,25057050
2013/01/04,28382767
2013/01/05,39428524
2013/01/06,39973627
2013/01/07,33028250
2013/01/08,25763043
2013/01/09,22288282
2013/01/10,33683117
2013/01/11,34876988
2013/01/12,36871871
2013/01/13,11876400
2013/01/14,29995070
2013/01/15,30780931
2013/01/16,32012105
2013/01/17,28990610
2013/01/18,24289125
2013/01/19,26065503
2013/01/20,34106767
2013/01/21,30344659
2013/01/22,27375864
2013/01/23,24449992
2013/01/24,28778734
2013/01/25,23596545
2013/01/26,25518650
2013/01/27,22002714
2013/01/28,17016484
2013/01/29,17989394
2013/01/30,23584126
2013/01/31,14456212
2013/02/01,35909774
2013/02/02,37283862
2013/02/03,36625842
2013/02/04,37694000
2013/02/05,40941629
2013/02/06,22670308
2013/02/07,9428025
2013/02/08,4195074
2013/02/09,4272657
2013/02/10,4270815
2013/02/11,7809754
2013/02/12,8800546
2013/02/13,9127896
2013/02/14,9711994
2013/02/15,6294610
2013/02/16,8604614
2013/02/17,6918943
2013/02/18,7073420
2013/02/19,6162486
2013/02/20,4134683
2013/02/21,3582194
2013/02/22,7442765
2013/02/23,7010375
2013/02/24,4137325
2013/02/25,5299632
2013/02/26,8694169
2013/02/27,7594593
2013/02/28,8748393
2013/03/01,15338075
2013/03/02,19157167
2013/03/03,30956733
2013/03/04,31149196
2013/03/05,29886900
2013/03/06,54927349
2013/03/07,65660639
2013/03/08,61100124
2013/03/09,53300882
2013/03/10,31876936
2013/03/11,31894639
2013/03/12,31382035
2013/03/13,19107199
2013/03/14,10870348
2013/03/15,14175983
2013/03/16,19772783
2013/03/17,24931409
2013/03/18,22081255
2013/03/19,35334036
2013/03/20,35154238
2013/03/21,47706667
2013/03/22,72230850
2013/03/23,50334378
2013/03/24,22980660
2013/03/25,11888581
2013/03/26,14595587
2013/03/27,9302968
2013/03/28,79612776
2013/03/29,90563283
2013/03/30,79906800
2013/03/31,93108814
2013/04/01,77457371
2013/04/02,97555025
2013/04/03,170563502
2013/04/04,235162897
2013/04/05,251548021
2013/04/06,238273199
2013/04/07,133219210
2013/04/08,118938475
2013/04/09,128590777
2013/04/10,253926716
2013/04/11,299398265
2013/04/12,293991570
2013/04/13,295783597
2013/04/14,420326891
2013/04/15,411922069
2013/04/16,401497301
2013/04/17,247611330
2013/04/18,148548221
2013/04/19,155392604
2013/04/20,186824088
2013/04/21,195749903
2013/04/22,182249683
2013/04/23,166949511
2013/04/24,155090347
2013/04/25,148670421
2013/04/26,109451955
2013/04/27,97794179
2013/04/28,139368984
2013/04/29,145762460
2013/04/30,180615272
2013/05/01,164176978
2013/05/02,168418824
2013/05/03,170960297
2013/05/04,199849461
2013/05/05,34359982
2013/05/06,30848120
2013/05/07,139048886
2013/05/08,182739774
2013/05/09,182774110
2013/05/10,181607686
2013/05/11,144832554
2013/05/12,157148388
2013/05/13,159547411
2013/05/14,80260050
2013/05/15,23779306
2013/05/16,24882234
2013/05/17,24301605
2013/05/18,42549982
2013/05/19,60288614
2013/05/20,60414792
2013/05/21,58197357
2013/05/22,46321298
2013/05/23,44047176
2013/05/24,56090421
2013/05/25,53660112
2013/05/26,39195031
2013/05/27,36557810
2013/05/28,31352795
2013/05/29,33314533
2013/05/30,27256595
2013/05/31,14470028
2013/06/01,17575691
2013/06/02,24739360
2013/06/03,28905461
2013/06/04,30555978
2013/06/05,28097756
2013/06/06,26433290
2013/06/07,26175732
2013/06/08,54170282
2013/06/09,82479526
2013/06/10,79965095
2013/06/11,63184346
2013/06/12,40173786
2013/06/13,29187172
2013/06/14,35377280
2013/06/15,45149245
2013/06/16,67826461
2013/06/17,71386052
2013/06/18,68258213
2013/06/19,75630894
2013/06/20,77438554
2013/06/21,57111450
2013/06/22,49722600
2013/06/23,38723655
2013/06/24,33918739
2013/06/25,34502000
2013/06/26,29623793
2013/06/27,25561274
2013/06/28,24566767
2013/06/29,23167835
2013/06/30,27902513
2013/07/01,33059508
2013/07/02,33267500
2013/07/03,34069591
2013/07/04,34154073
2013/07/05,28806426
2013/07/06,32105358
2013/07/07,37393059
2013/07/08,28608239
2013/07/09,34952407
2013/07/10,33293546
2013/07/11,54139981
2013/07/12,85082242
2013/07/13,74984839
2013/07/14,77147466
2013/07/15,77736984
2013/07/16,76864426
2013/07/17,77489762
2013/07/18,65822135
2013/07/19,29346925
2013/07/20,36060141
2013/07/21,28584166
2013/07/22,27499403
2013/07/23,24143669
2013/07/24,28448589
2013/07/25,33250785
2013/07/26,34003415
2013/07/27,34972922
2013/07/28,40596520
2013/07/29,47225312
2013/07/30,56014076
2013/07/31,100453273
2013/08/01,412917946
2013/08/02,402846129
2013/08/03,361555223
2013/08/04,298510532
2013/08/05,289526712
2013/08/06,286816175
2013/08/07,283572997
2013/08/08,36852492
2013/08/09,34921113
2013/08/10,37728116
2013/08/11,56093858
2013/08/12,218954210
2013/08/13,220377741
2013/08/14,223790397
2013/08/15,225132861
2013/08/16,221960104
2013/08/17,212769714
2013/08/18,193088213
2013/08/19,76096228
2013/08/20,82136755
2013/08/21,90702603
2013/08/22,102776151
2013/08/23,101508411
2013/08/24,90937388
2013/08/25,49040716
2013/08/26,48851290
2013/08/27,90542241
2013/08/28,92014809
2013/08/29,89529981
2013/08/30,105905893
2013/08/31,76680110
2013/09/01,138545140
2013/09/02,177150958
2013/09/03,135054600
2013/09/04,124284361
2013/09/05,126216109
2013/09/06,85337763
2013/09/07,43792254
2013/09/08,45420333
2013/09/09,44782334
2013/09/10,43926377
2013/09/11,39680252
2013/09/12,47948729
2013/09/13,46834567
2013/09/14,71056098
2013/09/15,76770426
2013/09/16,70997648
2013/09/17,74318618
2013/09/18,86228634
2013/09/19,92297399
2013/09/20,101380706
2013/09/21,65353550
2013/09/22,33320274
2013/09/23,38865272
2013/09/24,40730561
2013/09/25,40056584
2013/09/26,39003970
2013/09/27,39819272
2013/09/28,34449132
2013/09/29,16176670
2013/09/30,16076504
2013/10/01,38900845
2013/10/02,134442855
2013/10/03,139887753
2013/10/04,140286874
2013/10/05,154778358
2013/10/06,201660504
2013/10/07,204705806
2013/10/08,193178640
2013/10/09,77690080
2013/10/10,47873946
2013/10/11,50506289
2013/10/12,47685770
2013/10/13,33081669
2013/10/14,34621858
2013/10/15,37875736
2013/10/16,57673003
2013/10/17,57337285
2013/10/18,57345675
2013/10/19,17813411
2013/10/20,39628011
2013/10/21,53453077
2013/10/22,114286796
2013/10/23,153028340
2013/10/24,171320296
2013/10/25,152413515
2013/10/26,229422374
2013/10/27,291496058
2013/10/28,299945959
2013/10/29,262690171
2013/10/30,219664236
2013/10/31,146092153
2013/11/01,111128511
2013/11/02,101189916
2013/11/03,39357861
2013/11/04,59266530
2013/11/05,148599620
2013/11/06,320098988
2013/11/07,435611067
2013/11/08,456973923
2013/11/09,306044454
2013/11/10,113990627
2013/11/11,45687642
2013/11/12,48558647
2013/11/13,40862771
2013/11/14,47899411
2013/11/15,40759768
2013/11/16,67234139
2013/11/17,81925487
2013/11/18,355532401
2013/11/19,1174772604
2013/11/20,1223386102
2013/11/21,1442749467
2013/11/22,1290571360
2013/11/23,838653736
2013/11/24,599535496
2013/11/25,670247692
2013/11/26,412603619
2013/11/27,608258050
2013/11/28,721631375
2013/11/29,786604231
2013/11/30,736765941
2013/12/01,389262143
2013/12/02,192673950
2013/12/03,201035083
2013/12/04,154232538
2013/12/05,79412249
2013/12/06,57630753
2013/12/07,117111625
2013/12/08,536171456
2013/12/09,513484572
2013/12/10,492169536
2013/12/11,387352684
2013/12/12,287397424
2013/12/13,204840623
2013/12/14,200062770
2013/12/15,67687069
2013/12/16,179601929
2013/12/17,187161457
2013/12/18,302474717
2013/12/19,206373893
2013/12/20,185950561
2013/12/21,307421764
2013/12/22,420143661
2013/12/23,330098570
2013/12/24,362975097
2013/12/25,178414671
2013/12/26,145549334
2013/12/27,87336919
2013/12/28,113764946
2013/12/29,109922014
2013/12/30,111382254
2013/12/31,124387989
2014/01/01,236955841
2014/01/02,261935716
2014/01/03,300449361
2014/01/04,298188909
2014/01/05,306639478
2014/01/06,568620788
2014/01/07,545066743
2014/01/08,297175886
2014/01/09,304485374
2014/01/10,332684413
2014/01/11,263118102
2014/01/12,342047705
2014/01/13,129757859
2014/01/14,123475555
2014/01/15,94587109
2014/01/16,94024269
2014/01/17,92025070
2014/01/18,174092382
2014/01/19,209592700
2014/01/20,486875839
2014/01/21,583904822
2014/01/22,617926587
2014/01/23,626483384
2014/01/24,603823448
2014/01/25,443174439
2014/01/26,301622603
2014/01/27,234527225
2014/01/28,229356318
2014/01/29,225267841
2014/01/30,227765030
2014/01/31,227942664
2014/02/01,191678326
2014/02/02,141939599
2014/02/03,154716588
2014/02/04,198046247
2014/02/05,186215375
2014/02/06,199341905
2014/02/07,206881209
2014/02/08,145616813
2014/02/09,192338939
