Date,size30mom
2010/07/17,409.071
2010/07/18,512.725
2010/07/19,356.107
2010/07/20,768.404
2010/07/21,229.204
2010/07/22,184.391
2010/07/23,176.187
2010/07/24,1164
2010/07/25,2910
2010/07/26,713.102
2010/07/27,447.771
2010/07/28,3075
2010/07/29,2011
2010/07/30,-587.912
2010/07/31,113.794
2010/08/01,-247.571
2010/08/02,95.605
2010/08/03,351.001
2010/08/04,126.062
2010/08/05,631.115
2010/08/06,335.366
2010/08/07,295.444
2010/08/08,218.814
2010/08/09,1223
2010/08/10,-27.915
2010/08/11,-415.591
2010/08/12,-60.568
2010/08/13,-2010
2010/08/14,-380.087
2010/08/15,-207.866
2010/08/16,319.224
2010/08/17,-170.758
2010/08/18,1168
2010/08/19,-442.055
2010/08/20,-27.649
2010/08/21,-33.481
2010/08/22,-55.603
2010/08/23,-1038
2010/08/24,-2390
2010/08/25,-583.92
2010/08/26,-197.723
2010/08/27,-2950
2010/08/28,-1844
2010/08/29,-205.578
2010/08/30,200.779
2010/08/31,544.831
2010/09/01,457.204
2010/09/02,-216.924
2010/09/03,18.125
2010/09/04,-518.494
2010/09/05,-210.983
2010/09/06,-135.094
2010/09/07,-61.415
2010/09/08,-1003
2010/09/09,238.909
2010/09/10,64.349
2010/09/11,45.894
2010/09/12,-136.92
2010/09/13,284.626
2010/09/14,194.369
2010/09/15,-282.209
2010/09/16,-123.952
2010/09/17,-1279
2010/09/18,-171.044
2010/09/19,-86.15
2010/09/20,152.967
2010/09/21,1083
2010/09/22,755.674
2010/09/23,-2.493
2010/09/24,197.739
2010/09/25,214.708
2010/09/26,110.655
2010/09/27,350.208
2010/09/28,808.313
2010/09/29,1529
2010/09/30,-223.905
2010/10/01,210.512
2010/10/02,1209
2010/10/03,431.288
2010/10/04,503.187
2010/10/05,454.932
2010/10/06,204.793
2010/10/07,200.731
2010/10/08,303.603
2010/10/09,190.198
2010/10/10,69.392
2010/10/11,150.885
2010/10/12,-1.682
2010/10/13,92.868
2010/10/14,-29.506
2010/10/15,-235.923
2010/10/16,17.405
2010/10/17,-239.038
2010/10/18,282.075
2010/10/19,654.851
2010/10/20,176.27
2010/10/21,-583.568
2010/10/22,18.718
2010/10/23,68.905
2010/10/24,174.973
2010/10/25,-120.266
2010/10/26,50.177
2010/10/27,-48.339
2010/10/28,-493.831
2010/10/29,-1470
2010/10/30,-277.177
2010/10/31,-563.975
2010/11/01,-1236
2010/11/02,-489.118
2010/11/03,-391.154
2010/11/04,-487.355
2010/11/05,-5.033
2010/11/06,-139.87
2010/11/07,-336.214
2010/11/08,-60.368
2010/11/09,-84.075
2010/11/10,-107.56
2010/11/11,-188.386
2010/11/12,-401.864
2010/11/13,-123.111
2010/11/14,29.219
2010/11/15,8218
2010/11/16,10466
2010/11/17,-229.683
2010/11/18,210.838
2010/11/19,13712
2010/11/20,18079
2010/11/21,15172
2010/11/22,-274.733
2010/11/23,-34.685
2010/11/24,4844
2010/11/25,8882
2010/11/26,1004
2010/11/27,17.115
2010/11/28,-14.591
2010/11/29,216.223
2010/11/30,104.53
2010/12/01,288.208
2010/12/02,247.239
2010/12/03,164.156
2010/12/04,65.834
2010/12/05,-216.493
2010/12/06,-25.667
2010/12/07,224.859
2010/12/08,-221.098
2010/12/09,104.394
2010/12/10,155.309
2010/12/11,452.518
2010/12/12,586.218
2010/12/13,1308
2010/12/14,473.544
2010/12/15,-7868
2010/12/16,-10068
2010/12/17,481.211
2010/12/18,-503.653
2010/12/19,-13548
2010/12/20,-17362
2010/12/21,-15502
2010/12/22,600.196
2010/12/23,365.135
2010/12/24,-4500
2010/12/25,-8521
2010/12/26,-767.67
2010/12/27,360.38
2010/12/28,398.862
2010/12/29,288.547
2010/12/30,407.158
2010/12/31,81.805
2011/01/01,413.337
2011/01/02,338.083
2011/01/03,1903
2011/01/04,1289
2011/01/05,1955
2011/01/06,788.761
2011/01/07,1053
2011/01/08,1628
2011/01/09,1440
2011/01/10,1325
2011/01/11,1252
2011/01/12,166.666
2011/01/13,985.209
2011/01/14,1128
2011/01/15,1031
2011/01/16,703.703
2011/01/17,463.727
2011/01/18,813.405
2011/01/19,5.557
2011/01/20,488.55
2011/01/21,958.069
2011/01/22,2032
2011/01/23,1215
2011/01/24,1316
2011/01/25,509.207
2011/01/26,581.242
2011/01/27,753.356
2011/01/28,1115
2011/01/29,1960
2011/01/30,5477
2011/01/31,1927
2011/02/01,1557
2011/02/02,-588.739
2011/02/03,-255.112
2011/02/04,-932.236
2011/02/05,22.536
2011/02/06,79.173
2011/02/07,-957.462
2011/02/08,-579.691
2011/02/09,-346.114
2011/02/10,1373
2011/02/11,1923
2011/02/12,1039
2011/02/13,696.923
2011/02/14,1853
2011/02/15,1273
2011/02/16,1256
2011/02/17,1073
2011/02/18,1614
2011/02/19,1668
2011/02/20,689.785
2011/02/21,-269.343
2011/02/22,997.803
2011/02/23,547.068
2011/02/24,1544
2011/02/25,1117
2011/02/26,366.884
2011/02/27,847.663
2011/02/28,739.19
2011/03/01,346.744
2011/03/02,790.364
2011/03/03,2471
2011/03/04,1243
2011/03/05,1514
2011/03/06,830.253
2011/03/07,1452
2011/03/08,2708
2011/03/09,2635
2011/03/10,3369
2011/03/11,2877
2011/03/12,2441
2011/03/13,2952
2011/03/14,4542
2011/03/15,5501
2011/03/16,3201
2011/03/17,3732
2011/03/18,3617
2011/03/19,5165
2011/03/20,6917
2011/03/21,7654
2011/03/22,3153
2011/03/23,6324
2011/03/24,1967
2011/03/25,1460
2011/03/26,4950
2011/03/27,3856
2011/03/28,4145
2011/03/29,2715
2011/03/30,371.916
2011/03/31,-2838
2011/04/01,-314.533
2011/04/02,-1507
2011/04/03,400.282
2011/04/04,1598
2011/04/05,1567
2011/04/06,1491
2011/04/07,-362.148
2011/04/08,188.886
2011/04/09,-913.452
2011/04/10,-951.886
2011/04/11,-1362
2011/04/12,-1178
2011/04/13,-2765
2011/04/14,-1935
2011/04/15,131.699
2011/04/16,-530.883
2011/04/17,-1598
2011/04/18,-666.453
2011/04/19,-1987
2011/04/20,-1642
2011/04/21,-1364
2011/04/22,-4782
2011/04/23,313.547
2011/04/24,1481
2011/04/25,-2149
2011/04/26,-142.129
2011/04/27,4276
2011/04/28,1879
2011/04/29,2628
2011/04/30,5659
2011/05/01,5879
2011/05/02,2254
2011/05/03,2581
2011/05/04,1335
2011/05/05,2734
2011/05/06,1641
2011/05/07,2292
2011/05/08,1229
2011/05/09,2149
2011/05/10,4119
2011/05/11,2368
2011/05/12,2809
2011/05/13,4576
2011/05/14,1377
2011/05/15,655.513
2011/05/16,1858
2011/05/17,2803
2011/05/18,770.525
2011/05/19,3327
2011/05/20,362.524
2011/05/21,4343
2011/05/22,3742
2011/05/23,2684
2011/05/24,1870
2011/05/25,2553
2011/05/26,3116
2011/05/27,658.105
2011/05/28,5228
2011/05/29,3951
2011/05/30,4754
2011/05/31,7765
2011/06/01,8778
2011/06/02,9999
2011/06/03,14087
2011/06/04,10100
2011/06/05,9629
2011/06/06,11910
2011/06/07,15730
2011/06/08,24503
2011/06/09,15557
2011/06/10,14017
2011/06/11,9086
2011/06/12,13302
2011/06/13,14036
2011/06/14,14855
2011/06/15,11405
2011/06/16,22765
2011/06/17,18252
2011/06/18,12724
2011/06/19,12659
2011/06/20,9494
2011/06/21,7683
2011/06/22,8590
2011/06/23,9191
2011/06/24,11369
2011/06/25,18395
2011/06/26,17536
2011/06/27,19657
2011/06/28,17317
2011/06/29,9759
2011/06/30,3999
2011/07/01,11909
2011/07/02,5800
2011/07/03,656.182
2011/07/04,7087
2011/07/05,13121
2011/07/06,11867
2011/07/07,8053
2011/07/08,-8711
2011/07/09,-721.908
2011/07/10,7522
2011/07/11,9718
2011/07/12,2016
2011/07/13,-1899
2011/07/14,3727
2011/07/15,948.766
2011/07/16,-6580
2011/07/17,-4892
2011/07/18,2713
2011/07/19,7175
2011/07/20,7420
2011/07/21,8450
2011/07/22,8559
2011/07/23,5596
2011/07/24,1747
2011/07/25,-1756
2011/07/26,-7316
2011/07/27,-11521
2011/07/28,-3981
2011/07/29,-5369
2011/07/30,-4032
2011/07/31,-6766
2011/08/01,654.055
2011/08/02,4404
2011/08/03,-1675
2011/08/04,-1798
2011/08/05,-7885
2011/08/06,-3095
2011/08/07,464.912
2011/08/08,4381
2011/08/09,-487.216
2011/08/10,-4181
2011/08/11,-2099
2011/08/12,2492
2011/08/13,-2211
2011/08/14,5639
2011/08/15,6146
2011/08/16,6089
2011/08/17,-1409
2011/08/18,-7316
2011/08/19,1126
2011/08/20,-3787
2011/08/21,-5031
2011/08/22,-1602
2011/08/23,-1021
2011/08/24,-2653
2011/08/25,1970
2011/08/26,2066
2011/08/27,908.191
2011/08/28,2495
2011/08/29,7722
2011/08/30,2063
2011/08/31,-3485
2011/09/01,-1309
2011/09/02,-3793
2011/09/03,-9976
2011/09/04,17878
2011/09/05,-6230
2011/09/06,747.095
2011/09/07,-4883
2011/09/08,-6253
2011/09/09,2409
2011/09/10,-800.302
2011/09/11,1139
2011/09/12,-899.087
2011/09/13,-7007
2011/09/14,-11737
2011/09/15,-9399
2011/09/16,-3459
2011/09/17,-4866
2011/09/18,-11318
2011/09/19,3768
2011/09/20,7825
2011/09/21,4784
2011/09/22,-2651
2011/09/23,-3500
2011/09/24,-2669
2011/09/25,-3908
2011/09/26,-6916
2011/09/27,-1338
2011/09/28,-8007
2011/09/29,-3721
2011/09/30,712.849
2011/10/01,-7620
2011/10/02,-1062
2011/10/03,918.186
2011/10/04,-17515
2011/10/05,-2887
2011/10/06,-2860
2011/10/07,-4423
2011/10/08,-2737
2011/10/09,-7252
2011/10/10,-2134
2011/10/11,5568
2011/10/12,-1682
2011/10/13,2938
2011/10/14,932.786
2011/10/15,-836.074
2011/10/16,-4061
2011/10/17,5666
2011/10/18,2011
2011/10/19,-7742
2011/10/20,-11830
2011/10/21,-9426
2011/10/22,4051
2011/10/23,908.386
2011/10/24,-1562
2011/10/25,-2091
2011/10/26,965.079
2011/10/27,-663.257
2011/10/28,4547
2011/10/29,3644
2011/10/30,-1288
2011/10/31,-296.094
2011/11/01,-1890
2011/11/02,-2774
2011/11/03,-3256
2011/11/04,1994
2011/11/05,-3185
2011/11/06,-4594
2011/11/07,-1141
2011/11/08,-190.634
2011/11/09,-2738
2011/11/10,-9204
2011/11/11,-2615
2011/11/12,-6598
2011/11/13,-4166
2011/11/14,998.322
2011/11/15,-1687
2011/11/16,-3375
2011/11/17,-1555
2011/11/18,92.15
2011/11/19,458.24
2011/11/20,676.081
2011/11/21,-5486
2011/11/22,-4175
2011/11/23,-2323
2011/11/24,3156
2011/11/25,-2102
2011/11/26,-1907
2011/11/27,-3312
2011/11/28,-1574
2011/11/29,3279
2011/11/30,4512
2011/12/01,861.291
2011/12/02,3275
2011/12/03,-3033
2011/12/04,-2060
2011/12/05,-620.66
2011/12/06,6510
2011/12/07,1424
2011/12/08,-1158
2011/12/09,-876.762
2011/12/10,-3333
2011/12/11,-1366
2011/12/12,3635
