Date,sentbyaddress14roc
2011/07/22,1.72
2011/07/23,-1.726
2011/07/24,0.763
2011/07/25,-6.648
2011/07/26,2.294
2011/07/27,-11.363
2011/07/28,-7.541
2011/07/29,-5.329
2011/07/30,-27.031
2011/07/31,1.108
2011/08/01,-7.664
2011/08/02,-0.478
2011/08/03,-13.41
2011/08/04,-1.608
2011/08/05,-15.75
2011/08/06,-13.323
2011/08/07,-15.399
2011/08/08,-21.098
2011/08/09,7.073
2011/08/10,2.847
2011/08/11,-7.563
2011/08/12,-6.273
2011/08/13,19.774
2011/08/14,-5.398
2011/08/15,-0.579
2011/08/16,2.054
2011/08/17,-1.443
2011/08/18,-2.658
2011/08/19,0.067
2011/08/20,9.67
2011/08/21,9.809
2011/08/22,8.137
2011/08/23,-18.464
2011/08/24,-12.558
2011/08/25,-6.805
2011/08/26,1.911
2011/08/27,-14.324
2011/08/28,-25.297
2011/08/29,-7.294
2011/08/30,-14.154
2011/08/31,-0.974
2011/09/01,-7.133
2011/09/02,-6.158
2011/09/03,-13.468
2011/09/04,-3.089
2011/09/05,-9.671
2011/09/06,9.587
2011/09/07,-2.394
2011/09/08,-7.348
2011/09/09,-0.138
2011/09/10,-3.753
2011/09/11,13.85
2011/09/12,-9.663
2011/09/13,-16.769
2011/09/14,-15.658
2011/09/15,-8.053
2011/09/16,-12.568
2011/09/17,-10.261
2011/09/18,-15.072
2011/09/19,-6.832
2011/09/20,-8.326
2011/09/21,-1.117
2011/09/22,-9.86
2011/09/23,-15.666
2011/09/24,-8.748
2011/09/25,-16.822
2011/09/26,-16.928
2011/09/27,-7.586
2011/09/28,-4.646
2011/09/29,-15.695
2011/09/30,-5.497
2011/10/01,-3.877
2011/10/02,-17.945
2011/10/03,-7.139
2011/10/04,-23.552
2011/10/05,-16.944
2011/10/06,-0.509
2011/10/07,-4.844
2011/10/08,-7.401
2011/10/09,-2.84
2011/10/10,1.949
2011/10/11,-0.3
2011/10/12,-2.417
2011/10/13,-10.159
2011/10/14,2.336
2011/10/15,4.23
2011/10/16,-2.632
2011/10/17,-6.219
2011/10/18,-12.443
2011/10/19,-13.333
2011/10/20,-22.082
2011/10/21,-12.273
2011/10/22,-4.196
2011/10/23,2.653
2011/10/24,0.772
2011/10/25,-8.252
2011/10/26,-11.143
2011/10/27,-5.871
2011/10/28,-15.248
2011/10/29,-2.91
2011/10/30,-2.872
2011/10/31,-10.596
2011/11/01,9.771
2011/11/02,8.788
2011/11/03,19.295
2011/11/04,25.444
2011/11/05,11.714
2011/11/06,-9.708
2011/11/07,-9.966
2011/11/08,6.963
2011/11/09,19.139
2011/11/10,31.27
2011/11/11,0.033
2011/11/12,-6.076
2011/11/13,7.225
2011/11/14,10.424
2011/11/15,9.076
2011/11/16,1.102
2011/11/17,-10.966
2011/11/18,-18.625
2011/11/19,-27.381
2011/11/20,-12.705
2011/11/21,-21.988
2011/11/22,-21.62
2011/11/23,-26.419
2011/11/24,-31.593
2011/11/25,-7.602
2011/11/26,-20.46
2011/11/27,-15.942
2011/11/28,-9.685
2011/11/29,-2.043
2011/11/30,2.22
2011/12/01,10.607
2011/12/02,3.53
2011/12/03,18.219
2011/12/04,8.653
2011/12/05,27.763
2011/12/06,40.807
2011/12/07,12.623
2011/12/08,15.751
2011/12/09,3.55
2011/12/10,19.173
2011/12/11,4.323
2011/12/12,-15.06
2011/12/13,-22.783
2011/12/14,-15.817
2011/12/15,-26.655
2011/12/16,-21.253
2011/12/17,-14.669
2011/12/18,-12.59
2011/12/19,-1.452
2011/12/20,-16.245
2011/12/21,-7.981
2011/12/22,1.048
2011/12/23,2.201
2011/12/24,-16.581
2011/12/25,3.281
2011/12/26,11.322
2011/12/27,2.464
2011/12/28,-11.013
2011/12/29,14.448
2011/12/30,0.523
2011/12/31,1.766
2012/01/01,6.295
2012/01/02,-10.272
2012/01/03,-8.173
2012/01/04,4.182
2012/01/05,21.805
2012/01/06,16.092
2012/01/07,25.916
2012/01/08,17.471
2012/01/09,8.932
2012/01/10,25.31
2012/01/11,41.01
2012/01/12,19.506
2012/01/13,34.787
2012/01/14,38.202
2012/01/15,21.026
2012/01/16,28.511
2012/01/17,16.582
2012/01/18,17.707
2012/01/19,-3.358
2012/01/20,-0.264
2012/01/21,4.644
2012/01/22,-17.688
2012/01/23,1.168
2012/01/24,3.634
2012/01/25,9.951
2012/01/26,2.605
2012/01/27,-4.944
2012/01/28,-10.929
2012/01/29,3.525
2012/01/30,-8.1
2012/01/31,6.569
2012/02/01,1.758
2012/02/02,9.899
2012/02/03,11.804
2012/02/04,16.71
2012/02/05,31.036
2012/02/06,2.039
2012/02/07,-0.739
2012/02/08,-9.802
2012/02/09,11.451
2012/02/10,20.863
2012/02/11,16.51
2012/02/12,5.997
2012/02/13,21.779
2012/02/14,23.002
2012/02/15,24.82
2012/02/16,16.437
2012/02/17,-11.661
2012/02/18,-7.203
2012/02/19,-12.243
2012/02/20,3.314
2012/02/21,-4.287
2012/02/22,5.387
2012/02/23,10
2012/02/24,-5.782
2012/02/25,-6.563
2012/02/26,-8.822
2012/02/27,-9.757
2012/02/28,-16.343
2012/02/29,-15.784
2012/03/01,-16.548
2012/03/02,20.543
2012/03/03,-15.564
2012/03/04,19.568
2012/03/05,14.548
2012/03/06,5.729
2012/03/07,-2.925
2012/03/08,-8.398
2012/03/09,-1.24
2012/03/10,-9.407
2012/03/11,-3.912
2012/03/12,-2.717
2012/03/13,6.123
2012/03/14,1.626
2012/03/15,-7.62
2012/03/16,-9.594
2012/03/17,28.401
2012/03/18,-13.438
2012/03/19,-7.875
2012/03/20,4.292
2012/03/21,4.072
2012/03/22,-1.936
2012/03/23,-11.145
2012/03/24,9.637
2012/03/25,6.556
2012/03/26,2.84
2012/03/27,-9.591
2012/03/28,2.889
2012/03/29,16.021
2012/03/30,-1.7
2012/03/31,-10.443
2012/04/01,-6.921
2012/04/02,-3.264
2012/04/03,10.293
2012/04/04,-0.322
2012/04/05,-1.776
2012/04/06,9.687
2012/04/07,-3.032
2012/04/08,0.37
2012/04/09,-1.934
2012/04/10,14.826
2012/04/11,12.103
2012/04/12,9.359
2012/04/13,2.646
2012/04/14,23.202
2012/04/15,26.098
2012/04/16,30.871
2012/04/17,2.048
2012/04/18,18.604
2012/04/19,13.518
2012/04/20,25.781
2012/04/21,17.336
2012/04/22,7.481
2012/04/23,11.389
2012/04/24,-1.163
2012/04/25,-3.722
2012/04/26,6.899
2012/04/27,6.822
2012/04/28,-8.29
2012/04/29,1.91
2012/04/30,5.637
2012/05/01,15.427
2012/05/02,7.119
2012/05/03,33.151
2012/05/04,22.663
2012/05/05,32.023
2012/05/06,34.336
2012/05/07,63.068
2012/05/08,50.073
2012/05/09,53.602
2012/05/10,8.514
2012/05/11,68.708
2012/05/12,57.203
2012/05/13,37.677
2012/05/14,86.454
2012/05/15,47.303
2012/05/16,31.738
2012/05/17,4.345
2012/05/18,24.908
2012/05/19,69.183
2012/05/20,67.366
2012/05/21,25.791
2012/05/22,14.496
2012/05/23,19.025
2012/05/24,45.263
2012/05/25,16.452
2012/05/26,10.129
2012/05/27,29.779
2012/05/28,-13.597
2012/05/29,17.153
2012/05/30,13.956
2012/05/31,24.66
2012/06/01,7.598
2012/06/02,-41.541
2012/06/03,5.866
2012/06/04,34.195
2012/06/05,56.762
2012/06/06,-21.561
2012/06/07,17.025
2012/06/08,-10.319
2012/06/09,21.347
2012/06/10,31.496
2012/06/11,7.558
2012/06/12,-33.579
2012/06/13,69.616
2012/06/14,78.801
2012/06/15,63.876
2012/06/16,107.266
2012/06/17,24.943
2012/06/18,-6.424
2012/06/19,-19.403
2012/06/20,34.688
2012/06/21,-14.215
2012/06/22,4.635
2012/06/23,-9.441
2012/06/24,-21.552
2012/06/25,2.797
2012/06/26,66.063
2012/06/27,-20.62
2012/06/28,-35.217
2012/06/29,-31.544
2012/06/30,-22.247
2012/07/01,-28.897
2012/07/02,-8.21
2012/07/03,-5.05
2012/07/04,-4.343
2012/07/05,-5.914
2012/07/06,-0.975
2012/07/07,13.918
2012/07/08,-3.375
2012/07/09,-4.558
2012/07/10,5.758
2012/07/11,-9.354
2012/07/12,3.237
2012/07/13,-8.378
2012/07/14,-5.821
2012/07/15,4.602
2012/07/16,4.436
2012/07/17,23.583
2012/07/18,13.564
2012/07/19,25.656
2012/07/20,33.384
2012/07/21,13.905
2012/07/22,51.059
2012/07/23,31.91
2012/07/24,-7.431
2012/07/25,-9.843
2012/07/26,-7.696
2012/07/27,8.644
2012/07/28,31.073
2012/07/29,13.772
2012/07/30,-3.941
2012/07/31,39.564
2012/08/01,16.433
2012/08/02,20.406
2012/08/03,-3.853
2012/08/04,-5.534
2012/08/05,-7.739
2012/08/06,3.084
2012/08/07,13.902
2012/08/08,56.693
2012/08/09,21.642
2012/08/10,16.084
2012/08/11,-3.552
2012/08/12,13.944
2012/08/13,35.397
2012/08/14,-28.332
2012/08/15,16.977
2012/08/16,45.12
2012/08/17,51.688
2012/08/18,43.539
2012/08/19,15.396
2012/08/20,-2.689
2012/08/21,28.01
2012/08/22,-3.148
2012/08/23,14.688
2012/08/24,14.704
2012/08/25,-4.189
2012/08/26,-13.801
2012/08/27,-22.684
2012/08/28,-7.159
2012/08/29,-14.326
2012/08/30,-40.888
2012/08/31,-11.384
2012/09/01,-8.743
2012/09/02,-17.813
2012/09/03,-19.005
2012/09/04,-20.508
2012/09/05,-9.574
2012/09/06,8.345
2012/09/07,-5.476
2012/09/08,-5.909
2012/09/09,15.822
2012/09/10,-1.663
2012/09/11,17.733
2012/09/12,-13.014
2012/09/13,-4.354
2012/09/14,-22.183
2012/09/15,-33.259
2012/09/16,-13.252
2012/09/17,-6.848
2012/09/18,-3.865
2012/09/19,-6.381
2012/09/20,-6.63
2012/09/21,-16.967
2012/09/22,-23.357
2012/09/23,-28.965
2012/09/24,-13.549
2012/09/25,-7.723
2012/09/26,27.882
2012/09/27,14.447
2012/09/28,15.881
2012/09/29,9.229
2012/09/30,-6.882
2012/10/01,3.197
2012/10/02,17.133
2012/10/03,-3.588
2012/10/04,-0.534
2012/10/05,24.547
2012/10/06,42.586
2012/10/07,39.455
2012/10/08,38.516
2012/10/09,7.783
2012/10/10,-6.016
2012/10/11,-2.415
2012/10/12,-12.26
2012/10/13,8.26
2012/10/14,19.668
2012/10/15,26.093
2012/10/16,-18.348
2012/10/17,1.929
2012/10/18,-5.46
2012/10/19,-17.609
2012/10/20,2.729
2012/10/21,-5.93
2012/10/22,-12.389
2012/10/23,-19.178
2012/10/24,-9.775
2012/10/25,-6.485
2012/10/26,-11.232
2012/10/27,-24.895
2012/10/28,-24.22
2012/10/29,-33.426
2012/10/30,-10.325
2012/10/31,-19.257
2012/11/01,-29.511
2012/11/02,-11.371
2012/11/03,-22.996
2012/11/04,-23.904
2012/11/05,-16.604
2012/11/06,-0.337
2012/11/07,4.724
2012/11/08,-4.211
2012/11/09,-3.065
2012/11/10,7.065
2012/11/11,6.027
2012/11/12,4.937
2012/11/13,-8.153
2012/11/14,9.316
2012/11/15,49.541
2012/11/16,44.263
2012/11/17,39.258
2012/11/18,46.053
2012/11/19,22.81
2012/11/20,15.488
2012/11/21,1.87
2012/11/22,13.829
2012/11/23,-8.119
2012/11/24,13.537
2012/11/25,18.002
2012/11/26,29.562
2012/11/27,12.843
2012/11/28,12.352
2012/11/29,-15.239
2012/11/30,-26.526
2012/12/01,-23.9
2012/12/02,-39.615
2012/12/03,-31.981
2012/12/04,-14.746
2012/12/05,-4.061
2012/12/06,-1.509
2012/12/07,21.407
2012/12/08,11.365
2012/12/09,7.475
2012/12/10,-15.411
2012/12/11,1.199
2012/12/12,-2.154
2012/12/13,16.264
2012/12/14,20.26
2012/12/15,8.395
2012/12/16,41.278
2012/12/17,49.847
2012/12/18,36.108
2012/12/19,7.812
2012/12/20,-4.721
2012/12/21,16.57
2012/12/22,47.911
2012/12/23,2.002
2012/12/24,9.74
2012/12/25,-17.567
2012/12/26,-22.961
2012/12/27,-21.445
2012/12/28,2.98
2012/12/29,3.863
2012/12/30,30.591
2012/12/31,-19.312
2013/01/01,-28.972
2013/01/02,-0.097
2013/01/03,38.365
2013/01/04,5.956
2013/01/05,-8.082
2013/01/06,10.116
2013/01/07,38.404
2013/01/08,61.463
2013/01/09,69.293
2013/01/10,64.59
2013/01/11,45.633
2013/01/12,30.218
2013/01/13,11.785
2013/01/14,25.299
2013/01/15,61.893
2013/01/16,37.052
2013/01/17,6.477
2013/01/18,16.63
2013/01/19,-7.164
2013/01/20,9.627
2013/01/21,-14.742
2013/01/22,-0.169
2013/01/23,-9.877
2013/01/24,-10.612
2013/01/25,-18.442
2013/01/26,11.381
2013/01/27,0.26
2013/01/28,18.305
2013/01/29,-9.348
2013/01/30,-26.414
2013/01/31,-14.177
2013/02/01,14.413
2013/02/02,13.932
2013/02/03,23.153
2013/02/04,25.602
2013/02/05,24.821
2013/02/06,11.978
2013/02/07,11.6
2013/02/08,14.783
2013/02/09,-0.159
2013/02/10,7.603
2013/02/11,-0.945
2013/02/12,-0.112
2013/02/13,18.298
2013/02/14,2.776
2013/02/15,-22.54
2013/02/16,-18.786
2013/02/17,-17.214
2013/02/18,-9.373
2013/02/19,-18.841
2013/02/20,-5.529
2013/02/21,-9.376
2013/02/22,-4.374
2013/02/23,-0.013
2013/02/24,-6.045
2013/02/25,9.424
2013/02/26,10.287
2013/02/27,1.855
2013/02/28,13.553
2013/03/01,23.596
2013/03/02,1.712
2013/03/03,-7.027
2013/03/04,3.367
2013/03/05,10.107
2013/03/06,27.197
2013/03/07,16.589
2013/03/08,-2.364
2013/03/09,-10.025
2013/03/10,0.613
2013/03/11,-12.502
2013/03/12,-7.295
2013/03/13,14.834
2013/03/14,1.986
2013/03/15,1.951
2013/03/16,0.666
2013/03/17,9.71
2013/03/18,10.665
2013/03/19,15.166
2013/03/20,-8.497
2013/03/21,0.858
2013/03/22,27.781
2013/03/23,22.884
2013/03/24,24.844
2013/03/25,27.044
2013/03/26,23.992
2013/03/27,14.231
2013/03/28,35.446
2013/03/29,26.077
2013/03/30,54.728
2013/03/31,15.363
2013/04/01,19.721
2013/04/02,34.224
2013/04/03,62.16
2013/04/04,59.384
2013/04/05,36.69
2013/04/06,21.19
2013/04/07,4.276
2013/04/08,47.553
2013/04/09,53.448
2013/04/10,65.222
2013/04/11,35.629
2013/04/12,13.943
2013/04/13,6.009
2013/04/14,13.763
2013/04/15,20.875
2013/04/16,7.778
2013/04/17,-11.261
2013/04/18,-24.051
2013/04/19,-2.848
2013/04/20,-5.276
2013/04/21,-10.703
2013/04/22,-19.119
2013/04/23,-15.06
2013/04/24,-24.36
2013/04/25,-17.89
2013/04/26,-10.784
2013/04/27,-15.757
2013/04/28,0.839
2013/04/29,-7.743
2013/04/30,-33.985
2013/05/01,-11.853
2013/05/02,-3.978
2013/05/03,-26.971
2013/05/04,-15.736
2013/05/05,-4.433
2013/05/06,-7.388
2013/05/07,-8.611
2013/05/08,-12.098
2013/05/09,-9.257
2013/05/10,-3.876
2013/05/11,17.02
2013/05/12,2.267
2013/05/13,-4.071
2013/05/14,26.175
2013/05/15,3.67
2013/05/16,5.423
2013/05/17,3.026
2013/05/18,7.349
2013/05/19,-4.996
2013/05/20,-6.73
2013/05/21,-5.421
2013/05/22,-10.714
2013/05/23,0.897
2013/05/24,-1.927
2013/05/25,-19.949
2013/05/26,-12.521
2013/05/27,-12.093
2013/05/28,-9.45
2013/05/29,-3.719
2013/05/30,-5.991
2013/05/31,1.155
2013/06/01,0.939
2013/06/02,-1.033
2013/06/03,7.329
2013/06/04,-4.754
2013/06/05,-1.721
2013/06/06,-11.77
2013/06/07,-6.709
2013/06/08,-10.122
2013/06/09,-8.408
2013/06/10,-8.12
2013/06/11,-10.276
2013/06/12,-19.729
2013/06/13,-10.842
2013/06/14,8.915
2013/06/15,-17.018
2013/06/16,-17.604
2013/06/17,-17.938
2013/06/18,-13.984
2013/06/19,-0.426
2013/06/20,-7.108
2013/06/21,-4.363
2013/06/22,2.877
2013/06/23,-7.396
2013/06/24,5.99
2013/06/25,-3.842
2013/06/26,4.21
2013/06/27,-6.008
2013/06/28,-10.791
2013/06/29,4.282
2013/06/30,0.761
2013/07/01,17.279
2013/07/02,0.238
2013/07/03,-4.124
2013/07/04,-10.522
2013/07/05,-13.213
2013/07/06,-12.539
2013/07/07,-10.3
2013/07/08,1.145
2013/07/09,9.112
2013/07/10,2.886
2013/07/11,26.424
2013/07/12,20.984
2013/07/13,10.096
2013/07/14,-6.791
2013/07/15,-13.785
2013/07/16,7.406
2013/07/17,-2.057
2013/07/18,7.201
2013/07/19,2.069
2013/07/20,-5.747
2013/07/21,16.121
2013/07/22,-4.271
2013/07/23,-3.416
2013/07/24,-0.254
2013/07/25,-14.118
2013/07/26,-25.752
2013/07/27,-16.366
2013/07/28,8.597
2013/07/29,15.961
2013/07/30,7.103
2013/07/31,29.878
2013/08/01,39.221
2013/08/02,34.459
2013/08/03,33.512
2013/08/04,13.998
2013/08/05,27.348
2013/08/06,18.399
2013/08/07,20.287
2013/08/08,13.839
2013/08/09,6.848
2013/08/10,26.86
2013/08/11,8.196
2013/08/12,66.622
2013/08/13,-0.151
2013/08/14,-6.675
2013/08/15,-13.37
2013/08/16,5.262
2013/08/17,1.585
2013/08/18,-0.671
2013/08/19,10.995
2013/08/20,6.202
2013/08/21,4.829
2013/08/22,15.645
2013/08/23,11.517
2013/08/24,-3.502
2013/08/25,5.937
2013/08/26,-34.626
2013/08/27,15.825
2013/08/28,9.08
2013/08/29,-1.447
2013/08/30,2.945
2013/08/31,30.479
2013/09/01,-13.484
2013/09/02,-35.416
2013/09/03,-22.838
2013/09/04,-16.164
2013/09/05,-23.416
2013/09/06,-12.851
2013/09/07,-8.702
2013/09/08,-13.901
2013/09/09,-15.274
2013/09/10,-27.867
2013/09/11,-19.227
2013/09/12,-7.119
2013/09/13,-28.722
2013/09/14,-41.021
2013/09/15,-5.155
2013/09/16,14.849
2013/09/17,8.258
2013/09/18,3.697
2013/09/19,9.715
2013/09/20,5.621
2013/09/21,2.08
2013/09/22,7.035
2013/09/23,13.911
2013/09/24,18.46
2013/09/25,-2.577
2013/09/26,2.201
2013/09/27,9.176
2013/09/28,20.985
2013/09/29,22.452
2013/09/30,12.306
2013/10/01,17.968
2013/10/02,17.539
2013/10/03,-5.74
2013/10/04,-6.511
2013/10/05,-10.256
2013/10/06,-2.73
2013/10/07,-9.99
2013/10/08,-6.06
2013/10/09,6.761
2013/10/10,0.953
2013/10/11,-0.44
2013/10/12,-0.461
2013/10/13,2.313
2013/10/14,-0.971
2013/10/15,-6.517
2013/10/16,-5.661
2013/10/17,-1.793
2013/10/18,14.27
2013/10/19,44.434
2013/10/20,14.734
2013/10/21,17.517
2013/10/22,19.911
2013/10/23,17.703
2013/10/24,34.713
2013/10/25,25.673
2013/10/26,6.122
2013/10/27,-3.472
2013/10/28,3.42
2013/10/29,0.049
2013/10/30,4.285
2013/10/31,22.265
2013/11/01,4.453
2013/11/02,-8.596
2013/11/03,20.515
2013/11/04,20.273
2013/11/05,32.426
2013/11/06,26.714
2013/11/07,25.752
2013/11/08,33.949
2013/11/09,78.497
2013/11/10,72.696
2013/11/11,22.262
2013/11/12,35.901
2013/11/13,31.784
2013/11/14,45.825
2013/11/15,42.763
2013/11/16,35.015
2013/11/17,37.462
2013/11/18,72.53
