Date,fee_to_reward3trxUSD
2010/10/18,-26.183
2010/10/19,-28.988
2010/10/20,-31.769
2010/10/21,-29.268
2010/10/22,-30.133
2010/10/23,35.323
2010/10/24,7.798
2010/10/25,-11.006
2010/10/26,-21.245
2010/10/27,-27.397
2010/10/28,-31.441
2010/10/29,-34.282
2010/10/30,-36.38
2010/10/31,-37.99
2010/11/01,-39.264
2010/11/02,-40.295
2010/11/03,-41.147
2010/11/04,-41.862
2010/11/05,-42.471
2010/11/06,-42.996
2010/11/07,-43.452
2010/11/08,332706
2010/11/09,49.984
2010/11/10,-0.003
2010/11/11,-16.668
2010/11/12,-25
2010/11/13,-30
2010/11/14,-33.333
2010/11/15,52.62
2010/11/16,13.144
2010/11/17,-9.049
2010/11/18,-20.315
2010/11/19,-11.593
2010/11/20,261.194
2010/11/21,99.679
2010/11/22,43.127
2010/11/23,19.947
2010/11/24,-2.351
2010/11/25,-16.133
2010/11/26,-17.125
2010/11/27,-21.805
2010/11/28,-26.625
2010/11/29,-28.669
2010/11/30,-30.433
2010/12/01,-28.137
2010/12/02,-19.348
2010/12/03,-19.028
2010/12/04,-20.491
2010/12/05,-14.93
2010/12/06,-3.333
2010/12/07,13.236
2010/12/08,7.021
2010/12/09,1.31
2010/12/10,15.314
2010/12/11,25.819
2010/12/12,27.879
2010/12/13,53.022
2010/12/14,12.207
2010/12/15,-4.059
2010/12/16,-6.279
2010/12/17,11.111
2010/12/18,1.288
2010/12/19,-2.58
2010/12/20,-8.593
2010/12/21,-7.934
2010/12/22,3.161
2010/12/23,-2.087
2010/12/24,-4.5
2010/12/25,-7.585
2010/12/26,-3.811
2010/12/27,-3.374
2010/12/28,-0.886
2010/12/29,7.158
2010/12/30,3.414
2010/12/31,-8.249
2011/01/01,-7.678
2011/01/02,-3.911
2011/01/03,83.972
2011/01/04,18.852
2011/01/05,-1.736
2011/01/06,-9.4
2011/01/07,-15.129
2011/01/08,-20.824
2011/01/09,-12.428
2011/01/10,-9.964
2011/01/11,-12.603
2011/01/12,20.828
2011/01/13,2.351
2011/01/14,-6.377
2011/01/15,-3.227
2011/01/16,-2.789
2011/01/17,6.702
2011/01/18,-2.666
2011/01/19,-8.588
2011/01/20,-2.674
2011/01/21,-6.214
2011/01/22,52.081
2011/01/23,44.464
2011/01/24,17.572
2011/01/25,1.823
2011/01/26,-7.202
2011/01/27,22.05
2011/01/28,2.759
2011/01/29,8.621
2011/01/30,115.072
2011/01/31,35.607
2011/02/01,11.589
2011/02/02,-8.196
2011/02/03,-16.674
2011/02/04,-21.614
2011/02/05,-22.854
2011/02/06,-22.94
2011/02/07,-15.218
2011/02/08,-10.77
2011/02/09,-14.584
2011/02/10,22.626
2011/02/11,21.025
2011/02/12,20.675
2011/02/13,2.881
2011/02/14,58.829
2011/02/15,13.936
2011/02/16,-1.606
2011/02/17,-13.526
2011/02/18,-13.665
2011/02/19,-7.133
2011/02/20,-10.954
2011/02/21,-9.244
2011/02/22,-11.203
2011/02/23,-9.854
2011/02/24,-12.378
2011/02/25,-6.213
2011/02/26,1.917
2011/02/27,23.792
2011/02/28,20.455
2011/03/01,11.936
2011/03/02,2.834
2011/03/03,150.354
2011/03/04,30.806
2011/03/05,8.825
2011/03/06,14.668
2011/03/07,25.965
2011/03/08,16.925
2011/03/09,9.228
2011/03/10,4.417
2011/03/11,21.027
2011/03/12,3.547
2011/03/13,-5.113
2011/03/14,-8.144
2011/03/15,-8.169
2011/03/16,-8.718
2011/03/17,-10.658
2011/03/18,-10.108
2011/03/19,-9.1
2011/03/20,-0.717
2011/03/21,41.402
2011/03/22,64.227
2011/03/23,55.023
2011/03/24,20.894
2011/03/25,1.294
2011/03/26,-6.967
2011/03/27,-7.24
2011/03/28,-9.897
2011/03/29,-12.524
2011/03/30,-11.309
2011/03/31,-11.279
2011/04/01,-10.5
2011/04/02,-10.96
2011/04/03,-5.902
2011/04/04,2.485
2011/04/05,4.363
2011/04/06,6.59
2011/04/07,0.648
2011/04/08,-0.935
2011/04/09,-0.133
2011/04/10,2.374
2011/04/11,1.541
2011/04/12,1.401
2011/04/13,-2.302
2011/04/14,25.976
2011/04/15,7.311
2011/04/16,-3.367
2011/04/17,-11.286
2011/04/18,-11.378
2011/04/19,-2.776
2011/04/20,9.679
2011/04/21,3.045
2011/04/22,0.703
2011/04/23,0.023
2011/04/24,4.049
2011/04/25,7.636
2011/04/26,0.824
2011/04/27,4.585
2011/04/28,3.748
2011/04/29,1.3
2011/04/30,5.153
2011/05/01,9.503
2011/05/02,-0.768
2011/05/03,-7.094
2011/05/04,-7.252
2011/05/05,-2.126
2011/05/06,-1.141
2011/05/07,-2.48
2011/05/08,-1.974
2011/05/09,2.822
2011/05/10,4.775
2011/05/11,3.792
2011/05/12,2.64
2011/05/13,5.682
2011/05/14,7.941
2011/05/15,9.733
2011/05/16,6.754
2011/05/17,2.756
2011/05/18,3.584
2011/05/19,9.382
2011/05/20,7.933
2011/05/21,8.393
2011/05/22,3.971
2011/05/23,-0.967
2011/05/24,-2.096
2011/05/25,-2.443
2011/05/26,-1.685
2011/05/27,0.867
2011/05/28,3.397
2011/05/29,2.022
2011/05/30,7.651
2011/05/31,11.285
2011/06/01,10.057
2011/06/02,7.063
2011/06/03,5.134
2011/06/04,5.108
2011/06/05,1.517
2011/06/06,0.408
2011/06/07,4.489
2011/06/08,12.756
2011/06/09,10.469
2011/06/10,5.249
2011/06/11,-0.323
2011/06/12,0.447
2011/06/13,-0.547
2011/06/14,-2.27
2011/06/15,-3.179
2011/06/16,-0.738
2011/06/17,0.259
2011/06/18,-1.181
2011/06/19,-4.213
2011/06/20,-8.014
2011/06/21,-11.03
2011/06/22,-12.208
2011/06/23,-12.516
2011/06/24,-9.595
2011/06/25,6.203
2011/06/26,15.165
2011/06/27,13.398
2011/06/28,6.204
2011/06/29,1.049
2011/06/30,-3.634
2011/07/01,-4.232
2011/07/02,-5.643
2011/07/03,-6.689
2011/07/04,-5.028
2011/07/05,1.959
2011/07/06,2.562
2011/07/07,1.541
2011/07/08,-2.425
2011/07/09,-3.752
2011/07/10,-3.206
2011/07/11,-1.864
2011/07/12,-1.327
2011/07/13,-2.623
2011/07/14,-1.28
2011/07/15,1.03
2011/07/16,-1.939
2011/07/17,-3.834
2011/07/18,-3.628
2011/07/19,1.436
2011/07/20,-0.578
2011/07/21,-4.148
2011/07/22,-1.114
2011/07/23,-4.282
2011/07/24,-4.958
2011/07/25,-2.413
2011/07/26,-5.412
2011/07/27,-6.077
2011/07/28,-6.004
2011/07/29,-6.322
2011/07/30,-7.236
2011/07/31,-6.876
2011/08/01,-3.728
2011/08/02,-0.74
2011/08/03,1.975
2011/08/04,5.09
2011/08/05,2.053
2011/08/06,37.896
2011/08/07,14.007
2011/08/08,1.557
2011/08/09,-0.425
2011/08/10,-1.728
2011/08/11,-5.153
2011/08/12,-7.748
2011/08/13,-7.221
2011/08/14,-0.682
2011/08/15,3.149
2011/08/16,2.582
2011/08/17,-1.91
2011/08/18,-6.084
2011/08/19,-4.105
2011/08/20,-6.659
2011/08/21,-8.19
2011/08/22,-5.876
2011/08/23,-3.225
2011/08/24,4.054
2011/08/25,2.077
2011/08/26,-3.434
2011/08/27,-3.928
2011/08/28,-3.71
2011/08/29,-3.148
2011/08/30,6.093
2011/08/31,2.267
2011/09/01,0.172
2011/09/02,-0.559
2011/09/03,-5.513
2011/09/04,5.502
2011/09/05,4.265
2011/09/06,0.95
2011/09/07,3.38
2011/09/08,-1.319
2011/09/09,-0.832
2011/09/10,-2.294
2011/09/11,-2.964
2011/09/12,-2.97
2011/09/13,-5.687
2011/09/14,-8.035
2011/09/15,-1.714
2011/09/16,1.417
2011/09/17,1.29
2011/09/18,-0.764
2011/09/19,2.094
2011/09/20,3.851
2011/09/21,0.488
2011/09/22,-4.78
2011/09/23,-5.446
2011/09/24,2.34
2011/09/25,-2.149
2011/09/26,-6.668
2011/09/27,-3.825
2011/09/28,-2.714
2011/09/29,-3.095
2011/09/30,-2.237
2011/10/01,-2.976
2011/10/02,-2.935
2011/10/03,13.279
2011/10/04,7.796
2011/10/05,0.488
2011/10/06,9.418
2011/10/07,2.988
2011/10/08,-2.916
2011/10/09,-7.198
2011/10/10,-7.399
2011/10/11,4.767
2011/10/12,5.235
2011/10/13,4.781
2011/10/14,-2.184
2011/10/15,-6.004
2011/10/16,-6.546
2011/10/17,-2.134
2011/10/18,-3.495
2011/10/19,-4.516
2011/10/20,7.222
2011/10/21,1.017
2011/10/22,-1.502
2011/10/23,-2.134
2011/10/24,-2.526
2011/10/25,-4.967
2011/10/26,-3.86
2011/10/27,-2.102
2011/10/28,0.145
2011/10/29,2.123
2011/10/30,2.251
2011/10/31,-0.732
2011/11/01,1.479
2011/11/02,-1.994
2011/11/03,-3.484
2011/11/04,-4.476
2011/11/05,-2.789
2011/11/06,-5.365
2011/11/07,-1.618
2011/11/08,2.353
2011/11/09,-0.066
2011/11/10,-0.326
2011/11/11,-3.368
2011/11/12,-5.098
2011/11/13,-3.932
2011/11/14,-2.748
2011/11/15,-2.873
2011/11/16,3.807
2011/11/17,2.799
2011/11/18,3.88
2011/11/19,4.191
2011/11/20,4.835
2011/11/21,2.296
2011/11/22,-0.754
2011/11/23,0.351
2011/11/24,6.094
2011/11/25,6.541
2011/11/26,1.489
2011/11/27,-2.262
2011/11/28,-3.104
2011/11/29,0.874
2011/11/30,-0.913
2011/12/01,-1.387
2011/12/02,1.93
2011/12/03,3.411
2011/12/04,-1.071
2011/12/05,-4.776
2011/12/06,-3.431
2011/12/07,0.035
2011/12/08,-3.584
2011/12/09,-4.102
2011/12/10,-3.747
2011/12/11,786.251
2011/12/12,129.92
2011/12/13,18.847
2011/12/14,-7.94
2011/12/15,-18.272
2011/12/16,-24.444
2011/12/17,-28.024
2011/12/18,-29.977
2011/12/19,-30.166
2011/12/20,-26.702
2011/12/21,-23.332
2011/12/22,-20.725
2011/12/23,-19.136
2011/12/24,-18.189
2011/12/25,-16.054
2011/12/26,-12.389
2011/12/27,-7.426
2011/12/28,-3.69
2011/12/29,4.412
2011/12/30,4.268
2011/12/31,4.139
2012/01/01,1.963
2012/01/02,7.518
2012/01/03,8.073
2012/01/04,34.259
2012/01/05,15.702
2012/01/06,4.235
2012/01/07,-4.772
2012/01/08,-9.488
2012/01/09,-5.804
2012/01/10,-3.111
2012/01/11,-0.583
2012/01/12,81.49
2012/01/13,29.232
2012/01/14,10.167
2012/01/15,3.942
2012/01/16,18.167
2012/01/17,2.157
2012/01/18,-3.831
2012/01/19,5.526
2012/01/20,9.59
2012/01/21,-4.756
2012/01/22,-14.454
2012/01/23,-18.788
2012/01/24,-13.97
2012/01/25,-10.363
2012/01/26,-4.981
2012/01/27,18.75
2012/01/28,8.646
2012/01/29,193.747
2012/01/30,37.475
2012/01/31,0.404
2012/02/01,-14.337
2012/02/02,-19.722
2012/02/03,-22.784
2012/02/04,-22.928
2012/02/05,-23.468
2012/02/06,-23.162
2012/02/07,-18.564
2012/02/08,-15.153
2012/02/09,-8.411
2012/02/10,-8.145
2012/02/11,-9.583
2012/02/12,-10.391
2012/02/13,-5.219
2012/02/14,25.685
2012/02/15,13.788
2012/02/16,11.072
2012/02/17,-2.225
2012/02/18,-10.63
2012/02/19,-15.23
2012/02/20,-12.952
2012/02/21,-9.873
2012/02/22,-8.886
2012/02/23,-4.16
2012/02/24,-0.685
2012/02/25,-3.814
2012/02/26,-4.139
2012/02/27,3.307
2012/02/28,1.427
2012/02/29,-3.102
2012/03/01,6.741
2012/03/02,6.921
2012/03/03,0.007
2012/03/04,1.54
2012/03/05,3.295
2012/03/06,3.53
2012/03/07,-0.596
2012/03/08,-3.079
2012/03/09,-4.439
2012/03/10,-3.678
2012/03/11,-4.75
2012/03/12,-4.628
2012/03/13,19.192
2012/03/14,13.334
2012/03/15,3.716
2012/03/16,8.163
2012/03/17,-1.512
2012/03/18,-7.866
2012/03/19,-7.271
2012/03/20,-4.839
2012/03/21,-6.143
2012/03/22,-6.823
2012/03/23,-0.973
2012/03/24,25.218
2012/03/25,16.354
2012/03/26,1.383
2012/03/27,-4.863
2012/03/28,-5.131
2012/03/29,-4.34
2012/03/30,-4.35
2012/03/31,-4.695
2012/04/01,-4.326
2012/04/02,0.154
2012/04/03,3.81
2012/04/04,4.025
2012/04/05,5.295
2012/04/06,2.99
2012/04/07,-1.188
2012/04/08,-4.347
2012/04/09,-5.373
2012/04/10,3.166
2012/04/11,4.231
2012/04/12,7.602
2012/04/13,2.74
2012/04/14,2.723
2012/04/15,-0.121
2012/04/16,-0.114
2012/04/17,3.439
2012/04/18,4.405
2012/04/19,0.853
2012/04/20,1.355
2012/04/21,-2.409
2012/04/22,-3.796
2012/04/23,-4.797
2012/04/24,0.348
2012/04/25,2.461
2012/04/26,14.242
2012/04/27,9.186
2012/04/28,2.837
2012/04/29,-6.16
2012/04/30,-9.41
2012/05/01,-6.595
2012/05/02,-1.184
2012/05/03,10.129
2012/05/04,11.821
2012/05/05,5.065
2012/05/06,0.143
2012/05/07,6.093
2012/05/08,7.037
2012/05/09,8.984
2012/05/10,5.237
2012/05/11,5.482
2012/05/12,5.086
2012/05/13,3.968
2012/05/14,21.172
2012/05/15,18.69
2012/05/16,7.451
2012/05/17,0.453
2012/05/18,-0.925
2012/05/19,8.972
2012/05/20,6.538
2012/05/21,4.221
2012/05/22,-1.185
2012/05/23,-1.027
2012/05/24,0.612
2012/05/25,1.867
2012/05/26,-2.025
2012/05/27,-4.37
2012/05/28,-2.562
2012/05/29,-0.95
2012/05/30,0.852
2012/05/31,-3.321
2012/06/01,-4.269
2012/06/02,-10.278
2012/06/03,-4.821
2012/06/04,7.792
2012/06/05,15.101
2012/06/06,2.001
2012/06/07,1.54
2012/06/08,-0.98
2012/06/09,-0.925
2012/06/10,1.385
2012/06/11,0.561
2012/06/12,-5.627
2012/06/13,8.324
2012/06/14,15.294
2012/06/15,11.427
2012/06/16,4.83
2012/06/17,-0.023
2012/06/18,-2.416
2012/06/19,-2.269
2012/06/20,-3.12
2012/06/21,2.542
2012/06/22,0.065
2012/06/23,-5.099
2012/06/24,-7.525
2012/06/25,-8.411
2012/06/26,-6.332
2012/06/27,-5.013
2012/06/28,-3.52
2012/06/29,-5.764
2012/06/30,-4.334
2012/07/01,-6.772
2012/07/02,-1.673
2012/07/03,-3.032
2012/07/04,-2.877
2012/07/05,-2.346
2012/07/06,0.665
2012/07/07,22.778
2012/07/08,7.262
2012/07/09,-0.486
2012/07/10,2.704
2012/07/11,3.436
2012/07/12,-2.043
2012/07/13,-5.526
2012/07/14,-5.953
2012/07/15,-1.769
2012/07/16,3.149
2012/07/17,2.41
2012/07/18,6.738
2012/07/19,6.089
2012/07/20,14.089
2012/07/21,6.287
2012/07/22,-1.192
2012/07/23,-1.916
2012/07/24,-5.605
2012/07/25,-7.933
2012/07/26,-7.156
2012/07/27,-6.552
2012/07/28,-1.587
2012/07/29,-0.609
2012/07/30,-0.348
2012/07/31,4.993
2012/08/01,6.005
2012/08/02,2.239
2012/08/03,2.836
2012/08/04,-1.266
2012/08/05,3.737
2012/08/06,6.109
2012/08/07,0.572
2012/08/08,13.998
2012/08/09,2.763
2012/08/10,8.391
2012/08/11,-0.326
2012/08/12,-6.385
2012/08/13,-5.262
2012/08/14,-5.081
2012/08/15,1.1
2012/08/16,3.359
2012/08/17,6.455
2012/08/18,-0.437
2012/08/19,-4.899
2012/08/20,-3.648
2012/08/21,-3.024
2012/08/22,-2.079
2012/08/23,-2.951
2012/08/24,-3.013
2012/08/25,1.196
2012/08/26,-1.348
2012/08/27,4.011
2012/08/28,4.177
2012/08/29,1.255
2012/08/30,2.961
2012/08/31,6.111
2012/09/01,6.88
2012/09/02,3.674
2012/09/03,3.212
2012/09/04,1.473
2012/09/05,-2.744
2012/09/06,-4.711
2012/09/07,-7.079
2012/09/08,-5.298
2012/09/09,-4.191
2012/09/10,-1.49
2012/09/11,4.572
2012/09/12,0.85
2012/09/13,-0.686
2012/09/14,-3.215
2012/09/15,-6.156
2012/09/16,-8.196
2012/09/17,-8.944
2012/09/18,-3.503
2012/09/19,2.83
2012/09/20,2.03
2012/09/21,6.169
2012/09/22,0.285
2012/09/23,-1.967
2012/09/24,4.3
2012/09/25,0.061
2012/09/26,0.143
2012/09/27,-3.008
2012/09/28,21.748
2012/09/29,5.769
2012/09/30,-5.765
2012/10/01,-6.94
2012/10/02,1.509
2012/10/03,1.024
2012/10/04,70.224
2012/10/05,23.15
2012/10/06,0.805
2012/10/07,-5.994
2012/10/08,-10.156
2012/10/09,-10.204
2012/10/10,-9.829
2012/10/11,-8.296
2012/10/12,-8.01
2012/10/13,-6.97
2012/10/14,-6.084
2012/10/15,-5.457
2012/10/16,-1.871
2012/10/17,26.529
2012/10/18,8.052
2012/10/19,-3.036
2012/10/20,-8.158
2012/10/21,-6.944
2012/10/22,-3.998
2012/10/23,-1.586
2012/10/24,-2.585
2012/10/25,-4.49
2012/10/26,-5.669
2012/10/27,-9.134
2012/10/28,-10.328
2012/10/29,-6.112
2012/10/30,4.44
2012/10/31,8.898
2012/11/01,7.4
2012/11/02,9.075
2012/11/03,3.27
2012/11/04,-0.881
2012/11/05,0.434
2012/11/06,4.198
2012/11/07,5.302
2012/11/08,2.992
2012/11/09,-1.578
2012/11/10,-2.309
2012/11/11,-4.376
2012/11/12,-3.863
2012/11/13,-1.799
2012/11/14,0.954
2012/11/15,8.438
2012/11/16,9.823
2012/11/17,5.509
2012/11/18,2.542
2012/11/19,1.275
2012/11/20,0.677
2012/11/21,1.11
2012/11/22,-1.975
2012/11/23,-3.03
2012/11/24,-4.292
2012/11/25,-0.413
2012/11/26,-0.04
2012/11/27,27.181
2012/11/28,18.146
2012/11/29,11.909
2012/11/30,7.817
2012/12/01,3.354
2012/12/02,-3.154
2012/12/03,-5.068
2012/12/04,5.459
2012/12/05,8.954
2012/12/06,8.487
2012/12/07,4.04
2012/12/08,0.986
2012/12/09,-0.103
2012/12/10,0.999
2012/12/11,1.894
2012/12/12,2.137
2012/12/13,9.29
2012/12/14,9.257
2012/12/15,2.448
2012/12/16,0.323
2012/12/17,-0.406
2012/12/18,2.956
2012/12/19,1.164
2012/12/20,1.78
2012/12/21,2.08
2012/12/22,0.746
2012/12/23,-0.619
2012/12/24,-3.283
2012/12/25,-5.652
2012/12/26,-6.28
2012/12/27,-3.262
2012/12/28,-1.536
2012/12/29,-1.413
2012/12/30,-1.197
2012/12/31,-4.147
2013/01/01,-5.597
2013/01/02,-2.3
2013/01/03,1.91
2013/01/04,4.999
2013/01/05,3.77
2013/01/06,3.286
2013/01/07,1.195
2013/01/08,1.49
2013/01/09,2.177
2013/01/10,43.232
2013/01/11,19.803
2013/01/12,4.111
2013/01/13,-3.138
2013/01/14,-8.095
2013/01/15,-8.163
2013/01/16,-5.266
2013/01/17,-1.551
2013/01/18,-0.502
2013/01/19,3.702
2013/01/20,-0.465
2013/01/21,-4.578
2013/01/22,-6.113
2013/01/23,-0.821
2013/01/24,0.043
2013/01/25,0.72
2013/01/26,1.144
2013/01/27,1.542
2013/01/28,0.6
2013/01/29,0.747
2013/01/30,-2.656
2013/01/31,-3.761
2013/02/01,1.053
2013/02/02,9.552
2013/02/03,3.987
2013/02/04,-0.58
2013/02/05,-3.555
2013/02/06,-5.874
2013/02/07,-2.542
2013/02/08,0.855
2013/02/09,1.968
2013/02/10,0.5
2013/02/11,0.493
2013/02/12,2.331
2013/02/13,2.296
2013/02/14,0.155
2013/02/15,0.113
2013/02/16,-1.696
2013/02/17,-3.445
2013/02/18,-2.709
2013/02/19,-1.152
2013/02/20,-1.535
2013/02/21,-0.318
2013/02/22,1.451
2013/02/23,1.345
2013/02/24,0.671
2013/02/25,1.806
2013/02/26,3.006
2013/02/27,0.726
2013/02/28,2.285
2013/03/01,6.532
2013/03/02,4.243
2013/03/03,-0.656
2013/03/04,-2.278
2013/03/05,-0.246
2013/03/06,24.197
2013/03/07,11.16
2013/03/08,-0.424
2013/03/09,-5.713
2013/03/10,-6.668
2013/03/11,-6.83
2013/03/12,-0.012
2013/03/13,-0.568
2013/03/14,-3.132
2013/03/15,-1.581
2013/03/16,-6.816
2013/03/17,-11.159
2013/03/18,-10.93
2013/03/19,-4.1
2013/03/20,-4.89
2013/03/21,-3.13
2013/03/22,1.922
2013/03/23,1.784
2013/03/24,-0.555
2013/03/25,2.833
2013/03/26,4.364
2013/03/27,11.679
2013/03/28,7.946
2013/03/29,4.785
2013/03/30,3.541
2013/03/31,-0.914
2013/04/01,-5.388
2013/04/02,-2.693
2013/04/03,2.736
2013/04/04,8.781
2013/04/05,5.271
2013/04/06,-2.139
2013/04/07,-3.001
2013/04/08,-3.379
2013/04/09,-3.821
2013/04/10,-1.395
2013/04/11,2.655
2013/04/12,1.792
2013/04/13,-2.602
2013/04/14,-0.919
2013/04/15,4.846
2013/04/16,1.453
2013/04/17,5.208
2013/04/18,0.532
2013/04/19,1.179
2013/04/20,-1.533
2013/04/21,-7.066
2013/04/22,-5.65
2013/04/23,-0.785
2013/04/24,3.157
2013/04/25,3.156
2013/04/26,-1.995
2013/04/27,-3.947
2013/04/28,-7.349
2013/04/29,-5.537
2013/04/30,-1.083
2013/05/01,0.079
2013/05/02,5.717
2013/05/03,5.339
2013/05/04,1.942
2013/05/05,-2.888
2013/05/06,-1.255
2013/05/07,-1.115
2013/05/08,0.469
2013/05/09,5.005
2013/05/10,5.565
2013/05/11,3.259
2013/05/12,1.37
2013/05/13,0.308
2013/05/14,1.143
2013/05/15,3.634
2013/05/16,7.677
2013/05/17,2.71
2013/05/18,-3.307
2013/05/19,-5.088
2013/05/20,-3.807
2013/05/21,-3.243
2013/05/22,-2.247
2013/05/23,-1.225
2013/05/24,-2.006
2013/05/25,-2.396
2013/05/26,-5.973
2013/05/27,-4.28
2013/05/28,0.956
2013/05/29,2.344
2013/05/30,0.274
2013/05/31,-1.518
2013/06/01,-4.996
2013/06/02,-4.268
2013/06/03,-1.301
2013/06/04,-0.344
2013/06/05,3.391
2013/06/06,0.391
2013/06/07,-1.196
2013/06/08,-1.156
2013/06/09,-2.12
2013/06/10,-3.906
2013/06/11,-1.17
2013/06/12,-1.812
2013/06/13,-1.853
2013/06/14,-2.547
2013/06/15,-3.297
2013/06/16,-4.582
2013/06/17,0.172
2013/06/18,4.331
2013/06/19,5.824
2013/06/20,14.835
2013/06/21,7.05
2013/06/22,4.001
2013/06/23,-2.412
2013/06/24,-3.194
2013/06/25,-4.57
2013/06/26,-4.16
2013/06/27,-5.531
2013/06/28,-0.828
2013/06/29,-4.686
2013/06/30,-4.975
2013/07/01,-6.201
2013/07/02,-1.583
2013/07/03,-3.022
2013/07/04,-5.057
2013/07/05,-3.491
2013/07/06,-2.769
2013/07/07,-6.573
2013/07/08,-3.199
2013/07/09,1.452
2013/07/10,-0.437
2013/07/11,3.193
2013/07/12,4.883
2013/07/13,5.769
2013/07/14,-0.343
2013/07/15,-3.874
2013/07/16,0.886
2013/07/17,1.728
2013/07/18,4.847
2013/07/19,-1.456
2013/07/20,-5.52
2013/07/21,-6.979
2013/07/22,-0.941
2013/07/23,-0.174
2013/07/24,5.124
2013/07/25,7.864
2013/07/26,0.124
2013/07/27,-0.997
2013/07/28,-3.186
2013/07/29,-2.05
2013/07/30,0.748
2013/07/31,7.177
2013/08/01,6.397
2013/08/02,0.241
2013/08/03,-3.112
2013/08/04,-2.874
2013/08/05,-3.876
2013/08/06,0.898
2013/08/07,0.482
2013/08/08,4.408
2013/08/09,5.139
2013/08/10,-0.932
2013/08/11,-3.893
2013/08/12,-7.022
2013/08/13,-4.967
2013/08/14,5.088
2013/08/15,17.766
2013/08/16,13.431
2013/08/17,1.459
2013/08/18,-0.493
2013/08/19,1.629
2013/08/20,-1.983
2013/08/21,-5.165
2013/08/22,-5.485
2013/08/23,-5.061
2013/08/24,-5.502
2013/08/25,-2.072
2013/08/26,3.616
2013/08/27,5.393
2013/08/28,77.189
2013/08/29,19.409
2013/08/30,-0.595
2013/08/31,-10.753
2013/09/01,-16.179
2013/09/02,-14.032
2013/09/03,-12.462
2013/09/04,-10.318
2013/09/05,-7.005
2013/09/06,-4.23
2013/09/07,-3.134
2013/09/08,-2.607
2013/09/09,-3.228
2013/09/10,-4.564
2013/09/11,-6.485
2013/09/12,-4.637
2013/09/13,-5.869
2013/09/14,-7.336
2013/09/15,-1.725
2013/09/16,13.802
2013/09/17,134.004
2013/09/18,46.412
2013/09/19,14.54
2013/09/20,-5.026
2013/09/21,-14.167
2013/09/22,-18.513
2013/09/23,-17.895
2013/09/24,-16.775
2013/09/25,-14.445
2013/09/26,-10.51
2013/09/27,11.816
2013/09/28,3.846
2013/09/29,-3.087
2013/09/30,-6.002
2013/10/01,-3.457
2013/10/02,-0.87
2013/10/03,-1.005
2013/10/04,-4.245
2013/10/05,-7.194
2013/10/06,-8.524
2013/10/07,-0.925
2013/10/08,-3.469
2013/10/09,-0.719
2013/10/10,0.853
2013/10/11,-1.789
2013/10/12,-1.208
2013/10/13,-1.253
2013/10/14,-1.824
2013/10/15,-0.542
2013/10/16,7.024
2013/10/17,9.506
2013/10/18,7.067
2013/10/19,1.958
2013/10/20,-2.305
2013/10/21,-1.731
2013/10/22,-1.181
2013/10/23,1.891
2013/10/24,5.463
2013/10/25,5.076
2013/10/26,2.291
2013/10/27,8.333
2013/10/28,2.309
2013/10/29,0.07
2013/10/30,-4.152
2013/10/31,-6.866
2013/11/01,-5.907
2013/11/02,-7.612
2013/11/03,-1.361
2013/11/04,7.16
2013/11/05,10.397
2013/11/06,46.556
