Date,top100cap30trx
2010/11/29,0.163
2010/11/30,0.159
2010/12/01,0.156
2010/12/02,0.153
2010/12/03,0.15
2010/12/04,0.148
2010/12/05,0.147
2010/12/06,0.146
2010/12/07,0.144
2010/12/08,0.143
2010/12/09,0.141
2010/12/10,0.14
2010/12/11,0.138
2010/12/12,0.137
2010/12/13,0.135
2010/12/14,0.134
2010/12/15,0.132
2010/12/16,0.13
2010/12/17,0.129
2010/12/18,0.127
2010/12/19,0.125
2010/12/20,0.122
2010/12/21,0.119
2010/12/22,0.116
2010/12/23,0.113
2010/12/24,0.11
2010/12/25,0.106
2010/12/26,0.102
2010/12/27,0.099
2010/12/28,0.095
2010/12/29,0.091
2010/12/30,0.087
2010/12/31,0.082
2011/01/01,0.078
2011/01/02,0.073
2011/01/03,0.068
2011/01/04,0.063
2011/01/05,0.058
2011/01/06,0.053
2011/01/07,0.048
2011/01/08,0.043
2011/01/09,0.038
2011/01/10,0.034
2011/01/11,0.029
2011/01/12,0.024
2011/01/13,0.02
2011/01/14,0.016
2011/01/15,0.012
2011/01/16,0.009
2011/01/17,0.006
2011/01/18,0.003
2011/01/19,0
2011/01/20,-0.003
2011/01/21,-0.006
2011/01/22,-0.008
2011/01/23,-0.01
2011/01/24,-0.012
2011/01/25,-0.014
2011/01/26,-0.016
2011/01/27,-0.015
2011/01/28,-0.012
2011/01/29,-0.007
2011/01/30,-0.002
2011/01/31,0.005
2011/02/01,0.012
2011/02/02,0.02
2011/02/03,0.028
2011/02/04,0.036
2011/02/05,0.044
2011/02/06,0.052
2011/02/07,0.06
2011/02/08,0.067
2011/02/09,0.074
2011/02/10,0.08
2011/02/11,0.086
2011/02/12,0.091
2011/02/13,0.096
2011/02/14,0.1
2011/02/15,0.104
2011/02/16,0.107
2011/02/17,0.109
2011/02/18,0.111
2011/02/19,0.112
2011/02/20,0.113
2011/02/21,0.113
2011/02/22,0.113
2011/02/23,0.112
2011/02/24,0.11
2011/02/25,0.109
2011/02/26,0.106
2011/02/27,0.104
2011/02/28,0.102
2011/03/01,0.1
2011/03/02,0.096
2011/03/03,0.09
2011/03/04,0.083
2011/03/05,0.074
2011/03/06,0.065
2011/03/07,0.055
2011/03/08,0.044
2011/03/09,0.034
2011/03/10,0.023
2011/03/11,0.012
2011/03/12,0.001
2011/03/13,-0.011
2011/03/14,-0.022
2011/03/15,-0.033
2011/03/16,-0.043
2011/03/17,-0.053
2011/03/18,-0.063
2011/03/19,-0.071
2011/03/20,-0.08
2011/03/21,-0.087
2011/03/22,-0.095
2011/03/23,-0.101
2011/03/24,-0.107
2011/03/25,-0.113
2011/03/26,-0.118
2011/03/27,-0.123
2011/03/28,-0.127
2011/03/29,-0.131
2011/03/30,-0.135
2011/03/31,-0.138
2011/04/01,-0.142
2011/04/02,-0.145
2011/04/03,-0.148
2011/04/04,-0.151
2011/04/05,-0.153
2011/04/06,-0.156
2011/04/07,-0.158
2011/04/08,-0.16
2011/04/09,-0.162
2011/04/10,-0.164
2011/04/11,-0.166
2011/04/12,-0.168
2011/04/13,-0.169
2011/04/14,-0.17
2011/04/15,-0.171
2011/04/16,-0.171
2011/04/17,-0.171
2011/04/18,-0.171
2011/04/19,-0.169
2011/04/20,-0.167
2011/04/21,-0.164
2011/04/22,-0.161
2011/04/23,-0.158
2011/04/24,-0.155
2011/04/25,-0.152
2011/04/26,-0.149
2011/04/27,-0.146
2011/04/28,-0.144
2011/04/29,-0.142
2011/04/30,-0.139
2011/05/01,-0.136
2011/05/02,-0.132
2011/05/03,-0.128
2011/05/04,-0.123
2011/05/05,-0.118
2011/05/06,-0.113
2011/05/07,-0.108
2011/05/08,-0.104
2011/05/09,-0.099
2011/05/10,-0.095
2011/05/11,-0.091
2011/05/12,-0.086
2011/05/13,-0.081
2011/05/14,-0.076
2011/05/15,-0.07
2011/05/16,-0.063
2011/05/17,-0.057
2011/05/18,-0.05
2011/05/19,-0.043
2011/05/20,-0.036
2011/05/21,-0.028
2011/05/22,-0.02
2011/05/23,-0.013
2011/05/24,-0.005
2011/05/25,0.002
2011/05/26,0.009
2011/05/27,0.015
2011/05/28,0.021
2011/05/29,0.026
2011/05/30,0.032
2011/05/31,0.036
2011/06/01,0.041
2011/06/02,0.045
2011/06/03,0.049
2011/06/04,0.053
2011/06/05,0.056
2011/06/06,0.059
2011/06/07,0.061
2011/06/08,0.062
2011/06/09,0.062
2011/06/10,0.061
2011/06/11,0.059
2011/06/12,0.058
2011/06/13,0.058
2011/06/14,0.059
2011/06/15,0.059
2011/06/16,0.06
2011/06/17,0.059
2011/06/18,0.059
2011/06/19,0.058
2011/06/20,0.058
2011/06/21,0.058
2011/06/22,0.058
2011/06/23,0.058
2011/06/24,0.059
2011/06/25,0.06
2011/06/26,0.06
2011/06/27,0.061
2011/06/28,0.061
2011/06/29,0.061
2011/06/30,0.06
2011/07/01,0.059
2011/07/02,0.057
2011/07/03,0.055
2011/07/04,0.053
2011/07/05,0.05
2011/07/06,0.048
2011/07/07,0.045
2011/07/08,0.042
2011/07/09,0.038
2011/07/10,0.035
2011/07/11,0.031
2011/07/12,0.028
2011/07/13,0.024
2011/07/14,0.02
2011/07/15,0.016
2011/07/16,0.012
2011/07/17,0.008
2011/07/18,0.004
2011/07/19,0
2011/07/20,-0.003
2011/07/21,-0.006
2011/07/22,-0.01
2011/07/23,-0.013
2011/07/24,-0.016
2011/07/25,-0.02
2011/07/26,-0.023
2011/07/27,-0.026
2011/07/28,-0.029
2011/07/29,-0.033
2011/07/30,-0.036
2011/07/31,-0.04
2011/08/01,-0.043
2011/08/02,-0.047
2011/08/03,-0.051
2011/08/04,-0.054
2011/08/05,-0.058
2011/08/06,-0.061
2011/08/07,-0.064
2011/08/08,-0.066
2011/08/09,-0.067
2011/08/10,-0.068
2011/08/11,-0.068
2011/08/12,-0.068
2011/08/13,-0.068
2011/08/14,-0.068
2011/08/15,-0.067
2011/08/16,-0.067
2011/08/17,-0.066
2011/08/18,-0.065
2011/08/19,-0.064
2011/08/20,-0.062
2011/08/21,-0.061
2011/08/22,-0.059
2011/08/23,-0.058
2011/08/24,-0.056
2011/08/25,-0.055
2011/08/26,-0.054
2011/08/27,-0.053
2011/08/28,-0.052
2011/08/29,-0.052
2011/08/30,-0.051
2011/08/31,-0.05
2011/09/01,-0.05
2011/09/02,-0.049
2011/09/03,-0.049
2011/09/04,-0.048
2011/09/05,-0.048
2011/09/06,-0.047
2011/09/07,-0.047
2011/09/08,-0.046
2011/09/09,-0.045
2011/09/10,-0.043
2011/09/11,-0.041
2011/09/12,-0.037
2011/09/13,-0.033
2011/09/14,-0.028
2011/09/15,-0.022
2011/09/16,-0.017
2011/09/17,-0.011
2011/09/18,-0.006
2011/09/19,0
2011/09/20,0.005
2011/09/21,0.011
2011/09/22,0.016
2011/09/23,0.022
2011/09/24,0.027
2011/09/25,0.032
2011/09/26,0.037
2011/09/27,0.041
2011/09/28,0.045
2011/09/29,0.048
2011/09/30,0.051
2011/10/01,0.054
2011/10/02,0.056
2011/10/03,0.058
2011/10/04,0.059
2011/10/05,0.06
2011/10/06,0.061
2011/10/07,0.062
2011/10/08,0.062
2011/10/09,0.062
2011/10/10,0.062
2011/10/11,0.061
2011/10/12,0.06
2011/10/13,0.059
2011/10/14,0.058
2011/10/15,0.057
2011/10/16,0.056
2011/10/17,0.054
2011/10/18,0.052
2011/10/19,0.05
2011/10/20,0.047
2011/10/21,0.045
2011/10/22,0.042
2011/10/23,0.039
2011/10/24,0.037
2011/10/25,0.034
2011/10/26,0.031
2011/10/27,0.028
2011/10/28,0.024
2011/10/29,0.022
2011/10/30,0.019
2011/10/31,0.017
2011/11/01,0.015
2011/11/02,0.012
2011/11/03,0.01
2011/11/04,0.009
2011/11/05,0.007
2011/11/06,0.005
2011/11/07,0.004
2011/11/08,0.002
2011/11/09,0.001
2011/11/10,-0.001
2011/11/11,-0.003
2011/11/12,-0.004
2011/11/13,-0.006
2011/11/14,-0.008
2011/11/15,-0.01
2011/11/16,-0.012
2011/11/17,-0.014
2011/11/18,-0.016
2011/11/19,-0.018
2011/11/20,-0.02
2011/11/21,-0.022
2011/11/22,-0.024
2011/11/23,-0.026
2011/11/24,-0.028
2011/11/25,-0.031
2011/11/26,-0.033
2011/11/27,-0.035
2011/11/28,-0.037
2011/11/29,-0.038
2011/11/30,-0.039
2011/12/01,-0.04
2011/12/02,-0.041
2011/12/03,-0.042
2011/12/04,-0.043
2011/12/05,-0.044
2011/12/06,-0.045
2011/12/07,-0.046
2011/12/08,-0.049
2011/12/09,-0.057
2011/12/10,-0.068
2011/12/11,-0.082
2011/12/12,-0.098
2011/12/13,-0.116
2011/12/14,-0.136
2011/12/15,-0.156
2011/12/16,-0.177
2011/12/17,-0.198
2011/12/18,-0.219
2011/12/19,-0.239
2011/12/20,-0.259
2011/12/21,-0.277
2011/12/22,-0.295
2011/12/23,-0.311
2011/12/24,-0.326
2011/12/25,-0.34
2011/12/26,-0.353
2011/12/27,-0.365
2011/12/28,-0.376
2011/12/29,-0.386
2011/12/30,-0.394
2011/12/31,-0.402
2012/01/01,-0.408
2012/01/02,-0.414
2012/01/03,-0.419
2012/01/04,-0.422
2012/01/05,-0.425
2012/01/06,-0.427
2012/01/07,-0.429
2012/01/08,-0.429
2012/01/09,-0.429
2012/01/10,-0.427
2012/01/11,-0.425
2012/01/12,-0.422
2012/01/13,-0.418
2012/01/14,-0.413
2012/01/15,-0.408
2012/01/16,-0.402
2012/01/17,-0.396
2012/01/18,-0.389
2012/01/19,-0.382
2012/01/20,-0.374
2012/01/21,-0.366
2012/01/22,-0.357
2012/01/23,-0.348
2012/01/24,-0.338
2012/01/25,-0.329
2012/01/26,-0.319
2012/01/27,-0.309
2012/01/28,-0.3
2012/01/29,-0.29
2012/01/30,-0.28
2012/01/31,-0.27
2012/02/01,-0.26
2012/02/02,-0.25
2012/02/03,-0.241
2012/02/04,-0.231
2012/02/05,-0.222
2012/02/06,-0.213
2012/02/07,-0.204
2012/02/08,-0.195
2012/02/09,-0.187
2012/02/10,-0.178
2012/02/11,-0.171
2012/02/12,-0.163
2012/02/13,-0.156
2012/02/14,-0.149
2012/02/15,-0.142
2012/02/16,-0.136
2012/02/17,-0.132
2012/02/18,-0.128
2012/02/19,-0.125
2012/02/20,-0.123
2012/02/21,-0.121
2012/02/22,-0.12
2012/02/23,-0.119
2012/02/24,-0.119
2012/02/25,-0.118
2012/02/26,-0.117
2012/02/27,-0.115
2012/02/28,-0.114
2012/02/29,-0.112
2012/03/01,-0.11
2012/03/02,-0.108
2012/03/03,-0.106
2012/03/04,-0.104
2012/03/05,-0.102
2012/03/06,-0.1
2012/03/07,-0.098
2012/03/08,-0.096
2012/03/09,-0.095
2012/03/10,-0.093
2012/03/11,-0.092
2012/03/12,-0.09
2012/03/13,-0.089
2012/03/14,-0.087
2012/03/15,-0.086
2012/03/16,-0.084
2012/03/17,-0.083
2012/03/18,-0.081
2012/03/19,-0.079
2012/03/20,-0.078
2012/03/21,-0.076
2012/03/22,-0.075
2012/03/23,-0.073
2012/03/24,-0.072
2012/03/25,-0.07
2012/03/26,-0.068
2012/03/27,-0.065
2012/03/28,-0.063
2012/03/29,-0.06
2012/03/30,-0.057
2012/03/31,-0.054
2012/04/01,-0.051
2012/04/02,-0.048
2012/04/03,-0.045
2012/04/04,-0.042
2012/04/05,-0.039
2012/04/06,-0.035
2012/04/07,-0.031
2012/04/08,-0.026
2012/04/09,-0.022
2012/04/10,-0.018
2012/04/11,-0.015
2012/04/12,-0.011
2012/04/13,-0.009
2012/04/14,-0.006
2012/04/15,-0.004
2012/04/16,-0.002
2012/04/17,0.001
2012/04/18,0.004
2012/04/19,0.007
2012/04/20,0.011
2012/04/21,0.015
2012/04/22,0.019
2012/04/23,0.023
2012/04/24,0.028
2012/04/25,0.032
2012/04/26,0.036
2012/04/27,0.04
2012/04/28,0.044
2012/04/29,0.047
2012/04/30,0.05
2012/05/01,0.053
2012/05/02,0.055
2012/05/03,0.057
2012/05/04,0.058
2012/05/05,0.059
2012/05/06,0.06
2012/05/07,0.062
2012/05/08,0.064
2012/05/09,0.066
2012/05/10,0.068
2012/05/11,0.071
2012/05/12,0.074
2012/05/13,0.078
2012/05/14,0.081
2012/05/15,0.085
2012/05/16,0.088
2012/05/17,0.092
2012/05/18,0.097
2012/05/19,0.101
2012/05/20,0.105
2012/05/21,0.109
2012/05/22,0.113
2012/05/23,0.118
2012/05/24,0.122
2012/05/25,0.127
2012/05/26,0.131
2012/05/27,0.135
2012/05/28,0.139
2012/05/29,0.143
2012/05/30,0.146
2012/05/31,0.149
2012/06/01,0.151
2012/06/02,0.151
2012/06/03,0.151
2012/06/04,0.15
2012/06/05,0.148
2012/06/06,0.145
2012/06/07,0.142
2012/06/08,0.139
2012/06/09,0.135
2012/06/10,0.131
2012/06/11,0.128
2012/06/12,0.124
2012/06/13,0.12
2012/06/14,0.116
2012/06/15,0.112
2012/06/16,0.108
2012/06/17,0.104
2012/06/18,0.1
2012/06/19,0.096
2012/06/20,0.093
2012/06/21,0.089
2012/06/22,0.085
2012/06/23,0.082
2012/06/24,0.078
2012/06/25,0.075
2012/06/26,0.071
2012/06/27,0.067
2012/06/28,0.064
2012/06/29,0.061
2012/06/30,0.058
2012/07/01,0.056
2012/07/02,0.053
2012/07/03,0.05
2012/07/04,0.048
2012/07/05,0.046
2012/07/06,0.044
2012/07/07,0.042
2012/07/08,0.04
2012/07/09,0.039
2012/07/10,0.037
2012/07/11,0.036
2012/07/12,0.035
2012/07/13,0.034
2012/07/14,0.033
2012/07/15,0.033
2012/07/16,0.032
2012/07/17,0.032
2012/07/18,0.031
2012/07/19,0.03
2012/07/20,0.029
2012/07/21,0.027
2012/07/22,0.026
2012/07/23,0.024
2012/07/24,0.022
2012/07/25,0.02
2012/07/26,0.018
2012/07/27,0.016
2012/07/28,0.014
2012/07/29,0.012
2012/07/30,0.011
2012/07/31,0.009
2012/08/01,0.007
2012/08/02,0.006
2012/08/03,0.004
2012/08/04,0.003
2012/08/05,0.001
2012/08/06,-0.001
2012/08/07,-0.002
2012/08/08,-0.004
2012/08/09,-0.005
2012/08/10,-0.007
2012/08/11,-0.009
2012/08/12,-0.011
2012/08/13,-0.013
2012/08/14,-0.015
2012/08/15,-0.018
2012/08/16,-0.02
2012/08/17,-0.022
2012/08/18,-0.024
2012/08/19,-0.026
2012/08/20,-0.03
2012/08/21,-0.034
2012/08/22,-0.039
2012/08/23,-0.044
2012/08/24,-0.051
2012/08/25,-0.058
2012/08/26,-0.065
2012/08/27,-0.073
2012/08/28,-0.082
2012/08/29,-0.09
2012/08/30,-0.099
2012/08/31,-0.108
2012/09/01,-0.118
2012/09/02,-0.128
2012/09/03,-0.138
2012/09/04,-0.148
2012/09/05,-0.158
2012/09/06,-0.168
2012/09/07,-0.179
2012/09/08,-0.189
2012/09/09,-0.199
2012/09/10,-0.209
2012/09/11,-0.219
2012/09/12,-0.229
2012/09/13,-0.239
2012/09/14,-0.25
2012/09/15,-0.26
2012/09/16,-0.271
2012/09/17,-0.281
2012/09/18,-0.292
2012/09/19,-0.302
2012/09/20,-0.313
2012/09/21,-0.323
2012/09/22,-0.332
2012/09/23,-0.341
2012/09/24,-0.35
2012/09/25,-0.358
2012/09/26,-0.365
2012/09/27,-0.372
2012/09/28,-0.378
2012/09/29,-0.383
2012/09/30,-0.388
2012/10/01,-0.392
2012/10/02,-0.395
2012/10/03,-0.397
2012/10/04,-0.399
2012/10/05,-0.4
2012/10/06,-0.4
2012/10/07,-0.4
2012/10/08,-0.399
2012/10/09,-0.397
2012/10/10,-0.395
2012/10/11,-0.392
2012/10/12,-0.389
2012/10/13,-0.386
2012/10/14,-0.382
2012/10/15,-0.378
2012/10/16,-0.373
2012/10/17,-0.367
2012/10/18,-0.362
2012/10/19,-0.356
2012/10/20,-0.349
2012/10/21,-0.342
2012/10/22,-0.334
2012/10/23,-0.326
2012/10/24,-0.317
2012/10/25,-0.307
2012/10/26,-0.298
2012/10/27,-0.288
2012/10/28,-0.278
2012/10/29,-0.268
2012/10/30,-0.258
2012/10/31,-0.247
2012/11/01,-0.237
2012/11/02,-0.227
2012/11/03,-0.217
2012/11/04,-0.207
2012/11/05,-0.197
2012/11/06,-0.188
2012/11/07,-0.178
2012/11/08,-0.17
2012/11/09,-0.161
2012/11/10,-0.153
2012/11/11,-0.145
2012/11/12,-0.138
2012/11/13,-0.131
2012/11/14,-0.124
2012/11/15,-0.118
2012/11/16,-0.112
2012/11/17,-0.106
2012/11/18,-0.099
2012/11/19,-0.093
2012/11/20,-0.087
2012/11/21,-0.081
2012/11/22,-0.075
2012/11/23,-0.069
2012/11/24,-0.063
2012/11/25,-0.057
2012/11/26,-0.052
2012/11/27,-0.047
2012/11/28,-0.042
2012/11/29,-0.037
2012/11/30,-0.031
2012/12/01,-0.026
2012/12/02,-0.021
2012/12/03,-0.016
2012/12/04,-0.011
2012/12/05,-0.007
2012/12/06,-0.003
2012/12/07,0.001
2012/12/08,0.005
2012/12/09,0.008
2012/12/10,0.011
2012/12/11,0.013
2012/12/12,0.016
2012/12/13,0.017
2012/12/14,0.018
2012/12/15,0.018
2012/12/16,0.018
2012/12/17,0.018
2012/12/18,0.017
2012/12/19,0.016
2012/12/20,0.015
2012/12/21,0.013
2012/12/22,0.011
2012/12/23,0.009
2012/12/24,0.006
2012/12/25,0.004
2012/12/26,0.002
2012/12/27,-0.001
2012/12/28,-0.003
2012/12/29,-0.005
2012/12/30,-0.007
2012/12/31,-0.009
2013/01/01,-0.011
2013/01/02,-0.012
2013/01/03,-0.013
2013/01/04,-0.014
2013/01/05,-0.014
2013/01/06,-0.015
2013/01/07,-0.015
2013/01/08,-0.016
2013/01/09,-0.016
2013/01/10,-0.017
2013/01/11,-0.018
2013/01/12,-0.019
2013/01/13,-0.02
2013/01/14,-0.021
2013/01/15,-0.022
2013/01/16,-0.024
2013/01/17,-0.025
2013/01/18,-0.026
2013/01/19,-0.028
2013/01/20,-0.029
2013/01/21,-0.031
2013/01/22,-0.032
2013/01/23,-0.034
2013/01/24,-0.035
2013/01/25,-0.036
2013/01/26,-0.037
2013/01/27,-0.037
2013/01/28,-0.037
2013/01/29,-0.037
2013/01/30,-0.037
2013/01/31,-0.036
2013/02/01,-0.036
2013/02/02,-0.035
2013/02/03,-0.034
2013/02/04,-0.033
2013/02/05,-0.032
2013/02/06,-0.031
2013/02/07,-0.03
2013/02/08,-0.029
2013/02/09,-0.028
2013/02/10,-0.027
2013/02/11,-0.026
2013/02/12,-0.025
2013/02/13,-0.024
2013/02/14,-0.023
2013/02/15,-0.022
2013/02/16,-0.021
2013/02/17,-0.02
2013/02/18,-0.02
2013/02/19,-0.019
2013/02/20,-0.019
2013/02/21,-0.019
2013/02/22,-0.018
2013/02/23,-0.018
2013/02/24,-0.017
2013/02/25,-0.017
2013/02/26,-0.017
2013/02/27,-0.017
2013/02/28,-0.017
2013/03/01,-0.017
2013/03/02,-0.017
2013/03/03,-0.017
2013/03/04,-0.017
2013/03/05,-0.017
2013/03/06,-0.016
2013/03/07,-0.016
2013/03/08,-0.015
2013/03/09,-0.014
2013/03/10,-0.013
2013/03/11,-0.012
2013/03/12,-0.011
2013/03/13,-0.009
2013/03/14,-0.008
2013/03/15,-0.007
2013/03/16,-0.006
2013/03/17,-0.005
2013/03/18,-0.004
2013/03/19,-0.004
2013/03/20,-0.003
2013/03/21,-0.002
2013/03/22,-0.002
2013/03/23,-0.001
2013/03/24,-0.001
2013/03/25,-0.001
2013/03/26,0
2013/03/27,0.001
2013/03/28,0.002
2013/03/29,0.004
2013/03/30,0.006
2013/03/31,0.008
2013/04/01,0.011
2013/04/02,0.014
2013/04/03,0.017
2013/04/04,0.02
2013/04/05,0.023
2013/04/06,0.026
2013/04/07,0.028
2013/04/08,0.03
2013/04/09,0.032
2013/04/10,0.033
2013/04/11,0.035
2013/04/12,0.037
2013/04/13,0.04
2013/04/14,0.042
2013/04/15,0.045
2013/04/16,0.048
2013/04/17,0.051
2013/04/18,0.054
2013/04/19,0.058
2013/04/20,0.061
2013/04/21,0.065
2013/04/22,0.068
2013/04/23,0.072
2013/04/24,0.075
2013/04/25,0.077
2013/04/26,0.079
2013/04/27,0.081
2013/04/28,0.082
2013/04/29,0.083
2013/04/30,0.083
2013/05/01,0.083
2013/05/02,0.082
2013/05/03,0.082
2013/05/04,0.081
2013/05/05,0.08
2013/05/06,0.078
2013/05/07,0.077
2013/05/08,0.075
2013/05/09,0.073
2013/05/10,0.071
2013/05/11,0.069
2013/05/12,0.066
2013/05/13,0.064
2013/05/14,0.061
2013/05/15,0.059
2013/05/16,0.056
2013/05/17,0.054
2013/05/18,0.051
2013/05/19,0.049
2013/05/20,0.047
2013/05/21,0.045
2013/05/22,0.043
2013/05/23,0.041
2013/05/24,0.039
2013/05/25,0.037
2013/05/26,0.034
2013/05/27,0.032
2013/05/28,0.03
2013/05/29,0.028
2013/05/30,0.026
2013/05/31,0.023
2013/06/01,0.021
2013/06/02,0.019
2013/06/03,0.016
2013/06/04,0.014
2013/06/05,0.011
2013/06/06,0.009
2013/06/07,0.007
2013/06/08,0.004
2013/06/09,0.002
2013/06/10,0
2013/06/11,-0.001
2013/06/12,-0.003
2013/06/13,-0.004
2013/06/14,-0.005
2013/06/15,-0.006
2013/06/16,-0.006
2013/06/17,-0.007
2013/06/18,-0.007
2013/06/19,-0.007
2013/06/20,-0.007
2013/06/21,-0.006
2013/06/22,-0.006
2013/06/23,-0.005
2013/06/24,-0.005
2013/06/25,-0.004
2013/06/26,-0.004
2013/06/27,-0.003
2013/06/28,-0.003
2013/06/29,-0.002
2013/06/30,-0.001
2013/07/01,0
2013/07/02,0.001
2013/07/03,0.002
2013/07/04,0.004
2013/07/05,0.005
2013/07/06,0.007
2013/07/07,0.01
2013/07/08,0.012
2013/07/09,0.015
2013/07/10,0.018
2013/07/11,0.02
2013/07/12,0.023
2013/07/13,0.026
2013/07/14,0.028
2013/07/15,0.03
2013/07/16,0.031
2013/07/17,0.032
2013/07/18,0.034
2013/07/19,0.035
2013/07/20,0.036
2013/07/21,0.037
2013/07/22,0.039
2013/07/23,0.04
2013/07/24,0.04
2013/07/25,0.041
2013/07/26,0.042
2013/07/27,0.042
2013/07/28,0.043
2013/07/29,0.043
2013/07/30,0.043
2013/07/31,0.044
2013/08/01,0.045
2013/08/02,0.045
2013/08/03,0.046
2013/08/04,0.046
2013/08/05,0.046
2013/08/06,0.046
2013/08/07,0.046
2013/08/08,0.046
2013/08/09,0.046
2013/08/10,0.046
2013/08/11,0.045
2013/08/12,0.045
2013/08/13,0.046
2013/08/14,0.046
2013/08/15,0.046
2013/08/16,0.047
2013/08/17,0.047
2013/08/18,0.047
2013/08/19,0.046
2013/08/20,0.045
2013/08/21,0.044
2013/08/22,0.043
2013/08/23,0.041
2013/08/24,0.039
2013/08/25,0.036
2013/08/26,0.034
2013/08/27,0.031
2013/08/28,0.028
2013/08/29,0.024
2013/08/30,0.021
2013/08/31,0.017
2013/09/01,0.013
2013/09/02,0.009
2013/09/03,0.005
2013/09/04,0.001
2013/09/05,-0.003
2013/09/06,-0.008
2013/09/07,-0.012
2013/09/08,-0.016
2013/09/09,-0.02
2013/09/10,-0.024
2013/09/11,-0.028
2013/09/12,-0.032
2013/09/13,-0.037
2013/09/14,-0.041
2013/09/15,-0.045
2013/09/16,-0.049
2013/09/17,-0.053
2013/09/18,-0.057
2013/09/19,-0.06
2013/09/20,-0.063
2013/09/21,-0.066
2013/09/22,-0.069
2013/09/23,-0.072
2013/09/24,-0.074
2013/09/25,-0.077
2013/09/26,-0.079
2013/09/27,-0.081
2013/09/28,-0.083
2013/09/29,-0.084
2013/09/30,-0.085
2013/10/01,-0.086
2013/10/02,-0.087
2013/10/03,-0.086
2013/10/04,-0.085
2013/10/05,-0.084
2013/10/06,-0.082
2013/10/07,-0.08
2013/10/08,-0.077
2013/10/09,-0.075
2013/10/10,-0.072
2013/10/11,-0.069
2013/10/12,-0.066
2013/10/13,-0.063
2013/10/14,-0.06
2013/10/15,-0.057
2013/10/16,-0.054
2013/10/17,-0.051
2013/10/18,-0.048
2013/10/19,-0.045
2013/10/20,-0.042
2013/10/21,-0.039
2013/10/22,-0.037
2013/10/23,-0.035
2013/10/24,-0.033
2013/10/25,-0.03
2013/10/26,-0.026
2013/10/27,-0.021
2013/10/28,-0.016
2013/10/29,-0.01
2013/10/30,-0.004
2013/10/31,0.003
2013/11/01,0.009
2013/11/02,0.015
2013/11/03,0.022
2013/11/04,0.029
2013/11/05,0.036
2013/11/06,0.044
2013/11/07,0.052
2013/11/08,0.06
2013/11/09,0.067
2013/11/10,0.075
2013/11/11,0.083
2013/11/12,0.09
2013/11/13,0.096
2013/11/14,0.102
2013/11/15,0.108
