Date,transactionvalue30wmaUSD
2010/10/27,33.452
2010/10/28,35.94
2010/10/29,36.048
2010/10/30,35.607
2010/10/31,36.049
2010/11/01,35.288
2010/11/02,35.786
2010/11/03,35.549
2010/11/04,39.717
2010/11/05,38.84
2010/11/06,43.269
2010/11/07,45.971
2010/11/08,61.792
2010/11/09,60.599
2010/11/10,59.613
2010/11/11,57.988
2010/11/12,56.705
2010/11/13,55.555
2010/11/14,53.951
2010/11/15,51.821
2010/11/16,49.464
2010/11/17,48.565
2010/11/18,46.223
2010/11/19,43.392
2010/11/20,40.814
2010/11/21,38.228
2010/11/22,37.113
2010/11/23,36.589
2010/11/24,33.932
2010/11/25,31.362
2010/11/26,29.941
2010/11/27,28.375
2010/11/28,26.879
2010/11/29,25.724
2010/11/30,25.191
2010/12/01,24.339
2010/12/02,24.046
2010/12/03,22.86
2010/12/04,22.858
2010/12/05,21.329
2010/12/06,22.031
2010/12/07,22.091
2010/12/08,21.044
2010/12/09,20.908
2010/12/10,20.526
2010/12/11,21.271
2010/12/12,21.009
2010/12/13,23.675
2010/12/14,25.084
2010/12/15,26.468
2010/12/16,27.556
2010/12/17,28.224
2010/12/18,29.37
2010/12/19,30.616
2010/12/20,30.43
2010/12/21,31.352
2010/12/22,31.587
2010/12/23,31.76
2010/12/24,31.824
2010/12/25,32.856
2010/12/26,32.941
2010/12/27,33.905
2010/12/28,33.412
2010/12/29,35.379
2010/12/30,35.351
2010/12/31,35.311
2011/01/01,34.782
2011/01/02,34.236
2011/01/03,33.239
2011/01/04,31.938
2011/01/05,30.562
2011/01/06,29.427
2011/01/07,28.55
2011/01/08,27.398
2011/01/09,26.072
2011/01/10,25.416
2011/01/11,25.085
2011/01/12,24.181
2011/01/13,24.258
2011/01/14,23.979
2011/01/15,23.68
2011/01/16,23.676
2011/01/17,23.59
2011/01/18,24.606
2011/01/19,24.2
2011/01/20,23.763
2011/01/21,23.456
2011/01/22,23.154
2011/01/23,23.641
2011/01/24,23.449
2011/01/25,23.499
2011/01/26,23.661
2011/01/27,55.1
2011/01/28,53.698
2011/01/29,52.627
2011/01/30,54.64
2011/01/31,56.461
2011/02/01,58.642
2011/02/02,61.723
2011/02/03,62.597
2011/02/04,62.329
2011/02/05,63.989
2011/02/06,65.797
2011/02/07,72.467
2011/02/08,73.41
2011/02/09,76.349
2011/02/10,79.484
2011/02/11,82.409
2011/02/12,82.705
2011/02/13,82.143
2011/02/14,82.044
2011/02/15,80.235
2011/02/16,77.574
2011/02/17,75.715
2011/02/18,74.641
2011/02/19,76.366
2011/02/20,77.917
2011/02/21,79.093
2011/02/22,82.63
2011/02/23,86.444
2011/02/24,87.211
2011/02/25,86.499
2011/02/26,85.595
2011/02/27,85.509
2011/02/28,84.412
2011/03/01,100.871
2011/03/02,167.764
2011/03/03,163.889
2011/03/04,164.684
2011/03/05,160.137
2011/03/06,157.177
2011/03/07,154.965
2011/03/08,150.937
2011/03/09,149.994
2011/03/10,153.577
2011/03/11,152.605
2011/03/12,147.173
2011/03/13,143.18
2011/03/14,139.431
2011/03/15,133.581
2011/03/16,128.043
2011/03/17,122.443
2011/03/18,118.153
2011/03/19,111.786
2011/03/20,105.25
2011/03/21,98.39
2011/03/22,95.061
2011/03/23,90.149
2011/03/24,88.741
2011/03/25,89.093
2011/03/26,86.798
2011/03/27,82.306
2011/03/28,77.162
2011/03/29,71.772
2011/03/30,67.95
2011/03/31,63.922
2011/04/01,59.668
2011/04/02,57.963
2011/04/03,55.888
2011/04/04,54.694
2011/04/05,53.15
2011/04/06,51.356
2011/04/07,50.671
2011/04/08,50.341
2011/04/09,50.528
2011/04/10,49.416
2011/04/11,48.314
2011/04/12,48.587
2011/04/13,49.684
2011/04/14,49.638
2011/04/15,49.616
2011/04/16,56.832
2011/04/17,93.462
2011/04/18,91.874
2011/04/19,143.145
2011/04/20,257.385
2011/04/21,263.922
2011/04/22,259.294
2011/04/23,255.367
2011/04/24,249.193
2011/04/25,242.062
2011/04/26,236.706
2011/04/27,232.072
2011/04/28,227.356
2011/04/29,252.114
2011/04/30,258.44
2011/05/01,254.174
2011/05/02,248.885
2011/05/03,249.231
2011/05/04,257.728
2011/05/05,253.363
2011/05/06,257.47
2011/05/07,255.41
2011/05/08,284.237
2011/05/09,278.166
2011/05/10,317.028
2011/05/11,318.992
2011/05/12,323.07
2011/05/13,355.133
2011/05/14,533.507
2011/05/15,542.538
2011/05/16,544.125
2011/05/17,537.581
2011/05/18,522.761
2011/05/19,509.806
2011/05/20,509.984
2011/05/21,535.081
2011/05/22,577.254
2011/05/23,584.106
2011/05/24,582.797
2011/05/25,583.576
2011/05/26,584.768
2011/05/27,613.783
2011/05/28,604.045
2011/05/29,599.464
2011/05/30,592.999
2011/05/31,584.299
2011/06/01,573.405
2011/06/02,569.735
2011/06/03,591.36
2011/06/04,611.093
2011/06/05,645.833
2011/06/06,701.564
2011/06/07,737.014
2011/06/08,807.07
2011/06/09,878.614
2011/06/10,967.262
2011/06/11,1081
2011/06/12,1179
2011/06/13,1256
2011/06/14,1331
2011/06/15,1687
2011/06/16,2418
2011/06/17,2461
2011/06/18,2469
2011/06/19,2798
2011/06/20,2803
2011/06/21,3050
2011/06/22,3038
2011/06/23,3068
2011/06/24,3402
2011/06/25,4454
2011/06/26,4698
2011/06/27,4656
2011/06/28,5134
2011/06/29,5197
2011/06/30,5114
2011/07/01,4966
2011/07/02,4817
2011/07/03,4627
2011/07/04,4501
2011/07/05,4279
2011/07/06,4067
2011/07/07,3856
2011/07/08,3632
2011/07/09,3622
2011/07/10,3636
2011/07/11,3462
2011/07/12,3320
2011/07/13,3200
2011/07/14,3140
2011/07/15,2945
2011/07/16,2820
2011/07/17,2651
2011/07/18,2743
2011/07/19,2774
2011/07/20,2604
2011/07/21,2525
2011/07/22,2463
2011/07/23,2319
2011/07/24,2165
2011/07/25,2104
2011/07/26,2068
2011/07/27,2058
2011/07/28,2277
2011/07/29,2218
2011/07/30,2131
2011/07/31,2066
2011/08/01,1995
2011/08/02,1906
2011/08/03,1818
2011/08/04,1721
2011/08/05,1645
2011/08/06,1553
2011/08/07,1458
2011/08/08,1411
2011/08/09,1451
2011/08/10,1429
2011/08/11,1359
2011/08/12,1281
2011/08/13,1203
2011/08/14,1146
2011/08/15,1077
2011/08/16,1010
2011/08/17,946.299
2011/08/18,901.027
2011/08/19,878.224
2011/08/20,825.794
2011/08/21,777.363
2011/08/22,735.006
2011/08/23,711.755
2011/08/24,699.859
2011/08/25,671.469
2011/08/26,633.565
2011/08/27,808.243
2011/08/28,776.17
2011/08/29,744.563
2011/08/30,714.246
2011/08/31,687.934
2011/09/01,667.147
2011/09/02,642.252
2011/09/03,619.13
2011/09/04,703.867
2011/09/05,820.462
2011/09/06,957.047
2011/09/07,940.734
2011/09/08,911.737
2011/09/09,880.775
2011/09/10,845.806
2011/09/11,851.72
2011/09/12,839.415
2011/09/13,810.758
2011/09/14,779.734
2011/09/15,746.674
2011/09/16,732.369
2011/09/17,704.081
2011/09/18,672.311
2011/09/19,643.144
2011/09/20,613.094
2011/09/21,586.576
2011/09/22,558.75
2011/09/23,533.024
2011/09/24,503.507
2011/09/25,478.2
2011/09/26,451.74
2011/09/27,438.07
2011/09/28,420.581
2011/09/29,402.926
2011/09/30,382.764
2011/10/01,372.381
2011/10/02,357.118
2011/10/03,341.41
2011/10/04,328.715
2011/10/05,318.596
2011/10/06,318.91
2011/10/07,316.122
2011/10/08,308.52
2011/10/09,301.843
2011/10/10,295.079
2011/10/11,288.604
2011/10/12,283.011
2011/10/13,280.272
2011/10/14,273.241
2011/10/15,271.967
2011/10/16,265.833
2011/10/17,264.56
2011/10/18,258.125
2011/10/19,249.624
2011/10/20,241.832
2011/10/21,242.042
2011/10/22,245.563
2011/10/23,248.95
2011/10/24,243.18
2011/10/25,238.547
2011/10/26,236.173
2011/10/27,239.706
2011/10/28,240.708
2011/10/29,241.024
2011/10/30,233.683
2011/10/31,232.913
2011/11/01,235.959
2011/11/02,233.847
2011/11/03,229.642
2011/11/04,226.449
2011/11/05,220.827
2011/11/06,214.85
2011/11/07,209.98
2011/11/08,232.264
2011/11/09,246.878
2011/11/10,241.898
2011/11/11,238.107
2011/11/12,233.148
2011/11/13,227.2
2011/11/14,222.52
2011/11/15,216.575
2011/11/16,255.126
2011/11/17,342.241
2011/11/18,460.165
2011/11/19,555.955
2011/11/20,571.977
2011/11/21,596.022
2011/11/22,665.015
2011/11/23,676.114
2011/11/24,690.441
2011/11/25,688.848
2011/11/26,708.756
2011/11/27,730.661
2011/11/28,804.287
2011/11/29,870.184
2011/11/30,1005
2011/12/01,1022
2011/12/02,1146
2011/12/03,1210
2011/12/04,1251
2011/12/05,1277
2011/12/06,1378
2011/12/07,1487
2011/12/08,1564
2011/12/09,1555
2011/12/10,1514
2011/12/11,1466
2011/12/12,1416
2011/12/13,1348
2011/12/14,1281
2011/12/15,1218
2011/12/16,1154
2011/12/17,1087
2011/12/18,1023
2011/12/19,966.432
2011/12/20,915.396
2011/12/21,870.839
2011/12/22,819.708
2011/12/23,764.55
2011/12/24,715.39
2011/12/25,665.293
2011/12/26,633.706
2011/12/27,603.425
2011/12/28,555.182
2011/12/29,521.423
2011/12/30,479.251
2011/12/31,442.34
2012/01/01,414.142
2012/01/02,385.062
2012/01/03,358.287
2012/01/04,342.63
2012/01/05,345.433
2012/01/06,352.998
2012/01/07,347.981
2012/01/08,348.891
2012/01/09,357.968
2012/01/10,359.756
2012/01/11,361.404
2012/01/12,363.599
2012/01/13,367.028
2012/01/14,366.165
2012/01/15,363.029
2012/01/16,368.094
2012/01/17,371.121
2012/01/18,368.989
2012/01/19,368.806
2012/01/20,367.65
2012/01/21,364.018
2012/01/22,361.573
2012/01/23,357.201
2012/01/24,355.17
2012/01/25,351.991
2012/01/26,351.54
2012/01/27,348.024
2012/01/28,339.959
2012/01/29,336.464
2012/01/30,332.415
2012/01/31,326.986
2012/02/01,329.117
2012/02/02,326.486
2012/02/03,324.329
2012/02/04,320.287
2012/02/05,316.702
2012/02/06,313.715
2012/02/07,308.478
2012/02/08,303.042
2012/02/09,295.706
2012/02/10,289.627
2012/02/11,291.459
2012/02/12,287.845
2012/02/13,286.6
2012/02/14,311.579
2012/02/15,331.843
2012/02/16,357.439
2012/02/17,375.969
2012/02/18,383.499
2012/02/19,379.202
2012/02/20,375.999
2012/02/21,370.591
2012/02/22,378.848
2012/02/23,382.382
2012/02/24,386.58
2012/02/25,384.422
2012/02/26,379.818
2012/02/27,374.474
2012/02/28,369.027
2012/02/29,361.552
2012/03/01,369.271
2012/03/02,368.827
2012/03/03,367.832
2012/03/04,375.972
2012/03/05,369.366
2012/03/06,363.838
2012/03/07,358.432
2012/03/08,359.956
2012/03/09,364.864
2012/03/10,363.092
2012/03/11,364.174
2012/03/12,370.098
2012/03/13,368.281
2012/03/14,373.06
2012/03/15,374.066
2012/03/16,373.78
2012/03/17,371.885
2012/03/18,368.829
2012/03/19,367.39
2012/03/20,366.633
2012/03/21,366.089
2012/03/22,377.932
2012/03/23,398.177
2012/03/24,412.36
2012/03/25,407.587
2012/03/26,406.692
2012/03/27,408.023
2012/03/28,412.478
2012/03/29,436.483
2012/03/30,455.006
2012/03/31,472.233
2012/04/01,479.171
2012/04/02,484.953
2012/04/03,490.259
2012/04/04,495.538
2012/04/05,508.737
2012/04/06,506.57
2012/04/07,493.707
2012/04/08,528.574
2012/04/09,574.321
2012/04/10,571.67
2012/04/11,599.02
2012/04/12,613.81
2012/04/13,616.165
2012/04/14,620.238
2012/04/15,639.786
2012/04/16,663.056
2012/04/17,671.56
2012/04/18,671.908
2012/04/19,661.199
2012/04/20,738.185
2012/04/21,753.646
2012/04/22,760.414
2012/04/23,752.532
2012/04/24,740.3
2012/04/25,740.428
2012/04/26,756.112
2012/04/27,777.065
2012/04/28,768.491
2012/04/29,762.102
2012/04/30,752.467
2012/05/01,740.073
2012/05/02,728.728
2012/05/03,710.722
2012/05/04,690.508
2012/05/05,674.624
2012/05/06,648.099
2012/05/07,641.845
2012/05/08,667.617
2012/05/09,665.703
2012/05/10,652.944
2012/05/11,633.16
2012/05/12,644.782
2012/05/13,633.001
2012/05/14,614.947
2012/05/15,625.794
2012/05/16,644.165
2012/05/17,667.421
2012/05/18,648.196
2012/05/19,615.69
2012/05/20,593.409
2012/05/21,592.944
2012/05/22,610.245
2012/05/23,592.163
2012/05/24,566.853
2012/05/25,555.926
2012/05/26,586.1
2012/05/27,572.853
2012/05/28,559.433
2012/05/29,558.122
2012/05/30,552.702
2012/05/31,592.321
2012/06/01,591.762
2012/06/02,606.762
2012/06/03,585.658
2012/06/04,581.694
2012/06/05,578.692
2012/06/06,595.106
2012/06/07,607.722
2012/06/08,651.718
2012/06/09,626.917
2012/06/10,616.246
2012/06/11,610.03
2012/06/12,622.871
2012/06/13,599.564
2012/06/14,590.43
2012/06/15,577.51
2012/06/16,577.952
2012/06/17,554.993
2012/06/18,545.315
2012/06/19,533.505
2012/06/20,519.828
2012/06/21,500.934
2012/06/22,507.743
2012/06/23,529.422
2012/06/24,527.919
2012/06/25,517.093
2012/06/26,505.301
2012/06/27,497.317
2012/06/28,518.004
2012/06/29,529.161
2012/06/30,519.144
2012/07/01,514.203
2012/07/02,499.928
2012/07/03,493.371
2012/07/04,500.572
2012/07/05,506.016
2012/07/06,496.518
2012/07/07,533.196
2012/07/08,516.67
2012/07/09,522.768
2012/07/10,518.736
2012/07/11,503.435
2012/07/12,499.134
2012/07/13,518.006
2012/07/14,538.774
2012/07/15,531.096
2012/07/16,533.228
2012/07/17,540.473
2012/07/18,535.022
2012/07/19,524.099
2012/07/20,515.4
2012/07/21,520.141
2012/07/22,512.929
2012/07/23,514.892
2012/07/24,515.294
2012/07/25,502.789
2012/07/26,512.576
2012/07/27,524.682
2012/07/28,518.487
2012/07/29,503.097
2012/07/30,486.749
2012/07/31,497.036
2012/08/01,509.638
2012/08/02,510.972
2012/08/03,512.922
2012/08/04,513.693
2012/08/05,522.008
2012/08/06,527.416
2012/08/07,541.36
2012/08/08,536.891
2012/08/09,537.729
2012/08/10,546.832
2012/08/11,547.21
2012/08/12,546.898
2012/08/13,541.689
2012/08/14,542.228
2012/08/15,535.838
2012/08/16,540.491
2012/08/17,562.019
2012/08/18,571.081
2012/08/19,637.023
2012/08/20,755.383
2012/08/21,796.782
2012/08/22,883.328
2012/08/23,989.914
2012/08/24,1168
2012/08/25,1200
2012/08/26,1218
2012/08/27,1290
2012/08/28,1387
2012/08/29,1621
2012/08/30,1781
2012/08/31,1845
2012/09/01,1896
2012/09/02,1920
2012/09/03,1891
2012/09/04,1905
2012/09/05,1963
2012/09/06,2228
2012/09/07,2510
2012/09/08,2559
2012/09/09,2518
2012/09/10,2790
2012/09/11,3031
2012/09/12,3160
2012/09/13,3564
2012/09/14,3757
2012/09/15,3757
2012/09/16,3936
2012/09/17,4137
2012/09/18,4226
2012/09/19,4777
2012/09/20,4937
2012/09/21,5361
2012/09/22,5618
2012/09/23,5549
2012/09/24,5477
2012/09/25,5242
2012/09/26,4991
2012/09/27,4740
2012/09/28,4518
2012/09/29,4283
2012/09/30,4068
2012/10/01,3852
2012/10/02,3637
2012/10/03,3413
2012/10/04,3181
2012/10/05,2982
2012/10/06,2775
2012/10/07,2569
2012/10/08,2371
2012/10/09,2171
2012/10/10,1965
2012/10/11,1786
2012/10/12,1654
2012/10/13,1521
2012/10/14,1380
2012/10/15,1233
2012/10/16,1132
2012/10/17,1060
2012/10/18,1011
2012/10/19,958.377
2012/10/20,915.018
2012/10/21,859.475
2012/10/22,821.314
2012/10/23,821.488
2012/10/24,809.943
2012/10/25,799.044
2012/10/26,781.45
2012/10/27,800.137
2012/10/28,785.195
2012/10/29,768.242
2012/10/30,813.259
2012/10/31,860.197
2012/11/01,886.064
2012/11/02,853.972
2012/11/03,856.398
2012/11/04,867.491
2012/11/05,864.238
2012/11/06,852.619
2012/11/07,835.384
2012/11/08,811.259
2012/11/09,782.504
2012/11/10,740.709
2012/11/11,700.964
2012/11/12,664.882
2012/11/13,638.428
2012/11/14,621.001
2012/11/15,623.153
2012/11/16,644.521
2012/11/17,658.485
2012/11/18,657.372
2012/11/19,640.257
2012/11/20,628.143
2012/11/21,602.121
2012/11/22,595.224
2012/11/23,580.843
2012/11/24,570.642
2012/11/25,546.72
2012/11/26,530.759
2012/11/27,531.811
2012/11/28,532.098
2012/11/29,517.869
2012/11/30,501.519
2012/12/01,481.394
2012/12/02,487.82
2012/12/03,518.851
2012/12/04,549.302
2012/12/05,587.285
2012/12/06,627.529
2012/12/07,647.405
2012/12/08,636.969
2012/12/09,638.173
2012/12/10,625.754
2012/12/11,626.404
2012/12/12,673.555
2012/12/13,712.487
2012/12/14,735.814
2012/12/15,736.574
2012/12/16,736.212
2012/12/17,730.874
2012/12/18,729.574
2012/12/19,709.665
2012/12/20,690.749
2012/12/21,681.952
2012/12/22,663.76
2012/12/23,642.703
2012/12/24,626.917
2012/12/25,604.017
2012/12/26,577.885
2012/12/27,553.286
2012/12/28,533.176
2012/12/29,516.57
2012/12/30,492.019
2012/12/31,492.628
2013/01/01,493.347
2013/01/02,495.665
2013/01/03,491.785
2013/01/04,494.678
2013/01/05,502.818
2013/01/06,495.095
2013/01/07,491.535
2013/01/08,504.459
2013/01/09,503.905
2013/01/10,490.609
2013/01/11,478.098
2013/01/12,464.242
2013/01/13,449.134
2013/01/14,442.243
2013/01/15,455.326
2013/01/16,464.755
2013/01/17,472.431
2013/01/18,477.057
2013/01/19,475.157
2013/01/20,474.684
2013/01/21,474.749
2013/01/22,481.45
2013/01/23,508.512
2013/01/24,515.959
2013/01/25,519.528
2013/01/26,515.848
2013/01/27,512.954
2013/01/28,517.131
2013/01/29,539.935
2013/01/30,585.147
2013/01/31,588.213
2013/02/01,592.042
2013/02/02,588.213
2013/02/03,581.692
2013/02/04,593.708
2013/02/05,606.892
2013/02/06,628.399
2013/02/07,629.948
2013/02/08,644.166
2013/02/09,653.101
2013/02/10,651.417
2013/02/11,648.111
2013/02/12,642.856
2013/02/13,635.485
2013/02/14,643.347
2013/02/15,642.391
2013/02/16,644.316
2013/02/17,643.344
2013/02/18,644.686
2013/02/19,651.252
2013/02/20,646.961
2013/02/21,640.344
2013/02/22,646.215
2013/02/23,645.956
2013/02/24,659.535
2013/02/25,668.717
2013/02/26,673.801
2013/02/27,678.398
2013/02/28,681.773
2013/03/01,692.48
2013/03/02,706.53
2013/03/03,698.613
2013/03/04,687.809
2013/03/05,724.656
2013/03/06,772.368
2013/03/07,789.539
2013/03/08,799.704
2013/03/09,803.531
2013/03/10,803.819
2013/03/11,805.458
2013/03/12,845.097
2013/03/13,868.805
2013/03/14,875.097
2013/03/15,1063
2013/03/16,1197
2013/03/17,1205
2013/03/18,1399
2013/03/19,1467
2013/03/20,1544
2013/03/21,1617
2013/03/22,1641
2013/03/23,1668
2013/03/24,1662
2013/03/25,1714
2013/03/26,1797
2013/03/27,1965
2013/03/28,2028
2013/03/29,2053
2013/03/30,2117
2013/03/31,2205
2013/04/01,2254
2013/04/02,2417
2013/04/03,2576
2013/04/04,2712
2013/04/05,2847
2013/04/06,2919
2013/04/07,2921
2013/04/08,3022
2013/04/09,3247
2013/04/10,3593
2013/04/11,3659
2013/04/12,3639
2013/04/13,3591
2013/04/14,3474
2013/04/15,3380
2013/04/16,3310
2013/04/17,3262
2013/04/18,3830
2013/04/19,3829
2013/04/20,3777
2013/04/21,3719
2013/04/22,3752
2013/04/23,3730
2013/04/24,3793
2013/04/25,3793
2013/04/26,3741
2013/04/27,3652
2013/04/28,3526
2013/04/29,3599
2013/04/30,3542
2013/05/01,3500
2013/05/02,3377
2013/05/03,3247
2013/05/04,3086
2013/05/05,2957
2013/05/06,2859
2013/05/07,2771
2013/05/08,2677
2013/05/09,2545
2013/05/10,2446
2013/05/11,2333
2013/05/12,2221
2013/05/13,2185
2013/05/14,2099
2013/05/15,2009
2013/05/16,1922
2013/05/17,1860
2013/05/18,1799
2013/05/19,1721
2013/05/20,1664
2013/05/21,1622
2013/05/22,1597
2013/05/23,1560
2013/05/24,1546
2013/05/25,1545
2013/05/26,1510
2013/05/27,1503
2013/05/28,1495
2013/05/29,1506
2013/05/30,1493
2013/05/31,1495
2013/06/01,1472
2013/06/02,1447
2013/06/03,1461
2013/06/04,1454
2013/06/05,1453
2013/06/06,1465
2013/06/07,1468
2013/06/08,1434
2013/06/09,1445
2013/06/10,1425
2013/06/11,1415
2013/06/12,1408
2013/06/13,1413
2013/06/14,1417
2013/06/15,1399
2013/06/16,1384
2013/06/17,1374
2013/06/18,1377
2013/06/19,1368
2013/06/20,1374
2013/06/21,1386
2013/06/22,1360
2013/06/23,1326
2013/06/24,1324
2013/06/25,1336
2013/06/26,1335
2013/06/27,1322
2013/06/28,1314
2013/06/29,1311
2013/06/30,1302
2013/07/01,1339
2013/07/02,1352
2013/07/03,1385
2013/07/04,1420
2013/07/05,1466
2013/07/06,1464
2013/07/07,1469
2013/07/08,1479
2013/07/09,1519
2013/07/10,1563
2013/07/11,1598
2013/07/12,1617
2013/07/13,1651
2013/07/14,1647
2013/07/15,1658
2013/07/16,1698
2013/07/17,1748
2013/07/18,1780
2013/07/19,1795
2013/07/20,1767
2013/07/21,1737
2013/07/22,1754
2013/07/23,1792
2013/07/24,1801
2013/07/25,1799
2013/07/26,1809
2013/07/27,1768
2013/07/28,1750
2013/07/29,1742
2013/07/30,1772
2013/07/31,1764
2013/08/01,1788
2013/08/02,1780
2013/08/03,1755
2013/08/04,1712
2013/08/05,1702
2013/08/06,1675
2013/08/07,1651
2013/08/08,1616
2013/08/09,1581
2013/08/10,1532
2013/08/11,1492
2013/08/12,1489
2013/08/13,1535
2013/08/14,1591
2013/08/15,1572
2013/08/16,1561
2013/08/17,1568
2013/08/18,1552
2013/08/19,1549
2013/08/20,1546
2013/08/21,1586
2013/08/22,1567
2013/08/23,1567
2013/08/24,1540
2013/08/25,1527
2013/08/26,1517
2013/08/27,1522
2013/08/28,1512
2013/08/29,1747
2013/08/30,1743
2013/08/31,1782
2013/09/01,1817
2013/09/02,1839
2013/09/03,1877
2013/09/04,1902
2013/09/05,1900
2013/09/06,1873
2013/09/07,1850
2013/09/08,1802
2013/09/09,1825
2013/09/10,1804
2013/09/11,1821
2013/09/12,1811
2013/09/13,1812
2013/09/14,1804
2013/09/15,1750
2013/09/16,1743
2013/09/17,1705
2013/09/18,1704
2013/09/19,1700
2013/09/20,1685
2013/09/21,1639
2013/09/22,1603
2013/09/23,1612
2013/09/24,1620
2013/09/25,1629
2013/09/26,1618
2013/09/27,1620
2013/09/28,1607
2013/09/29,1607
2013/09/30,1640
2013/10/01,1684
2013/10/02,1717
2013/10/03,1718
2013/10/04,1728
2013/10/05,1697
2013/10/06,1667
2013/10/07,1682
2013/10/08,1702
2013/10/09,1735
2013/10/10,1733
2013/10/11,1751
2013/10/12,1755
2013/10/13,1761
2013/10/14,1786
2013/10/15,1822
2013/10/16,1887
2013/10/17,1935
2013/10/18,1966
2013/10/19,2027
2013/10/20,2054
2013/10/21,2118
2013/10/22,2208
2013/10/23,2321
2013/10/24,2382
2013/10/25,2781
2013/10/26,2789
2013/10/27,2768
2013/10/28,2768
2013/10/29,3033
2013/10/30,3058
2013/10/31,3040
2013/11/01,3053
2013/11/02,3096
2013/11/03,3138
2013/11/04,3271
2013/11/05,3412
2013/11/06,3489
2013/11/07,3660
2013/11/08,3815
2013/11/09,3957
2013/11/10,3999
2013/11/11,4039
2013/11/12,4227
2013/11/13,4454
2013/11/14,4633
2013/11/15,5498
2013/11/16,6085
2013/11/17,6447
2013/11/18,7066
2013/11/19,7655
2013/11/20,7985
2013/11/21,8772
2013/11/22,9692
2013/11/23,10235
2013/11/24,10864
2013/11/25,11292
2013/11/26,13269
2013/11/27,14652
2013/11/28,16066
2013/11/29,17177
2013/11/30,18102
2013/12/01,18488
2013/12/02,18733
2013/12/03,18787
2013/12/04,18977
2013/12/05,19201
2013/12/06,19171
2013/12/07,19774
2013/12/08,19927
2013/12/09,19913
2013/12/10,19530
2013/12/11,19343
2013/12/12,19057
2013/12/13,18758
2013/12/14,18223
2013/12/15,17505
2013/12/16,17862
2013/12/17,17686
2013/12/18,17368
2013/12/19,16940
2013/12/20,16393
2013/12/21,15878
2013/12/22,15402
2013/12/23,14788
2013/12/24,14308
2013/12/25,13854
2013/12/26,13291
2013/12/27,12774
2013/12/28,12375
2013/12/29,12172
2013/12/30,11954
2013/12/31,11562
2014/01/01,11302
2014/01/02,11098
2014/01/03,11028
2014/01/04,10848
2014/01/05,10943
2014/01/06,11043
2014/01/07,11104
2014/01/08,11028
2014/01/09,10822
2014/01/10,10640
2014/01/11,10340
2014/01/12,10090
2014/01/13,9920
2014/01/14,9930
2014/01/15,9764
2014/01/16,9673
2014/01/17,9410
2014/01/18,9139
2014/01/19,9156
2014/01/20,9212
2014/01/21,9059
2014/01/22,8852
2014/01/23,8674
2014/01/24,8671
2014/01/25,8531
2014/01/26,8344
2014/01/27,8479
2014/01/28,8380
2014/01/29,8214
2014/01/30,8088
2014/01/31,7872
2014/02/01,7752
2014/02/02,7684
2014/02/03,7583
2014/02/04,7644
2014/02/05,7730
2014/02/06,7682
2014/02/07,7760
2014/02/08,7658
2014/02/09,7554
2014/02/10,7576
2014/02/11,7535
2014/02/12,7455
2014/02/13,7343
2014/02/14,7242
2014/02/15,7438
2014/02/16,7382
2014/02/17,7238
2014/02/18,7069
2014/02/19,6854
2014/02/20,6689
2014/02/21,6506
2014/02/22,6308
2014/02/23,6135
2014/02/24,6102
