Date,activeaddresses30trx
2011/01/17,0.667
2011/01/18,0.692
2011/01/19,0.717
2011/01/20,0.738
2011/01/21,0.769
2011/01/22,0.814
2011/01/23,0.861
2011/01/24,0.912
2011/01/25,0.95
2011/01/26,0.979
2011/01/27,1.003
2011/01/28,1.023
2011/01/29,1.047
2011/01/30,1.102
2011/01/31,1.155
2011/02/01,1.199
2011/02/02,1.224
2011/02/03,1.229
2011/02/04,1.222
2011/02/05,1.206
2011/02/06,1.181
2011/02/07,1.148
2011/02/08,1.109
2011/02/09,1.08
2011/02/10,1.09
2011/02/11,1.145
2011/02/12,1.214
2011/02/13,1.29
2011/02/14,1.387
2011/02/15,1.484
2011/02/16,1.57
2011/02/17,1.653
2011/02/18,1.735
2011/02/19,1.799
2011/02/20,1.852
2011/02/21,1.897
2011/02/22,1.942
2011/02/23,1.985
2011/02/24,2.022
2011/02/25,2.049
2011/02/26,2.068
2011/02/27,2.082
2011/02/28,2.079
2011/03/01,2.097
2011/03/02,2.106
2011/03/03,2.125
2011/03/04,2.125
2011/03/05,2.115
2011/03/06,2.093
2011/03/07,2.062
2011/03/08,2.03
2011/03/09,1.99
2011/03/10,1.938
2011/03/11,1.879
2011/03/12,1.817
2011/03/13,1.749
2011/03/14,1.676
2011/03/15,1.606
2011/03/16,1.537
2011/03/17,1.47
2011/03/18,1.403
2011/03/19,1.338
2011/03/20,1.288
2011/03/21,1.254
2011/03/22,1.222
2011/03/23,1.224
2011/03/24,1.226
2011/03/25,1.226
2011/03/26,1.23
2011/03/27,1.235
2011/03/28,1.247
2011/03/29,1.257
2011/03/30,1.255
2011/03/31,1.248
2011/04/01,1.228
2011/04/02,1.198
2011/04/03,1.164
2011/04/04,1.134
2011/04/05,1.107
2011/04/06,1.076
2011/04/07,1.04
2011/04/08,1.002
2011/04/09,0.961
2011/04/10,0.918
2011/04/11,0.878
2011/04/12,0.844
2011/04/13,0.816
2011/04/14,0.805
2011/04/15,0.791
2011/04/16,0.786
2011/04/17,0.779
2011/04/18,0.779
2011/04/19,0.792
2011/04/20,0.807
2011/04/21,0.811
2011/04/22,0.81
2011/04/23,0.808
2011/04/24,0.804
2011/04/25,0.801
2011/04/26,0.807
2011/04/27,0.828
2011/04/28,0.852
2011/04/29,0.882
2011/04/30,0.925
2011/05/01,0.972
2011/05/02,1.012
2011/05/03,1.045
2011/05/04,1.073
2011/05/05,1.102
2011/05/06,1.128
2011/05/07,1.155
2011/05/08,1.175
2011/05/09,1.197
2011/05/10,1.216
2011/05/11,1.232
2011/05/12,1.245
2011/05/13,1.27
2011/05/14,1.299
2011/05/15,1.327
2011/05/16,1.372
2011/05/17,1.423
2011/05/18,1.49
2011/05/19,1.563
2011/05/20,1.634
2011/05/21,1.698
2011/05/22,1.754
2011/05/23,1.809
2011/05/24,1.866
2011/05/25,1.93
2011/05/26,1.995
2011/05/27,2.041
2011/05/28,2.074
2011/05/29,2.093
2011/05/30,2.107
2011/05/31,2.122
2011/06/01,2.135
2011/06/02,2.152
2011/06/03,2.18
2011/06/04,2.221
2011/06/05,2.263
2011/06/06,2.316
2011/06/07,2.366
2011/06/08,2.443
2011/06/09,2.533
2011/06/10,2.619
2011/06/11,2.698
2011/06/12,2.779
2011/06/13,2.852
2011/06/14,2.927
2011/06/15,2.994
2011/06/16,3.053
2011/06/17,3.094
2011/06/18,3.119
2011/06/19,3.133
2011/06/20,3.131
2011/06/21,3.113
2011/06/22,3.086
2011/06/23,3.044
2011/06/24,2.993
2011/06/25,2.929
2011/06/26,2.856
2011/06/27,2.792
2011/06/28,2.725
2011/06/29,2.652
2011/06/30,2.573
2011/07/01,2.504
2011/07/02,2.445
2011/07/03,2.376
2011/07/04,2.3
2011/07/05,2.221
2011/07/06,2.146
2011/07/07,2.066
2011/07/08,1.988
2011/07/09,1.907
2011/07/10,1.836
2011/07/11,1.767
2011/07/12,1.696
2011/07/13,1.631
2011/07/14,1.573
2011/07/15,1.514
2011/07/16,1.455
2011/07/17,1.396
2011/07/18,1.343
2011/07/19,1.291
2011/07/20,1.24
2011/07/21,1.192
2011/07/22,1.143
2011/07/23,1.091
2011/07/24,1.039
2011/07/25,0.992
2011/07/26,0.946
2011/07/27,0.9
2011/07/28,0.857
2011/07/29,0.813
2011/07/30,0.765
2011/07/31,0.72
2011/08/01,0.677
2011/08/02,0.634
2011/08/03,0.587
2011/08/04,0.538
2011/08/05,0.491
2011/08/06,0.444
2011/08/07,0.398
2011/08/08,0.358
2011/08/09,0.323
2011/08/10,0.287
2011/08/11,0.249
2011/08/12,0.209
2011/08/13,0.169
2011/08/14,0.134
2011/08/15,0.099
2011/08/16,0.067
2011/08/17,0.037
2011/08/18,0.01
2011/08/19,-0.013
2011/08/20,-0.034
2011/08/21,-0.05
2011/08/22,-0.061
2011/08/23,-0.068
2011/08/24,-0.075
2011/08/25,-0.078
2011/08/26,-0.082
2011/08/27,-0.086
2011/08/28,-0.094
2011/08/29,-0.103
2011/08/30,-0.116
2011/08/31,-0.132
2011/09/01,-0.15
2011/09/02,-0.17
2011/09/03,-0.195
2011/09/04,-0.219
2011/09/05,-0.241
2011/09/06,-0.261
2011/09/07,-0.281
2011/09/08,-0.302
2011/09/09,-0.32
2011/09/10,-0.339
2011/09/11,-0.359
2011/09/12,-0.378
2011/09/13,-0.398
2011/09/14,-0.418
2011/09/15,-0.439
2011/09/16,-0.459
2011/09/17,-0.482
2011/09/18,-0.504
2011/09/19,-0.523
2011/09/20,-0.532
2011/09/21,-0.538
2011/09/22,-0.541
2011/09/23,-0.539
2011/09/24,-0.533
2011/09/25,-0.524
2011/09/26,-0.514
2011/09/27,-0.503
2011/09/28,-0.496
2011/09/29,-0.495
2011/09/30,-0.497
2011/10/01,-0.503
2011/10/02,-0.513
2011/10/03,-0.524
2011/10/04,-0.535
2011/10/05,-0.547
2011/10/06,-0.558
2011/10/07,-0.568
2011/10/08,-0.58
2011/10/09,-0.593
2011/10/10,-0.605
2011/10/11,-0.617
2011/10/12,-0.627
2011/10/13,-0.638
2011/10/14,-0.647
2011/10/15,-0.655
2011/10/16,-0.663
2011/10/17,-0.669
2011/10/18,-0.676
2011/10/19,-0.682
2011/10/20,-0.69
2011/10/21,-0.697
2011/10/22,-0.705
2011/10/23,-0.71
2011/10/24,-0.711
2011/10/25,-0.712
2011/10/26,-0.711
2011/10/27,-0.712
2011/10/28,-0.712
2011/10/29,-0.71
2011/10/30,-0.71
2011/10/31,-0.709
2011/11/01,-0.706
2011/11/02,-0.702
2011/11/03,-0.696
2011/11/04,-0.683
2011/11/05,-0.67
2011/11/06,-0.658
2011/11/07,-0.647
2011/11/08,-0.633
2011/11/09,-0.617
2011/11/10,-0.599
2011/11/11,-0.583
2011/11/12,-0.568
2011/11/13,-0.555
2011/11/14,-0.54
2011/11/15,-0.522
2011/11/16,-0.506
2011/11/17,-0.491
2011/11/18,-0.477
2011/11/19,-0.469
2011/11/20,-0.463
2011/11/21,-0.461
2011/11/22,-0.459
2011/11/23,-0.459
2011/11/24,-0.459
2011/11/25,-0.459
2011/11/26,-0.462
2011/11/27,-0.465
2011/11/28,-0.466
2011/11/29,-0.46
2011/11/30,-0.448
2011/12/01,-0.432
2011/12/02,-0.415
2011/12/03,-0.398
2011/12/04,-0.383
2011/12/05,-0.368
2011/12/06,-0.348
2011/12/07,-0.328
2011/12/08,-0.308
2011/12/09,-0.29
2011/12/10,-0.276
2011/12/11,-0.263
2011/12/12,-0.254
2011/12/13,-0.246
2011/12/14,-0.239
2011/12/15,-0.238
2011/12/16,-0.239
2011/12/17,-0.243
2011/12/18,-0.251
2011/12/19,-0.255
2011/12/20,-0.254
2011/12/21,-0.253
2011/12/22,-0.251
2011/12/23,-0.249
2011/12/24,-0.25
2011/12/25,-0.25
2011/12/26,-0.249
2011/12/27,-0.248
2011/12/28,-0.248
2011/12/29,-0.248
2011/12/30,-0.251
2011/12/31,-0.254
2012/01/01,-0.256
2012/01/02,-0.256
2012/01/03,-0.253
2012/01/04,-0.247
2012/01/05,-0.234
2012/01/06,-0.215
2012/01/07,-0.196
2012/01/08,-0.173
2012/01/09,-0.146
2012/01/10,-0.116
2012/01/11,-0.079
2012/01/12,-0.045
2012/01/13,-0.012
2012/01/14,0.019
2012/01/15,0.047
2012/01/16,0.075
2012/01/17,0.1
2012/01/18,0.125
2012/01/19,0.149
2012/01/20,0.17
2012/01/21,0.187
2012/01/22,0.197
2012/01/23,0.203
2012/01/24,0.211
2012/01/25,0.223
2012/01/26,0.234
2012/01/27,0.244
2012/01/28,0.249
2012/01/29,0.254
2012/01/30,0.257
2012/01/31,0.261
2012/02/01,0.266
2012/02/02,0.273
2012/02/03,0.283
2012/02/04,0.295
2012/02/05,0.305
2012/02/06,0.311
2012/02/07,0.315
2012/02/08,0.317
2012/02/09,0.319
2012/02/10,0.323
2012/02/11,0.327
2012/02/12,0.327
2012/02/13,0.329
2012/02/14,0.337
2012/02/15,0.348
2012/02/16,0.362
2012/02/17,0.371
2012/02/18,0.375
2012/02/19,0.373
2012/02/20,0.368
2012/02/21,0.361
2012/02/22,0.356
2012/02/23,0.355
2012/02/24,0.354
2012/02/25,0.352
2012/02/26,0.344
2012/02/27,0.335
2012/02/28,0.328
2012/02/29,0.321
2012/03/01,0.315
2012/03/02,0.313
2012/03/03,0.304
2012/03/04,0.294
2012/03/05,0.286
2012/03/06,0.277
2012/03/07,0.268
2012/03/08,0.26
2012/03/09,0.253
2012/03/10,0.241
2012/03/11,0.224
2012/03/12,0.208
2012/03/13,0.196
2012/03/14,0.186
2012/03/15,0.177
2012/03/16,0.171
2012/03/17,0.166
2012/03/18,0.158
2012/03/19,0.151
2012/03/20,0.146
2012/03/21,0.142
2012/03/22,0.139
2012/03/23,0.134
2012/03/24,0.126
2012/03/25,0.118
2012/03/26,0.111
2012/03/27,0.105
2012/03/28,0.101
2012/03/29,0.1
2012/03/30,0.098
2012/03/31,0.094
2012/04/01,0.086
2012/04/02,0.077
2012/04/03,0.076
2012/04/04,0.077
2012/04/05,0.08
2012/04/06,0.083
2012/04/07,0.083
2012/04/08,0.08
2012/04/09,0.077
2012/04/10,0.078
2012/04/11,0.083
2012/04/12,0.093
2012/04/13,0.102
2012/04/14,0.111
2012/04/15,0.119
2012/04/16,0.131
2012/04/17,0.145
2012/04/18,0.162
2012/04/19,0.178
2012/04/20,0.196
2012/04/21,0.211
2012/04/22,0.218
2012/04/23,0.224
2012/04/24,0.23
2012/04/25,0.235
2012/04/26,0.242
2012/04/27,0.248
2012/04/28,0.251
2012/04/29,0.25
2012/04/30,0.253
2012/05/01,0.259
2012/05/02,0.268
2012/05/03,0.283
2012/05/04,0.303
2012/05/05,0.323
2012/05/06,0.345
2012/05/07,0.375
2012/05/08,0.408
2012/05/09,0.444
2012/05/10,0.474
2012/05/11,0.509
2012/05/12,0.541
2012/05/13,0.567
2012/05/14,0.606
2012/05/15,0.647
2012/05/16,0.685
2012/05/17,0.716
2012/05/18,0.746
2012/05/19,0.783
2012/05/20,0.822
2012/05/21,0.861
2012/05/22,0.897
2012/05/23,0.931
2012/05/24,0.961
2012/05/25,0.99
2012/05/26,1.011
2012/05/27,1.025
2012/05/28,1.038
2012/05/29,1.056
2012/05/30,1.07
2012/05/31,1.079
2012/06/01,1.084
2012/06/02,1.075
2012/06/03,1.067
2012/06/04,1.075
2012/06/05,1.095
2012/06/06,1.099
2012/06/07,1.107
2012/06/08,1.108
2012/06/09,1.106
2012/06/10,1.105
2012/06/11,1.102
2012/06/12,1.087
2012/06/13,1.09
2012/06/14,1.11
2012/06/15,1.142
2012/06/16,1.171
2012/06/17,1.197
2012/06/18,1.216
2012/06/19,1.228
2012/06/20,1.23
2012/06/21,1.22
2012/06/22,1.2
2012/06/23,1.173
2012/06/24,1.139
2012/06/25,1.106
2012/06/26,1.075
2012/06/27,1.049
2012/06/28,1.02
2012/06/29,0.991
2012/06/30,0.959
2012/07/01,0.925
2012/07/02,0.895
2012/07/03,0.865
2012/07/04,0.834
2012/07/05,0.798
2012/07/06,0.76
2012/07/07,0.722
2012/07/08,0.681
2012/07/09,0.642
2012/07/10,0.611
2012/07/11,0.583
2012/07/12,0.558
2012/07/13,0.532
2012/07/14,0.504
2012/07/15,0.476
2012/07/16,0.454
2012/07/17,0.439
2012/07/18,0.425
2012/07/19,0.414
2012/07/20,0.404
2012/07/21,0.396
2012/07/22,0.391
2012/07/23,0.393
2012/07/24,0.395
2012/07/25,0.393
2012/07/26,0.385
2012/07/27,0.375
2012/07/28,0.369
2012/07/29,0.363
2012/07/30,0.357
2012/07/31,0.371
2012/08/01,0.385
2012/08/02,0.4
2012/08/03,0.41
2012/08/04,0.417
2012/08/05,0.421
2012/08/06,0.427
2012/08/07,0.432
2012/08/08,0.447
2012/08/09,0.459
2012/08/10,0.467
2012/08/11,0.472
2012/08/12,0.474
2012/08/13,0.482
2012/08/14,0.49
2012/08/15,0.502
2012/08/16,0.528
2012/08/17,0.56
2012/08/18,0.591
2012/08/19,0.627
2012/08/20,0.658
2012/08/21,0.688
2012/08/22,0.715
2012/08/23,0.732
2012/08/24,0.744
2012/08/25,0.743
2012/08/26,0.732
2012/08/27,0.715
2012/08/28,0.693
2012/08/29,0.669
2012/08/30,0.638
2012/08/31,0.613
2012/09/01,0.591
2012/09/02,0.562
2012/09/03,0.529
2012/09/04,0.5
2012/09/05,0.472
2012/09/06,0.449
2012/09/07,0.429
2012/09/08,0.403
2012/09/09,0.377
2012/09/10,0.35
2012/09/11,0.328
2012/09/12,0.302
2012/09/13,0.274
2012/09/14,0.246
2012/09/15,0.214
2012/09/16,0.18
2012/09/17,0.144
2012/09/18,0.113
2012/09/19,0.088
2012/09/20,0.07
2012/09/21,0.055
2012/09/22,0.032
2012/09/23,0.006
2012/09/24,-0.021
2012/09/25,-0.04
2012/09/26,-0.051
2012/09/27,-0.057
2012/09/28,-0.056
2012/09/29,-0.055
2012/09/30,-0.058
2012/10/01,-0.061
2012/10/02,-0.055
2012/10/03,-0.042
2012/10/04,-0.023
2012/10/05,-0.005
2012/10/06,0.009
2012/10/07,0.023
2012/10/08,0.038
2012/10/09,0.059
2012/10/10,0.079
2012/10/11,0.096
2012/10/12,0.111
2012/10/13,0.121
2012/10/14,0.126
2012/10/15,0.133
2012/10/16,0.139
2012/10/17,0.144
2012/10/18,0.154
2012/10/19,0.163
2012/10/20,0.17
2012/10/21,0.172
2012/10/22,0.171
2012/10/23,0.17
2012/10/24,0.166
2012/10/25,0.161
2012/10/26,0.152
2012/10/27,0.135
2012/10/28,0.111
2012/10/29,0.086
2012/10/30,0.061
2012/10/31,0.033
2012/11/01,0.003
2012/11/02,-0.026
2012/11/03,-0.056
2012/11/04,-0.087
2012/11/05,-0.113
2012/11/06,-0.134
2012/11/07,-0.148
2012/11/08,-0.16
2012/11/09,-0.171
2012/11/10,-0.182
2012/11/11,-0.197
2012/11/12,-0.212
2012/11/13,-0.228
2012/11/14,-0.241
2012/11/15,-0.244
2012/11/16,-0.24
2012/11/17,-0.225
2012/11/18,-0.208
2012/11/19,-0.191
2012/11/20,-0.172
2012/11/21,-0.151
2012/11/22,-0.132
2012/11/23,-0.118
2012/11/24,-0.107
2012/11/25,-0.099
2012/11/26,-0.091
2012/11/27,-0.084
2012/11/28,-0.074
2012/11/29,-0.064
2012/11/30,-0.057
2012/12/01,-0.054
2012/12/02,-0.059
2012/12/03,-0.068
2012/12/04,-0.074
2012/12/05,-0.074
2012/12/06,-0.073
2012/12/07,-0.07
2012/12/08,-0.067
2012/12/09,-0.065
2012/12/10,-0.065
2012/12/11,-0.066
2012/12/12,-0.063
2012/12/13,-0.056
2012/12/14,-0.048
2012/12/15,-0.044
2012/12/16,-0.043
2012/12/17,-0.04
2012/12/18,-0.032
2012/12/19,-0.021
2012/12/20,-0.013
2012/12/21,-0.001
2012/12/22,0.02
2012/12/23,0.037
2012/12/24,0.051
2012/12/25,0.055
2012/12/26,0.058
2012/12/27,0.057
2012/12/28,0.057
2012/12/29,0.057
2012/12/30,0.061
2012/12/31,0.06
2013/01/01,0.057
2013/01/02,0.057
2013/01/03,0.063
2013/01/04,0.073
2013/01/05,0.09
2013/01/06,0.104
2013/01/07,0.124
2013/01/08,0.15
2013/01/09,0.18
2013/01/10,0.217
2013/01/11,0.258
2013/01/12,0.295
2013/01/13,0.332
2013/01/14,0.36
2013/01/15,0.39
2013/01/16,0.421
2013/01/17,0.453
2013/01/18,0.483
2013/01/19,0.506
2013/01/20,0.522
2013/01/21,0.53
2013/01/22,0.538
2013/01/23,0.54
2013/01/24,0.547
2013/01/25,0.55
2013/01/26,0.552
2013/01/27,0.551
2013/01/28,0.55
2013/01/29,0.55
2013/01/30,0.543
2013/01/31,0.533
2013/02/01,0.53
2013/02/02,0.528
2013/02/03,0.527
2013/02/04,0.528
2013/02/05,0.53
2013/02/06,0.53
2013/02/07,0.53
2013/02/08,0.532
2013/02/09,0.533
2013/02/10,0.533
2013/02/11,0.53
2013/02/12,0.523
2013/02/13,0.514
2013/02/14,0.503
2013/02/15,0.489
2013/02/16,0.471
2013/02/17,0.449
2013/02/18,0.425
2013/02/19,0.401
2013/02/20,0.377
2013/02/21,0.354
2013/02/22,0.334
2013/02/23,0.315
2013/02/24,0.297
2013/02/25,0.283
2013/02/26,0.272
2013/02/27,0.264
2013/02/28,0.258
2013/03/01,0.258
2013/03/02,0.254
2013/03/03,0.245
2013/03/04,0.237
2013/03/05,0.231
2013/03/06,0.233
2013/03/07,0.24
2013/03/08,0.246
2013/03/09,0.249
2013/03/10,0.252
2013/03/11,0.252
2013/03/12,0.253
2013/03/13,0.258
2013/03/14,0.263
2013/03/15,0.269
2013/03/16,0.271
2013/03/17,0.269
2013/03/18,0.268
2013/03/19,0.271
2013/03/20,0.276
2013/03/21,0.286
2013/03/22,0.301
2013/03/23,0.317
2013/03/24,0.334
2013/03/25,0.35
2013/03/26,0.368
2013/03/27,0.388
2013/03/28,0.42
2013/03/29,0.454
2013/03/30,0.488
2013/03/31,0.514
2013/04/01,0.538
2013/04/02,0.569
2013/04/03,0.611
2013/04/04,0.663
2013/04/05,0.716
2013/04/06,0.762
2013/04/07,0.803
2013/04/08,0.852
2013/04/09,0.904
2013/04/10,0.968
2013/04/11,1.035
2013/04/12,1.094
2013/04/13,1.135
2013/04/14,1.156
2013/04/15,1.174
2013/04/16,1.188
2013/04/17,1.2
2013/04/18,1.2
2013/04/19,1.2
2013/04/20,1.187
2013/04/21,1.161
2013/04/22,1.134
2013/04/23,1.108
2013/04/24,1.084
2013/04/25,1.059
2013/04/26,1.03
2013/04/27,0.997
2013/04/28,0.973
2013/04/29,0.947
2013/04/30,0.915
2013/05/01,0.881
2013/05/02,0.844
2013/05/03,0.807
2013/05/04,0.764
2013/05/05,0.718
2013/05/06,0.675
2013/05/07,0.643
2013/05/08,0.618
2013/05/09,0.59
2013/05/10,0.563
2013/05/11,0.534
2013/05/12,0.501
2013/05/13,0.469
2013/05/14,0.438
2013/05/15,0.409
2013/05/16,0.381
2013/05/17,0.353
2013/05/18,0.322
2013/05/19,0.287
2013/05/20,0.251
2013/05/21,0.22
2013/05/22,0.189
2013/05/23,0.161
2013/05/24,0.138
2013/05/25,0.113
2013/05/26,0.087
2013/05/27,0.062
2013/05/28,0.039
2013/05/29,0.018
2013/05/30,0
2013/05/31,-0.018
2013/06/01,-0.037
2013/06/02,-0.057
2013/06/03,-0.075
2013/06/04,-0.089
2013/06/05,-0.101
2013/06/06,-0.113
2013/06/07,-0.125
2013/06/08,-0.14
2013/06/09,-0.16
2013/06/10,-0.181
2013/06/11,-0.201
2013/06/12,-0.222
2013/06/13,-0.241
2013/06/14,-0.256
2013/06/15,-0.275
2013/06/16,-0.297
2013/06/17,-0.321
2013/06/18,-0.342
2013/06/19,-0.36
2013/06/20,-0.374
2013/06/21,-0.385
2013/06/22,-0.397
2013/06/23,-0.412
2013/06/24,-0.424
2013/06/25,-0.436
2013/06/26,-0.444
2013/06/27,-0.453
2013/06/28,-0.457
2013/06/29,-0.462
2013/06/30,-0.469
2013/07/01,-0.473
2013/07/02,-0.475
2013/07/03,-0.475
2013/07/04,-0.475
2013/07/05,-0.474
2013/07/06,-0.475
2013/07/07,-0.48
2013/07/08,-0.482
2013/07/09,-0.48
2013/07/10,-0.477
2013/07/11,-0.468
2013/07/12,-0.454
2013/07/13,-0.44
2013/07/14,-0.432
2013/07/15,-0.425
2013/07/16,-0.415
2013/07/17,-0.406
2013/07/18,-0.396
2013/07/19,-0.388
2013/07/20,-0.384
2013/07/21,-0.383
2013/07/22,-0.382
2013/07/23,-0.378
2013/07/24,-0.372
2013/07/25,-0.364
2013/07/26,-0.355
2013/07/27,-0.35
2013/07/28,-0.349
2013/07/29,-0.345
2013/07/30,-0.336
2013/07/31,-0.32
2013/08/01,-0.284
2013/08/02,-0.247
2013/08/03,-0.217
2013/08/04,-0.192
2013/08/05,-0.167
2013/08/06,-0.142
2013/08/07,-0.116
2013/08/08,-0.09
2013/08/09,-0.069
2013/08/10,-0.053
2013/08/11,-0.045
2013/08/12,-0.022
2013/08/13,0.001
2013/08/14,0.024
2013/08/15,0.047
2013/08/16,0.072
2013/08/17,0.09
2013/08/18,0.1
2013/08/19,0.111
2013/08/20,0.125
2013/08/21,0.142
2013/08/22,0.16
2013/08/23,0.18
2013/08/24,0.193
2013/08/25,0.201
2013/08/26,0.21
2013/08/27,0.225
2013/08/28,0.241
2013/08/29,0.254
2013/08/30,0.271
2013/08/31,0.289
2013/09/01,0.296
2013/09/02,0.296
2013/09/03,0.293
2013/09/04,0.291
2013/09/05,0.286
2013/09/06,0.28
2013/09/07,0.27
2013/09/08,0.253
2013/09/09,0.237
2013/09/10,0.223
2013/09/11,0.21
2013/09/12,0.199
2013/09/13,0.187
2013/09/14,0.169
2013/09/15,0.146
2013/09/16,0.125
2013/09/17,0.107
2013/09/18,0.095
2013/09/19,0.087
2013/09/20,0.082
2013/09/21,0.075
2013/09/22,0.066
2013/09/23,0.061
2013/09/24,0.059
2013/09/25,0.06
2013/09/26,0.063
2013/09/27,0.067
2013/09/28,0.068
2013/09/29,0.069
2013/09/30,0.072
2013/10/01,0.081
2013/10/02,0.1
2013/10/03,0.122
2013/10/04,0.14
2013/10/05,0.151
2013/10/06,0.155
2013/10/07,0.157
2013/10/08,0.159
2013/10/09,0.161
2013/10/10,0.164
2013/10/11,0.168
2013/10/12,0.167
2013/10/13,0.169
2013/10/14,0.173
2013/10/15,0.178
2013/10/16,0.188
2013/10/17,0.197
2013/10/18,0.207
2013/10/19,0.219
2013/10/20,0.226
2013/10/21,0.238
2013/10/22,0.257
2013/10/23,0.282
2013/10/24,0.313
2013/10/25,0.343
2013/10/26,0.363
2013/10/27,0.372
2013/10/28,0.378
2013/10/29,0.381
2013/10/30,0.387
2013/10/31,0.394
2013/11/01,0.398
2013/11/02,0.397
2013/11/03,0.393
2013/11/04,0.393
2013/11/05,0.402
2013/11/06,0.423
2013/11/07,0.452
2013/11/08,0.488
2013/11/09,0.528
2013/11/10,0.566
2013/11/11,0.601
2013/11/12,0.634
2013/11/13,0.666
2013/11/14,0.701
2013/11/15,0.731
2013/11/16,0.753
2013/11/17,0.769
2013/11/18,0.797
2013/11/19,0.848
2013/11/20,0.903
2013/11/21,0.966
2013/11/22,1.028
2013/11/23,1.082
2013/11/24,1.121
2013/11/25,1.152
2013/11/26,1.187
2013/11/27,1.23
2013/11/28,1.277
2013/11/29,1.324
2013/11/30,1.361
2013/12/01,1.39
2013/12/02,1.415
2013/12/03,1.434
2013/12/04,1.451
2013/12/05,1.464
2013/12/06,1.47
2013/12/07,1.465
2013/12/08,1.442
