Date,difficulty3mom
2011/03/03,0
2011/03/04,0
2011/03/05,0
2011/03/06,0
2011/03/07,0
2011/03/08,0
2011/03/09,7082
2011/03/10,20603
2011/03/11,20603
2011/03/12,13521
2011/03/13,0
2011/03/14,0
2011/03/15,0
2011/03/16,0
2011/03/17,0
2011/03/18,0
2011/03/19,0
2011/03/20,0
2011/03/21,0
2011/03/22,0
2011/03/23,0
2011/03/24,0
2011/03/25,-6589
2011/03/26,-7215
2011/03/27,-7215
2011/03/28,-625.564
2011/03/29,0
2011/03/30,0
2011/03/31,0
2011/04/01,0
2011/04/02,0
2011/04/03,0
2011/04/04,0
2011/04/05,964.691
2011/04/06,13368
2011/04/07,13368
2011/04/08,12403
2011/04/09,0
2011/04/10,0
2011/04/11,0
2011/04/12,0
2011/04/13,0
2011/04/14,0
2011/04/15,0
2011/04/16,0
2011/04/17,0
2011/04/18,7096
2011/04/19,10002
2011/04/20,10002
2011/04/21,2906
2011/04/22,0
2011/04/23,0
2011/04/24,0
2011/04/25,0
2011/04/26,0
2011/04/27,0
2011/04/28,0
2011/04/29,0
2011/04/30,15306
2011/05/01,17323
2011/05/02,17323
2011/05/03,2016
2011/05/04,0
2011/05/05,0
2011/05/06,0
2011/05/07,0
2011/05/08,0
2011/05/09,5793
2011/05/10,47746
2011/05/11,47746
2011/05/12,41953
2011/05/13,0
2011/05/14,0
2011/05/15,0
2011/05/16,0
2011/05/17,0
2011/05/18,5117
2011/05/19,86696
2011/05/20,86696
2011/05/21,81579
2011/05/22,0
2011/05/23,0
2011/05/24,0
2011/05/25,0
2011/05/26,33513
2011/05/27,190765
2011/05/28,190765
2011/05/29,157252
2011/05/30,0
2011/05/31,0
2011/06/01,0
2011/06/02,0
2011/06/03,0
2011/06/04,0
2011/06/05,0
2011/06/06,49434
2011/06/07,132392
2011/06/08,132392
2011/06/09,82958
2011/06/10,0
2011/06/11,0
2011/06/12,0
2011/06/13,0
2011/06/14,0
2011/06/15,120988
2011/06/16,309685
2011/06/17,309685
2011/06/18,188697
2011/06/19,0
2011/06/20,0
2011/06/21,0
2011/06/22,0
2011/06/23,0
2011/06/24,190664
2011/06/25,502238
2011/06/26,502238
2011/06/27,311573
2011/06/28,0
2011/06/29,0
2011/06/30,0
2011/07/01,0
2011/07/02,0
2011/07/03,0
2011/07/04,0
2011/07/05,0
2011/07/06,26931
2011/07/07,183836
2011/07/08,183836
2011/07/09,156904
2011/07/10,0
2011/07/11,0
2011/07/12,0
2011/07/13,0
2011/07/14,0
2011/07/15,0
2011/07/16,0
2011/07/17,0
2011/07/18,0
2011/07/19,20711
2011/07/20,127868
2011/07/21,127868
2011/07/22,107157
2011/07/23,0
2011/07/24,0
2011/07/25,0
2011/07/26,0
2011/07/27,0
2011/07/28,0
2011/07/29,0
2011/07/30,0
2011/07/31,0
2011/08/01,116336
2011/08/02,197891
2011/08/03,197891
2011/08/04,81555
2011/08/05,0
2011/08/06,0
2011/08/07,0
2011/08/08,0
2011/08/09,0
2011/08/10,0
2011/08/11,0
2011/08/12,0
2011/08/13,0
2011/08/14,0
2011/08/15,-1288
2011/08/16,-83086
2011/08/17,-83086
2011/08/18,-81798
2011/08/19,0
2011/08/20,0
2011/08/21,0
2011/08/22,0
2011/08/23,0
2011/08/24,0
2011/08/25,0
2011/08/26,0
2011/08/27,0
2011/08/28,0
2011/08/29,0
2011/08/30,-22571
2011/08/31,-27926
2011/09/01,-27926
2011/09/02,-5356
2011/09/03,0
2011/09/04,0
2011/09/05,0
2011/09/06,0
2011/09/07,0
2011/09/08,0
2011/09/09,0
2011/09/10,0
2011/09/11,0
2011/09/12,0
2011/09/13,-12591
2011/09/14,-22349
2011/09/15,-22349
2011/09/16,-9758
2011/09/17,0
2011/09/18,0
2011/09/19,0
2011/09/20,0
2011/09/21,0
2011/09/22,0
2011/09/23,0
2011/09/24,0
2011/09/25,0
2011/09/26,0
2011/09/27,-1988
2011/09/28,-66091
2011/09/29,-66091
2011/09/30,-64103
2011/10/01,0
2011/10/02,0
2011/10/03,0
2011/10/04,0
2011/10/05,0
2011/10/06,0
2011/10/07,0
2011/10/08,0
2011/10/09,0
2011/10/10,0
2011/10/11,0
2011/10/12,0
2011/10/13,0
2011/10/14,-210002
2011/10/15,-221139
2011/10/16,-221139
2011/10/17,-11136
2011/10/18,0
2011/10/19,0
2011/10/20,0
2011/10/21,0
2011/10/22,0
2011/10/23,0
2011/10/24,0
2011/10/25,0
2011/10/26,0
2011/10/27,0
2011/10/28,0
2011/10/29,0
2011/10/30,0
2011/10/31,-232400
2011/11/01,-264734
2011/11/02,-264734
2011/11/03,-32334
2011/11/04,0
2011/11/05,0
2011/11/06,0
2011/11/07,0
2011/11/08,0
2011/11/09,0
2011/11/10,0
2011/11/11,0
2011/11/12,0
2011/11/13,0
2011/11/14,-7437
2011/11/15,-10964
2011/11/16,-10964
2011/11/17,-3527
2011/11/18,0
2011/11/19,0
2011/11/20,0
2011/11/21,0
2011/11/22,0
2011/11/23,0
2011/11/24,0
2011/11/25,0
2011/11/26,0
2011/11/27,0
2011/11/28,0
2011/11/29,-42778
2011/11/30,-101782
2011/12/01,-101782
2011/12/02,-59004
2011/12/03,0
2011/12/04,0
2011/12/05,0
2011/12/06,0
2011/12/07,0
2011/12/08,0
2011/12/09,0
2011/12/10,0
2011/12/11,0
2011/12/12,10636
2011/12/13,64323
2011/12/14,64323
2011/12/15,53687
2011/12/16,0
2011/12/17,0
2011/12/18,0
2011/12/19,0
2011/12/20,0
2011/12/21,0
2011/12/22,0
2011/12/23,0
2011/12/24,0
2011/12/25,0
2011/12/26,1161
2011/12/27,4891
2011/12/28,4891
2011/12/29,3731
2011/12/30,0
2011/12/31,0
2012/01/01,0
2012/01/02,0
2012/01/03,0
2012/01/04,0
2012/01/05,0
2012/01/06,0
2012/01/07,0
2012/01/08,18946
2012/01/09,90828
2012/01/10,90828
2012/01/11,71882
2012/01/12,0
2012/01/13,0
2012/01/14,0
2012/01/15,0
2012/01/16,0
2012/01/17,0
2012/01/18,0
2012/01/19,0
2012/01/20,0
2012/01/21,0
2012/01/22,48174
2012/01/23,56971
2012/01/24,56971
2012/01/25,8797
2012/01/26,0
2012/01/27,0
2012/01/28,0
2012/01/29,0
2012/01/30,0
2012/01/31,0
2012/02/01,0
2012/02/02,0
2012/02/03,0
2012/02/04,38479
2012/02/05,71919
2012/02/06,71919
2012/02/07,33440
2012/02/08,0
2012/02/09,0
2012/02/10,0
2012/02/11,0
2012/02/12,0
2012/02/13,0
2012/02/14,0
2012/02/15,0
2012/02/16,0
2012/02/17,0
2012/02/18,-1937
2012/02/19,-3345
2012/02/20,-3345
2012/02/21,-1408
2012/02/22,0
2012/02/23,0
2012/02/24,0
2012/02/25,0
2012/02/26,0
2012/02/27,0
2012/02/28,0
2012/02/29,0
2012/03/01,0
2012/03/02,69344
2012/03/03,120676
2012/03/04,120676
2012/03/05,51332
2012/03/06,0
2012/03/07,0
2012/03/08,0
2012/03/09,0
2012/03/10,0
2012/03/11,0
2012/03/12,0
2012/03/13,0
2012/03/14,0
2012/03/15,0
2012/03/16,920.177
2012/03/17,1316
2012/03/18,1316
2012/03/19,395.59
2012/03/20,0
2012/03/21,0
2012/03/22,0
2012/03/23,0
2012/03/24,0
2012/03/25,0
2012/03/26,0
2012/03/27,0
2012/03/28,0
2012/03/29,95512
2012/03/30,128259
2012/03/31,128259
2012/04/01,32747
2012/04/02,0
2012/04/03,0
2012/04/04,0
2012/04/05,0
2012/04/06,0
2012/04/07,0
2012/04/08,0
2012/04/09,0
2012/04/10,0
2012/04/11,0
2012/04/12,-13022
2012/04/13,-48640
2012/04/14,-48640
2012/04/15,-35618
2012/04/16,0
2012/04/17,0
2012/04/18,0
2012/04/19,0
2012/04/20,0
2012/04/21,0
2012/04/22,0
2012/04/23,0
2012/04/24,0
2012/04/25,0
2012/04/26,0
2012/04/27,-49810
2012/04/28,-69324
2012/04/29,-69324
2012/04/30,-19513
2012/05/01,0
2012/05/02,0
2012/05/03,0
2012/05/04,0
2012/05/05,0
2012/05/06,0
2012/05/07,0
2012/05/08,0
2012/05/09,97425
2012/05/10,224618
2012/05/11,224618
2012/05/12,127193
2012/05/13,0
2012/05/14,0
2012/05/15,0
2012/05/16,0
2012/05/17,0
2012/05/18,0
2012/05/19,0
2012/05/20,0
2012/05/21,0
2012/05/22,0
2012/05/23,0
2012/05/24,-34112
2012/05/25,-142133
2012/05/26,-142133
2012/05/27,-108021
2012/05/28,0
2012/05/29,0
2012/05/30,0
2012/05/31,0
2012/06/01,0
2012/06/02,0
2012/06/03,0
2012/06/04,0
2012/06/05,0
2012/06/06,0
2012/06/07,-1818
2012/06/08,-7897
2012/06/09,-7897
2012/06/10,-6079
2012/06/11,0
2012/06/12,0
2012/06/13,0
2012/06/14,0
2012/06/15,0
2012/06/16,0
2012/06/17,0
2012/06/18,0
2012/06/19,0
2012/06/20,41533
2012/06/21,143389
2012/06/22,143389
2012/06/23,101855
2012/06/24,0
2012/06/25,0
2012/06/26,0
2012/06/27,0
2012/06/28,0
2012/06/29,0
2012/06/30,0
2012/07/01,0
2012/07/02,0
2012/07/03,0
2012/07/04,13274
2012/07/05,24888
2012/07/06,24888
2012/07/07,11614
2012/07/08,0
2012/07/09,0
2012/07/10,0
2012/07/11,0
2012/07/12,0
2012/07/13,0
2012/07/14,0
2012/07/15,0
2012/07/16,0
2012/07/17,43435
2012/07/18,114937
2012/07/19,114937
2012/07/20,71501
2012/07/21,0
2012/07/22,0
2012/07/23,0
2012/07/24,0
2012/07/25,0
2012/07/26,0
2012/07/27,0
2012/07/28,0
2012/07/29,0
2012/07/30,84172
2012/07/31,170280
2012/08/01,170280
2012/08/02,86107
2012/08/03,0
2012/08/04,0
2012/08/05,0
2012/08/06,0
2012/08/07,0
2012/08/08,0
2012/08/09,0
2012/08/10,0
2012/08/11,0
2012/08/12,77582
2012/08/13,154195
2012/08/14,154195
2012/08/15,76613
2012/08/16,0
2012/08/17,0
2012/08/18,0
2012/08/19,0
2012/08/20,0
2012/08/21,0
2012/08/22,0
2012/08/23,0
2012/08/24,0
2012/08/25,229867
2012/08/26,249777
2012/08/27,249777
2012/08/28,19910
2012/08/29,0
2012/08/30,0
2012/08/31,0
2012/09/01,0
2012/09/02,0
2012/09/03,0
2012/09/04,0
2012/09/05,0
2012/09/06,50385
2012/09/07,253405
2012/09/08,253405
2012/09/09,203021
2012/09/10,0
2012/09/11,0
2012/09/12,0
2012/09/13,0
2012/09/14,0
2012/09/15,0
2012/09/16,0
2012/09/17,0
2012/09/18,0
2012/09/19,15682
2012/09/20,170093
2012/09/21,170093
2012/09/22,154410
2012/09/23,0
2012/09/24,0
2012/09/25,0
2012/09/26,0
2012/09/27,0
2012/09/28,0
2012/09/29,0
2012/09/30,0
2012/10/01,0
2012/10/02,0
2012/10/03,173300
2012/10/04,190487
2012/10/05,190487
2012/10/06,17187
2012/10/07,0
2012/10/08,0
2012/10/09,0
2012/10/10,0
2012/10/11,0
2012/10/12,0
2012/10/13,0
2012/10/14,0
2012/10/15,0
2012/10/16,799.093
2012/10/17,17694
2012/10/18,17694
2012/10/19,16895
2012/10/20,0
2012/10/21,0
2012/10/22,0
2012/10/23,0
2012/10/24,0
2012/10/25,0
2012/10/26,0
2012/10/27,0
2012/10/28,0
2012/10/29,0
2012/10/30,232035
2012/10/31,232035
2012/11/01,232035
2012/11/02,0
2012/11/03,0
2012/11/04,0
2012/11/05,0
2012/11/06,0
2012/11/07,0
2012/11/08,0
2012/11/09,0
2012/11/10,0
2012/11/11,0
2012/11/12,17079
2012/11/13,64411
2012/11/14,64411
2012/11/15,47332
2012/11/16,0
2012/11/17,0
2012/11/18,0
2012/11/19,0
2012/11/20,0
2012/11/21,0
2012/11/22,0
2012/11/23,0
2012/11/24,0
2012/11/25,0
2012/11/26,33507
2012/11/27,70142
2012/11/28,70142
2012/11/29,36635
2012/11/30,0
2012/12/01,0
2012/12/02,0
2012/12/03,0
2012/12/04,0
2012/12/05,0
2012/12/06,0
2012/12/07,0
2012/12/08,0
2012/12/09,0
2012/12/10,-16341
2012/12/11,-68727
2012/12/12,-68727
2012/12/13,-52386
2012/12/14,0
2012/12/15,0
2012/12/16,0
2012/12/17,0
2012/12/18,0
2012/12/19,0
2012/12/20,0
2012/12/21,0
2012/12/22,0
2012/12/23,0
2012/12/24,0
2012/12/25,0
2012/12/26,-187665
2012/12/27,-390545
2012/12/28,-390545
2012/12/29,-202881
2012/12/30,0
2012/12/31,0
2013/01/01,0
2013/01/02,0
2013/01/03,0
2013/01/04,0
2013/01/05,0
2013/01/06,0
2013/01/07,0
2013/01/08,138001
2013/01/09,269913
2013/01/10,269913
2013/01/11,131912
2013/01/12,0
2013/01/13,0
2013/01/14,0
2013/01/15,0
2013/01/16,0
2013/01/17,0
2013/01/18,0
2013/01/19,0
2013/01/20,0
2013/01/21,0
2013/01/22,0
2013/01/23,-62394
2013/01/24,-280774
2013/01/25,-280774
2013/01/26,-218380
2013/01/27,0
2013/01/28,0
2013/01/29,0
2013/01/30,0
2013/01/31,0
2013/02/01,0
2013/02/02,0
2013/02/03,0
2013/02/04,0
2013/02/05,146917
2013/02/06,306689
2013/02/07,306689
2013/02/08,159772
2013/02/09,0
2013/02/10,0
2013/02/11,0
2013/02/12,0
2013/02/13,0
2013/02/14,0
2013/02/15,0
2013/02/16,0
2013/02/17,0
2013/02/18,363884
2013/02/19,375547
2013/02/20,375547
2013/02/21,11663
2013/02/22,0
2013/02/23,0
2013/02/24,0
2013/02/25,0
2013/02/26,0
2013/02/27,0
2013/02/28,0
2013/03/01,193365
2013/03/02,716864
2013/03/03,716864
2013/03/04,523500
2013/03/05,0
2013/03/06,0
2013/03/07,0
2013/03/08,0
2013/03/09,0
2013/03/10,0
2013/03/11,0
2013/03/12,0
2013/03/13,0
2013/03/14,297512
2013/03/15,479771
2013/03/16,479771
2013/03/17,182259
2013/03/18,0
2013/03/19,0
2013/03/20,0
2013/03/21,0
2013/03/22,0
2013/03/23,0
2013/03/24,733404
2013/03/25,1848179
2013/03/26,1848179
2013/03/27,1114775
2013/03/28,0
2013/03/29,0
2013/03/30,0
2013/03/31,0
2013/04/01,0
2013/04/02,0
2013/04/03,0
2013/04/04,0
2013/04/05,309232
2013/04/06,977174
2013/04/07,977174
2013/04/08,667941
2013/04/09,0
2013/04/10,0
2013/04/11,0
2013/04/12,0
2013/04/13,0
2013/04/14,0
2013/04/15,0
2013/04/16,0
2013/04/17,365276
2013/04/18,1301296
2013/04/19,1301296
2013/04/20,936020
2013/04/21,0
2013/04/22,0
2013/04/23,0
2013/04/24,0
2013/04/25,0
2013/04/26,0
2013/04/27,0
2013/04/28,0
2013/04/29,0
2013/04/30,880118
2013/05/01,1101997
2013/05/02,1101997
2013/05/03,221879
2013/05/04,0
2013/05/05,0
2013/05/06,0
2013/05/07,0
2013/05/08,0
2013/05/09,0
2013/05/10,0
2013/05/11,0
2013/05/12,224838
2013/05/13,1110965
2013/05/14,1110965
2013/05/15,886127
2013/05/16,0
2013/05/17,0
2013/05/18,0
2013/05/19,0
2013/05/20,0
2013/05/21,0
2013/05/22,0
2013/05/23,0
2013/05/24,0
2013/05/25,263497
2013/05/26,966154
2013/05/27,966154
2013/05/28,702658
2013/05/29,0
2013/05/30,0
2013/05/31,0
2013/06/01,0
2013/06/02,0
2013/06/03,0
2013/06/04,0
2013/06/05,1313345
2013/06/06,3452221
2013/06/07,3452221
2013/06/08,2138876
2013/06/09,0
2013/06/10,0
2013/06/11,0
2013/06/12,0
2013/06/13,0
2013/06/14,0
2013/06/15,0
2013/06/16,343090
2013/06/17,3733626
2013/06/18,3733626
2013/06/19,3390536
2013/06/20,0
2013/06/21,0
2013/06/22,0
2013/06/23,0
2013/06/24,0
2013/06/25,0
2013/06/26,0
2013/06/27,0
2013/06/28,0
2013/06/29,838586
2013/06/30,1996071
2013/07/01,1996071
2013/07/02,1157485
2013/07/03,0
2013/07/04,0
2013/07/05,0
2013/07/06,0
2013/07/07,0
2013/07/08,0
2013/07/09,0
2013/07/10,0
2013/07/11,4772058
2013/07/12,4827547
2013/07/13,4827547
2013/07/14,55489
2013/07/15,0
2013/07/16,0
2013/07/17,0
2013/07/18,0
2013/07/19,0
2013/07/20,0
2013/07/21,0
2013/07/22,1018817
2013/07/23,5094085
2013/07/24,5094085
2013/07/25,4075268
2013/07/26,0
2013/07/27,0
2013/07/28,0
2013/07/29,0
2013/07/30,0
2013/07/31,0
2013/08/01,0
2013/08/02,0
2013/08/03,2887438
2013/08/04,6135805
2013/08/05,6135805
2013/08/06,3248368
2013/08/07,0
2013/08/08,0
2013/08/09,0
2013/08/10,0
2013/08/11,0
2013/08/12,0
2013/08/13,2419562
2013/08/14,13417573
2013/08/15,13417573
2013/08/16,10998011
2013/08/17,0
2013/08/18,0
2013/08/19,0
2013/08/20,0
2013/08/21,0
2013/08/22,0
2013/08/23,0
2013/08/24,5306458
2013/08/25,14939721
2013/08/26,14939721
2013/08/27,9633263
2013/08/28,0
2013/08/29,0
2013/08/30,0
2013/08/31,0
2013/09/01,0
2013/09/02,0
2013/09/03,0
2013/09/04,15984686
2013/09/05,21182958
2013/09/06,21182958
2013/09/07,5198272
2013/09/08,0
2013/09/09,0
2013/09/10,0
2013/09/11,0
2013/09/12,0
2013/09/13,0
2013/09/14,235739
2013/09/15,25695531
2013/09/16,25695531
2013/09/17,25459792
2013/09/18,0
2013/09/19,0
2013/09/20,0
2013/09/21,0
2013/09/22,0
2013/09/23,0
2013/09/24,0
2013/09/25,13176208
2013/09/26,36190651
2013/09/27,36190651
2013/09/28,23014443
2013/09/29,0
2013/09/30,0
2013/10/01,0
2013/10/02,0
2013/10/03,0
2013/10/04,0
2013/10/05,0
2013/10/06,15309965
2013/10/07,40462049
2013/10/08,40462049
2013/10/09,25152085
2013/10/10,0
2013/10/11,0
2013/10/12,0
2013/10/13,0
2013/10/14,0
2013/10/15,0
2013/10/16,30632857
2013/10/17,78450000
2013/10/18,78450000
2013/10/19,47817143
2013/10/20,0
2013/10/21,0
2013/10/22,0
2013/10/23,0
2013/10/24,0
2013/10/25,0
2013/10/26,105597890
2013/10/27,123197538
2013/10/28,123197538
2013/10/29,17599648
2013/10/30,0
2013/10/31,0
2013/11/01,0
2013/11/02,0
2013/11/03,0
2013/11/04,0
2013/11/05,21379480
2013/11/06,120000950
2013/11/07,120000950
2013/11/08,98621471
2013/11/09,0
2013/11/10,0
2013/11/11,0
2013/11/12,0
2013/11/13,0
2013/11/14,0
2013/11/15,0
2013/11/16,0
2013/11/17,31791272
2013/11/18,98552942
2013/11/19,98552942
2013/11/20,66761670
2013/11/21,0
2013/11/22,0
2013/11/23,0
2013/11/24,0
2013/11/25,0
2013/11/26,0
2013/11/27,0
2013/11/28,0
2013/11/29,24905934
2013/11/30,97925603
2013/12/01,97925603
2013/12/02,73019669
2013/12/03,0
2013/12/04,0
2013/12/05,0
2013/12/06,0
2013/12/07,0
2013/12/08,0
2013/12/09,0
2013/12/10,68027436
2013/12/11,200942579
2013/12/12,200942579
2013/12/13,132915144
2013/12/14,0
2013/12/15,0
2013/12/16,0
2013/12/17,0
2013/12/18,0
2013/12/19,0
2013/12/20,0
2013/12/21,159141610
2013/12/22,272572333
2013/12/23,272572333
2013/12/24,113430722
2013/12/25,0
2013/12/26,0
2013/12/27,0
2013/12/28,0
2013/12/29,0
2013/12/30,0
2013/12/31,0
2014/01/01,0
2014/01/02,225148443
2014/01/03,237558200
2014/01/04,237558200
2014/01/05,12409757
2014/01/06,0
2014/01/07,0
2014/01/08,0
2014/01/09,0
2014/01/10,0
2014/01/11,0
2014/01/12,0
2014/01/13,311782893
2014/01/14,371065556
2014/01/15,371065556
2014/01/16,59282663
2014/01/17,0
2014/01/18,0
2014/01/19,0
2014/01/20,0
2014/01/21,0
2014/01/22,0
2014/01/23,0
2014/01/24,151880239
2014/01/25,404300919
2014/01/26,404300919
2014/01/27,252420680
2014/01/28,0
2014/01/29,0
2014/01/30,0
2014/01/31,0
2014/02/01,0
2014/02/02,0
2014/02/03,0
2014/02/04,0
2014/02/05,274857803
2014/02/06,427556583
2014/02/07,427556583
2014/02/08,152698780
2014/02/09,0
2014/02/10,0
2014/02/11,0
2014/02/12,0
2014/02/13,0
2014/02/14,0
2014/02/15,0
2014/02/16,0
2014/02/17,501611706
2014/02/18,508168721
2014/02/19,508168721
2014/02/20,6557016
2014/02/21,0
2014/02/22,0
2014/02/23,0
2014/02/24,0
2014/02/25,0
2014/02/26,0
2014/02/27,0
2014/02/28,310852769
2014/03/01,686150624
2014/03/02,686150624
2014/03/03,375297855
2014/03/04,0
2014/03/05,0
2014/03/06,0
2014/03/07,0
2014/03/08,0
2014/03/09,0
2014/03/10,0
2014/03/11,0
2014/03/12,0
2014/03/13,402309371
2014/03/14,434494121
2014/03/15,434494121
2014/03/16,32184750
2014/03/17,0
2014/03/18,0
2014/03/19,0
2014/03/20,0
2014/03/21,0
2014/03/22,0
2014/03/23,0
2014/03/24,20123475
2014/03/25,756642669
2014/03/26,756642669
2014/03/27,736519194
2014/03/28,0
2014/03/29,0
2014/03/30,0
2014/03/31,0
2014/04/01,0
2014/04/02,0
2014/04/03,0
2014/04/04,0
2014/04/05,553178757
2014/04/06,1112865500
2014/04/07,1112865500
2014/04/08,559686743
2014/04/09,0
2014/04/10,0
2014/04/11,0
2014/04/12,0
2014/04/13,0
2014/04/14,0
2014/04/15,0
2014/04/16,0
2014/04/17,208424728
2014/04/18,859116560
2014/04/19,859116560
2014/04/20,650691833
2014/04/21,0
2014/04/22,0
2014/04/23,0
2014/04/24,0
2014/04/25,0
2014/04/26,0
2014/04/27,0
2014/04/28,0
2014/04/29,47814245
2014/04/30,1022029486
2014/05/01,1022029486
2014/05/02,974215241
2014/05/03,0
2014/05/04,0
2014/05/05,0
2014/05/06,0
2014/05/07,0
2014/05/08,0
2014/05/09,0
2014/05/10,0
2014/05/11,0
2014/05/12,358692366
2014/05/13,852544173
2014/05/14,852544173
2014/05/15,493851808
2014/05/16,0
2014/05/17,0
2014/05/18,0
2014/05/19,0
2014/05/20,0
2014/05/21,0
2014/05/22,0
2014/05/23,0
2014/05/24,759533633
2014/05/25,1602303829
2014/05/26,1602303829
2014/05/27,842770196
2014/05/28,0
2014/05/29,0
2014/05/30,0
2014/05/31,0
2014/06/01,0
2014/06/02,0
2014/06/03,0
2014/06/04,0
2014/06/05,128371557
2014/06/06,1300831778
2014/06/07,1300831778
2014/06/08,1172460221
2014/06/09,0
2014/06/10,0
2014/06/11,0
2014/06/12,0
2014/06/13,0
2014/06/14,0
2014/06/15,0
2014/06/16,0
2014/06/17,0
2014/06/18,1414491733
2014/06/19,1706028198
2014/06/20,1706028198
2014/06/21,291536464
2014/06/22,0
2014/06/23,0
2014/06/24,0
2014/06/25,0
2014/06/26,0
2014/06/27,0
2014/06/28,0
2014/06/29,1966503666
2014/06/30,3355881257
2014/07/01,3355881257
2014/07/02,1389377590
2014/07/03,0
2014/07/04,0
2014/07/05,0
2014/07/06,0
2014/07/07,0
2014/07/08,0
2014/07/09,0
2014/07/10,0
2014/07/11,0
2014/07/12,16492217
2014/07/13,517855607
2014/07/14,517855607
2014/07/15,501363391
2014/07/16,0
2014/07/17,0
2014/07/18,0
2014/07/19,0
2014/07/20,0
2014/07/21,0
2014/07/22,0
