Date,activeaddresses3rsi
2010/07/17,34.08
2010/07/18,36.102
2010/07/19,37.502
2010/07/20,36.079
2010/07/21,33.295
2010/07/22,26.623
2010/07/23,31.797
2010/07/24,57.967
2010/07/25,86.676
2010/07/26,48.58
2010/07/27,36.136
2010/07/28,33.465
2010/07/29,28.679
2010/07/30,34.012
2010/07/31,27.873
2010/08/01,47.1
2010/08/02,48.102
2010/08/03,78.45
2010/08/04,48.598
2010/08/05,57.403
2010/08/06,37.556
2010/08/07,27.71
2010/08/08,40.843
2010/08/09,66.296
2010/08/10,40.787
2010/08/11,55.836
2010/08/12,39.348
2010/08/13,69.259
2010/08/14,38.825
2010/08/15,29.406
2010/08/16,63.136
2010/08/17,40.107
2010/08/18,58.882
2010/08/19,38.767
2010/08/20,55.379
2010/08/21,43.264
2010/08/22,50.608
2010/08/23,59.657
2010/08/24,54.926
2010/08/25,31.325
2010/08/26,60.565
2010/08/27,36.773
2010/08/28,43.246
2010/08/29,25.42
2010/08/30,53.263
2010/08/31,75.393
2010/09/01,52.397
2010/09/02,43.319
2010/09/03,36.518
2010/09/04,28.791
2010/09/05,56.267
2010/09/06,46.092
2010/09/07,25.723
2010/09/08,60.313
2010/09/09,52.332
2010/09/10,59.358
2010/09/11,31.501
2010/09/12,75.641
2010/09/13,76.22
2010/09/14,59.783
2010/09/15,59.075
2010/09/16,66.015
2010/09/17,92.476
2010/09/18,35.301
2010/09/19,45.789
2010/09/20,52.229
2010/09/21,82.849
2010/09/22,62.151
2010/09/23,62.935
2010/09/24,35.91
2010/09/25,38.84
2010/09/26,21.948
2010/09/27,74.71
2010/09/28,84.901
2010/09/29,49.817
2010/09/30,29.428
2010/10/01,42.584
2010/10/02,39.08
2010/10/03,32.597
2010/10/04,50.419
2010/10/05,38.334
2010/10/06,37.045
2010/10/07,31.153
2010/10/08,63.381
2010/10/09,50.045
2010/10/10,30.585
2010/10/11,33.045
2010/10/12,39.114
2010/10/13,82.79
2010/10/14,39.013
2010/10/15,34.103
2010/10/16,70.761
2010/10/17,49.515
2010/10/18,66.008
2010/10/19,84.252
2010/10/20,60.485
2010/10/21,44.624
2010/10/22,42.671
2010/10/23,30.285
2010/10/24,33.659
2010/10/25,23.227
2010/10/26,49.995
2010/10/27,76.758
2010/10/28,55.597
2010/10/29,36.547
2010/10/30,22.182
2010/10/31,17.447
2010/11/01,24.403
2010/11/02,14.332
2010/11/03,43.514
2010/11/04,50.682
2010/11/05,78.699
2010/11/06,41.568
2010/11/07,54.291
2010/11/08,88.745
2010/11/09,40.624
2010/11/10,40.78
2010/11/11,38.259
2010/11/12,30.149
2010/11/13,44.987
2010/11/14,70.007
2010/11/15,96.431
2010/11/16,69.383
2010/11/17,33.075
2010/11/18,32.665
2010/11/19,32.926
2010/11/20,38.597
2010/11/21,37.727
2010/11/22,32.129
2010/11/23,35.959
2010/11/24,62.601
2010/11/25,56.651
2010/11/26,75.874
2010/11/27,40.461
2010/11/28,33.259
2010/11/29,53.862
2010/11/30,43.233
2010/12/01,70.07
2010/12/02,41.832
2010/12/03,48.995
2010/12/04,34.824
2010/12/05,31.744
2010/12/06,40.76
2010/12/07,80.722
2010/12/08,50.681
2010/12/09,43.735
2010/12/10,27.307
2010/12/11,67.385
2010/12/12,73.619
2010/12/13,87.523
2010/12/14,46.454
2010/12/15,43.5
2010/12/16,34.816
2010/12/17,26.042
2010/12/18,35.866
2010/12/19,63.123
2010/12/20,81.869
2010/12/21,46.505
2010/12/22,55.816
2010/12/23,39.465
2010/12/24,28.553
2010/12/25,54.166
2010/12/26,48.592
2010/12/27,62.205
2010/12/28,44.748
2010/12/29,38.807
2010/12/30,59.281
2010/12/31,30.261
2011/01/01,58.514
2011/01/02,53.768
2011/01/03,82.379
2011/01/04,44.384
2011/01/05,72.176
2011/01/06,44.694
2011/01/07,51.492
2011/01/08,66.178
2011/01/09,55.77
2011/01/10,61.254
2011/01/11,72.247
2011/01/12,34.911
2011/01/13,69.886
2011/01/14,59.953
2011/01/15,41.544
2011/01/16,54.467
2011/01/17,35.211
2011/01/18,45.638
2011/01/19,62.714
2011/01/20,46.941
2011/01/21,82.972
2011/01/22,88.241
2011/01/23,57.306
2011/01/24,65.872
2011/01/25,26.733
2011/01/26,39.197
2011/01/27,45.773
2011/01/28,50.231
2011/01/29,78.266
2011/01/30,93.696
2011/01/31,48.787
2011/02/01,39.592
2011/02/02,28.591
2011/02/03,23.452
2011/02/04,40.775
2011/02/05,42.07
2011/02/06,33.112
2011/02/07,33.911
2011/02/08,40.137
2011/02/09,85.817
2011/02/10,95.982
2011/02/11,97.424
2011/02/12,56.82
2011/02/13,55.648
2011/02/14,74.997
2011/02/15,48.584
2011/02/16,36.812
2011/02/17,55.908
2011/02/18,60.029
2011/02/19,32.18
2011/02/20,46.891
2011/02/21,53.007
2011/02/22,73.031
2011/02/23,73.616
2011/02/24,59.679
2011/02/25,37.179
2011/02/26,53.77
2011/02/27,58.902
2011/02/28,20.055
2011/03/01,82.398
2011/03/02,45.989
2011/03/03,64.633
2011/03/04,37.658
2011/03/05,44.717
2011/03/06,38.825
2011/03/07,42.425
2011/03/08,59.87
2011/03/09,40.472
2011/03/10,27.44
2011/03/11,36.304
2011/03/12,48.959
2011/03/13,31.606
2011/03/14,32.348
2011/03/15,64.919
2011/03/16,52.324
2011/03/17,57.775
2011/03/18,41.841
2011/03/19,53.804
2011/03/20,92.021
2011/03/21,93.339
2011/03/22,47.517
2011/03/23,86.182
2011/03/24,45.087
2011/03/25,42.416
2011/03/26,54.595
2011/03/27,53.16
2011/03/28,66.475
2011/03/29,43.838
2011/03/30,25.178
2011/03/31,43.326
2011/04/01,26.351
2011/04/02,27.56
2011/04/03,45.008
2011/04/04,74.016
2011/04/05,59.189
2011/04/06,41.719
2011/04/07,28.816
2011/04/08,42.414
2011/04/09,40.662
2011/04/10,34.285
2011/04/11,70.941
2011/04/12,79.434
2011/04/13,86.777
2011/04/14,95.631
2011/04/15,39.65
2011/04/16,62.042
2011/04/17,42.362
2011/04/18,62.947
2011/04/19,72.824
2011/04/20,49.354
2011/04/21,29.481
2011/04/22,35.339
2011/04/23,54.672
2011/04/24,46.259
2011/04/25,60.044
2011/04/26,79.922
2011/04/27,89.615
2011/04/28,53.209
2011/04/29,62.65
2011/04/30,79.38
2011/05/01,60.235
2011/05/02,33.184
2011/05/03,35.019
2011/05/04,46.32
2011/05/05,66.166
2011/05/06,55.747
2011/05/07,68.668
2011/05/08,36.09
2011/05/09,67.129
2011/05/10,53.698
2011/05/11,50.657
2011/05/12,57.201
2011/05/13,89.483
2011/05/14,72.026
2011/05/15,51.282
2011/05/16,85.091
2011/05/17,61.484
2011/05/18,78.575
2011/05/19,62.536
2011/05/20,55.365
2011/05/21,40.776
2011/05/22,42.479
2011/05/23,69.32
2011/05/24,80.923
2011/05/25,88.874
2011/05/26,85.534
2011/05/27,25.151
2011/05/28,39.593
2011/05/29,34.268
2011/05/30,61.471
2011/05/31,74.614
2011/06/01,72.747
2011/06/02,85.566
2011/06/03,92.97
2011/06/04,95.427
2011/06/05,63.232
2011/06/06,81.688
2011/06/07,55.004
2011/06/08,85.227
2011/06/09,75.814
2011/06/10,56.413
2011/06/11,52.857
2011/06/12,74.099
2011/06/13,59.229
2011/06/14,79.527
2011/06/15,55.969
2011/06/16,65.149
2011/06/17,39.166
2011/06/18,39.945
2011/06/19,60.488
2011/06/20,38.75
2011/06/21,30.081
2011/06/22,56.702
2011/06/23,31.969
2011/06/24,44.704
2011/06/25,24.026
2011/06/26,38.958
2011/06/27,80.53
2011/06/28,49.936
2011/06/29,39.444
2011/06/30,34.325
2011/07/01,73.778
2011/07/02,79.335
2011/07/03,30.818
2011/07/04,38.26
2011/07/05,37.074
2011/07/06,61.802
2011/07/07,37.511
2011/07/08,49.998
2011/07/09,37.548
2011/07/10,71.502
2011/07/11,51.367
2011/07/12,36.309
2011/07/13,61.337
2011/07/14,68.77
2011/07/15,39.02
2011/07/16,36.954
2011/07/17,44.197
2011/07/18,70.479
2011/07/19,42.542
2011/07/20,51.982
2011/07/21,46.716
2011/07/22,35.111
2011/07/23,17.845
2011/07/24,40.565
2011/07/25,72.65
2011/07/26,43.215
2011/07/27,40.54
2011/07/28,64.172
2011/07/29,33.671
2011/07/30,22.801
2011/07/31,58.524
2011/08/01,55.198
2011/08/02,37.785
2011/08/03,21.486
2011/08/04,29.219
2011/08/05,57.767
2011/08/06,44.294
2011/08/07,42.315
2011/08/08,79.328
2011/08/09,65.982
2011/08/10,32.337
2011/08/11,25.374
2011/08/12,20.062
2011/08/13,48.599
2011/08/14,67.958
2011/08/15,43.67
2011/08/16,60.206
2011/08/17,52.068
2011/08/18,56.448
2011/08/19,74.146
2011/08/20,51.555
2011/08/21,71.196
2011/08/22,84.678
2011/08/23,48.997
2011/08/24,42.889
2011/08/25,56.918
2011/08/26,35.786
2011/08/27,28.865
2011/08/28,14.309
2011/08/29,24.29
2011/08/30,15.458
2011/08/31,12.85
2011/09/01,12.567
2011/09/02,7.613
2011/09/03,3.639
2011/09/04,61.016
2011/09/05,67.653
2011/09/06,72.882
2011/09/07,38.603
2011/09/08,28.19
2011/09/09,65.962
2011/09/10,37.677
2011/09/11,33.5
2011/09/12,52.197
2011/09/13,32.364
2011/09/14,31.579
2011/09/15,47.909
2011/09/16,32.304
2011/09/17,18.111
2011/09/18,47.721
2011/09/19,70.09
2011/09/20,90.668
2011/09/21,53.272
2011/09/22,50.205
2011/09/23,67.65
2011/09/24,60.394
2011/09/25,57.181
2011/09/26,35.731
2011/09/27,52.556
2011/09/28,17.014
2011/09/29,14.23
2011/09/30,26.867
2011/10/01,23.272
2011/10/02,15.552
2011/10/03,54.642
2011/10/04,53.732
2011/10/05,50.033
2011/10/06,67.992
2011/10/07,46.06
2011/10/08,24.653
2011/10/09,21.946
2011/10/10,56.63
2011/10/11,64.663
2011/10/12,58.814
2011/10/13,19.645
2011/10/14,67.888
2011/10/15,47.333
2011/10/16,34.243
2011/10/17,62.7
2011/10/18,40.475
2011/10/19,44.344
2011/10/20,27.956
2011/10/21,47.023
2011/10/22,48.299
2011/10/23,69.422
2011/10/24,78.254
2011/10/25,52.215
2011/10/26,37.581
2011/10/27,23.057
2011/10/28,55.579
2011/10/29,59.031
2011/10/30,29.026
2011/10/31,46.299
2011/11/01,62.67
2011/11/02,69.248
2011/11/03,69.091
2011/11/04,92.39
2011/11/05,46.87
2011/11/06,28.888
2011/11/07,46.289
2011/11/08,60.681
2011/11/09,67.796
2011/11/10,68.097
2011/11/11,27.582
2011/11/12,28.684
2011/11/13,40.595
2011/11/14,68.487
2011/11/15,75.159
2011/11/16,43.845
2011/11/17,27.526
2011/11/18,35.912
2011/11/19,12.841
2011/11/20,43.734
2011/11/21,29.055
2011/11/22,53.686
2011/11/23,53.848
2011/11/24,40.696
2011/11/25,60.134
2011/11/26,31.138
2011/11/27,44.5
2011/11/28,74.452
2011/11/29,85.485
2011/11/30,89.564
2011/12/01,57.41
2011/12/02,45.279
2011/12/03,37.334
2011/12/04,24.061
2011/12/05,54.043
2011/12/06,77.739
2011/12/07,42.401
2011/12/08,56.876
2011/12/09,32.544
2011/12/10,35.573
2011/12/11,40.137
2011/12/12,27.934
2011/12/13,47.253
2011/12/14,46.95
2011/12/15,16.354
2011/12/16,35.908
2011/12/17,28.92
2011/12/18,23.381
2011/12/19,77.496
2011/12/20,83.471
2011/12/21,47.93
2011/12/22,50.567
2011/12/23,52.295
2011/12/24,22.238
2011/12/25,54.802
2011/12/26,60.747
2011/12/27,49.536
2011/12/28,30.833
2011/12/29,47.236
2011/12/30,30.746
2011/12/31,43.735
2012/01/01,61.424
2012/01/02,72.343
2012/01/03,86.884
2012/01/04,60.766
2012/01/05,86.803
2012/01/06,74.684
2012/01/07,45.111
2012/01/08,63.371
2012/01/09,65.689
2012/01/10,79.85
2012/01/11,86.05
2012/01/12,33.137
2012/01/13,43.46
2012/01/14,44.871
2012/01/15,28.782
2012/01/16,58.159
2012/01/17,45.497
2012/01/18,56.526
2012/01/19,64.678
2012/01/20,37.64
2012/01/21,25.664
2012/01/22,10.212
2012/01/23,49.317
2012/01/24,68.716
2012/01/25,79.814
2012/01/26,47.179
2012/01/27,47.085
2012/01/28,29.564
2012/01/29,54.274
2012/01/30,40.272
2012/01/31,69.014
2012/02/01,56.456
2012/02/02,70.442
2012/02/03,75.184
2012/02/04,68.169
2012/02/05,32.507
2012/02/06,21.641
2012/02/07,44.966
2012/02/08,42.319
2012/02/09,59.014
2012/02/10,79.72
2012/02/11,48.173
2012/02/12,29.803
2012/02/13,66.059
2012/02/14,81.196
2012/02/15,67.733
2012/02/16,76.094
2012/02/17,26.062
2012/02/18,30.402
2012/02/19,21.827
2012/02/20,42.189
2012/02/21,50.171
2012/02/22,71.698
2012/02/23,81.419
2012/02/24,57.231
2012/02/25,36.163
2012/02/26,20.749
2012/02/27,48.996
2012/02/28,65.436
2012/02/29,50.276
2012/03/01,61.044
2012/03/02,76.842
2012/03/03,24.967
2012/03/04,49.233
2012/03/05,59.116
2012/03/06,48.949
2012/03/07,47.618
2012/03/08,57.081
2012/03/09,59.151
2012/03/10,17.994
2012/03/11,16.556
2012/03/12,54.901
2012/03/13,77.3
2012/03/14,64.824
2012/03/15,46.418
2012/03/16,63.059
2012/03/17,59.034
2012/03/18,25.581
2012/03/19,54.368
2012/03/20,60.83
2012/03/21,64.605
2012/03/22,49.284
2012/03/23,24.241
2012/03/24,20.808
2012/03/25,37.93
2012/03/26,70.881
2012/03/27,61.9
2012/03/28,75.073
2012/03/29,84.061
2012/03/30,35.408
2012/03/31,24.769
2012/04/01,15.611
2012/04/02,56.055
2012/04/03,81.035
2012/04/04,55.432
2012/04/05,52.054
2012/04/06,50.994
2012/04/07,26.127
2012/04/08,23.247
2012/04/09,52.411
2012/04/10,75.906
2012/04/11,82.121
2012/04/12,84.307
2012/04/13,33.706
2012/04/14,54.777
2012/04/15,40.959
2012/04/16,70.04
2012/04/17,61.196
2012/04/18,69.642
2012/04/19,42.736
2012/04/20,63.535
2012/04/21,30.899
2012/04/22,21.904
2012/04/23,49.63
2012/04/24,56.41
2012/04/25,58.17
2012/04/26,77.238
2012/04/27,43.289
2012/04/28,30.63
2012/04/29,31.169
2012/04/30,73.994
2012/05/01,79.663
2012/05/02,80.805
2012/05/03,89.498
2012/05/04,92.131
2012/05/05,41.44
2012/05/06,65.069
2012/05/07,82.164
2012/05/08,58.832
2012/05/09,66.724
2012/05/10,30.056
2012/05/11,66.205
2012/05/12,45.371
2012/05/13,35.311
2012/05/14,77.729
2012/05/15,53.939
2012/05/16,47.24
2012/05/17,35.218
2012/05/18,55.67
2012/05/19,74.191
2012/05/20,59.945
2012/05/21,64.035
2012/05/22,41.756
2012/05/23,57.978
2012/05/24,44.32
2012/05/25,62.032
2012/05/26,30.391
2012/05/27,37.323
2012/05/28,64.47
2012/05/29,81.499
2012/05/30,43.355
2012/05/31,42.638
2012/06/01,48.661
2012/06/02,15.881
2012/06/03,61.219
2012/06/04,79.802
2012/06/05,76.805
2012/06/06,30.008
2012/06/07,56.537
2012/06/08,41.552
2012/06/09,50.585
2012/06/10,57.491
2012/06/11,51.703
2012/06/12,24.345
2012/06/13,74.98
2012/06/14,77.775
2012/06/15,75.351
2012/06/16,41.523
2012/06/17,41.56
2012/06/18,35.173
2012/06/19,27.681
2012/06/20,18.339
2012/06/21,13.152
2012/06/22,12.177
2012/06/23,29.007
2012/06/24,19.458
2012/06/25,68.293
2012/06/26,76.266
2012/06/27,84.962
2012/06/28,39.9
2012/06/29,42.664
2012/06/30,35.203
2012/07/01,33.505
2012/07/02,73.858
2012/07/03,54.638
2012/07/04,33.455
2012/07/05,19.627
2012/07/06,35.088
2012/07/07,50.896
2012/07/08,30.027
2012/07/09,62.932
2012/07/10,79.019
2012/07/11,64.243
2012/07/12,54.104
2012/07/13,33.691
2012/07/14,26.142
2012/07/15,33.528
2012/07/16,77.762
2012/07/17,85.55
2012/07/18,44.875
2012/07/19,55.587
2012/07/20,54.09
2012/07/21,48.58
2012/07/22,73.729
2012/07/23,84.266
2012/07/24,49.364
