Date,sentinusdUSD
2020/08/31,7926544413
2020/09/01,7556864439
2020/09/02,7929588868
2020/09/03,7878571517
2020/09/04,8661103516
2020/09/05,4971436775
2020/09/06,3586889914
2020/09/07,5812466099
2020/09/08,5551269667
2020/09/09,5428378313
2020/09/10,5593053181
2020/09/11,6005836607
2020/09/12,3738902414
2020/09/13,3710835424
2020/09/14,5809751394
2020/09/15,6357192084
2020/09/16,6278179732
2020/09/17,5928512720
2020/09/18,6139617978
2020/09/19,3979291881
2020/09/20,3434692620
2020/09/21,5674123482
2020/09/22,6682513117
2020/09/23,7069671114
2020/09/24,7318143431
2020/09/25,6750477762
2020/09/26,3547974482
2020/09/27,3631114901
2020/09/28,5794975848
2020/09/29,6707071102
2020/09/30,6755979347
2020/10/01,6401126953
2020/10/02,8497470206
2020/10/03,4343373411
2020/10/04,3459190399
2020/10/05,5734342579
2020/10/06,5907062536
2020/10/07,6860207882
2020/10/08,6597943824
2020/10/09,7401990414
2020/10/10,5917124140
2020/10/11,4583836591
2020/10/12,6691586372
2020/10/13,6685258233
2020/10/14,5778563530
2020/10/15,6489377159
2020/10/16,6194040510
2020/10/17,3568242635
2020/10/18,3197952267
2020/10/19,7390778839
2020/10/20,6798592538
2020/10/21,8630623548
2020/10/22,9779640956
2020/10/23,8646038586
2020/10/24,5923420663
2020/10/25,5110145132
2020/10/26,7712799912
2020/10/27,7936846168
2020/10/28,9470942671
2020/10/29,7923941008
2020/10/30,7649947178
2020/10/31,6402113604
2020/11/01,5403808271
2020/11/02,8607186228
2020/11/03,13553195441
2020/11/04,8406253200
2020/11/05,12288570660
2020/11/06,11539413325
2020/11/07,6855705714
2020/11/08,6383336693
2020/11/09,9488496136
2020/11/10,9414597967
2020/11/11,8967999115
2020/11/12,9930069844
2020/11/13,9069822066
2020/11/14,5647692359
2020/11/15,5459464416
2020/11/16,8226066162
2020/11/17,10392720740
2020/11/18,12948023005
2020/11/19,9215651017
2020/11/20,12577029912
2020/11/21,7633641191
2020/11/22,6327345356
2020/11/23,9191218601
2020/11/24,12088771430
2020/11/25,11340560324
2020/11/26,12892276106
2020/11/27,11370646114
2020/11/28,5974034884
2020/11/29,7491720717
2020/11/30,12185203005
2020/12/01,15106382639
2020/12/02,9838858258
2020/12/03,9270887982
2020/12/04,11372176004
2020/12/05,6152729636
2020/12/06,5949622087
2020/12/07,8955966221
2020/12/08,9796034440
2020/12/09,9513894981
2020/12/10,12285573570
2020/12/11,8979084112
2020/12/12,7763168500
2020/12/13,8925961352
2020/12/14,10048459011
2020/12/15,11559439205
2020/12/16,15795410015
2020/12/17,19003195284
2020/12/18,19646389426
2020/12/19,10417708175
2020/12/20,8458459195
2020/12/21,13503724973
2020/12/22,17047842782
2020/12/23,16942030061
2020/12/24,12593707842
2020/12/25,8972824867
2020/12/26,11060680731
2020/12/27,14853295006
2020/12/28,18788416695
2020/12/29,18964680930
2020/12/30,20423990747
2020/12/31,19012516943
2021/01/01,14730352267
2021/01/02,20788944466
2021/01/03,18878146248
2021/01/04,24056848569
2021/01/05,21742333420
2021/01/06,25977572456
2021/01/07,33644558472
2021/01/08,33439833803
2021/01/09,20525212677
2021/01/10,20454697047
2021/01/11,25502235431
2021/01/12,23249270039
2021/01/13,20852571143
2021/01/14,27632840556
2021/01/15,26292418050
2021/01/16,15752925068
2021/01/17,13337911168
2021/01/18,17849641308
2021/01/19,25379289187
2021/01/20,24578795885
2021/01/21,20737066031
2021/01/22,17562720817
2021/01/23,11480671801
2021/01/24,8595271481
2021/01/25,15671387458
2021/01/26,16064540125
2021/01/27,20577713225
2021/01/28,19448788528
2021/01/29,31502730286
2021/01/30,15771521578
2021/01/31,14459034441
2021/02/01,18988744231
2021/02/02,18554069093
2021/02/03,18490772355
2021/02/04,24720193595
2021/02/05,24110806493
2021/02/06,18457318530
2021/02/07,16301716630
2021/02/08,31259263497
2021/02/09,39944679612
2021/02/10,28974203615
2021/02/11,26557293013
2021/02/12,27085894527
2021/02/13,15577045957
2021/02/14,15572294315
2021/02/15,21479953401
2021/02/16,24884132144
2021/02/17,29619088434
2021/02/18,29726617496
2021/02/19,35518331149
2021/02/20,28636615639
2021/02/21,29842416283
2021/02/22,33115033455
2021/02/23,40592103789
2021/02/24,33197678290
2021/02/25,45680184010
2021/02/26,30923804102
2021/02/27,17142819150
2021/02/28,15384925519
2021/03/01,23676243023
2021/03/02,26661090088
2021/03/03,26822591540
2021/03/04,24341165061
2021/03/05,26415045684
2021/03/06,14460254085
2021/03/07,16737731974
2021/03/08,27037379011
2021/03/09,29962413984
2021/03/10,28894685618
2021/03/11,30327009188
2021/03/12,30382121950
2021/03/13,26945740122
2021/03/14,23602464257
2021/03/15,33369754964
2021/03/16,31435863105
2021/03/17,25799457635
2021/03/18,26842688639
2021/03/19,25479542219
2021/03/20,19001728770
2021/03/21,17533683606
2021/03/22,28248075312
2021/03/23,37921490830
2021/03/24,33574543475
2021/03/25,42386358281
2021/03/26,31902997837
2021/03/27,20326318231
2021/03/28,18020695813
2021/03/29,30355000226
2021/03/30,27082239353
2021/03/31,30294388402
2021/04/01,32626194402
2021/04/02,30385803529
2021/04/03,21242591514
2021/04/04,15740704522
2021/04/05,31203908995
2021/04/06,44551728737
2021/04/07,33924614678
2021/04/08,34178632541
2021/04/09,33237308602
2021/04/10,29236257341
2021/04/11,19458041566
2021/04/12,37306131169
2021/04/13,45229571000
2021/04/14,49629168041
2021/04/15,36809487178
2021/04/16,52037999764
2021/04/17,21792593371
2021/04/18,42645634219
2021/04/19,29892429385
2021/04/20,67407460741
2021/04/21,66373161965
2021/04/22,61007747833
2021/04/23,59597772214
2021/04/24,31002971914
2021/04/25,28949335984
2021/04/26,50940323283
2021/04/27,66849336208
2021/04/28,46167808612
2021/04/29,36995112855
2021/04/30,30112861243
2021/05/01,16102325162
2021/05/02,12275331888
2021/05/03,33410008177
2021/05/04,34437152560
2021/05/05,35491127512
2021/05/06,32123009753
2021/05/07,42781516993
2021/05/08,24933917376
2021/05/09,23667105476
2021/05/10,35571721390
2021/05/11,28925341353
2021/05/12,40783825308
2021/05/13,68020393129
2021/05/14,56772901814
2021/05/15,44905588095
2021/05/16,34764586378
2021/05/17,55293559731
2021/05/18,34543986323
2021/05/19,53956072578
2021/05/20,58855007137
2021/05/21,46344046178
2021/05/22,33337657665
2021/05/23,36241334696
2021/05/24,47477048251
2021/05/25,46177233761
2021/05/26,50828242455
2021/05/27,42353576022
2021/05/28,73389096918
2021/05/29,50144374631
2021/05/30,20802851482
2021/05/31,18327950776
2021/06/01,15832474023
2021/06/02,15231918123
2021/06/03,16302020460
2021/06/04,14145960603
2021/06/05,11924103613
2021/06/06,35879034159
2021/06/07,44824530505
2021/06/08,53003807246
2021/06/09,21102438297
2021/06/10,16990772897
2021/06/11,15568015426
2021/06/12,9713889061
2021/06/13,9346095980
2021/06/14,18206157982
2021/06/15,23952675828
2021/06/16,23588807629
2021/06/17,20214651724
2021/06/18,18973472658
2021/06/19,11482251400
2021/06/20,10990052410
2021/06/21,21036373250
2021/06/22,24660356338
2021/06/23,21319509002
2021/06/24,21994140039
2021/06/25,32555007021
2021/06/26,25062597251
2021/06/27,13797785546
2021/06/28,18763855073
2021/06/29,19715504596
2021/06/30,18186919492
2021/07/01,17750818544
2021/07/02,19384762039
2021/07/03,14008134344
2021/07/04,16911631191
2021/07/05,11573468700
2021/07/06,13142508309
2021/07/07,14520960137
2021/07/08,14185080053
2021/07/09,11977635901
2021/07/10,11207445474
2021/07/11,8296909419
2021/07/12,13988662044
2021/07/13,12192358830
2021/07/14,11986762432
2021/07/15,16363800845
2021/07/16,12231055118
2021/07/17,15303994562
2021/07/18,7945136415
2021/07/19,11001232041
2021/07/20,12601597123
2021/07/21,14264112899
2021/07/22,10648872815
2021/07/23,10287516807
2021/07/24,7584319588
2021/07/25,7835218282
2021/07/26,24605521087
2021/07/27,21887177113
2021/07/28,45988099702
2021/07/29,22401730826
2021/07/30,20108147405
2021/07/31,12064269201
2021/08/01,69691989237
2021/08/02,38315782047
2021/08/03,26167556495
2021/08/04,28799684315
2021/08/05,19990546354
2021/08/06,29649779169
2021/08/07,11388119961
2021/08/08,13029681500
2021/08/09,28959854958
2021/08/10,17864382694
2021/08/11,18586507731
2021/08/12,15096873420
2021/08/13,16937459456
2021/08/14,11714262228
2021/08/15,18282906930
2021/08/16,15351397427
2021/08/17,11975769171
2021/08/18,17202829312
2021/08/19,13822705375
2021/08/20,24954340027
2021/08/21,23747076314
2021/08/22,11541042360
2021/08/23,53191547551
2021/08/24,52668878665
2021/08/25,57502348789
2021/08/26,93194817121
2021/08/27,99323061969
2021/08/28,88194000258
2021/08/29,92452918146
2021/08/30,94315934373
2021/08/31,84037004561
2021/09/01,73339775137
2021/09/02,68472593809
2021/09/03,45522396608
2021/09/04,29366649872
2021/09/05,20520727741
2021/09/06,25801513390
2021/09/07,31197370917
2021/09/08,21799790371
2021/09/09,18905117937
2021/09/10,317114882209
2021/09/11,117161100874
2021/09/12,70037972763
2021/09/13,317786398177
2021/09/14,383329472546
2021/09/15,48228727220
2021/09/16,42137524406
2021/09/17,29613757834
2021/09/18,19832657077
2021/09/19,13134873924
2021/09/20,54875525317
2021/09/21,50975222329
2021/09/22,48034404061
2021/09/23,43363899218
2021/09/24,46515226552
2021/09/25,32338096218
2021/09/26,51290055495
2021/09/27,55281858402
2021/09/28,52751939970
2021/09/29,52740494241
2021/09/30,58294415358
2021/10/01,57910957229
2021/10/02,33703839651
2021/10/03,32562883256
2021/10/04,40121196189
2021/10/05,46661223262
2021/10/06,69913145473
2021/10/07,56964946871
2021/10/08,48716310647
2021/10/09,25740876807
2021/10/10,25148017848
2021/10/11,61029879355
2021/10/12,47064176288
2021/10/13,34729840593
2021/10/14,44916567805
2021/10/15,60998131685
2021/10/16,35224050514
2021/10/17,24613296116
2021/10/18,37832253744
2021/10/19,43213382811
2021/10/20,49837645916
2021/10/21,52811558197
2021/10/22,43690100338
2021/10/23,23279428057
2021/10/24,25383491149
2021/10/25,42547507862
2021/10/26,55311928405
2021/10/27,43990432728
2021/10/28,43142224715
2021/10/29,44485523031
2021/10/30,25703984273
2021/10/31,24045166744
2021/11/01,41539945386
2021/11/02,45216344245
2021/11/03,45407406462
2021/11/04,42555538384
2021/11/05,39912984478
2021/11/06,23128232613
2021/11/07,19335536476
2021/11/08,69673974848
2021/11/09,52357347404
2021/11/10,42941419697
2021/11/11,41747080599
2021/11/12,46481131975
2021/11/13,23769823004
2021/11/14,24526830315
2021/11/15,50929879359
2021/11/16,91151619473
2021/11/17,80681808603
2021/11/18,63638641827
2021/11/19,53544805999
2021/11/20,31949323098
2021/11/21,19316487199
2021/11/22,45135932723
2021/11/23,58759053100
2021/11/24,88877369427
2021/11/25,110487479066
2021/11/26,95852975754
2021/11/27,32568865779
2021/11/28,21426456561
2021/11/29,53588226615
2021/11/30,75230737020
2021/12/01,69601863241
2021/12/02,57555066246
2021/12/03,47501113911
2021/12/04,81409741728
2021/12/05,45476087775
2021/12/06,70921283160
2021/12/07,52721786628
2021/12/08,39050953883
2021/12/09,33029726377
2021/12/10,34483010704
2021/12/11,19519493098
2021/12/12,11482872519
2021/12/13,29701422063
