Date,sentinusdUSD
2014/01/29,351767800
2014/01/30,401487269
2014/01/31,307264741
2014/02/01,352460442
2014/02/02,387378074
2014/02/03,359766585
2014/02/04,595435944
2014/02/05,533942498
2014/02/06,499217339
2014/02/07,578584750
2014/02/08,368705584
2014/02/09,307560864
2014/02/10,494928377
2014/02/11,431187996
2014/02/12,359781506
2014/02/13,343689715
2014/02/14,370047079
2014/02/15,543021301
2014/02/16,367078795
2014/02/17,294949372
2014/02/18,278880086
2014/02/19,251590904
2014/02/20,307476071
2014/02/21,269586809
2014/02/22,201123773
2014/02/23,227260433
2014/02/24,386098630
2014/02/25,511705787
2014/02/26,376345372
2014/02/27,308004276
2014/02/28,298304378
2014/03/01,417942553
2014/03/02,257741782
2014/03/03,594762642
2014/03/04,628043185
2014/03/05,387526338
2014/03/06,366514336
2014/03/07,1539421958
2014/03/08,956717548
2014/03/09,560705881
2014/03/10,915770702
2014/03/11,583468826
2014/03/12,639595806
2014/03/13,463009968
2014/03/14,372730891
2014/03/15,347719113
2014/03/16,229596734
2014/03/17,319417591
2014/03/18,1571399355
2014/03/19,654146219
2014/03/20,372024075
2014/03/21,319651837
2014/03/22,217887521
2014/03/23,174075791
2014/03/24,349307309
2014/03/25,272046156
2014/03/26,274012168
2014/03/27,396658564
2014/03/28,386798620
2014/03/29,176170531
2014/03/30,264492045
2014/03/31,320182201
2014/04/01,305511104
2014/04/02,331870308
2014/04/03,285196047
2014/04/04,241813005
2014/04/05,270047698
2014/04/06,169291985
2014/04/07,192222050
2014/04/08,173008333
2014/04/09,239212041
2014/04/10,310367120
2014/04/11,292756343
2014/04/12,157264741
2014/04/13,154756367
2014/04/14,253143718
2014/04/15,293892234
2014/04/16,389249585
2014/04/17,385378002
2014/04/18,360602878
2014/04/19,208459964
2014/04/20,196288922
2014/04/21,340647125
2014/04/22,412597054
2014/04/23,301525635
2014/04/24,187824879
2014/04/25,238365713
2014/04/26,139566626
2014/04/27,121603221
2014/04/28,224460196
2014/04/29,222912073
2014/04/30,186710324
2014/05/01,182138012
2014/05/02,276721842
2014/05/03,227139061
2014/05/04,171345329
2014/05/05,252136525
2014/05/06,273604903
2014/05/07,334885800
2014/05/08,564322575
2014/05/09,538973426
2014/05/10,283084053
2014/05/11,185495914
2014/05/12,221368625
2014/05/13,278255482
2014/05/14,290728808
2014/05/15,327736411
2014/05/16,270222734
2014/05/17,203239320
2014/05/18,110697064
2014/05/19,217637354
2014/05/20,670978102
2014/05/21,327214160
2014/05/22,364062841
2014/05/23,611921602
2014/05/24,458552496
2014/05/25,445383086
2014/05/26,401667670
2014/05/27,516965797
2014/05/28,458152717
2014/05/29,349238998
2014/05/30,510441876
2014/05/31,340953989
2014/06/01,439007113
2014/06/02,573105571
2014/06/03,541023449
2014/06/04,622641740
2014/06/05,581054357
2014/06/06,656396474
2014/06/07,366184804
2014/06/08,475976576
2014/06/09,221932216
2014/06/10,355433980
2014/06/11,309744964
2014/06/12,663451284
2014/06/13,409408533
2014/06/14,244645116
2014/06/15,228544863
2014/06/16,411294020
2014/06/17,257395564
2014/06/18,299018531
2014/06/19,405423244
2014/06/20,305212563
2014/06/21,249324414
2014/06/22,297499507
2014/06/23,319774134
2014/06/24,471487883
2014/06/25,252642484
2014/06/26,260783003
2014/06/27,253524192
2014/06/28,174924667
2014/06/29,171090642
2014/06/30,387079075
2014/07/01,533238301
2014/07/02,556266765
2014/07/03,354138239
2014/07/04,203549544
2014/07/05,237669064
2014/07/06,200120948
2014/07/07,259716987
2014/07/08,200330013
2014/07/09,251215935
2014/07/10,278516190
2014/07/11,228203200
2014/07/12,252096498
2014/07/13,262633432
2014/07/14,275120072
2014/07/15,319590754
2014/07/16,309234939
2014/07/17,247359876
2014/07/18,269970996
2014/07/19,147423502
2014/07/20,147934807
2014/07/21,223806455
2014/07/22,187554565
2014/07/23,202811399
2014/07/24,283724971
2014/07/25,257921412
2014/07/26,154507385
2014/07/27,118170997
2014/07/28,249396908
2014/07/29,249856831
2014/07/30,201331915
2014/07/31,188869785
2014/08/01,226223625
2014/08/02,180926015
2014/08/03,211536668
2014/08/04,187199525
2014/08/05,304578622
2014/08/06,196107301
2014/08/07,203990348
2014/08/08,164874157
2014/08/09,177737615
2014/08/10,179284090
2014/08/11,277635576
2014/08/12,360690776
2014/08/13,346029394
2014/08/14,334586959
2014/08/15,333584813
2014/08/16,280278308
2014/08/17,203831068
2014/08/18,408176781
2014/08/19,253429611
2014/08/20,235838463
2014/08/21,357459604
2014/08/22,1586703563
2014/08/23,286213593
2014/08/24,164706657
2014/08/25,428870339
2014/08/26,843866241
2014/08/27,707613540
2014/08/28,335942164
2014/08/29,276692995
2014/08/30,232611687
2014/08/31,210174636
2014/09/01,277292641
2014/09/02,219258267
2014/09/03,180913544
2014/09/04,169962850
2014/09/05,174210934
2014/09/06,119316084
2014/09/07,127090588
2014/09/08,197925912
2014/09/09,193799711
2014/09/10,177920607
2014/09/11,152111365
2014/09/12,162376894
2014/09/13,111089714
2014/09/14,133576233
2014/09/15,158250795
2014/09/16,155672006
2014/09/17,169431581
2014/09/18,231461686
2014/09/19,230780737
2014/09/20,240443092
2014/09/21,272837450
2014/09/22,146397685
2014/09/23,178792820
2014/09/24,172228796
2014/09/25,153169013
2014/09/26,150454962
2014/09/27,114275971
2014/09/28,122466686
2014/09/29,200794277
2014/09/30,185315919
2014/10/01,178147052
2014/10/02,156643305
2014/10/03,190603715
2014/10/04,183413908
2014/10/05,248272665
2014/10/06,322780833
2014/10/07,239383415
2014/10/08,266955454
2014/10/09,251443413
2014/10/10,272361697
2014/10/11,176827658
2014/10/12,136730550
2014/10/13,241925769
2014/10/14,230527557
2014/10/15,208405356
2014/10/16,200794500
2014/10/17,188386347
2014/10/18,138944322
2014/10/19,113666094
2014/10/20,206014081
2014/10/21,169944514
2014/10/22,218226252
2014/10/23,215688389
2014/10/24,168374339
2014/10/25,157923125
2014/10/26,119209456
2014/10/27,174902345
2014/10/28,160076997
2014/10/29,195049750
2014/10/30,167486201
2014/10/31,186434381
2014/11/01,128509386
2014/11/02,105756186
2014/11/03,150237385
2014/11/04,236742659
2014/11/05,242824601
2014/11/06,184881193
2014/11/07,213848513
2014/11/08,120601210
2014/11/09,134721143
2014/11/10,238267412
2014/11/11,188087366
2014/11/12,318065551
2014/11/13,609505232
2014/11/14,274886415
2014/11/15,214676002
2014/11/16,207718919
2014/11/17,249303579
2014/11/18,294768198
2014/11/19,221142817
2014/11/20,290515639
2014/11/21,372707210
2014/11/22,192338965
2014/11/23,129082149
2014/11/24,211185552
2014/11/25,288752199
2014/11/26,239107550
2014/11/27,199421479
2014/11/28,400268105
2014/11/29,257320829
2014/11/30,263893636
2014/12/01,321548853
2014/12/02,405109665
2014/12/03,355661963
2014/12/04,331580391
2014/12/05,315484681
2014/12/06,190863354
2014/12/07,222450785
2014/12/08,543246473
2014/12/09,318424587
2014/12/10,312884454
2014/12/11,243855782
2014/12/12,212382092
2014/12/13,211332281
2014/12/14,186216168
2014/12/15,259884046
2014/12/16,280200515
2014/12/17,309378307
2014/12/18,314900378
2014/12/19,246170372
2014/12/20,203454439
2014/12/21,164015202
2014/12/22,275010179
2014/12/23,309981906
2014/12/24,213884955
2014/12/25,197264031
2014/12/26,177244512
2014/12/27,184315724
2014/12/28,200630788
2014/12/29,226685673
2014/12/30,275518820
2014/12/31,258858043
2015/01/01,129854868
2015/01/02,212156964
2015/01/03,235281521
2015/01/04,271649082
2015/01/05,283038295
2015/01/06,292255946
2015/01/07,328735712
2015/01/08,380135094
2015/01/09,298048249
2015/01/10,244697771
2015/01/11,313330186
2015/01/12,257582410
2015/01/13,396182478
2015/01/14,439178499
2015/01/15,511062279
2015/01/16,330246817
2015/01/17,213977797
2015/01/18,188491537
2015/01/19,197147953
2015/01/20,283442771
2015/01/21,285686626
2015/01/22,262269539
2015/01/23,217567723
2015/01/24,177146103
2015/01/25,219821643
2015/01/26,551380791
2015/01/27,283789031
2015/01/28,167232333
2015/01/29,198110448
2015/01/30,180294705
2015/01/31,157734829
2015/02/01,152514560
2015/02/02,179640320
2015/02/03,283553978
2015/02/04,253667585
2015/02/05,246281342
2015/02/06,172827120
2015/02/07,130132193
2015/02/08,128117635
2015/02/09,166981560
2015/02/10,159581622
2015/02/11,168054851
2015/02/12,142164322
2015/02/13,213327107
2015/02/14,150700482
2015/02/15,165454855
2015/02/16,145162702
2015/02/17,164108460
2015/02/18,178203062
2015/02/19,142242747
2015/02/20,169893535
2015/02/21,130850822
2015/02/22,100593613
2015/02/23,169973141
2015/02/24,152841888
2015/02/25,172702298
2015/02/26,254401531
2015/02/27,355820188
2015/02/28,138846445
2015/03/01,302898873
2015/03/02,474379907
2015/03/03,273582143
2015/03/04,218221844
2015/03/05,254245311
2015/03/06,196051262
2015/03/07,246481150
2015/03/08,578569184
2015/03/09,284186696
2015/03/10,297224719
2015/03/11,233195097
2015/03/12,240601941
2015/03/13,237022067
2015/03/14,210481203
2015/03/15,148643370
2015/03/16,247299999
2015/03/17,200746354
2015/03/18,389867438
2015/03/19,251845828
2015/03/20,193127530
2015/03/21,143749154
2015/03/22,113442708
2015/03/23,211939794
2015/03/24,224034658
2015/03/25,228548291
2015/03/26,222736248
2015/03/27,225708740
2015/03/28,141246342
2015/03/29,122699892
2015/03/30,187462409
2015/03/31,186196457
2015/04/01,235324696
2015/04/02,170169948
2015/04/03,166985185
2015/04/04,104429286
2015/04/05,99471964
2015/04/06,166025070
2015/04/07,177885926
2015/04/08,208070460
2015/04/09,188289682
2015/04/10,200713817
2015/04/11,126893583
2015/04/12,94714318
2015/04/13,189677577
2015/04/14,195238795
2015/04/15,156843165
2015/04/16,238334172
2015/04/17,231927323
2015/04/18,142307033
2015/04/19,196062196
2015/04/20,255660602
2015/04/21,248647718
2015/04/22,274396490
2015/04/23,217196137
2015/04/24,259115129
2015/04/25,187171040
2015/04/26,218630487
2015/04/27,258624207
2015/04/28,263990160
2015/04/29,260418894
2015/04/30,245907048
2015/05/01,256967602
2015/05/02,174079194
2015/05/03,166049188
2015/05/04,266237585
2015/05/05,258413949
2015/05/06,250729990
2015/05/07,271768113
2015/05/08,232297259
2015/05/09,192389560
2015/05/10,205791987
2015/05/11,251911416
2015/05/12,228345122
2015/05/13,245530950
2015/05/14,224246927
2015/05/15,197520469
2015/05/16,155321972
2015/05/17,125864615
2015/05/18,198145051
2015/05/19,251345877
2015/05/20,225175064
2015/05/21,190262110
2015/05/22,258002974
2015/05/23,194926553
2015/05/24,140052844
2015/05/25,179750750
2015/05/26,200976331
2015/05/27,239181661
2015/05/28,207657402
2015/05/29,227855998
2015/05/30,187744811
2015/05/31,179654704
2015/06/01,253771254
2015/06/02,234154735
2015/06/03,247037476
2015/06/04,228411807
2015/06/05,245898550
2015/06/06,177687221
2015/06/07,159412333
2015/06/08,195425954
2015/06/09,242561892
2015/06/10,239396139
2015/06/11,236128392
2015/06/12,254127410
2015/06/13,187037081
2015/06/14,235623787
2015/06/15,308368837
2015/06/16,377514416
2015/06/17,410075090
2015/06/18,318035462
2015/06/19,370134020
2015/06/20,226181094
2015/06/21,187386042
2015/06/22,251854178
2015/06/23,261163972
2015/06/24,257325667
2015/06/25,206820947
2015/06/26,339403846
2015/06/27,289619884
2015/06/28,190685512
2015/06/29,308263040
2015/06/30,397095089
2015/07/01,295600129
2015/07/02,310296166
2015/07/03,293845935
2015/07/04,222354803
2015/07/05,279961725
2015/07/06,376736516
2015/07/07,307521862
2015/07/08,316993630
2015/07/09,334922407
2015/07/10,476079845
2015/07/11,335434777
2015/07/12,354082241
2015/07/13,368456414
2015/07/14,344291096
2015/07/15,324653210
2015/07/16,365910393
2015/07/17,294389790
2015/07/18,222350372
2015/07/19,183986939
2015/07/20,254088488
2015/07/21,264908588
2015/07/22,252217407
2015/07/23,258582908
2015/07/24,303854092
2015/07/25,194624925
2015/07/26,151515822
2015/07/27,253751745
2015/07/28,317019994
2015/07/29,281015511
2015/07/30,264453265
2015/07/31,252395069
2015/08/01,195700567
2015/08/02,157002521
2015/08/03,236692000
2015/08/04,279608583
2015/08/05,311212640
2015/08/06,285849207
2015/08/07,273180661
2015/08/08,284038183
2015/08/09,304340010
2015/08/10,291533429
2015/08/11,279834024
2015/08/12,324791822
2015/08/13,329519859
2015/08/14,326334964
2015/08/15,255227625
2015/08/16,259540760
2015/08/17,354416601
2015/08/18,430134279
2015/08/19,355771460
2015/08/20,322216031
2015/08/21,305414630
2015/08/22,270948410
2015/08/23,219891004
2015/08/24,414219597
2015/08/25,408223039
2015/08/26,316868568
2015/08/27,311185331
2015/08/28,339275041
2015/08/29,198080716
2015/08/30,159189886
2015/08/31,257052012
2015/09/01,287290996
2015/09/02,283972295
2015/09/03,246668958
2015/09/04,228817438
2015/09/05,186765854
2015/09/06,207607354
2015/09/07,218750816
2015/09/08,305922639
2015/09/09,279535617
2015/09/10,293604920
2015/09/11,255312070
2015/09/12,164185116
2015/09/13,174473445
2015/09/14,262117296
2015/09/15,264448820
2015/09/16,271792713
2015/09/17,249123391
2015/09/18,251145404
2015/09/19,220761000
2015/09/20,179909915
2015/09/21,308687596
2015/09/22,309272235
2015/09/23,255071389
2015/09/24,246711986
2015/09/25,286742174
2015/09/26,213713828
2015/09/27,154318601
2015/09/28,304943073
2015/09/29,348787391
2015/09/30,284487765
2015/10/01,329546553
2015/10/02,360564180
2015/10/03,211100862
2015/10/04,185454035
2015/10/05,292003861
2015/10/06,370258635
2015/10/07,326571639
2015/10/08,447743688
2015/10/09,288548301
2015/10/10,268774963
2015/10/11,221725734
2015/10/12,313056898
2015/10/13,382750609
2015/10/14,391563118
2015/10/15,459364365
2015/10/16,445818759
2015/10/17,381805922
2015/10/18,267461436
2015/10/19,354600773
2015/10/20,380160503
2015/10/21,339787270
2015/10/22,384437736
2015/10/23,353505786
2015/10/24,345328671
2015/10/25,378579568
2015/10/26,409140495
2015/10/27,490665135
2015/10/28,514997992
2015/10/29,682086068
2015/10/30,770837416
2015/10/31,553939347
2015/11/01,508642960
2015/11/02,793712775
2015/11/03,1300267009
2015/11/04,4833933978
2015/11/05,1352586731
2015/11/06,988957571
2015/11/07,794389041
2015/11/08,701212257
2015/11/09,1093904476
2015/11/10,1026993984
2015/11/11,1033561402
2015/11/12,919838184
2015/11/13,905489513
2015/11/14,983223869
2015/11/15,668964502
2015/11/16,805482107
2015/11/17,596866019
2015/11/18,559167918
2015/11/19,632586145
2015/11/20,667858503
2015/11/21,450721413
2015/11/22,342050674
2015/11/23,392623564
2015/11/24,419150207
2015/11/25,568756072
2015/11/26,687958120
2015/11/27,728100752
2015/11/28,659306078
2015/11/29,472208733
2015/11/30,869424924
2015/12/01,867375024
2015/12/02,869403213
2015/12/03,694416802
2015/12/04,901869333
2015/12/05,1760285236
2015/12/06,2086238370
2015/12/07,1168804847
2015/12/08,1108568022
2015/12/09,1514603698
2015/12/10,1240139596
2015/12/11,1536195363
2015/12/12,1357846160
2015/12/13,2166948549
2015/12/14,2008904200
2015/12/15,1865807809
2015/12/16,1918673569
2015/12/17,1812196236
2015/12/18,1774288441
2015/12/19,1661560806
2015/12/20,1708217091
2015/12/21,2183923150
2015/12/22,2022969093
2015/12/23,1896949174
2015/12/24,2045936889
2015/12/25,1693227788
2015/12/26,1099216671
2015/12/27,476284457
2015/12/28,721741568
2015/12/29,619105764
2015/12/30,494504373
2015/12/31,446419196
2016/01/01,379076692
2016/01/02,316052129
2016/01/03,335024463
2016/01/04,403527082
2016/01/05,539740982
2016/01/06,515346367
2016/01/07,649654997
2016/01/08,477344820
2016/01/09,319237660
2016/01/10,450676870
2016/01/11,583290721
2016/01/12,491023638
2016/01/13,528824982
2016/01/14,461847303
2016/01/15,621476633
2016/01/16,503987009
2016/01/17,3944460920
2016/01/18,3573385257
2016/01/19,3323913284
2016/01/20,1512400335
2016/01/21,2100121859
2016/01/22,2973756111
2016/01/23,11515606499
2016/01/24,26651030344
2016/01/25,6821829144
2016/01/26,4021737819
2016/01/27,5418821406
2016/01/28,2283760618
2016/01/29,2645564853
2016/01/30,1248073072
2016/01/31,600342987
2016/02/01,1910602667
2016/02/02,1365424773
2016/02/03,537063751
2016/02/04,847087092
2016/02/05,1283338133
2016/02/06,1091968720
2016/02/07,1052127323
2016/02/08,922363652
2016/02/09,766267258
2016/02/10,925360422
2016/02/11,935612175
2016/02/12,948159218
2016/02/13,951942167
2016/02/14,1040846055
2016/02/15,1466430409
2016/02/16,1510244247
2016/02/17,1562509539
2016/02/18,1544984290
2016/02/19,1930946166
2016/02/20,1704135948
2016/02/21,1757389978
2016/02/22,1857114236
2016/02/23,1585143798
2016/02/24,1458057655
2016/02/25,1245035812
2016/02/26,1285162548
2016/02/27,923887204
2016/02/28,3543495229
2016/02/29,4224600109
2016/03/01,4642360608
2016/03/02,2347458168
2016/03/03,1389892162
2016/03/04,3054049581
2016/03/05,7765986925
2016/03/06,746138427
2016/03/07,1114998982
2016/03/08,859927775
2016/03/09,776634802
2016/03/10,895122488
2016/03/11,904239471
2016/03/12,692462712
2016/03/13,624405966
2016/03/14,868283522
2016/03/15,1212965909
2016/03/16,5445861378
2016/03/17,3204973917
2016/03/18,2019330396
2016/03/19,812683511
2016/03/20,666049437
2016/03/21,710893561
2016/03/22,794120270
2016/03/23,709908420
2016/03/24,819429184
2016/03/25,756321517
2016/03/26,543383944
2016/03/27,657345438
2016/03/28,727727230
2016/03/29,688532071
2016/03/30,681130814
2016/03/31,702849230
2016/04/01,745792573
2016/04/02,636174074
2016/04/03,564408947
2016/04/04,698645900
2016/04/05,700577042
2016/04/06,729003161
2016/04/07,825753776
2016/04/08,735260833
2016/04/09,677776060
2016/04/10,610270067
2016/04/11,659367895
2016/04/12,919964293
2016/04/13,952267040
2016/04/14,805869657
2016/04/15,884143010
2016/04/16,1040045939
2016/04/17,857769514
2016/04/18,840392929
2016/04/19,915868397
2016/04/20,964275768
2016/04/21,1130862864
2016/04/22,1047685287
2016/04/23,857657973
2016/04/24,771265952
2016/04/25,1041375335
2016/04/26,1159092093
2016/04/27,1018777076
2016/04/28,1042424815
2016/04/29,942003650
2016/04/30,782214893
2016/05/01,772130419
2016/05/02,964214470
2016/05/03,908510479
2016/05/04,904027881
2016/05/05,880230655
2016/05/06,919355237
2016/05/07,800165284
2016/05/08,678869657
2016/05/09,800566319
2016/05/10,896691674
2016/05/11,1036210701
2016/05/12,946838203
2016/05/13,1038481806
2016/05/14,777516371
2016/05/15,848145394
2016/05/16,1079445374
2016/05/17,1048162645
2016/05/18,909649446
2016/05/19,952749618
2016/05/20,710545520
2016/05/21,551523877
2016/05/22,520670205
2016/05/23,717658537
2016/05/24,833836164
2016/05/25,1245321409
2016/05/26,1368033643
2016/05/27,1724155190
2016/05/28,1594980088
2016/05/29,1090226164
2016/05/30,904588186
2016/05/31,1116769826
2016/06/01,929754823
2016/06/02,998839950
2016/06/03,822002409
2016/06/04,659106024
2016/06/05,810825694
2016/06/06,907538925
2016/06/07,988193343
2016/06/08,951443438
2016/06/09,987039082
2016/06/10,1103171341
2016/06/11,913061730
2016/06/12,1550049716
2016/06/13,1569593051
2016/06/14,1325293748
2016/06/15,1277023446
2016/06/16,1614440592
2016/06/17,1605289556
2016/06/18,1360150778
2016/06/19,1189229337
2016/06/20,1522315501
2016/06/21,1548114419
2016/06/22,1425769047
2016/06/23,1537726813
2016/06/24,1533267389
2016/06/25,1072219711
2016/06/26,859651597
2016/06/27,1035725984
2016/06/28,932141489
2016/06/29,877645426
2016/06/30,995713523
2016/07/01,1061218002
2016/07/02,1009740048
2016/07/03,875462436
2016/07/04,1242596531
2016/07/05,1052637721
2016/07/06,978686263
2016/07/07,1391821840
2016/07/08,1037900194
2016/07/09,870245397
2016/07/10,697759476
2016/07/11,939261682
2016/07/12,1021453097
2016/07/13,935077735
2016/07/14,829926530
2016/07/15,1428560625
2016/07/16,862870923
2016/07/17,1031829938
2016/07/18,949529710
2016/07/19,982620651
2016/07/20,994832093
2016/07/21,934640906
2016/07/22,985765634
2016/07/23,735476332
2016/07/24,901069996
2016/07/25,782737114
2016/07/26,1081556485
2016/07/27,1156462939
2016/07/28,1065131519
2016/07/29,959699567
2016/07/30,539162962
2016/07/31,774259277
2016/08/01,738715349
2016/08/02,1511811162
2016/08/03,838752182
2016/08/04,1222587226
2016/08/05,946683575
2016/08/06,559429850
2016/08/07,607206279
2016/08/08,656253005
2016/08/09,920698003
2016/08/10,910509059
2016/08/11,784485327
2016/08/12,828930539
2016/08/13,608757705
2016/08/14,578163806
2016/08/15,853818491
2016/08/16,1048494190
2016/08/17,807356243
2016/08/18,972277893
2016/08/19,856252373
2016/08/20,911496553
2016/08/21,556537103
2016/08/22,947533423
2016/08/23,1010822720
2016/08/24,1043118540
2016/08/25,990564004
2016/08/26,989798943
2016/08/27,676892144
2016/08/28,567836438
2016/08/29,744219660
2016/08/30,744202679
2016/08/31,795092143
2016/09/01,753339996
2016/09/02,673237407
2016/09/03,632951393
2016/09/04,468967340
2016/09/05,805004180
2016/09/06,738757000
2016/09/07,727500461
2016/09/08,753060027
2016/09/09,836357374
2016/09/10,619072985
2016/09/11,600767188
2016/09/12,746671579
2016/09/13,793125942
2016/09/14,730269493
2016/09/15,630192888
2016/09/16,865309237
2016/09/17,514858612
2016/09/18,540534247
2016/09/19,676892913
2016/09/20,941086652
2016/09/21,779154732
2016/09/22,969941995
2016/09/23,851974361
2016/09/24,614479581
2016/09/25,770114041
2016/09/26,1120833947
2016/09/27,728148064
2016/09/28,1247648373
2016/09/29,816374887
2016/09/30,1184226715
2016/10/01,721976249
2016/10/02,579365333
2016/10/03,977805172
2016/10/04,899836266
2016/10/05,1023325740
2016/10/06,1107313940
2016/10/07,1100552857
2016/10/08,1177819518
2016/10/09,1480926401
2016/10/10,1308669749
2016/10/11,1435311807
2016/10/12,1434435766
2016/10/13,731122401
2016/10/14,1110253819
2016/10/15,1897738650
2016/10/16,1348522139
2016/10/17,968814765
2016/10/18,1317774887
2016/10/19,1052670107
2016/10/20,1328602240
2016/10/21,1821651461
2016/10/22,670073577
2016/10/23,1048223561
2016/10/24,2184800552
2016/10/25,1828519845
2016/10/26,1264772009
2016/10/27,2131075654
2016/10/28,848933742
2016/10/29,871797833
2016/10/30,802744505
2016/10/31,1040620958
2016/11/01,1106760121
2016/11/02,3228852258
2016/11/03,4626841545
2016/11/04,3837164588
2016/11/05,3884932334
2016/11/06,3559061340
2016/11/07,2863038749
2016/11/08,2205399643
2016/11/09,1698112788
2016/11/10,1089350023
2016/11/11,810783233
2016/11/12,563934215
2016/11/13,622730749
2016/11/14,835946349
2016/11/15,1034687813
2016/11/16,1174535047
2016/11/17,963341912
2016/11/18,891178540
2016/11/19,710239653
2016/11/20,718505388
2016/11/21,962120473
2016/11/22,1014063532
2016/11/23,1061545675
2016/11/24,1187915422
2016/11/25,919676834
2016/11/26,701778307
2016/11/27,543179077
2016/11/28,849370431
2016/11/29,869780745
2016/11/30,858133422
2016/12/01,919443425
2016/12/02,1202528651
2016/12/03,706887564
2016/12/04,580396311
2016/12/05,1119600647
2016/12/06,1072859138
2016/12/07,981214929
2016/12/08,905132564
2016/12/09,944138969
2016/12/10,732875651
2016/12/11,634088813
2016/12/12,991127795
2016/12/13,986980635
2016/12/14,1090672647
2016/12/15,1373876558
2016/12/16,1262955098
2016/12/17,834100450
2016/12/18,848359204
2016/12/19,1012685303
2016/12/20,1133501364
2016/12/21,1986174430
2016/12/22,1461659598
2016/12/23,1722688843
2016/12/24,981257022
2016/12/25,717317516
2016/12/26,1007926551
2016/12/27,1170414028
2016/12/28,1278359909
2016/12/29,1289635710
2016/12/30,1490135455
2016/12/31,947360373
2017/01/01,819640395
2017/01/02,1198701562
2017/01/03,1589854908
2017/01/04,1865216888
2017/01/05,2289995037
2017/01/06,1694100500
2017/01/07,1190388810
2017/01/08,800167027
2017/01/09,1281372176
2017/01/10,1325642617
2017/01/11,2778096735
2017/01/12,1728399561
2017/01/13,1390057677
2017/01/14,717318096
2017/01/15,774634485
2017/01/16,1066116523
2017/01/17,1302808661
2017/01/18,1114725580
2017/01/19,1035302176
2017/01/20,1036191615
2017/01/21,812692436
2017/01/22,738436762
2017/01/23,997292234
2017/01/24,1189700728
2017/01/25,1205996705
2017/01/26,914117069
2017/01/27,837700846
2017/01/28,650572939
2017/01/29,683233304
2017/01/30,895939277
2017/01/31,1126044905
2017/02/01,1274738598
2017/02/02,1199796725
2017/02/03,1949525972
2017/02/04,1138595782
2017/02/05,1016020090
2017/02/06,1205140767
2017/02/07,1381628988
2017/02/08,1353749829
2017/02/09,1479234528
2017/02/10,1112355337
2017/02/11,771912087
2017/02/12,602112642
2017/02/13,1008738049
2017/02/14,1164223102
2017/02/15,1057925375
2017/02/16,1059305949
2017/02/17,1335081779
2017/02/18,894370365
2017/02/19,1108036470
2017/02/20,1076054047
2017/02/21,1160903161
2017/02/22,1329537321
2017/02/23,1550419961
2017/02/24,1552538360
2017/02/25,1001553493
2017/02/26,816035469
2017/02/27,1325071210
2017/02/28,1427408606
2017/03/01,1533409909
2017/03/02,2141628322
2017/03/03,2019039106
2017/03/04,1426318025
2017/03/05,1133127583
2017/03/06,1774846165
2017/03/07,1772966162
2017/03/08,1631716437
2017/03/09,1476018741
2017/03/10,1688081895
2017/03/11,1393498772
2017/03/12,1041909951
2017/03/13,1768314853
2017/03/14,2168348323
2017/03/15,1793534948
2017/03/16,2865065032
2017/03/17,2382146218
2017/03/18,1632960272
2017/03/19,1258133462
2017/03/20,1530077693
2017/03/21,1873411154
2017/03/22,2041332937
2017/03/23,1801909119
2017/03/24,3130099084
2017/03/25,2567075437
2017/03/26,1110962659
2017/03/27,1594759839
2017/03/28,1663165401
2017/03/29,1427504022
2017/03/30,1519871004
2017/03/31,2011134476
2017/04/01,1284074108
2017/04/02,1273797523
2017/04/03,1790346984
2017/04/04,1769125125
2017/04/05,1689566642
2017/04/06,1665393571
2017/04/07,1584449062
2017/04/08,1029676284
2017/04/09,1089613451
2017/04/10,1634165594
2017/04/11,1733576692
2017/04/12,1812824235
2017/04/13,1676338629
2017/04/14,1897387422
2017/04/15,1325055789
2017/04/16,1195365427
2017/04/17,1724448524
2017/04/18,2084516763
2017/04/19,1616885612
2017/04/20,1855260891
2017/04/21,1698514406
2017/04/22,1309471624
2017/04/23,1268421407
2017/04/24,1750075290
2017/04/25,3072052002
2017/04/26,2221829054
2017/04/27,2563563918
2017/04/28,2161499865
2017/04/29,1724069163
2017/04/30,1427982203
2017/05/01,2002382880
2017/05/02,2254240567
2017/05/03,2279212034
2017/05/04,3063966125
2017/05/05,3031056589
2017/05/06,2244703599
2017/05/07,2232972285
2017/05/08,3158509230
2017/05/09,3360487956
2017/05/10,3485898270
2017/05/11,3172695855
2017/05/12,2965956903
2017/05/13,2243766367
2017/05/14,2035447449
2017/05/15,3242001109
2017/05/16,2906488087
2017/05/17,4263683514
2017/05/18,3209323586
2017/05/19,3408289487
2017/05/20,3145363338
2017/05/21,2643843597
2017/05/22,4251631190
2017/05/23,4330928386
2017/05/24,5202399804
2017/05/25,6505366503
2017/05/26,4892819906
2017/05/27,3021322269
2017/05/28,3264766586
2017/05/29,4044860321
2017/05/30,4912110143
2017/05/31,5403982556
2017/06/01,6471003956
2017/06/02,5310888509
2017/06/03,5953166222
2017/06/04,4538107198
2017/06/05,6247860899
2017/06/06,5517622355
2017/06/07,5873956503
2017/06/08,5313541119
2017/06/09,5783949071
2017/06/10,5049021162
2017/06/11,4814922139
2017/06/12,6198666691
2017/06/13,6690032129
2017/06/14,6524480421
2017/06/15,5504295238
2017/06/16,6043595670
2017/06/17,4127136479
2017/06/18,3898841971
2017/06/19,5760165560
2017/06/20,6321899480
2017/06/21,6411665636
2017/06/22,5529023049
