Date,sentbyaddress14sma
2010/07/17,1033
2010/07/18,1051
2010/07/19,1076
2010/07/20,1109
2010/07/21,1127
2010/07/22,1143
2010/07/23,1157
2010/07/24,1189
2010/07/25,1291
2010/07/26,1137
2010/07/27,1065
2010/07/28,655.286
2010/07/29,595.143
2010/07/30,537.429
2010/07/31,528.357
2010/08/01,521.714
2010/08/02,506.143
2010/08/03,503.571
2010/08/04,505.357
2010/08/05,514.786
2010/08/06,512.214
2010/08/07,483.643
2010/08/08,383.214
2010/08/09,385.643
2010/08/10,377.071
2010/08/11,378.429
2010/08/12,377.429
2010/08/13,394.286
2010/08/14,400.857
2010/08/15,393.357
2010/08/16,401.5
2010/08/17,381.786
2010/08/18,376.214
2010/08/19,358.857
2010/08/20,360
2010/08/21,366.214
2010/08/22,361.714
2010/08/23,355.286
2010/08/24,357.929
2010/08/25,356.214
2010/08/26,353.429
2010/08/27,333.714
2010/08/28,330.571
2010/08/29,331.643
2010/08/30,322.143
2010/08/31,326.929
2010/09/01,325.357
2010/09/02,322.357
2010/09/03,317.357
2010/09/04,310.929
2010/09/05,308.929
2010/09/06,302.357
2010/09/07,295.857
2010/09/08,293.571
2010/09/09,293.5
2010/09/10,297.714
2010/09/11,295.5
2010/09/12,304.929
2010/09/13,315
2010/09/14,315.071
2010/09/15,319.714
2010/09/16,327.143
2010/09/17,327.429
2010/09/18,334.286
2010/09/19,335.357
2010/09/20,349.5
2010/09/21,396.214
2010/09/22,430.214
2010/09/23,455.214
2010/09/24,470.786
2010/09/25,491
2010/09/26,492
2010/09/27,505.714
2010/09/28,508.643
2010/09/29,543.071
2010/09/30,544.286
2010/10/01,565.286
2010/10/02,581.214
2010/10/03,591.5
2010/10/04,591.357
2010/10/05,559.571
2010/10/06,534.786
2010/10/07,512.214
2010/10/08,502.357
2010/10/09,493.571
2010/10/10,494.214
2010/10/11,474.429
2010/10/12,472.071
2010/10/13,436.071
2010/10/14,436.643
2010/10/15,419.429
2010/10/16,411.857
2010/10/17,413.571
2010/10/18,427
2010/10/19,474.071
2010/10/20,503.143
2010/10/21,524
2010/10/22,546.714
2010/10/23,559.429
2010/10/24,575.857
2010/10/25,582.286
2010/10/26,598.286
2010/10/27,618.786
2010/10/28,633.429
2010/10/29,642.143
2010/10/30,639.429
2010/10/31,626.643
2010/11/01,605.929
2010/11/02,546.143
2010/11/03,511.286
2010/11/04,489.643
2010/11/05,470.643
2010/11/06,455.714
2010/11/07,442.286
2010/11/08,444.071
2010/11/09,427.857
2010/11/10,407.5
2010/11/11,392.214
2010/11/12,376.286
2010/11/13,370.357
2010/11/14,377.5
2010/11/15,646.571
2010/11/16,841.571
2010/11/17,848.643
2010/11/18,854.071
2010/11/19,847.857
2010/11/20,862.214
2010/11/21,868.643
2010/11/22,860.286
2010/11/23,858.571
2010/11/24,868.143
2010/11/25,884.714
2010/11/26,927.5
2010/11/27,937.5
2010/11/28,943.214
2010/11/29,682.357
2010/11/30,503.214
2010/12/01,512.929
2010/12/02,517.571
2010/12/03,521.357
2010/12/04,510.571
2010/12/05,505.286
2010/12/06,514.071
2010/12/07,533.714
2010/12/08,535.929
2010/12/09,529.714
2010/12/10,498.286
2010/12/11,515
2010/12/12,534.071
2010/12/13,555.286
2010/12/14,576.429
2010/12/15,589.5
2010/12/16,598.714
2010/12/17,606.143
2010/12/18,615.429
2010/12/19,627.286
2010/12/20,665.429
2010/12/21,673.857
2010/12/22,689.857
2010/12/23,703
2010/12/24,717
2010/12/25,725.786
2010/12/26,727.643
2010/12/27,717.786
2010/12/28,717.429
2010/12/29,706.786
2010/12/30,714.786
2010/12/31,725.786
2011/01/01,742.5
2011/01/02,747.143
2011/01/03,742.071
2011/01/04,748
2011/01/05,764.857
2011/01/06,769.643
2011/01/07,791.714
2011/01/08,818
2011/01/09,839.143
2011/01/10,874.714
2011/01/11,902.214
2011/01/12,927.286
2011/01/13,953.357
2011/01/14,980
2011/01/15,1000
2011/01/16,1032
2011/01/17,1037
2011/01/18,1052
2011/01/19,1061
2011/01/20,1087
2011/01/21,1121
2011/01/22,1149
2011/01/23,1167
2011/01/24,1199
2011/01/25,1192
2011/01/26,1206
2011/01/27,1205
2011/01/28,1226
2011/01/29,1262
2011/01/30,1382
2011/01/31,1428
2011/02/01,1443
2011/02/02,1437
2011/02/03,1424
2011/02/04,1403
2011/02/05,1362
2011/02/06,1343
2011/02/07,1304
2011/02/08,1302
2011/02/09,1332
2011/02/10,1443
2011/02/11,1560
2011/02/12,1620
2011/02/13,1584
2011/02/14,1645
2011/02/15,1746
2011/02/16,1841
2011/02/17,1969
2011/02/18,2078
2011/02/19,2151
2011/02/20,2250
2011/02/21,2355
2011/02/22,2481
2011/02/23,2575
2011/02/24,2584
2011/02/25,2558
2011/02/26,2556
2011/02/27,2588
2011/02/28,2566
2011/03/01,2633
2011/03/02,2645
2011/03/03,2729
2011/03/04,2719
2011/03/05,2762
2011/03/06,2770
2011/03/07,2771
2011/03/08,2803
2011/03/09,2786
2011/03/10,2758
2011/03/11,2744
2011/03/12,2753
2011/03/13,2722
2011/03/14,2708
2011/03/15,2642
2011/03/16,2630
2011/03/17,2536
2011/03/18,2529
2011/03/19,2529
2011/03/20,2624
2011/03/21,2703
2011/03/22,2686
2011/03/23,2862
2011/03/24,2922
2011/03/25,2970
2011/03/26,3061
2011/03/27,3168
2011/03/28,3305
2011/03/29,3378
2011/03/30,3408
2011/03/31,3459
2011/04/01,3463
2011/04/02,3469
2011/04/03,3391
2011/04/04,3379
2011/04/05,3395
2011/04/06,3238
2011/04/07,3195
2011/04/08,3171
2011/04/09,3094
2011/04/10,3013
2011/04/11,2946
2011/04/12,2906
2011/04/13,2949
2011/04/14,3069
2011/04/15,3109
2011/04/16,3140
2011/04/17,3184
2011/04/18,3242
2011/04/19,3366
2011/04/20,3448
2011/04/21,3484
2011/04/22,3518
2011/04/23,3579
2011/04/24,3631
2011/04/25,3700
2011/04/26,3822
2011/04/27,4006
2011/04/28,3983
2011/04/29,4143
2011/04/30,4380
2011/05/01,4552
2011/05/02,4576
2011/05/03,4556
2011/05/04,4603
2011/05/05,4772
2011/05/06,4932
2011/05/07,5089
2011/05/08,5190
2011/05/09,5313
2011/05/10,5341
2011/05/11,5281
2011/05/12,5329
2011/05/13,5423
2011/05/14,5464
2011/05/15,5501
2011/05/16,5726
2011/05/17,5945
2011/05/18,6266
2011/05/19,6463
2011/05/20,6667
2011/05/21,6859
2011/05/22,7144
2011/05/23,7407
2011/05/24,7740
2011/05/25,8131
2011/05/26,8551
2011/05/27,8666
2011/05/28,8781
2011/05/29,8919
2011/05/30,9044
2011/05/31,9224
2011/06/01,9354
2011/06/02,9622
2011/06/03,10020
2011/06/04,10477
2011/06/05,10872
2011/06/06,11367
2011/06/07,11721
2011/06/08,12359
2011/06/09,13036
2011/06/10,13818
2011/06/11,14534
2011/06/12,15456
2011/06/13,16184
2011/06/14,17141
2011/06/15,17905
2011/06/16,18648
2011/06/17,19084
2011/06/18,19438
2011/06/19,19893
2011/06/20,20126
2011/06/21,20354
2011/06/22,20413
2011/06/23,20260
2011/06/24,20259
2011/06/25,20170
2011/06/26,19896
2011/06/27,20022
2011/06/28,19720
2011/06/29,19438
2011/06/30,19084
2011/07/01,18929
2011/07/02,18543
2011/07/03,18165
2011/07/04,18001
2011/07/05,17905
2011/07/06,17772
2011/07/07,17561
2011/07/08,17311
2011/07/09,17061
2011/07/10,16851
2011/07/11,16583
2011/07/12,16249
2011/07/13,16160
2011/07/14,16077
2011/07/15,15838
2011/07/16,15921
2011/07/17,15865
2011/07/18,15769
2011/07/19,15710
2011/07/20,15511
2011/07/21,15431
2011/07/22,15450
2011/07/23,15433
2011/07/24,15441
2011/07/25,15357
2011/07/26,15381
2011/07/27,15247
2011/07/28,15159
2011/07/29,15104
2011/07/30,14802
2011/07/31,14814
2011/08/01,14726
2011/08/02,14721
2011/08/03,14570
2011/08/04,14553
2011/08/05,14374
2011/08/06,14244
2011/08/07,14085
2011/08/08,13835
2011/08/09,13912
2011/08/10,13941
2011/08/11,13860
2011/08/12,13799
2011/08/13,13960
2011/08/14,13903
2011/08/15,13897
2011/08/16,13921
2011/08/17,13907
2011/08/18,13879
2011/08/19,13880
2011/08/20,13962
2011/08/21,14048
2011/08/22,14124
2011/08/23,13910
2011/08/24,13775
2011/08/25,13708
2011/08/26,13725
2011/08/27,13585
2011/08/28,13332
2011/08/29,13256
2011/08/30,13093
2011/08/31,13084
2011/09/01,13013
2011/09/02,12954
2011/09/03,12829
2011/09/04,12799
2011/09/05,12702
2011/09/06,12792
2011/09/07,12770
2011/09/08,12702
2011/09/09,12700
2011/09/10,12669
2011/09/11,12772
2011/09/12,12679
2011/09/13,12513
2011/09/14,12364
2011/09/15,12290
2011/09/16,12177
2011/09/17,12094
2011/09/18,11954
2011/09/19,11891
2011/09/20,11805
2011/09/21,11795
2011/09/22,11711
2011/09/23,11565
2011/09/24,11494
