Date,difficulty7std
2010/12/06,637.897
2010/12/07,0
2010/12/08,0
2010/12/09,104.791
2010/12/10,2905
2010/12/11,3745
2010/12/12,4095
2010/12/13,4083
2010/12/14,3704
2010/12/15,2816
2010/12/16,0
2010/12/17,0
2010/12/18,0
2010/12/19,0
2010/12/20,0
2010/12/21,248.348
2010/12/22,1540
2010/12/23,1967
2010/12/24,2134
2010/12/25,2104
2010/12/26,1866
2010/12/27,1314
2010/12/28,0
2010/12/29,0
2010/12/30,0
2010/12/31,0
2011/01/01,0
2011/01/02,0
2011/01/03,997.909
2011/01/04,1483
2011/01/05,1691
2011/01/06,1726
2011/01/07,1598
2011/01/08,1260
2011/01/09,278.106
2011/01/10,0
2011/01/11,0
2011/01/12,0
2011/01/13,0
2011/01/14,0
2011/01/15,626.725
2011/01/16,1518
2011/01/17,1864
2011/01/18,1976
2011/01/19,1895
2011/01/20,1594
2011/01/21,864.121
2011/01/22,0.001
2011/01/23,0.001
2011/01/24,0.001
2011/01/25,0.001
2011/01/26,0.001
2011/01/27,1470
2011/01/28,2682
2011/01/29,3184
2011/01/30,3317
2011/01/31,3127
2011/02/01,2542
2011/02/02,1032
2011/02/03,0
2011/02/04,0
2011/02/05,0
2011/02/06,0
2011/02/07,0
2011/02/08,2092
2011/02/09,3196
2011/02/10,3668
2011/02/11,3755
2011/02/12,3487
2011/02/13,2760
2011/02/14,697.317
2011/02/15,0
2011/02/16,0
2011/02/17,0
2011/02/18,5664
2011/02/19,8477
2011/02/20,9684
2011/02/21,9891
2011/02/22,9165
2011/02/23,7233
2011/02/24,1658
2011/02/25,0
2011/02/26,0
2011/02/27,5871
2011/02/28,13693
2011/03/01,16757
2011/03/02,17730
2011/03/03,16975
2011/03/04,14220
2011/03/05,7517
2011/03/06,0.002
2011/03/07,0.001
2011/03/08,0
2011/03/09,4957
2011/03/10,14445
2011/03/11,17984
2011/03/12,19207
2011/03/13,18577
2011/03/14,15874
2011/03/15,9463
2011/03/16,0.004
2011/03/17,0.003
2011/03/18,0.002
2011/03/19,0.003
2011/03/20,0.004
2011/03/21,0.004
2011/03/22,0.003
2011/03/23,0.003
2011/03/24,0.004
2011/03/25,4612
2011/03/26,6245
2011/03/27,6945
2011/03/28,6998
2011/03/29,6420
2011/03/30,4995
2011/03/31,437.803
2011/04/01,0.004
2011/04/02,0.003
2011/04/03,0.003
2011/04/04,0.003
2011/04/05,675.143
2011/04/06,9267
2011/04/07,11922
2011/04/08,13007
2011/04/09,12926
2011/04/10,11654
2011/04/11,8680
2011/04/12,0.004
2011/04/13,0.004
2011/04/14,0.004
2011/04/15,0.003
2011/04/16,0.003
2011/04/17,0.003
2011/04/18,4966
2011/04/19,7879
2011/04/20,9119
2011/04/21,9375
2011/04/22,8736
2011/04/23,6956
2011/04/24,2034
2011/04/25,0.006
2011/04/26,0.006
2011/04/27,0.007
2011/04/28,0.007
2011/04/29,0.007
2011/04/30,10712
2011/05/01,14779
2011/05/02,16527
2011/05/03,16698
2011/05/04,15347
2011/05/05,11969
2011/05/06,1411
2011/05/07,0.006
2011/05/08,0.004
2011/05/09,4055
2011/05/10,32983
2011/05/11,42274
2011/05/12,45980
2011/05/13,45486
2011/05/14,40640
2011/05/15,29361
2011/05/16,0.007
2011/05/17,0.007
2011/05/18,3581
2011/05/19,60181
2011/05/20,77483
2011/05/21,84607
2011/05/22,84178
2011/05/23,76068
2011/05/24,57093
2011/05/25,0.011
2011/05/26,23454
2011/05/27,131646
2011/05/28,167838
2011/05/29,181844
2011/05/30,178951
2011/05/31,158235
2011/06/01,110053
2011/06/02,0
2011/06/03,0
2011/06/04,0
2011/06/05,0
2011/06/06,34597
2011/06/07,93346
2011/06/08,115621
2011/06/09,123132
2011/06/10,118714
2011/06/11,100810
2011/06/12,58059
2011/06/13,0
2011/06/14,0
2011/06/15,84674
2011/06/16,219149
2011/06/17,270601
2011/06/18,287690
2011/06/19,276854
2011/06/20,234250
2011/06/21,132060
2011/06/22,0.022
2011/06/23,0.022
2011/06/24,133437
2011/06/25,354569
2011/06/26,438691
2011/06/27,466903
2011/06/28,449849
2011/06/29,381507
2011/06/30,218056
2011/07/01,0.07
2011/07/02,0.07
2011/07/03,0.083
2011/07/04,0.083
2011/07/05,0.083
2011/07/06,18848
2011/07/07,126885
2011/07/08,162255
2011/07/09,176171
2011/07/10,173862
2011/07/11,154602
2011/07/12,109810
2011/07/13,0
2011/07/14,0
2011/07/15,0
2011/07/16,0
2011/07/17,0
2011/07/18,0
2011/07/19,14495
2011/07/20,88238
2011/07/21,112661
2011/07/22,122186
2011/07/23,120404
2011/07/24,106749
2011/07/25,74994
2011/07/26,0
2011/07/27,0
2011/07/28,0
2011/07/29,0
2011/07/30,0
2011/07/31,0
2011/08/01,81418
2011/08/02,148496
2011/08/03,176294
2011/08/04,183615
2011/08/05,173078
2011/08/06,140725
2011/08/07,57077
2011/08/08,0
2011/08/09,0
2011/08/10,0
2011/08/11,0
2011/08/12,0
2011/08/13,0
2011/08/14,0
2011/08/15,901.519
2011/08/16,58005
2011/08/17,74841
2011/08/18,81919
2011/08/19,81813
2011/08/20,74490
2011/08/21,57246
2011/08/22,0.044
2011/08/23,0.062
2011/08/24,0.062
2011/08/25,0.062
2011/08/26,0.044
2011/08/27,0
2011/08/28,0
2011/08/29,0
2011/08/30,15796
2011/08/31,22991
2011/09/01,26083
2011/09/02,26547
2011/09/03,24533
2011/09/04,19277
2011/09/05,3748
2011/09/06,0.099
2011/09/07,0.088
2011/09/08,0.088
2011/09/09,0.062
2011/09/10,0.062
2011/09/11,0.062
2011/09/12,0.044
2011/09/13,8812
2011/09/14,16624
2011/09/15,19837
2011/09/16,20715
2011/09/17,19575
2011/09/18,15990
2011/09/19,6829
2011/09/20,0.077
2011/09/21,0.077
2011/09/22,0.077
2011/09/23,0.044
2011/09/24,0.044
2011/09/25,0
2011/09/26,0
2011/09/27,1391
2011/09/28,46043
2011/09/29,59370
2011/09/30,64934
2011/10/01,64769
2011/10/02,58825
2011/10/03,44863
2011/10/04,0
2011/10/05,0
2011/10/06,0
2011/10/07,0
2011/10/08,0
2011/10/09,0
2011/10/10,0
2011/10/11,0
2011/10/12,0
2011/10/13,0
2011/10/14,146971
2011/10/15,194861
2011/10/16,215306
2011/10/17,216238
2011/10/18,197932
2011/10/19,153658
2011/10/20,7794
2011/10/21,0
2011/10/22,0
2011/10/23,0
2011/10/24,0
2011/10/25,0.031
2011/10/26,0
2011/10/27,0
2011/10/28,0
2011/10/29,0.031
2011/10/30,0.031
2011/10/31,162646
2011/11/01,225246
2011/11/02,252142
2011/11/03,254898
2011/11/04,234368
2011/11/05,182870
2011/11/06,22629
2011/11/07,0.054
2011/11/08,0.054
2011/11/09,0.054
2011/11/10,0
2011/11/11,0.031
2011/11/12,0.031
2011/11/13,0.031
2011/11/14,5205
2011/11/15,8524
2011/11/16,9930
2011/11/17,10243
2011/11/18,9571
2011/11/19,7659
2011/11/20,2468
2011/11/21,0
2011/11/22,0
2011/11/23,0
2011/11/24,0.031
2011/11/25,0.031
2011/11/26,0
2011/11/27,0.044
2011/11/28,0.031
2011/11/29,29938
2011/11/30,72523
2011/12/01,89058
2011/12/02,94403
2011/12/03,90560
2011/12/04,76150
2011/12/05,41294
2011/12/06,0.031
2011/12/07,0.031
2011/12/08,0.031
2011/12/09,0.031
2011/12/10,0.031
2011/12/11,0.031
2011/12/12,7444
2011/12/13,44387
2011/12/14,56652
2011/12/15,61427
2011/12/16,60511
2011/12/17,53613
2011/12/18,37573
2011/12/19,0.044
2011/12/20,0.044
2011/12/21,0.044
2011/12/22,0.062
2011/12/23,0.062
2011/12/24,0.062
2011/12/25,0.054
2011/12/26,812.261
2011/12/27,3384
2011/12/28,4282
2011/12/29,4617
2011/12/30,4515
2011/12/31,3944
2012/01/01,2611
2012/01/02,0.031
2012/01/03,0.044
2012/01/04,0.044
2012/01/05,0.031
2012/01/06,0.031
2012/01/07,0.031
2012/01/08,13259
2012/01/09,62734
2012/01/10,79677
2012/01/11,86107
2012/01/12,84460
2012/01/13,74200
2012/01/14,50307
2012/01/15,0
2012/01/16,0
2012/01/17,0
2012/01/18,0
2012/01/19,0
2012/01/20,0
2012/01/21,0
2012/01/22,33715
2012/01/23,47732
2012/01/24,53759
2012/01/25,54515
2012/01/26,50237
2012/01/27,39317
2012/01/28,6157
2012/01/29,0
2012/01/30,0
2012/01/31,0.031
2012/02/01,0.031
2012/02/02,0
2012/02/03,0
2012/02/04,26930
2012/02/05,52979
2012/02/06,63592
2012/02/07,66607
2012/02/08,63125
2012/02/09,51850
2012/02/10,23403
2012/02/11,0
2012/02/12,0
2012/02/13,0
2012/02/14,0
2012/02/15,0
2012/02/16,0
2012/02/17,0
2012/02/18,1355
2012/02/19,2502
2012/02/20,2976
2012/02/21,3103
2012/02/22,2927
2012/02/23,2384
2012/02/24,985.74
2012/02/25,0
2012/02/26,0
2012/02/27,0
2012/02/28,0
2012/02/29,0
2012/03/01,0.031
2012/03/02,48531
2012/03/03,90121
2012/03/04,107288
2012/03/05,111902
2012/03/06,105621
2012/03/07,86093
2012/03/08,35925
2012/03/09,0.062
2012/03/10,0.062
2012/03/11,0.062
2012/03/12,0.062
2012/03/13,0.062
2012/03/14,0.062
2012/03/15,0.062
2012/03/16,643.99
2012/03/17,1032
2012/03/18,1197
2012/03/19,1232
2012/03/20,1149
2012/03/21,916.311
2012/03/22,276.856
2012/03/23,0
2012/03/24,0
2012/03/25,0
2012/03/26,0
2012/03/27,0
2012/03/28,0
2012/03/29,66845
2012/03/30,102594
2012/03/31,117886
2012/04/01,120759
2012/04/02,112173
2012/04/03,88864
2012/04/04,22918
2012/04/05,0.062
2012/04/06,0.062
2012/04/07,0.062
2012/04/08,0.062
2012/04/09,0.062
2012/04/10,0.062
2012/04/11,0.062
2012/04/12,9113
2012/04/13,33741
2012/04/14,42515
2012/04/15,45721
2012/04/16,44576
2012/04/17,38695
2012/04/18,24928
2012/04/19,0
2012/04/20,0
2012/04/21,0
2012/04/22,0
2012/04/23,0
2012/04/24,0
2012/04/25,0
2012/04/26,0
2012/04/27,34860
2012/04/28,54821
2012/04/29,63331
2012/04/30,65051
2012/05/01,60563
2012/05/02,48161
2012/05/03,13657
2012/05/04,0
2012/05/05,0
2012/05/06,0
2012/05/07,0
2012/05/08,0
2012/05/09,68183
2012/05/10,160586
2012/05/11,196697
2012/05/12,208216
2012/05/13,199453
2012/05/14,167246
2012/05/15,89017
2012/05/16,0.044
2012/05/17,0.044
2012/05/18,0.044
2012/05/19,0.062
2012/05/20,0.062
2012/05/21,0.044
2012/05/22,0.044
2012/05/23,0.044
2012/05/24,23873
2012/05/25,98352
2012/05/26,124410
2012/05/27,134107
2012/05/28,131122
2012/05/29,114469
2012/05/30,75599
2012/05/31,0
2012/06/01,0
2012/06/02,0
2012/06/03,0
2012/06/04,0
2012/06/05,0
2012/06/06,0
2012/06/07,1272
2012/06/08,5461
2012/06/09,6917
2012/06/10,7462
2012/06/11,7303
2012/06/12,6388
2012/06/13,4254
2012/06/14,0
2012/06/15,0
2012/06/16,0
2012/06/17,0
2012/06/18,0
2012/06/19,0
2012/06/20,29067
2012/06/21,99714
2012/06/22,125237
2012/06/23,134420
2012/06/24,130753
2012/06/25,112992
2012/06/26,71284
2012/06/27,0
2012/06/28,0
2012/06/29,0
2012/06/30,0
2012/07/01,0
2012/07/02,0
2012/07/03,0
2012/07/04,9290
2012/07/05,18323
2012/07/06,22002
2012/07/07,23049
2012/07/08,21848
2012/07/09,17952
2012/07/10,8128
2012/07/11,0
2012/07/12,0
2012/07/13,0
2012/07/14,0
2012/07/15,0
2012/07/16,0
2012/07/17,30398
2012/07/18,81114
2012/07/19,100389
2012/07/20,106863
2012/07/21,102979
2012/07/22,87366
2012/07/23,50041
2012/07/24,0
2012/07/25,0
2012/07/26,0
2012/07/27,0
2012/07/28,0
2012/07/29,0
2012/07/30,58908
2012/07/31,123822
2012/08/01,149865
2012/08/02,157650
2012/08/03,150045
2012/08/04,124256
2012/08/05,60263
2012/08/06,0
2012/08/07,0
2012/08/08,0
2012/08/09,0
2012/08/10,0
2012/08/11,0
2012/08/12,54296
2012/08/13,112430
2012/08/14,135834
2012/08/15,142757
2012/08/16,135744
2012/08/17,112212
2012/08/18,53618
2012/08/19,0
2012/08/20,0
2012/08/21,0
2012/08/22,0
2012/08/23,0
2012/08/24,0
2012/08/25,160873
2012/08/26,216942
2012/08/27,240960
2012/08/28,242639
2012/08/29,222485
2012/08/30,173031
2012/08/31,13934
2012/09/01,0
2012/09/02,0
2012/09/03,0
2012/09/04,0
2012/09/05,0
2012/09/06,35262
2012/09/07,174959
2012/09/08,222473
2012/09/09,240611
2012/09/10,236239
2012/09/11,207944
2012/09/12,142085
2012/09/13,0
2012/09/14,0
2012/09/15,0
2012/09/16,0
2012/09/17,0
2012/09/18,0
2012/09/19,10975
2012/09/20,117709
2012/09/21,151218
2012/09/22,164788
2012/09/23,163461
2012/09/24,146835
2012/09/25,108065
2012/09/26,0
2012/09/27,0
2012/09/28,0
2012/09/29,0
2012/09/30,0
2012/10/01,0
2012/10/02,0
2012/10/03,121285
2012/10/04,164599
2012/10/05,183171
2012/10/06,184624
2012/10/07,169400
2012/10/08,131843
2012/10/09,12028
2012/10/10,0
2012/10/11,0
2012/10/12,0
2012/10/13,0
2012/10/14,0
2012/10/15,0
2012/10/16,559.249
2012/10/17,12303
2012/10/18,15852
2012/10/19,17323
2012/10/20,17256
2012/10/21,15632
2012/10/22,11824
2012/10/23,0
2012/10/24,0
2012/10/25,0
2012/10/26,0
2012/10/27,0
2012/10/28,0
2012/10/29,0
2012/10/30,162390
2012/10/31,209645
2012/11/01,229655
2012/11/02,229655
2012/11/03,209645
2012/11/04,162390
2012/11/05,0
2012/11/06,0
2012/11/07,0
2012/11/08,0
2012/11/09,0
2012/11/10,0
2012/11/11,0
2012/11/12,11953
2012/11/13,44669
2012/11/14,56306
2012/11/15,60565
2012/11/16,59064
2012/11/17,51299
2012/11/18,33126
2012/11/19,0
2012/11/20,0
2012/11/21,0
2012/11/22,0
2012/11/23,0
2012/11/24,0
2012/11/25,0
2012/11/26,23450
2012/11/27,50754
2012/11/28,61634
2012/11/29,64948
2012/11/30,61923
2012/12/01,51454
2012/12/02,25639
2012/12/03,0
2012/12/04,0
2012/12/05,0
2012/12/06,0
2012/12/07,0
2012/12/08,0
2012/12/09,0
2012/12/10,11436
2012/12/11,47549
2012/12/12,60166
2012/12/13,64867
2012/12/14,63438
2012/12/15,55406
2012/12/16,36663
2012/12/17,0
2012/12/18,0
2012/12/19,0
2012/12/20,0
2012/12/21,0
2012/12/22,0
2012/12/23,0
2012/12/24,0
2012/12/25,0
2012/12/26,131338
2012/12/27,282825
2012/12/28,343261
2012/12/29,361614
2012/12/30,344672
2012/12/31,286235
2013/01/01,141987
2013/01/02,0
2013/01/03,0
2013/01/04,0
2013/01/05,0
2013/01/06,0
2013/01/07,0
2013/01/08,96580
2013/01/09,197306
2013/01/10,237985
2013/01/11,249900
2013/01/12,237421
2013/01/13,195941
2013/01/14,92319
2013/01/15,0
2013/01/16,0
2013/01/17,0
2013/01/18,0
2013/01/19,0
2013/01/20,0
2013/01/21,0
2013/01/22,0
2013/01/23,43667
2013/01/24,194060
2013/01/25,246050
2013/01/26,265615
2013/01/27,260176
2013/01/28,227948
2013/01/29,152834
2013/01/30,0
2013/01/31,0
2013/02/01,0
2013/02/02,0
2013/02/03,0
2013/02/04,0
2013/02/05,102820
2013/02/06,222002
2013/02/07,269521
2013/02/08,283975
2013/02/09,270712
2013/02/10,224883
2013/02/11,111817
2013/02/12,0
2013/02/13,0
2013/02/14,0
2013/02/15,0
2013/02/16,0
2013/02/17,0
2013/02/18,254666
2013/02/19,334099
2013/02/20,367918
2013/02/21,368888
2013/02/22,337294
2013/02/23,261592
2013/02/24,8162
2013/02/25,0
2013/02/26,0
2013/02/27,0
2013/02/28,0
2013/03/01,135327
2013/03/02,497379
2013/03/03,626543
2013/03/04,673667
2013/03/05,656655
2013/03/06,569792
2013/03/07,366373
2013/03/08,0
2013/03/09,0
2013/03/10,0
2013/03/11,0
2013/03/12,0
2013/03/13,0
2013/03/14,208215
2013/03/15,364405
2013/03/16,429706
2013/03/17,446009
2013/03/18,419070
2013/03/19,338726
2013/03/20,127555
2013/03/21,0
2013/03/22,0
2013/03/23,0
2013/03/24,513276
2013/03/25,1309649
2013/03/26,1615312
2013/03/27,1716278
2013/03/28,1650548
2013/03/29,1394752
2013/03/30,780180
2013/03/31,0
2013/04/01,0
2013/04/02,0
2013/04/03,0
2013/04/04,0
2013/04/05,216417
2013/04/06,682050
2013/04/07,853025
2013/04/08,913353
2013/04/09,885934
2013/04/10,761347
2013/04/11,467462
2013/04/12,0
2013/04/13,0
2013/04/14,0
2013/04/15,0
2013/04/16,0
2013/04/17,255640
2013/04/18,903965
2013/04/19,1136875
2013/04/20,1221208
2013/04/21,1189010
2013/04/22,1029402
2013/04/23,655078
2013/04/24,0.25
2013/04/25,0.25
2013/04/26,0
2013/04/27,0.433
2013/04/28,0.433
2013/04/29,0.433
2013/04/30,615955
2013/05/01,903248
2013/05/02,1026668
2013/05/03,1045929
2013/05/04,967273
2013/05/05,760920
2013/05/06,155283
2013/05/07,0.25
2013/05/08,0.354
2013/05/09,0.5
2013/05/10,0.5
2013/05/11,0.433
2013/05/12,157354
2013/05/13,767141
2013/05/14,975060
2013/05/15,1054262
2013/05/16,1034740
2013/05/17,910163
2013/05/18,620159
2013/05/19,0
2013/05/20,0
2013/05/21,0
2013/05/22,0
2013/05/23,0
2013/05/24,0.25
2013/05/25,184409
2013/05/26,670556
2013/05/27,844324
2013/05/28,907590
2013/05/29,884396
2013/05/30,766936
2013/05/31,491758
2013/06/01,0.612
2013/06/02,0.612
2013/06/03,0.5
2013/06/04,0.707
2013/06/05,919150
2013/06/06,2437602
2013/06/07,3015494
2013/06/08,3209164
2013/06/09,3091681
2013/06/10,2621543
2013/06/11,1496901
2013/06/12,0
2013/06/13,0
2013/06/14,0
2013/06/15,0
2013/06/16,240113
2013/06/17,2583844
2013/06/18,3319479
2013/06/19,3617418
2013/06/20,3588394
2013/06/21,3223589
2013/06/22,2372881
2013/06/23,0
2013/06/24,0
2013/06/25,0
2013/06/26,0.5
2013/06/27,0
2013/06/28,0
2013/06/29,586888
2013/06/30,1422197
2013/07/01,1746526
2013/07/02,1851369
2013/07/03,1776029
2013/07/04,1493485
2013/07/05,810071
2013/07/06,1.118
2013/07/07,1.323
2013/07/08,1.323
2013/07/09,1.323
2013/07/10,1.323
2013/07/11,3339745
2013/07/12,4336761
2013/07/13,4759849
2013/07/14,4764440
2013/07/15,4351861
2013/07/16,3372324
2013/07/17,38834
2013/07/18,0.707
2013/07/19,0
2013/07/20,1
2013/07/21,1
2013/07/22,713023
2013/07/23,3517261
2013/07/24,4471818
2013/07/25,4835960
2013/07/26,4747544
2013/07/27,4177936
2013/07/28,2852094
2013/07/29,2
2013/07/30,1.871
2013/07/31,1.581
2013/08/01,1.414
2013/08/02,1.225
2013/08/03,2020786
2013/08/04,4430681
2013/08/05,5388104
2013/08/06,5682056
2013/08/07,5421552
2013/08/08,4511548
2013/08/09,2273384
2013/08/10,0
2013/08/11,0
2013/08/12,0
2013/08/13,1693341
2013/08/14,9259894
2013/08/15,11799618
2013/08/16,12779808
2013/08/17,12570726
2013/08/18,11105401
2013/08/19,7697004
2013/08/20,1.414
2013/08/21,0
2013/08/22,0
2013/08/23,0
2013/08/24,3713747
2013/08/25,10496136
2013/08/26,13042460
2013/08/27,13914116
2013/08/28,13440961
2013/08/29,11457583
2013/08/30,6741880
2013/08/31,2.828
2013/09/01,2
2013/09/02,0
2013/09/03,0
2013/09/04,11186950
2013/09/05,17018984
2013/09/06,19516244
2013/09/07,19971522
2013/09/08,18535900
2013/09/09,14664155
2013/09/10,3638032
2013/09/11,0
2013/09/12,0
2013/09/13,0
2013/09/14,164983
2013/09/15,17956365
2013/09/16,23174065
2013/09/17,25374119
2013/09/18,25354624
2013/09/19,23109963
2013/09/20,17818143
2013/09/21,4
2013/09/22,0
2013/09/23,0
2013/09/24,0
2013/09/25,9221425
2013/09/26,25469538
2013/09/27,31599386
2013/09/28,33682431
2013/09/29,32506187
2013/09/30,27657898
2013/10/01,16106755
2013/10/02,0
2013/10/03,0
2013/10/04,0
2013/10/05,0
2013/10/06,10714743
2013/10/07,28557839
2013/10/08,35341199
2013/10/09,37618563
2013/10/10,36249385
2013/10/11,30750370
2013/10/12,17602793
2013/10/13,0
2013/10/14,0
2013/10/15,0
2013/10/16,21438534
2013/10/17,55512713
2013/10/18,68548607
2013/10/19,72879087
2013/10/20,70135659
2013/10/21,59345258
2013/10/22,33465029
2013/10/23,8
2013/10/24,8
2013/10/25,8
2013/10/26,73903128
2013/10/27,103786471
2013/10/28,116634514
2013/10/29,118142317
2013/10/30,108782459
2013/10/31,85039160
2013/11/01,12317188
2013/11/02,11.314
2013/11/03,16
2013/11/04,0
2013/11/05,14962519
2013/11/06,82814149
2013/11/07,105552982
2013/11/08,114339945
2013/11/09,112493362
2013/11/10,99422494
2013/11/11,69020652
2013/11/12,0
2013/11/13,0
2013/11/14,0
2013/11/15,0
2013/11/16,0
2013/11/17,22249255
2013/11/18,68852968
2013/11/19,86027257
2013/11/20,92059235
2013/11/21,89237729
2013/11/22,76590456
2013/11/23,46723436
2013/11/24,0
2013/11/25,0
2013/11/26,0
2013/11/27,0
2013/11/28,0
2013/11/29,17430523
2013/11/30,67841664
2013/12/01,85647763
2013/12/02,92211534
2013/12/03,90026522
2013/12/04,78364291
2013/12/05,51103123
2013/12/06,0
2013/12/07,0
2013/12/08,0
2013/12/09,0
2013/12/10,47609287
2013/12/11,140754439
2013/12/12,175398592
2013/12/13,187417200
2013/12/14,181365471
2013/12/15,155142991
2013/12/16,93021223
2013/12/17,0
2013/12/18,0
2013/12/19,0
2013/12/20,0
2013/12/21,111375926
2013/12/22,204235793
2013/12/23,242672649
2013/12/24,252859376
2013/12/25,238444557
2013/12/26,194020213
2013/12/27,79384969
2013/12/28,0
2013/12/29,0
2013/12/30,0
2013/12/31,0
2014/01/01,0
2014/01/02,157571086
2014/01/03,209134778
2014/01/04,231154419
2014/01/05,232193191
2014/01/06,212558916
2014/01/07,165030937
2014/01/08,8685021
2014/01/09,0
2014/01/10,0
2014/01/11,0
2014/01/12,0
2014/01/13,218202571
2014/01/14,310102752
2014/01/15,349621408
2014/01/16,354720452
2014/01/17,327013955
2014/01/18,256065836
2014/01/19,41489221
2014/01/20,90.51
2014/01/21,128
2014/01/22,119.733
2014/01/23,78.384
2014/01/24,106294025
2014/01/25,285192438
2014/01/26,353105950
2014/01/27,375959672
2014/01/28,362381452
2014/01/29,307583706
2014/01/30,176657676
2014/01/31,90.51
2014/02/01,143.108
2014/02/02,128
2014/02/03,128
2014/02/04,110.851
2014/02/05,192360391
2014/02/06,327647662
2014/02/07,384522830
2014/02/08,398141896
2014/02/09,373269979
2014/02/10,300496807
2014/02/11,106866884
2014/02/12,156.767
2014/02/13,156.767
2014/02/14,156.767
2014/02/15,156.767
2014/02/16,156.767
2014/02/17,351055065
2014/02/18,456185762
2014/02/19,500809695
2014/02/20,501352533
2014/02/21,457971052
2014/02/22,354908039
2014/02/23,4588955
2014/02/24,221.703
2014/02/25,239.466
2014/02/26,221.703
2014/02/27,239.466
2014/02/28,217551620
2014/03/01,493054544
2014/03/02,601673596
2014/03/03,635652189
2014/03/04,607643440
2014/03/05,507485618
2014/03/06,262653785
2014/03/07,181.019
2014/03/08,181.019
2014/03/09,156.767
2014/03/10,128
2014/03/11,90.51
2014/03/12,128
2014/03/13,281557908
2014/03/14,378420532
2014/03/15,419889603
2014/03/16,422599568
2014/03/17,387364746
2014/03/18,301148526
2014/03/19,22524633
2014/03/20,0
2014/03/21,0
2014/03/22,0
2014/03/23,0
2014/03/24,14083499
2014/03/25,527375167
2014/03/26,680132394
2014/03/27,744019398
2014/03/28,742346915
2014/03/29,674627529
2014/03/30,515456060
2014/03/31,0
2014/04/01,0
2014/04/02,0
2014/04/03,0
2014/04/04,0
2014/04/05,387144483
2014/04/06,809919676
2014/04/07,979724343
2014/04/08,1030315765
2014/04/09,980327619
2014/04/10,811378323
2014/04/11,391699124
2014/04/12,0
2014/04/13,0
2014/04/14,0
2014/04/15,0
2014/04/16,0
2014/04/17,145866924
2014/04/18,594602287
2014/04/19,751880001
2014/04/20,810303726
2014/04/21,792059125
2014/04/22,691100660
2014/04/23,455389420
2014/04/24,181.019
2014/04/25,181.019
2014/04/26,0
2014/04/27,181.019
2014/04/28,256
2014/04/29,33463001
2014/04/30,710461058
2014/05/01,915342677
2014/05/02,1000205818
2014/05/03,996209466
2014/05/04,902173531
2014/05/05,681808640
2014/05/06,313.535
2014/05/07,256
