Date,transactions14rsi
2010/07/17,48.141
2010/07/18,48.211
2010/07/19,48.819
2010/07/20,49.177
2010/07/21,48.211
2010/07/22,47.985
2010/07/23,47.957
2010/07/24,51.626
2010/07/25,57.491
2010/07/26,47.854
2010/07/27,48.1
2010/07/28,57.343
2010/07/29,56.599
2010/07/30,46.952
2010/07/31,46.669
2010/08/01,46.892
2010/08/02,47.116
2010/08/03,49.091
2010/08/04,47.47
2010/08/05,48.295
2010/08/06,47.617
2010/08/07,46.834
2010/08/08,47.565
2010/08/09,48.002
2010/08/10,47.146
2010/08/11,47.502
2010/08/12,47.456
2010/08/13,49.123
2010/08/14,47.228
2010/08/15,46.638
2010/08/16,49.617
2010/08/17,47.915
2010/08/18,48.804
2010/08/19,47.939
2010/08/20,48.665
2010/08/21,47.575
2010/08/22,47.295
2010/08/23,47.339
2010/08/24,47.531
2010/08/25,47.185
2010/08/26,47.432
2010/08/27,46.52
2010/08/28,47.937
2010/08/29,45.915
2010/08/30,48.61
2010/08/31,51.076
2010/09/01,49.937
2010/09/02,47.971
2010/09/03,47.623
2010/09/04,45.422
2010/09/05,47.649
2010/09/06,46.644
2010/09/07,46.737
2010/09/08,49.218
2010/09/09,49.943
2010/09/10,49.638
2010/09/11,47.653
2010/09/12,50.829
2010/09/13,54.141
2010/09/14,51.53
2010/09/15,53.715
2010/09/16,51.11
2010/09/17,47.233
2010/09/18,47.814
2010/09/19,46.827
2010/09/20,54.211
2010/09/21,69.162
2010/09/22,61.206
2010/09/23,57.227
2010/09/24,50.518
2010/09/25,52.62
2010/09/26,47.219
2010/09/27,54.191
2010/09/28,50.387
2010/09/29,65.143
2010/09/30,48.026
2010/10/01,52.787
2010/10/02,52.081
2010/10/03,48.559
2010/10/04,48.534
2010/10/05,48.301
2010/10/06,48.052
2010/10/07,46.448
2010/10/08,47.427
2010/10/09,48.613
2010/10/10,46.679
2010/10/11,46.61
2010/10/12,47.197
2010/10/13,46.84
2010/10/14,45.764
2010/10/15,45.291
2010/10/16,47.01
2010/10/17,47.233
2010/10/18,54.597
2010/10/19,66.498
2010/10/20,56.216
2010/10/21,52.879
2010/10/22,55.678
2010/10/23,51.425
2010/10/24,51.613
2010/10/25,46.226
2010/10/26,49.087
2010/10/27,52.143
2010/10/28,48.599
2010/10/29,47.687
2010/10/30,44.923
2010/10/31,43.152
2010/11/01,45.467
2010/11/02,42.853
2010/11/03,45.338
2010/11/04,44.627
2010/11/05,49.04
2010/11/06,46.741
2010/11/07,48.618
2010/11/08,50.283
2010/11/09,47.624
2010/11/10,47.748
2010/11/11,46.677
2010/11/12,43.252
2010/11/13,43.479
2010/11/14,46.55
2010/11/15,92.966
2010/11/16,96.255
2010/11/17,47.266
2010/11/18,50.528
2010/11/19,67.529
2010/11/20,67.722
2010/11/21,68.164
2010/11/22,45.555
2010/11/23,45.597
2010/11/24,52.305
2010/11/25,54.092
2010/11/26,47.348
2010/11/27,45.916
2010/11/28,45.951
2010/11/29,45.881
2010/11/30,45.898
2010/12/01,46.082
2010/12/02,45.961
2010/12/03,45.768
2010/12/04,45.752
2010/12/05,45.772
2010/12/06,45.879
2010/12/07,46.31
2010/12/08,46.134
2010/12/09,46.049
2010/12/10,45.896
2010/12/11,46.664
2010/12/12,47.19
2010/12/13,47.38
2010/12/14,47.252
2010/12/15,47.039
2010/12/16,46.486
2010/12/17,46.075
2010/12/18,46.42
2010/12/19,46.674
2010/12/20,50.232
2010/12/21,47.389
2010/12/22,48.025
2010/12/23,46.877
2010/12/24,46.973
2010/12/25,47.907
2010/12/26,47.613
2010/12/27,46.71
2010/12/28,48.469
2010/12/29,46.66
2010/12/30,47.768
2010/12/31,47.336
2011/01/01,48.706
2011/01/02,47.394
2011/01/03,56.147
2011/01/04,53.908
2011/01/05,58.171
2011/01/06,48.929
2011/01/07,52.972
2011/01/08,57.837
2011/01/09,54.771
2011/01/10,55.872
2011/01/11,56.38
2011/01/12,53.166
2011/01/13,54.359
2011/01/14,54.404
2011/01/15,49.544
2011/01/16,48.729
2011/01/17,46.861
2011/01/18,47.424
2011/01/19,48.901
2011/01/20,48.694
2011/01/21,54.032
2011/01/22,58.844
2011/01/23,51.294
2011/01/24,55.228
2011/01/25,47.72
2011/01/26,49.431
2011/01/27,46.846
2011/01/28,51.442
2011/01/29,55.904
2011/01/30,70.009
2011/01/31,52.469
2011/02/01,48.44
2011/02/02,47.279
2011/02/03,46.111
2011/02/04,47.781
2011/02/05,46.513
2011/02/06,47.618
2011/02/07,47.048
2011/02/08,46.894
2011/02/09,52.365
2011/02/10,61.973
2011/02/11,64.977
2011/02/12,58.013
2011/02/13,56.684
2011/02/14,58.741
2011/02/15,60.78
2011/02/16,58.459
2011/02/17,60.322
2011/02/18,57.314
2011/02/19,50.741
2011/02/20,54.947
2011/02/21,55.397
2011/02/22,58.089
2011/02/23,58.54
2011/02/24,56.338
2011/02/25,55.071
2011/02/26,52.078
2011/02/27,57.533
2011/02/28,49.605
2011/03/01,62.269
2011/03/02,51.919
2011/03/03,62.376
2011/03/04,49.895
2011/03/05,49.981
2011/03/06,49.852
2011/03/07,49.441
2011/03/08,54.605
2011/03/09,48.825
2011/03/10,47.671
2011/03/11,49.781
2011/03/12,59.078
2011/03/13,56.715
2011/03/14,56.03
2011/03/15,57.865
2011/03/16,60.437
2011/03/17,61.906
2011/03/18,50.832
2011/03/19,57.709
2011/03/20,63.489
2011/03/21,71.933
2011/03/22,47.782
2011/03/23,57.587
2011/03/24,47.528
2011/03/25,46.845
2011/03/26,52.285
2011/03/27,48.842
2011/03/28,50.611
2011/03/29,49.741
2011/03/30,45.845
2011/03/31,47.216
2011/04/01,45.16
2011/04/02,46.132
2011/04/03,46.338
2011/04/04,49.102
2011/04/05,48.007
2011/04/06,46.865
2011/04/07,45.821
2011/04/08,46.313
2011/04/09,46.16
2011/04/10,46.119
2011/04/11,47.853
2011/04/12,48.986
2011/04/13,51.226
2011/04/14,55.571
2011/04/15,48.408
2011/04/16,49.239
2011/04/17,50.079
2011/04/18,56.606
2011/04/19,60.436
2011/04/20,54.662
2011/04/21,46.493
2011/04/22,47.711
2011/04/23,49.468
2011/04/24,49.246
2011/04/25,51.74
2011/04/26,58.305
2011/04/27,65.07
2011/04/28,52.709
2011/04/29,55.473
2011/04/30,60.566
2011/05/01,56.781
2011/05/02,50.964
2011/05/03,49.959
2011/05/04,49.068
2011/05/05,53.303
2011/05/06,52.047
2011/05/07,55.932
2011/05/08,48.879
2011/05/09,52.74
2011/05/10,50.613
2011/05/11,50.127
2011/05/12,52.225
2011/05/13,56.681
2011/05/14,58.648
2011/05/15,53.483
2011/05/16,57.095
2011/05/17,57.766
2011/05/18,64.037
2011/05/19,57.281
2011/05/20,57.779
2011/05/21,58.829
2011/05/22,60.615
2011/05/23,63.194
2011/05/24,63.83
2011/05/25,66.1
2011/05/26,69.905
2011/05/27,52.433
2011/05/28,53.517
2011/05/29,51.426
2011/05/30,55.44
2011/05/31,59.729
2011/06/01,62.092
2011/06/02,65.078
2011/06/03,70.521
2011/06/04,71.795
2011/06/05,69.897
2011/06/06,73.876
2011/06/07,68.175
2011/06/08,76.676
2011/06/09,77.428
2011/06/10,70.563
2011/06/11,67.707
2011/06/12,72.393
2011/06/13,64.703
2011/06/14,72.392
2011/06/15,64.145
2011/06/16,64.799
2011/06/17,57.9
2011/06/18,58.732
2011/06/19,58.166
2011/06/20,56.865
2011/06/21,49.718
2011/06/22,56.613
2011/06/23,52.02
2011/06/24,53.984
2011/06/25,49.233
2011/06/26,50.396
2011/06/27,56.889
2011/06/28,52.549
2011/06/29,49.642
2011/06/30,48.128
2011/07/01,52.149
2011/07/02,42.789
2011/07/03,44.25
2011/07/04,49.183
2011/07/05,46.979
2011/07/06,52.74
2011/07/07,47.944
2011/07/08,45.611
2011/07/09,43.418
2011/07/10,45.767
2011/07/11,53.674
2011/07/12,45.659
2011/07/13,49.113
2011/07/14,47.703
2011/07/15,45.307
2011/07/16,48.641
2011/07/17,46.864
2011/07/18,49.203
2011/07/19,50.142
2011/07/20,48.794
2011/07/21,45.952
2011/07/22,49.674
2011/07/23,43.553
2011/07/24,47.059
2011/07/25,52.224
2011/07/26,47.764
2011/07/27,46.352
2011/07/28,46.999
2011/07/29,43.767
2011/07/30,39.802
2011/07/31,48.395
2011/08/01,48.842
2011/08/02,51.539
2011/08/03,46.976
2011/08/04,49.628
2011/08/05,45.686
2011/08/06,43.704
2011/08/07,43.195
2011/08/08,46.083
2011/08/09,54.856
2011/08/10,50.778
2011/08/11,47.673
2011/08/12,45.899
2011/08/13,47.067
2011/08/14,47.438
2011/08/15,52.077
2011/08/16,57.578
2011/08/17,48.399
2011/08/18,47.064
2011/08/19,48.101
2011/08/20,46.065
2011/08/21,48.538
2011/08/22,49.282
2011/08/23,46.55
2011/08/24,47.218
2011/08/25,46.502
2011/08/26,47.633
2011/08/27,41.777
2011/08/28,38.049
2011/08/29,52.764
2011/08/30,51.192
2011/08/31,48.474
2011/09/01,48.141
2011/09/02,47.015
2011/09/03,41.438
2011/09/04,49.407
2011/09/05,48.142
2011/09/06,52.471
2011/09/07,48.5
2011/09/08,45.502
2011/09/09,50.321
2011/09/10,43.687
2011/09/11,46.253
2011/09/12,46.957
2011/09/13,46.612
2011/09/14,44.849
2011/09/15,46.626
2011/09/16,45.269
2011/09/17,40.936
2011/09/18,44.697
2011/09/19,49.459
2011/09/20,57.759
2011/09/21,54.704
2011/09/22,46.021
2011/09/23,47.211
2011/09/24,44.149
2011/09/25,44.077
2011/09/26,43.637
2011/09/27,46.937
2011/09/28,46.319
2011/09/29,43.748
2011/09/30,45.968
2011/10/01,42.642
2011/10/02,40.68
2011/10/03,51.715
2011/10/04,47.313
2011/10/05,46.864
2011/10/06,48.046
2011/10/07,46.305
2011/10/08,44.531
2011/10/09,44.953
2011/10/10,48.781
2011/10/11,49.469
2011/10/12,49.396
2011/10/13,41.584
2011/10/14,51.164
2011/10/15,47.122
2011/10/16,43.068
2011/10/17,49.496
2011/10/18,43.431
2011/10/19,45.419
2011/10/20,42.487
2011/10/21,46.882
2011/10/22,46.404
2011/10/23,50.238
2011/10/24,52.557
2011/10/25,47.092
2011/10/26,47.572
2011/10/27,43.354
2011/10/28,47.16
2011/10/29,50.983
2011/10/30,46.273
2011/10/31,47.812
2011/11/01,52.454
2011/11/02,54.058
2011/11/03,56.261
2011/11/04,58.225
2011/11/05,52.384
2011/11/06,45.247
2011/11/07,49.207
2011/11/08,52.928
2011/11/09,56.109
2011/11/10,56.911
2011/11/11,45.592
2011/11/12,45.674
2011/11/13,47.75
2011/11/14,52.042
2011/11/15,53.398
2011/11/16,53.141
2011/11/17,44.184
2011/11/18,46.117
2011/11/19,42.896
2011/11/20,46.426
2011/11/21,43.895
2011/11/22,50.1
2011/11/23,51.043
2011/11/24,46.375
2011/11/25,50.282
2011/11/26,44.637
2011/11/27,47.422
2011/11/28,54.169
2011/11/29,57.42
2011/11/30,60.119
2011/12/01,55.382
2011/12/02,55.397
2011/12/03,49.435
2011/12/04,47.604
2011/12/05,54.197
2011/12/06,64.276
2011/12/07,51.494
2011/12/08,49.497
2011/12/09,48.227
2011/12/10,48.839
2011/12/11,46.156
2011/12/12,43.872
2011/12/13,47.875
2011/12/14,49.772
2011/12/15,44.501
2011/12/16,46.832
2011/12/17,45.476
2011/12/18,43.125
2011/12/19,52.116
2011/12/20,55.153
2011/12/21,49.905
2011/12/22,51.811
2011/12/23,50.559
2011/12/24,43.725
2011/12/25,48.129
2011/12/26,50.577
2011/12/27,47.828
2011/12/28,46.323
2011/12/29,48.144
2011/12/30,46.909
2011/12/31,47.585
2012/01/01,46.444
2012/01/02,50.268
2012/01/03,53.366
2012/01/04,53.045
2012/01/05,62.611
2012/01/06,58.797
2012/01/07,51.946
2012/01/08,55.783
2012/01/09,53.205
2012/01/10,57.454
2012/01/11,60.417
2012/01/12,56.246
2012/01/13,57.427
2012/01/14,56.928
2012/01/15,52.206
2012/01/16,57.156
2012/01/17,55.151
2012/01/18,54.386
2012/01/19,56.384
2012/01/20,55.08
2012/01/21,50.428
2012/01/22,41.581
2012/01/23,48.675
2012/01/24,57.638
2012/01/25,61.742
2012/01/26,51.179
2012/01/27,49.403
2012/01/28,46.562
2012/01/29,50.104
2012/01/30,48.169
2012/01/31,53.671
2012/02/01,50.652
2012/02/02,54.902
2012/02/03,54.023
2012/02/04,55.305
2012/02/05,51.611
2012/02/06,46.788
2012/02/07,53.271
2012/02/08,53.299
2012/02/09,56.518
2012/02/10,62.386
2012/02/11,55.821
2012/02/12,51.008
2012/02/13,56.984
2012/02/14,64.151
2012/02/15,63.032
2012/02/16,63.93
2012/02/17,46.67
2012/02/18,45.335
2012/02/19,42.778
2012/02/20,45.214
2012/02/21,45.787
2012/02/22,50.314
2012/02/23,54.76
2012/02/24,48.612
2012/02/25,45.325
2012/02/26,43.025
2012/02/27,48.478
2012/02/28,48.39
2012/02/29,48.243
2012/03/01,49.043
2012/03/02,54.419
2012/03/03,41.059
2012/03/04,48.734
2012/03/05,50.64
2012/03/06,47.615
2012/03/07,48.976
2012/03/08,48.976
2012/03/09,48.123
2012/03/10,42.066
2012/03/11,41.488
2012/03/12,47.428
2012/03/13,54.502
2012/03/14,51.668
2012/03/15,48.294
2012/03/16,51.819
2012/03/17,51.356
2012/03/18,46.489
2012/03/19,50.349
2012/03/20,51.339
2012/03/21,52.38
2012/03/22,49.572
2012/03/23,46.953
2012/03/24,48.144
2012/03/25,47.181
2012/03/26,50.424
2012/03/27,50.755
2012/03/28,55.199
2012/03/29,57.264
2012/03/30,51.074
2012/03/31,46.097
2012/04/01,42.031
2012/04/02,49.495
2012/04/03,57.393
2012/04/04,53.1
2012/04/05,52.432
2012/04/06,49.95
2012/04/07,45.842
2012/04/08,44.64
2012/04/09,49.998
2012/04/10,60.726
2012/04/11,56.466
2012/04/12,58.766
2012/04/13,50.712
2012/04/14,55.795
2012/04/15,52.075
2012/04/16,57.732
2012/04/17,53.32
2012/04/18,56.969
2012/04/19,52.93
2012/04/20,54.823
2012/04/21,48.906
2012/04/22,44.895
2012/04/23,48.979
2012/04/24,51.797
2012/04/25,51.289
2012/04/26,62.191
2012/04/27,48.72
2012/04/28,49.597
2012/04/29,50.756
2012/04/30,57.242
2012/05/01,59.954
2012/05/02,58.903
2012/05/03,69.806
2012/05/04,70.002
2012/05/05,64.568
2012/05/06,56.666
2012/05/07,71.236
2012/05/08,69.345
2012/05/09,67.665
2012/05/10,51.841
2012/05/11,63.985
2012/05/12,62.308
2012/05/13,54.601
2012/05/14,69.806
2012/05/15,60.087
2012/05/16,54.531
2012/05/17,53.081
2012/05/18,60.544
2012/05/19,68.406
2012/05/20,63.498
2012/05/21,63.61
2012/05/22,54.315
2012/05/23,57.556
2012/05/24,56.635
2012/05/25,58.686
2012/05/26,52.346
2012/05/27,55.206
2012/05/28,58.174
2012/05/29,58.106
2012/05/30,53.108
2012/05/31,48.284
2012/06/01,54.202
2012/06/02,41.978
2012/06/03,57.147
2012/06/04,63.276
2012/06/05,62.062
2012/06/06,45.136
2012/06/07,53.446
2012/06/08,49.129
2012/06/09,53.125
2012/06/10,56.24
2012/06/11,52.262
2012/06/12,46.109
2012/06/13,59.836
2012/06/14,61.253
2012/06/15,58.258
2012/06/16,53.517
2012/06/17,53.731
2012/06/18,51.718
2012/06/19,50.425
2012/06/20,48.84
2012/06/21,46.526
2012/06/22,45.167
2012/06/23,44.605
2012/06/24,44.675
2012/06/25,48.315
2012/06/26,49.188
2012/06/27,49.564
2012/06/28,46.976
2012/06/29,44.847
2012/06/30,44.7
2012/07/01,42.65
2012/07/02,47.21
2012/07/03,45.554
2012/07/04,45.97
2012/07/05,44.867
2012/07/06,46.915
2012/07/07,48.453
2012/07/08,44.501
2012/07/09,48.565
2012/07/10,56.48
2012/07/11,53.111
2012/07/12,47.536
2012/07/13,47.739
2012/07/14,46.314
2012/07/15,49.597
2012/07/16,53.861
2012/07/17,56.836
2012/07/18,54.262
2012/07/19,52.743
2012/07/20,57.541
2012/07/21,55.235
2012/07/22,55.457
2012/07/23,53.054
2012/07/24,48.476
2012/07/25,47.421
2012/07/26,51.13
2012/07/27,47.332
2012/07/28,55.44
2012/07/29,54.591
2012/07/30,54.475
2012/07/31,60.988
2012/08/01,49.335
2012/08/02,51.727
2012/08/03,46.835
2012/08/04,48.04
2012/08/05,52.098
2012/08/06,54.006
2012/08/07,48.306
2012/08/08,57.146
2012/08/09,48.496
2012/08/10,47.325
2012/08/11,51.208
2012/08/12,52.405
2012/08/13,61.917
2012/08/14,50.87
