Date,mediantransactionvalue30stdUSD
2010/10/27,71.006
2010/10/28,74.853
2010/10/29,74.755
2010/10/30,74.195
2010/10/31,73.755
2010/11/01,73.712
2010/11/02,73.691
2010/11/03,73.92
2010/11/04,73.713
2010/11/05,73.609
2010/11/06,73.505
2010/11/07,73.305
2010/11/08,72.976
2010/11/09,72.892
2010/11/10,72.372
2010/11/11,71.801
2010/11/12,71.091
2010/11/13,67.847
2010/11/14,67.313
2010/11/15,58.889
2010/11/16,59.072
2010/11/17,59.014
2010/11/18,59.216
2010/11/19,59.464
2010/11/20,59.714
2010/11/21,59.774
2010/11/22,59.316
2010/11/23,58.808
2010/11/24,55.215
2010/11/25,48.316
2010/11/26,37.771
2010/11/27,24.101
2010/11/28,24.269
2010/11/29,24.378
2010/11/30,24.636
2010/12/01,24.485
2010/12/02,19.324
2010/12/03,19.506
2010/12/04,17.875
2010/12/05,18.04
2010/12/06,18.052
2010/12/07,17.632
2010/12/08,15.284
2010/12/09,15.165
2010/12/10,13.96
2010/12/11,13.107
2010/12/12,10.191
2010/12/13,9.866
2010/12/14,15.224
2010/12/15,24.931
2010/12/16,27.948
2010/12/17,27.724
2010/12/18,28.161
2010/12/19,28.045
2010/12/20,27.882
2010/12/21,27.692
2010/12/22,27.626
2010/12/23,27.583
2010/12/24,27.37
2010/12/25,33.281
2010/12/26,34.503
2010/12/27,34.271
2010/12/28,34.147
2010/12/29,33.93
2010/12/30,33.643
2010/12/31,33.423
2011/01/01,33.173
2011/01/02,32.858
2011/01/03,32.973
2011/01/04,33.042
2011/01/05,33.077
2011/01/06,33.109
2011/01/07,32.946
2011/01/08,33.203
2011/01/09,33.378
2011/01/10,33.595
2011/01/11,33.628
2011/01/12,34.013
2011/01/13,33.255
2011/01/14,28.598
2011/01/15,26.241
2011/01/16,26.235
2011/01/17,25.81
2011/01/18,25.775
2011/01/19,25.717
2011/01/20,25.755
2011/01/21,25.877
2011/01/22,26.058
2011/01/23,26.099
2011/01/24,16.695
2011/01/25,12.034
2011/01/26,12.236
2011/01/27,12.561
2011/01/28,12.3
2011/01/29,11.957
2011/01/30,38.388
2011/01/31,38.737
2011/02/01,39.297
2011/02/02,39.683
2011/02/03,39.877
2011/02/04,40.264
2011/02/05,41.034
2011/02/06,41.858
2011/02/07,42.345
2011/02/08,42.654
2011/02/09,43.002
2011/02/10,43.715
2011/02/11,47.91
2011/02/12,48.116
2011/02/13,47.492
2011/02/14,47.309
2011/02/15,46.954
2011/02/16,46.916
2011/02/17,46.12
2011/02/18,45.746
2011/02/19,45.059
2011/02/20,44.055
2011/02/21,42.613
2011/02/22,42.101
2011/02/23,40.663
2011/02/24,39.987
2011/02/25,39.307
2011/02/26,38.596
2011/02/27,37.628
2011/02/28,36.66
2011/03/01,27.342
2011/03/02,28.743
2011/03/03,29.688
2011/03/04,30.74
2011/03/05,30.681
2011/03/06,30.704
2011/03/07,30.878
2011/03/08,31.162
2011/03/09,31.06
2011/03/10,31.574
2011/03/11,31.827
2011/03/12,32.804
2011/03/13,28.079
2011/03/14,28.052
2011/03/15,28.415
2011/03/16,29.596
2011/03/17,30.683
2011/03/18,31.153
2011/03/19,32.049
2011/03/20,32.379
2011/03/21,32.318
2011/03/22,31.57
2011/03/23,30.611
2011/03/24,29.45
2011/03/25,28.805
2011/03/26,27.517
2011/03/27,25.88
2011/03/28,23.057
2011/03/29,23.071
2011/03/30,23.023
2011/03/31,23.051
2011/04/01,23.002
2011/04/02,23.003
2011/04/03,23.001
2011/04/04,22.059
2011/04/05,20.3
2011/04/06,19.944
2011/04/07,19.786
2011/04/08,17.646
2011/04/09,17.642
2011/04/10,17.632
2011/04/11,17.159
2011/04/12,16.754
2011/04/13,16.111
2011/04/14,15.603
2011/04/15,15.135
2011/04/16,15.063
2011/04/17,14.73
2011/04/18,14.298
2011/04/19,15.065
2011/04/20,14.333
2011/04/21,13.429
2011/04/22,13.466
2011/04/23,14.036
2011/04/24,13.013
2011/04/25,13.537
2011/04/26,15.913
2011/04/27,17.111
2011/04/28,16.626
2011/04/29,20.163
2011/04/30,21.108
2011/05/01,21.46
2011/05/02,23.342
2011/05/03,28.458
2011/05/04,38.083
2011/05/05,40.5
2011/05/06,41.91
2011/05/07,42.143
2011/05/08,41.716
2011/05/09,41.822
2011/05/10,44.693
2011/05/11,49.827
2011/05/12,49.906
2011/05/13,50.532
2011/05/14,51.292
2011/05/15,54.894
2011/05/16,58.922
2011/05/17,61.889
2011/05/18,59.616
2011/05/19,59.072
2011/05/20,66.076
2011/05/21,77.795
2011/05/22,78.523
2011/05/23,77.479
2011/05/24,78.249
2011/05/25,78.786
2011/05/26,80.718
2011/05/27,81.355
2011/05/28,80.582
2011/05/29,82.003
2011/05/30,82.227
2011/05/31,79.622
2011/06/01,79.566
2011/06/02,79.893
2011/06/03,88.797
2011/06/04,109.059
2011/06/05,140.59
2011/06/06,151.672
2011/06/07,176.49
2011/06/08,200.742
2011/06/09,237.777
2011/06/10,265.797
2011/06/11,295.62
2011/06/12,296.178
2011/06/13,302.211
2011/06/14,315.593
2011/06/15,317.908
2011/06/16,325.206
2011/06/17,317.399
2011/06/18,309.223
2011/06/19,305.366
2011/06/20,303.385
2011/06/21,296.873
2011/06/22,287.226
2011/06/23,280.738
2011/06/24,273.137
2011/06/25,267.645
2011/06/26,261.518
2011/06/27,259.751
2011/06/28,255.34
2011/06/29,248.738
2011/06/30,240.131
2011/07/01,242.197
2011/07/02,233.528
2011/07/03,235.207
2011/07/04,238.89
2011/07/05,242.767
2011/07/06,250.233
2011/07/07,253.006
2011/07/08,254.111
2011/07/09,242.82
2011/07/10,230.246
2011/07/11,207.071
2011/07/12,207.088
2011/07/13,197.537
2011/07/14,171.729
2011/07/15,156.982
2011/07/16,124.627
2011/07/17,121.892
2011/07/18,121.711
2011/07/19,113.566
2011/07/20,101.986
2011/07/21,100.372
2011/07/22,90.755
2011/07/23,87.551
2011/07/24,67.858
2011/07/25,67.009
2011/07/26,65.859
2011/07/27,72.476
2011/07/28,87.142
2011/07/29,84.227
2011/07/30,84.904
2011/07/31,81.862
2011/08/01,76.971
2011/08/02,77.863
2011/08/03,77.709
2011/08/04,84.97
2011/08/05,86.453
2011/08/06,91.252
2011/08/07,94.813
2011/08/08,96.911
2011/08/09,99.868
2011/08/10,100.476
2011/08/11,102.826
2011/08/12,105.23
2011/08/13,110.09
2011/08/14,111.424
2011/08/15,117.073
2011/08/16,122.972
2011/08/17,123.205
2011/08/18,123.257
2011/08/19,124.174
2011/08/20,124.241
2011/08/21,124.634
2011/08/22,123.571
2011/08/23,122.554
2011/08/24,121.604
2011/08/25,120.097
2011/08/26,109.59
2011/08/27,85.03
2011/08/28,81.383
2011/08/29,68.402
2011/08/30,63.2
2011/08/31,54.777
2011/09/01,52.886
2011/09/02,43.311
2011/09/03,44.097
2011/09/04,45.82
2011/09/05,46.113
2011/09/06,49.603
2011/09/07,50.305
2011/09/08,50.977
2011/09/09,51.086
2011/09/10,53.468
2011/09/11,56.074
2011/09/12,56.22
2011/09/13,56.612
2011/09/14,53.799
2011/09/15,50.828
2011/09/16,51.846
2011/09/17,52.332
2011/09/18,53.142
2011/09/19,56.287
2011/09/20,63.454
2011/09/21,64.95
2011/09/22,64.481
2011/09/23,63.676
2011/09/24,62.668
2011/09/25,62.304
2011/09/26,61.45
2011/09/27,60.569
2011/09/28,61.513
2011/09/29,61.452
2011/09/30,58.79
2011/10/01,56.77
2011/10/02,54.833
2011/10/03,50.993
2011/10/04,51.124
2011/10/05,48.144
2011/10/06,36.738
2011/10/07,37.054
2011/10/08,36.809
2011/10/09,36.044
2011/10/10,36.9
2011/10/11,38.661
2011/10/12,39.124
2011/10/13,39.716
2011/10/14,37.854
2011/10/15,37.506
2011/10/16,37.539
2011/10/17,38.111
2011/10/18,39.744
2011/10/19,42.224
2011/10/20,41.642
2011/10/21,42.316
2011/10/22,42.897
2011/10/23,41.014
2011/10/24,39.281
2011/10/25,40.321
2011/10/26,41.584
2011/10/27,41.435
2011/10/28,41.66
2011/10/29,40.744
2011/10/30,40.378
2011/10/31,40.289
2011/11/01,38.534
2011/11/02,38.532
2011/11/03,35.55
2011/11/04,31.605
2011/11/05,29.228
2011/11/06,23.193
2011/11/07,20.973
2011/11/08,18.938
2011/11/09,18.896
2011/11/10,19.554
2011/11/11,18.77
2011/11/12,18.8
2011/11/13,17.305
2011/11/14,15.659
2011/11/15,14.215
2011/11/16,14.179
2011/11/17,14.68
2011/11/18,14.451
2011/11/19,14.488
2011/11/20,14.994
2011/11/21,14.946
2011/11/22,15.083
2011/11/23,15.852
2011/11/24,16.427
2011/11/25,16.442
2011/11/26,16.439
2011/11/27,16.397
2011/11/28,16.05
2011/11/29,17.364
2011/11/30,17.42
2011/12/01,17.109
2011/12/02,16.411
2011/12/03,16.24
2011/12/04,16.061
2011/12/05,16.608
2011/12/06,18.647
2011/12/07,18.115
2011/12/08,17.496
2011/12/09,18.061
2011/12/10,20.634
2011/12/11,20.957
2011/12/12,20.782
2011/12/13,20.921
2011/12/14,21.955
2011/12/15,22.526
2011/12/16,23.21
2011/12/17,22.465
2011/12/18,22.326
2011/12/19,22.718
2011/12/20,24.141
2011/12/21,24.688
2011/12/22,25.084
2011/12/23,24.561
2011/12/24,24.189
2011/12/25,24.122
2011/12/26,24.241
2011/12/27,23.991
2011/12/28,24.389
2011/12/29,23.05
2011/12/30,22.97
2011/12/31,23.025
2012/01/01,23.9
2012/01/02,23.765
2012/01/03,22.939
2012/01/04,21.708
2012/01/05,18.581
2012/01/06,25.943
2012/01/07,28.778
2012/01/08,30.651
2012/01/09,31.895
2012/01/10,31.791
2012/01/11,31.713
2012/01/12,31.293
2012/01/13,31.269
2012/01/14,31.134
2012/01/15,31.138
2012/01/16,30.679
2012/01/17,29.649
2012/01/18,30.301
2012/01/19,30.916
2012/01/20,31.13
2012/01/21,31.755
2012/01/22,31.234
2012/01/23,30.227
2012/01/24,29.147
2012/01/25,28.465
2012/01/26,27.198
2012/01/27,27.341
2012/01/28,26.808
2012/01/29,27.311
2012/01/30,27.669
2012/01/31,27.722
2012/02/01,26.975
2012/02/02,26.793
2012/02/03,27.446
2012/02/04,27.437
2012/02/05,24.544
2012/02/06,23.266
2012/02/07,22.763
2012/02/08,22.199
2012/02/09,23.322
2012/02/10,26.825
2012/02/11,28.668
2012/02/12,29.42
2012/02/13,30.285
2012/02/14,32.314
2012/02/15,36.987
2012/02/16,41.179
2012/02/17,40.398
2012/02/18,39.7
2012/02/19,39.556
2012/02/20,38.839
2012/02/21,36.902
2012/02/22,35.582
2012/02/23,35.627
2012/02/24,35.656
2012/02/25,35.917
2012/02/26,36.045
2012/02/27,36.007
2012/02/28,36.23
2012/02/29,34.112
2012/03/01,33.219
2012/03/02,32.531
2012/03/03,32.453
2012/03/04,29.562
2012/03/05,29.048
2012/03/06,28.847
2012/03/07,28.897
2012/03/08,29.154
2012/03/09,29.353
2012/03/10,29.373
2012/03/11,28.292
2012/03/12,28.555
2012/03/13,28.533
2012/03/14,29.512
2012/03/15,28.359
2012/03/16,24.141
2012/03/17,17.898
2012/03/18,17.947
2012/03/19,17.929
2012/03/20,16.948
2012/03/21,15.494
2012/03/22,15.456
2012/03/23,15.661
2012/03/24,13.686
2012/03/25,14.271
2012/03/26,14.305
2012/03/27,14.432
2012/03/28,14.424
2012/03/29,14.371
2012/03/30,16.548
2012/03/31,17.099
2012/04/01,17.134
2012/04/02,17.44
2012/04/03,17.408
2012/04/04,17.105
2012/04/05,17.012
2012/04/06,17.122
2012/04/07,17.459
2012/04/08,18.034
2012/04/09,18.002
2012/04/10,21.211
2012/04/11,20.897
2012/04/12,21.01
2012/04/13,21.284
2012/04/14,21.542
2012/04/15,22.207
2012/04/16,21.608
2012/04/17,23.196
2012/04/18,23.213
2012/04/19,23.399
2012/04/20,26.759
2012/04/21,26.71
2012/04/22,26.983
2012/04/23,27.231
2012/04/24,27.052
2012/04/25,28.168
2012/04/26,30.486
2012/04/27,30.513
2012/04/28,31.187
2012/04/29,32.625
2012/04/30,34.097
2012/05/01,36.856
2012/05/02,38.431
2012/05/03,41.906
2012/05/04,45.429
2012/05/05,48.358
2012/05/06,49.932
2012/05/07,52.298
2012/05/08,54.448
2012/05/09,55.715
2012/05/10,56.968
2012/05/11,58.67
2012/05/12,59.363
2012/05/13,58.217
2012/05/14,59.104
2012/05/15,60.119
2012/05/16,59.715
2012/05/17,56.713
2012/05/18,55.742
2012/05/19,53.72
2012/05/20,45.72
2012/05/21,42.402
2012/05/22,40.642
2012/05/23,38.309
2012/05/24,32.169
2012/05/25,30.285
2012/05/26,29.345
2012/05/27,22.263
2012/05/28,17.247
2012/05/29,15.494
2012/05/30,12.86
2012/05/31,11.501
2012/06/01,6.995
2012/06/02,7.006
2012/06/03,7.007
2012/06/04,7.102
2012/06/05,6.533
2012/06/06,7.809
2012/06/07,7.72
2012/06/08,7.439
2012/06/09,6.798
2012/06/10,6.91
2012/06/11,6.992
2012/06/12,6.955
2012/06/13,7.022
2012/06/14,7.173
2012/06/15,7.217
2012/06/16,7.231
2012/06/17,7.237
2012/06/18,7.202
2012/06/19,7.194
2012/06/20,7.155
2012/06/21,7.156
2012/06/22,7.157
2012/06/23,7.158
2012/06/24,7.157
2012/06/25,7.148
2012/06/26,7.148
2012/06/27,7.169
2012/06/28,7.174
2012/06/29,7.203
2012/06/30,6.994
2012/07/01,7.007
2012/07/02,6.177
2012/07/03,7.947
2012/07/04,8.645
2012/07/05,8.611
2012/07/06,7.358
2012/07/07,7.446
2012/07/08,7.472
2012/07/09,8.087
2012/07/10,7.984
2012/07/11,7.856
2012/07/12,8.35
2012/07/13,8.636
2012/07/14,10.064
2012/07/15,9.937
2012/07/16,10.097
2012/07/17,9.846
2012/07/18,9.597
2012/07/19,9.432
2012/07/20,9.223
2012/07/21,9.038
2012/07/22,8.92
2012/07/23,8.928
2012/07/24,8.716
2012/07/25,8.741
2012/07/26,8.448
2012/07/27,10.309
2012/07/28,10.2
2012/07/29,10.152
2012/07/30,10.198
2012/07/31,10.814
2012/08/01,11.081
2012/08/02,11.143
2012/08/03,21.327
2012/08/04,23.047
2012/08/05,23.476
2012/08/06,23.331
2012/08/07,25.153
2012/08/08,25.114
2012/08/09,24.803
2012/08/10,24.569
2012/08/11,24.511
2012/08/12,24.577
2012/08/13,24.912
2012/08/14,24.775
2012/08/15,24.885
2012/08/16,26.058
2012/08/17,27.617
2012/08/18,27.924
2012/08/19,27.363
2012/08/20,27.052
2012/08/21,26.991
2012/08/22,27.69
2012/08/23,30.52
2012/08/24,30.623
2012/08/25,29.958
2012/08/26,29.951
2012/08/27,29.413
2012/08/28,29.372
2012/08/29,29.278
2012/08/30,29.948
2012/08/31,30.296
2012/09/01,30.844
2012/09/02,28.236
2012/09/03,28.581
2012/09/04,29.029
2012/09/05,29.418
2012/09/06,28.852
2012/09/07,28.707
2012/09/08,29.323
2012/09/09,29.95
2012/09/10,30.245
2012/09/11,30.542
2012/09/12,30.356
2012/09/13,30.855
2012/09/14,30.937
2012/09/15,30.737
2012/09/16,29.847
2012/09/17,29.4
2012/09/18,29.48
2012/09/19,29.08
2012/09/20,28.122
2012/09/21,26.585
2012/09/22,20.188
2012/09/23,18.131
2012/09/24,18.005
2012/09/25,17.773
2012/09/26,17.55
2012/09/27,17.556
2012/09/28,17.556
2012/09/29,17.498
2012/09/30,17.494
2012/10/01,17.404
2012/10/02,17.621
2012/10/03,18.33
2012/10/04,18.248
2012/10/05,18.288
2012/10/06,18.575
2012/10/07,18.605
2012/10/08,16.195
2012/10/09,12.705
2012/10/10,12.702
2012/10/11,12.524
2012/10/12,12.426
2012/10/13,12.322
2012/10/14,12.246
2012/10/15,12.126
2012/10/16,12.005
2012/10/17,12.21
2012/10/18,12.493
2012/10/19,12.288
2012/10/20,11.916
2012/10/21,12.271
2012/10/22,12.466
2012/10/23,12.457
2012/10/24,12.475
2012/10/25,12.134
2012/10/26,17.309
2012/10/27,22.7
2012/10/28,23.157
2012/10/29,23.176
2012/10/30,23.241
2012/10/31,23.194
2012/11/01,23.322
2012/11/02,22.803
2012/11/03,22.809
2012/11/04,22.703
2012/11/05,22.491
2012/11/06,22.431
2012/11/07,22.202
2012/11/08,22.029
2012/11/09,22.061
2012/11/10,22.151
2012/11/11,22.086
2012/11/12,21.968
2012/11/13,22.039
2012/11/14,22.295
2012/11/15,22.288
2012/11/16,22.462
2012/11/17,22.53
2012/11/18,22.645
2012/11/19,22.745
2012/11/20,22.478
2012/11/21,22.429
2012/11/22,22.4
2012/11/23,22.592
2012/11/24,22.406
2012/11/25,19.183
2012/11/26,11.984
2012/11/27,11.12
2012/11/28,10.875
2012/11/29,11.009
2012/11/30,10.749
2012/12/01,9.631
2012/12/02,9.89
2012/12/03,11.066
2012/12/04,11.157
2012/12/05,11.192
2012/12/06,14.803
2012/12/07,14.773
2012/12/08,14.69
2012/12/09,14.073
2012/12/10,13.959
2012/12/11,13.9
2012/12/12,13.981
2012/12/13,13.863
2012/12/14,13.709
2012/12/15,13.576
2012/12/16,13.702
2012/12/17,13.75
2012/12/18,13.726
2012/12/19,13.634
2012/12/20,13.593
2012/12/21,13.442
2012/12/22,13.526
2012/12/23,13.551
2012/12/24,13.792
2012/12/25,13.666
2012/12/26,13.65
2012/12/27,13.341
2012/12/28,13.486
2012/12/29,13.414
2012/12/30,13.694
2012/12/31,13.687
2013/01/01,13.604
2013/01/02,12.642
2013/01/03,12.652
2013/01/04,12.653
2013/01/05,7.431
2013/01/06,7.33
2013/01/07,7.273
2013/01/08,7.391
2013/01/09,7.476
2013/01/10,7.348
2013/01/11,6.906
2013/01/12,6.842
2013/01/13,7.029
2013/01/14,7.149
2013/01/15,7.017
2013/01/16,6.989
2013/01/17,7.022
2013/01/18,7.293
2013/01/19,7.298
2013/01/20,7.484
2013/01/21,7.762
2013/01/22,9.983
2013/01/23,10.585
2013/01/24,11.131
2013/01/25,11.269
2013/01/26,11.062
2013/01/27,10.887
2013/01/28,10.993
2013/01/29,10.887
2013/01/30,12.227
2013/01/31,12.139
2013/02/01,12.076
2013/02/02,12.08
2013/02/03,11.814
2013/02/04,11.671
2013/02/05,12.38
2013/02/06,13.24
2013/02/07,13.277
2013/02/08,13.285
2013/02/09,13.038
2013/02/10,12.806
2013/02/11,12.556
2013/02/12,11.862
2013/02/13,11.216
2013/02/14,11.05
2013/02/15,10.724
2013/02/16,10.635
2013/02/17,10.693
2013/02/18,10.19
2013/02/19,10.221
2013/02/20,10.313
2013/02/21,9.541
2013/02/22,9.187
2013/02/23,9.105
2013/02/24,9.37
2013/02/25,9.636
2013/02/26,9.581
2013/02/27,9.577
2013/02/28,9.44
2013/03/01,7.961
2013/03/02,8.061
2013/03/03,8.179
2013/03/04,8.19
2013/03/05,8.647
2013/03/06,8.966
2013/03/07,8.333
2013/03/08,7.325
2013/03/09,7.491
2013/03/10,7.496
2013/03/11,7.715
2013/03/12,9.019
2013/03/13,9.682
2013/03/14,10.011
2013/03/15,10.056
2013/03/16,12.672
2013/03/17,14.098
2013/03/18,18.155
2013/03/19,22.324
2013/03/20,25.031
2013/03/21,26.121
2013/03/22,27.369
2013/03/23,27.453
2013/03/24,27.339
2013/03/25,27.666
2013/03/26,29.897
2013/03/27,30.846
2013/03/28,31.497
2013/03/29,32.324
2013/03/30,31.722
2013/03/31,31.236
2013/04/01,31.265
2013/04/02,35.145
2013/04/03,39.665
2013/04/04,47.626
2013/04/05,53.912
2013/04/06,54.471
2013/04/07,53.553
2013/04/08,58.47
2013/04/09,73.811
2013/04/10,121.47
2013/04/11,121.175
2013/04/12,120.014
2013/04/13,118.485
2013/04/14,117.329
2013/04/15,116.517
2013/04/16,115.868
2013/04/17,115.489
2013/04/18,115.158
2013/04/19,114.676
2013/04/20,114.182
2013/04/21,113.578
2013/04/22,112.243
2013/04/23,110.912
2013/04/24,109.882
2013/04/25,109.518
2013/04/26,108.948
2013/04/27,108.266
2013/04/28,108.009
2013/04/29,106.516
2013/04/30,105.478
2013/05/01,104.858
2013/05/02,105.3
2013/05/03,105.692
2013/05/04,106.665
2013/05/05,106.691
2013/05/06,107.137
2013/05/07,106.969
2013/05/08,106.052
2013/05/09,99.169
2013/05/10,30.446
2013/05/11,28.395
2013/05/12,27.622
2013/05/13,27.677
2013/05/14,26.913
2013/05/15,27.13
2013/05/16,26.479
2013/05/17,26.504
2013/05/18,25.619
2013/05/19,24.938
2013/05/20,24.874
2013/05/21,25.71
2013/05/22,26.308
2013/05/23,27.157
2013/05/24,28.885
2013/05/25,28.07
2013/05/26,27.541
2013/05/27,27.055
2013/05/28,27.9
2013/05/29,28.849
2013/05/30,29.648
2013/05/31,31.374
2013/06/01,31.365
2013/06/02,31.399
2013/06/03,30.077
2013/06/04,30.523
2013/06/05,30.257
2013/06/06,30.154
2013/06/07,31.124
2013/06/08,30.401
2013/06/09,29.73
2013/06/10,27.139
2013/06/11,25.197
2013/06/12,24.723
2013/06/13,24.529
2013/06/14,23.62
2013/06/15,22.836
2013/06/16,24.323
2013/06/17,25.243
2013/06/18,23.114
2013/06/19,23.14
2013/06/20,24.247
2013/06/21,24.549
2013/06/22,24.814
2013/06/23,24.986
2013/06/24,24.853
2013/06/25,24.937
2013/06/26,24.68
2013/06/27,24.549
2013/06/28,23.759
2013/06/29,23.614
2013/06/30,22.777
2013/07/01,24.236
2013/07/02,25.007
2013/07/03,30.105
2013/07/04,29.675
2013/07/05,29.86
2013/07/06,31.717
2013/07/07,32.376
2013/07/08,32.446
2013/07/09,32.575
2013/07/10,34.046
2013/07/11,41.317
2013/07/12,41.759
2013/07/13,41.001
2013/07/14,41.682
2013/07/15,41.586
2013/07/16,41.021
2013/07/17,40.486
2013/07/18,40.776
2013/07/19,40.609
2013/07/20,41.852
2013/07/21,42.32
2013/07/22,42.166
2013/07/23,41.595
2013/07/24,41.558
2013/07/25,41.453
2013/07/26,41.499
2013/07/27,42.964
2013/07/28,44.596
2013/07/29,44.561
2013/07/30,44.114
2013/07/31,43.534
2013/08/01,43.325
2013/08/02,40.106
2013/08/03,41.838
2013/08/04,43.827
2013/08/05,42.696
2013/08/06,43.071
2013/08/07,44.507
2013/08/08,46.704
2013/08/09,46.183
2013/08/10,39.022
2013/08/11,38.436
2013/08/12,38.193
2013/08/13,38.106
2013/08/14,38.14
2013/08/15,36.688
2013/08/16,38.606
2013/08/17,40.118
2013/08/18,41.578
2013/08/19,43.222
2013/08/20,43.922
2013/08/21,43.364
2013/08/22,42.346
2013/08/23,40.985
2013/08/24,40.117
2013/08/25,37.91
2013/08/26,37.908
2013/08/27,38.596
2013/08/28,36.034
2013/08/29,32.341
2013/08/30,30.57
2013/08/31,30.136
2013/09/01,28.935
2013/09/02,28.959
2013/09/03,29.453
2013/09/04,28.759
2013/09/05,29.509
2013/09/06,29.691
2013/09/07,30.372
2013/09/08,31.643
2013/09/09,32.737
2013/09/10,32.925
2013/09/11,33.856
2013/09/12,34.152
2013/09/13,36.245
2013/09/14,36.217
2013/09/15,36.951
2013/09/16,35.6
2013/09/17,35.377
2013/09/18,34.726
2013/09/19,34.561
2013/09/20,34.763
2013/09/21,34.846
2013/09/22,35.282
2013/09/23,35.026
2013/09/24,35.302
2013/09/25,36.048
2013/09/26,35.173
2013/09/27,39.774
2013/09/28,41.406
2013/09/29,42.58
2013/09/30,49.127
2013/10/01,50.331
2013/10/02,51.811
2013/10/03,51.775
2013/10/04,51.614
2013/10/05,50.814
2013/10/06,50.654
2013/10/07,49.645
2013/10/08,47.777
2013/10/09,45.798
2013/10/10,44.925
2013/10/11,44.853
2013/10/12,45.48
2013/10/13,44.088
2013/10/14,43.784
2013/10/15,41.38
2013/10/16,43.756
2013/10/17,41.981
2013/10/18,40.949
2013/10/19,41.213
2013/10/20,41.234
2013/10/21,40.471
2013/10/22,41.506
2013/10/23,46.75
2013/10/24,47.385
2013/10/25,47.358
2013/10/26,47.98
2013/10/27,47.593
2013/10/28,47.414
2013/10/29,47.67
2013/10/30,47.319
2013/10/31,47.231
2013/11/01,54.948
2013/11/02,55.681
2013/11/03,57.717
2013/11/04,70.848
2013/11/05,87.218
2013/11/06,98.374
2013/11/07,116.942
2013/11/08,137.844
2013/11/09,160.114
2013/11/10,158.674
2013/11/11,156.056
2013/11/12,154.289
2013/11/13,152.38
2013/11/14,152.968
2013/11/15,154.831
2013/11/16,162.316
2013/11/17,162.742
2013/11/18,213.889
2013/11/19,260.859
2013/11/20,269.973
2013/11/21,274.359
2013/11/22,279.891
2013/11/23,282.504
2013/11/24,276.963
2013/11/25,269.036
2013/11/26,270.327
2013/11/27,305.673
2013/11/28,339.693
2013/11/29,361.396
2013/11/30,359.075
2013/12/01,359.757
2013/12/02,353.147
2013/12/03,344.001
2013/12/04,341.078
2013/12/05,349.835
2013/12/06,345.679
2013/12/07,346.259
2013/12/08,346.428
2013/12/09,347.078
2013/12/10,334.037
2013/12/11,317.886
2013/12/12,310.353
2013/12/13,301.199
2013/12/14,295.522
2013/12/15,294.103
2013/12/16,293.1
2013/12/17,289.62
2013/12/18,286.697
2013/12/19,281.891
2013/12/20,287.043
2013/12/21,299.003
2013/12/22,311.8
2013/12/23,322.64
2013/12/24,326.007
2013/12/25,324.066
2013/12/26,327.415
2013/12/27,310.563
2013/12/28,285.799
2013/12/29,264.072
2013/12/30,252.834
2013/12/31,243.65
2014/01/01,237.151
2014/01/02,231.297
2014/01/03,219.475
2014/01/04,173.901
2014/01/05,156.566
2014/01/06,121.676
2014/01/07,119.313
2014/01/08,115.752
2014/01/09,111.595
2014/01/10,109.588
