Date,confirmationtime14sma
2011/09/07,10.335
2011/09/08,10.371
2011/09/09,10.339
2011/09/10,10.269
2011/09/11,10.205
2011/09/12,10.233
2011/09/13,10.253
2011/09/14,10.294
2011/09/15,10.156
2011/09/16,10.361
2011/09/17,10.419
2011/09/18,10.303
2011/09/19,10.453
2011/09/20,10.507
2011/09/21,10.455
2011/09/22,10.353
2011/09/23,10.458
2011/09/24,10.482
2011/09/25,10.41
2011/09/26,10.404
2011/09/27,10.453
2011/09/28,10.448
2011/09/29,10.612
2011/09/30,10.591
2011/10/01,10.542
2011/10/02,10.742
2011/10/03,10.641
2011/10/04,10.825
2011/10/05,10.83
2011/10/06,10.938
2011/10/07,10.91
2011/10/08,10.977
2011/10/09,11.036
2011/10/10,11.105
2011/10/11,11.437
2011/10/12,11.595
2011/10/13,11.832
2011/10/14,11.729
2011/10/15,11.778
2011/10/16,11.792
2011/10/17,11.954
2011/10/18,11.893
2011/10/19,11.957
2011/10/20,12.048
2011/10/21,12.153
2011/10/22,12.338
2011/10/23,12.48
2011/10/24,12.454
2011/10/25,12.145
2011/10/26,12.167
2011/10/27,12.135
2011/10/28,12.375
2011/10/29,12.518
2011/10/30,12.58
2011/10/31,12.493
2011/11/01,12.322
2011/11/02,12.217
2011/11/03,12.145
2011/11/04,11.995
2011/11/05,11.65
2011/11/06,11.412
2011/11/07,11.381
2011/11/08,11.274
2011/11/09,11.034
2011/11/10,10.734
2011/11/11,10.619
2011/11/12,10.428
2011/11/13,10.216
2011/11/14,10.15
2011/11/15,10.088
2011/11/16,10.182
2011/11/17,10.099
2011/11/18,10.172
2011/11/19,10.304
2011/11/20,10.309
2011/11/21,10.402
2011/11/22,10.446
2011/11/23,10.575
2011/11/24,10.756
2011/11/25,10.653
2011/11/26,10.791
2011/11/27,10.979
2011/11/28,11.07
2011/11/29,11.192
2011/11/30,11.065
2011/12/01,10.89
2011/12/02,10.821
2011/12/03,10.661
2011/12/04,10.698
2011/12/05,10.478
2011/12/06,10.344
2011/12/07,10.322
2011/12/08,10.039
2011/12/09,9.977
2011/12/10,9.834
2011/12/11,9.609
2011/12/12,9.609
2011/12/13,9.642
2011/12/14,9.68
2011/12/15,10.033
2011/12/16,10.2
2011/12/17,10.209
2011/12/18,10.167
2011/12/19,10.163
2011/12/20,10.329
2011/12/21,10.274
2011/12/22,10.342
2011/12/23,10.367
2011/12/24,10.362
2011/12/25,10.276
2011/12/26,10.047
2011/12/27,9.977
2011/12/28,9.969
2011/12/29,9.796
2011/12/30,9.648
2011/12/31,9.644
2012/01/01,9.602
2012/01/02,9.636
2012/01/03,9.515
2012/01/04,9.515
2012/01/05,9.52
2012/01/06,9.397
2012/01/07,9.247
2012/01/08,9.287
2012/01/09,9.333
2012/01/10,9.353
2012/01/11,9.362
2012/01/12,9.28
2012/01/13,9.29
2012/01/14,9.295
2012/01/15,9.363
2012/01/16,9.269
2012/01/17,9.277
2012/01/18,9.391
2012/01/19,9.377
2012/01/20,9.484
2012/01/21,9.553
2012/01/22,9.678
2012/01/23,9.656
2012/01/24,9.666
2012/01/25,9.689
2012/01/26,9.771
2012/01/27,9.766
2012/01/28,9.789
2012/01/29,9.665
2012/01/30,9.675
2012/01/31,9.706
2012/02/01,9.632
2012/02/02,9.593
2012/02/03,9.535
2012/02/04,9.563
2012/02/05,9.531
2012/02/06,9.63
2012/02/07,9.641
2012/02/08,9.655
2012/02/09,9.619
2012/02/10,9.635
2012/02/11,9.612
2012/02/12,9.647
2012/02/13,9.799
2012/02/14,9.859
2012/02/15,9.897
2012/02/16,9.996
2012/02/17,10.021
2012/02/18,9.968
2012/02/19,9.894
2012/02/20,9.924
2012/02/21,9.971
2012/02/22,9.909
2012/02/23,9.819
2012/02/24,9.764
2012/02/25,9.701
2012/02/26,9.736
2012/02/27,9.653
2012/02/28,9.551
2012/02/29,9.358
2012/03/01,9.294
2012/03/02,9.385
2012/03/03,9.693
2012/03/04,9.793
2012/03/05,9.768
2012/03/06,9.721
2012/03/07,9.742
2012/03/08,9.782
2012/03/09,9.704
2012/03/10,9.704
2012/03/11,9.786
2012/03/12,9.737
2012/03/13,9.737
2012/03/14,9.914
2012/03/15,10.083
2012/03/16,9.987
2012/03/17,9.682
2012/03/18,9.574
2012/03/19,9.584
2012/03/20,9.476
2012/03/21,9.459
2012/03/22,9.451
2012/03/23,9.655
2012/03/24,9.591
2012/03/25,9.478
2012/03/26,9.54
2012/03/27,9.556
2012/03/28,9.491
2012/03/29,9.37
2012/03/30,9.366
2012/03/31,9.366
2012/04/01,9.448
2012/04/02,9.615
2012/04/03,9.746
2012/04/04,9.845
2012/04/05,10.073
2012/04/06,10.013
2012/04/07,10.252
2012/04/08,10.282
2012/04/09,10.306
2012/04/10,10.346
2012/04/11,10.39
2012/04/12,10.47
2012/04/13,10.639
2012/04/14,10.773
2012/04/15,11.01
2012/04/16,10.809
2012/04/17,10.798
2012/04/18,10.838
2012/04/19,10.614
2012/04/20,10.526
2012/04/21,10.397
2012/04/22,10.446
2012/04/23,10.503
2012/04/24,10.549
2012/04/25,10.629
2012/04/26,10.483
2012/04/27,10.408
2012/04/28,10.345
2012/04/29,9.958
2012/04/30,9.847
2012/05/01,9.69
2012/05/02,9.585
2012/05/03,9.585
2012/05/04,9.556
2012/05/05,9.504
2012/05/06,9.396
2012/05/07,9.24
2012/05/08,9.079
2012/05/09,8.888
2012/05/10,9.022
2012/05/11,8.979
2012/05/12,9.106
2012/05/13,9.266
2012/05/14,9.432
2012/05/15,9.618
2012/05/16,9.782
2012/05/17,10.014
2012/05/18,10.084
2012/05/19,10.159
2012/05/20,10.277
2012/05/21,10.488
2012/05/22,10.798
2012/05/23,10.97
2012/05/24,10.995
2012/05/25,11.126
2012/05/26,11.047
2012/05/27,10.959
2012/05/28,10.943
2012/05/29,10.969
2012/05/30,10.904
2012/05/31,10.762
2012/06/01,10.73
2012/06/02,10.682
2012/06/03,10.609
2012/06/04,10.456
2012/06/05,10.262
2012/06/06,10.143
2012/06/07,10.06
2012/06/08,9.939
2012/06/09,9.816
2012/06/10,9.789
2012/06/11,9.8
2012/06/12,9.643
2012/06/13,9.543
2012/06/14,9.457
2012/06/15,9.427
2012/06/16,9.444
2012/06/17,9.399
2012/06/18,9.323
2012/06/19,9.323
2012/06/20,9.36
2012/06/21,9.376
2012/06/22,9.392
2012/06/23,9.418
2012/06/24,9.583
2012/06/25,9.517
2012/06/26,9.548
2012/06/27,9.493
2012/06/28,9.584
2012/06/29,9.642
2012/06/30,9.762
2012/07/01,9.859
2012/07/02,9.948
2012/07/03,9.891
2012/07/04,9.867
2012/07/05,9.825
2012/07/06,9.744
2012/07/07,9.736
2012/07/08,9.623
2012/07/09,9.586
2012/07/10,9.582
2012/07/11,9.718
2012/07/12,9.653
2012/07/13,9.58
2012/07/14,9.439
2012/07/15,9.45
2012/07/16,9.459
2012/07/17,9.414
2012/07/18,9.392
2012/07/19,9.439
2012/07/20,9.471
2012/07/21,9.581
2012/07/22,9.572
2012/07/23,9.67
2012/07/24,9.624
2012/07/25,9.499
2012/07/26,9.422
2012/07/27,9.369
2012/07/28,9.402
2012/07/29,9.287
2012/07/30,9.186
2012/07/31,9.379
2012/08/01,9.483
2012/08/02,9.344
2012/08/03,9.284
2012/08/04,9.214
2012/08/05,9.29
2012/08/06,9.296
2012/08/07,9.284
2012/08/08,9.261
2012/08/09,9.257
2012/08/10,9.339
2012/08/11,9.279
2012/08/12,9.306
2012/08/13,9.364
2012/08/14,9.228
2012/08/15,9.077
2012/08/16,9.121
2012/08/17,9.231
2012/08/18,9.253
2012/08/19,9.078
2012/08/20,8.935
2012/08/21,8.902
2012/08/22,8.942
2012/08/23,8.96
2012/08/24,8.996
2012/08/25,9.129
2012/08/26,9.057
2012/08/27,9.123
2012/08/28,9.149
2012/08/29,9.146
2012/08/30,9.146
2012/08/31,9.135
2012/09/01,9.093
2012/09/02,9.155
2012/09/03,9.219
2012/09/04,9.296
2012/09/05,9.209
2012/09/06,9.187
2012/09/07,9.104
2012/09/08,9.068
2012/09/09,9.14
2012/09/10,9.117
2012/09/11,9.145
2012/09/12,9.196
2012/09/13,9.319
2012/09/14,9.22
2012/09/15,9.295
2012/09/16,9.307
2012/09/17,9.264
2012/09/18,9.208
2012/09/19,9.366
2012/09/20,9.441
2012/09/21,9.437
2012/09/22,9.383
2012/09/23,9.387
2012/09/24,9.374
2012/09/25,9.404
2012/09/26,9.475
2012/09/27,9.323
2012/09/28,9.339
2012/09/29,9.237
2012/09/30,9.245
2012/10/01,9.418
2012/10/02,9.507
2012/10/03,9.55
2012/10/04,9.659
2012/10/05,9.807
2012/10/06,9.815
2012/10/07,9.987
2012/10/08,9.892
2012/10/09,9.877
2012/10/10,9.832
2012/10/11,9.939
2012/10/12,9.978
2012/10/13,10.061
2012/10/14,10.224
2012/10/15,10.047
2012/10/16,10.007
2012/10/17,9.958
2012/10/18,9.828
2012/10/19,9.833
2012/10/20,9.821
2012/10/21,9.637
2012/10/22,9.714
2012/10/23,9.781
2012/10/24,9.725
2012/10/25,9.699
2012/10/26,9.632
2012/10/27,9.525
2012/10/28,9.335
2012/10/29,9.377
2012/10/30,9.433
2012/10/31,9.423
2012/11/01,9.518
2012/11/02,9.476
2012/11/03,9.529
2012/11/04,9.546
2012/11/05,9.533
2012/11/06,9.504
2012/11/07,9.524
2012/11/08,9.473
2012/11/09,9.526
2012/11/10,9.653
2012/11/11,9.733
2012/11/12,9.861
2012/11/13,9.876
2012/11/14,9.881
2012/11/15,9.887
2012/11/16,9.877
2012/11/17,9.907
2012/11/18,9.957
2012/11/19,10.018
2012/11/20,9.956
2012/11/21,9.978
2012/11/22,10.024
2012/11/23,9.978
2012/11/24,9.945
2012/11/25,9.95
2012/11/26,9.826
2012/11/27,9.786
2012/11/28,9.665
2012/11/29,9.528
2012/11/30,9.642
2012/12/01,9.523
2012/12/02,9.538
2012/12/03,9.533
2012/12/04,9.752
2012/12/05,9.918
2012/12/06,9.954
2012/12/07,10.121
2012/12/08,10.185
2012/12/09,10.297
2012/12/10,10.361
2012/12/11,10.38
2012/12/12,10.573
2012/12/13,10.739
2012/12/14,10.886
2012/12/15,11.157
2012/12/16,11.365
2012/12/17,11.432
2012/12/18,11.337
2012/12/19,11.218
2012/12/20,11.438
2012/12/21,11.457
2012/12/22,11.384
2012/12/23,11.41
2012/12/24,11.47
2012/12/25,11.586
2012/12/26,11.462
2012/12/27,11.336
2012/12/28,10.975
2012/12/29,10.802
2012/12/30,10.495
2012/12/31,10.379
2013/01/01,10.191
2013/01/02,10.139
2013/01/03,9.803
2013/01/04,9.659
2013/01/05,9.716
2013/01/06,9.583
2013/01/07,9.416
2013/01/08,9.36
2013/01/09,9.483
2013/01/10,9.523
2013/01/11,9.794
2013/01/12,9.923
2013/01/13,10.076
2013/01/14,10.08
2013/01/15,10.296
2013/01/16,10.408
2013/01/17,10.7
2013/01/18,10.878
2013/01/19,10.816
2013/01/20,10.898
2013/01/21,11.065
2013/01/22,11.006
2013/01/23,11.031
2013/01/24,10.991
2013/01/25,10.863
2013/01/26,10.679
2013/01/27,10.587
2013/01/28,10.631
2013/01/29,10.432
2013/01/30,10.319
2013/01/31,9.926
2013/02/01,9.775
2013/02/02,9.78
2013/02/03,9.541
2013/02/04,9.389
2013/02/05,9.291
2013/02/06,9.179
2013/02/07,9.188
2013/02/08,9.118
2013/02/09,9.178
2013/02/10,9.136
2013/02/11,9.083
2013/02/12,9.172
2013/02/13,9.101
2013/02/14,9.249
2013/02/15,9.124
2013/02/16,8.996
2013/02/17,8.99
2013/02/18,9.002
2013/02/19,9.033
2013/02/20,8.861
2013/02/21,8.778
2013/02/22,8.702
2013/02/23,8.61
2013/02/24,8.63
2013/02/25,8.487
2013/02/26,8.367
2013/02/27,8.299
2013/02/28,8.23
2013/03/01,8.332
2013/03/02,8.497
2013/03/03,8.589
2013/03/04,8.524
2013/03/05,8.617
2013/03/06,8.748
2013/03/07,8.807
2013/03/08,8.844
2013/03/09,8.826
2013/03/10,8.729
2013/03/11,8.851
2013/03/12,8.994
2013/03/13,9.116
2013/03/14,9.078
2013/03/15,9
2013/03/16,8.878
2013/03/17,8.731
2013/03/18,8.698
2013/03/19,8.563
2013/03/20,8.387
2013/03/21,8.216
2013/03/22,8.022
2013/03/23,7.888
2013/03/24,7.87
2013/03/25,7.957
2013/03/26,7.876
2013/03/27,8.006
2013/03/28,7.994
2013/03/29,7.987
2013/03/30,7.994
2013/03/31,8.11
2013/04/01,8.088
2013/04/02,8.051
2013/04/03,8.152
2013/04/04,8.348
2013/04/05,8.55
2013/04/06,8.707
2013/04/07,8.79
2013/04/08,8.739
2013/04/09,8.642
2013/04/10,8.396
2013/04/11,8.476
2013/04/12,8.48
2013/04/13,8.501
2013/04/14,8.565
2013/04/15,8.672
2013/04/16,8.685
2013/04/17,8.699
2013/04/18,8.731
2013/04/19,8.831
2013/04/20,8.867
2013/04/21,8.825
2013/04/22,8.833
2013/04/23,8.861
2013/04/24,8.958
2013/04/25,8.913
2013/04/26,8.92
2013/04/27,9.004
2013/04/28,8.912
2013/04/29,8.876
2013/04/30,8.986
2013/05/01,9.065
2013/05/02,9.133
2013/05/03,9.133
2013/05/04,9.112
2013/05/05,9.151
2013/05/06,9.098
2013/05/07,9.098
2013/05/08,9.087
2013/05/09,9.116
2013/05/10,9.113
2013/05/11,8.978
2013/05/12,9.009
2013/05/13,9.009
2013/05/14,8.987
2013/05/15,9.035
2013/05/16,8.962
2013/05/17,8.85
2013/05/18,8.894
2013/05/19,8.93
2013/05/20,9.108
2013/05/21,9.176
2013/05/22,9.212
2013/05/23,9.176
2013/05/24,9.187
2013/05/25,9.245
2013/05/26,9.264
2013/05/27,9.257
2013/05/28,9.24
2013/05/29,9.123
2013/05/30,9.003
2013/05/31,8.952
2013/06/01,8.744
2013/06/02,8.602
2013/06/03,8.287
2013/06/04,8.089
2013/06/05,7.989
2013/06/06,7.966
2013/06/07,7.996
2013/06/08,7.941
2013/06/09,7.957
2013/06/10,7.964
2013/06/11,7.884
2013/06/12,7.778
2013/06/13,7.757
2013/06/14,7.741
2013/06/15,7.852
2013/06/16,7.891
2013/06/17,8.118
2013/06/18,8.37
2013/06/19,8.567
2013/06/20,8.667
2013/06/21,8.64
2013/06/22,8.656
2013/06/23,8.633
2013/06/24,8.727
2013/06/25,8.811
2013/06/26,8.895
2013/06/27,8.958
2013/06/28,8.995
2013/06/29,9.009
2013/06/30,9.126
2013/07/01,9.071
2013/07/02,9.009
2013/07/03,8.812
2013/07/04,8.767
2013/07/05,8.708
2013/07/06,8.674
2013/07/07,8.603
2013/07/08,8.453
2013/07/09,8.354
2013/07/10,8.29
2013/07/11,8.266
2013/07/12,8.325
2013/07/13,8.371
2013/07/14,8.297
2013/07/15,8.269
2013/07/16,8.224
2013/07/17,8.224
2013/07/18,8.24
2013/07/19,8.288
2013/07/20,8.291
2013/07/21,8.255
2013/07/22,8.343
2013/07/23,8.516
2013/07/24,8.636
2013/07/25,8.749
2013/07/26,8.708
2013/07/27,8.621
2013/07/28,8.636
2013/07/29,8.586
2013/07/30,8.481
2013/07/31,8.464
2013/08/01,8.406
2013/08/02,8.34
2013/08/03,8.392
2013/08/04,8.45
2013/08/05,8.371
2013/08/06,8.182
2013/08/07,8.089
2013/08/08,7.886
2013/08/09,7.786
2013/08/10,7.708
2013/08/11,7.572
2013/08/12,7.47
2013/08/13,7.51
2013/08/14,7.581
2013/08/15,7.605
2013/08/16,7.681
2013/08/17,7.618
2013/08/18,7.573
2013/08/19,7.61
2013/08/20,7.61
2013/08/21,7.582
2013/08/22,7.556
2013/08/23,7.554
2013/08/24,7.626
2013/08/25,7.831
2013/08/26,7.974
2013/08/27,8.021
2013/08/28,7.986
2013/08/29,7.926
2013/08/30,7.815
2013/08/31,7.735
2013/09/01,7.67
2013/09/02,7.567
2013/09/03,7.556
2013/09/04,7.663
2013/09/05,7.761
2013/09/06,7.792
2013/09/07,7.939
2013/09/08,7.913
2013/09/09,7.801
2013/09/10,7.73
2013/09/11,7.667
2013/09/12,7.606
2013/09/13,7.608
2013/09/14,7.619
2013/09/15,7.721
2013/09/16,7.911
2013/09/17,7.955
2013/09/18,7.948
2013/09/19,7.914
2013/09/20,7.873
2013/09/21,7.708
2013/09/22,7.559
2013/09/23,7.542
2013/09/24,7.489
2013/09/25,7.474
2013/09/26,7.626
2013/09/27,7.7
2013/09/28,7.809
2013/09/29,7.846
2013/09/30,7.809
2013/10/01,7.784
2013/10/02,7.699
2013/10/03,7.675
2013/10/04,7.732
2013/10/05,7.657
2013/10/06,7.707
2013/10/07,7.876
2013/10/08,8.03
2013/10/09,8.105
2013/10/10,8.006
2013/10/11,7.984
2013/10/12,7.884
2013/10/13,7.744
2013/10/14,7.525
2013/10/15,7.37
2013/10/16,7.321
2013/10/17,7.42
2013/10/18,7.385
2013/10/19,7.376
2013/10/20,7.337
2013/10/21,7.165
2013/10/22,6.946
2013/10/23,6.837
2013/10/24,6.78
2013/10/25,6.661
2013/10/26,6.746
2013/10/27,6.855
2013/10/28,7.031
2013/10/29,7.279
2013/10/30,7.316
2013/10/31,7.188
2013/11/01,7.147
2013/11/02,7.195
2013/11/03,7.214
2013/11/04,7.254
2013/11/05,7.425
2013/11/06,7.59
2013/11/07,7.826
2013/11/08,8.156
2013/11/09,8.286
2013/11/10,8.313
2013/11/11,8.275
2013/11/12,8.144
2013/11/13,8.229
2013/11/14,8.303
2013/11/15,8.429
2013/11/16,8.45
2013/11/17,8.467
2013/11/18,8.599
2013/11/19,8.646
2013/11/20,8.643
2013/11/21,8.614
2013/11/22,8.444
2013/11/23,8.355
2013/11/24,8.365
2013/11/25,8.41
2013/11/26,8.545
2013/11/27,8.527
2013/11/28,8.533
2013/11/29,8.508
2013/11/30,8.563
2013/12/01,8.537
2013/12/02,8.525
2013/12/03,8.4
2013/12/04,8.374
2013/12/05,8.294
2013/12/06,8.19
2013/12/07,8.113
2013/12/08,8.028
2013/12/09,8.018
2013/12/10,7.907
2013/12/11,7.935
2013/12/12,7.998
2013/12/13,7.995
2013/12/14,7.93
2013/12/15,7.983
2013/12/16,7.848
2013/12/17,7.841
2013/12/18,7.756
2013/12/19,7.606
2013/12/20,7.689
2013/12/21,7.801
2013/12/22,7.882
2013/12/23,7.899
2013/12/24,7.972
2013/12/25,7.984
2013/12/26,7.924
2013/12/27,7.892
2013/12/28,8.058
2013/12/29,8.089
2013/12/30,8.172
2013/12/31,8.224
2014/01/01,8.209
2014/01/02,8.522
2014/01/03,8.583
2014/01/04,8.673
2014/01/05,8.598
2014/01/06,8.549
