Date,mining_profitability14sma
2010/11/02,65020
2010/11/03,64164
2010/11/04,66435
2010/11/05,68784
2010/11/06,72980
2010/11/07,78192
2010/11/08,82019
2010/11/09,80892
2010/11/10,79414
2010/11/11,76720
2010/11/12,74211
2010/11/13,72548
2010/11/14,73464
2010/11/15,72835
2010/11/16,72360
2010/11/17,71669
2010/11/18,70052
2010/11/19,66504
2010/11/20,61398
2010/11/21,54952
2010/11/22,50656
2010/11/23,49505
2010/11/24,48935
2010/11/25,48791
2010/11/26,48184
2010/11/27,45844
2010/11/28,44155
2010/11/29,43132
2010/11/30,41199
2010/12/01,39376
2010/12/02,37912
2010/12/03,37987
2010/12/04,37424
2010/12/05,36289
2010/12/06,35078
2010/12/07,34295
2010/12/08,33230
2010/12/09,31557
2010/12/10,29681
2010/12/11,28272
2010/12/12,26537
2010/12/13,24790
2010/12/14,24272
2010/12/15,23802
2010/12/16,23062
2010/12/17,22209
2010/12/18,21448
2010/12/19,21124
2010/12/20,20545
2010/12/21,20130
2010/12/22,19104
2010/12/23,18674
2010/12/24,18886
2010/12/25,18844
2010/12/26,18857
2010/12/27,19091
2010/12/28,18864
2010/12/29,18704
2010/12/30,18897
2010/12/31,18988
2011/01/01,19086
2011/01/02,18972
2011/01/03,18842
2011/01/04,18558
2011/01/05,18830
2011/01/06,18780
2011/01/07,19076
2011/01/08,19098
2011/01/09,19352
2011/01/10,19341
2011/01/11,19553
2011/01/12,19580
2011/01/13,19544
2011/01/14,19695
2011/01/15,19623
2011/01/16,19749
2011/01/17,20045
2011/01/18,19905
2011/01/19,19837
2011/01/20,20128
2011/01/21,20052
2011/01/22,20430
2011/01/23,20634
2011/01/24,21090
2011/01/25,21100
2011/01/26,21280
2011/01/27,21146
2011/01/28,20957
2011/01/29,21018
2011/01/30,20895
2011/01/31,21220
2011/02/01,21974
2011/02/02,22968
2011/02/03,23850
2011/02/04,25128
2011/02/05,26093
2011/02/06,27356
2011/02/07,28689
2011/02/08,29456
2011/02/09,30827
2011/02/10,32303
2011/02/11,33706
2011/02/12,35096
2011/02/13,36577
2011/02/14,37650
2011/02/15,38913
2011/02/16,39647
2011/02/17,39991
2011/02/18,39241
2011/02/19,38102
2011/02/20,37056
2011/02/21,35564
2011/02/22,34992
2011/02/23,33967
2011/02/24,32896
2011/02/25,31965
2011/02/26,31101
2011/02/27,29458
2011/02/28,27518
2011/03/01,25423
2011/03/02,23706
2011/03/03,22311
2011/03/04,21617
2011/03/05,21396
2011/03/06,20637
2011/03/07,19932
2011/03/08,19282
2011/03/09,18277
2011/03/10,17219
2011/03/11,16212
2011/03/12,15076
2011/03/13,14549
2011/03/14,14439
2011/03/15,14250
2011/03/16,13778
2011/03/17,13326
2011/03/18,12717
2011/03/19,12121
2011/03/20,11753
2011/03/21,11539
2011/03/22,11112
2011/03/23,11071
2011/03/24,11128
2011/03/25,11280
2011/03/26,11185
2011/03/27,11256
2011/03/28,11341
2011/03/29,11294
2011/03/30,11294
2011/03/31,11322
2011/04/01,11416
2011/04/02,11492
2011/04/03,11538
2011/04/04,11549
2011/04/05,11638
2011/04/06,11329
2011/04/07,11212
2011/04/08,10891
2011/04/09,10694
2011/04/10,10550
2011/04/11,10288
2011/04/12,10173
2011/04/13,10138
2011/04/14,10041
2011/04/15,10079
2011/04/16,10238
2011/04/17,10404
2011/04/18,10511
2011/04/19,10760
2011/04/20,11040
2011/04/21,11269
2011/04/22,11665
2011/04/23,12257
2011/04/24,12854
2011/04/25,13562
2011/04/26,14142
2011/04/27,14717
2011/04/28,15533
2011/04/29,16786
2011/04/30,17936
2011/05/01,19032
2011/05/02,20297
2011/05/03,21462
2011/05/04,22882
2011/05/05,24313
2011/05/06,25484
2011/05/07,26542
2011/05/08,27837
2011/05/09,28865
2011/05/10,29473
2011/05/11,30743
2011/05/12,31716
2011/05/13,33293
2011/05/14,34816
2011/05/15,35763
2011/05/16,37322
2011/05/17,38695
2011/05/18,39677
2011/05/19,38986
2011/05/20,38640
2011/05/21,38185
2011/05/22,37533
2011/05/23,37372
2011/05/24,37690
2011/05/25,37422
2011/05/26,36939
2011/05/27,34345
2011/05/28,32016
2011/05/29,30499
2011/05/30,28169
2011/05/31,26059
2011/06/01,24495
2011/06/02,24533
2011/06/03,24692
2011/06/04,25789
2011/06/05,26760
2011/06/06,27087
2011/06/07,27357
2011/06/08,28477
2011/06/09,30373
2011/06/10,32697
2011/06/11,34094
2011/06/12,34601
2011/06/13,35648
2011/06/14,36834
2011/06/15,37191
2011/06/16,36742
2011/06/17,36002
2011/06/18,34491
2011/06/19,33072
2011/06/20,31925
2011/06/21,30925
2011/06/22,28816
2011/06/23,26201
2011/06/24,23830
2011/06/25,21905
2011/06/26,20755
2011/06/27,19299
2011/06/28,17596
2011/06/29,16430
2011/06/30,16149
2011/07/01,15563
2011/07/02,14942
2011/07/03,14262
2011/07/04,13638
2011/07/05,12781
2011/07/06,12130
2011/07/07,11372
2011/07/08,11157
2011/07/09,10987
2011/07/10,10753
2011/07/11,10515
2011/07/12,10249
2011/07/13,10087
2011/07/14,9737
2011/07/15,9636
2011/07/16,9455
2011/07/17,9325
2011/07/18,9165
2011/07/19,9075
2011/07/20,8971
2011/07/21,8932
2011/07/22,8740
2011/07/23,8696
2011/07/24,8670
2011/07/25,8571
2011/07/26,8570
2011/07/27,8404
2011/07/28,8377
2011/07/29,8309
2011/07/30,8284
2011/07/31,8217
2011/08/01,8075
2011/08/02,8021
2011/08/03,7807
2011/08/04,7573
2011/08/05,7397
2011/08/06,7116
2011/08/07,6781
2011/08/08,6496
2011/08/09,6225
2011/08/10,6025
2011/08/11,5855
2011/08/12,5619
2011/08/13,5403
2011/08/14,5231
2011/08/15,5128
2011/08/16,5142
2011/08/17,5154
2011/08/18,5233
2011/08/19,5247
2011/08/20,5457
2011/08/21,5666
2011/08/22,5782
2011/08/23,5826
2011/08/24,5871
2011/08/25,5918
2011/08/26,5917
2011/08/27,5876
2011/08/28,5795
2011/08/29,5798
2011/08/30,5666
2011/08/31,5589
2011/09/01,5478
2011/09/02,5415
2011/09/03,5256
2011/09/04,5105
2011/09/05,5017
2011/09/06,4908
2011/09/07,4758
2011/09/08,4620
2011/09/09,4524
2011/09/10,4390
2011/09/11,4241
2011/09/12,4108
2011/09/13,3995
2011/09/14,3884
2011/09/15,3801
2011/09/16,3613
2011/09/17,3488
2011/09/18,3360
2011/09/19,3216
2011/09/20,3179
2011/09/21,3161
2011/09/22,3110
2011/09/23,3061
2011/09/24,3112
2011/09/25,3132
2011/09/26,3088
2011/09/27,3037
2011/09/28,3022
2011/09/29,2979
2011/09/30,3004
2011/10/01,3040
2011/10/02,3023
2011/10/03,3059
2011/10/04,2981
2011/10/05,2983
2011/10/06,2941
2011/10/07,2939
2011/10/08,2866
2011/10/09,2832
2011/10/10,2792
2011/10/11,2741
2011/10/12,2705
2011/10/13,2695
2011/10/14,2714
2011/10/15,2645
2011/10/16,2627
2011/10/17,2545
2011/10/18,2487
2011/10/19,2366
2011/10/20,2291
2011/10/21,2197
2011/10/22,2168
2011/10/23,2147
2011/10/24,2130
2011/10/25,2115
2011/10/26,2062
2011/10/27,2012
2011/10/28,1951
2011/10/29,1932
2011/10/30,1943
2011/10/31,1990
2011/11/01,2076
2011/11/02,2152
2011/11/03,2212
2011/11/04,2305
2011/11/05,2349
2011/11/06,2361
2011/11/07,2382
2011/11/08,2447
2011/11/09,2499
2011/11/10,2530
2011/11/11,2538
2011/11/12,2575
2011/11/13,2572
2011/11/14,2533
2011/11/15,2468
2011/11/16,2410
2011/11/17,2386
2011/11/18,2309
2011/11/19,2249
2011/11/20,2233
2011/11/21,2170
2011/11/22,2123
2011/11/23,2078
2011/11/24,2055
2011/11/25,2053
2011/11/26,1997
2011/11/27,1960
2011/11/28,1962
2011/11/29,1988
2011/11/30,2063
2011/12/01,2124
2011/12/02,2165
2011/12/03,2262
2011/12/04,2277
2011/12/05,2357
2011/12/06,2415
2011/12/07,2455
2011/12/08,2540
2011/12/09,2568
2011/12/10,2605
2011/12/11,2693
2011/12/12,2722
2011/12/13,2760
2011/12/14,2758
2011/12/15,2720
2011/12/16,2744
2011/12/17,2760
2011/12/18,2776
2011/12/19,2807
2011/12/20,2816
2011/12/21,2885
2011/12/22,2918
2011/12/23,2957
2011/12/24,3032
2011/12/25,3085
2011/12/26,3147
2011/12/27,3158
2011/12/28,3215
2011/12/29,3283
2011/12/30,3380
2011/12/31,3427
2012/01/01,3553
2012/01/02,3654
2012/01/03,3749
2012/01/04,3806
2012/01/05,3959
2012/01/06,4161
2012/01/07,4340
2012/01/08,4466
2012/01/09,4604
2012/01/10,4724
2012/01/11,4854
2012/01/12,4988
2012/01/13,5086
2012/01/14,5195
2012/01/15,5243
2012/01/16,5369
2012/01/17,5393
2012/01/18,5378
2012/01/19,5366
2012/01/20,5318
2012/01/21,5245
2012/01/22,5150
2012/01/23,5136
2012/01/24,5134
2012/01/25,5059
2012/01/26,5004
2012/01/27,4906
2012/01/28,4820
2012/01/29,4788
2012/01/30,4639
2012/01/31,4580
2012/02/01,4604
2012/02/02,4571
2012/02/03,4497
2012/02/04,4460
2012/02/05,4434
2012/02/06,4349
2012/02/07,4294
2012/02/08,4278
2012/02/09,4271
2012/02/10,4262
2012/02/11,4290
2012/02/12,4248
2012/02/13,4196
2012/02/14,4188
2012/02/15,4106
2012/02/16,3963
2012/02/17,3900
2012/02/18,3811
2012/02/19,3732
2012/02/20,3652
2012/02/21,3598
2012/02/22,3533
2012/02/23,3476
2012/02/24,3459
2012/02/25,3389
2012/02/26,3337
2012/02/27,3345
2012/02/28,3345
2012/02/29,3372
2012/03/01,3396
2012/03/02,3370
2012/03/03,3356
2012/03/04,3389
2012/03/05,3429
2012/03/06,3427
2012/03/07,3440
2012/03/08,3422
2012/03/09,3404
2012/03/10,3371
2012/03/11,3359
2012/03/12,3348
2012/03/13,3325
2012/03/14,3303
2012/03/15,3309
2012/03/16,3372
2012/03/17,3415
2012/03/18,3416
2012/03/19,3386
2012/03/20,3404
2012/03/21,3374
2012/03/22,3368
2012/03/23,3332
2012/03/24,3372
2012/03/25,3344
2012/03/26,3312
2012/03/27,3301
2012/03/28,3290
2012/03/29,3249
2012/03/30,3192
2012/03/31,3153
2012/04/01,3112
2012/04/02,3080
2012/04/03,3067
2012/04/04,3057
2012/04/05,3037
2012/04/06,3066
2012/04/07,3013
2012/04/08,3041
2012/04/09,3029
2012/04/10,3018
2012/04/11,2997
2012/04/12,2989
2012/04/13,2982
2012/04/14,2999
2012/04/15,2995
2012/04/16,3070
2012/04/17,3059
2012/04/18,3077
2012/04/19,3121
2012/04/20,3109
2012/04/21,3153
2012/04/22,3152
2012/04/23,3157
2012/04/24,3179
2012/04/25,3194
2012/04/26,3251
2012/04/27,3272
2012/04/28,3270
2012/04/29,3330
2012/04/30,3313
2012/05/01,3322
2012/05/02,3313
2012/05/03,3306
2012/05/04,3319
2012/05/05,3324
2012/05/06,3334
2012/05/07,3367
2012/05/08,3358
2012/05/09,3360
2012/05/10,3279
2012/05/11,3281
2012/05/12,3223
2012/05/13,3178
2012/05/14,3142
2012/05/15,3112
2012/05/16,3107
2012/05/17,3064
2012/05/18,3050
2012/05/19,3016
2012/05/20,2988
2012/05/21,2938
2012/05/22,2910
2012/05/23,2915
2012/05/24,2951
2012/05/25,2943
2012/05/26,3007
2012/05/27,3029
2012/05/28,3047
2012/05/29,3067
2012/05/30,3091
2012/05/31,3112
2012/06/01,3146
2012/06/02,3166
2012/06/03,3184
2012/06/04,3230
2012/06/05,3278
2012/06/06,3288
2012/06/07,3328
2012/06/08,3346
2012/06/09,3369
2012/06/10,3386
2012/06/11,3374
2012/06/12,3442
2012/06/13,3449
2012/06/14,3514
2012/06/15,3532
2012/06/16,3587
2012/06/17,3650
2012/06/18,3726
2012/06/19,3703
2012/06/20,3780
2012/06/21,3809
2012/06/22,3848
2012/06/23,3854
2012/06/24,3829
2012/06/25,3894
2012/06/26,3874
2012/06/27,3906
2012/06/28,3882
2012/06/29,3888
2012/06/30,3857
2012/07/01,3854
2012/07/02,3818
2012/07/03,3881
2012/07/04,3821
2012/07/05,3809
2012/07/06,3803
2012/07/07,3810
2012/07/08,3844
2012/07/09,3851
2012/07/10,3873
2012/07/11,3865
2012/07/12,3929
2012/07/13,3973
2012/07/14,4019
2012/07/15,4017
2012/07/16,4079
2012/07/17,4151
2012/07/18,4234
2012/07/19,4279
2012/07/20,4350
2012/07/21,4396
2012/07/22,4485
2012/07/23,4509
2012/07/24,4563
2012/07/25,4626
2012/07/26,4636
2012/07/27,4677
2012/07/28,4666
2012/07/29,4767
2012/07/30,4738
2012/07/31,4663
2012/08/01,4662
2012/08/02,4737
2012/08/03,4749
2012/08/04,4806
2012/08/05,4814
2012/08/06,4882
2012/08/07,4968
2012/08/08,5037
2012/08/09,5097
2012/08/10,5109
2012/08/11,5221
2012/08/12,5219
2012/08/13,5305
2012/08/14,5401
2012/08/15,5493
2012/08/16,5525
2012/08/17,5548
2012/08/18,5568
2012/08/19,5582
2012/08/20,5480
2012/08/21,5359
2012/08/22,5288
2012/08/23,5218
2012/08/24,5144
2012/08/25,5046
2012/08/26,5006
2012/08/27,4899
2012/08/28,4845
2012/08/29,4750
2012/08/30,4636
2012/08/31,4543
2012/09/01,4440
2012/09/02,4385
2012/09/03,4392
2012/09/04,4420
2012/09/05,4407
2012/09/06,4384
2012/09/07,4371
2012/09/08,4333
2012/09/09,4311
2012/09/10,4311
2012/09/11,4257
2012/09/12,4256
2012/09/13,4225
2012/09/14,4245
2012/09/15,4255
2012/09/16,4270
2012/09/17,4309
2012/09/18,4282
2012/09/19,4261
2012/09/20,4291
2012/09/21,4325
2012/09/22,4329
2012/09/23,4329
2012/09/24,4342
2012/09/25,4337
2012/09/26,4321
2012/09/27,4394
2012/09/28,4371
2012/09/29,4386
2012/09/30,4357
2012/10/01,4314
2012/10/02,4336
2012/10/03,4321
2012/10/04,4292
2012/10/05,4266
2012/10/06,4317
2012/10/07,4251
2012/10/08,4268
2012/10/09,4254
2012/10/10,4222
2012/10/11,4143
2012/10/12,4136
2012/10/13,4096
2012/10/14,4045
2012/10/15,4077
2012/10/16,4021
2012/10/17,4001
2012/10/18,3992
2012/10/19,3929
2012/10/20,3905
2012/10/21,3921
2012/10/22,3877
2012/10/23,3856
2012/10/24,3872
2012/10/25,3865
2012/10/26,3842
2012/10/27,3788
2012/10/28,3786
2012/10/29,3713
2012/10/30,3658
2012/10/31,3637
2012/11/01,3577
2012/11/02,3568
2012/11/03,3494
2012/11/04,3457
2012/11/05,3424
2012/11/06,3407
2012/11/07,3362
2012/11/08,3329
2012/11/09,3306
2012/11/10,3291
2012/11/11,3283
2012/11/12,3264
2012/11/13,3292
2012/11/14,3277
2012/11/15,3271
2012/11/16,3299
2012/11/17,3309
2012/11/18,3313
2012/11/19,3346
2012/11/20,3367
2012/11/21,3371
2012/11/22,3385
2012/11/23,3441
2012/11/24,3472
2012/11/25,3489
2012/11/26,3532
2012/11/27,3536
2012/11/28,3535
2012/11/29,3432
2012/11/30,3293
2012/12/01,3198
2012/12/02,3083
2012/12/03,2937
2012/12/04,2815
2012/12/05,2704
2012/12/06,2609
2012/12/07,2451
2012/12/08,2342
2012/12/09,2217
2012/12/10,2107
2012/12/11,2002
2012/12/12,1909
2012/12/13,1930
2012/12/14,1943
2012/12/15,1952
2012/12/16,1966
2012/12/17,1995
2012/12/18,2014
2012/12/19,2015
2012/12/20,2002
2012/12/21,2012
2012/12/22,2039
2012/12/23,2020
2012/12/24,2021
2012/12/25,2010
2012/12/26,2052
2012/12/27,2063
2012/12/28,2097
2012/12/29,2096
2012/12/30,2139
2012/12/31,2129
2013/01/01,2150
2013/01/02,2161
2013/01/03,2192
2013/01/04,2202
2013/01/05,2183
2013/01/06,2233
2013/01/07,2256
2013/01/08,2248
2013/01/09,2223
2013/01/10,2227
2013/01/11,2199
2013/01/12,2207
2013/01/13,2192
2013/01/14,2211
2013/01/15,2188
2013/01/16,2198
2013/01/17,2178
2013/01/18,2193
2013/01/19,2238
2013/01/20,2239
2013/01/21,2228
2013/01/22,2297
2013/01/23,2327
2013/01/24,2389
2013/01/25,2443
2013/01/26,2513
2013/01/27,2557
2013/01/28,2597
2013/01/29,2696
2013/01/30,2756
2013/01/31,2880
2013/02/01,2918
2013/02/02,2958
2013/02/03,3076
2013/02/04,3135
2013/02/05,3164
2013/02/06,3197
2013/02/07,3218
2013/02/08,3268
2013/02/09,3285
2013/02/10,3345
2013/02/11,3388
2013/02/12,3408
2013/02/13,3480
2013/02/14,3469
2013/02/15,3568
2013/02/16,3635
2013/02/17,3641
2013/02/18,3656
2013/02/19,3703
2013/02/20,3813
2013/02/21,3838
2013/02/22,3894
2013/02/23,3925
2013/02/24,3928
2013/02/25,3997
2013/02/26,4022
2013/02/27,4023
2013/02/28,4063
2013/03/01,4043
2013/03/02,4013
2013/03/03,4009
2013/03/04,4058
2013/03/05,4051
2013/03/06,4060
2013/03/07,4149
2013/03/08,4192
2013/03/09,4282
2013/03/10,4387
2013/03/11,4411
2013/03/12,4503
2013/03/13,4560
2013/03/14,4618
2013/03/15,4644
2013/03/16,4713
2013/03/17,4780
2013/03/18,4824
2013/03/19,4902
2013/03/20,5060
2013/03/21,5179
2013/03/22,5333
2013/03/23,5438
2013/03/24,5428
2013/03/25,5428
2013/03/26,5444
2013/03/27,5498
2013/03/28,5675
2013/03/29,5817
2013/03/30,5950
2013/03/31,6095
2013/04/01,6279
2013/04/02,6503
2013/04/03,6645
2013/04/04,6794
2013/04/05,7008
2013/04/06,7170
2013/04/07,7477
2013/04/08,7854
2013/04/09,8419
2013/04/10,8884
2013/04/11,8860
2013/04/12,8853
2013/04/13,8852
2013/04/14,8767
2013/04/15,8670
2013/04/16,8452
2013/04/17,8177
2013/04/18,7899
2013/04/19,7630
2013/04/20,7485
2013/04/21,7285
2013/04/22,6995
2013/04/23,6545
2013/04/24,6200
2013/04/25,6303
2013/04/26,6367
2013/04/27,6355
2013/04/28,6497
2013/04/29,6597
2013/04/30,6701
2013/05/01,6797
2013/05/02,6830
2013/05/03,6748
2013/05/04,6660
2013/05/05,6635
2013/05/06,6592
2013/05/07,6486
2013/05/08,6335
2013/05/09,6113
2013/05/10,6008
2013/05/11,5972
2013/05/12,5788
2013/05/13,5639
2013/05/14,5516
2013/05/15,5391
2013/05/16,5364
2013/05/17,5378
2013/05/18,5345
2013/05/19,5251
2013/05/20,5196
2013/05/21,5201
2013/05/22,5190
2013/05/23,5215
2013/05/24,5202
2013/05/25,5179
2013/05/26,5187
2013/05/27,5206
2013/05/28,5246
2013/05/29,5300
2013/05/30,5342
2013/05/31,5330
2013/06/01,5377
2013/06/02,5375
2013/06/03,5412
2013/06/04,5377
2013/06/05,5292
2013/06/06,5152
2013/06/07,5020
2013/06/08,4893
2013/06/09,4737
2013/06/10,4588
2013/06/11,4478
2013/06/12,4359
2013/06/13,4193
2013/06/14,4074
2013/06/15,3882
2013/06/16,3759
2013/06/17,3553
2013/06/18,3368
2013/06/19,3292
2013/06/20,3226
2013/06/21,3171
2013/06/22,3092
2013/06/23,3048
2013/06/24,2989
2013/06/25,2911
2013/06/26,2831
2013/06/27,2788
2013/06/28,2715
2013/06/29,2652
2013/06/30,2566
2013/07/01,2545
2013/07/02,2501
2013/07/03,2439
2013/07/04,2357
2013/07/05,2276
2013/07/06,2198
2013/07/07,2131
2013/07/08,2077
2013/07/09,2010
2013/07/10,1962
2013/07/11,1880
2013/07/12,1813
2013/07/13,1780
2013/07/14,1763
2013/07/15,1739
2013/07/16,1722
2013/07/17,1708
2013/07/18,1693
2013/07/19,1680
2013/07/20,1680
2013/07/21,1691
2013/07/22,1659
2013/07/23,1631
2013/07/24,1607
2013/07/25,1598
2013/07/26,1598
2013/07/27,1578
2013/07/28,1549
2013/07/29,1542
2013/07/30,1535
2013/07/31,1508
2013/08/01,1501
2013/08/02,1499
2013/08/03,1472
2013/08/04,1445
2013/08/05,1441
2013/08/06,1449
2013/08/07,1431
2013/08/08,1433
2013/08/09,1413
2013/08/10,1398
2013/08/11,1394
2013/08/12,1368
2013/08/13,1335
2013/08/14,1293
2013/08/15,1261
2013/08/16,1214
2013/08/17,1195
2013/08/18,1168
2013/08/19,1144
2013/08/20,1121
2013/08/21,1102
2013/08/22,1084
2013/08/23,1069
2013/08/24,1039
2013/08/25,1005
2013/08/26,978.13
2013/08/27,959.488
2013/08/28,961.559
2013/08/29,953.919
2013/08/30,953.332
2013/08/31,954.212
2013/09/01,949.415
2013/09/02,948.863
2013/09/03,943.268
2013/09/04,917.052
2013/09/05,887.34
2013/09/06,866.635
2013/09/07,843.396
2013/09/08,836.214
2013/09/09,828.758
2013/09/10,815.557
2013/09/11,798.512
2013/09/12,787.244
2013/09/13,770.499
2013/09/14,751.093
2013/09/15,721.273
2013/09/16,689.649
2013/09/17,666.091
2013/09/18,662.61
2013/09/19,650.662
2013/09/20,642.851
2013/09/21,638.889
2013/09/22,628.721
2013/09/23,612.838
2013/09/24,602.902
2013/09/25,584.761
2013/09/26,558.726
2013/09/27,538.874
2013/09/28,517.749
2013/09/29,510.873
2013/09/30,505.235
2013/10/01,490.445
2013/10/02,476.281
2013/10/03,462.555
2013/10/04,449.009
2013/10/05,442.652
2013/10/06,426.527
2013/10/07,410.616
2013/10/08,395.024
2013/10/09,383.833
2013/10/10,382.911
2013/10/11,375.483
2013/10/12,370.204
2013/10/13,364.963
2013/10/14,360.981
2013/10/15,357.003
2013/10/16,347.379
2013/10/17,338.826
2013/10/18,332.995
2013/10/19,322.569
2013/10/20,319.885
2013/10/21,319.997
2013/10/22,321.967
2013/10/23,324.622
2013/10/24,324.788
2013/10/25,324.487
2013/10/26,312.443
2013/10/27,305.841
2013/10/28,296.767
2013/10/29,287.963
2013/10/30,287.496
2013/10/31,288.605
2013/11/01,286.651
2013/11/02,282.377
2013/11/03,280.191
2013/11/04,277.191
2013/11/05,271.512
2013/11/06,263.484
2013/11/07,256.458
2013/11/08,254.105
2013/11/09,265.851
2013/11/10,270.789
2013/11/11,276.159
2013/11/12,283.37
2013/11/13,287.03
2013/11/14,298.494
2013/11/15,308.46
2013/11/16,320.852
2013/11/17,331.868
2013/11/18,342.6
2013/11/19,360.253
2013/11/20,371.648
2013/11/21,388.149
2013/11/22,409.907
2013/11/23,427.428
2013/11/24,447.145
2013/11/25,467.508
2013/11/26,485.664
2013/11/27,519.975
2013/11/28,546.249
2013/11/29,569.356
2013/11/30,598.525
2013/12/01,615.818
2013/12/02,627.608
2013/12/03,646.302
2013/12/04,665.769
2013/12/05,681.701
2013/12/06,690.08
2013/12/07,682.382
2013/12/08,679.848
2013/12/09,676.225
2013/12/10,675.787
2013/12/11,653.274
2013/12/12,629.897
2013/12/13,613.025
2013/12/14,591.024
2013/12/15,574.871
2013/12/16,566.178
2013/12/17,536.962
2013/12/18,509.603
2013/12/19,484.315
2013/12/20,455.79
2013/12/21,440.606
2013/12/22,421.491
2013/12/23,402.673
2013/12/24,380.445
2013/12/25,365.46
2013/12/26,356.064
2013/12/27,343.979
2013/12/28,327.159
2013/12/29,320.596
2013/12/30,309.92
2013/12/31,306.595
2014/01/01,310.117
2014/01/02,300.953
2014/01/03,300.259
2014/01/04,299.28
2014/01/05,304.807
2014/01/06,309.043
2014/01/07,310.872
2014/01/08,313.219
2014/01/09,313.338
2014/01/10,309.739
2014/01/11,313.132
2014/01/12,313.277
2014/01/13,305.261
2014/01/14,298.763
2014/01/15,292.685
2014/01/16,293.309
2014/01/17,286.21
2014/01/18,284.96
2014/01/19,275.734
2014/01/20,270.937
2014/01/21,264.456
2014/01/22,260.606
2014/01/23,252.845
2014/01/24,248.207
2014/01/25,238.266
2014/01/26,227.815
2014/01/27,228.369
2014/01/28,223.172
2014/01/29,217.401
2014/01/30,215.814
2014/01/31,214.777
2014/02/01,210.009
2014/02/02,207.515
2014/02/03,200.554
2014/02/04,198.468
2014/02/05,191.845
2014/02/06,188.009
2014/02/07,182.081
2014/02/08,178.601
2014/02/09,172.905
2014/02/10,167.608
2014/02/11,164.649
2014/02/12,160.972
2014/02/13,153.737
2014/02/14,147.941
2014/02/15,142.687
2014/02/16,137.391
2014/02/17,131.372
2014/02/18,125.35
2014/02/19,121.291
2014/02/20,116.016
2014/02/21,112.628
2014/02/22,110.045
2014/02/23,108.923
2014/02/24,105.915
2014/02/25,102.2
2014/02/26,99.89
2014/02/27,98.822
2014/02/28,96.813
2014/03/01,93.364
2014/03/02,89.767
2014/03/03,89.164
2014/03/04,88.287
2014/03/05,86.817
2014/03/06,86.938
2014/03/07,86.934
2014/03/08,85.181
2014/03/09,84.859
2014/03/10,83.285
2014/03/11,84.255
2014/03/12,83.607
2014/03/13,81.913
2014/03/14,81.008
2014/03/15,81.746
2014/03/16,82.489
2014/03/17,81.466
2014/03/18,79.86
2014/03/19,79.31
2014/03/20,77.661
2014/03/21,77.093
2014/03/22,75.804
2014/03/23,74.612
2014/03/24,73.992
2014/03/25,71.644
2014/03/26,69.396
2014/03/27,68.625
2014/03/28,67.092
2014/03/29,65.269
2014/03/30,62.481
2014/03/31,61.291
2014/04/01,59.515
2014/04/02,57.714
2014/04/03,55.497
2014/04/04,53.403
2014/04/05,51.57
2014/04/06,49.176
2014/04/07,47.13
2014/04/08,45.821
2014/04/09,44.388
2014/04/10,42.456
2014/04/11,41.668
2014/04/12,40.44
2014/04/13,39.897
2014/04/14,38.964
2014/04/15,38.499
2014/04/16,37.606
2014/04/17,37.493
2014/04/18,36.907
2014/04/19,36.75
2014/04/20,36.745
