Date,transactionvalue3momUSD
2010/10/19,-16.849
2010/10/20,3.648
2010/10/21,-4.128
2010/10/22,-5.687
2010/10/23,-18.954
2010/10/24,-13.291
2010/10/25,17.995
2010/10/26,40.681
2010/10/27,39.016
2010/10/28,28.402
2010/10/29,-15.5
2010/10/30,-33.651
2010/10/31,-28.17
2010/11/01,-10.733
2010/11/02,15.639
2010/11/03,-9.091
2010/11/04,74.964
2010/11/05,-19.832
2010/11/06,72.931
2010/11/07,-17.721
2010/11/08,263.215
2010/11/09,-74.7
2010/11/10,-47.418
2010/11/11,-261.69
2010/11/12,-0.719
2010/11/13,-1.907
2010/11/14,-0.239
2010/11/15,-14.562
2010/11/16,-21.074
2010/11/17,8.693
2010/11/18,-4.962
2010/11/19,-8.651
2010/11/20,-27.716
2010/11/21,-6.285
2010/11/22,24.1
2010/11/23,30.744
2010/11/24,-0.694
2010/11/25,-22.793
2010/11/26,-16.244
2010/11/27,12.703
2010/11/28,11.933
2010/11/29,0.34
2010/11/30,13.35
2010/12/01,8.701
2010/12/02,12.716
2010/12/03,-10.834
2010/12/04,12.389
2010/12/05,-22.038
2010/12/06,26.303
2010/12/07,-3.534
2010/12/08,3.45
2010/12/09,-25.674
2010/12/10,-17.917
2010/12/11,17.707
2010/12/12,-2.718
2010/12/13,46.429
2010/12/14,11.08
2010/12/15,26.673
2010/12/16,-21.92
2010/12/17,-8.97
2010/12/18,-1.764
2010/12/19,4.479
2010/12/20,-10.773
2010/12/21,-0.432
2010/12/22,-12.457
2010/12/23,7.567
2010/12/24,-12.057
2010/12/25,13.21
2010/12/26,0.694
2010/12/27,16.564
2010/12/28,-20.869
2010/12/29,30.814
2010/12/30,-12.698
2010/12/31,8.818
2011/01/01,-36.876
2011/01/02,-7.864
2011/01/03,-14.587
2011/01/04,-12.603
2011/01/05,-13.217
2011/01/06,-3.773
2011/01/07,4.905
2011/01/08,1.87
2011/01/09,-3.648
2011/01/10,3.217
2011/01/11,12.033
2011/01/12,6.323
2011/01/13,9.814
2011/01/14,-0.771
2011/01/15,6.875
2011/01/16,-2.775
2011/01/17,1.643
2011/01/18,19.165
2011/01/19,-6.96
2011/01/20,-6.045
2011/01/21,-21.297
2011/01/22,0.517
2011/01/23,13.02
2011/01/24,1.309
2011/01/25,4.562
2011/01/26,-5.796
2011/01/27,488.781
2011/01/28,-7.001
2011/01/29,-4.876
2011/01/30,-441.613
2011/01/31,49.429
2011/02/01,52.764
2011/02/02,20.922
2011/02/03,-9.109
2011/02/04,-32.303
2011/02/05,-16.979
2011/02/06,19.084
2011/02/07,112.613
2011/02/08,-2.345
2011/02/09,26.316
2011/02/10,-45.208
2011/02/11,38.393
2011/02/12,-32.228
2011/02/13,-49.959
2011/02/14,-41.181
2011/02/15,-28.537
2011/02/16,-29.3
2011/02/17,-25.078
2011/02/18,12.14
2011/02/19,69.339
2011/02/20,56.726
2011/02/21,41.357
2011/02/22,35.934
2011/02/23,43.677
2011/02/24,3.671
2011/02/25,-55.871
2011/02/26,-64.797
2011/02/27,-23.348
2011/02/28,-16.662
2011/03/01,258.057
2011/03/02,1050
2011/03/03,2.557
2011/03/04,-198.847
2011/03/05,-1071
2011/03/06,15.439
2011/03/07,-43.797
2011/03/08,9.981
2011/03/09,32.867
2011/03/10,88.803
2011/03/11,49.376
2011/03/12,-66.8
2011/03/13,-115.379
2011/03/14,-46.12
2011/03/15,-10.023
2011/03/16,-26.141
2011/03/17,-30.395
2011/03/18,22.417
2011/03/19,-12.893
2011/03/20,-14.153
2011/03/21,-40.324
2011/03/22,42.916
2011/03/23,20.558
2011/03/24,79.17
2011/03/25,53.174
2011/03/26,37.005
2011/03/27,-50.241
2011/03/28,-87.459
2011/03/29,-50.997
2011/03/30,6.449
2011/03/31,14.129
2011/04/01,6.312
2011/04/02,-13.301
2011/04/03,-16.352
2011/04/04,6.884
2011/04/05,-2.129
2011/04/06,-0.875
2011/04/07,4.105
2011/04/08,14.832
2011/04/09,26.136
2011/04/10,-13.295
2011/04/11,-20.725
2011/04/12,-5.892
2011/04/13,30.667
2011/04/14,15.353
2011/04/15,-4.731
2011/04/16,95.382
2011/04/17,573.214
2011/04/18,-1.177
2011/04/19,706.337
2011/04/20,1250
2011/04/21,216.47
2011/04/22,-770.116
2011/04/23,-1762
2011/04/24,-188.427
2011/04/25,-38.247
2011/04/26,-24.117
2011/04/27,22.778
2011/04/28,40.018
2011/04/29,472.391
2011/04/30,191.032
2011/05/01,34.016
2011/05/02,-437.756
2011/05/03,-78.873
2011/05/04,209.56
2011/05/05,32.814
2011/05/06,77.947
2011/05/07,-141.346
2011/05/08,531.907
2011/05/09,-123.084
2011/05/10,664.001
2011/05/11,-364.105
2011/05/12,198.13
2011/05/13,-57.764
2011/05/14,2779
2011/05/15,213.595
2011/05/16,-328.306
2011/05/17,-2736
2011/05/18,-350.058
2011/05/19,-217.378
2011/05/20,81.409
2011/05/21,556.968
2011/05/22,804.085
2011/05/23,105.531
2011/05/24,-344.97
2011/05/25,-582.505
2011/05/26,-46.776
2011/05/27,510.208
2011/05/28,-106.568
2011/05/29,-37.912
2011/05/30,-515.381
2011/05/31,27.092
2011/06/01,-87.084
2011/06/02,65.791
2011/06/03,497.323
2011/06/04,511.611
2011/06/05,648.179
2011/06/06,600.494
2011/06/07,340.172
2011/06/08,637.595
2011/06/09,360.631
2011/06/10,929.998
2011/06/11,826.549
2011/06/12,583.383
2011/06/13,1.521
2011/06/14,-492.404
2011/06/15,4056
2011/06/16,10381
2011/06/17,146.223
2011/06/18,-4715
2011/06/19,-5712
2011/06/20,-249.593
2011/06/21,4012
2011/06/22,-4882
2011/06/23,630.855
2011/06/24,1632
2011/06/25,16846
2011/06/26,4229
2011/06/27,-4791
2011/06/28,-8008
2011/06/29,-2186
2011/06/30,-82.061
2011/07/01,-9143
2011/07/02,-3029
2011/07/03,-1508
2011/07/04,420.695
2011/07/05,-1054
2011/07/06,-302.203
2011/07/07,-1319
2011/07/08,-89.132
2011/07/09,3044
2011/07/10,3483
2011/07/11,872.374
2011/07/12,-1945
2011/07/13,-2060
2011/07/14,1695
2011/07/15,-810.921
2011/07/16,-235.143
2011/07/17,-2185
2011/07/18,3862
2011/07/19,2132
2011/07/20,-57.329
2011/07/21,-2668
2011/07/22,-1711
2011/07/23,270.168
2011/07/24,-1319
2011/07/25,-237.596
2011/07/26,851.816
2011/07/27,1295
2011/07/28,3602
2011/07/29,-694.971
2011/07/30,-1500
2011/07/31,-4734
2011/08/01,-399.423
2011/08/02,-139.741
2011/08/03,-424.556
2011/08/04,-488.119
2011/08/05,121.308
2011/08/06,-109.713
2011/08/07,7.554
2011/08/08,432.886
2011/08/09,1941
2011/08/10,972.875
2011/08/11,-497.815
2011/08/12,-1946
2011/08/13,-962.078
2011/08/14,4.822
2011/08/15,-10.441
2011/08/16,11.289
2011/08/17,-170.634
2011/08/18,151.928
2011/08/19,406.832
2011/08/20,-96.525
2011/08/21,-228.03
2011/08/22,-432.745
2011/08/23,299.198
2011/08/24,467.151
2011/08/25,140.875
2011/08/26,-326.452
2011/08/27,2739
2011/08/28,-239.255
2011/08/29,-69.366
2011/08/30,-3297
2011/08/31,17.907
2011/09/01,110.243
2011/09/02,34.911
2011/09/03,15.628
2011/09/04,1619
2011/09/05,2226
2011/09/06,2586
2011/09/07,-1370
2011/09/08,-2120
2011/09/09,-2596
2011/09/10,-406.898
2011/09/11,426.441
2011/09/12,253.57
2011/09/13,102.753
2011/09/14,-564.362
2011/09/15,-331.972
2011/09/16,200.73
2011/09/17,33.074
2011/09/18,6.68
2011/09/19,-257.001
2011/09/20,-59.307
2011/09/21,55.049
2011/09/22,10.68
2011/09/23,47.303
2011/09/24,-80.218
2011/09/25,-2.045
2011/09/26,-41.649
2011/09/27,122.681
2011/09/28,10.301
2011/09/29,28.243
2011/09/30,-98.019
2011/10/01,108.874
2011/10/02,35.764
2011/10/03,67.773
2011/10/04,-35.383
2011/10/05,25.062
2011/10/06,120.3
2011/10/07,-56.662
2011/10/08,-127.467
2011/10/09,-208.412
2011/10/10,-82.102
2011/10/11,7.834
2011/10/12,-6.781
2011/10/13,30.102
2011/10/14,-43.32
2011/10/15,49.611
2011/10/16,-57.233
2011/10/17,76.059
2011/10/18,-91.794
2011/10/19,-51.731
2011/10/20,-109.275
2011/10/21,93.123
2011/10/22,177.731
2011/10/23,170.232
2011/10/24,-91.643
2011/10/25,-125.717
2011/10/26,-92.745
2011/10/27,139.053
2011/10/28,82.723
2011/10/29,39.499
2011/10/30,-170.365
2011/10/31,-31.698
2011/11/01,33.412
2011/11/02,72.051
2011/11/03,-62.091
2011/11/04,-106.446
2011/11/05,-68.533
2011/11/06,-47.875
2011/11/07,-46.142
2011/11/08,415.146
2011/11/09,322.526
2011/11/10,15.155
2011/11/11,-387.067
2011/11/12,-298.967
2011/11/13,-21.538
2011/11/14,-19.606
2011/11/15,-23.4
2011/11/16,682.743
2011/11/17,1436
2011/11/18,1984
2011/11/19,1019
2011/11/20,-932.3
2011/11/21,-1320
2011/11/22,-329.811
2011/11/23,-7.446
2011/11/24,-78.951
2011/11/25,-1021
2011/11/26,178.838
2011/11/27,161.096
2011/11/28,1212
2011/11/29,798.15
2011/11/30,1865
2011/12/01,-691.318
2011/12/02,1052
2011/12/03,-908.148
2011/12/04,527.877
2011/12/05,-1325
2011/12/06,719.151
2011/12/07,1212
2011/12/08,997.07
2011/12/09,-1485
2011/12/10,-2153
2011/12/11,-1835
2011/12/12,-585.877
2011/12/13,-388.131
2011/12/14,-277.433
2011/12/15,-189.982
2011/12/16,89.526
2011/12/17,-10.773
2011/12/18,-68.725
2011/12/19,-21.955
2011/12/20,83.075
2011/12/21,176.627
2011/12/22,11.46
2011/12/23,-129.353
2011/12/24,-140.871
2011/12/25,-55.574
2011/12/26,325.943
2011/12/27,258.12
2011/12/28,-2.537
2011/12/29,-105.437
2011/12/30,-286.208
2011/12/31,2.049
2012/01/01,-64.299
2012/01/02,15.257
2012/01/03,0.196
2012/01/04,19.897
2012/01/05,364.521
2012/01/06,390.773
2012/01/07,-3.937
2012/01/08,-231.596
2012/01/09,-136.999
2012/01/10,12.241
2012/01/11,-20.222
2012/01/12,-119.484
2012/01/13,21.585
2012/01/14,-32.813
2012/01/15,-71.282
2012/01/16,31.353
2012/01/17,67.685
2012/01/18,27.508
2012/01/19,-67.774
2012/01/20,-56.266
2012/01/21,-22.461
2012/01/22,-35.385
2012/01/23,-47.045
2012/01/24,30.74
2012/01/25,-2.568
2012/01/26,58.616
2012/01/27,-31.8
2012/01/28,-85.511
2012/01/29,-56.284
2012/01/30,-9.715
2012/01/31,39.029
2012/02/01,88.817
2012/02/02,26.039
2012/02/03,55.63
2012/02/04,-89.564
2012/02/05,-23.806
2012/02/06,-35.718
2012/02/07,-42.423
2012/02/08,-46.287
2012/02/09,-81.976
2012/02/10,-30.768
2012/02/11,94.588
2012/02/12,46.77
2012/02/13,64.827
2012/02/14,351.96
2012/02/15,377.382
2012/02/16,434.844
2012/02/17,-68.935
2012/02/18,-169.533
2012/02/19,-438.909
2012/02/20,-325.168
2012/02/21,-198.947
2012/02/22,190.727
2012/02/23,108.502
2012/02/24,155.548
2012/02/25,-149.49
2012/02/26,-121.149
2012/02/27,-145.897
2012/02/28,-50.981
2012/02/29,-44.318
2012/03/01,201.514
2012/03/02,81.995
2012/03/03,104.646
2012/03/04,13.36
2012/03/05,-90.085
2012/03/06,-64.847
2012/03/07,-205.921
2012/03/08,124.375
2012/03/09,165.685
2012/03/10,67.32
2012/03/11,9.116
2012/03/12,33.056
2012/03/13,14.546
2012/03/14,71.482
2012/03/15,-61.835
2012/03/16,24.328
2012/03/17,-114.605
2012/03/18,-92.436
2012/03/19,-48.13
2012/03/20,-8.591
2012/03/21,27.06
2012/03/22,205.733
2012/03/23,338.903
2012/03/24,246.556
2012/03/25,-234.64
2012/03/26,-317.791
2012/03/27,-194.924
2012/03/28,144.851
2012/03/29,397.484
2012/03/30,292.923
2012/03/31,235.682
2012/04/01,-225.708
2012/04/02,-168.881
2012/04/03,-165.325
2012/04/04,-12.188
2012/04/05,131.058
2012/04/06,-93.179
2012/04/07,-254.822
2012/04/08,349.623
2012/04/09,762.556
2012/04/10,201.357
2012/04/11,-67.038
2012/04/12,-433.702
2012/04/13,108.788
2012/04/14,-328.367
2012/04/15,97.295
2012/04/16,350.171
2012/04/17,110.154
2012/04/18,-249.352
2012/04/19,-485.168
2012/04/20,1087
2012/04/21,295.216
2012/04/22,334.858
2012/04/23,-1252
2012/04/24,-415.362
2012/04/25,-95.07
2012/04/26,380.561
2012/04/27,548.815
2012/04/28,-86.942
2012/04/29,-310.354
2012/04/30,-462.434
2012/05/01,-70.805
2012/05/02,-83.252
2012/05/03,-133.335
2012/05/04,-123.725
2012/05/05,-76.582
2012/05/06,-145.203
2012/05/07,201.489
2012/05/08,645.989
2012/05/09,391.68
2012/05/10,-102.99
2012/05/11,-718.429
2012/05/12,175.781
2012/05/13,1.456
2012/05/14,9.543
2012/05/15,-18.026
2012/05/16,457.504
2012/05/17,634.003
2012/05/18,-454.923
2012/05/19,-784.281
2012/05/20,-711.458
2012/05/21,225.166
2012/05/22,704.083
2012/05/23,9.455
2012/05/24,-398.672
2012/05/25,-450.567
2012/05/26,723.083
2012/05/27,173.508
2012/05/28,-64.622
2012/05/29,-513.24
2012/05/30,89.322
2012/05/31,808.519
2012/06/01,27.352
2012/06/02,335.909
2012/06/03,-906.177
2012/06/04,-43.804
2012/06/05,-268.987
2012/06/06,587.443
2012/06/07,275.774
2012/06/08,734.92
2012/06/09,-620.932
2012/06/10,-360.341
2012/06/11,-765.721
2012/06/12,564.614
2012/06/13,-195.89
2012/06/14,-52.129
2012/06/15,-407.337
2012/06/16,331.242
2012/06/17,-261.244
2012/06/18,9.767
2012/06/19,-203.949
2012/06/20,146.754
2012/06/21,-142.59
2012/06/22,260.655
2012/06/23,528.434
2012/06/24,280.905
2012/06/25,-237.649
2012/06/26,-515.108
2012/06/27,-119.734
2012/06/28,467.343
2012/06/29,367.288
2012/06/30,-10.67
2012/07/01,-403.691
2012/07/02,-415.021
2012/07/03,7.765
2012/07/04,172.801
2012/07/05,297.468
2012/07/06,-34.88
2012/07/07,446.866
2012/07/08,-344.892
2012/07/09,201.427
2012/07/10,-643.938
2012/07/11,-3.371
2012/07/12,-158.147
2012/07/13,333.972
2012/07/14,555.668
2012/07/15,-35.482
2012/07/16,-230.2
2012/07/17,-199.046
2012/07/18,47.155
2012/07/19,-188.492
2012/07/20,-232.736
2012/07/21,159.699
2012/07/22,69.331
2012/07/23,170.696
2012/07/24,-73.741
2012/07/25,-100.347
2012/07/26,107.544
2012/07/27,188.419
2012/07/28,115.114
2012/07/29,-384.701
2012/07/30,-460.55
2012/07/31,220.96
2012/08/01,420.178
2012/08/02,288.231
2012/08/03,-105.718
2012/08/04,-169.163
2012/08/05,106.863
2012/08/06,56.982
2012/08/07,194.578
2012/08/08,-189.779
2012/08/09,-75.513
2012/08/10,-60.755
2012/08/11,87.501
2012/08/12,2.738
2012/08/13,-212.329
2012/08/14,-13.593
2012/08/15,-109.572
2012/08/16,141.536
2012/08/17,325.35
2012/08/18,248.797
2012/08/19,973.85
2012/08/20,1565
2012/08/21,612.153
2012/08/22,448.383
2012/08/23,-44.221
2012/08/24,2257
2012/08/25,-629.594
2012/08/26,-1183
2012/08/27,-1492
2012/08/28,1104
2012/08/29,3498
2012/08/30,1627
2012/08/31,-178.406
2012/09/01,-2536
2012/09/02,-1888
2012/09/03,-1308
2012/09/04,-459.976
2012/09/05,616.704
2012/09/06,4663
2012/09/07,4404
2012/09/08,280.868
2012/09/09,-4303
2012/09/10,127.779
2012/09/11,3256
2012/09/12,3013
2012/09/13,2561
2012/09/14,-173.24
2012/09/15,-1396
2012/09/16,-2970
2012/09/17,569.838
2012/09/18,1798
2012/09/19,6232
2012/09/20,-21.85
2012/09/21,5786
2012/09/22,-3775
2012/09/23,-2914
2012/09/24,-7198
2012/09/25,-7387
2012/09/26,-2754
2012/09/27,-2772
2012/09/28,85.106
2012/09/29,16.051
2012/09/30,261.091
2012/10/01,-164.719
2012/10/02,99.126
2012/10/03,-253.476
2012/10/04,-340.866
2012/10/05,153.131
2012/10/06,158.176
2012/10/07,154.065
2012/10/08,-373.86
2012/10/09,-310.244
2012/10/10,-288.015
2012/10/11,-6.833
2012/10/12,642.607
2012/10/13,639.744
2012/10/14,53.312
2012/10/15,-771.597
2012/10/16,-34.764
2012/10/17,641.971
2012/10/18,1101
2012/10/19,313.978
2012/10/20,-199.528
2012/10/21,-753.1
2012/10/22,-643.014
2012/10/23,-86.724
2012/10/24,14.716
2012/10/25,-4.239
2012/10/26,-456.157
2012/10/27,364.449
2012/10/28,-62.285
2012/10/29,5.419
2012/10/30,403.24
2012/10/31,959.001
2012/11/01,701.026
2012/11/02,-1138
2012/11/03,-662.04
2012/11/04,-211.79
2012/11/05,452.04
2012/11/06,-202.875
2012/11/07,-436.15
2012/11/08,-322.662
2012/11/09,-265.163
2012/11/10,-379.485
2012/11/11,-253.333
2012/11/12,-154.644
2012/11/13,170.208
2012/11/14,282.273
2012/11/15,564.076
2012/11/16,732.67
2012/11/17,481.007
2012/11/18,-76.832
2012/11/19,-635.737
2012/11/20,-458.015
2012/11/21,-430.055
2012/11/22,121.511
2012/11/23,-65.055
2012/11/24,212.656
2012/11/25,-289.238
2012/11/26,-44.289
2012/11/27,141.013
2012/11/28,348.601
2012/11/29,11.668
2012/11/30,-297.995
2012/12/01,-386.517
2012/12/02,213.747
2012/12/03,673.067
2012/12/04,767.07
2012/12/05,504.915
2012/12/06,160.35
2012/12/07,-134.255
2012/12/08,-710.761
2012/12/09,-578.344
2012/12/10,-484.233
2012/12/11,184.669
2012/12/12,739.649
2012/12/13,853.197
2012/12/14,431.526
2012/12/15,-634.071
2012/12/16,-563.989
2012/12/17,-442.464
2012/12/18,-60.864
2012/12/19,-331.385
2012/12/20,-228.735
2012/12/21,-126.832
2012/12/22,26.114
2012/12/23,-36.867
2012/12/24,-111.083
2012/12/25,-86.526
2012/12/26,-85.455
2012/12/27,-144.765
2012/12/28,25.561
2012/12/29,119.202
2012/12/30,-24.127
2012/12/31,305.402
2013/01/01,275.863
2013/01/02,425.878
2013/01/03,-68.431
2013/01/04,7
2013/01/05,46.939
2013/01/06,-106.625
2013/01/07,-146.18
2013/01/08,46.821
2013/01/09,104.624
2013/01/10,-137.775
2013/01/11,-391.854
2013/01/12,-241.512
2013/01/13,-99.903
2013/01/14,-2.429
2013/01/15,349.066
2013/01/16,342.295
2013/01/17,213.906
2013/01/18,-133.823
2013/01/19,-171.742
2013/01/20,-120.552
2013/01/21,-64.724
2013/01/22,136.253
2013/01/23,435.507
2013/01/24,141.36
2013/01/25,-14.039
2013/01/26,-439.603
2013/01/27,-133.196
2013/01/28,31.217
2013/01/29,429.367
2013/01/30,779.591
2013/01/31,32.571
2013/02/01,-252.461
2013/02/02,-741.068
2013/02/03,-151.966
2013/02/04,118.234
2013/02/05,257.413
2013/02/06,440.274
2013/02/07,-136.842
2013/02/08,35.308
2013/02/09,-177.911
2013/02/10,-34.476
2013/02/11,-244.093
2013/02/12,-192.489
2013/02/13,-63.787
2013/02/14,195.416
2013/02/15,83.835
2013/02/16,152.67
2013/02/17,-130.368
2013/02/18,42.271
2013/02/19,85.721
2013/02/20,-30.782
2013/02/21,-101.572
2013/02/22,3.101
2013/02/23,61.945
2013/02/24,309.855
2013/02/25,58.934
2013/02/26,107.045
2013/02/27,-106.99
2013/02/28,-62.393
2013/03/01,98.395
2013/03/02,135.033
2013/03/03,-183.08
2013/03/04,-339.164
2013/03/05,361.011
2013/03/06,887.001
2013/03/07,483.987
2013/03/08,-355.636
2013/03/09,-648.831
2013/03/10,-247.36
2013/03/11,-127.243
2013/03/12,561.701
2013/03/13,389.48
2013/03/14,119.706
2013/03/15,2356
2013/03/16,1842
2013/03/17,230.257
2013/03/18,296.455
2013/03/19,-812.94
2013/03/20,1236
2013/03/21,-1661
2013/03/22,-519.166
2013/03/23,-627.03
2013/03/24,-1095
2013/03/25,532.184
2013/03/26,973.775
2013/03/27,2823
2013/03/28,386.526
2013/03/29,-671.473
2013/03/30,-1386
2013/03/31,549.132
2013/04/01,566.836
2013/04/02,1713
2013/04/03,1367
2013/04/04,1657
2013/04/05,-51.982
2013/04/06,-1020
2013/04/07,-1804
2013/04/08,-304.427
2013/04/09,2615
2013/04/10,5680
2013/04/11,-15.785
2013/04/12,-3284
2013/04/13,-5730
2013/04/14,-2635
2013/04/15,-1117
2013/04/16,-411.34
2013/04/17,981.934
2013/04/18,10192
2013/04/19,1369
2013/04/20,226.836
2013/04/21,-9334
2013/04/22,606.98
2013/04/23,574.668
2013/04/24,2036
2013/04/25,-287.363
2013/04/26,-282.884
2013/04/27,-2275
2013/04/28,-1969
2013/04/29,1870
2013/04/30,533.252
2013/05/01,1351
2013/05/02,-2953
2013/05/03,-1214
2013/05/04,-2008
2013/05/05,-376.301
2013/05/06,200.073
2013/05/07,863.455
2013/05/08,364.289
2013/05/09,-674.707
2013/05/10,-423.5
2013/05/11,-745.155
2013/05/12,-176.437
2013/05/13,587.5
2013/05/14,249.214
2013/05/15,269.139
2013/05/16,-814.805
2013/05/17,316.902
2013/05/18,390.525
2013/05/19,-256.714
2013/05/20,-356.925
2013/05/21,-179.661
2013/05/22,666.939
2013/05/23,142.499
2013/05/24,267.899
2013/05/25,152.555
2013/05/26,-189.5
2013/05/27,-95.471
2013/05/28,-262.78
2013/05/29,640.542
2013/05/30,-225.853
2013/05/31,9.199
2013/06/01,-721.204
2013/06/02,-320.108
2013/06/03,107.62
2013/06/04,228.485
2013/06/05,373.485
2013/06/06,-27.025
2013/06/07,121.771
2013/06/08,-528.813
2013/06/09,-50.224
2013/06/10,-361.355
2013/06/11,364.315
2013/06/12,-263.655
2013/06/13,374.237
2013/06/14,214.538
2013/06/15,-180.218
2013/06/16,-293.183
2013/06/17,-226.036
2013/06/18,286.133
2013/06/19,89.051
2013/06/20,243.05
2013/06/21,175.595
2013/06/22,-283.794
2013/06/23,-616.32
2013/06/24,-267.229
2013/06/25,543.821
2013/06/26,458.654
2013/06/27,-171.645
2013/06/28,-326.577
2013/06/29,-52.937
2013/06/30,13.442
2013/07/01,664.715
2013/07/02,245.465
2013/07/03,671.502
2013/07/04,15.502
2013/07/05,568.751
2013/07/06,-486.459
2013/07/07,-439.274
2013/07/08,-563.52
2013/07/09,676.56
2013/07/10,640.534
2013/07/11,456.978
2013/07/12,-260.494
2013/07/13,-83.645
2013/07/14,-544.17
2013/07/15,-94.834
2013/07/16,136.791
2013/07/17,892.435
2013/07/18,407.022
2013/07/19,-303.309
2013/07/20,-1129
2013/07/21,-940.974
2013/07/22,32.419
2013/07/23,1022
2013/07/24,680.072
2013/07/25,-211.967
2013/07/26,-373.212
2013/07/27,-742.838
2013/07/28,-223.645
2013/07/29,-245.98
2013/07/30,1112
2013/07/31,209.195
2013/08/01,526.916
2013/08/02,-534.297
2013/08/03,-263.111
2013/08/04,-1038
2013/08/05,-93.766
2013/08/06,-54.682
2013/08/07,261.701
2013/08/08,-394.292
2013/08/09,-177.793
2013/08/10,-451.607
2013/08/11,-163.872
2013/08/12,405.985
2013/08/13,1395
2013/08/14,1466
2013/08/15,-212.453
2013/08/16,-857.917
2013/08/17,-778.997
2013/08/18,-17.679
2013/08/19,64.351
2013/08/20,-167.442
2013/08/21,861.162
2013/08/22,-207.412
2013/08/23,32.443
2013/08/24,-1056
2013/08/25,17.954
2013/08/26,-201.566
2013/08/27,479.766
2013/08/28,58.703
2013/08/29,3793
2013/08/30,-56.969
2013/08/31,848.134
2013/09/01,-2980
2013/09/02,411.672
2013/09/03,18.285
2013/09/04,-90.996
2013/09/05,-279.014
2013/09/06,-944.132
2013/09/07,-702.976
2013/09/08,-710.106
2013/09/09,778.502
2013/09/10,64.597
2013/09/11,1053
2013/09/12,-437.635
2013/09/13,345.221
2013/09/14,-403.094
2013/09/15,-733.393
2013/09/16,-150.07
2013/09/17,-478.15
2013/09/18,806.218
2013/09/19,43.829
2013/09/20,349.012
2013/09/21,-699.456
2013/09/22,-529.915
2013/09/23,339.312
2013/09/24,820.636
2013/09/25,728.833
2013/09/26,-250.983
2013/09/27,-54.986
2013/09/28,-307.484
2013/09/29,53.258
2013/09/30,396.568
2013/10/01,745.888
2013/10/02,535.452
2013/10/03,-505.629
2013/10/04,-521.389
2013/10/05,-1023
2013/10/06,-525.273
2013/10/07,53.589
2013/10/08,782.77
2013/10/09,1025
2013/10/10,-226.224
2013/10/11,14.297
2013/10/12,-450.329
2013/10/13,135.518
2013/10/14,103.849
2013/10/15,517.475
2013/10/16,966.84
2013/10/17,453.671
2013/10/18,42.306
2013/10/19,49.728
2013/10/20,-233.93
2013/10/21,604.791
2013/10/22,568.551
2013/10/23,1492
2013/10/24,155.375
2013/10/25,4960
2013/10/26,-1300
2013/10/27,-985.633
2013/10/28,-5932
2013/10/29,4046
2013/10/30,910.412
2013/10/31,-65.422
2013/11/01,-3719
2013/11/02,316.111
2013/11/03,1020
2013/11/04,1989
2013/11/05,1748
2013/11/06,820.449
2013/11/07,923.801
2013/11/08,539.82
2013/11/09,1343
2013/11/10,-1644
2013/11/11,-1467
2013/11/12,994.899
2013/11/13,3177
2013/11/14,2561
2013/11/15,10970
2013/11/16,6389
2013/11/17,3852
2013/11/18,-2678
2013/11/19,1077
2013/11/20,589.539
2013/11/21,3685
2013/11/22,6331
2013/11/23,4657
2013/11/24,-950.474
2013/11/25,-6321
2013/11/26,23367
