Date,transactions7trx
2011/08/14,-0.317
2011/08/15,-0.165
2011/08/16,0.31
2011/08/17,0.45
2011/08/18,0.354
2011/08/19,0.214
2011/08/20,-0.016
2011/08/21,-0.153
2011/08/22,-0.199
2011/08/23,-0.303
2011/08/24,-0.389
2011/08/25,-0.474
2011/08/26,-0.505
2011/08/27,-0.714
2011/08/28,-1.118
2011/08/29,-1.012
2011/08/30,-0.747
2011/08/31,-0.552
2011/09/01,-0.422
2011/09/02,-0.377
2011/09/03,-0.608
2011/09/04,-0.62
2011/09/05,-0.579
2011/09/06,-0.337
2011/09/07,-0.202
2011/09/08,-0.26
2011/09/09,-0.197
2011/09/10,-0.394
2011/09/11,-0.563
2011/09/12,-0.659
2011/09/13,-0.714
2011/09/14,-0.807
2011/09/15,-0.831
2011/09/16,-0.861
2011/09/17,-1.059
2011/09/18,-1.166
2011/09/19,-1.034
2011/09/20,-0.444
2011/09/21,0.15
2011/09/22,0.27
2011/09/23,0.216
2011/09/24,-0.049
2011/09/25,-0.365
2011/09/26,-0.669
2011/09/27,-0.801
2011/09/28,-0.852
2011/09/29,-0.949
2011/09/30,-0.968
2011/10/01,-1.067
2011/10/02,-1.252
2011/10/03,-1.054
2011/10/04,-0.877
2011/10/05,-0.741
2011/10/06,-0.591
2011/10/07,-0.515
2011/10/08,-0.543
2011/10/09,-0.591
2011/10/10,-0.514
2011/10/11,-0.366
2011/10/12,-0.207
2011/10/13,-0.324
2011/10/14,-0.237
2011/10/15,-0.217
2011/10/16,-0.388
2011/10/17,-0.386
2011/10/18,-0.561
2011/10/19,-0.707
2011/10/20,-0.94
2011/10/21,-1.006
2011/10/22,-0.995
2011/10/23,-0.797
2011/10/24,-0.444
2011/10/25,-0.281
2011/10/26,-0.203
2011/10/27,-0.342
2011/10/28,-0.418
2011/10/29,-0.308
2011/10/30,-0.315
2011/10/31,-0.311
2011/11/01,-0.125
2011/11/02,0.175
2011/11/03,0.561
2011/11/04,0.989
2011/11/05,1.162
2011/11/06,0.919
2011/11/07,0.671
2011/11/08,0.59
2011/11/09,0.707
2011/11/10,0.907
2011/11/11,0.689
2011/11/12,0.326
2011/11/13,0.026
2011/11/14,-0.053
2011/11/15,0.023
2011/11/16,0.145
2011/11/17,-0.041
2011/11/18,-0.267
2011/11/19,-0.594
2011/11/20,-0.799
2011/11/21,-1.005
2011/11/22,-0.967
2011/11/23,-0.78
2011/11/24,-0.709
2011/11/25,-0.556
2011/11/26,-0.596
2011/11/27,-0.61
2011/11/28,-0.345
2011/11/29,0.146
2011/11/30,0.779
2011/12/01,1.193
2011/12/02,1.425
2011/12/03,1.316
2011/12/04,1.001
2011/12/05,0.874
2011/12/06,1.315
2011/12/07,1.385
2011/12/08,1.175
2011/12/09,0.81
2011/12/10,0.455
2011/12/11,0.038
2011/12/12,-0.44
2011/12/13,-0.723
2011/12/14,-0.799
2011/12/15,-0.981
2011/12/16,-1.085
2011/12/17,-1.181
2011/12/18,-1.343
2011/12/19,-1.152
2011/12/20,-0.678
2011/12/21,-0.354
2011/12/22,-0.057
2011/12/23,0.132
2011/12/24,-0.056
2011/12/25,-0.199
2011/12/26,-0.194
2011/12/27,-0.241
2011/12/28,-0.364
2011/12/29,-0.428
2011/12/30,-0.5
2011/12/31,-0.533
2012/01/01,-0.579
2012/01/02,-0.491
2012/01/03,-0.244
2012/01/04,0.027
2012/01/05,0.648
2012/01/06,1.189
2012/01/07,1.357
2012/01/08,1.473
2012/01/09,1.438
2012/01/10,1.49
2012/01/11,1.668
2012/01/12,1.711
2012/01/13,1.708
2012/01/14,1.642
2012/01/15,1.406
2012/01/16,1.282
2012/01/17,1.148
2012/01/18,0.994
2012/01/19,0.9
2012/01/20,0.801
2012/01/21,0.596
2012/01/22,0.124
2012/01/23,-0.206
2012/01/24,-0.131
2012/01/25,0.275
2012/01/26,0.419
2012/01/27,0.36
2012/01/28,0.114
2012/01/29,-0.052
2012/01/30,-0.226
2012/01/31,-0.181
2012/02/01,-0.147
2012/02/02,0.035
2012/02/03,0.224
2012/02/04,0.428
2012/02/05,0.489
2012/02/06,0.318
2012/02/07,0.285
2012/02/08,0.312
2012/02/09,0.465
2012/02/10,0.87
2012/02/11,1.11
2012/02/12,1.068
2012/02/13,1.128
2012/02/14,1.541
2012/02/15,1.961
2012/02/16,2.314
2012/02/17,1.933
2012/02/18,1.242
2012/02/19,0.409
2012/02/20,-0.274
2012/02/21,-0.772
2012/02/22,-0.954
2012/02/23,-0.787
2012/02/24,-0.708
2012/02/25,-0.806
2012/02/26,-1.058
2012/02/27,-1.127
2012/02/28,-1.093
2012/02/29,-1.009
2012/03/01,-0.873
2012/03/02,-0.528
2012/03/03,-0.695
2012/03/04,-0.73
2012/03/05,-0.604
2012/03/06,-0.559
2012/03/07,-0.488
2012/03/08,-0.41
2012/03/09,-0.37
2012/03/10,-0.615
2012/03/11,-0.966
2012/03/12,-1.084
2012/03/13,-0.76
2012/03/14,-0.396
2012/03/15,-0.212
2012/03/16,0.022
2012/03/17,0.222
2012/03/18,0.166
2012/03/19,0.166
2012/03/20,0.226
2012/03/21,0.341
2012/03/22,0.353
2012/03/23,0.216
2012/03/24,0.075
2012/03/25,-0.08
2012/03/26,-0.114
2012/03/27,-0.081
2012/03/28,0.119
2012/03/29,0.426
2012/03/30,0.55
2012/03/31,0.41
2012/04/01,0.032
2012/04/02,-0.161
2012/04/03,0.056
2012/04/04,0.268
2012/04/05,0.416
2012/04/06,0.423
2012/04/07,0.217
2012/04/08,-0.092
2012/04/09,-0.228
2012/04/10,0.176
2012/04/11,0.597
2012/04/12,1.051
2012/04/13,1.129
2012/04/14,1.247
2012/04/15,1.196
2012/04/16,1.329
2012/04/17,1.319
2012/04/18,1.404
2012/04/19,1.332
2012/04/20,1.271
2012/04/21,0.972
2012/04/22,0.436
2012/04/23,0.04
2012/04/24,-0.124
2012/04/25,-0.181
2012/04/26,0.344
2012/04/27,0.423
2012/04/28,0.339
2012/04/29,0.254
2012/04/30,0.525
2012/05/01,1.057
2012/05/02,1.544
2012/05/03,2.702
2012/05/04,3.863
2012/05/05,4.488
2012/05/06,4.347
2012/05/07,5.089
2012/05/08,5.772
2012/05/09,6.06
2012/05/10,5.202
2012/05/11,5.034
2012/05/12,4.925
2012/05/13,4.291
2012/05/14,5.158
2012/05/15,5.536
2012/05/16,5.072
2012/05/17,4.185
2012/05/18,3.988
2012/05/19,5.036
2012/05/20,5.82
2012/05/21,6.197
2012/05/22,5.532
2012/05/23,4.837
2012/05/24,4.107
2012/05/25,3.594
2012/05/26,2.794
2012/05/27,2.191
2012/05/28,1.954
2012/05/29,1.859
2012/05/30,1.539
2012/05/31,0.878
2012/06/01,0.542
2012/06/02,-0.48
2012/06/03,-0.369
2012/06/04,0.966
2012/06/05,2.474
2012/06/06,2.03
2012/06/07,1.868
2012/06/08,1.282
2012/06/09,1.117
2012/06/10,1.554
2012/06/11,1.682
2012/06/12,0.866
2012/06/13,1.845
2012/06/14,3.6
2012/06/15,4.862
2012/06/16,4.98
2012/06/17,4.581
2012/06/18,3.771
2012/06/19,2.766
2012/06/20,1.671
2012/06/21,0.476
2012/06/22,-0.711
2012/06/23,-1.774
2012/06/24,-2.624
2012/06/25,-2.982
2012/06/26,-2.968
2012/06/27,-2.717
2012/06/28,-2.552
2012/06/29,-2.59
2012/06/30,-2.699
2012/07/01,-2.963
2012/07/02,-2.932
2012/07/03,-2.863
2012/07/04,-2.723
2012/07/05,-2.618
2012/07/06,-2.381
2012/07/07,-1.983
2012/07/08,-1.828
2012/07/09,-1.515
2012/07/10,-0.533
2012/07/11,0.364
2012/07/12,0.631
2012/07/13,0.594
2012/07/14,0.319
2012/07/15,0.204
2012/07/16,0.48
2012/07/17,1.097
2012/07/18,1.573
2012/07/19,1.786
2012/07/20,2.159
2012/07/21,2.36
2012/07/22,2.426
2012/07/23,2.263
2012/07/24,1.767
2012/07/25,1.143
2012/07/26,0.728
2012/07/27,0.268
2012/07/28,0.273
2012/07/29,0.428
2012/07/30,0.607
2012/07/31,1.12
2012/08/01,1.112
2012/08/02,1.006
2012/08/03,0.594
2012/08/04,0.175
2012/08/05,0.025
2012/08/06,0.112
2012/08/07,0.001
2012/08/08,0.337
2012/08/09,0.306
2012/08/10,0.046
2012/08/11,-0.04
2012/08/12,0.034
2012/08/13,0.851
2012/08/14,1.136
2012/08/15,2.009
2012/08/16,2.616
2012/08/17,2.684
2012/08/18,2.329
2012/08/19,1.824
2012/08/20,1.27
2012/08/21,1.043
2012/08/22,0.779
2012/08/23,0.282
2012/08/24,-0.218
2012/08/25,-0.593
2012/08/26,-1.015
2012/08/27,-1.233
2012/08/28,-1.453
2012/08/29,-1.437
2012/08/30,-1.311
2012/08/31,-0.839
2012/09/01,-0.266
2012/09/02,-0.056
2012/09/03,0.175
2012/09/04,0.45
2012/09/05,0.743
2012/09/06,1.055
2012/09/07,0.898
2012/09/08,0.464
2012/09/09,-0.01
2012/09/10,-0.335
2012/09/11,-0.345
2012/09/12,-0.653
2012/09/13,-0.992
2012/09/14,-0.972
2012/09/15,-1.177
2012/09/16,-1.384
2012/09/17,-1.725
2012/09/18,-1.671
2012/09/19,-1.45
2012/09/20,-1.211
2012/09/21,-1.027
2012/09/22,-1.286
2012/09/23,-1.39
2012/09/24,-1.333
2012/09/25,-1.447
2012/09/26,-1.178
2012/09/27,-0.972
2012/09/28,-0.578
2012/09/29,-0.619
2012/09/30,-1.009
2012/10/01,-1.262
2012/10/02,-0.957
2012/10/03,-0.779
2012/10/04,-0.341
2012/10/05,0.357
2012/10/06,0.837
2012/10/07,1.246
2012/10/08,1.718
2012/10/09,1.953
2012/10/10,1.793
2012/10/11,1.293
2012/10/12,0.771
2012/10/13,0.535
2012/10/14,0.16
2012/10/15,-0.038
2012/10/16,0.046
2012/10/17,0.099
2012/10/18,-0.049
2012/10/19,-0.402
2012/10/20,-0.53
2012/10/21,-0.008
2012/10/22,0.827
2012/10/23,1.08
2012/10/24,1.037
2012/10/25,0.609
2012/10/26,-0.164
2012/10/27,-1.237
2012/10/28,-2.196
2012/10/29,-2.783
2012/10/30,-2.618
2012/10/31,-2.248
2012/11/01,-2.027
2012/11/02,-1.58
2012/11/03,-1.36
2012/11/04,-1.231
2012/11/05,-0.687
2012/11/06,-0.04
2012/11/07,0.809
2012/11/08,1.348
2012/11/09,1.222
2012/11/10,0.941
2012/11/11,0.428
2012/11/12,-0.084
2012/11/13,-0.338
2012/11/14,-0.283
2012/11/15,0.333
2012/11/16,1.184
2012/11/17,1.579
2012/11/18,1.776
2012/11/19,1.976
2012/11/20,2.102
2012/11/21,2.248
2012/11/22,1.923
2012/11/23,1.507
2012/11/24,0.974
2012/11/25,0.805
2012/11/26,0.756
2012/11/27,0.359
2012/11/28,0.331
2012/11/29,0.464
2012/11/30,0.276
2012/12/01,0.153
2012/12/02,-0.528
2012/12/03,-1.287
2012/12/04,-1.449
2012/12/05,-1.24
2012/12/06,-0.711
2012/12/07,-0.356
2012/12/08,-0.077
2012/12/09,0.072
2012/12/10,0.347
2012/12/11,0.651
2012/12/12,0.905
2012/12/13,1.36
2012/12/14,1.627
2012/12/15,1.426
2012/12/16,1.195
2012/12/17,1.225
2012/12/18,1.731
2012/12/19,2.079
2012/12/20,1.877
2012/12/21,1.833
2012/12/22,2.104
2012/12/23,1.812
2012/12/24,1.294
2012/12/25,0.458
2012/12/26,-0.072
2012/12/27,-0.108
2012/12/28,0.203
2012/12/29,0.251
2012/12/30,0.467
2012/12/31,0.102
2013/01/01,-0.376
2013/01/02,-0.527
2013/01/03,-0.394
2013/01/04,0.099
2013/01/05,0.305
2013/01/06,0.091
2013/01/07,0.021
2013/01/08,-0.043
2013/01/09,0.089
2013/01/10,0.651
2013/01/11,1.299
2013/01/12,1.568
2013/01/13,1.752
2013/01/14,1.653
2013/01/15,1.448
2013/01/16,1.526
2013/01/17,1.476
2013/01/18,1.396
2013/01/19,1.537
2013/01/20,1.204
2013/01/21,0.687
2013/01/22,0.279
2013/01/23,0.075
2013/01/24,-0.031
2013/01/25,0
2013/01/26,0.213
2013/01/27,0.567
2013/01/28,0.805
2013/01/29,0.925
2013/01/30,0.616
2013/01/31,0.511
2013/02/01,0.752
2013/02/02,0.924
2013/02/03,1.237
2013/02/04,1.336
2013/02/05,1.26
2013/02/06,0.769
2013/02/07,0.751
2013/02/08,0.906
2013/02/09,0.995
2013/02/10,0.986
2013/02/11,0.956
2013/02/12,0.934
2013/02/13,0.918
2013/02/14,0.659
2013/02/15,0.465
2013/02/16,0.202
2013/02/17,-0.103
2013/02/18,-0.355
2013/02/19,-0.424
2013/02/20,-0.25
2013/02/21,-0.104
2013/02/22,0.189
2013/02/23,0.371
2013/02/24,0.45
2013/02/25,0.749
2013/02/26,0.972
2013/02/27,1.04
2013/02/28,1.073
2013/03/01,1.11
2013/03/02,0.887
2013/03/03,0.545
2013/03/04,0.455
2013/03/05,0.287
2013/03/06,0.264
2013/03/07,0.406
2013/03/08,0.301
2013/03/09,0.096
2013/03/10,0.359
2013/03/11,0.391
2013/03/12,0.034
2013/03/13,-0.216
2013/03/14,-0.346
2013/03/15,-0.277
2013/03/16,-0.877
2013/03/17,-1.637
2013/03/18,-2.127
2013/03/19,-2.336
2013/03/20,-2.358
2013/03/21,-1.994
2013/03/22,-1.327
2013/03/23,-0.828
2013/03/24,-0.514
2013/03/25,-0.39
2013/03/26,-0.36
2013/03/27,-0.242
2013/03/28,0.134
2013/03/29,0.596
2013/03/30,0.915
2013/03/31,0.649
2013/04/01,0.437
2013/04/02,0.587
2013/04/03,0.871
2013/04/04,1.234
2013/04/05,1.386
2013/04/06,1.127
2013/04/07,1.06
2013/04/08,1.012
2013/04/09,1.108
2013/04/10,1.142
2013/04/11,1.248
2013/04/12,1.084
2013/04/13,0.685
2013/04/14,0.295
2013/04/15,-0.06
2013/04/16,0.001
2013/04/17,-0.061
2013/04/18,-0.427
2013/04/19,-0.523
2013/04/20,-0.777
2013/04/21,-1.161
2013/04/22,-1.45
2013/04/23,-1.246
2013/04/24,-0.74
2013/04/25,-0.234
2013/04/26,-0.009
2013/04/27,-0.241
2013/04/28,-0.7
2013/04/29,-0.899
2013/04/30,-1.063
2013/05/01,-0.952
2013/05/02,-0.719
2013/05/03,-0.573
2013/05/04,-0.514
2013/05/05,-0.492
2013/05/06,-0.392
2013/05/07,-0.167
2013/05/08,-0.108
2013/05/09,0.359
2013/05/10,0.951
2013/05/11,1.637
2013/05/12,1.978
2013/05/13,1.955
2013/05/14,1.911
2013/05/15,1.769
2013/05/16,1.501
2013/05/17,1.138
2013/05/18,0.608
2013/05/19,-0.028
2013/05/20,-0.585
2013/05/21,-0.887
2013/05/22,-1.074
2013/05/23,-0.963
2013/05/24,-0.84
2013/05/25,-0.831
2013/05/26,-1.15
2013/05/27,-1.218
2013/05/28,-1.027
2013/05/29,-0.792
2013/05/30,-0.494
2013/05/31,-0.295
2013/06/01,-0.166
2013/06/02,-0.212
2013/06/03,-0.149
2013/06/04,0.003
2013/06/05,0.138
2013/06/06,0.187
2013/06/07,0.12
2013/06/08,-0.104
2013/06/09,-0.464
2013/06/10,-0.807
2013/06/11,-0.946
2013/06/12,-1.075
2013/06/13,-1.246
2013/06/14,-1.183
2013/06/15,-1.448
2013/06/16,-1.581
2013/06/17,-1.521
2013/06/18,-1.359
2013/06/19,-1.123
2013/06/20,-0.692
2013/06/21,-0.412
2013/06/22,-0.315
2013/06/23,-0.51
2013/06/24,-0.601
2013/06/25,-0.611
2013/06/26,-0.544
2013/06/27,-0.427
2013/06/28,-0.183
2013/06/29,-0.366
2013/06/30,-0.889
2013/07/01,-1.189
2013/07/02,-1.314
2013/07/03,-1.474
2013/07/04,-1.616
2013/07/05,-1.646
2013/07/06,-1.737
2013/07/07,-1.934
2013/07/08,-1.769
2013/07/09,-1.391
2013/07/10,-1.014
2013/07/11,-0.51
2013/07/12,0.179
2013/07/13,0.413
2013/07/14,0.287
2013/07/15,0.101
2013/07/16,0.023
2013/07/17,0.052
2013/07/18,0.143
2013/07/19,0.065
2013/07/20,-0.195
2013/07/21,-0.42
2013/07/22,-0.406
2013/07/23,-0.347
2013/07/24,-0.114
2013/07/25,0.166
2013/07/26,0.209
2013/07/27,0.121
2013/07/28,0.007
2013/07/29,0.083
2013/07/30,0.238
2013/07/31,0.695
2013/08/01,1.247
2013/08/02,1.749
2013/08/03,1.877
2013/08/04,1.692
2013/08/05,1.689
2013/08/06,1.852
2013/08/07,2.135
2013/08/08,2.386
2013/08/09,2.242
2013/08/10,1.999
2013/08/11,1.282
2013/08/12,0.867
2013/08/13,0.719
2013/08/14,0.646
2013/08/15,0.813
2013/08/16,1.451
2013/08/17,1.683
2013/08/18,1.676
2013/08/19,1.998
2013/08/20,2.114
2013/08/21,2.008
2013/08/22,1.978
2013/08/23,1.62
2013/08/24,1.076
2013/08/25,0.328
2013/08/26,-0.073
2013/08/27,-0.105
2013/08/28,0.097
2013/08/29,0.206
2013/08/30,0.353
2013/08/31,0.077
2013/09/01,-0.358
2013/09/02,-0.663
2013/09/03,-0.833
2013/09/04,-0.886
2013/09/05,-0.651
2013/09/06,-0.314
2013/09/07,-0.227
2013/09/08,-0.414
2013/09/09,-0.368
2013/09/10,-0.347
2013/09/11,-0.451
2013/09/12,-0.498
2013/09/13,-0.721
2013/09/14,-1.014
2013/09/15,-0.984
2013/09/16,-0.856
2013/09/17,-0.213
2013/09/18,0.336
2013/09/19,0.725
2013/09/20,0.946
2013/09/21,0.854
2013/09/22,0.589
2013/09/23,0.702
2013/09/24,0.862
2013/09/25,0.772
2013/09/26,0.666
2013/09/27,0.263
2013/09/28,-0.324
2013/09/29,-0.936
2013/09/30,-1.291
2013/10/01,-1.18
2013/10/02,-0.725
2013/10/03,-0.245
2013/10/04,-0.049
2013/10/05,-0.195
2013/10/06,-0.536
2013/10/07,-0.852
2013/10/08,-1.082
2013/10/09,-1.061
2013/10/10,-0.73
2013/10/11,-0.452
2013/10/12,-0.31
2013/10/13,-0.186
2013/10/14,0.102
2013/10/15,0.362
2013/10/16,0.409
2013/10/17,0.234
2013/10/18,0.381
2013/10/19,0.498
2013/10/20,0.398
2013/10/21,0.551
2013/10/22,0.911
2013/10/23,0.991
2013/10/24,1.171
2013/10/25,1.161
2013/10/26,0.777
2013/10/27,0.177
2013/10/28,-0.211
2013/10/29,-0.482
2013/10/30,-0.7
2013/10/31,-0.572
2013/11/01,-0.677
2013/11/02,-1.039
2013/11/03,-1.543
2013/11/04,-1.733
2013/11/05,-1.548
2013/11/06,-1.093
2013/11/07,-0.393
2013/11/08,0.27
2013/11/09,0.677
2013/11/10,0.968
2013/11/11,1.14
2013/11/12,1.243
2013/11/13,1.477
2013/11/14,1.831
2013/11/15,1.887
