Date,difficulty7sma
2011/02/10,23578
2011/02/11,24147
2011/02/12,24717
2011/02/13,25286
2011/02/14,25856
2011/02/15,25998
2011/02/16,25998
2011/02/17,25998
2011/02/18,27154
2011/02/19,28649
2011/02/20,30143
2011/02/21,31638
2011/02/22,33132
2011/02/23,34627
2011/02/24,36121
2011/02/25,36460
2011/02/26,36460
2011/02/27,37658
2011/02/28,40391
2011/03/01,43124
2011/03/02,45857
2011/03/03,48590
2011/03/04,51322
2011/03/05,54055
2011/03/06,55590
2011/03/07,55590
2011/03/08,55590
2011/03/09,56601
2011/03/10,59545
2011/03/11,62488
2011/03/12,65431
2011/03/13,68374
2011/03/14,71318
2011/03/15,74261
2011/03/16,76193
2011/03/17,76193
2011/03/18,76193
2011/03/19,76193
2011/03/20,76193
2011/03/21,76193
2011/03/22,76193
2011/03/23,76193
2011/03/24,76193
2011/03/25,75251
2011/03/26,74221
2011/03/27,73190
2011/03/28,72159
2011/03/29,71129
2011/03/30,70098
2011/03/31,69067
2011/04/01,68978
2011/04/02,68978
2011/04/03,68978
2011/04/04,68978
2011/04/05,69116
2011/04/06,71025
2011/04/07,72935
2011/04/08,74845
2011/04/09,76754
2011/04/10,78664
2011/04/11,80574
2011/04/12,82346
2011/04/13,82346
2011/04/14,82346
2011/04/15,82346
2011/04/16,82346
2011/04/17,82346
2011/04/18,83359
2011/04/19,84788
2011/04/20,86217
2011/04/21,87646
2011/04/22,89075
2011/04/23,90504
2011/04/24,91932
2011/04/25,92348
2011/04/26,92348
2011/04/27,92348
2011/04/28,92348
2011/04/29,92348
2011/04/30,94534
2011/05/01,97009
2011/05/02,99483
2011/05/03,101958
2011/05/04,104433
2011/05/05,106907
2011/05/06,109382
2011/05/07,109670
2011/05/08,109670
2011/05/09,110498
2011/05/10,117319
2011/05/11,124140
2011/05/12,130960
2011/05/13,137781
2011/05/14,144602
2011/05/15,151423
2011/05/16,157416
2011/05/17,157416
2011/05/18,158147
2011/05/19,170533
2011/05/20,182918
2011/05/21,195303
2011/05/22,207688
2011/05/23,220073
2011/05/24,232458
2011/05/25,244112
2011/05/26,248900
2011/05/27,276152
2011/05/28,303404
2011/05/29,330656
2011/05/30,357908
2011/05/31,385160
2011/06/01,412412
2011/06/02,434877
2011/06/03,434877
2011/06/04,434877
2011/06/05,434877
2011/06/06,441939
2011/06/07,460852
2011/06/08,479765
2011/06/09,498679
2011/06/10,517592
2011/06/11,536505
2011/06/12,555418
2011/06/13,567270
2011/06/14,567270
2011/06/15,584554
2011/06/16,628794
2011/06/17,673035
2011/06/18,717276
2011/06/19,761516
2011/06/20,805757
2011/06/21,849998
2011/06/22,876954
2011/06/23,876954
2011/06/24,904192
2011/06/25,975941
2011/06/26,1047689
2011/06/27,1119437
2011/06/28,1191185
2011/06/29,1262934
2011/06/30,1334682
2011/07/01,1379192
2011/07/02,1379192
2011/07/03,1379192
2011/07/04,1379192
2011/07/05,1379192
2011/07/06,1383040
2011/07/07,1409302
2011/07/08,1435564
2011/07/09,1461826
2011/07/10,1488089
2011/07/11,1514351
2011/07/12,1540613
2011/07/13,1563028
2011/07/14,1563028
2011/07/15,1563028
2011/07/16,1563028
2011/07/17,1563028
2011/07/18,1563028
2011/07/19,1565987
2011/07/20,1584254
2011/07/21,1602520
2011/07/22,1620787
2011/07/23,1639054
2011/07/24,1657321
2011/07/25,1675588
2011/07/26,1690896
2011/07/27,1690896
2011/07/28,1690896
2011/07/29,1690896
2011/07/30,1690896
2011/07/31,1690896
2011/08/01,1707515
2011/08/02,1735785
2011/08/03,1764055
2011/08/04,1792326
2011/08/05,1820596
2011/08/06,1848866
2011/08/07,1877136
2011/08/08,1888787
2011/08/09,1888787
2011/08/10,1888787
2011/08/11,1888787
2011/08/12,1888787
2011/08/13,1888787
2011/08/14,1888787
2011/08/15,1888603
2011/08/16,1876733
2011/08/17,1864864
2011/08/18,1852994
2011/08/19,1841125
2011/08/20,1829256
2011/08/21,1817386
2011/08/22,1805701
2011/08/23,1805701
2011/08/24,1805701
2011/08/25,1805701
2011/08/26,1805701
2011/08/27,1805701
2011/08/28,1805701
2011/08/29,1805701
2011/08/30,1802476
2011/08/31,1798487
2011/09/01,1794498
2011/09/02,1790508
2011/09/03,1786519
2011/09/04,1782529
2011/09/05,1778540
2011/09/06,1777774
2011/09/07,1777774
2011/09/08,1777774
2011/09/09,1777774
2011/09/10,1777774
2011/09/11,1777774
2011/09/12,1777774
2011/09/13,1775976
2011/09/14,1772783
2011/09/15,1769590
2011/09/16,1766398
2011/09/17,1763205
2011/09/18,1760012
2011/09/19,1756819
2011/09/20,1755425
2011/09/21,1755425
2011/09/22,1755425
2011/09/23,1755425
2011/09/24,1755425
2011/09/25,1755425
2011/09/26,1755425
2011/09/27,1755141
2011/09/28,1745700
2011/09/29,1736258
2011/09/30,1726817
2011/10/01,1717375
2011/10/02,1707934
2011/10/03,1698492
2011/10/04,1689334
2011/10/05,1689334
2011/10/06,1689334
2011/10/07,1689334
2011/10/08,1689334
2011/10/09,1689334
2011/10/10,1689334
2011/10/11,1689334
2011/10/12,1689334
2011/10/13,1689334
2011/10/14,1659334
2011/10/15,1627743
2011/10/16,1596151
2011/10/17,1564560
2011/10/18,1532969
2011/10/19,1501378
2011/10/20,1469786
2011/10/21,1468195
2011/10/22,1468195
2011/10/23,1468195
2011/10/24,1468195
2011/10/25,1468195
2011/10/26,1468195
2011/10/27,1468195
2011/10/28,1468195
2011/10/29,1468195
2011/10/30,1468195
2011/10/31,1434995
2011/11/01,1397176
2011/11/02,1359357
2011/11/03,1321538
2011/11/04,1283719
2011/11/05,1245900
2011/11/06,1208081
2011/11/07,1203462
2011/11/08,1203462
2011/11/09,1203462
2011/11/10,1203462
2011/11/11,1203462
2011/11/12,1203462
2011/11/13,1203462
2011/11/14,1202399
2011/11/15,1200833
2011/11/16,1199267
2011/11/17,1197701
2011/11/18,1196134
2011/11/19,1194568
2011/11/20,1193002
2011/11/21,1192498
2011/11/22,1192498
2011/11/23,1192498
2011/11/24,1192498
2011/11/25,1192498
2011/11/26,1192498
2011/11/27,1192498
2011/11/28,1192498
2011/11/29,1186387
2011/11/30,1171846
2011/12/01,1157306
2011/12/02,1142766
2011/12/03,1128225
2011/12/04,1113685
2011/12/05,1099145
2011/12/06,1090716
2011/12/07,1090716
2011/12/08,1090716
2011/12/09,1090716
2011/12/10,1090716
2011/12/11,1090716
2011/12/12,1092235
2011/12/13,1101424
2011/12/14,1110613
2011/12/15,1119802
2011/12/16,1128991
2011/12/17,1138180
2011/12/18,1147369
2011/12/19,1155038
2011/12/20,1155038
2011/12/21,1155038
2011/12/22,1155038
2011/12/23,1155038
2011/12/24,1155038
2011/12/25,1155038
2011/12/26,1155204
2011/12/27,1155903
2011/12/28,1156602
2011/12/29,1157300
2011/12/30,1157999
2011/12/31,1158698
2012/01/01,1159397
2012/01/02,1159929
2012/01/03,1159929
2012/01/04,1159929
2012/01/05,1159929
2012/01/06,1159929
2012/01/07,1159929
2012/01/08,1162636
2012/01/09,1175611
2012/01/10,1188587
2012/01/11,1201562
2012/01/12,1214538
2012/01/13,1227513
2012/01/14,1240489
2012/01/15,1250758
2012/01/16,1250758
2012/01/17,1250758
2012/01/18,1250758
2012/01/19,1250758
2012/01/20,1250758
2012/01/21,1250758
2012/01/22,1257640
2012/01/23,1265778
2012/01/24,1273917
2012/01/25,1282056
2012/01/26,1290194
2012/01/27,1298333
2012/01/28,1306472
2012/01/29,1307728
2012/01/30,1307728
2012/01/31,1307728
2012/02/01,1307728
2012/02/02,1307728
2012/02/03,1307728
2012/02/04,1313225
2012/02/05,1323500
2012/02/06,1333774
2012/02/07,1344048
2012/02/08,1354322
2012/02/09,1364596
2012/02/10,1374870
2012/02/11,1379647
2012/02/12,1379647
2012/02/13,1379647
2012/02/14,1379647
2012/02/15,1379647
2012/02/16,1379647
2012/02/17,1379647
2012/02/18,1379371
2012/02/19,1378893
2012/02/20,1378415
2012/02/21,1377937
2012/02/22,1377459
2012/02/23,1376981
2012/02/24,1376503
2012/02/25,1376302
2012/02/26,1376302
2012/02/27,1376302
2012/02/28,1376302
2012/02/29,1376302
2012/03/01,1376302
2012/03/02,1386209
2012/03/03,1403448
2012/03/04,1420687
2012/03/05,1437927
2012/03/06,1455166
2012/03/07,1472406
2012/03/08,1489645
2012/03/09,1496979
2012/03/10,1496979
2012/03/11,1496979
2012/03/12,1496979
2012/03/13,1496979
2012/03/14,1496979
2012/03/15,1496979
2012/03/16,1497110
2012/03/17,1497298
2012/03/18,1497486
2012/03/19,1497674
2012/03/20,1497862
2012/03/21,1498050
2012/03/22,1498238
2012/03/23,1498294
2012/03/24,1498294
2012/03/25,1498294
2012/03/26,1498294
2012/03/27,1498294
2012/03/28,1498294
2012/03/29,1511939
2012/03/30,1530262
2012/03/31,1548584
2012/04/01,1566907
2012/04/02,1585230
2012/04/03,1603553
2012/04/04,1621875
2012/04/05,1626553
2012/04/06,1626553
2012/04/07,1626553
2012/04/08,1626553
2012/04/09,1626553
2012/04/10,1626553
2012/04/11,1626553
2012/04/12,1624693
2012/04/13,1617745
2012/04/14,1610796
2012/04/15,1603848
2012/04/16,1596899
2012/04/17,1589950
2012/04/18,1583002
2012/04/19,1577913
2012/04/20,1577913
2012/04/21,1577913
2012/04/22,1577913
2012/04/23,1577913
2012/04/24,1577913
2012/04/25,1577913
2012/04/26,1577913
2012/04/27,1570798
2012/04/28,1560894
2012/04/29,1550991
2012/04/30,1541088
2012/05/01,1531184
2012/05/02,1521281
2012/05/03,1511377
2012/05/04,1508590
2012/05/05,1508590
2012/05/06,1508590
2012/05/07,1508590
2012/05/08,1508590
2012/05/09,1522507
2012/05/10,1554596
2012/05/11,1586684
2012/05/12,1618772
2012/05/13,1650861
2012/05/14,1682949
2012/05/15,1715037
2012/05/16,1733208
2012/05/17,1733208
2012/05/18,1733208
2012/05/19,1733208
2012/05/20,1733208
2012/05/21,1733208
2012/05/22,1733208
2012/05/23,1733208
2012/05/24,1728334
2012/05/25,1708030
2012/05/26,1687725
2012/05/27,1667420
2012/05/28,1647116
2012/05/29,1626811
2012/05/30,1606506
2012/05/31,1591075
2012/06/01,1591075
2012/06/02,1591075
2012/06/03,1591075
2012/06/04,1591075
2012/06/05,1591075
2012/06/06,1591075
2012/06/07,1590815
2012/06/08,1589687
2012/06/09,1588559
2012/06/10,1587431
2012/06/11,1586303
2012/06/12,1585174
2012/06/13,1584046
2012/06/14,1583178
2012/06/15,1583178
2012/06/16,1583178
2012/06/17,1583178
2012/06/18,1583178
2012/06/19,1583178
2012/06/20,1589111
2012/06/21,1609595
2012/06/22,1630079
2012/06/23,1650563
2012/06/24,1671048
2012/06/25,1691532
2012/06/26,1712016
2012/06/27,1726567
2012/06/28,1726567
2012/06/29,1726567
2012/06/30,1726567
2012/07/01,1726567
2012/07/02,1726567
2012/07/03,1726567
2012/07/04,1728463
2012/07/05,1732018
2012/07/06,1735574
2012/07/07,1739129
2012/07/08,1742684
2012/07/09,1746240
2012/07/10,1749795
2012/07/11,1751455
2012/07/12,1751455
2012/07/13,1751455
2012/07/14,1751455
2012/07/15,1751455
2012/07/16,1751455
2012/07/17,1757660
2012/07/18,1774079
2012/07/19,1790499
2012/07/20,1806918
2012/07/21,1823338
2012/07/22,1839757
2012/07/23,1856177
2012/07/24,1866391
2012/07/25,1866391
2012/07/26,1866391
2012/07/27,1866391
2012/07/28,1866391
2012/07/29,1866391
2012/07/30,1878416
2012/07/31,1902742
2012/08/01,1927067
2012/08/02,1951393
2012/08/03,1975719
2012/08/04,2000044
2012/08/05,2024370
2012/08/06,2036671
2012/08/07,2036671
2012/08/08,2036671
2012/08/09,2036671
2012/08/10,2036671
2012/08/11,2036671
2012/08/12,2047754
2012/08/13,2069782
2012/08/14,2091810
2012/08/15,2113838
2012/08/16,2135866
2012/08/17,2157893
2012/08/18,2179921
2012/08/19,2190866
2012/08/20,2190866
2012/08/21,2190866
2012/08/22,2190866
2012/08/23,2190866
2012/08/24,2190866
2012/08/25,2223704
2012/08/26,2259386
2012/08/27,2295069
2012/08/28,2330751
2012/08/29,2366434
2012/08/30,2402116
2012/08/31,2437798
2012/09/01,2440643
2012/09/02,2440643
2012/09/03,2440643
2012/09/04,2440643
2012/09/05,2440643
2012/09/06,2447840
2012/09/07,2484041
2012/09/08,2520242
2012/09/09,2556443
2012/09/10,2592643
2012/09/11,2628844
2012/09/12,2665045
2012/09/13,2694048
2012/09/14,2694048
2012/09/15,2694048
2012/09/16,2694048
2012/09/17,2694048
2012/09/18,2694048
2012/09/19,2696288
2012/09/20,2720587
2012/09/21,2744886
2012/09/22,2769185
2012/09/23,2793484
2012/09/24,2817783
2012/09/25,2842082
2012/09/26,2864141
2012/09/27,2864141
2012/09/28,2864141
2012/09/29,2864141
2012/09/30,2864141
2012/10/01,2864141
2012/10/02,2864141
2012/10/03,2888898
2012/10/04,2916110
2012/10/05,2943323
2012/10/06,2970535
2012/10/07,2997747
2012/10/08,3024960
2012/10/09,3052172
2012/10/10,3054628
2012/10/11,3054628
2012/10/12,3054628
2012/10/13,3054628
2012/10/14,3054628
2012/10/15,3054628
2012/10/16,3054742
2012/10/17,3057269
2012/10/18,3059797
2012/10/19,3062325
2012/10/20,3064853
2012/10/21,3067380
2012/10/22,3069908
2012/10/23,3072322
2012/10/24,3072322
2012/10/25,3072322
2012/10/26,3072322
2012/10/27,3072322
2012/10/28,3072322
2012/10/29,3072322
2012/10/30,3105470
2012/10/31,3138617
2012/11/01,3171765
2012/11/02,3204913
2012/11/03,3238061
2012/11/04,3271209
2012/11/05,3304356
2012/11/06,3304356
2012/11/07,3304356
2012/11/08,3304356
2012/11/09,3304356
2012/11/10,3304356
2012/11/11,3304356
2012/11/12,3306796
2012/11/13,3315998
2012/11/14,3325199
2012/11/15,3334401
2012/11/16,3343602
2012/11/17,3352804
2012/11/18,3362005
2012/11/19,3368767
2012/11/20,3368767
2012/11/21,3368767
2012/11/22,3368767
2012/11/23,3368767
2012/11/24,3368767
2012/11/25,3368767
2012/11/26,3373554
2012/11/27,3383574
2012/11/28,3393594
2012/11/29,3403615
2012/11/30,3413635
2012/12/01,3423655
2012/12/02,3433675
2012/12/03,3438909
2012/12/04,3438909
2012/12/05,3438909
2012/12/06,3438909
2012/12/07,3438909
2012/12/08,3438909
2012/12/09,3438909
2012/12/10,3436575
2012/12/11,3426756
2012/12/12,3416938
2012/12/13,3407120
2012/12/14,3397302
2012/12/15,3387484
2012/12/16,3377666
2012/12/17,3370182
2012/12/18,3370182
2012/12/19,3370182
2012/12/20,3370182
2012/12/21,3370182
2012/12/22,3370182
2012/12/23,3370182
2012/12/24,3370182
2012/12/25,3370182
2012/12/26,3343373
2012/12/27,3287580
2012/12/28,3231788
2012/12/29,3175996
2012/12/30,3120204
2012/12/31,3064412
2013/01/01,3008620
2013/01/02,2979637
2013/01/03,2979637
2013/01/04,2979637
2013/01/05,2979637
2013/01/06,2979637
2013/01/07,2979637
2013/01/08,2999351
2013/01/09,3037910
2013/01/10,3076469
2013/01/11,3115028
2013/01/12,3153587
2013/01/13,3192146
2013/01/14,3230705
2013/01/15,3249550
2013/01/16,3249550
2013/01/17,3249550
2013/01/18,3249550
2013/01/19,3249550
2013/01/20,3249550
2013/01/21,3249550
2013/01/22,3249550
2013/01/23,3240636
2013/01/24,3200526
2013/01/25,3160415
2013/01/26,3120304
2013/01/27,3080194
2013/01/28,3040083
2013/01/29,2999972
2013/01/30,2968775
2013/01/31,2968775
2013/02/01,2968775
2013/02/02,2968775
2013/02/03,2968775
2013/02/04,2968775
2013/02/05,2989763
2013/02/06,3033576
2013/02/07,3077389
2013/02/08,3121202
2013/02/09,3165014
2013/02/10,3208827
2013/02/11,3252640
2013/02/12,3275465
2013/02/13,3275465
2013/02/14,3275465
2013/02/15,3275465
2013/02/16,3275465
2013/02/17,3275465
2013/02/18,3327448
2013/02/19,3381098
2013/02/20,3434747
2013/02/21,3488397
2013/02/22,3542046
2013/02/23,3595696
2013/02/24,3649345
2013/02/25,3651012
2013/02/26,3651012
2013/02/27,3651012
2013/02/28,3651012
2013/03/01,3678635
2013/03/02,3781044
2013/03/03,3883454
2013/03/04,3985863
2013/03/05,4088272
2013/03/06,4190681
2013/03/07,4293090
2013/03/08,4367876
2013/03/09,4367876
2013/03/10,4367876
2013/03/11,4367876
2013/03/12,4367876
2013/03/13,4367876
2013/03/14,4410378
2013/03/15,4478916
2013/03/16,4547455
2013/03/17,4615994
2013/03/18,4684533
2013/03/19,4753071
2013/03/20,4821610
2013/03/21,4847647
2013/03/22,4847647
2013/03/23,4847647
2013/03/24,4952419
2013/03/25,5216445
2013/03/26,5480470
2013/03/27,5744496
2013/03/28,6008522
2013/03/29,6272547
2013/03/30,6536573
2013/03/31,6695826
2013/04/01,6695826
2013/04/02,6695826
2013/04/03,6695826
2013/04/04,6695826
2013/04/05,6740002
2013/04/06,6879599
2013/04/07,7019195
2013/04/08,7158791
2013/04/09,7298387
2013/04/10,7437983
2013/04/11,7577580
2013/04/12,7673000
2013/04/13,7673000
2013/04/14,7673000
2013/04/15,7673000
2013/04/16,7673000
2013/04/17,7725182
2013/04/18,7911082
2013/04/19,8096981
2013/04/20,8282881
2013/04/21,8468780
2013/04/22,8654679
2013/04/23,8840579
2013/04/24,8974296
2013/04/25,8974296
2013/04/26,8974296
2013/04/27,8974296
2013/04/28,8974296
2013/04/29,8974296
2013/04/30,9100027
2013/05/01,9257455
2013/05/02,9414883
2013/05/03,9572312
2013/05/04,9729740
2013/05/05,9887168
2013/05/06,10044596
2013/05/07,10076293
2013/05/08,10076293
2013/05/09,10076293
2013/05/10,10076293
2013/05/11,10076293
2013/05/12,10108413
2013/05/13,10267122
2013/05/14,10425831
2013/05/15,10584540
2013/05/16,10743250
2013/05/17,10901959
2013/05/18,11060668
2013/05/19,11187257
2013/05/20,11187257
2013/05/21,11187257
2013/05/22,11187257
2013/05/23,11187257
2013/05/24,11187257
2013/05/25,11224900
2013/05/26,11362922
2013/05/27,11500944
2013/05/28,11638966
2013/05/29,11776988
2013/05/30,11915010
2013/05/31,12053032
2013/06/01,12153412
2013/06/02,12153412
2013/06/03,12153412
2013/06/04,12153412
2013/06/05,12341032
2013/06/06,12834207
2013/06/07,13327381
2013/06/08,13820556
2013/06/09,14313730
2013/06/10,14806905
2013/06/11,15300079
2013/06/12,15605633
2013/06/13,15605633
2013/06/14,15605633
2013/06/15,15605633
2013/06/16,15654646
2013/06/17,16188021
2013/06/18,16721396
2013/06/19,17254771
2013/06/20,17788146
2013/06/21,18321521
2013/06/22,18854896
2013/06/23,19339258
2013/06/24,19339258
2013/06/25,19339258
2013/06/26,19339258
2013/06/27,19339258
2013/06/28,19339258
2013/06/29,19459056
2013/06/30,19744209
2013/07/01,20029362
2013/07/02,20314515
2013/07/03,20599668
2013/07/04,20884821
2013/07/05,21169974
2013/07/06,21335329
2013/07/07,21335329
2013/07/08,21335329
2013/07/09,21335329
2013/07/10,21335329
2013/07/11,22017052
2013/07/12,22706701
2013/07/13,23396351
2013/07/14,24086000
2013/07/15,24775650
2013/07/16,25465299
2013/07/17,26154949
2013/07/18,26162876
2013/07/19,26162876
2013/07/20,26162876
2013/07/21,26162876
2013/07/22,26308421
2013/07/23,27036147
2013/07/24,27763874
2013/07/25,28491600
2013/07/26,29219327
2013/07/27,29947053
2013/07/28,30674780
2013/07/29,31256961
2013/07/30,31256961
2013/07/31,31256961
2013/08/01,31256961
2013/08/02,31256961
2013/08/03,31669452
2013/08/04,32545995
2013/08/05,33422539
2013/08/06,34299083
2013/08/07,35175626
2013/08/08,36052170
2013/08/09,36928714
2013/08/10,37392766
2013/08/11,37392766
2013/08/12,37392766
2013/08/13,37738418
2013/08/14,39655214
2013/08/15,41572010
2013/08/16,43488806
2013/08/17,45405602
2013/08/18,47322399
2013/08/19,49239195
2013/08/20,50810339
2013/08/21,50810339
2013/08/22,50810339
2013/08/23,50810339
2013/08/24,51568405
2013/08/25,53702650
2013/08/26,55836896
2013/08/27,57971142
2013/08/28,60105388
2013/08/29,62239634
2013/08/30,64373880
2013/08/31,65750060
2013/09/01,65750060
2013/09/02,65750060
2013/09/03,65750060
2013/09/04,68033587
2013/09/05,71059723
2013/09/06,74085860
2013/09/07,77111997
2013/09/08,80138134
2013/09/09,83164271
2013/09/10,86190408
2013/09/11,86933018
2013/09/12,86933018
2013/09/13,86933018
2013/09/14,86966695
2013/09/15,90637485
2013/09/16,94308275
2013/09/17,97979065
2013/09/18,101649855
2013/09/19,105320645
2013/09/20,108991436
2013/09/21,112628549
2013/09/22,112628549
2013/09/23,112628549
2013/09/24,112628549
2013/09/25,114510864
2013/09/26,119680957
2013/09/27,124851050
2013/09/28,130021143
2013/09/29,135191236
2013/09/30,140361329
2013/10/01,145531422
2013/10/02,148819200
2013/10/03,148819200
2013/10/04,148819200
2013/10/05,148819200
2013/10/06,151006338
2013/10/07,156786630
2013/10/08,162566923
2013/10/09,168347216
2013/10/10,174127509
2013/10/11,179907802
2013/10/12,185688094
2013/10/13,189281249
2013/10/14,189281249
2013/10/15,189281249
2013/10/16,193657372
2013/10/17,204864515
2013/10/18,216071658
2013/10/19,227278800
2013/10/20,238485943
2013/10/21,249693086
2013/10/22,260900229
2013/10/23,267731249
2013/10/24,267731249
2013/10/25,267731249
2013/10/26,282816662
2013/10/27,300416311
2013/10/28,318015959
2013/10/29,335615607
2013/10/30,353215256
2013/10/31,370814904
2013/11/01,388414552
2013/11/02,390928788
2013/11/03,390928788
2013/11/04,390928788
2013/11/05,393982999
2013/11/06,411125992
2013/11/07,428268985
2013/11/08,445411978
2013/11/09,462554971
2013/11/10,479697964
2013/11/11,496840956
2013/11/12,510929738
2013/11/13,510929738
2013/11/14,510929738
2013/11/15,510929738
2013/11/16,510929738
2013/11/17,515471348
2013/11/18,529550340
2013/11/19,543629332
2013/11/20,557708323
2013/11/21,571787315
2013/11/22,585866307
2013/11/23,599945298
2013/11/24,609482680
2013/11/25,609482680
2013/11/26,609482680
2013/11/27,609482680
2013/11/28,609482680
2013/11/29,613040670
2013/11/30,627030042
2013/12/01,641019414
2013/12/02,655008786
2013/12/03,668998158
2013/12/04,682987530
2013/12/05,696976902
2013/12/06,707408283
2013/12/07,707408283
2013/12/08,707408283
2013/12/09,707408283
2013/12/10,717126488
2013/12/11,745832571
2013/12/12,774538654
2013/12/13,803244736
2013/12/14,831950819
2013/12/15,860656902
2013/12/16,889362985
2013/12/17,908350862
2013/12/18,908350862
2013/12/19,908350862
2013/12/20,908350862
2013/12/21,931085378
2013/12/22,970024283
2013/12/23,1008963188
2013/12/24,1047902092
2013/12/25,1086840997
2013/12/26,1125779902
2013/12/27,1164718806
2013/12/28,1180923195
2013/12/29,1180923195
2013/12/30,1180923195
2013/12/31,1180923195
2014/01/01,1180923195
2014/01/02,1213087259
2014/01/03,1247024144
2014/01/04,1280961030
2014/01/05,1314897916
2014/01/06,1348834801
2014/01/07,1382771687
2014/01/08,1416708573
2014/01/09,1418481395
2014/01/10,1418481395
2014/01/11,1418481395
2014/01/12,1418481395
2014/01/13,1463021809
2014/01/14,1516031174
2014/01/15,1569040539
2014/01/16,1622049904
2014/01/17,1675059269
2014/01/18,1728068634
2014/01/19,1781077999
2014/01/20,1789546951
2014/01/21,1789546951
2014/01/22,1789546951
2014/01/23,1789546951
2014/01/24,1811244128
2014/01/25,1869001402
2014/01/26,1926758676
2014/01/27,1984515951
