Date,hashrate30ema
2010/07/17,643118942
2010/07/18,701915225
2010/07/19,756713435
2010/07/20,813727425
2010/07/21,872421966
2010/07/22,926167726
2010/07/23,977132975
2010/07/24,1021515765
2010/07/25,1078679134
2010/07/26,1152548628
2010/07/27,1234754797
2010/07/28,1280917649
2010/07/29,1333449958
2010/07/30,1388664362
2010/07/31,1445220997
2010/08/01,1524343035
2010/08/02,1618438760
2010/08/03,1701436512
2010/08/04,1768560054
2010/08/05,1857164054
2010/08/06,1943737584
2010/08/07,1986598175
2010/08/08,2060245068
2010/08/09,2150010097
2010/08/10,2225717758
2010/08/11,2324603981
2010/08/12,2425086105
2010/08/13,2521433026
2010/08/14,2629610708
2010/08/15,2833694174
2010/08/16,2891084265
2010/08/17,2933383077
2010/08/18,2958723117
2010/08/19,2990772892
2010/08/20,3063868014
2010/08/21,3166383283
2010/08/22,3282820769
2010/08/23,3420089816
2010/08/24,3549594628
2010/08/25,3684544958
2010/08/26,3798611894
2010/08/27,3930290888
2010/08/28,4033957146
2010/08/29,4098855043
2010/08/30,4138070577
2010/08/31,4213344798
2010/09/01,4286673182
2010/09/02,4323675228
2010/09/03,4364194704
2010/09/04,4428884151
2010/09/05,4488379933
2010/09/06,4527542261
2010/09/07,4543927854
2010/09/08,4605435279
2010/09/09,4658546269
2010/09/10,4722697351
2010/09/11,4802823705
2010/09/12,4889193465
2010/09/13,4975912290
2010/09/14,5078502407
2010/09/15,5166960069
2010/09/16,5277529788
2010/09/17,5438177154
2010/09/18,5598552949
2010/09/19,5878520498
2010/09/20,6111152277
2010/09/21,6274122947
2010/09/22,6374157685
2010/09/23,6551630045
2010/09/24,6820665835
2010/09/25,7032102386
2010/09/26,7173017688
2010/09/27,7362440281
2010/09/28,7583718432
2010/09/29,7906157353
2010/09/30,8017497639
2010/10/01,8168352200
2010/10/02,8173469228
2010/10/03,8114285110
2010/10/04,8179880211
2010/10/05,8229472336
2010/10/06,8321715220
2010/10/07,8497394434
2010/10/08,8629408126
2010/10/09,8732775407
2010/10/10,8876424105
2010/10/11,9019588213
2010/10/12,9140020552
2010/10/13,9285176240
2010/10/14,9513784235
2010/10/15,9753613748
2010/10/16,10077426231
2010/10/17,10664801892
2010/10/18,11129699806
2010/10/19,11464697280
2010/10/20,11849636788
2010/10/21,12604946837
2010/10/22,12912532804
2010/10/23,13253183647
2010/10/24,13638461874
2010/10/25,14206711745
2010/10/26,14854363896
2010/10/27,15487876432
2010/10/28,15949004672
2010/10/29,16501235860
2010/10/30,17093369548
2010/10/31,18131007011
2010/11/01,18708366158
2010/11/02,19254415609
2010/11/03,19883429091
2010/11/04,20529105357
2010/11/05,21292107273
2010/11/06,22000968320
2010/11/07,22959135649
2010/11/08,23995010961
2010/11/09,25483751525
2010/11/10,26650844751
2010/11/11,28212188806
2010/11/12,29156174582
2010/11/13,30106157349
2010/11/14,31691855588
2010/11/15,32880395063
2010/11/16,33555696792
2010/11/17,34751406722
2010/11/18,36615522816
2010/11/19,38692674309
2010/11/20,38925695221
2010/11/21,39375832584
2010/11/22,40211496279
2010/11/23,40932341615
2010/11/24,41927843376
2010/11/25,42735500573
2010/11/26,44328420989
2010/11/27,45716876398
2010/11/28,46481559472
2010/11/29,47741905109
2010/11/30,49624977457
2010/12/01,51126580074
2010/12/02,52886604083
2010/12/03,54411664689
2010/12/04,56432991489
2010/12/05,58804626873
2010/12/06,61260893945
2010/12/07,63278743271
2010/12/08,65420928471
2010/12/09,67768430705
2010/12/10,70116112088
2010/12/11,71983352967
2010/12/12,74276726077
2010/12/13,75807486272
2010/12/14,77018538094
2010/12/15,79131285698
2010/12/16,81348715371
2010/12/17,82996978199
2010/12/18,83978149828
2010/12/19,85223005365
2010/12/20,86725917526
2010/12/21,88361027697
2010/12/22,90958771376
2010/12/23,91818870393
2010/12/24,92799790139
2010/12/25,94114046024
2010/12/26,95045699771
2010/12/27,96143861330
2010/12/28,98036682673
2010/12/29,99558338385
2010/12/30,100700204699
2010/12/31,101941327671
2011/01/01,103427885519
2011/01/02,105081577346
2011/01/03,107087422145
2011/01/04,107792848575
2011/01/05,108546188116
2011/01/06,109716264352
2011/01/07,110286242572
2011/01/08,112404375069
2011/01/09,113336163178
2011/01/10,114981181240
2011/01/11,116074946052
2011/01/12,117389244609
2011/01/13,119097355838
2011/01/14,120777386784
2011/01/15,122729362047
2011/01/16,124877188327
2011/01/17,127104935881
2011/01/18,128429277692
2011/01/19,129608841032
2011/01/20,131442842537
2011/01/21,134167708467
2011/01/22,134955878343
2011/01/23,136549017017
2011/01/24,138066206272
2011/01/25,138903138678
2011/01/26,140741466553
2011/01/27,142998778168
2011/01/28,144983565319
2011/01/29,146422026783
2011/01/30,148497517105
2011/01/31,149690444483
2011/02/01,152599869110
2011/02/02,154132146403
2011/02/03,155218274187
2011/02/04,157754485169
2011/02/05,161084671747
2011/02/06,163274168281
2011/02/07,166063523138
2011/02/08,170581258558
2011/02/09,174476948048
2011/02/10,178843888998
2011/02/11,182921117034
2011/02/12,187340793784
2011/02/13,191646921241
2011/02/14,195770978132
2011/02/15,200478051290
2011/02/16,206115310264
2011/02/17,213345266984
2011/02/18,223429644482
2011/02/19,230435587699
2011/02/20,237133864509
2011/02/21,244413563941
2011/02/22,252870948902
2011/02/23,262729659378
2011/02/24,272081160176
2011/02/25,280443338871
2011/02/26,291409555376
2011/02/27,313160327057
2011/02/28,324786433740
2011/03/01,329167206431
2011/03/02,335653930752
2011/03/03,344369963552
2011/03/04,358093248301
2011/03/05,378793025629
2011/03/06,404318269855
2011/03/07,423454449647
2011/03/08,431301934347
2011/03/09,437444983303
2011/03/10,441883358253
2011/03/11,443702066119
2011/03/12,446999993265
2011/03/13,450187112588
2011/03/14,448610427227
2011/03/15,446046880900
2011/03/16,449970404864
2011/03/17,452670986936
2011/03/18,457667817607
2011/03/19,456084140289
2011/03/20,457309744658
2011/03/21,463354692277
2011/03/22,466665773132
2011/03/23,470378115337
2011/03/24,479493716804
2011/03/25,482555160100
2011/03/26,485417459618
2011/03/27,487028751521
2011/03/28,489493670074
2011/03/29,494548002424
2011/03/30,497007759979
2011/03/31,506244146546
2011/04/01,514543725100
2011/04/02,521337326332
2011/04/03,526033784625
2011/04/04,532430874147
2011/04/05,540554110220
2011/04/06,549356120547
2011/04/07,553803158404
2011/04/08,558867167268
2011/04/09,565952814411
2011/04/10,572932267395
2011/04/11,578660943059
2011/04/12,585214085527
2011/04/13,597737659524
2011/04/14,604723656468
2011/04/15,604464798385
2011/04/16,607414311953
2011/04/17,613614831933
2011/04/18,620275783813
2011/04/19,622746816072
2011/04/20,627362763342
2011/04/21,632890266746
2011/04/22,640290711822
2011/04/23,649681298541
2011/04/24,657876100045
2011/04/25,666936971762
2011/04/26,683096949783
2011/04/27,695791919243
2011/04/28,699208221653
2011/04/29,711147913081
2011/04/30,731474293372
2011/05/01,749027176110
2011/05/02,768359814246
2011/05/03,788220550047
2011/05/04,805873193813
2011/05/05,827922531173
2011/05/06,849520312306
