Date,hashrate7trx
2011/01/10,0.948
2011/01/11,0.959
2011/01/12,0.975
2011/01/13,1.067
2011/01/14,1.172
2011/01/15,1.315
2011/01/16,1.487
2011/01/17,1.654
2011/01/18,1.621
2011/01/19,1.475
2011/01/20,1.412
2011/01/21,1.544
2011/01/22,1.401
2011/01/23,1.293
2011/01/24,1.2
2011/01/25,1.012
2011/01/26,0.972
2011/01/27,1.069
2011/01/28,1.166
2011/01/29,1.16
2011/01/30,1.208
2011/01/31,1.133
2011/02/01,1.275
2011/02/02,1.279
2011/02/03,1.152
2011/02/04,1.198
2011/02/05,1.424
2011/02/06,1.526
2011/02/07,1.636
2011/02/08,1.967
2011/02/09,2.242
2011/02/10,2.498
2011/02/11,2.649
2011/02/12,2.756
2011/02/13,2.792
2011/02/14,2.751
2011/02/15,2.733
2011/02/16,2.814
2011/02/17,3.077
2011/02/18,3.651
2011/02/19,3.895
2011/02/20,3.897
2011/02/21,3.825
2011/02/22,3.811
2011/02/23,3.912
2011/02/24,3.961
2011/02/25,3.863
2011/02/26,3.899
2011/02/27,4.767
2011/02/28,5.001
2011/03/01,4.393
2011/03/02,3.678
2011/03/03,3.16
2011/03/04,3.093
2011/03/05,3.618
2011/03/06,4.538
2011/03/07,5.035
2011/03/08,4.622
2011/03/09,3.813
2011/03/10,2.882
2011/03/11,1.913
2011/03/12,1.136
2011/03/13,0.548
2011/03/14,-0.09
2011/03/15,-0.7
2011/03/16,-0.91
2011/03/17,-0.951
2011/03/18,-0.781
2011/03/19,-0.83
2011/03/20,-0.825
2011/03/21,-0.55
2011/03/22,-0.304
2011/03/23,-0.075
2011/03/24,0.387
2011/03/25,0.6
2011/03/26,0.664
2011/03/27,0.595
2011/03/28,0.517
2011/03/29,0.57
2011/03/30,0.552
2011/03/31,0.823
2011/04/01,1.137
2011/04/02,1.351
2011/04/03,1.388
2011/04/04,1.413
2011/04/05,1.497
2011/04/06,1.616
2011/04/07,1.537
2011/04/08,1.404
2011/04/09,1.345
2011/04/10,1.316
2011/04/11,1.249
2011/04/12,1.204
2011/04/13,1.406
2011/04/14,1.464
2011/04/15,1.168
2011/04/16,0.882
2011/04/17,0.76
2011/04/18,0.745
2011/04/19,0.625
2011/04/20,0.556
2011/04/21,0.554
2011/04/22,0.651
2011/04/23,0.852
2011/04/24,1.025
2011/04/25,1.19
2011/04/26,1.571
2011/04/27,1.859
2011/04/28,1.738
2011/04/29,1.737
2011/04/30,2.05
2011/05/01,2.344
2011/05/02,2.622
2011/05/03,2.843
2011/05/04,2.916
2011/05/05,3.02
2011/05/06,3.081
2011/05/07,3.111
2011/05/08,2.967
2011/05/09,3.096
2011/05/10,3.718
2011/05/11,4.003
2011/05/12,3.901
2011/05/13,3.732
2011/05/14,3.965
2011/05/15,4.202
2011/05/16,4.287
2011/05/17,4.423
2011/05/18,4.723
2011/05/19,5.3
2011/05/20,5.672
2011/05/21,5.806
2011/05/22,6.084
2011/05/23,6.326
2011/05/24,6.646
2011/05/25,6.86
2011/05/26,7.269
2011/05/27,7.868
2011/05/28,7.283
2011/05/29,6.262
2011/05/30,5.172
2011/05/31,4.061
2011/06/01,3.228
2011/06/02,2.861
2011/06/03,2.742
2011/06/04,2.795
2011/06/05,2.865
2011/06/06,3.375
2011/06/07,3.646
2011/06/08,3.659
2011/06/09,3.804
2011/06/10,4.042
2011/06/11,4.235
2011/06/12,4.434
2011/06/13,4.376
2011/06/14,4.179
2011/06/15,4.742
2011/06/16,5.477
2011/06/17,5.472
2011/06/18,5.137
2011/06/19,4.9
2011/06/20,4.808
2011/06/21,4.766
2011/06/22,4.868
2011/06/23,4.712
2011/06/24,4.911
2011/06/25,4.681
2011/06/26,4.11
2011/06/27,3.509
2011/06/28,2.942
2011/06/29,2.589
2011/06/30,2.432
2011/07/01,2.409
2011/07/02,2.265
2011/07/03,1.985
2011/07/04,1.628
2011/07/05,1.211
2011/07/06,0.804
2011/07/07,0.532
2011/07/08,0.324
2011/07/09,0.374
2011/07/10,0.347
2011/07/11,0.353
2011/07/12,0.305
2011/07/13,0.489
2011/07/14,0.684
2011/07/15,0.763
2011/07/16,0.869
2011/07/17,0.866
2011/07/18,0.865
2011/07/19,0.897
2011/07/20,0.743
2011/07/21,0.672
2011/07/22,0.598
2011/07/23,0.523
2011/07/24,0.564
2011/07/25,0.688
2011/07/26,0.827
2011/07/27,1.115
2011/07/28,1.239
2011/07/29,1.159
2011/07/30,0.931
2011/07/31,0.811
2011/08/01,0.95
2011/08/02,1.005
2011/08/03,0.998
2011/08/04,0.828
2011/08/05,0.49
2011/08/06,0.121
2011/08/07,-0.275
2011/08/08,-0.57
2011/08/09,-0.685
2011/08/10,-0.463
2011/08/11,-0.348
2011/08/12,-0.359
2011/08/13,-0.369
2011/08/14,-0.52
2011/08/15,-0.532
2011/08/16,-0.611
2011/08/17,-0.616
2011/08/18,-0.492
2011/08/19,-0.432
2011/08/20,-0.373
2011/08/21,-0.224
2011/08/22,0.219
2011/08/23,0.634
2011/08/24,0.695
2011/08/25,0.478
2011/08/26,0.323
2011/08/27,0.035
2011/08/28,-0.392
2011/08/29,-0.72
2011/08/30,-0.756
2011/08/31,-0.568
2011/09/01,-0.482
2011/09/02,-0.341
2011/09/03,-0.182
2011/09/04,-0.179
2011/09/05,-0.123
2011/09/06,-0.001
2011/09/07,0.134
2011/09/08,0.014
2011/09/09,-0.086
2011/09/10,-0.073
2011/09/11,-0.124
2011/09/12,-0.324
2011/09/13,-0.398
2011/09/14,-0.343
2011/09/15,-0.238
2011/09/16,-0.239
2011/09/17,-0.411
2011/09/18,-0.256
2011/09/19,-0.154
2011/09/20,-0.22
2011/09/21,-0.147
2011/09/22,-0.012
2011/09/23,0.065
2011/09/24,-0.075
2011/09/25,-0.142
2011/09/26,-0.259
2011/09/27,-0.3
2011/09/28,-0.346
2011/09/29,-0.4
2011/09/30,-0.526
2011/10/01,-0.704
2011/10/02,-0.733
2011/10/03,-0.72
2011/10/04,-0.685
2011/10/05,-0.716
2011/10/06,-0.578
2011/10/07,-0.543
2011/10/08,-0.486
2011/10/09,-0.576
2011/10/10,-0.661
2011/10/11,-0.875
2011/10/12,-1.073
2011/10/13,-1.424
2011/10/14,-1.617
2011/10/15,-1.508
2011/10/16,-1.434
2011/10/17,-1.465
2011/10/18,-1.478
2011/10/19,-1.391
2011/10/20,-1.346
2011/10/21,-1.199
2011/10/22,-1.267
2011/10/23,-1.453
2011/10/24,-1.521
2011/10/25,-1.296
2011/10/26,-1.054
2011/10/27,-0.946
2011/10/28,-1.03
2011/10/29,-0.989
2011/10/30,-1.062
2011/10/31,-1.108
2011/11/01,-1.027
2011/11/02,-0.755
2011/11/03,-0.528
2011/11/04,-0.432
2011/11/05,-0.187
2011/11/06,0.022
2011/11/07,0.012
2011/11/08,-0.011
2011/11/09,0.189
2011/11/10,0.408
2011/11/11,0.286
2011/11/12,0.072
2011/11/13,0.011
2011/11/14,-0.017
2011/11/15,0.136
2011/11/16,0.199
2011/11/17,0.149
2011/11/18,-0.007
2011/11/19,-0.123
2011/11/20,-0.407
2011/11/21,-0.51
2011/11/22,-0.578
2011/11/23,-0.566
2011/11/24,-0.695
2011/11/25,-0.822
2011/11/26,-0.901
2011/11/27,-0.994
2011/11/28,-1.056
2011/11/29,-0.966
2011/11/30,-0.801
2011/12/01,-0.262
2011/12/02,0.333
2011/12/03,0.502
2011/12/04,0.492
2011/12/05,0.484
2011/12/06,0.57
2011/12/07,0.593
2011/12/08,0.492
2011/12/09,0.396
2011/12/10,0.386
2011/12/11,0.234
2011/12/12,0.084
2011/12/13,-0.159
2011/12/14,-0.209
2011/12/15,-0.308
2011/12/16,-0.535
2011/12/17,-0.637
2011/12/18,-0.462
2011/12/19,-0.219
2011/12/20,-0.008
2011/12/21,0.176
2011/12/22,0.252
2011/12/23,0.374
2011/12/24,0.364
2011/12/25,0.48
2011/12/26,0.903
2011/12/27,1.204
2011/12/28,1.187
2011/12/29,1.057
2011/12/30,0.62
2011/12/31,0.416
2012/01/01,0.279
2012/01/02,0.197
2012/01/03,0.253
2012/01/04,0.342
2012/01/05,0.229
2012/01/06,0.328
2012/01/07,0.596
2012/01/08,0.818
2012/01/09,1.017
2012/01/10,1.031
2012/01/11,0.904
2012/01/12,0.918
2012/01/13,0.657
2012/01/14,0.456
2012/01/15,0.325
2012/01/16,0.253
2012/01/17,0.352
2012/01/18,0.301
2012/01/19,0.067
2012/01/20,-0.155
2012/01/21,-0.069
2012/01/22,0.029
2012/01/23,0.223
2012/01/24,0.265
2012/01/25,0.317
2012/01/26,0.17
2012/01/27,0.039
2012/01/28,0.002
2012/01/29,0.098
2012/01/30,0.385
2012/01/31,0.645
2012/02/01,0.619
2012/02/02,0.502
2012/02/03,0.594
2012/02/04,0.623
2012/02/05,0.599
2012/02/06,0.527
2012/02/07,0.389
2012/02/08,0.204
2012/02/09,0.04
2012/02/10,0.006
2012/02/11,-0.071
2012/02/12,0.045
2012/02/13,0.17
2012/02/14,0.046
2012/02/15,-0.14
2012/02/16,-0.242
2012/02/17,-0.307
2012/02/18,-0.085
2012/02/19,0.294
2012/02/20,0.493
2012/02/21,0.311
2012/02/22,0.219
2012/02/23,0.326
2012/02/24,0.313
2012/02/25,0.466
2012/02/26,0.576
2012/02/27,0.573
2012/02/28,0.524
2012/02/29,0.69
2012/03/01,0.722
2012/03/02,0.627
2012/03/03,0.194
2012/03/04,-0.17
2012/03/05,-0.34
2012/03/06,-0.303
2012/03/07,-0.201
2012/03/08,0.074
2012/03/09,0.385
2012/03/10,0.834
2012/03/11,0.851
2012/03/12,0.874
2012/03/13,0.915
2012/03/14,0.817
2012/03/15,0.417
2012/03/16,0.094
2012/03/17,0.104
2012/03/18,0.277
2012/03/19,0.393
2012/03/20,0.394
2012/03/21,0.475
2012/03/22,0.515
2012/03/23,0.279
2012/03/24,0.224
2012/03/25,0.406
2012/03/26,0.435
2012/03/27,0.366
2012/03/28,0.285
2012/03/29,0.227
2012/03/30,0.213
2012/03/31,0.397
2012/04/01,0.485
2012/04/02,0.342
2012/04/03,0.043
2012/04/04,-0.142
2012/04/05,-0.434
2012/04/06,-0.708
2012/04/07,-0.819
2012/04/08,-0.77
2012/04/09,-0.491
2012/04/10,-0.259
2012/04/11,-0.008
2012/04/12,0.093
2012/04/13,-0.06
2012/04/14,-0.271
2012/04/15,-0.55
2012/04/16,-0.725
2012/04/17,-0.708
2012/04/18,-0.715
2012/04/19,-0.541
2012/04/20,-0.125
2012/04/21,0.193
2012/04/22,0.407
2012/04/23,0.544
2012/04/24,0.409
2012/04/25,0.227
2012/04/26,0.118
2012/04/27,-0.047
2012/04/28,-0.069
2012/04/29,0.099
2012/04/30,0.418
2012/05/01,0.787
2012/05/02,0.949
2012/05/03,0.916
2012/05/04,0.863
2012/05/05,0.748
2012/05/06,0.726
2012/05/07,0.729
2012/05/08,0.874
2012/05/09,1.014
2012/05/10,1.05
2012/05/11,0.682
2012/05/12,0.444
2012/05/13,0.189
2012/05/14,0.012
2012/05/15,-0.123
2012/05/16,-0.435
2012/05/17,-0.725
2012/05/18,-0.791
2012/05/19,-0.654
2012/05/20,-0.458
2012/05/21,-0.3
2012/05/22,-0.397
2012/05/23,-0.549
2012/05/24,-0.637
2012/05/25,-0.858
2012/05/26,-0.963
2012/05/27,-0.741
2012/05/28,-0.503
2012/05/29,-0.418
2012/05/30,-0.491
2012/05/31,-0.416
2012/06/01,-0.353
2012/06/02,-0.078
2012/06/03,0.281
2012/06/04,0.53
2012/06/05,0.546
2012/06/06,0.649
2012/06/07,0.545
2012/06/08,0.403
2012/06/09,0.45
2012/06/10,0.595
2012/06/11,0.752
2012/06/12,0.606
2012/06/13,0.573
2012/06/14,0.438
2012/06/15,0.43
2012/06/16,0.4
2012/06/17,0.447
2012/06/18,0.454
2012/06/19,0.726
2012/06/20,0.565
2012/06/21,0.342
2012/06/22,0.071
2012/06/23,0.141
2012/06/24,0.263
2012/06/25,0.301
2012/06/26,0.319
2012/06/27,0.432
2012/06/28,0.398
2012/06/29,0.281
2012/06/30,0.111
2012/07/01,-0.059
2012/07/02,-0.063
2012/07/03,-0.004
2012/07/04,0.174
2012/07/05,0.244
2012/07/06,0.288
2012/07/07,0.456
2012/07/08,0.641
2012/07/09,0.783
2012/07/10,0.761
2012/07/11,0.593
2012/07/12,0.337
2012/07/13,0.242
2012/07/14,0.28
2012/07/15,0.288
2012/07/16,0.194
2012/07/17,0.291
2012/07/18,0.469
2012/07/19,0.547
2012/07/20,0.448
2012/07/21,0.331
2012/07/22,0.252
2012/07/23,0.206
2012/07/24,0.245
2012/07/25,0.364
2012/07/26,0.614
2012/07/27,0.808
2012/07/28,1.035
2012/07/29,0.925
2012/07/30,1.166
2012/07/31,1.138
2012/08/01,0.847
2012/08/02,0.679
2012/08/03,0.76
2012/08/04,0.794
2012/08/05,0.716
2012/08/06,0.513
2012/08/07,0.35
2012/08/08,0.355
2012/08/09,0.487
2012/08/10,0.607
2012/08/11,0.712
2012/08/12,0.827
2012/08/13,0.892
2012/08/14,0.968
2012/08/15,1.043
2012/08/16,1.065
2012/08/17,0.871
2012/08/18,0.584
2012/08/19,0.437
2012/08/20,0.687
2012/08/21,1.007
2012/08/22,0.954
2012/08/23,0.868
2012/08/24,0.768
2012/08/25,0.55
2012/08/26,0.607
2012/08/27,0.699
2012/08/28,0.654
2012/08/29,0.723
2012/08/30,0.793
2012/08/31,0.674
2012/09/01,0.62
2012/09/02,0.545
2012/09/03,0.636
2012/09/04,0.46
2012/09/05,0.571
2012/09/06,0.846
2012/09/07,1.165
2012/09/08,1.262
2012/09/09,1.137
2012/09/10,0.992
2012/09/11,0.891
2012/09/12,0.651
2012/09/13,0.403
2012/09/14,0.324
2012/09/15,0.193
2012/09/16,0.134
2012/09/17,0.258
2012/09/18,0.515
2012/09/19,0.591
2012/09/20,0.52
2012/09/21,0.597
2012/09/22,0.839
2012/09/23,0.865
2012/09/24,0.805
2012/09/25,0.731
2012/09/26,0.453
2012/09/27,0.205
2012/09/28,0.241
2012/09/29,0.318
2012/09/30,0.413
2012/10/01,0.34
2012/10/02,0.125
2012/10/03,0.004
2012/10/04,-0.163
2012/10/05,-0.284
2012/10/06,-0.318
2012/10/07,-0.294
2012/10/08,-0.09
2012/10/09,0.137
2012/10/10,0.297
2012/10/11,0.376
2012/10/12,0.401
2012/10/13,0.368
2012/10/14,0.251
2012/10/15,0.237
2012/10/16,0.328
2012/10/17,0.376
2012/10/18,0.369
2012/10/19,0.437
2012/10/20,0.356
2012/10/21,0.448
2012/10/22,0.502
2012/10/23,0.474
2012/10/24,0.386
2012/10/25,0.248
2012/10/26,0.194
2012/10/27,0.457
2012/10/28,0.617
2012/10/29,0.743
2012/10/30,0.787
2012/10/31,0.675
2012/11/01,0.457
2012/11/02,0.281
2012/11/03,0.158
2012/11/04,0.217
2012/11/05,0.301
2012/11/06,0.277
2012/11/07,0.234
2012/11/08,0.346
2012/11/09,0.355
2012/11/10,0.398
2012/11/11,0.3
2012/11/12,0.167
2012/11/13,-0.06
2012/11/14,-0.137
2012/11/15,-0.205
2012/11/16,-0.276
2012/11/17,-0.258
2012/11/18,-0.101
2012/11/19,-0.151
2012/11/20,-0.059
2012/11/21,0.035
2012/11/22,0.182
2012/11/23,0.215
2012/11/24,0.371
2012/11/25,0.42
2012/11/26,0.517
2012/11/27,0.558
2012/11/28,0.672
2012/11/29,0.883
2012/11/30,0.743
2012/12/01,0.59
2012/12/02,0.489
2012/12/03,0.354
2012/12/04,0.018
2012/12/05,-0.469
2012/12/06,-0.787
2012/12/07,-1.001
2012/12/08,-1.007
2012/12/09,-1.008
2012/12/10,-0.96
2012/12/11,-0.836
2012/12/12,-0.666
2012/12/13,-0.621
2012/12/14,-0.773
2012/12/15,-1.085
2012/12/16,-1.3
2012/12/17,-1.403
2012/12/18,-1.316
2012/12/19,-1.023
2012/12/20,-0.921
2012/12/21,-0.851
2012/12/22,-0.656
2012/12/23,-0.202
2012/12/24,-0.027
2012/12/25,0.059
2012/12/26,0.044
2012/12/27,0.189
2012/12/28,0.423
2012/12/29,0.511
2012/12/30,0.502
2012/12/31,0.663
2013/01/01,0.779
2013/01/02,0.737
2013/01/03,0.689
2013/01/04,0.558
2013/01/05,0.404
2013/01/06,0.133
2013/01/07,-0.009
2013/01/08,0.058
2013/01/09,-0.041
2013/01/10,-0.061
2013/01/11,-0.166
2013/01/12,-0.453
2013/01/13,-0.663
2013/01/14,-0.597
2013/01/15,-0.494
2013/01/16,-0.548
2013/01/17,-0.574
2013/01/18,-0.721
2013/01/19,-0.657
2013/01/20,-0.536
2013/01/21,-0.315
2013/01/22,-0.163
2013/01/23,-0.072
2013/01/24,-0.045
2013/01/25,-0.029
2013/01/26,-0.067
2013/01/27,0.016
2013/01/28,0.118
2013/01/29,0.205
2013/01/30,0.29
2013/01/31,0.582
2013/02/01,0.843
2013/02/02,0.957
2013/02/03,0.958
2013/02/04,1.102
2013/02/05,1.255
2013/02/06,1.274
2013/02/07,1.135
2013/02/08,0.976
2013/02/09,0.752
2013/02/10,0.63
2013/02/11,0.673
2013/02/12,0.551
2013/02/13,0.445
2013/02/14,0.488
2013/02/15,0.594
2013/02/16,0.894
2013/02/17,1.258
2013/02/18,1.647
2013/02/19,1.731
2013/02/20,1.786
2013/02/21,1.983
2013/02/22,1.902
2013/02/23,1.736
2013/02/24,1.486
2013/02/25,1.397
2013/02/26,1.255
2013/02/27,1.266
2013/02/28,1.21
2013/03/01,1.057
2013/03/02,0.924
2013/03/03,0.843
2013/03/04,1.019
2013/03/05,1.087
2013/03/06,1.053
2013/03/07,0.896
2013/03/08,0.819
2013/03/09,0.817
2013/03/10,0.995
2013/03/11,1.184
2013/03/12,0.868
2013/03/13,0.608
2013/03/14,0.672
2013/03/15,0.977
2013/03/16,1.244
2013/03/17,1.687
2013/03/18,2.136
2013/03/19,2.362
2013/03/20,2.383
2013/03/21,2.604
2013/03/22,2.89
2013/03/23,2.997
2013/03/24,3.255
2013/03/25,3.151
2013/03/26,2.803
2013/03/27,2.217
2013/03/28,1.868
2013/03/29,1.825
2013/03/30,1.844
2013/03/31,1.735
2013/04/01,1.91
2013/04/02,2.016
2013/04/03,1.991
2013/04/04,1.734
2013/04/05,1.299
2013/04/06,1.134
2013/04/07,1.11
2013/04/08,1.146
2013/04/09,1.229
2013/04/10,1.436
2013/04/11,1.514
2013/04/12,1.44
2013/04/13,1.274
2013/04/14,1.043
2013/04/15,0.816
2013/04/16,0.77
2013/04/17,0.782
2013/04/18,0.916
2013/04/19,0.756
2013/04/20,0.611
2013/04/21,0.776
2013/04/22,0.928
2013/04/23,1.044
2013/04/24,1.138
2013/04/25,1.12
2013/04/26,1.223
2013/04/27,1.192
2013/04/28,1.051
2013/04/29,1.049
2013/04/30,1.092
2013/05/01,1.033
2013/05/02,0.827
2013/05/03,0.584
2013/05/04,0.441
2013/05/05,0.371
2013/05/06,0.587
2013/05/07,0.815
2013/05/08,1.023
2013/05/09,1.118
2013/05/10,1.144
2013/05/11,1.199
2013/05/12,1.315
2013/05/13,1.493
2013/05/14,1.547
2013/05/15,1.336
2013/05/16,1.022
2013/05/17,0.797
2013/05/18,0.546
2013/05/19,0.478
2013/05/20,0.275
2013/05/21,0.034
2013/05/22,0.002
2013/05/23,0.1
2013/05/24,0.325
2013/05/25,0.558
2013/05/26,0.828
2013/05/27,1.15
2013/05/28,1.266
2013/05/29,1.332
2013/05/30,1.392
2013/05/31,1.531
2013/06/01,1.752
2013/06/02,2.119
2013/06/03,2.39
2013/06/04,2.54
2013/06/05,2.781
2013/06/06,3.006
2013/06/07,2.867
2013/06/08,2.657
2013/06/09,2.46
2013/06/10,2.26
2013/06/11,1.993
2013/06/12,1.959
2013/06/13,2.045
2013/06/14,1.901
2013/06/15,1.664
2013/06/16,1.514
2013/06/17,1.537
2013/06/18,1.427
2013/06/19,0.998
2013/06/20,0.743
2013/06/21,0.685
2013/06/22,0.902
2013/06/23,1.171
2013/06/24,1.157
2013/06/25,1.033
2013/06/26,1.076
2013/06/27,1.004
2013/06/28,1.014
2013/06/29,1.033
2013/06/30,1.138
2013/07/01,1.146
2013/07/02,1.095
2013/07/03,1.135
2013/07/04,1.262
2013/07/05,1.383
2013/07/06,1.477
2013/07/07,1.69
2013/07/08,1.806
2013/07/09,1.878
2013/07/10,1.818
2013/07/11,2.073
2013/07/12,2.252
2013/07/13,2.011
2013/07/14,1.86
2013/07/15,1.71
2013/07/16,1.579
2013/07/17,1.422
2013/07/18,1.347
2013/07/19,1.229
2013/07/20,1.237
2013/07/21,1.304
2013/07/22,1.503
2013/07/23,1.539
2013/07/24,1.352
2013/07/25,1.188
2013/07/26,1.149
2013/07/27,1.197
2013/07/28,1.395
2013/07/29,1.417
2013/07/30,1.568
2013/07/31,1.794
2013/08/01,1.95
2013/08/02,1.944
2013/08/03,2.054
2013/08/04,2.119
2013/08/05,2.343
2013/08/06,2.464
2013/08/07,2.536
2013/08/08,2.562
2013/08/09,2.711
2013/08/10,2.688
2013/08/11,2.712
2013/08/12,2.768
2013/08/13,2.64
2013/08/14,2.632
2013/08/15,2.576
2013/08/16,2.494
2013/08/17,2.525
2013/08/18,2.613
2013/08/19,2.581
2013/08/20,2.467
2013/08/21,2.455
2013/08/22,2.463
2013/08/23,2.54
2013/08/24,2.538
2013/08/25,2.412
2013/08/26,2.252
2013/08/27,2.135
2013/08/28,2.046
2013/08/29,2.165
2013/08/30,2.378
2013/08/31,2.644
2013/09/01,3.053
2013/09/02,3.294
2013/09/03,3.091
2013/09/04,3.031
2013/09/05,2.918
2013/09/06,2.906
2013/09/07,2.663
2013/09/08,2.224
2013/09/09,2.058
2013/09/10,2.099
2013/09/11,2.152
2013/09/12,2.351
2013/09/13,2.479
2013/09/14,2.569
2013/09/15,3.007
2013/09/16,3.119
2013/09/17,2.958
2013/09/18,2.527
2013/09/19,2.403
2013/09/20,2.382
2013/09/21,2.355
2013/09/22,2.394
2013/09/23,2.519
2013/09/24,2.582
2013/09/25,2.772
2013/09/26,3.04
2013/09/27,3.056
2013/09/28,2.863
2013/09/29,2.652
2013/09/30,2.293
2013/10/01,2.122
2013/10/02,1.945
2013/10/03,1.997
2013/10/04,1.966
2013/10/05,1.953
2013/10/06,2.236
2013/10/07,2.284
2013/10/08,2.172
2013/10/09,2.218
2013/10/10,2.295
2013/10/11,2.36
2013/10/12,2.451
2013/10/13,2.808
2013/10/14,3.29
2013/10/15,3.782
2013/10/16,4.31
2013/10/17,4.439
2013/10/18,4.254
2013/10/19,4.341
2013/10/20,4.334
2013/10/21,4.214
2013/10/22,4.249
2013/10/23,4.102
2013/10/24,3.79
2013/10/25,3.541
2013/10/26,3.899
2013/10/27,3.918
2013/10/28,3.824
2013/10/29,3.412
2013/10/30,3.107
2013/10/31,3.082
2013/11/01,3.022
2013/11/02,3.066
2013/11/03,2.919
2013/11/04,2.675
2013/11/05,2.306
2013/11/06,2.143
2013/11/07,1.996
2013/11/08,1.606
2013/11/09,1.14
2013/11/10,0.964
2013/11/11,1.227
2013/11/12,1.639
2013/11/13,1.985
2013/11/14,2.017
2013/11/15,1.806
2013/11/16,1.775
2013/11/17,1.898
2013/11/18,1.999
2013/11/19,1.873
2013/11/20,1.76
2013/11/21,1.538
2013/11/22,1.355
2013/11/23,1.301
2013/11/24,1.24
2013/11/25,1.241
2013/11/26,1.249
2013/11/27,1.086
2013/11/28,1.044
2013/11/29,1.18
2013/11/30,1.282
2013/12/01,1.722
2013/12/02,1.986
2013/12/03,2.114
2013/12/04,2.194
2013/12/05,2.046
2013/12/06,1.998
2013/12/07,2.07
2013/12/08,1.983
2013/12/09,1.929
2013/12/10,1.986
2013/12/11,2.072
2013/12/12,2.119
2013/12/13,2.123
2013/12/14,2.204
2013/12/15,2.378
2013/12/16,2.429
2013/12/17,2.545
