Date,top100cap7mom
2010/07/17,-0.508
2010/07/18,-0.477
2010/07/19,-0.184
2010/07/20,0.005
2010/07/21,0.163
2010/07/22,-0.009
2010/07/23,-0.141
2010/07/24,-0.222
2010/07/25,-0.276
2010/07/26,0.624
2010/07/27,0.761
2010/07/28,0.717
2010/07/29,0.765
2010/07/30,0.854
2010/07/31,0.773
2010/08/01,0.796
2010/08/02,-0.076
2010/08/03,-0.084
2010/08/04,-0.175
2010/08/05,-0.141
2010/08/06,-0.17
2010/08/07,-0.129
2010/08/08,-0.152
2010/08/09,0.093
2010/08/10,-0.019
2010/08/11,0.265
2010/08/12,0.085
2010/08/13,0.21
2010/08/14,0.166
2010/08/15,0.151
2010/08/16,0.111
2010/08/17,0.31
2010/08/18,0.091
2010/08/19,0.203
2010/08/20,0.157
2010/08/21,0.188
2010/08/22,0.241
2010/08/23,0.085
2010/08/24,-0.007
2010/08/25,-0.051
2010/08/26,-0.033
2010/08/27,-0.021
2010/08/28,-0.068
2010/08/29,-0.172
2010/08/30,-0.211
2010/08/31,-0.164
2010/09/01,-0.117
2010/09/02,-0.128
2010/09/03,-0.196
2010/09/04,-0.096
2010/09/05,0.065
2010/09/06,0.09
2010/09/07,-0.035
2010/09/08,-0.071
2010/09/09,-0.089
2010/09/10,-0.094
2010/09/11,-0.154
2010/09/12,-0.163
2010/09/13,-0.287
2010/09/14,-0.331
2010/09/15,-0.313
2010/09/16,-0.181
2010/09/17,0.418
2010/09/18,0.507
2010/09/19,0.581
2010/09/20,0.789
2010/09/21,0.836
2010/09/22,0.818
2010/09/23,0.925
2010/09/24,0.397
2010/09/25,0.472
2010/09/26,0.413
2010/09/27,0.725
2010/09/28,1.892
2010/09/29,1.953
2010/09/30,1.668
2010/10/01,1.577
2010/10/02,2.001
2010/10/03,1.923
2010/10/04,1.277
2010/10/05,0.212
2010/10/06,0.159
2010/10/07,0.762
2010/10/08,0.99
2010/10/09,0.683
2010/10/10,0.896
2010/10/11,1.075
2010/10/12,0.997
2010/10/13,1.197
2010/10/14,0.842
2010/10/15,0.563
2010/10/16,0.502
2010/10/17,0.317
2010/10/18,0.597
2010/10/19,0.406
2010/10/20,0.325
2010/10/21,0.133
2010/10/22,0.247
2010/10/23,0.077
2010/10/24,0.027
2010/10/25,-0.146
2010/10/26,0.209
2010/10/27,0.248
2010/10/28,0.198
2010/10/29,0.052
2010/10/30,0.002
2010/10/31,0.106
2010/11/01,0.092
2010/11/02,-0.032
2010/11/03,-0.192
2010/11/04,-0.126
2010/11/05,0.04
2010/11/06,0.156
2010/11/07,-0.014
2010/11/08,0.682
2010/11/09,0.597
2010/11/10,0.494
2010/11/11,0.429
2010/11/12,0.355
2010/11/13,0.158
2010/11/14,0.335
2010/11/15,-0.405
2010/11/16,-0.39
2010/11/17,-0.148
2010/11/18,-0.144
2010/11/19,-0.154
2010/11/20,0.092
2010/11/21,-0.015
2010/11/22,0.026
2010/11/23,0.143
2010/11/24,0.18
2010/11/25,0.309
2010/11/26,0.35
2010/11/27,0.196
2010/11/28,0.209
2010/11/29,0.176
2010/11/30,0.237
2010/12/01,0.313
2010/12/02,0.498
2010/12/03,0.729
2010/12/04,0.813
2010/12/05,0.848
2010/12/06,0.664
2010/12/07,0.46
2010/12/08,0.275
2010/12/09,-0.052
2010/12/10,-0.241
2010/12/11,-0.279
2010/12/12,-0.364
2010/12/13,0.155
2010/12/14,0.166
2010/12/15,0.099
2010/12/16,0.124
2010/12/17,0.064
2010/12/18,0.006
2010/12/19,-0.103
2010/12/20,-0.343
2010/12/21,-0.551
2010/12/22,-0.435
2010/12/23,-0.42
2010/12/24,-0.443
2010/12/25,-0.376
2010/12/26,-0.257
2010/12/27,-0.176
2010/12/28,0.021
2010/12/29,-0.246
2010/12/30,-0.282
2010/12/31,-0.372
2011/01/01,-0.442
2011/01/02,-0.447
2011/01/03,-0.577
2011/01/04,-0.547
2011/01/05,-0.282
2011/01/06,-0.275
2011/01/07,-0.19
2011/01/08,-0.148
2011/01/09,-0.081
2011/01/10,-0.223
2011/01/11,-0.082
2011/01/12,-0.181
2011/01/13,-0.037
2011/01/14,0.031
2011/01/15,-0.012
2011/01/16,0.068
2011/01/17,0.236
2011/01/18,0.046
2011/01/19,-0.01
2011/01/20,-0.086
2011/01/21,-0.11
2011/01/22,-0.083
2011/01/23,0.033
2011/01/24,-0.044
2011/01/25,-0.005
2011/01/26,-0.044
2011/01/27,2.807
2011/01/28,2.773
2011/01/29,2.763
2011/01/30,2.505
2011/01/31,2.484
2011/02/01,2.64
2011/02/02,2.626
2011/02/03,-0.176
2011/02/04,-0.203
2011/02/05,-0.144
2011/02/06,-0.233
2011/02/07,0.006
2011/02/08,-0.224
2011/02/09,0.032
2011/02/10,-0.074
2011/02/11,-0.105
2011/02/12,-0.198
2011/02/13,-0.1
2011/02/14,-0.33
2011/02/15,-0.198
2011/02/16,-0.36
2011/02/17,-0.358
2011/02/18,-0.362
2011/02/19,-0.333
2011/02/20,-0.199
2011/02/21,-0.202
2011/02/22,-0.364
2011/02/23,-0.332
2011/02/24,-0.353
2011/02/25,-0.297
2011/02/26,-0.291
2011/02/27,0.109
2011/02/28,-0.05
2011/03/01,0.302
2011/03/02,-2.187
2011/03/03,-2.221
2011/03/04,-2.302
2011/03/05,-2.245
2011/03/06,-2.72
2011/03/07,-2.532
2011/03/08,-2.782
2011/03/09,-0.302
2011/03/10,-0.343
2011/03/11,-0.396
2011/03/12,-0.554
2011/03/13,-0.63
2011/03/14,-0.509
2011/03/15,-0.52
2011/03/16,-0.423
2011/03/17,-0.206
2011/03/18,0.018
2011/03/19,0.115
2011/03/20,0.136
2011/03/21,0.103
2011/03/22,0.048
2011/03/23,0.042
2011/03/24,-0.1
