Date,hashrate30roc
2010/07/17,2194
2010/07/18,1113
2010/07/19,1055
2010/07/20,1073
2010/07/21,1035
2010/07/22,1180
2010/07/23,1077
2010/07/24,902.156
2010/07/25,1128
2010/07/26,1367
2010/07/27,1470
2010/07/28,1114
2010/07/29,1231
2010/07/30,1202
2010/07/31,1060
2010/08/01,1347
2010/08/02,1530
2010/08/03,1474
2010/08/04,1564
2010/08/05,1407
2010/08/06,1640
2010/08/07,1354
2010/08/08,1388
2010/08/09,1432
2010/08/10,1412
2010/08/11,685.874
2010/08/12,186.999
2010/08/13,191.889
2010/08/14,205.444
2010/08/15,209.537
2010/08/16,34.144
2010/08/17,128.164
2010/08/18,114.412
2010/08/19,110.646
2010/08/20,139.267
2010/08/21,172.818
2010/08/22,189.673
2010/08/23,224.941
2010/08/24,184.523
2010/08/25,153.696
2010/08/26,124.687
2010/08/27,199.426
2010/08/28,164.28
2010/08/29,130.208
2010/08/30,107.774
2010/08/31,98.563
2010/09/01,79.358
2010/09/02,67.31
2010/09/03,80.598
2010/09/04,70.815
2010/09/05,67.27
2010/09/06,95.37
2010/09/07,52.856
2010/09/08,59.268
2010/09/09,63.343
2010/09/10,50.405
2010/09/11,53.646
2010/09/12,56.734
2010/09/13,48.477
2010/09/14,13.347
2010/09/15,73.225
2010/09/16,94.005
2010/09/17,133.53
2010/09/18,129.316
2010/09/19,140.996
2010/09/20,103.839
2010/09/21,73.746
2010/09/22,44.62
2010/09/23,68.128
2010/09/24,90.056
2010/09/25,85.195
2010/09/26,57.823
2010/09/27,82.569
2010/09/28,114.137
2010/09/29,167.311
2010/09/30,81.569
2010/10/01,93.568
2010/10/02,69.698
2010/10/03,46.537
2010/10/04,70.136
2010/10/05,67.229
2010/10/06,89.568
2010/10/07,130.988
2010/10/08,91.796
2010/10/09,88.474
2010/10/10,93.871
2010/10/11,86.02
2010/10/12,77.256
2010/10/13,82.726
2010/10/14,95.377
2010/10/15,105.147
2010/10/16,114.695
2010/10/17,146.947
2010/10/18,125.526
2010/10/19,64.239
2010/10/20,83.79
2010/10/21,172.738
2010/10/22,122.023
2010/10/23,99.372
2010/10/24,79.309
2010/10/25,122.286
2010/10/26,163.07
2010/10/27,144.076
2010/10/28,109.737
2010/10/29,94.798
2010/10/30,166.606
2010/10/31,220.371
2010/11/01,228.336
2010/11/02,274.472
2010/11/03,217.644
2010/11/04,234.036
2010/11/05,234.971
2010/11/06,192.261
2010/11/07,249.525
2010/11/08,281.321
2010/11/09,329.502
2010/11/10,292.716
2010/11/11,367.117
2010/11/12,276.156
2010/11/13,242.055
2010/11/14,313.301
2010/11/15,239.235
2010/11/16,125.983
2010/11/17,191.478
2010/11/18,289.931
2010/11/19,294.758
2010/11/20,79.584
2010/11/21,164.226
2010/11/22,187.637
2010/11/23,167.28
2010/11/24,151.099
2010/11/25,124.565
2010/11/26,173.269
2010/11/27,190.914
2010/11/28,134.895
2010/11/29,157.082
2010/11/30,131.878
2010/12/01,169.201
2010/12/02,188.556
2010/12/03,163.842
2010/12/04,186.846
2010/12/05,188.028
2010/12/06,200.119
2010/12/07,151.102
2010/12/08,147.295
2010/12/09,116.287
2010/12/10,139.038
2010/12/11,94.799
2010/12/12,150.982
2010/12/13,123.34
2010/12/14,72.954
2010/12/15,119.032
2010/12/16,161.84
2010/12/17,105.219
2010/12/18,54.301
2010/12/19,50.082
2010/12/20,156.517
2010/12/21,144.146
2010/12/22,145.804
2010/12/23,102.96
2010/12/24,89.883
2010/12/25,107.857
2010/12/26,60.999
2010/12/27,70.187
2010/12/28,117.967
2010/12/29,84.229
2010/12/30,52.422
2010/12/31,64.524
2011/01/01,59.403
2011/01/02,68.651
2011/01/03,58.816
2011/01/04,26.642
2011/01/05,23.321
2011/01/06,36.898
2011/01/07,22.873
2011/01/08,40.577
2011/01/09,21.784
2011/01/10,40.154
2011/01/11,22.695
2011/01/12,39.226
2011/01/13,52.111
2011/01/14,32.225
2011/01/15,33.067
2011/01/16,45.954
2011/01/17,62.321
2011/01/18,42.953
2011/01/19,35.196
2011/01/20,41.015
2011/01/21,35.026
2011/01/22,40.362
2011/01/23,49.173
2011/01/24,41.437
2011/01/25,39.136
2011/01/26,49.372
2011/01/27,40.043
2011/01/28,42.871
2011/01/29,42.66
2011/01/30,48.904
2011/01/31,33.609
2011/02/01,50.927
2011/02/02,29.505
2011/02/03,44.861
2011/02/04,62.828
2011/02/05,65.273
2011/02/06,64.505
2011/02/07,44.294
2011/02/08,86.12
2011/02/09,66.36
2011/02/10,83.549
2011/02/11,77.389
2011/02/12,74.765
2011/02/13,75.065
2011/02/14,69.215
2011/02/15,72.24
2011/02/16,80.579
2011/02/17,115.522
2011/02/18,151.957
2011/02/19,110.093
2011/02/20,92.459
2011/02/21,139.076
2011/02/22,135.205
2011/02/23,153.447
2011/02/24,169.916
2011/02/25,139.965
2011/02/26,156.314
2011/02/27,261.726
2011/02/28,194.934
2011/03/01,119.88
2011/03/02,157.331
2011/03/03,141.676
2011/03/04,215.895
2011/03/05,297.117
2011/03/06,298.106
2011/03/07,234.776
2011/03/08,179.502
2011/03/09,154.962
2011/03/10,114.428
2011/03/11,103.526
2011/03/12,104.332
2011/03/13,105.089
2011/03/14,69.333
2011/03/15,60.92
2011/03/16,98.326
2011/03/17,83.02
2011/03/18,84.162
2011/03/19,36.125
2011/03/20,28.521
2011/03/21,65.955
2011/03/22,53.975
2011/03/23,49.787
2011/03/24,62.893
2011/03/25,29.892
2011/03/26,29.249
2011/03/27,27.06
2011/03/28,16.61
2011/03/29,-9.659
2011/03/30,7.968
2011/03/31,63.023
2011/04/01,47.747
2011/04/02,31.671
2011/04/03,6.651
2011/04/04,-7.917
2011/04/05,-14.991
2011/04/06,-3.416
2011/04/07,13.428
2011/04/08,20.09
2011/04/09,32.091
2011/04/10,43.41
2011/04/11,33.731
2011/04/12,37.033
2011/04/13,83.049
2011/04/14,72.674
2011/04/15,18.516
2011/04/16,32.197
2011/04/17,32.71
2011/04/18,65.51
2011/04/19,38.624
2011/04/20,26.005
2011/04/21,38.541
2011/04/22,42.615
2011/04/23,28.475
2011/04/24,47.397
2011/04/25,51.507
2011/04/26,79.747
2011/04/27,67.519
2011/04/28,31.859
2011/04/29,66.006
2011/04/30,60.302
2011/05/01,58.066
2011/05/02,69.185
2011/05/03,81.138
2011/05/04,69.843
2011/05/05,74.323
2011/05/06,71.745
2011/05/07,93.429
2011/05/08,80.564
2011/05/09,104.157
2011/05/10,147.111
2011/05/11,120.909
2011/05/12,103.338
2011/05/13,89.655
2011/05/14,157.967
2011/05/15,202.252
2011/05/16,177.838
2011/05/17,182.393
2011/05/18,209.785
2011/05/19,290.986
2011/05/20,264.499
2011/05/21,262.935
2011/05/22,302.696
2011/05/23,302.154
2011/05/24,354.487
2011/05/25,361.057
2011/05/26,370.142
2011/05/27,460.93
2011/05/28,376.481
2011/05/29,301.641
2011/05/30,244.962
2011/05/31,232.065
2011/06/01,245.765
2011/06/02,288.656
2011/06/03,306.359
2011/06/04,296.376
2011/06/05,294.855
2011/06/06,379.168
2011/06/07,354.418
2011/06/08,273.435
2011/06/09,252.369
2011/06/10,329.49
2011/06/11,365.28
2011/06/12,365.608
2011/06/13,258.597
2011/06/14,266.219
2011/06/15,421.537
2011/06/16,396.435
2011/06/17,264.177
2011/06/18,222.054
2011/06/19,267.859
2011/06/20,287.594
2011/06/21,246.101
2011/06/22,262.271
2011/06/23,200.911
2011/06/24,259.044
2011/06/25,158.238
2011/06/26,110.931
2011/06/27,201.619
2011/06/28,203.172
2011/06/29,230.191
2011/06/30,269.854
2011/07/01,253.224
2011/07/02,186.039
2011/07/03,165.739
2011/07/04,146.446
2011/07/05,134.719
2011/07/06,86.057
2011/07/07,116.287
2011/07/08,116.318
2011/07/09,112.786
2011/07/10,79.473
2011/07/11,82.454
2011/07/12,64.263
2011/07/13,100.961
2011/07/14,92.227
2011/07/15,29.671
2011/07/16,31.424
2011/07/17,52.162
2011/07/18,53.924
2011/07/19,40.856
2011/07/20,17.145
2011/07/21,23.576
2011/07/22,9.877
2011/07/23,18.239
2011/07/24,1.839
2011/07/25,24.32
2011/07/26,34.041
2011/07/27,43.026
2011/07/28,31.203
2011/07/29,14.339
2011/07/30,4.355
2011/07/31,9.896
2011/08/01,32.413
2011/08/02,26.976
2011/08/03,29.844
2011/08/04,25.183
2011/08/05,17.046
2011/08/06,10.569
2011/08/07,6.908
2011/08/08,-2.204
2011/08/09,15.116
2011/08/10,27.613
2011/08/11,15.277
2011/08/12,-5.107
2011/08/13,0.623
2011/08/14,-5.117
2011/08/15,0.537
2011/08/16,-3.503
2011/08/17,-1.535
2011/08/18,1.432
2011/08/19,5.426
2011/08/20,-1.851
2011/08/21,6.629
2011/08/22,24.692
2011/08/23,11.668
2011/08/24,-7.147
2011/08/25,-14.472
2011/08/26,-14.311
2011/08/27,-17.264
2011/08/28,-20.589
2011/08/29,-11.669
2011/08/30,-7.992
2011/08/31,-14.001
2011/09/01,-16.552
2011/09/02,-10.59
2011/09/03,-2.953
2011/09/04,-4.325
2011/09/05,3.96
2011/09/06,12.803
2011/09/07,9.154
2011/09/08,-12.004
2011/09/09,-17.942
2011/09/10,-0.193
2011/09/11,-2.832
2011/09/12,-14.129
2011/09/13,6.011
2011/09/14,-2.148
2011/09/15,7.221
2011/09/16,-5.92
2011/09/17,-18.959
2011/09/18,10.645
2011/09/19,-2.35
2011/09/20,-15.835
2011/09/21,-17.957
2011/09/22,-13.931
2011/09/23,-3.216
2011/09/24,-7.566
2011/09/25,-7.947
2011/09/26,-2.368
2011/09/27,13.138
2011/09/28,2.254
2011/09/29,-11.282
2011/09/30,-20.434
2011/10/01,-13.775
2011/10/02,-11.531
2011/10/03,-14.261
2011/10/04,-6.294
2011/10/05,-17.935
2011/10/06,-10.222
2011/10/07,-19.513
2011/10/08,-1.87
2011/10/09,-18.178
2011/10/10,-20.044
2011/10/11,-23.255
2011/10/12,-14.005
2011/10/13,-34.484
2011/10/14,-28.131
2011/10/15,-18.112
2011/10/16,-21.933
2011/10/17,-20.38
2011/10/18,-35.512
2011/10/19,-24.653
2011/10/20,-22.946
2011/10/21,-26.968
2011/10/22,-39.828
2011/10/23,-39.865
2011/10/24,-25.368
2011/10/25,-21.75
2011/10/26,-21.976
2011/10/27,-31.753
2011/10/28,-35.93
2011/10/29,-26.195
2011/10/30,-30.944
2011/10/31,-25.813
2011/11/01,-28.037
2011/11/02,-19.731
2011/11/03,-24.31
2011/11/04,-24.306
2011/11/05,-23.269
2011/11/06,-17.875
2011/11/07,-29.487
2011/11/08,-17.331
2011/11/09,-8.368
2011/11/10,0.246
2011/11/11,-19.448
2011/11/12,-2.534
2011/11/13,-5.044
2011/11/14,-18.608
2011/11/15,1.543
2011/11/16,0.3
2011/11/17,-6.486
2011/11/18,-14.771
