Date,size90rsi
2010/07/17,51.024
2010/07/18,51.382
2010/07/19,51.352
2010/07/20,52.06
2010/07/21,50.619
2010/07/22,50.458
2010/07/23,50.314
2010/07/24,53.313
2010/07/25,57.705
2010/07/26,51.309
2010/07/27,50.698
2010/07/28,56.526
2010/07/29,54.161
2010/07/30,50.166
2010/07/31,49.864
2010/08/01,49.786
2010/08/02,49.797
2010/08/03,50.596
2010/08/04,49.9
2010/08/05,50.795
2010/08/06,50.44
2010/08/07,50.199
2010/08/08,49.967
2010/08/09,52.046
2010/08/10,49.843
2010/08/11,49.885
2010/08/12,49.812
2010/08/13,50.56
2010/08/14,49.872
2010/08/15,49.698
2010/08/16,50.97
2010/08/17,50.225
2010/08/18,52.706
2010/08/19,50.083
2010/08/20,50.033
2010/08/21,49.929
2010/08/22,49.805
2010/08/23,49.835
2010/08/24,50.487
2010/08/25,49.697
2010/08/26,49.974
2010/08/27,49.809
2010/08/28,50.061
2010/08/29,49.692
2010/08/30,50.186
2010/08/31,50.766
2010/09/01,50.605
2010/09/02,50.048
2010/09/03,49.853
2010/09/04,49.663
2010/09/05,49.933
2010/09/06,49.853
2010/09/07,49.777
2010/09/08,49.965
2010/09/09,50.277
2010/09/10,49.963
2010/09/11,49.849
2010/09/12,50.251
2010/09/13,50.409
2010/09/14,50.034
2010/09/15,50.388
2010/09/16,49.932
2010/09/17,50.3
2010/09/18,49.721
2010/09/19,49.843
2010/09/20,50.233
2010/09/21,52.015
2010/09/22,51.343
2010/09/23,50.476
2010/09/24,50.017
2010/09/25,50.357
2010/09/26,49.956
2010/09/27,50.726
2010/09/28,51.266
2010/09/29,53.182
2010/09/30,50.227
2010/10/01,50.898
2010/10/02,52.216
2010/10/03,50.524
2010/10/04,50.475
2010/10/05,50.64
2010/10/06,50.087
2010/10/07,50.007
2010/10/08,50.38
2010/10/09,50.457
2010/10/10,49.925
2010/10/11,49.976
2010/10/12,50.058
2010/10/13,50.395
2010/10/14,49.798
2010/10/15,49.724
2010/10/16,49.799
2010/10/17,49.635
2010/10/18,50.139
2010/10/19,51.002
2010/10/20,50.395
2010/10/21,50.603
2010/10/22,51.184
2010/10/23,50.44
2010/10/24,50.206
2010/10/25,49.937
2010/10/26,49.894
2010/10/27,50.459
2010/10/28,50.081
2010/10/29,50.084
2010/10/30,49.551
2010/10/31,49.69
2010/11/01,49.777
2010/11/02,49.495
2010/11/03,49.652
2010/11/04,49.636
2010/11/05,50.059
2010/11/06,49.67
2010/11/07,49.669
2010/11/08,50.374
2010/11/09,49.71
2010/11/10,49.716
2010/11/11,49.629
2010/11/12,49.533
2010/11/13,49.483
2010/11/14,49.752
2010/11/15,63.721
2010/11/16,66.223
2010/11/17,49.56
2010/11/18,50.607
2010/11/19,62.537
2010/11/20,65.398
2010/11/21,62.57
2010/11/22,49.494
2010/11/23,49.579
2010/11/24,52.615
2010/11/25,54.937
2010/11/26,50.226
2010/11/27,49.565
2010/11/28,49.548
2010/11/29,49.535
2010/11/30,49.508
2010/12/01,49.641
2010/12/02,49.539
2010/12/03,49.533
2010/12/04,49.469
2010/12/05,49.415
2010/12/06,49.423
2010/12/07,49.581
2010/12/08,49.5
2010/12/09,49.517
2010/12/10,49.552
2010/12/11,49.721
2010/12/12,49.781
2010/12/13,50.24
2010/12/14,49.767
2010/12/15,49.691
2010/12/16,49.668
2010/12/17,49.737
2010/12/18,49.659
2010/12/19,49.771
2010/12/20,50.225
2010/12/21,49.701
2010/12/22,49.908
2010/12/23,49.831
2010/12/24,49.748
2010/12/25,49.745
2010/12/26,49.853
2010/12/27,49.824
2010/12/28,49.83
2010/12/29,49.731
2010/12/30,49.786
2010/12/31,49.709
2011/01/01,49.831
2011/01/02,49.765
2011/01/03,50.887
2011/01/04,50.338
2011/01/05,50.855
2011/01/06,50.143
2011/01/07,50.247
2011/01/08,50.71
2011/01/09,50.603
2011/01/10,50.715
2011/01/11,50.729
2011/01/12,50.416
2011/01/13,50.496
2011/01/14,50.518
2011/01/15,50.41
2011/01/16,50.22
2011/01/17,49.923
2011/01/18,50.352
2011/01/19,50.222
2011/01/20,49.99
2011/01/21,50.637
2011/01/22,51.439
2011/01/23,50.633
2011/01/24,50.713
2011/01/25,50.149
2011/01/26,50.176
2011/01/27,50.332
2011/01/28,50.529
2011/01/29,51.313
2011/01/30,54.057
2011/01/31,51.161
2011/02/01,50.792
2011/02/02,50.238
2011/02/03,49.942
2011/02/04,49.943
2011/02/05,49.975
2011/02/06,50.133
2011/02/07,49.773
2011/02/08,49.976
2011/02/09,50.291
2011/02/10,51.706
2011/02/11,51.838
2011/02/12,51.167
2011/02/13,50.899
2011/02/14,51.73
2011/02/15,51.043
2011/02/16,50.73
2011/02/17,50.999
2011/02/18,51.317
2011/02/19,51.128
2011/02/20,50.943
2011/02/21,50.947
2011/02/22,51.229
2011/02/23,50.914
2011/02/24,51.205
2011/02/25,50.85
2011/02/26,50.342
2011/02/27,50.959
2011/02/28,51.65
2011/03/01,54.099
2011/03/02,51.526
2011/03/03,52.476
2011/03/04,50.899
2011/03/05,50.819
2011/03/06,50.27
2011/03/07,50.791
2011/03/08,51.907
2011/03/09,51.493
2011/03/10,52.235
2011/03/11,52.141
2011/03/12,53.115
2011/03/13,53.612
2011/03/14,54.196
2011/03/15,54.657
2011/03/16,53.577
2011/03/17,53.346
2011/03/18,52.939
2011/03/19,54.299
2011/03/20,55.773
2011/03/21,56.12
2011/03/22,52.346
2011/03/23,54.433
2011/03/24,51.541
2011/03/25,50.955
2011/03/26,53.34
2011/03/27,52.339
2011/03/28,52.152
2011/03/29,51.675
2011/03/30,50.674
2011/03/31,50.554
2011/04/01,50.279
2011/04/02,50.3
2011/04/03,50.294
2011/04/04,51.006
2011/04/05,50.532
2011/04/06,50.91
2011/04/07,50.638
2011/04/08,50.667
2011/04/09,50.582
2011/04/10,50.477
2011/04/11,51.075
2011/04/12,51.645
2011/04/13,51.098
2011/04/14,52.067
2011/04/15,52.577
2011/04/16,51.915
2011/04/17,50.842
2011/04/18,52.631
2011/04/19,53.135
2011/04/20,53.659
2011/04/21,50.709
2011/04/22,50.557
2011/04/23,51.216
2011/04/24,51.404
2011/04/25,51.527
2011/04/26,51.846
2011/04/27,54.279
2011/04/28,52.267
2011/04/29,51.777
2011/04/30,53.375
2011/05/01,53.247
2011/05/02,51.067
2011/05/03,51.246
2011/05/04,51.158
2011/05/05,51.548
2011/05/06,51.242
2011/05/07,51.383
2011/05/08,50.766
2011/05/09,51.227
2011/05/10,52.263
2011/05/11,51.737
2011/05/12,52.468
2011/05/13,53.013
2011/05/14,51.958
2011/05/15,51.998
2011/05/16,52.147
2011/05/17,51.772
2011/05/18,52.214
2011/05/19,54.068
2011/05/20,52.78
2011/05/21,52.504
2011/05/22,51.999
2011/05/23,52.007
2011/05/24,51.7
2011/05/25,52.196
2011/05/26,52.794
2011/05/27,53.707
2011/05/28,54.476
2011/05/29,53.206
2011/05/30,55.079
2011/05/31,56.435
2011/06/01,54.895
2011/06/02,55.626
2011/06/03,57.413
2011/06/04,55.519
2011/06/05,54.975
2011/06/06,56.097
2011/06/07,57.291
2011/06/08,60.957
2011/06/09,57.254
2011/06/10,56.093
2011/06/11,54.407
2011/06/12,56.311
2011/06/13,55.861
2011/06/14,56.178
2011/06/15,54.753
2011/06/16,58.359
2011/06/17,56.768
2011/06/18,55.882
2011/06/19,55.007
2011/06/20,53.589
2011/06/21,52.585
2011/06/22,52.894
2011/06/23,52.926
2011/06/24,53.948
2011/06/25,56.479
2011/06/26,56.722
2011/06/27,57.763
2011/06/28,56.082
2011/06/29,54.655
2011/06/30,53.613
2011/07/01,55.173
2011/07/02,53.61
2011/07/03,53.208
2011/07/04,54.112
2011/07/05,55.516
2011/07/06,55.859
2011/07/07,55.514
2011/07/08,53.154
2011/07/09,53.394
2011/07/10,54.975
2011/07/11,54.515
2011/07/12,53.725
2011/07/13,52.221
2011/07/14,53.952
2011/07/15,52.202
2011/07/16,53.034
2011/07/17,52.447
2011/07/18,53.823
2011/07/19,54.385
2011/07/20,53.418
2011/07/21,52.96
2011/07/22,53.217
2011/07/23,52.41
2011/07/24,52.19
2011/07/25,53.346
2011/07/26,52.036
2011/07/27,51.864
2011/07/28,52.649
2011/07/29,51.223
2011/07/30,50.798
2011/07/31,51.452
2011/08/01,52.157
2011/08/02,52.777
2011/08/03,51.989
2011/08/04,53.172
2011/08/05,51.909
2011/08/06,52.798
2011/08/07,51.864
2011/08/08,52.97
2011/08/09,53.191
2011/08/10,51.89
2011/08/11,51.785
2011/08/12,51.705
2011/08/13,52.132
2011/08/14,52.573
2011/08/15,53.431
2011/08/16,52.885
2011/08/17,52.359
2011/08/18,51.446
2011/08/19,52.618
2011/08/20,51.011
2011/08/21,50.96
2011/08/22,51.09
2011/08/23,51.04
2011/08/24,51.737
2011/08/25,51.708
2011/08/26,51.573
2011/08/27,52.041
2011/08/28,51.102
2011/08/29,51.955
2011/08/30,51.19
2011/08/31,50.527
2011/09/01,51.636
2011/09/02,50.324
2011/09/03,50.027
2011/09/04,54.961
2011/09/05,50.511
2011/09/06,51.168
2011/09/07,50.993
2011/09/08,50.912
2011/09/09,51.611
2011/09/10,50.859
2011/09/11,51.181
2011/09/12,51.134
2011/09/13,50.259
2011/09/14,50.054
2011/09/15,50.102
2011/09/16,50.899
2011/09/17,49.861
2011/09/18,49.579
2011/09/19,51.299
2011/09/20,52.043
2011/09/21,51.529
2011/09/22,49.992
2011/09/23,50.407
