Date,confirmationtime90roc
2010/11/18,-24.903
2010/11/19,15.333
2010/11/20,82.759
2010/11/21,52.143
2010/11/22,31.902
2010/11/23,54.286
2010/11/24,18.644
2010/11/25,-5.525
2010/11/26,-12.371
2010/11/27,-10
2010/11/28,-13.372
2010/11/29,-11.962
2010/11/30,-22.277
2010/12/01,-17.021
2010/12/02,-12.766
2010/12/03,-4.233
2010/12/04,-27.948
2010/12/05,-33.891
2010/12/06,-33.61
2010/12/07,-30.962
2010/12/08,-43.277
2010/12/09,-20.628
2010/12/10,8.844
2010/12/11,1.143
2010/12/12,0
2010/12/13,43.972
2010/12/14,-1.17
2010/12/15,11.735
2010/12/16,20.231
2010/12/17,42.771
2010/12/18,29.814
2010/12/19,10.326
2010/12/20,8.176
2010/12/21,-10.769
2010/12/22,48.101
2010/12/23,57.241
2010/12/24,39.865
2010/12/25,22.024
2010/12/26,57.931
2010/12/27,27.711
2010/12/28,-2.959
2010/12/29,-11.515
2010/12/30,-8.876
2010/12/31,-38.272
2011/01/01,-32.597
2011/01/02,-12.571
2011/01/03,-19.231
2011/01/04,21.277
2011/01/05,3.896
2011/01/06,9.22
2011/01/07,-3.659
2011/01/08,4.706
2011/01/09,-2.454
2011/01/10,-4.321
2011/01/11,2.326
2011/01/12,22.754
2011/01/13,-5.851
2011/01/14,42.541
2011/01/15,71.975
2011/01/16,43.103
2011/01/17,41.436
2011/01/18,87.234
2011/01/19,10.059
2011/01/20,-17.204
2011/01/21,0.575
2011/01/22,24.242
2011/01/23,19.412
2011/01/24,28.191
2011/01/25,36.538
2011/01/26,21.667
2011/01/27,39.375
2011/01/28,59.494
2011/01/29,11.18
2011/01/30,13.462
2011/01/31,3.529
2011/02/01,15.854
2011/02/02,27.215
2011/02/03,36.875
2011/02/04,12.371
2011/02/05,34.637
2011/02/06,55.367
2011/02/07,6.897
2011/02/08,20.833
2011/02/09,14.062
2011/02/10,-9.14
2011/02/11,19.892
2011/02/12,30.612
2011/02/13,1.01
2011/02/14,0.51
2011/02/15,9.778
2011/02/16,10.776
2011/02/17,-35.065
2011/02/18,-45.283
2011/02/19,-13.043
2011/02/20,-17.677
2011/02/21,-27.835
2011/02/22,-16.114
2011/02/23,-25.514
2011/02/24,-6.28
2011/02/25,-20
2011/02/26,-37.681
2011/02/27,-14.344
2011/02/28,34.667
2011/03/01,44.615
2011/03/02,11.905
2011/03/03,1.613
2011/03/04,3.62
2011/03/05,-13.718
2011/03/06,-12.044
2011/03/07,13.27
2011/03/08,27.273
2011/03/09,39.375
2011/03/10,33.636
2011/03/11,34.615
2011/03/12,22.143
2011/03/13,20.513
2011/03/14,52.679
2011/03/15,75
2011/03/16,27.206
2011/03/17,17.73
2011/03/18,34.167
2011/03/19,60
2011/03/20,16.058
2011/03/21,31.757
2011/03/22,32.773
2011/03/23,-7.643
2011/03/24,-2.632
2011/03/25,-2.89
2011/03/26,5.072
2011/03/27,16.084
2011/03/28,0.595
2011/03/29,1.227
2011/03/30,8.333
2011/03/31,-19.403
2011/04/01,2.841
2011/04/02,-2.778
2011/04/03,-10.857
2011/04/04,-20.787
2011/04/05,-20.619
2011/04/06,-4.73
2011/04/07,11.565
2011/04/08,2.41
2011/04/09,4.487
2011/04/10,-6.358
2011/04/11,5.521
2011/04/12,2.454
2011/04/13,-3.093
2011/04/14,13.125
2011/04/15,15.441
2011/04/16,0.578
2011/04/17,0.556
2011/04/18,-4.73
2011/04/19,9.74
2011/04/20,29.167
2011/04/21,18.367
2011/04/22,-6.25
2011/04/23,-1.163
2011/04/24,16.049
2011/04/25,-18.75
2011/04/26,-7.692
2011/04/27,-12.568
2011/04/28,-3.659
2011/04/29,-19.5
2011/04/30,-17.46
2011/05/01,-5.028
2011/05/02,-16.751
2011/05/03,-19.388
2011/05/04,-18.782
2011/05/05,-11.416
2011/05/06,-17.89
2011/05/07,-17.29
2011/05/08,-7.306
2011/05/09,-29.707
2011/05/10,4.918
2011/05/11,-2.618
2011/05/12,10.059
2011/05/13,-5.314
2011/05/14,-18.182
2011/05/15,-10.909
2011/05/16,-8.907
2011/05/17,-9.728
2011/05/18,-19.792
2011/05/19,23.977
2011/05/20,-26.818
2011/05/21,-10
2011/05/22,-23.016
2011/05/23,-26.224
2011/05/24,-18.729
2011/05/25,-32.573
2011/05/26,-23.986
2011/05/27,65.269
2011/05/28,57.419
2011/05/29,-16.667
2011/05/30,-15.584
2011/05/31,12
2011/06/01,-1.064
2011/06/02,16.316
2011/06/03,37.129
2011/06/04,22.321
2011/06/05,1.442
2011/06/06,-19.742
2011/06/07,-5.882
2011/06/08,-40.541
2011/06/09,-41.441
2011/06/10,-37.22
2011/06/11,-53.571
2011/06/12,-51.931
2011/06/13,-50.661
2011/06/14,-44.939
2011/06/15,-49.462
2011/06/16,-33.333
2011/06/17,-38.172
2011/06/18,-30.457
2011/06/19,-33.632
2011/06/20,-49.145
2011/06/21,-37.945
2011/06/22,-41.538
2011/06/23,-27.917
2011/06/24,-36.111
2011/06/25,0
2011/06/26,12.752
2011/06/27,-3.55
2011/06/28,-2.5
2011/06/29,16.86
2011/06/30,-7.853
2011/07/01,4.046
2011/07/02,3.55
2011/07/03,7.879
2011/07/04,14.118
2011/07/05,6.475
2011/07/06,-6.369
2011/07/07,26.718
2011/07/08,-5.455
2011/07/09,16.107
2011/07/10,18.978
2011/07/11,3.822
2011/07/12,37.589
2011/07/13,-16.23
2011/07/14,-5.556
2011/07/15,6.79
2011/07/16,14.65
2011/07/17,-12.941
2011/07/18,-9.412
2011/07/19,1.408
2011/07/20,-1.342
2011/07/21,15.789
2011/07/22,13.907
2011/07/23,10.959
2011/07/24,15.663
2011/07/25,18.182
2011/07/26,3.977
2011/07/27,-5.747
2011/07/28,29.032
2011/07/29,15.244
2011/07/30,17.763
2011/07/31,12.571
2011/08/01,18.788
2011/08/02,27.922
2011/08/03,39.49
2011/08/04,68.992
2011/08/05,52.857
2011/08/06,79.508
2011/08/07,89.683
2011/08/08,34.559
2011/08/09,30.822
2011/08/10,11.184
2011/08/11,51.095
2011/08/12,84.733
2011/08/13,69.231
2011/08/14,87.121
2011/08/15,99.225
2011/08/16,95.918
2011/08/17,25.735
2011/08/18,52.778
2011/08/19,67.939
2011/08/20,65.789
2011/08/21,78.75
2011/08/22,76.923
2011/08/23,98.065
2011/08/24,120.896
2011/08/25,23.704
2011/08/26,5.442
2011/08/27,47.541
2011/08/28,32.759
2011/08/29,8.696
2011/08/30,28.767
2011/08/31,22.581
2011/09/01,56.589
2011/09/02,43.59
2011/09/03,43.448
2011/09/04,73.881
2011/09/05,8.974
2011/09/06,22.517
2011/09/07,63.235
2011/09/08,72.868
2011/09/09,63.636
2011/09/10,75.188
2011/09/11,81.6
2011/09/12,85.714
2011/09/13,96.479
2011/09/14,23.288
2011/09/15,19.231
2011/09/16,65.546
2011/09/17,66.418
2011/09/18,48.101
2011/09/19,99.213
2011/09/20,85.714
2011/09/21,64.384
2011/09/22,45.946
2011/09/23,7.519
2011/09/24,15.504
2011/09/25,23.358
2011/09/26,19.403
2011/09/27,29.323
2011/09/28,29.932
2011/09/29,38.4
2011/09/30,38.525
2011/10/01,15.385
2011/10/02,40.496
2011/10/03,-4.138
2011/10/04,40.179
2011/10/05,-9.655
2011/10/06,28.906
2011/10/07,7.971
2011/10/08,15.126
2011/10/09,23.622
2011/10/10,14.634
2011/10/11,105.376
2011/10/12,20
2011/10/13,67.01
2011/10/14,12.95
2011/10/15,26.866
2011/10/16,42.857
2011/10/17,20.339
2011/10/18,24.167
2011/10/19,14.286
2011/10/20,31.304
2011/10/21,20.661
2011/10/22,69.388
2011/10/23,52.778
2011/10/24,38.583
2011/10/25,34.884
2011/10/26,32.479
2011/10/27,64
2011/10/28,44.762
2011/10/29,54.867
2011/10/30,48.649
2011/10/31,17.557
2011/11/01,4.667
2011/11/02,-16.234
2011/11/03,12
2011/11/04,-17.007
2011/11/05,-13.699
2011/11/06,-5.556
2011/11/07,10.606
2011/11/08,2.013
2011/11/09,-14.907
2011/11/10,-7.092
2011/11/11,9.244
2011/11/12,-7.692
2011/11/13,-10.417
2011/11/14,2.797
2011/11/15,-17.576
2011/11/16,6.667
2011/11/17,-5.755
2011/11/18,14.286
2011/11/19,30.081
2011/11/20,18.182
2011/11/21,31.356
2011/11/22,-4.286
2011/11/23,0.746
2011/11/24,30.088
2011/11/25,-9.63
2011/11/26,-3.333
2011/11/27,21.053
2011/11/28,14.961
2011/11/29,12.319
2011/11/30,-20.37
2011/12/01,-14.286
2011/12/02,-0.685
2011/12/03,-11.842
2011/12/04,14.706
2011/12/05,-4.43
2011/12/06,-20.468
2011/12/07,-6.522
2011/12/08,-6.098
2011/12/09,-9.524
2011/12/10,-13.194
2011/12/11,-12.5
2011/12/12,11.811
2011/12/13,10.606
2011/12/14,1.961
2011/12/15,6.25
2011/12/16,13.559
2011/12/17,5.333
2011/12/18,-11.806
2011/12/19,-11.95
2011/12/20,8.955
2011/12/21,-0.671
2011/12/22,-10.135
2011/12/23,-9.155
2011/12/24,-5.517
2011/12/25,-22.989
2011/12/26,-24.859
2011/12/27,1.379
2011/12/28,-19.355
2011/12/29,-11.594
2011/12/30,0.704
2011/12/31,-19.868
2012/01/01,-5.229
2012/01/02,-25.828
2012/01/03,-8.805
2012/01/04,-14.094
2012/01/05,-6.122
2012/01/06,-30.409
2012/01/07,-30.978
2012/01/08,-24.54
2012/01/09,-43.293
2012/01/10,-14.894
2012/01/11,-36.601
2012/01/12,-10.323
2012/01/13,-4.286
2012/01/14,-20.667
2012/01/15,-15.108
2012/01/16,-31.429
2012/01/17,-15.287
2012/01/18,-10.156
2012/01/19,-19.333
2012/01/20,-32.414
2012/01/21,-34.146
2012/01/22,-6.618
2012/01/23,-24.118
2012/01/24,-15.827
2012/01/25,-32.432
2012/01/26,-23.913
2012/01/27,-19.858
2012/01/28,-23.448
2012/01/29,-21.557
2012/01/30,-12.791
2012/01/31,2.667
2012/02/01,-11.348
2012/02/02,-7.547
2012/02/03,-7.595
2012/02/04,-8.28
2012/02/05,-7.042
2012/02/06,2.055
2012/02/07,17.518
2012/02/08,-2.759
2012/02/09,-17.931
2012/02/10,3.623
2012/02/11,-4
2012/02/12,-9.494
2012/02/13,20.438
2012/02/14,-2.174
2012/02/15,3.731
2012/02/16,-3.623
2012/02/17,-19.079
2012/02/18,-16.374
2012/02/19,-25.316
2012/02/20,0
2012/02/21,3.876
2012/02/22,-28.931
2012/02/23,-18.675
2012/02/24,-19.463
2012/02/25,-30.909
2012/02/26,-15.333
2012/02/27,-10.39
2012/02/28,1.25
2012/02/29,1.676
2012/03/01,-3.311
2012/03/02,13.433
2012/03/03,20.354
2012/03/04,15.328
2012/03/05,17.931
2012/03/06,0.73
2012/03/07,6.494
2012/03/08,-5.769
2012/03/09,-14.286
2012/03/10,-7.879
2012/03/11,-5.224
2012/03/12,-20.482
2012/03/13,-4.375
2012/03/14,-18.248
2012/03/15,-2.479
2012/03/16,-1.961
2012/03/17,-15.294
2012/03/18,-0.625
2012/03/19,-6.294
2012/03/20,-6.875
2012/03/21,-6.329
2012/03/22,-10.127
2012/03/23,15.079
2012/03/24,-5.435
2012/03/25,12.739
2012/03/26,-3.974
2012/03/27,-0.641
2012/03/28,-8
2012/03/29,0.709
2012/03/30,-1.948
2012/03/31,-10
2012/04/01,6.338
2012/04/02,37.069
2012/04/03,12.03
2012/04/04,7.299
2012/04/05,46.154
2012/04/06,35.294
2012/04/07,26.357
2012/04/08,9.333
2012/04/09,-3.425
2012/04/10,4.082
2012/04/11,9.929
2012/04/12,10.236
2012/04/13,21.951
2012/04/14,0
2012/04/15,63.551
2012/04/16,4.667
2012/04/17,-5.185
2012/04/18,15.385
2012/04/19,-7.643
2012/04/20,6.494
2012/04/21,-11.688
2012/04/22,21.429
2012/04/23,2.963
2012/04/24,7.246
2012/04/25,8.661
2012/04/26,-9.032
2012/04/27,7.407
2012/04/28,9.868
2012/04/29,-3.911
2012/04/30,-16.201
2012/05/01,-17.059
2012/05/02,6
2012/05/03,0.637
2012/05/04,-2.484
2012/05/05,-14.97
2012/05/06,-10.976
2012/05/07,-19.412
2012/05/08,-17.614
2012/05/09,-12.651
2012/05/10,6.977
2012/05/11,4.895
2012/05/12,23.438
2012/05/13,-2.143
2012/05/14,-0.719
2012/05/15,3.077
2012/05/16,14.05
2012/05/17,31.034
2012/05/18,17.931
2012/05/19,6.04
2012/05/20,1.449
2012/05/21,2.381
2012/05/22,38.261
2012/05/23,27.692
2012/05/24,19.2
2012/05/25,36.364
2012/05/26,5.634
2012/05/27,-3.145
2012/05/28,12.676
2012/05/29,42.063
2012/05/30,15.267
2012/05/31,-2.899
2012/06/01,-25.658
2012/06/02,-14.375
2012/06/03,-5.229
2012/06/04,-11.613
2012/06/05,4.762
2012/06/06,1.961
2012/06/07,20.863
2012/06/08,17.021
2012/06/09,-21.637
2012/06/10,0
2012/06/11,14.286
2012/06/12,-12.179
2012/06/13,-19.333
2012/06/14,-1.923
2012/06/15,6.918
2012/06/16,2.564
2012/06/17,-12.805
2012/06/18,-8.571
2012/06/19,7.483
2012/06/20,8.966
2012/06/21,-7.353
2012/06/22,33.333
2012/06/23,-4.268
2012/06/24,15.267
2012/06/25,1.299
2012/06/26,0.671
2012/06/27,-13.497
2012/06/28,12.409
2012/06/29,16.438
2012/06/30,7.576
2012/07/01,-18.31
2012/07/02,-12.5
2012/07/03,-14.375
2012/07/04,-22
2012/07/05,-5.556
2012/07/06,-16.774
2012/07/07,-9.639
2012/07/08,-4.575
2012/07/09,-9.816
2012/07/10,-6
2012/07/11,-5.224
2012/07/12,-18
2012/07/13,-14.724
2012/07/14,-33.54
2012/07/15,7.143
2012/07/16,-10
2012/07/17,-24.419
2012/07/18,1.29
2012/07/19,14.074
2012/07/20,4.054
2012/07/21,-0.709
2012/07/22,-12.903
2012/07/23,-2.128
2012/07/24,-21.118
2012/07/25,-3.125
2012/07/26,-20.118
2012/07/27,-14.607
2012/07/28,16.993
2012/07/29,7.831
2012/07/30,-3.409
2012/07/31,15.385
2012/08/01,17.164
2012/08/02,-2.424
2012/08/03,3.086
2012/08/04,5.128
2012/08/05,22.302
2012/08/06,25.714
2012/08/07,1.22
2012/08/08,-22.289
2012/08/09,-15.882
2012/08/10,-17.949
2012/08/11,-16.667
2012/08/12,-12.579
2012/08/13,-18.75
2012/08/14,-22.93
2012/08/15,-30.539
2012/08/16,-5.844
2012/08/17,7.971
2012/08/18,-8.609
2012/08/19,-30.769
2012/08/20,-33.908
2012/08/21,-24.855
2012/08/22,-19.872
2012/08/23,-26.667
2012/08/24,-4.054
2012/08/25,15.217
2012/08/26,-20.67
2012/08/27,-13.103
2012/08/28,-13.245
2012/08/29,-17.857
2012/08/30,-1.299
2012/08/31,14.286
2012/09/01,-4.969
2012/09/02,-5.488
2012/09/03,-6.369
2012/09/04,0
2012/09/05,-22.778
2012/09/06,-17.544
2012/09/07,1.786
2012/09/08,14.483
2012/09/09,-11.95
2012/09/10,4
2012/09/11,3.448
2012/09/12,0.645
2012/09/13,22.308
2012/09/14,-3.704
2012/09/15,13.889
2012/09/16,8.696
2012/09/17,-12.5
2012/09/18,-13.174
2012/09/19,-3.546
2012/09/20,-9.211
2012/09/21,-2.959
2012/09/22,-16.561
2012/09/23,-2.532
2012/09/24,-2.614
2012/09/25,17.266
2012/09/26,-2.143
2012/09/27,-9.317
2012/09/28,-16.456
2012/09/29,-15.476
2012/09/30,-4.403
2012/10/01,22.137
2012/10/02,2.74
2012/10/03,8.271
2012/10/04,18.321
2012/10/05,22.059
2012/10/06,-1.29
2012/10/07,30.4
2012/10/08,-15.73
2012/10/09,-5.634
2012/10/10,0.671
2012/10/11,18.116
2012/10/12,8.054
2012/10/13,-5.405
2012/10/14,18.11
2012/10/15,1.775
2012/10/16,0
2012/10/17,-4.93
2012/10/18,-5.732
2012/10/19,4.444
2012/10/20,-1.899
2012/10/21,-12.422
2012/10/22,2.548
2012/10/23,23.077
2012/10/24,4.321
2012/10/25,24.476
2012/10/26,-7.273
2012/10/27,-5.143
2012/10/28,6.024
2012/10/29,-17.722
2012/10/30,-6.294
2012/10/31,14.583
2012/11/01,18.248
2012/11/02,9.091
2012/11/03,-4.795
2012/11/04,-10.828
2012/11/05,2.5
2012/11/06,22.963
2012/11/07,8.28
2012/11/08,1.299
2012/11/09,10.526
2012/11/10,10.417
2012/11/11,8.844
2012/11/12,18.939
2012/11/13,19.286
2012/11/14,7.692
2012/11/15,1.471
2012/11/16,4.138
2012/11/17,30
2012/11/18,19.178
2012/11/19,18.493
2012/11/20,6.122
2012/11/21,8.553
2012/11/22,2.778
2012/11/23,-15.337
2012/11/24,18.543
2012/11/25,-0.685
2012/11/26,-3.822
2012/11/27,13.514
2012/11/28,-10.465
2012/11/29,-15.663
2012/11/30,28.8
2012/12/01,-1.796
2012/12/02,9.79
2012/12/03,4.082
2012/12/04,60.714
2012/12/05,40.164
2012/12/06,22.628
2012/12/07,12.403
2012/12/08,15.217
2012/12/09,19.048
2012/12/10,1.399
2012/12/11,7.639
2012/12/12,0
2012/12/13,23.664
2012/12/14,35.849
2012/12/15,38.793
2012/12/16,51.351
2012/12/17,24.627
2012/12/18,12.8
2012/12/19,7.042
2012/12/20,59.434
2012/12/21,24.603
2012/12/22,3.268
2012/12/23,25.41
2012/12/24,5.303
2012/12/25,12.903
2012/12/26,4.545
2012/12/27,1.282
2012/12/28,-0.592
2012/12/29,10.417
2012/12/30,-21.084
2012/12/31,-7.595
2013/01/01,-17.901
2013/01/02,-14.379
2013/01/03,-16.049
2013/01/04,1.307
2013/01/05,-11.348
2013/01/06,22.759
2013/01/07,-15.476
2013/01/08,12.03
2013/01/09,6.154
2013/01/10,1.361
2013/01/11,26.496
2013/01/12,4.098
2013/01/13,27.068
2013/01/14,-1.274
2013/01/15,17.355
2013/01/16,19.847
2013/01/17,21.622
2013/01/18,30.579
2013/01/19,4.545
2013/01/20,20.769
2013/01/21,-1.515
2013/01/22,12.5
2013/01/23,13.492
2013/01/24,5.769
2013/01/25,27.737
2013/01/26,6.41
2013/01/27,4.636
2013/01/28,-2.721
2013/01/29,-8.861
2013/01/30,-10.458
2013/01/31,-25.907
2013/02/01,-0.68
2013/02/02,2.614
2013/02/03,-13.978
2013/02/04,-17.683
2013/02/05,-5.988
2013/02/06,5.479
2013/02/07,-1.299
2013/02/08,-4.636
2013/02/09,2.797
2013/02/10,-18.012
2013/02/11,-11.95
2013/02/12,2.878
2013/02/13,-20.468
2013/02/14,-3.974
2013/02/15,-21.788
2013/02/16,-22.751
2013/02/17,-22.34
2013/02/18,-8.696
2013/02/19,-4.403
2013/02/20,-25.389
2013/02/21,-7.386
2013/02/22,-11.176
2013/02/23,-10.976
2013/02/24,0.641
2013/02/25,-27.451
2013/02/26,3.614
2013/02/27,-13.99
2013/02/28,-25.595
2013/03/01,9.868
2013/03/02,-1.379
2013/03/03,-8.696
2013/03/04,-37.43
2013/03/05,-12.23
2013/03/06,-11.613
2013/03/07,-19.375
2013/03/08,-13.75
2013/03/09,-25.444
2013/03/10,-21.858
2013/03/11,-12.195
2013/03/12,-3.704
2013/03/13,-16.561
2013/03/14,-40.782
2013/03/15,-32.558
2013/03/16,-36.571
2013/03/17,-35.885
2013/03/18,-34.211
2013/03/19,-16.471
2013/03/20,-49.763
2013/03/21,-42.202
2013/03/22,-33.188
2013/03/23,-43.779
2013/03/24,-30.159
2013/03/25,-13.889
2013/03/26,1.987
2013/03/27,19.084
2013/03/28,-7.65
2013/03/29,-17.241
2013/03/30,-4.046
2013/03/31,-6.509
2013/04/01,-18.182
2013/04/02,-15.47
2013/04/03,-7.429
2013/04/04,-0.649
2013/04/05,-10.759
2013/04/06,-11.043
2013/04/07,2.439
2013/04/08,-14.194
2013/04/09,-26.136
2013/04/10,-23.037
2013/04/11,-26.875
2013/04/12,-29.48
2013/04/13,-20.359
2013/04/14,2.614
2013/04/15,-26.22
2013/04/16,-25.989
2013/04/17,-35.088
2013/04/18,-17.687
2013/04/19,12.409
2013/04/20,-15.584
2013/04/21,-25
2013/04/22,-5.882
2013/04/23,-25
2013/04/24,-3.704
2013/04/25,-20.349
2013/04/26,-8.772
2013/04/27,2.721
2013/04/28,-16.949
2013/04/29,-9.195
2013/04/30,2.685
2013/05/01,27.815
2013/05/02,9.701
2013/05/03,11.679
2013/05/04,16.981
2013/05/05,-0.606
2013/05/06,0.602
2013/05/07,-13.095
2013/05/08,-6.667
2013/05/09,-7.927
2013/05/10,-16.86
2013/05/11,-11.538
2013/05/12,-5.357
2013/05/13,-20.115
2013/05/14,11.039
2013/05/15,7.092
2013/05/16,20.946
2013/05/17,17.391
2013/05/18,26.174
2013/05/19,3.205
2013/05/20,23.256
2013/05/21,27.815
2013/05/22,12.821
2013/05/23,-2.299
2013/05/24,-2.959
2013/05/25,-5.455
2013/05/26,25.153
2013/05/27,-5.682
2013/05/28,22.152
2013/05/29,0
2013/05/30,-15.084
2013/05/31,-17.143
2013/06/01,-24.413
2013/06/02,-10.05
2013/06/03,-34.742
2013/06/04,-27.23
2013/06/05,-13.043
2013/06/06,-11.602
2013/06/07,4.969
2013/06/08,1.105
2013/06/09,3.145
2013/06/10,-22.414
2013/06/11,-12.778
2013/06/12,-11.823
2013/06/13,-7.527
2013/06/14,-2.778
2013/06/15,20.809
2013/06/16,2.703
2013/06/17,17.241
2013/06/18,50.714
2013/06/19,60.294
2013/06/20,48.701
2013/06/21,29.167
2013/06/22,7.386
2013/06/23,-12.727
2013/06/24,0.667
2013/06/25,-16.561
2013/06/26,5.172
2013/06/27,4.192
2013/06/28,2.367
2013/06/29,0
2013/06/30,29.412
2013/07/01,15.287
2013/07/02,14.379
2013/07/03,-16.304
2013/07/04,-4.242
2013/07/05,-12.366
2013/07/06,-12.299
2013/07/07,-16.667
2013/07/08,-8.333
2013/07/09,3.243
2013/07/10,-17.949
2013/07/11,-0.575
2013/07/12,8.442
2013/07/13,-2.548
2013/07/14,-4.651
2013/07/15,7.927
2013/07/16,4.268
2013/07/17,-20.109
2013/07/18,-14.907
2013/07/19,-9.942
2013/07/20,-5.376
2013/07/21,-23.116
2013/07/22,1.818
2013/07/23,14.894
2013/07/24,8.176
2013/07/25,17.123
2013/07/26,-10.366
2013/07/27,-2.21
2013/07/28,3.571
2013/07/29,-16.292
2013/07/30,-23.35
2013/07/31,-29.474
2013/08/01,-22.599
2013/08/02,-17.187
2013/08/03,-2.941
2013/08/04,-7.263
2013/08/05,-11.111
2013/08/06,-13.158
2013/08/07,-11.828
2013/08/08,-16.098
2013/08/09,-6.667
2013/08/10,-20
2013/08/11,-19.444
2013/08/12,-28.704
2013/08/13,-22.951
2013/08/14,-11.905
2013/08/15,-5.294
2013/08/16,-11.31
2013/08/17,-17.895
2013/08/18,-33.505
2013/08/19,-14.689
2013/08/20,-17.895
2013/08/21,-11.224
2013/08/22,-21.759
2013/08/23,-15.816
2013/08/24,-10.929
2013/08/25,16.556
2013/08/26,-4.819
2013/08/27,-0.592
2013/08/28,0.562
2013/08/29,-7.407
2013/08/30,3.902
2013/08/31,-10.762
2013/09/01,-3.62
2013/09/02,-0.93
2013/09/03,-5.155
2013/09/04,11.043
2013/09/05,-10.056
2013/09/06,-2.162
2013/09/07,9.655
2013/09/08,10.828
2013/09/09,-11.33
2013/09/10,6.283
2013/09/11,-7
2013/09/12,-15.493
2013/09/13,-15.196
2013/09/14,-15.138
2013/09/15,-19.89
2013/09/16,-9.091
2013/09/17,-24.022
2013/09/18,-6.667
2013/09/19,-11.579
2013/09/20,-12
2013/09/21,-12.698
2013/09/22,-26.108
2013/09/23,-25.238
2013/09/24,-17.925
2013/09/25,-18.932
2013/09/26,4.321
2013/09/27,-5.056
2013/09/28,-13.559
2013/09/29,-7.647
2013/09/30,-6.135
2013/10/01,-1.604
2013/10/02,-13.613
2013/10/03,-6.533
2013/10/04,3.889
2013/10/05,-15.068
2013/10/06,3.784
2013/10/07,18.59
2013/10/08,21.118
2013/10/09,-2.793
2013/10/10,-19.792
2013/10/11,-15.135
2013/10/12,-19.626
2013/10/13,-25.792
2013/10/14,-34.4
2013/10/15,-29.231
2013/10/16,-23.333
2013/10/17,2.395
2013/10/18,-3.125
2013/10/19,-10.762
2013/10/20,-17.085
2013/10/21,-33.175
2013/10/22,-35.102
2013/10/23,-33.937
2013/10/24,-23.721
2013/10/25,-22.979
2013/10/26,-7.692
2013/10/27,-0.559
2013/10/28,12.571
2013/10/29,18.75
2013/10/30,-9.231
2013/10/31,-9.005
2013/11/01,-18.269
2013/11/02,-11.386
2013/11/03,-1.562
2013/11/04,-2.564
2013/11/05,6.897
2013/11/06,25.767
2013/11/07,35.417
2013/11/08,56.716
2013/11/09,45.946
2013/11/10,26.316
2013/11/11,-2.139
2013/11/12,-16.418
2013/11/13,1.19
2013/11/14,-8.197
2013/11/15,14.458
2013/11/16,0
