Date,top100cap30std
2010/10/17,2.571
2010/10/18,2.55
2010/10/19,2.501
2010/10/20,2.44
2010/10/21,2.347
2010/10/22,2.218
2010/10/23,2.086
2010/10/24,1.925
2010/10/25,1.746
2010/10/26,1.542
2010/10/27,1.365
2010/10/28,1.331
2010/10/29,1.277
2010/10/30,1.196
2010/10/31,1.094
2010/11/01,1.053
2010/11/02,1.004
2010/11/03,0.893
2010/11/04,0.767
2010/11/05,0.582
2010/11/06,0.487
2010/11/07,0.406
2010/11/08,0.456
2010/11/09,0.503
2010/11/10,0.5
2010/11/11,0.479
2010/11/12,0.466
2010/11/13,0.459
2010/11/14,0.446
2010/11/15,0.442
2010/11/16,0.437
2010/11/17,0.443
2010/11/18,0.434
2010/11/19,0.427
2010/11/20,0.422
2010/11/21,0.417
2010/11/22,0.41
2010/11/23,0.402
2010/11/24,0.401
2010/11/25,0.415
2010/11/26,0.43
2010/11/27,0.438
2010/11/28,0.434
2010/11/29,0.42
2010/11/30,0.421
2010/12/01,0.439
2010/12/02,0.492
2010/12/03,0.568
2010/12/04,0.631
2010/12/05,0.686
2010/12/06,0.703
2010/12/07,0.697
2010/12/08,0.718
2010/12/09,0.733
2010/12/10,0.747
2010/12/11,0.757
2010/12/12,0.76
2010/12/13,0.774
2010/12/14,0.784
2010/12/15,0.779
2010/12/16,0.763
2010/12/17,0.749
2010/12/18,0.722
2010/12/19,0.682
2010/12/20,0.651
2010/12/21,0.62
2010/12/22,0.581
2010/12/23,0.551
2010/12/24,0.536
2010/12/25,0.525
2010/12/26,0.517
2010/12/27,0.498
2010/12/28,0.48
2010/12/29,0.478
2010/12/30,0.501
2010/12/31,0.552
2011/01/01,0.603
2011/01/02,0.638
2011/01/03,0.659
2011/01/04,0.671
2011/01/05,0.69
2011/01/06,0.715
2011/01/07,0.738
2011/01/08,0.76
2011/01/09,0.772
2011/01/10,0.792
2011/01/11,0.799
2011/01/12,0.776
2011/01/13,0.744
2011/01/14,0.71
2011/01/15,0.677
2011/01/16,0.632
2011/01/17,0.584
2011/01/18,0.555
2011/01/19,0.517
2011/01/20,0.507
2011/01/21,0.487
2011/01/22,0.466
2011/01/23,0.439
2011/01/24,0.404
2011/01/25,0.37
2011/01/26,0.308
2011/01/27,0.992
2011/01/28,1.352
2011/01/29,1.614
2011/01/30,1.818
2011/01/31,1.977
2011/02/01,2.124
2011/02/02,2.231
2011/02/03,2.326
2011/02/04,2.402
2011/02/05,2.465
2011/02/06,2.503
2011/02/07,2.543
2011/02/08,2.563
2011/02/09,2.571
2011/02/10,2.57
2011/02/11,2.55
2011/02/12,2.522
2011/02/13,2.484
2011/02/14,2.43
2011/02/15,2.375
2011/02/16,2.31
2011/02/17,2.226
2011/02/18,2.114
2011/02/19,1.987
2011/02/20,1.842
2011/02/21,1.668
2011/02/22,1.503
2011/02/23,1.298
2011/02/24,1.032
2011/02/25,0.576
2011/02/26,0.596
2011/02/27,0.576
2011/02/28,0.565
2011/03/01,0.548
2011/03/02,1.064
2011/03/03,1.393
2011/03/04,1.665
2011/03/05,1.868
2011/03/06,2.03
2011/03/07,2.165
2011/03/08,2.286
2011/03/09,2.38
2011/03/10,2.475
2011/03/11,2.561
2011/03/12,2.641
2011/03/13,2.71
2011/03/14,2.754
2011/03/15,2.787
2011/03/16,2.801
2011/03/17,2.792
2011/03/18,2.768
2011/03/19,2.735
2011/03/20,2.697
2011/03/21,2.642
2011/03/22,2.568
2011/03/23,2.478
2011/03/24,2.389
2011/03/25,2.286
2011/03/26,2.17
2011/03/27,2.039
2011/03/28,1.885
2011/03/29,1.587
2011/03/30,1.251
2011/03/31,0.594
2011/04/01,0.583
2011/04/02,0.604
2011/04/03,0.634
2011/04/04,0.66
2011/04/05,0.676
2011/04/06,0.684
2011/04/07,0.686
2011/04/08,0.687
2011/04/09,0.714
2011/04/10,0.749
2011/04/11,0.782
2011/04/12,0.826
2011/04/13,0.861
2011/04/14,0.856
2011/04/15,0.847
2011/04/16,0.832
2011/04/17,0.827
2011/04/18,0.828
2011/04/19,0.828
2011/04/20,0.815
2011/04/21,0.794
2011/04/22,0.763
2011/04/23,0.734
2011/04/24,0.709
2011/04/25,0.679
2011/04/26,0.658
2011/04/27,0.638
2011/04/28,0.624
2011/04/29,0.65
2011/04/30,0.667
2011/05/01,0.683
2011/05/02,0.701
2011/05/03,0.728
2011/05/04,0.769
2011/05/05,0.8
2011/05/06,0.808
2011/05/07,0.815
2011/05/08,0.814
2011/05/09,0.805
2011/05/10,0.792
2011/05/11,0.791
2011/05/12,0.787
2011/05/13,0.806
2011/05/14,0.851
2011/05/15,0.937
2011/05/16,1.017
2011/05/17,1.05
2011/05/18,1.075
2011/05/19,1.124
2011/05/20,1.158
2011/05/21,1.293
2011/05/22,1.396
2011/05/23,1.431
2011/05/24,1.439
2011/05/25,1.431
2011/05/26,1.406
2011/05/27,1.381
2011/05/28,1.322
2011/05/29,1.189
2011/05/30,1.189
2011/05/31,1.18
2011/06/01,1.162
2011/06/02,1.152
2011/06/03,1.154
2011/06/04,1.143
2011/06/05,1.104
2011/06/06,1.045
2011/06/07,0.953
2011/06/08,0.886
2011/06/09,0.822
2011/06/10,0.853
2011/06/11,0.879
2011/06/12,0.935
2011/06/13,1
2011/06/14,1.005
2011/06/15,1.006
2011/06/16,1.005
2011/06/17,1.011
2011/06/18,1.02
2011/06/19,1.023
2011/06/20,1.007
2011/06/21,0.993
2011/06/22,0.992
2011/06/23,1.03
2011/06/24,1.055
2011/06/25,1.06
2011/06/26,1.062
2011/06/27,1.073
2011/06/28,1.074
2011/06/29,1.075
2011/06/30,1.084
2011/07/01,1.089
2011/07/02,1.095
2011/07/03,1.1
2011/07/04,1.109
2011/07/05,1.111
2011/07/06,1.119
2011/07/07,1.126
2011/07/08,1.095
2011/07/09,1.055
2011/07/10,0.984
2011/07/11,0.932
2011/07/12,0.904
2011/07/13,0.841
2011/07/14,0.861
2011/07/15,0.887
2011/07/16,0.921
2011/07/17,0.955
2011/07/18,0.967
2011/07/19,0.959
2011/07/20,0.955
2011/07/21,0.955
2011/07/22,0.961
2011/07/23,0.882
2011/07/24,0.805
2011/07/25,0.763
2011/07/26,0.737
2011/07/27,0.653
2011/07/28,0.622
2011/07/29,0.624
2011/07/30,0.651
2011/07/31,0.678
2011/08/01,0.724
2011/08/02,0.764
2011/08/03,0.802
2011/08/04,0.804
2011/08/05,0.809
2011/08/06,0.781
2011/08/07,0.75
2011/08/08,0.723
2011/08/09,0.7
2011/08/10,0.678
2011/08/11,0.658
2011/08/12,0.643
2011/08/13,0.628
2011/08/14,0.616
2011/08/15,0.606
2011/08/16,0.598
2011/08/17,0.57
2011/08/18,0.549
2011/08/19,0.532
2011/08/20,0.518
2011/08/21,0.51
2011/08/22,0.503
2011/08/23,0.497
2011/08/24,0.498
2011/08/25,0.52
2011/08/26,0.542
2011/08/27,0.541
2011/08/28,0.54
2011/08/29,0.539
2011/08/30,0.531
2011/08/31,0.508
2011/09/01,0.481
2011/09/02,0.446
2011/09/03,0.435
2011/09/04,0.411
2011/09/05,0.421
2011/09/06,0.433
2011/09/07,0.419
2011/09/08,0.412
2011/09/09,0.413
2011/09/10,0.416
2011/09/11,0.598
2011/09/12,0.77
2011/09/13,0.893
2011/09/14,0.986
2011/09/15,1.054
2011/09/16,1.117
2011/09/17,1.171
2011/09/18,1.219
2011/09/19,1.255
2011/09/20,1.282
2011/09/21,1.35
2011/09/22,1.4
2011/09/23,1.437
2011/09/24,1.43
2011/09/25,1.405
2011/09/26,1.403
2011/09/27,1.392
2011/09/28,1.37
2011/09/29,1.338
2011/09/30,1.296
2011/10/01,1.249
2011/10/02,1.19
2011/10/03,1.112
2011/10/04,1.022
2011/10/05,0.909
2011/10/06,0.764
2011/10/07,0.679
2011/10/08,0.569
2011/10/09,0.45
2011/10/10,0.275
2011/10/11,0.285
2011/10/12,0.291
2011/10/13,0.296
2011/10/14,0.306
2011/10/15,0.319
2011/10/16,0.333
2011/10/17,0.357
2011/10/18,0.389
2011/10/19,0.416
2011/10/20,0.45
2011/10/21,0.435
2011/10/22,0.437
2011/10/23,0.442
2011/10/24,0.442
2011/10/25,0.45
2011/10/26,0.459
2011/10/27,0.469
2011/10/28,0.477
2011/10/29,0.461
2011/10/30,0.447
2011/10/31,0.434
2011/11/01,0.423
2011/11/02,0.414
2011/11/03,0.4
2011/11/04,0.387
2011/11/05,0.379
2011/11/06,0.358
2011/11/07,0.337
2011/11/08,0.325
2011/11/09,0.321
2011/11/10,0.315
2011/11/11,0.314
2011/11/12,0.304
2011/11/13,0.3
2011/11/14,0.297
2011/11/15,0.297
2011/11/16,0.299
2011/11/17,0.314
2011/11/18,0.348
2011/11/19,0.367
2011/11/20,0.394
2011/11/21,0.427
2011/11/22,0.459
2011/11/23,0.492
2011/11/24,0.52
2011/11/25,0.549
2011/11/26,0.577
2011/11/27,0.606
2011/11/28,0.584
2011/11/29,0.563
2011/11/30,0.548
2011/12/01,0.534
2011/12/02,0.524
2011/12/03,0.5
2011/12/04,0.477
2011/12/05,0.458
2011/12/06,0.452
2011/12/07,0.45
2011/12/08,0.976
2011/12/09,2.202
2011/12/10,2.927
2011/12/11,3.507
2011/12/12,3.99
2011/12/13,4.383
2011/12/14,4.711
2011/12/15,4.984
2011/12/16,5.209
2011/12/17,5.398
2011/12/18,5.559
2011/12/19,5.682
2011/12/20,5.748
2011/12/21,5.791
2011/12/22,5.815
2011/12/23,5.816
2011/12/24,5.791
2011/12/25,5.746
2011/12/26,5.676
2011/12/27,5.584
2011/12/28,5.416
2011/12/29,5.211
2011/12/30,4.985
2011/12/31,4.716
2012/01/01,4.402
2012/01/02,4.038
2012/01/03,3.601
2012/01/04,3.063
2012/01/05,2.384
2012/01/06,1.346
2012/01/07,0.329
2012/01/08,0.287
2012/01/09,0.249
2012/01/10,0.245
2012/01/11,0.249
2012/01/12,0.251
2012/01/13,0.255
2012/01/14,0.263
2012/01/15,0.267
2012/01/16,0.266
2012/01/17,0.263
2012/01/18,0.259
2012/01/19,0.288
2012/01/20,0.314
2012/01/21,0.341
2012/01/22,0.37
2012/01/23,0.39
2012/01/24,0.407
2012/01/25,0.43
2012/01/26,0.445
2012/01/27,0.457
2012/01/28,0.465
2012/01/29,0.476
2012/01/30,0.482
2012/01/31,0.487
2012/02/01,0.483
2012/02/02,0.478
2012/02/03,0.464
2012/02/04,0.456
2012/02/05,0.432
2012/02/06,0.392
2012/02/07,0.334
2012/02/08,0.327
2012/02/09,0.316
2012/02/10,0.3
2012/02/11,0.276
2012/02/12,0.257
2012/02/13,0.248
2012/02/14,0.333
2012/02/15,0.36
2012/02/16,0.432
2012/02/17,0.512
2012/02/18,0.6
2012/02/19,0.675
2012/02/20,0.742
2012/02/21,0.789
2012/02/22,0.834
2012/02/23,0.877
2012/02/24,0.915
2012/02/25,0.915
2012/02/26,0.913
2012/02/27,0.912
2012/02/28,0.904
2012/02/29,0.897
2012/03/01,0.888
2012/03/02,0.878
2012/03/03,0.867
2012/03/04,0.858
2012/03/05,0.84
2012/03/06,0.82
2012/03/07,0.798
2012/03/08,0.776
2012/03/09,0.753
2012/03/10,0.726
2012/03/11,0.696
2012/03/12,0.676
2012/03/13,0.656
2012/03/14,0.595
2012/03/15,0.336
2012/03/16,0.327
2012/03/17,0.327
2012/03/18,0.325
2012/03/19,0.316
2012/03/20,0.305
2012/03/21,0.29
2012/03/22,0.287
2012/03/23,0.276
2012/03/24,0.261
2012/03/25,0.251
2012/03/26,0.258
2012/03/27,0.259
2012/03/28,0.275
2012/03/29,0.278
2012/03/30,0.286
2012/03/31,0.289
2012/04/01,0.291
2012/04/02,0.308
2012/04/03,0.313
2012/04/04,0.342
2012/04/05,0.378
2012/04/06,0.467
2012/04/07,0.531
2012/04/08,0.581
2012/04/09,0.579
2012/04/10,0.577
2012/04/11,0.568
2012/04/12,0.554
2012/04/13,0.542
2012/04/14,0.535
2012/04/15,0.528
2012/04/16,0.534
2012/04/17,0.563
2012/04/18,0.582
2012/04/19,0.606
2012/04/20,0.646
2012/04/21,0.659
2012/04/22,0.685
2012/04/23,0.69
2012/04/24,0.722
2012/04/25,0.734
2012/04/26,0.746
2012/04/27,0.76
2012/04/28,0.767
2012/04/29,0.754
2012/04/30,0.734
2012/05/01,0.71
2012/05/02,0.691
2012/05/03,0.655
2012/05/04,0.64
2012/05/05,0.63
2012/05/06,0.67
2012/05/07,0.713
2012/05/08,0.745
2012/05/09,0.757
2012/05/10,0.766
2012/05/11,0.815
2012/05/12,0.834
2012/05/13,0.826
2012/05/14,0.797
2012/05/15,0.779
2012/05/16,0.805
2012/05/17,0.873
2012/05/18,0.928
2012/05/19,0.97
2012/05/20,1.016
2012/05/21,1.056
2012/05/22,1.12
2012/05/23,1.181
2012/05/24,1.238
2012/05/25,1.28
2012/05/26,1.317
2012/05/27,1.342
2012/05/28,1.356
2012/05/29,1.347
2012/05/30,1.327
2012/05/31,1.277
2012/06/01,1.201
2012/06/02,1.112
2012/06/03,0.997
2012/06/04,0.878
2012/06/05,0.843
2012/06/06,0.812
2012/06/07,0.775
2012/06/08,0.751
2012/06/09,0.716
2012/06/10,0.711
2012/06/11,0.705
2012/06/12,0.702
2012/06/13,0.686
2012/06/14,0.679
2012/06/15,0.683
2012/06/16,0.687
2012/06/17,0.697
2012/06/18,0.703
2012/06/19,0.706
2012/06/20,0.71
2012/06/21,0.7
2012/06/22,0.682
2012/06/23,0.654
2012/06/24,0.615
2012/06/25,0.575
2012/06/26,0.535
2012/06/27,0.478
2012/06/28,0.402
2012/06/29,0.281
2012/06/30,0.208
2012/07/01,0.213
2012/07/02,0.213
2012/07/03,0.213
2012/07/04,0.216
2012/07/05,0.212
2012/07/06,0.208
2012/07/07,0.198
2012/07/08,0.183
2012/07/09,0.174
2012/07/10,0.173
2012/07/11,0.172
2012/07/12,0.232
2012/07/13,0.252
2012/07/14,0.266
2012/07/15,0.28
2012/07/16,0.281
2012/07/17,0.276
2012/07/18,0.276
2012/07/19,0.282
2012/07/20,0.287
2012/07/21,0.296
2012/07/22,0.307
2012/07/23,0.315
2012/07/24,0.334
2012/07/25,0.34
2012/07/26,0.331
2012/07/27,0.334
2012/07/28,0.338
2012/07/29,0.341
2012/07/30,0.344
2012/07/31,0.349
2012/08/01,0.35
2012/08/02,0.361
2012/08/03,0.368
2012/08/04,0.374
2012/08/05,0.381
2012/08/06,0.384
2012/08/07,0.386
2012/08/08,0.394
2012/08/09,0.414
2012/08/10,0.427
2012/08/11,0.395
2012/08/12,0.377
2012/08/13,0.379
2012/08/14,0.355
2012/08/15,0.348
2012/08/16,0.346
2012/08/17,0.348
2012/08/18,0.36
2012/08/19,0.449
2012/08/20,0.608
2012/08/21,0.763
2012/08/22,0.931
2012/08/23,1.072
2012/08/24,1.217
2012/08/25,1.347
2012/08/26,1.448
2012/08/27,1.558
2012/08/28,1.649
2012/08/29,1.741
2012/08/30,1.858
2012/08/31,1.947
2012/09/01,2.044
2012/09/02,2.134
2012/09/03,2.2
2012/09/04,2.255
2012/09/05,2.312
2012/09/06,2.361
2012/09/07,2.406
2012/09/08,2.447
2012/09/09,2.467
2012/09/10,2.483
2012/09/11,2.503
2012/09/12,2.527
2012/09/13,2.534
2012/09/14,2.527
2012/09/15,2.493
2012/09/16,2.447
2012/09/17,2.377
2012/09/18,2.34
2012/09/19,2.356
2012/09/20,2.368
2012/09/21,2.344
2012/09/22,2.314
2012/09/23,2.292
2012/09/24,2.259
2012/09/25,2.205
2012/09/26,2.151
2012/09/27,2.08
2012/09/28,2.004
2012/09/29,1.944
2012/09/30,1.869
2012/10/01,1.796
2012/10/02,1.716
2012/10/03,1.616
2012/10/04,1.5
2012/10/05,1.394
2012/10/06,1.29
2012/10/07,1.187
2012/10/08,1.083
2012/10/09,0.956
2012/10/10,0.814
2012/10/11,0.693
2012/10/12,0.581
2012/10/13,0.483
2012/10/14,0.402
2012/10/15,0.328
2012/10/16,0.269
2012/10/17,0.225
2012/10/18,0.184
2012/10/19,0.183
2012/10/20,0.183
2012/10/21,0.169
2012/10/22,0.259
2012/10/23,0.314
2012/10/24,0.359
2012/10/25,0.387
2012/10/26,0.415
2012/10/27,0.435
2012/10/28,0.448
2012/10/29,0.457
2012/10/30,0.504
2012/10/31,0.523
2012/11/01,0.542
2012/11/02,0.548
2012/11/03,0.56
2012/11/04,0.571
2012/11/05,0.575
2012/11/06,0.579
2012/11/07,0.562
2012/11/08,0.541
2012/11/09,0.527
2012/11/10,0.512
2012/11/11,0.492
2012/11/12,0.462
2012/11/13,0.428
2012/11/14,0.388
2012/11/15,0.363
2012/11/16,0.332
2012/11/17,0.297
2012/11/18,0.252
2012/11/19,0.193
2012/11/20,0.187
2012/11/21,0.22
2012/11/22,0.254
2012/11/23,0.279
2012/11/24,0.289
2012/11/25,0.298
2012/11/26,0.295
2012/11/27,0.307
2012/11/28,0.324
2012/11/29,0.347
2012/11/30,0.374
2012/12/01,0.398
2012/12/02,0.414
2012/12/03,0.439
2012/12/04,0.45
2012/12/05,0.454
2012/12/06,0.458
2012/12/07,0.456
2012/12/08,0.449
2012/12/09,0.436
2012/12/10,0.42
2012/12/11,0.405
2012/12/12,0.382
2012/12/13,0.36
2012/12/14,0.342
2012/12/15,0.33
2012/12/16,0.332
2012/12/17,0.342
2012/12/18,0.367
2012/12/19,0.379
2012/12/20,0.397
2012/12/21,0.425
2012/12/22,0.448
2012/12/23,0.468
2012/12/24,0.492
2012/12/25,0.514
2012/12/26,0.522
2012/12/27,0.531
2012/12/28,0.529
2012/12/29,0.523
2012/12/30,0.509
2012/12/31,0.492
2013/01/01,0.472
2013/01/02,0.437
2013/01/03,0.411
2013/01/04,0.387
2013/01/05,0.362
2013/01/06,0.331
2013/01/07,0.296
2013/01/08,0.274
2013/01/09,0.245
2013/01/10,0.217
2013/01/11,0.183
2013/01/12,0.178
2013/01/13,0.188
2013/01/14,0.201
2013/01/15,0.217
2013/01/16,0.227
2013/01/17,0.243
2013/01/18,0.253
2013/01/19,0.262
2013/01/20,0.271
2013/01/21,0.282
2013/01/22,0.289
2013/01/23,0.292
2013/01/24,0.303
2013/01/25,0.309
2013/01/26,0.309
2013/01/27,0.307
2013/01/28,0.304
2013/01/29,0.298
2013/01/30,0.296
2013/01/31,0.291
2013/02/01,0.28
2013/02/02,0.263
2013/02/03,0.253
2013/02/04,0.243
2013/02/05,0.223
2013/02/06,0.195
2013/02/07,0.195
2013/02/08,0.195
2013/02/09,0.194
2013/02/10,0.193
2013/02/11,0.192
2013/02/12,0.196
2013/02/13,0.198
2013/02/14,0.196
2013/02/15,0.192
2013/02/16,0.184
2013/02/17,0.185
2013/02/18,0.187
2013/02/19,0.188
2013/02/20,0.178
2013/02/21,0.171
2013/02/22,0.169
2013/02/23,0.152
2013/02/24,0.146
2013/02/25,0.156
2013/02/26,0.161
2013/02/27,0.167
2013/02/28,0.171
2013/03/01,0.167
2013/03/02,0.164
2013/03/03,0.157
2013/03/04,0.156
2013/03/05,0.154
2013/03/06,0.154
2013/03/07,0.152
2013/03/08,0.165
2013/03/09,0.176
2013/03/10,0.178
2013/03/11,0.182
2013/03/12,0.187
2013/03/13,0.193
2013/03/14,0.197
2013/03/15,0.196
2013/03/16,0.196
2013/03/17,0.196
2013/03/18,0.196
2013/03/19,0.187
2013/03/20,0.177
2013/03/21,0.167
2013/03/22,0.167
2013/03/23,0.167
2013/03/24,0.166
2013/03/25,0.169
2013/03/26,0.18
2013/03/27,0.198
2013/03/28,0.22
2013/03/29,0.263
2013/03/30,0.315
2013/03/31,0.333
2013/04/01,0.367
2013/04/02,0.408
2013/04/03,0.437
2013/04/04,0.459
2013/04/05,0.464
2013/04/06,0.467
2013/04/07,0.47
2013/04/08,0.47
2013/04/09,0.465
2013/04/10,0.464
2013/04/11,0.501
2013/04/12,0.525
2013/04/13,0.546
2013/04/14,0.559
2013/04/15,0.594
2013/04/16,0.639
2013/04/17,0.653
2013/04/18,0.662
2013/04/19,0.669
2013/04/20,0.681
2013/04/21,0.678
2013/04/22,0.664
2013/04/23,0.645
2013/04/24,0.611
2013/04/25,0.592
2013/04/26,0.58
2013/04/27,0.558
2013/04/28,0.548
2013/04/29,0.545
2013/04/30,0.533
2013/05/01,0.527
2013/05/02,0.525
2013/05/03,0.52
2013/05/04,0.515
2013/05/05,0.497
2013/05/06,0.479
2013/05/07,0.452
2013/05/08,0.407
2013/05/09,0.36
2013/05/10,0.319
2013/05/11,0.329
2013/05/12,0.338
2013/05/13,0.348
2013/05/14,0.356
2013/05/15,0.359
2013/05/16,0.345
2013/05/17,0.342
2013/05/18,0.334
2013/05/19,0.326
2013/05/20,0.299
2013/05/21,0.273
2013/05/22,0.239
2013/05/23,0.196
2013/05/24,0.185
2013/05/25,0.178
2013/05/26,0.155
2013/05/27,0.159
2013/05/28,0.16
2013/05/29,0.17
2013/05/30,0.177
2013/05/31,0.188
2013/06/01,0.191
2013/06/02,0.189
2013/06/03,0.2
2013/06/04,0.211
2013/06/05,0.215
2013/06/06,0.224
2013/06/07,0.228
2013/06/08,0.227
2013/06/09,0.226
2013/06/10,0.226
2013/06/11,0.228
2013/06/12,0.228
2013/06/13,0.227
2013/06/14,0.225
2013/06/15,0.216
2013/06/16,0.21
2013/06/17,0.205
2013/06/18,0.2
2013/06/19,0.197
2013/06/20,0.196
2013/06/21,0.191
2013/06/22,0.185
2013/06/23,0.177
2013/06/24,0.183
2013/06/25,0.184
2013/06/26,0.188
2013/06/27,0.193
2013/06/28,0.199
2013/06/29,0.209
2013/06/30,0.215
2013/07/01,0.226
2013/07/02,0.24
2013/07/03,0.244
2013/07/04,0.255
2013/07/05,0.283
2013/07/06,0.318
2013/07/07,0.342
2013/07/08,0.37
2013/07/09,0.397
2013/07/10,0.414
2013/07/11,0.425
2013/07/12,0.431
2013/07/13,0.426
2013/07/14,0.419
2013/07/15,0.41
2013/07/16,0.402
2013/07/17,0.395
2013/07/18,0.409
2013/07/19,0.411
2013/07/20,0.407
2013/07/21,0.403
2013/07/22,0.394
2013/07/23,0.383
2013/07/24,0.37
2013/07/25,0.348
2013/07/26,0.324
2013/07/27,0.301
2013/07/28,0.277
2013/07/29,0.259
2013/07/30,0.239
2013/07/31,0.238
2013/08/01,0.229
2013/08/02,0.218
2013/08/03,0.211
2013/08/04,0.209
2013/08/05,0.209
2013/08/06,0.209
2013/08/07,0.209
2013/08/08,0.21
2013/08/09,0.21
2013/08/10,0.209
2013/08/11,0.212
2013/08/12,0.24
2013/08/13,0.27
2013/08/14,0.276
2013/08/15,0.262
2013/08/16,0.247
2013/08/17,0.247
2013/08/18,0.246
2013/08/19,0.244
2013/08/20,0.251
2013/08/21,0.263
2013/08/22,0.27
2013/08/23,0.298
2013/08/24,0.323
2013/08/25,0.343
2013/08/26,0.366
2013/08/27,0.393
2013/08/28,0.415
2013/08/29,0.453
2013/08/30,0.479
2013/08/31,0.507
2013/09/01,0.537
2013/09/02,0.569
2013/09/03,0.598
2013/09/04,0.617
2013/09/05,0.645
2013/09/06,0.667
2013/09/07,0.685
2013/09/08,0.7
2013/09/09,0.73
2013/09/10,0.746
2013/09/11,0.738
2013/09/12,0.711
2013/09/13,0.686
2013/09/14,0.663
2013/09/15,0.643
2013/09/16,0.639
2013/09/17,0.628
2013/09/18,0.609
2013/09/19,0.587
2013/09/20,0.565
2013/09/21,0.536
2013/09/22,0.533
2013/09/23,0.522
2013/09/24,0.505
2013/09/25,0.489
2013/09/26,0.471
2013/09/27,0.439
2013/09/28,0.423
2013/09/29,0.401
2013/09/30,0.377
2013/10/01,0.355
2013/10/02,0.336
2013/10/03,0.333
2013/10/04,0.319
2013/10/05,0.322
2013/10/06,0.322
2013/10/07,0.323
2013/10/08,0.324
2013/10/09,0.331
2013/10/10,0.337
2013/10/11,0.353
2013/10/12,0.369
2013/10/13,0.384
2013/10/14,0.394
2013/10/15,0.4
2013/10/16,0.399
2013/10/17,0.396
2013/10/18,0.395
2013/10/19,0.402
2013/10/20,0.406
2013/10/21,0.404
2013/10/22,0.388
2013/10/23,0.374
2013/10/24,0.354
2013/10/25,0.475
2013/10/26,0.571
2013/10/27,0.644
2013/10/28,0.693
2013/10/29,0.733
2013/10/30,0.766
2013/10/31,0.794
2013/11/01,0.831
2013/11/02,0.867
2013/11/03,0.901
2013/11/04,0.99
2013/11/05,1.071
2013/11/06,1.143
2013/11/07,1.205
2013/11/08,1.25
2013/11/09,1.283
2013/11/10,1.314
2013/11/11,1.335
2013/11/12,1.346
2013/11/13,1.343
2013/11/14,1.331
2013/11/15,1.304
2013/11/16,1.269
2013/11/17,1.235
2013/11/18,1.195
2013/11/19,1.147
2013/11/20,1.07
2013/11/21,0.957
2013/11/22,0.881
2013/11/23,0.711
2013/11/24,0.708
2013/11/25,0.7
2013/11/26,0.681
2013/11/27,0.649
2013/11/28,0.613
2013/11/29,0.569
2013/11/30,0.52
2013/12/01,0.468
2013/12/02,0.403
2013/12/03,0.333
2013/12/04,0.33
2013/12/05,0.334
2013/12/06,0.334
2013/12/07,0.334
2013/12/08,0.335
2013/12/09,0.335
2013/12/10,0.341
2013/12/11,0.363
2013/12/12,0.385
2013/12/13,0.409
2013/12/14,0.421
2013/12/15,0.427
2013/12/16,0.43
2013/12/17,0.433
2013/12/18,0.435
2013/12/19,0.437
2013/12/20,0.436
2013/12/21,0.424
2013/12/22,0.392
2013/12/23,0.389
2013/12/24,0.388
2013/12/25,0.401
2013/12/26,0.414
2013/12/27,0.428
2013/12/28,0.44
2013/12/29,0.451
2013/12/30,0.453
2013/12/31,0.46
2014/01/01,0.489
2014/01/02,0.515
2014/01/03,0.537
2014/01/04,0.549
2014/01/05,0.571
2014/01/06,0.587
2014/01/07,0.602
