Date,sentinusd14rsiUSD
2010/10/24,49.472
2010/10/25,52.517
2010/10/26,57.524
2010/10/27,61.622
2010/10/28,61.151
2010/10/29,49.695
2010/10/30,47.201
2010/10/31,47.957
2010/11/01,45.5
2010/11/02,48.048
2010/11/03,47.407
2010/11/04,59.941
2010/11/05,47.209
2010/11/06,59.464
2010/11/07,57.229
2010/11/08,77.657
2010/11/09,47.752
2010/11/10,47.898
2010/11/11,47.312
2010/11/12,47.138
2010/11/13,47.603
2010/11/14,47.431
2010/11/15,58.514
2010/11/16,50.057
2010/11/17,48.168
2010/11/18,48.259
2010/11/19,48.317
2010/11/20,53.904
2010/11/21,51.896
2010/11/22,46.963
2010/11/23,47.633
2010/11/24,47.409
2010/11/25,48.178
2010/11/26,50.726
2010/11/27,46.592
2010/11/28,46.553
2010/11/29,47.132
2010/11/30,48.348
2010/12/01,48.052
2010/12/02,48.93
2010/12/03,46.516
2010/12/04,49.281
2010/12/05,45.928
2010/12/06,51.373
2010/12/07,50.671
2010/12/08,46.863
2010/12/09,47.588
2010/12/10,46.31
2010/12/11,50.886
2010/12/12,48.272
2010/12/13,57.969
2010/12/14,53.631
2010/12/15,53.511
2010/12/16,50.987
2010/12/17,49.025
2010/12/18,50.939
2010/12/19,52.326
2010/12/20,51.082
2010/12/21,52.914
2010/12/22,50.57
2010/12/23,48.333
2010/12/24,48.061
2010/12/25,54.328
2010/12/26,49.39
2010/12/27,51.436
2010/12/28,48.061
2010/12/29,55.449
2010/12/30,49.579
2010/12/31,49.015
2011/01/01,48.329
2011/01/02,47.115
2011/01/03,50.292
2011/01/04,46.34
2011/01/05,47.806
2011/01/06,45.24
2011/01/07,49.824
2011/01/08,50.491
2011/01/09,46.925
2011/01/10,54.773
2011/01/11,58.211
2011/01/12,49.898
2011/01/13,58.098
2011/01/14,54.311
2011/01/15,50.486
2011/01/16,51.855
2011/01/17,49.915
2011/01/18,55.815
2011/01/19,48.395
2011/01/20,48.227
2011/01/21,51.204
2011/01/22,53.499
2011/01/23,56.027
2011/01/24,52.874
2011/01/25,49.31
2011/01/26,51.59
2011/01/27,90.867
2011/01/28,48.092
2011/01/29,48.721
2011/01/30,57.202
2011/01/31,51.927
2011/02/01,50.829
2011/02/02,51.14
2011/02/03,48.924
2011/02/04,48.55
2011/02/05,50.025
2011/02/06,50.733
2011/02/07,55.532
2011/02/08,49.529
2011/02/09,54.091
2011/02/10,59.769
2011/02/11,61.586
2011/02/12,52.61
2011/02/13,50.751
2011/02/14,52.538
2011/02/15,49.698
2011/02/16,47.483
2011/02/17,49.954
2011/02/18,51.187
2011/02/19,54.386
2011/02/20,56.838
2011/02/21,56.55
2011/02/22,63.097
2011/02/23,64.919
2011/02/24,54.799
2011/02/25,51.228
2011/02/26,50.383
2011/02/27,52.003
2011/02/28,46.896
2011/03/01,76.881
2011/03/02,88.495
2011/03/03,48.473
2011/03/04,49.216
2011/03/05,47.348
2011/03/06,48.003
2011/03/07,48.244
2011/03/08,47.981
2011/03/09,48.739
2011/03/10,50.325
2011/03/11,48.858
2011/03/12,47.484
2011/03/13,48.345
2011/03/14,48.381
2011/03/15,46.769
2011/03/16,47.377
2011/03/17,47.419
2011/03/18,47.643
2011/03/19,46.329
2011/03/20,46.73
2011/03/21,47.08
2011/03/22,48.65
2011/03/23,50.42
2011/03/24,50.517
2011/03/25,51.871
2011/03/26,52.942
2011/03/27,46.574
2011/03/28,46.194
2011/03/29,45.315
2011/03/30,45.771
2011/03/31,46.371
2011/04/01,44.175
2011/04/02,44.957
2011/04/03,44.425
2011/04/04,47.101
2011/04/05,45.895
2011/04/06,44.72
2011/04/07,46.053
2011/04/08,47.152
2011/04/09,47.837
2011/04/10,44.796
2011/04/11,45.016
2011/04/12,49.287
2011/04/13,53.008
2011/04/14,51.441
2011/04/15,47.895
2011/04/16,64.195
2011/04/17,85.249
2011/04/18,48.59
2011/04/19,75.361
2011/04/20,83.116
2011/04/21,48.826
2011/04/22,47.555
2011/04/23,47.799
2011/04/24,47.409
2011/04/25,47.317
2011/04/26,48.175
2011/04/27,49.133
2011/04/28,48.197
2011/04/29,57.772
2011/04/30,53.455
2011/05/01,48.993
2011/05/02,48.126
2011/05/03,49.652
2011/05/04,51.784
2011/05/05,48.984
2011/05/06,51.728
2011/05/07,50.552
2011/05/08,57.939
2011/05/09,48.79
2011/05/10,59.353
2011/05/11,50.314
2011/05/12,51.37
2011/05/13,59.657
2011/05/14,79.053
2011/05/15,50.26
2011/05/16,50.106
2011/05/17,49.277
2011/05/18,48.606
2011/05/19,48.513
2011/05/20,50.514
2011/05/21,54.199
2011/05/22,57.569
2011/05/23,51.756
2011/05/24,50.445
2011/05/25,51.459
2011/05/26,52.586
2011/05/27,55.103
2011/05/28,48.24
2011/05/29,49.06
2011/05/30,49.325
2011/05/31,49.707
2011/06/01,49.795
2011/06/02,53.083
2011/06/03,62.808
2011/06/04,63.317
2011/06/05,67.083
2011/06/06,74.113
2011/06/07,63.444
2011/06/08,74.692
2011/06/09,75.948
2011/06/10,77.236
2011/06/11,80.06
2011/06/12,81.266
2011/06/13,67.654
2011/06/14,72.309
2011/06/15,88.529
2011/06/16,94.106
2011/06/17,49.469
2011/06/18,48.555
2011/06/19,58.246
2011/06/20,48.706
2011/06/21,53.641
2011/06/22,48.581
2011/06/23,49.36
2011/06/24,56.745
2011/06/25,66.627
2011/06/26,52.196
2011/06/27,48.448
2011/06/28,56.081
2011/06/29,49.652
2011/06/30,47.741
2011/07/01,47.11
2011/07/02,46.73
2011/07/03,46.286
2011/07/04,47.592
2011/07/05,46.024
2011/07/06,46.344
2011/07/07,46.22
2011/07/08,45.904
2011/07/09,49.764
2011/07/10,50.619
2011/07/11,47.442
2011/07/12,47.514
2011/07/13,48.392
2011/07/14,49.687
2011/07/15,46.346
2011/07/16,48.138
2011/07/17,46.333
2011/07/18,53.449
2011/07/19,52.097
2011/07/20,46.393
2011/07/21,48.57
2011/07/22,49.183
2011/07/23,46.576
2011/07/24,46.416
2011/07/25,49.44
2011/07/26,48.591
2011/07/27,48.898
2011/07/28,55.852
2011/07/29,46.976
2011/07/30,45.935
2011/07/31,46.864
2011/08/01,46.663
2011/08/02,46.116
2011/08/03,45.94
2011/08/04,45.609
2011/08/05,46.286
2011/08/06,45.641
2011/08/07,45.482
2011/08/08,47.823
2011/08/09,53.288
2011/08/10,49.043
2011/08/11,46.559
2011/08/12,45.984
2011/08/13,45.894
2011/08/14,46.75
2011/08/15,46.263
2011/08/16,46.442
2011/08/17,46.22
2011/08/18,46.76
2011/08/19,48.033
2011/08/20,45.746
2011/08/21,45.874
2011/08/22,46.102
2011/08/23,47.598
2011/08/24,48.72
2011/08/25,46.829
2011/08/26,45.688
2011/08/27,60.97
2011/08/28,46.335
2011/08/29,46.675
2011/08/30,46.651
2011/08/31,46.758
2011/09/01,47.123
2011/09/02,46.699
2011/09/03,46.52
2011/09/04,56.642
2011/09/05,58.876
2011/09/06,62.009
2011/09/07,47.587
2011/09/08,46.476
2011/09/09,46.242
2011/09/10,45.531
2011/09/11,48.938
2011/09/12,47.635
2011/09/13,46.316
2011/09/14,45.989
2011/09/15,45.844
2011/09/16,47.694
2011/09/17,46.137
2011/09/18,45.913
2011/09/19,46.299
2011/09/20,46.656
2011/09/21,47.058
2011/09/22,46.24
2011/09/23,46.533
2011/09/24,45.598
2011/09/25,46.191
2011/09/26,45.959
2011/09/27,47.336
2011/09/28,46.602
2011/09/29,46.329
2011/09/30,46.001
2011/10/01,47.831
2011/10/02,46.563
2011/10/03,47.808
2011/10/04,47.954
2011/10/05,47.658
2011/10/06,49.576
2011/10/07,46.827
2011/10/08,45.09
2011/10/09,45.309
2011/10/10,45.6
2011/10/11,45.774
2011/10/12,45.62
2011/10/13,45.409
2011/10/14,44.745
2011/10/15,47.012
2011/10/16,44.342
2011/10/17,47.54
2011/10/18,44.232
2011/10/19,43.56
2011/10/20,43.378
2011/10/21,48.316
2011/10/22,49.877
2011/10/23,50.893
2011/10/24,45.958
2011/10/25,45.699
2011/10/26,47.154
2011/10/27,49.511
2011/10/28,48.963
2011/10/29,49.561
2011/10/30,43.443
2011/10/31,48.316
2011/11/01,52.076
2011/11/02,48.57
2011/11/03,47.212
2011/11/04,48.293
2011/11/05,45.104
2011/11/06,43.39
2011/11/07,44.765
2011/11/08,64.163
2011/11/09,60.332
2011/11/10,47.102
2011/11/11,46.263
2011/11/12,45.695
2011/11/13,45.313
2011/11/14,46.755
2011/11/15,45.933
2011/11/16,68.008
2011/11/17,75.603
2011/11/18,80.711
2011/11/19,68.739
2011/11/20,50.54
2011/11/21,51.624
2011/11/22,61.425
2011/11/23,50.131
2011/11/24,50.052
2011/11/25,47.977
2011/11/26,50.915
2011/11/27,52.055
2011/11/28,62.766
2011/11/29,63.328
2011/11/30,73.278
2011/12/01,51.029
2011/12/02,61.699
2011/12/03,53.759
2011/12/04,51.568
2011/12/05,51.743
2011/12/06,62.195
2011/12/07,58.197
2011/12/08,54.752
2011/12/09,47.429
2011/12/10,45.242
2011/12/11,44.698
2011/12/12,44.359
2011/12/13,43.208
2011/12/14,43.182
2011/12/15,43.615
2011/12/16,43.788
2011/12/17,43.284
2011/12/18,43.13
2011/12/19,44.13
2011/12/20,44.797
2011/12/21,45.387
2011/12/22,44.427
2011/12/23,43.324
2011/12/24,43.701
2011/12/25,43.633
2011/12/26,47.821
2011/12/27,47.503
2011/12/28,43.868
2011/12/29,46.635
2011/12/30,44.426
2011/12/31,44.35
2012/01/01,45.95
2012/01/02,45.042
2012/01/03,44.892
2012/01/04,47.699
2012/01/05,54.529
2012/01/06,52.38
2012/01/07,46.548
2012/01/08,47.969
2012/01/09,49.524
2012/01/10,48.119
2012/01/11,48.557
2012/01/12,47.764
2012/01/13,49.189
2012/01/14,47.588
2012/01/15,46.197
2012/01/16,50.688
2012/01/17,49.351
2012/01/18,47.379
2012/01/19,48.409
2012/01/20,47.708
2012/01/21,45.026
2012/01/22,44.177
2012/01/23,45.293
2012/01/24,49.293
2012/01/25,50.366
2012/01/26,49.631
2012/01/27,46.982
2012/01/28,43.362
2012/01/29,47.119
2012/01/30,46.105
2012/01/31,46.712
2012/02/01,52.41
2012/02/02,50.22
2012/02/03,50.215
2012/02/04,49.149
2012/02/05,48.704
2012/02/06,46.55
2012/02/07,46.281
2012/02/08,45.171
2012/02/09,43.373
2012/02/10,48.324
2012/02/11,55.916
2012/02/12,47.36
2012/02/13,52.399
2012/02/14,74.225
2012/02/15,69.329
2012/02/16,72.383
2012/02/17,55.692
2012/02/18,50.115
2012/02/19,44.768
2012/02/20,45.986
2012/02/21,45.091
2012/02/22,52.813
2012/02/23,51.893
2012/02/24,50.138
2012/02/25,46.071
2012/02/26,44.468
2012/02/27,45.691
2012/02/28,45.561
2012/02/29,44.608
2012/03/01,54.072
2012/03/02,50.966
2012/03/03,46.579
2012/03/04,53.306
2012/03/05,46.926
2012/03/06,46.496
2012/03/07,46.816
2012/03/08,50.747
2012/03/09,52.199
2012/03/10,46.959
2012/03/11,47.426
2012/03/12,52.151
2012/03/13,50.994
2012/03/14,53.646
2012/03/15,50.521
2012/03/16,51.208
2012/03/17,49.679
2012/03/18,46.371
2012/03/19,48.696
2012/03/20,49.576
2012/03/21,50.038
2012/03/22,57.851
2012/03/23,61.884
2012/03/24,58.145
2012/03/25,45.486
2012/03/26,49.135
2012/03/27,50.561
2012/03/28,54.261
2012/03/29,65.135
2012/03/30,58.815
2012/03/31,55.928
2012/04/01,49.474
2012/04/02,51.647
2012/04/03,54.707
2012/04/04,52.136
2012/04/05,56.559
2012/04/06,47.937
2012/04/07,42.977
2012/04/08,59.2
2012/04/09,64.194
2012/04/10,50.821
2012/04/11,58.638
2012/04/12,55.638
2012/04/13,49.985
2012/04/14,51.878
2012/04/15,55.286
2012/04/16,58.844
2012/04/17,52.298
2012/04/18,51.211
2012/04/19,47.03
2012/04/20,66.905
2012/04/21,51.558
2012/04/22,49.346
2012/04/23,47.904
2012/04/24,47.621
2012/04/25,49.998
2012/04/26,56.475
2012/04/27,53
2012/04/28,48.211
2012/04/29,48.824
2012/04/30,49.733
2012/05/01,49.707
2012/05/02,49.835
2012/05/03,51.278
2012/05/04,50.309
2012/05/05,51.148
2012/05/06,45.015
2012/05/07,59.547
2012/05/08,69.305
2012/05/09,56.025
2012/05/10,48.539
2012/05/11,50.488
2012/05/12,59.118
2012/05/13,49.707
2012/05/14,53.536
2012/05/15,59.558
2012/05/16,58.006
2012/05/17,58.084
2012/05/18,49.648
2012/05/19,46.63
2012/05/20,50.599
2012/05/21,58.209
2012/05/22,59.182
2012/05/23,48.561
2012/05/24,45.846
2012/05/25,51.439
2012/05/26,59.564
2012/05/27,49.119
2012/05/28,49.53
2012/05/29,53.057
2012/05/30,50.213
2012/05/31,57.754
2012/06/01,51.539
2012/06/02,48.418
2012/06/03,47.552
2012/06/04,56.579
2012/06/05,56.523
2012/06/06,49.678
2012/06/07,56.641
2012/06/08,58.49
2012/06/09,46.106
2012/06/10,51.142
2012/06/11,50.496
2012/06/12,49.339
2012/06/13,49.137
2012/06/14,56.521
2012/06/15,52.44
2012/06/16,54.196
2012/06/17,45.918
2012/06/18,49.417
2012/06/19,48.356
2012/06/20,47.133
2012/06/21,44.967
2012/06/22,49.706
2012/06/23,52.205
2012/06/24,48.022
2012/06/25,47.688
2012/06/26,47.366
2012/06/27,48.717
2012/06/28,55.013
2012/06/29,50.813
2012/06/30,46.29
2012/07/01,46.119
2012/07/02,45.34
2012/07/03,46.687
2012/07/04,50.698
2012/07/05,49.577
2012/07/06,46.489
2012/07/07,58.896
2012/07/08,45.372
2012/07/09,50.412
2012/07/10,50.79
2012/07/11,46.908
2012/07/12,47.96
2012/07/13,52.894
2012/07/14,52.885
2012/07/15,47.697
2012/07/16,51.804
2012/07/17,54.449
2012/07/18,49.722
2012/07/19,47.625
2012/07/20,49.877
2012/07/21,53.827
2012/07/22,49.86
2012/07/23,52.14
2012/07/24,49.864
2012/07/25,46.044
2012/07/26,53.308
2012/07/27,52.705
2012/07/28,50.066
2012/07/29,46.386
2012/07/30,45.582
2012/07/31,57.451
2012/08/01,53.326
2012/08/02,51.096
2012/08/03,49.495
2012/08/04,49.352
2012/08/05,53.519
2012/08/06,53.557
2012/08/07,53.545
2012/08/08,50.812
2012/08/09,48.91
2012/08/10,51.4
2012/08/11,50.465
2012/08/12,50.987
2012/08/13,54.259
2012/08/14,50.441
2012/08/15,54.188
2012/08/16,58.391
2012/08/17,63.271
2012/08/18,54.38
2012/08/19,70.899
2012/08/20,78.283
2012/08/21,59.887
2012/08/22,65.724
2012/08/23,65.378
2012/08/24,73.395
2012/08/25,51.123
2012/08/26,48.477
2012/08/27,55.593
2012/08/28,56.863
2012/08/29,69.403
2012/08/30,61.43
2012/08/31,55.526
2012/09/01,54.389
2012/09/02,49.527
2012/09/03,46.028
2012/09/04,51.011
2012/09/05,55.715
2012/09/06,70.025
2012/09/07,64.104
2012/09/08,49.789
2012/09/09,46.03
2012/09/10,59.453
2012/09/11,60.586
2012/09/12,51.535
2012/09/13,59.743
2012/09/14,56.128
2012/09/15,47.667
2012/09/16,52.729
2012/09/17,52.069
2012/09/18,52.167
2012/09/19,64.008
2012/09/20,52.493
2012/09/21,57.754
2012/09/22,50.894
2012/09/23,47.121
2012/09/24,47.268
2012/09/25,43.932
2012/09/26,43.914
2012/09/27,43.726
2012/09/28,44.68
2012/09/29,43.84
2012/09/30,43.95
2012/10/01,44.133
2012/10/02,44.545
2012/10/03,43.931
2012/10/04,43.872
2012/10/05,45.66
2012/10/06,44.924
2012/10/07,44.638
2012/10/08,44.537
2012/10/09,44.068
2012/10/10,43.478
2012/10/11,44.136
2012/10/12,46.581
2012/10/13,46.714
2012/10/14,44.528
2012/10/15,43.652
2012/10/16,47.556
2012/10/17,48.725
2012/10/18,48.86
2012/10/19,47.376
2012/10/20,47.339
2012/10/21,46.5
2012/10/22,46.31
2012/10/23,47.256
2012/10/24,45.422
2012/10/25,44.08
2012/10/26,42.837
2012/10/27,44.817
2012/10/28,42.938
2012/10/29,43.254
2012/10/30,53.563
2012/10/31,52.66
2012/11/01,48.724
2012/11/02,43.61
2012/11/03,47.064
2012/11/04,48.234
2012/11/05,48.435
2012/11/06,47.075
2012/11/07,46.966
2012/11/08,45.061
2012/11/09,43.389
2012/11/10,41.771
2012/11/11,41.719
2012/11/12,42.163
2012/11/13,44.186
2012/11/14,46.844
2012/11/15,53.994
2012/11/16,59.053
2012/11/17,53.575
2012/11/18,50.449
2012/11/19,46.974
2012/11/20,48.014
2012/11/21,44.828
2012/11/22,48.086
2012/11/23,46.544
2012/11/24,46.76
2012/11/25,44.439
2012/11/26,46.905
2012/11/27,48.93
2012/11/28,52.003
2012/11/29,47.526
2012/11/30,44.966
2012/12/01,43.821
2012/12/02,47.221
2012/12/03,52.551
2012/12/04,58.18
2012/12/05,60.728
2012/12/06,63.078
2012/12/07,53.212
2012/12/08,46.079
2012/12/09,48.808
2012/12/10,46.261
2012/12/11,50.319
2012/12/12,61.467
2012/12/13,62.813
2012/12/14,56.207
2012/12/15,48.666
2012/12/16,49.339
2012/12/17,49.089
2012/12/18,52.542
2012/12/19,45.495
2012/12/20,44.492
2012/12/21,49.262
2012/12/22,47.493
2012/12/23,44.669
2012/12/24,45.813
2012/12/25,43.25
2012/12/26,43.393
2012/12/27,44.723
2012/12/28,46.911
2012/12/29,46.536
2012/12/30,44.832
2012/12/31,48.874
2013/01/01,51.029
2013/01/02,54.212
2013/01/03,52.08
2013/01/04,57.38
2013/01/05,55.331
2013/01/06,46.451
2013/01/07,49.655
2013/01/08,55.045
2013/01/09,51.44
2013/01/10,48.487
2013/01/11,48.634
2013/01/12,45.248
2013/01/13,44.871
2013/01/14,47.465
2013/01/15,56.045
2013/01/16,57.89
2013/01/17,54.049
2013/01/18,52.805
2013/01/19,51.113
2013/01/20,47.165
2013/01/21,47.321
2013/01/22,51.668
2013/01/23,62.199
2013/01/24,51.341
2013/01/25,51.671
2013/01/26,49.669
2013/01/27,51.513
2013/01/28,53.896
2013/01/29,61.84
2013/01/30,54.817
2013/01/31,52.829
2013/02/01,55.973
2013/02/02,49.094
2013/02/03,49.599
2013/02/04,52.79
2013/02/05,57.493
2013/02/06,55.987
2013/02/07,54.8
2013/02/08,60.643
2013/02/09,54.176
2013/02/10,50.224
2013/02/11,49.837
2013/02/12,48.544
2013/02/13,47.167
2013/02/14,54.015
2013/02/15,51.512
2013/02/16,51.707
2013/02/17,48.002
2013/02/18,50.246
2013/02/19,54.215
2013/02/20,50.709
2013/02/21,48.633
2013/02/22,58.709
2013/02/23,49.625
2013/02/24,57.997
2013/02/25,60.326
2013/02/26,52.935
2013/02/27,54.841
2013/02/28,55.331
2013/03/01,57.143
2013/03/02,56.124
2013/03/03,44.383
2013/03/04,46.719
2013/03/05,62.982
2013/03/06,66.738
2013/03/07,55.522
2013/03/08,51.697
2013/03/09,48.99
2013/03/10,53.195
2013/03/11,49.528
2013/03/12,56.412
2013/03/13,55.609
2013/03/14,49.45
2013/03/15,78.39
2013/03/16,54.704
2013/03/17,47.226
2013/03/18,59.884
2013/03/19,52.215
2013/03/20,52.951
2013/03/21,54.293
2013/03/22,50.977
2013/03/23,50.14
2013/03/24,48.015
2013/03/25,52.157
2013/03/26,53.801
2013/03/27,61.433
2013/03/28,55.009
2013/03/29,52.282
2013/03/30,55.526
2013/03/31,53.338
2013/04/01,52.973
2013/04/02,63.528
2013/04/03,62.927
2013/04/04,59.861
2013/04/05,59.935
2013/04/06,51.983
2013/04/07,48.937
2013/04/08,56.423
2013/04/09,64.225
2013/04/10,69.755
2013/04/11,50.957
2013/04/12,47.836
2013/04/13,45.634
2013/04/14,43.549
2013/04/15,44.695
2013/04/16,48.038
2013/04/17,48.121
2013/04/18,68.111
2013/04/19,50.443
2013/04/20,47.302
2013/04/21,47.191
2013/04/22,50.223
2013/04/23,50.532
2013/04/24,53.097
2013/04/25,51.97
2013/04/26,48.555
2013/04/27,46.145
2013/04/28,44.676
2013/04/29,47.325
2013/04/30,45.735
2013/05/01,47.504
2013/05/02,46.454
2013/05/03,45.382
2013/05/04,43.749
2013/05/05,44.918
2013/05/06,46.943
2013/05/07,47.822
2013/05/08,46.691
2013/05/09,45.329
2013/05/10,46.757
2013/05/11,45.682
2013/05/12,44.564
2013/05/13,47.041
2013/05/14,46.86
2013/05/15,46.129
2013/05/16,46.012
2013/05/17,47.444
2013/05/18,46.413
2013/05/19,43.572
2013/05/20,45.454
2013/05/21,47.557
2013/05/22,48.717
2013/05/23,48.319
2013/05/24,50.465
2013/05/25,49.554
2013/05/26,43.667
2013/05/27,49.084
2013/05/28,49.764
2013/05/29,50.731
2013/05/30,48.497
2013/05/31,48.989
2013/06/01,45.117
2013/06/02,43.617
2013/06/03,51.451
2013/06/04,48.727
2013/06/05,49.564
2013/06/06,51.477
2013/06/07,48.704
2013/06/08,42.53
2013/06/09,48.878
2013/06/10,45.142
2013/06/11,47.416
2013/06/12,46.872
2013/06/13,48.062
2013/06/14,50.38
2013/06/15,43.559
2013/06/16,45.713
2013/06/17,47.665
2013/06/18,49.398
2013/06/19,48.021
2013/06/20,51.994
2013/06/21,50.967
2013/06/22,44.132
2013/06/23,41.948
2013/06/24,48.859
2013/06/25,51.345
2013/06/26,48.911
2013/06/27,47.118
2013/06/28,49.198
2013/06/29,45.514
2013/06/30,43.341
2013/07/01,53.208
2013/07/02,50.015
2013/07/03,51.599
2013/07/04,51.902
2013/07/05,52.807
2013/07/06,45.898
2013/07/07,45.703
2013/07/08,50.594
2013/07/09,56.229
2013/07/10,55.693
2013/07/11,56.732
2013/07/12,57.15
2013/07/13,53.433
2013/07/14,44.914
2013/07/15,48.814
2013/07/16,54.968
2013/07/17,56.948
2013/07/18,54.632
2013/07/19,49.453
2013/07/20,42.491
2013/07/21,42.627
2013/07/22,52.265
2013/07/23,53.97
2013/07/24,52.301
2013/07/25,50.578
2013/07/26,49.994
2013/07/27,42.361
2013/07/28,46.599
2013/07/29,50.82
2013/07/30,57.246
2013/07/31,53.305
2013/08/01,60.025
2013/08/02,53.037
2013/08/03,47.811
2013/08/04,44.683
2013/08/05,51.873
2013/08/06,50.335
2013/08/07,51.265
2013/08/08,49.168
2013/08/09,46.759
2013/08/10,44.419
2013/08/11,42.601
2013/08/12,52.604
2013/08/13,61.192
2013/08/14,62.136
2013/08/15,50.28
2013/08/16,55.109
2013/08/17,52.851
2013/08/18,49.6
2013/08/19,54.786
2013/08/20,52.914
2013/08/21,59.151
2013/08/22,50.25
2013/08/23,50.338
2013/08/24,45.477
2013/08/25,45.388
2013/08/26,48.62
2013/08/27,53.053
2013/08/28,50.498
2013/08/29,49.266
2013/08/30,52.847
2013/08/31,49.542
2013/09/01,47.6
2013/09/02,49.838
2013/09/03,54.696
2013/09/04,53.445
2013/09/05,50.581
2013/09/06,48.452
2013/09/07,46.856
2013/09/08,41.35
2013/09/09,47.02
2013/09/10,47.526
2013/09/11,49.405
2013/09/12,50.188
2013/09/13,49.35
2013/09/14,45.842
2013/09/15,41.943
2013/09/16,51.152
2013/09/17,49.769
2013/09/18,53.28
2013/09/19,55.897
2013/09/20,51.966
2013/09/21,44.11
2013/09/22,45.041
2013/09/23,58.251
2013/09/24,56.528
2013/09/25,52.561
2013/09/26,51.036
2013/09/27,49.928
2013/09/28,45.97
2013/09/29,45.905
2013/09/30,54.364
2013/10/01,60.719
2013/10/02,59.66
2013/10/03,51.387
2013/10/04,50.254
2013/10/05,42.477
2013/10/06,42.204
2013/10/07,49.824
2013/10/08,49.585
2013/10/09,53.924
2013/10/10,50.189
2013/10/11,51.611
2013/10/12,48.746
2013/10/13,49.552
2013/10/14,55.917
2013/10/15,56.967
2013/10/16,60.6
2013/10/17,54.663
2013/10/18,58.224
2013/10/19,61.972
2013/10/20,52.166
2013/10/21,61.451
2013/10/22,66.034
2013/10/23,65.275
2013/10/24,61.308
2013/10/25,81.753
2013/10/26,47.995
2013/10/27,46.389
2013/10/28,48.242
2013/10/29,59.535
2013/10/30,49.07
2013/10/31,48.518
2013/11/01,47.979
2013/11/02,47.423
2013/11/03,47.456
2013/11/04,52.673
2013/11/05,54.719
2013/11/06,53.378
2013/11/07,58.544
2013/11/08,57.859
2013/11/09,56.569
2013/11/10,51.507
2013/11/11,50.734
2013/11/12,58.97
2013/11/13,62.802
2013/11/14,61.732
2013/11/15,79.31
2013/11/16,59.867
2013/11/17,55.807
2013/11/18,67.385
2013/11/19,70.81
2013/11/20,57.911
2013/11/21,64.674
2013/11/22,68.988
2013/11/23,58.134
2013/11/24,56.994
2013/11/25,56.758
2013/11/26,76.592
2013/11/27,71.979
2013/11/28,73.081
2013/11/29,64.143
2013/11/30,56.811
2013/12/01,50.396
2013/12/02,49.814
2013/12/03,48.377
2013/12/04,50.766
2013/12/05,51.76
2013/12/06,47.009
2013/12/07,54.334
2013/12/08,45.943
2013/12/09,47.301
2013/12/10,44.666
2013/12/11,47.164
2013/12/12,45.282
2013/12/13,45.409
2013/12/14,42.606
2013/12/15,41.027
2013/12/16,55.598
2013/12/17,49.708
2013/12/18,49.968
2013/12/19,47.298
2013/12/20,45.043
2013/12/21,44.926
2013/12/22,44.747
2013/12/23,43.371
2013/12/24,45.191
2013/12/25,45.182
2013/12/26,43.253
2013/12/27,43.322
2013/12/28,43.323
2013/12/29,46.631
2013/12/30,46.275
2013/12/31,42.14
2014/01/01,43.455
2014/01/02,46.118
2014/01/03,49.902
2014/01/04,46.324
2014/01/05,52.205
2014/01/06,54.407
2014/01/07,51.963
2014/01/08,47.676
