Date,activeaddresses14ema
2010/07/17,1640
2010/07/18,1544
2010/07/19,1468
2010/07/20,1393
2010/07/21,1315
2010/07/22,1220
2010/07/23,1144
2010/07/24,1120
2010/07/25,1255
2010/07/26,1253
2010/07/27,1188
2010/07/28,1120
2010/07/29,1041
2010/07/30,979.834
2010/07/31,912.523
2010/08/01,873.52
2010/08/02,840.651
2010/08/03,858.43
2010/08/04,841.44
2010/08/05,838.448
2010/08/06,811.721
2010/08/07,772.025
2010/08/08,746.955
2010/08/09,751.095
2010/08/10,729.615
2010/08/11,725.8
2010/08/12,706.227
2010/08/13,724.996
2010/08/14,703.397
2010/08/15,666.277
2010/08/16,680.374
2010/08/17,655.524
2010/08/18,664.921
2010/08/19,638.931
2010/08/20,641.207
2010/08/21,626.113
2010/08/22,620.764
2010/08/23,625.062
2010/08/24,625.987
2010/08/25,609.056
2010/08/26,614.782
2010/08/27,599.077
2010/08/28,589.467
2010/08/29,562.872
2010/08/30,557.422
2010/08/31,580.966
2010/09/01,583.904
2010/09/02,578.45
2010/09/03,567.99
2010/09/04,552.391
2010/09/05,551.806
2010/09/06,546.365
2010/09/07,527.25
2010/09/08,529.616
2010/09/09,527.534
2010/09/10,529.33
2010/09/11,516.486
2010/09/12,542.421
2010/09/13,565.831
2010/09/14,578.921
2010/09/15,589.998
2010/09/16,602.665
2010/09/17,656.043
2010/09/18,643.504
2010/09/19,644.903
2010/09/20,652.916
2010/09/21,727.994
2010/09/22,769.461
2010/09/23,806.733
2010/09/24,806.769
2010/09/25,809.2
2010/09/26,784.373
2010/09/27,848.99
2010/09/28,962.325
2010/09/29,993.748
2010/09/30,946.315
2010/10/01,933.073
2010/10/02,912.663
2010/10/03,880.575
2010/10/04,873.565
2010/10/05,850.956
2010/10/06,829.762
2010/10/07,805.394
2010/10/08,806.408
2010/10/09,798.887
2010/10/10,775.435
2010/10/11,756.177
2010/10/12,741.487
2010/10/13,766.089
2010/10/14,748.477
2010/10/15,726.147
2010/10/16,753.727
2010/10/17,753.497
2010/10/18,779.297
2010/10/19,863.124
2010/10/20,905.774
2010/10/21,917.538
2010/10/22,924.799
2010/10/23,912.826
2010/10/24,904.583
2010/10/25,884.238
2010/10/26,881.807
2010/10/27,913.166
2010/10/28,924.477
2010/10/29,914.28
2010/10/30,880.243
2010/10/31,839.144
2010/11/01,806.858
2010/11/02,760.343
2010/11/03,735.498
2010/11/04,718.365
2010/11/05,733.916
2010/11/06,715.527
2010/11/07,712.124
2010/11/08,826.64
2010/11/09,802.822
2010/11/10,782.579
2010/11/11,758.368
2010/11/12,718.053
2010/11/13,699.512
2010/11/14,726.377
2010/11/15,1216
2010/11/16,1502
2010/11/17,1392
2010/11/18,1291
2010/11/19,1204
2010/11/20,1148
2010/11/21,1096
2010/11/22,1033
2010/11/23,983.324
2010/11/24,980.614
2010/11/25,971.466
2010/11/26,1002
2010/11/27,977.599
2010/11/28,941.386
2010/11/29,935.867
2010/11/30,917.352
2010/12/01,942.905
2010/12/02,925.451
2010/12/03,919.524
2010/12/04,894.121
2010/12/05,867.571
2010/12/06,849.762
2010/12/07,888.727
2010/12/08,890.63
2010/12/09,883.213
2010/12/10,850.251
2010/12/11,879.551
2010/12/12,921.477
2010/12/13,1022
2010/12/14,1037
2010/12/15,1044
2010/12/16,1031
2010/12/17,999.767
2010/12/18,980.865
2010/12/19,995.15
2010/12/20,1057
2010/12/21,1061
2010/12/22,1081
2010/12/23,1073
2010/12/24,1043
2010/12/25,1048
2010/12/26,1045
2010/12/27,1058
2010/12/28,1054
2010/12/29,1045
2010/12/30,1052
2010/12/31,1031
2011/01/01,1037
2011/01/02,1039
2011/01/03,1087
2011/01/04,1086
2011/01/05,1146
2011/01/06,1148
2011/01/07,1162
2011/01/08,1204
2011/01/09,1228
2011/01/10,1256
2011/01/11,1295
2011/01/12,1291
2011/01/13,1345
2011/01/14,1380
2011/01/15,1385
2011/01/16,1406
2011/01/17,1398
2011/01/18,1400
2011/01/19,1420
2011/01/20,1424
2011/01/21,1497
2011/01/22,1590
2011/01/23,1636
2011/01/24,1692
2011/01/25,1659
2011/01/26,1649
2011/01/27,1650
2011/01/28,1655
2011/01/29,1711
2011/01/30,1910
2011/01/31,1952
2011/02/01,1947
2011/02/02,1886
2011/02/03,1804
2011/02/04,1764
2011/02/05,1732
2011/02/06,1687
2011/02/07,1649
2011/02/08,1619
2011/02/09,1682
2011/02/10,1931
2011/02/11,2248
2011/02/12,2388
2011/02/13,2505
2011/02/14,2720
2011/02/15,2812
2011/02/16,2835
2011/02/17,2922
2011/02/18,3014
2011/02/19,2998
2011/02/20,3021
2011/02/21,3057
2011/02/22,3154
2011/02/23,3240
2011/02/24,3298
2011/02/25,3314
2011/02/26,3349
2011/02/27,3387
2011/02/28,3339
2011/03/01,3587
2011/03/02,3605
2011/03/03,3777
2011/03/04,3711
2011/03/05,3698
2011/03/06,3647
2011/03/07,3615
2011/03/08,3649
2011/03/09,3613
2011/03/10,3520
2011/03/11,3457
2011/03/12,3427
2011/03/13,3356
2011/03/14,3295
2011/03/15,3296
2011/03/16,3278
2011/03/17,3271
2011/03/18,3248
2011/03/19,3238
2011/03/20,3399
2011/03/21,3566
2011/03/22,3606
2011/03/23,4040
2011/03/24,4087
2011/03/25,4098
2011/03/26,4195
2011/03/27,4272
2011/03/28,4414
2011/03/29,4446
2011/03/30,4341
2011/03/31,4317
2011/04/01,4179
2011/04/02,4062
2011/04/03,4004
2011/04/04,4086
2011/04/05,4115
2011/04/06,4082
2011/04/07,3994
2011/04/08,3948
2011/04/09,3904
2011/04/10,3852
2011/04/11,3880
2011/04/12,3940
2011/04/13,4037
2011/04/14,4294
2011/04/15,4275
2011/04/16,4421
2011/04/17,4411
2011/04/18,4562
2011/04/19,4800
2011/04/20,4878
2011/04/21,4767
2011/04/22,4698
2011/04/23,4730
2011/04/24,4720
2011/04/25,4767
2011/04/26,4951
2011/04/27,5290
2011/04/28,5414
2011/04/29,5592
2011/04/30,5934
2011/05/01,6141
2011/05/02,6121
2011/05/03,6111
2011/05/04,6146
2011/05/05,6273
2011/05/06,6350
2011/05/07,6474
2011/05/08,6464
2011/05/09,6611
2011/05/10,6685
2011/05/11,6738
2011/05/12,6803
2011/05/13,7156
2011/05/14,7399
2011/05/15,7521
2011/05/16,8088
2011/05/17,8409
2011/05/18,9013
2011/05/19,9411
2011/05/20,9703
2011/05/21,9846
2011/05/22,9977
2011/05/23,10259
2011/05/24,10649
2011/05/25,11171
2011/05/26,11612
2011/05/27,11505
2011/05/28,11523
2011/05/29,11480
2011/05/30,11649
2011/05/31,11969
2011/06/01,12237
2011/06/02,12674
2011/06/03,13360
2011/06/04,14168
2011/06/05,14660
2011/06/06,15500
2011/06/07,15962
2011/06/08,17475
2011/06/09,18648
2011/06/10,19381
2011/06/11,19966
2011/06/12,20906
2011/06/13,21560
2011/06/14,22656
2011/06/15,23307
2011/06/16,24048
2011/06/17,24316
2011/06/18,24556
2011/06/19,24984
2011/06/20,25114
2011/06/21,25098
2011/06/22,25320
2011/06/23,25194
2011/06/24,25196
2011/06/25,24854
2011/06/26,24678
2011/06/27,25406
2011/06/28,25509
2011/06/29,25352
2011/06/30,25100
2011/07/01,25782
2011/07/02,26642
2011/07/03,26056
2011/07/04,25723
2011/07/05,25399
2011/07/06,25602
2011/07/07,25247
2011/07/08,25164
2011/07/09,24844
2011/07/10,25359
2011/07/11,25425
2011/07/12,25107
2011/07/13,25383
2011/07/14,25844
2011/07/15,25656
2011/07/16,25442
2011/07/17,25340
2011/07/18,25679
2011/07/19,25575
2011/07/20,25616
2011/07/21,25592
2011/07/22,25441
2011/07/23,24969
2011/07/24,24737
2011/07/25,25033
2011/07/26,24872
2011/07/27,24686
2011/07/28,24848
2011/07/29,24498
2011/07/30,23866
2011/07/31,23902
2011/08/01,23883
2011/08/02,23592
2011/08/03,22901
2011/08/04,22377
2011/08/05,22261
2011/08/06,21990
2011/08/07,21733
2011/08/08,22119
2011/08/09,22325
2011/08/10,21977
2011/08/11,21485
2011/08/12,20904
2011/08/13,20675
2011/08/14,20785
2011/08/15,20577
2011/08/16,20632
2011/08/17,20596
2011/08/18,20607
2011/08/19,20824
2011/08/20,20862
2011/08/21,21118
2011/08/22,21663
2011/08/23,21800
2011/08/24,21844
2011/08/25,22013
2011/08/26,21950
2011/08/27,21804
2011/08/28,21360
2011/08/29,21031
2011/08/30,20565
2011/08/31,20093
2011/09/01,19679
2011/09/02,19201
2011/09/03,18570
2011/09/04,18432
2011/09/05,18407
2011/09/06,18456
2011/09/07,18238
2011/09/08,17914
2011/09/09,18006
2011/09/10,17730
2011/09/11,17422
2011/09/12,17318
2011/09/13,16991
2011/09/14,16698
2011/09/15,16533
2011/09/16,16270
2011/09/17,15850
2011/09/18,15651
2011/09/19,15706
2011/09/20,16534
2011/09/21,16720
2011/09/22,16830
2011/09/23,17252
2011/09/24,17542
2011/09/25,17768
2011/09/26,17768
2011/09/27,17891
2011/09/28,17339
2011/09/29,16733
2011/09/30,16298
2011/10/01,15858
2011/10/02,15322
2011/10/03,15126
2011/10/04,14949
2011/10/05,14776
2011/10/06,14732
2011/10/07,14600
2011/10/08,14320
2011/10/09,14047
2011/10/10,13954
2011/10/11,13922
2011/10/12,13877
2011/10/13,13581
2011/10/14,13711
2011/10/15,13637
2011/10/16,13417
2011/10/17,13514
2011/10/18,13354
2011/10/19,13247
2011/10/20,12964
2011/10/21,12842
2011/10/22,12744
2011/10/23,12807
2011/10/24,12960
2011/10/25,12980
2011/10/26,12909
2011/10/27,12715
2011/10/28,12714
2011/10/29,12735
2011/10/30,12557
2011/10/31,12486
2011/11/01,12524
2011/11/02,12603
2011/11/03,12671
2011/11/04,13090
2011/11/05,13144
2011/11/06,12930
2011/11/07,12892
2011/11/08,13005
2011/11/09,13183
2011/11/10,13340
2011/11/11,13183
2011/11/12,13053
