Date,activeaddresses14mom
2010/07/17,446
2010/07/18,480
2010/07/19,589
2010/07/20,640
2010/07/21,426
2010/07/22,285
2010/07/23,304
2010/07/24,562
2010/07/25,1545
2010/07/26,-2313
2010/07/27,-1227
2010/07/28,-6089
2010/07/29,-1491
2010/07/30,-1127
2010/07/31,-329
2010/08/01,-297
2010/08/02,-345
2010/08/03,68
2010/08/04,-78
2010/08/05,220
2010/08/06,-14
2010/08/07,-450
2010/08/08,-1548
2010/08/09,-460
2010/08/10,-181
2010/08/11,27
2010/08/12,51
2010/08/13,264
2010/08/14,88
2010/08/15,-195
2010/08/16,145
2010/08/17,-480
2010/08/18,-5
2010/08/19,-349
2010/08/20,18
2010/08/21,14
2010/08/22,2
2010/08/23,-125
2010/08/24,42
2010/08/25,-202
2010/08/26,73
2010/08/27,-350
2010/08/28,-36
2010/08/29,-35
2010/08/30,-250
2010/08/31,240
2010/09/01,-123
2010/09/02,73
2010/09/03,-156
2010/09/04,-77
2010/09/05,-38
2010/09/06,-142
2010/09/07,-229
2010/09/08,46
2010/09/09,-138
2010/09/10,44
2010/09/11,-94
2010/09/12,321
2010/09/13,196
2010/09/14,-70
2010/09/15,59
2010/09/16,142
2010/09/17,503
2010/09/18,111
2010/09/19,106
2010/09/20,194
2010/09/21,813
2010/09/22,494
2010/09/23,535
2010/09/24,266
2010/09/25,392
2010/09/26,-88
2010/09/27,551
2010/09/28,1035
2010/09/29,536
2010/09/30,-47
2010/10/01,-156
2010/10/02,218
2010/10/03,18
2010/10/04,123
2010/10/05,-512
2010/10/06,-347
2010/10/07,-402
2010/10/08,6
2010/10/09,-75
2010/10/10,0
2010/10/11,-638
2010/10/12,-1053
2010/10/13,-272
2010/10/14,-4
2010/10/15,-266
2010/10/16,153
2010/10/17,80
2010/10/18,119
2010/10/19,704
2010/10/20,491
2010/10/21,347
2010/10/22,159
2010/10/23,85
2010/10/24,228
2010/10/25,121
2010/10/26,220
2010/10/27,191
2010/10/28,364
2010/10/29,267
2010/10/30,-274
2010/10/31,-180
2010/11/01,-350
2010/11/02,-950
2010/11/03,-609
2010/11/04,-387
2010/11/05,-137
2010/11/06,-239
2010/11/07,-161
2010/11/08,819
2010/11/09,-218
2010/11/10,-466
2010/11/11,-397
2010/11/12,-392
2010/11/13,-80
2010/11/14,329
2010/11/15,3799
2010/11/16,2907
2010/11/17,101
2010/11/18,25
2010/11/19,-194
2010/11/20,188
2010/11/21,68
2010/11/22,-947
2010/11/23,12
2010/11/24,312
2010/11/25,311
2010/11/26,741
2010/11/27,243
2010/11/28,-195
2010/11/29,-3496
2010/11/30,-2568
2010/12/01,434
2010/12/02,180
2010/12/03,240
2010/12/04,-55
2010/12/05,-63
2010/12/06,110
2010/12/07,482
2010/12/08,-60
2010/12/09,-77
2010/12/10,-561
2010/12/11,248
2010/12/12,488
2010/12/13,776
2010/12/14,340
2010/12/15,-24
2010/12/16,137
2010/12/17,-85
2010/12/18,129
2010/12/19,393
2010/12/20,727
2010/12/21,-53
2010/12/22,307
2010/12/23,183
2010/12/24,215
2010/12/25,6
2010/12/26,-166
2010/12/27,-536
2010/12/28,-107
2010/12/29,-95
2010/12/30,142
2010/12/31,102
2011/01/01,219
2011/01/02,-37
2011/01/03,-63
2011/01/04,-11
2011/01/05,330
2011/01/06,143
2011/01/07,403
2011/01/08,397
2011/01/09,355
2011/01/10,297
2011/01/11,522
2011/01/12,273
2011/01/13,605
2011/01/14,709
2011/01/15,345
2011/01/16,485
2011/01/17,-50
2011/01/18,338
2011/01/19,5
2011/01/20,292
2011/01/21,715
2011/01/22,723
2011/01/23,549
2011/01/24,621
2011/01/25,-107
2011/01/26,323
2011/01/27,-43
2011/01/28,83
2011/01/29,655
2011/01/30,1662
2011/01/31,881
2011/02/01,500
2011/02/02,-55
2011/02/03,-187
2011/02/04,-460
2011/02/05,-671
2011/02/06,-539
2011/02/07,-660
2011/02/08,-18
2011/02/09,502
2011/02/10,1896
2011/02/11,2620
2011/02/12,1223
2011/02/13,68
2011/02/14,1888
2011/02/15,1494
2011/02/16,1492
2011/02/17,2226
2011/02/18,2099
2011/02/19,1367
2011/02/20,1784
2011/02/21,1893
2011/02/22,2354
2011/02/23,1710
2011/02/24,127
2011/02/25,-894
2011/02/26,281
2011/02/27,367
2011/02/28,-1089
2011/03/01,1784
2011/03/02,746
2011/03/03,1402
2011/03/04,-327
2011/03/05,718
2011/03/06,139
2011/03/07,118
2011/03/08,86
2011/03/09,-414
2011/03/10,-764
2011/03/11,-368
2011/03/12,-349
2011/03/13,-740
2011/03/14,-128
2011/03/15,-1895
2011/03/16,-562
2011/03/17,-1669
2011/03/18,-187
2011/03/19,-434
2011/03/20,1133
2011/03/21,1243
2011/03/22,-5
2011/03/23,3480
2011/03/24,1476
2011/03/25,1122
2011/03/26,1596
2011/03/27,1879
2011/03/28,2436
2011/03/29,1354
2011/03/30,496
2011/03/31,934
2011/04/01,185
2011/04/02,128
2011/04/03,-823
2011/04/04,-31
2011/04/05,444
2011/04/06,-2997
2011/04/07,-965
2011/04/08,-521
2011/04/09,-1213
2011/04/10,-1259
2011/04/11,-1276
2011/04/12,-323
2011/04/13,1010
2011/04/14,1807
2011/04/15,868
2011/04/16,2065
2011/04/17,723
2011/04/18,919
2011/04/19,2042
2011/04/20,1520
2011/04/21,624
2011/04/22,599
2011/04/23,1321
2011/04/24,1144
2011/04/25,1014
2011/04/26,1817
2011/04/27,2817
2011/04/28,255
2011/04/29,2600
2011/04/30,2788
2011/05/01,3141
2011/05/02,447
2011/05/03,-298
2011/05/04,985
2011/05/05,3049
2011/05/06,2604
2011/05/07,2342
2011/05/08,1743
2011/05/09,2491
2011/05/10,1018
2011/05/11,-404
2011/05/12,1008
2011/05/13,2704
2011/05/14,818
2011/05/15,827
2011/05/16,5784
2011/05/17,4447
2011/05/18,6567
2011/05/19,4902
2011/05/20,4748
2011/05/21,3494
2011/05/22,4434
2011/05/23,4527
2011/05/24,6020
2011/05/25,7477
2011/05/26,7247
2011/05/27,1362
2011/05/28,2665
2011/05/29,2879
2011/05/30,979
2011/05/31,3549
2011/06/01,1042
2011/06/02,3521
2011/06/03,6215
2011/06/04,8646
2011/06/05,7027
2011/06/06,8870
2011/06/07,5779
2011/06/08,12744
2011/06/09,11802
2011/06/10,13331
2011/06/11,12130
2011/06/12,15818
2011/06/13,13059
2011/06/14,15732
2011/06/15,13560
2011/06/16,13348
2011/06/17,8239
2011/06/18,6697
2011/06/19,9905
2011/06/20,4999
2011/06/21,6032
2011/06/22,-542
2011/06/23,-1909
2011/06/24,1068
2011/06/25,-1142
2011/06/26,-3475
2011/06/27,4328
2011/06/28,-3598
2011/06/29,-3208
2011/06/30,-5408
2011/07/01,4160
2011/07/02,6115
2011/07/03,-5520
2011/07/04,-2403
2011/07/05,-1698
2011/07/06,155
2011/07/07,-1428
2011/07/08,-586
2011/07/09,134
2011/07/10,5169
2011/07/11,-4287
2011/07/12,-3136
2011/07/13,2842
2011/07/14,5384
2011/07/15,-5781
2011/07/16,-8177
2011/07/17,2428
2011/07/18,4324
2011/07/19,1602
2011/07/20,-1033
2011/07/21,2494
2011/07/22,-172
2011/07/23,-855
2011/07/24,-5481
2011/07/25,1110
2011/07/26,776
2011/07/27,-3696
2011/07/28,-2942
2011/07/29,-2212
2011/07/30,-4293
2011/07/31,-537
2011/08/01,-4125
2011/08/02,-3197
2011/08/03,-7476
2011/08/04,-6469
2011/08/05,-2944
2011/08/06,-1676
2011/08/07,-3167
2011/08/08,-2332
2011/08/09,-152
2011/08/10,-3769
2011/08/11,-7611
2011/08/12,-5095
2011/08/13,-576
2011/08/14,-2631
2011/08/15,-4537
2011/08/16,-711
2011/08/17,1953
2011/08/18,1709
2011/08/19,723
2011/08/20,882
2011/08/21,2724
2011/08/22,574
2011/08/23,-974
2011/08/24,2419
2011/08/25,4823
2011/08/26,4410
