Date,sentinusd14stdUSD
2010/11/02,16948
2010/11/03,17141
2010/11/04,19285
2010/11/05,19593
2010/11/06,21824
2010/11/07,22868
2010/11/08,68317
2010/11/09,68957
2010/11/10,69436
2010/11/11,70038
2010/11/12,70477
2010/11/13,70512
2010/11/14,70675
2010/11/15,73623
2010/11/16,72982
2010/11/17,72755
2010/11/18,73270
2010/11/19,72917
2010/11/20,73085
2010/11/21,73057
2010/11/22,34983
2010/11/23,34998
2010/11/24,35159
2010/11/25,34802
2010/11/26,34115
2010/11/27,34541
2010/11/28,34891
2010/11/29,21765
2010/11/30,21346
2010/12/01,21435
2010/12/02,21430
2010/12/03,21965
2010/12/04,14946
2010/12/05,9986
2010/12/06,10911
2010/12/07,11377
2010/12/08,11715
2010/12/09,11792
2010/12/10,9768
2010/12/11,10070
2010/12/12,9760
2010/12/13,17107
2010/12/14,18515
2010/12/15,19496
2010/12/16,19630
2010/12/17,18934
2010/12/18,18974
2010/12/19,17786
2010/12/20,17801
2010/12/21,18120
2010/12/22,16810
2010/12/23,15874
2010/12/24,13860
2010/12/25,14039
2010/12/26,12648
2010/12/27,8695
2010/12/28,8513
2010/12/29,9690
2010/12/30,9737
2010/12/31,9429
2011/01/01,9730
2011/01/02,10159
2011/01/03,10142
2011/01/04,10424
2011/01/05,10624
2011/01/06,11522
2011/01/07,11405
2011/01/08,10063
2011/01/09,10411
2011/01/10,11233
2011/01/11,14005
2011/01/12,12085
2011/01/13,15973
2011/01/14,16959
2011/01/15,16852
2011/01/16,16573
2011/01/17,16546
2011/01/18,16909
2011/01/19,16428
2011/01/20,14839
2011/01/21,14366
2011/01/22,14172
2011/01/23,13028
2011/01/24,13090
2011/01/25,12726
2011/01/26,12028
2011/01/27,208206
2011/01/28,208635
2011/01/29,208344
2011/01/30,217216
2011/01/31,216204
2011/02/01,215260
2011/02/02,213061
2011/02/03,211277
2011/02/04,210227
2011/02/05,208624
2011/02/06,207069
2011/02/07,206122
2011/02/08,203280
2011/02/09,199972
2011/02/10,113464
2011/02/11,135968
2011/02/12,129840
2011/02/13,124494
2011/02/14,125029
2011/02/15,123769
2011/02/16,125355
2011/02/17,120342
2011/02/18,112933
2011/02/19,109228
2011/02/20,109198
2011/02/21,112698
2011/02/22,127899
2011/02/23,152854
2011/02/24,151828
2011/02/25,143851
2011/02/26,143240
2011/02/27,139903
2011/02/28,142497
2011/03/01,408115
2011/03/02,1117045
2011/03/03,1110209
2011/03/04,1101826
2011/03/05,1104689
2011/03/06,1106343
2011/03/07,1106845
2011/03/08,1112344
2011/03/09,1115804
2011/03/10,1112846
2011/03/11,1110120
2011/03/12,1110949
2011/03/13,1110485
2011/03/14,1105649
2011/03/15,1074395
2011/03/16,108066
2011/03/17,110038
2011/03/18,98263
2011/03/19,102876
2011/03/20,108064
2011/03/21,110422
2011/03/22,110403
2011/03/23,110588
2011/03/24,83163
2011/03/25,91179
2011/03/26,110129
2011/03/27,111926
2011/03/28,113853
2011/03/29,116618
2011/03/30,119881
2011/03/31,121676
2011/04/01,129935
2011/04/02,132261
2011/04/03,137182
2011/04/04,137793
2011/04/05,139909
2011/04/06,136888
2011/04/07,128299
2011/04/08,103555
2011/04/09,36668
2011/04/10,34991
2011/04/11,33694
2011/04/12,37233
2011/04/13,53312
2011/04/14,59156
2011/04/15,56841
2011/04/16,142244
2011/04/17,677414
2011/04/18,675884
2011/04/19,1625781
2011/04/20,3063311
2011/04/21,3041902
2011/04/22,3034639
2011/04/23,3024902
2011/04/24,3016995
2011/04/25,3010407
2011/04/26,2998297
2011/04/27,2981348
2011/04/28,2970415
2011/04/29,2978548
2011/04/30,2953824
2011/05/01,2964774
2011/05/02,2946818
2011/05/03,2731371
2011/05/04,988824
2011/05/05,988353
2011/05/06,981956
2011/05/07,961158
2011/05/08,1131339
2011/05/09,1081727
2011/05/10,1412858
2011/05/11,1379599
2011/05/12,1318353
2011/05/13,1685459
2011/05/14,6650051
2011/05/15,6593538
2011/05/16,6516166
2011/05/17,6461065
2011/05/18,6443261
2011/05/19,6394947
2011/05/20,6343261
2011/05/21,6296969
2011/05/22,6444433
2011/05/23,6298831
2011/05/24,6302643
2011/05/25,6183840
2011/05/26,6069283
2011/05/27,6092708
2011/05/28,2484348
2011/05/29,2481598
2011/05/30,2465993
2011/05/31,2389748
2011/06/01,2237042
2011/06/02,2040690
2011/06/03,3010217
2011/06/04,3757441
2011/06/05,4809973
2011/06/06,7193974
2011/06/07,7726623
2011/06/08,10993175
2011/06/09,13507055
2011/06/10,15677928
2011/06/11,17789591
2011/06/12,19456776
2011/06/13,19147891
2011/06/14,19228539
2011/06/15,37221754
2011/06/16,78483683
2011/06/17,77301220
2011/06/18,76284185
2011/06/19,77702614
2011/06/20,77028449
2011/06/21,75423435
2011/06/22,75304096
2011/06/23,74932847
2011/06/24,76117604
2011/06/25,101172424
2011/06/26,99860426
2011/06/27,99177618
2011/06/28,100721601
2011/06/29,101107311
2011/06/30,88896746
2011/07/01,89826215
2011/07/02,90743674
2011/07/03,92960679
2011/07/04,93218087
2011/07/05,96050640
2011/07/06,97422124
2011/07/07,99139773
2011/07/08,99018108
2011/07/09,59497446
2011/07/10,55432623
2011/07/11,55672631
2011/07/12,24044570
2011/07/13,17992428
2011/07/14,18338327
2011/07/15,18751757
2011/07/16,18730612
2011/07/17,18871905
2011/07/18,23838752
2011/07/19,24915135
2011/07/20,24968869
2011/07/21,23974293
2011/07/22,22268996
2011/07/23,22774329
2011/07/24,21921824
2011/07/25,21854302
2011/07/26,21802579
2011/07/27,21794491
2011/07/28,25899724
2011/07/29,25776566
2011/07/30,26976804
2011/07/31,26925706
2011/08/01,23655410
2011/08/02,21205817
2011/08/03,21543874
2011/08/04,22058513
2011/08/05,21867708
2011/08/06,22254337
2011/08/07,22627210
2011/08/08,22073797
2011/08/09,22716992
2011/08/10,22378050
2011/08/11,9699318
2011/08/12,9799525
2011/08/13,9916256
2011/08/14,9919799
2011/08/15,9994650
2011/08/16,10039445
2011/08/17,10085218
2011/08/18,10014153
2011/08/19,10002481
2011/08/20,10048375
2011/08/21,10036680
2011/08/22,10072866
2011/08/23,4317820
2011/08/24,2249493
2011/08/25,2218727
2011/08/26,2320551
2011/08/27,9886851
2011/08/28,10068826
2011/08/29,10160627
2011/08/30,10259762
2011/08/31,10329093
2011/09/01,10383907
2011/09/02,10420824
2011/09/03,10459215
2011/09/04,11631033
2011/09/05,13238706
2011/09/06,15700518
2011/09/07,15766986
2011/09/08,15853097
2011/09/09,15867357
2011/09/10,13598688
2011/09/11,13408155
2011/09/12,13301029
2011/09/13,13302977
2011/09/14,13352632
2011/09/15,13451615
2011/09/16,13373435
2011/09/17,13396720
2011/09/18,12728754
2011/09/19,10687147
2011/09/20,2391840
2011/09/21,2145867
2011/09/22,2165902
2011/09/23,2177349
2011/09/24,2184870
2011/09/25,1340785
2011/09/26,950112
2011/09/27,949345
2011/09/28,948963
2011/09/29,945518
2011/09/30,552208
2011/10/01,591173
2011/10/02,576671
2011/10/03,595451
2011/10/04,603587
2011/10/05,543904
2011/10/06,680146
2011/10/07,681009
2011/10/08,702711
2011/10/09,754939
2011/10/10,776722
2011/10/11,782576
2011/10/12,810525
2011/10/13,839479
2011/10/14,880022
2011/10/15,837628
2011/10/16,895174
2011/10/17,850662
2011/10/18,842819
2011/10/19,845567
2011/10/20,567629
2011/10/21,504179
2011/10/22,559905
2011/10/23,637005
2011/10/24,643051
2011/10/25,648257
2011/10/26,645985
2011/10/27,663383
2011/10/28,669180
2011/10/29,668532
2011/10/30,705486
2011/10/31,689597
2011/11/01,711217
2011/11/02,647709
2011/11/03,564822
2011/11/04,564689
2011/11/05,577208
2011/11/06,574085
2011/11/07,604618
2011/11/08,1282484
2011/11/09,1522463
2011/11/10,1536650
2011/11/11,1560050
2011/11/12,1586934
2011/11/13,1583969
2011/11/14,1597962
2011/11/15,1601714
2011/11/16,2494756
2011/11/17,4110665
2011/11/18,6138186
2011/11/19,6742793
2011/11/20,6589925
2011/11/21,6425236
2011/11/22,6834845
2011/11/23,6815061
2011/11/24,6621808
2011/11/25,6435527
2011/11/26,6144173
2011/11/27,5777315
2011/11/28,5929492
2011/11/29,5837150
2011/11/30,8635878
2011/12/01,8633321
2011/12/02,9845411
2011/12/03,9934496
2011/12/04,9654155
2011/12/05,9373714
2011/12/06,11239402
2011/12/07,11442958
2011/12/08,10975909
2011/12/09,10401622
2011/12/10,10525457
2011/12/11,10868882
2011/12/12,11733645
2011/12/13,12658025
2011/12/14,12303292
2011/12/15,12797145
2011/12/16,12191727
2011/12/17,12388403
2011/12/18,12622403
2011/12/19,12705822
2011/12/20,9633473
2011/12/21,6469640
2011/12/22,2526163
2011/12/23,1376959
2011/12/24,1054504
2011/12/25,851672
2011/12/26,995904
2011/12/27,1137017
2011/12/28,1142215
2011/12/29,1162108
2011/12/30,1190778
2011/12/31,1193811
2012/01/01,1146552
2012/01/02,1162302
2012/01/03,1168321
2012/01/04,1139143
2012/01/05,1732798
2012/01/06,1898359
2012/01/07,1861381
2012/01/08,1808637
2012/01/09,1782185
2012/01/10,1747766
2012/01/11,1679809
2012/01/12,1679786
2012/01/13,1607249
2012/01/14,1507032
2012/01/15,1500594
2012/01/16,1420924
2012/01/17,1292376
2012/01/18,1300694
2012/01/19,878693
2012/01/20,536654
2012/01/21,596219
2012/01/22,725871
2012/01/23,729809
2012/01/24,725893
2012/01/25,722925
2012/01/26,726050
2012/01/27,699268
2012/01/28,794287
2012/01/29,795636
2012/01/30,698983
2012/01/31,637950
2012/02/01,694360
2012/02/02,683743
2012/02/03,688499
2012/02/04,671637
2012/02/05,615168
2012/02/06,593180
2012/02/07,592315
2012/02/08,565902
2012/02/09,570949
2012/02/10,570599
2012/02/11,608242
2012/02/12,611984
2012/02/13,616942
2012/02/14,2445750
2012/02/15,3088864
2012/02/16,3804126
2012/02/17,3838594
2012/02/18,3797413
2012/02/19,3824537
2012/02/20,3805630
2012/02/21,3804429
2012/02/22,3715057
2012/02/23,3579352
2012/02/24,3490962
2012/02/25,3545843
2012/02/26,3564820
2012/02/27,3611417
2012/02/28,3213585
2012/02/29,2836560
2012/03/01,1681820
2012/03/02,1380137
2012/03/03,1343591
2012/03/04,1390558
2012/03/05,1397255
2012/03/06,1391086
2012/03/07,1278130
2012/03/08,1172943
2012/03/09,1170706
2012/03/10,1177115
2012/03/11,1137882
2012/03/12,1148778
2012/03/13,1122101
2012/03/14,1095419
2012/03/15,989446
2012/03/16,982974
2012/03/17,940568
2012/03/18,862223
2012/03/19,824958
2012/03/20,757497
2012/03/21,687469
2012/03/22,899166
2012/03/23,1276271
2012/03/24,1344041
2012/03/25,1346507
2012/03/26,1352556
2012/03/27,1349696
2012/03/28,1379497
2012/03/29,2070441
2012/03/30,2249567
2012/03/31,2280168
2012/04/01,2158050
2012/04/02,2066079
2012/04/03,1999272
2012/04/04,1893456
2012/04/05,1953264
2012/04/06,1975203
2012/04/07,2213693
2012/04/08,2379154
2012/04/09,3098612
2012/04/10,2997505
2012/04/11,3339652
2012/04/12,3404373
2012/04/13,3409096
2012/04/14,3411231
2012/04/15,3409351
2012/04/16,3683882
2012/04/17,3645915
2012/04/18,3537492
2012/04/19,3646491
2012/04/20,5956298
2012/04/21,5413683
2012/04/22,5463662
2012/04/23,5525049
2012/04/24,5549537
2012/04/25,5523983
2012/04/26,5817670
2012/04/27,5735947
2012/04/28,5774669
2012/04/29,5830591
2012/04/30,5768505
2012/05/01,5776305
2012/05/02,5767208
2012/05/03,5585597
2012/05/04,2838993
2012/05/05,2806675
2012/05/06,3040680
2012/05/07,4045157
2012/05/08,7950371
2012/05/09,8216582
2012/05/10,8185192
2012/05/11,8185172
2012/05/12,9095089
2012/05/13,8924940
2012/05/14,8903075
2012/05/15,10056998
2012/05/16,10480693
2012/05/17,10737660
2012/05/18,10330470
2012/05/19,10297103
2012/05/20,9247162
2012/05/21,9942045
2012/05/22,10178766
2012/05/23,10331513
2012/05/24,10348972
2012/05/25,9947371
2012/05/26,11563812
2012/05/27,11207960
2012/05/28,11242843
2012/05/29,10996950
2012/05/30,10813983
2012/05/31,12163415
2012/06/01,11956010
2012/06/02,11349238
2012/06/03,11510916
2012/06/04,12368739
2012/06/05,12971973
2012/06/06,12613846
2012/06/07,12703012
2012/06/08,14281378
2012/06/09,14717817
2012/06/10,14261624
2012/06/11,13808286
2012/06/12,13896012
2012/06/13,13715867
2012/06/14,14421628
2012/06/15,14431397
2012/06/16,14014293
2012/06/17,14044279
2012/06/18,13925253
2012/06/19,13869568
2012/06/20,14170507
2012/06/21,14398021
2012/06/22,12127593
2012/06/23,11470087
2012/06/24,11628209
2012/06/25,11837304
2012/06/26,12070012
2012/06/27,12120672
2012/06/28,10553721
2012/06/29,9962472
2012/06/30,8371930
2012/07/01,8359100
2012/07/02,8729691
2012/07/03,8884575
2012/07/04,8920009
2012/07/05,8300299
2012/07/06,8490696
2012/07/07,11020293
2012/07/08,11736500
2012/07/09,11740334
2012/07/10,11725203
2012/07/11,12029473
2012/07/12,10781514
2012/07/13,11043975
2012/07/14,11338659
2012/07/15,11239103
2012/07/16,10980795
2012/07/17,11403751
2012/07/18,11406763
2012/07/19,11583825
2012/07/20,11222498
2012/07/21,9274918
2012/07/22,7937782
2012/07/23,8111831
2012/07/24,8112441
2012/07/25,8018779
2012/07/26,7873657
2012/07/27,7933346
2012/07/28,7786738
2012/07/29,7900450
2012/07/30,8684589
2012/07/31,10270266
2012/08/01,10644074
2012/08/02,10249091
2012/08/03,10201701
2012/08/04,9961537
2012/08/05,10243476
2012/08/06,10491432
2012/08/07,10661830
2012/08/08,9580053
2012/08/09,9560869
2012/08/10,9530821
2012/08/11,9458302
2012/08/12,8360422
2012/08/13,6471288
2012/08/14,4613755
2012/08/15,4754936
2012/08/16,6379057
2012/08/17,9421103
2012/08/18,9104280
2012/08/19,20926613
2012/08/20,38350334
2012/08/21,40272436
2012/08/22,45659341
2012/08/23,48625543
2012/08/24,60464221
2012/08/25,58336681
2012/08/26,56464241
2012/08/27,54925654
2012/08/28,52285365
2012/08/29,71059228
2012/08/30,73212870
2012/08/31,70349897
2012/09/01,64003443
2012/09/02,63789590
2012/09/03,67661407
2012/09/04,66632580
2012/09/05,67249902
2012/09/06,106320631
2012/09/07,120426225
2012/09/08,117164536
2012/09/09,115936069
2012/09/10,126023472
2012/09/11,136611903
2012/09/12,135147075
2012/09/13,151652774
2012/09/14,155084029
2012/09/15,155729404
2012/09/16,149878425
2012/09/17,137425859
2012/09/18,128690521
2012/09/19,168828386
2012/09/20,165777324
2012/09/21,180986533
2012/09/22,171880691
2012/09/23,160560044
2012/09/24,168258065
2012/09/25,187420089
2012/09/26,202288433
2012/09/27,209890151
2012/09/28,215575679
2012/09/29,222967069
2012/09/30,229768260
2012/10/01,234803405
2012/10/02,237586579
2012/10/03,180680117
2012/10/04,169986727
2012/10/05,93409896
2012/10/06,53553930
2012/10/07,40837137
2012/10/08,10895432
2012/10/09,11272069
2012/10/10,12571375
2012/10/11,12760034
2012/10/12,12671625
2012/10/13,13865157
2012/10/14,13981338
2012/10/15,15174179
2012/10/16,16231784
2012/10/17,18429344
2012/10/18,19910680
2012/10/19,19687049
2012/10/20,20022940
2012/10/21,19970349
2012/10/22,19801778
2012/10/23,19136592
2012/10/24,17127024
2012/10/25,16862169
2012/10/26,18739950
2012/10/27,18929957
2012/10/28,20046929
2012/10/29,19872147
2012/10/30,22077040
2012/10/31,22506678
2012/11/01,21141183
2012/11/02,22215394
2012/11/03,21774670
2012/11/04,21638714
2012/11/05,21569024
2012/11/06,21124600
2012/11/07,21132772
2012/11/08,21271267
2012/11/09,21470977
2012/11/10,23011194
2012/11/11,23823837
2012/11/12,24541374
2012/11/13,20656473
2012/11/14,15486453
2012/11/15,15717774
2012/11/16,20637076
2012/11/17,21785687
2012/11/18,21792900
2012/11/19,21504965
2012/11/20,21451523
2012/11/21,21645104
2012/11/22,21610381
2012/11/23,21296702
2012/11/24,20237191
2012/11/25,19446840
2012/11/26,18323182
2012/11/27,17568143
2012/11/28,17379776
2012/11/29,16769760
2012/11/30,11391596
2012/12/01,9071167
2012/12/02,7564717
2012/12/03,8428129
2012/12/04,12360698
2012/12/05,16485836
2012/12/06,21084451
2012/12/07,21273899
2012/12/08,21319087
2012/12/09,20500404
2012/12/10,20496935
2012/12/11,20385035
2012/12/12,24718986
2012/12/13,28402241
2012/12/14,27782858
2012/12/15,25688800
2012/12/16,24282616
2012/12/17,24113107
2012/12/18,24088289
2012/12/19,24815406
2012/12/20,24611597
2012/12/21,24658445
2012/12/22,24136825
2012/12/23,25004876
2012/12/24,24978501
2012/12/25,26482767
2012/12/26,24103440
2012/12/27,17627607
2012/12/28,13283969
2012/12/29,13009455
2012/12/30,12543445
2012/12/31,11714331
2013/01/01,8023589
2013/01/02,9743899
2013/01/03,10300518
2013/01/04,12441596
2013/01/05,13816861
2013/01/06,13629089
2013/01/07,13597844
2013/01/08,13795839
2013/01/09,12737906
2013/01/10,11780631
2013/01/11,11362530
2013/01/12,11463548
2013/01/13,11059449
2013/01/14,11148977
2013/01/15,11864914
2013/01/16,12956119
2013/01/17,13214428
2013/01/18,12500905
2013/01/19,12056692
2013/01/20,11666254
2013/01/21,11786884
2013/01/22,11164202
2013/01/23,14859924
2013/01/24,14736196
2013/01/25,14592522
2013/01/26,13489226
2013/01/27,11909845
2013/01/28,10942728
2013/01/29,14119713
2013/01/30,14279253
2013/01/31,14378838
2013/02/01,14986244
2013/02/02,14837726
2013/02/03,13758428
2013/02/04,12404029
2013/02/05,12827196
2013/02/06,12302975
2013/02/07,12140965
2013/02/08,13876494
2013/02/09,12755052
2013/02/10,11956260
2013/02/11,11784910
2013/02/12,11068603
2013/02/13,11643072
2013/02/14,11681809
2013/02/15,11596321
2013/02/16,10688986
2013/02/17,10253729
2013/02/18,10246879
2013/02/19,9898632
2013/02/20,9703740
2013/02/21,9790211
2013/02/22,9091881
2013/02/23,8750983
2013/02/24,11529794
2013/02/25,14850858
2013/02/26,14598857
2013/02/27,14151055
2013/02/28,14709724
2013/03/01,15423265
2013/03/02,15624610
2013/03/03,15853554
2013/03/04,15871787
2013/03/05,21598412
2013/03/06,28900827
2013/03/07,28054837
2013/03/08,28003330
2013/03/09,26854319
2013/03/10,26908219
2013/03/11,27023943
2013/03/12,27669711
2013/03/13,28049860
2013/03/14,28071552
2013/03/15,95817550
2013/03/16,96993121
2013/03/17,95986943
2013/03/18,107063423
2013/03/19,107233950
2013/03/20,107907211
2013/03/21,108608135
2013/03/22,106524494
2013/03/23,103378300
2013/03/24,102860429
2013/03/25,99147281
2013/03/26,97766179
2013/03/27,107933035
2013/03/28,102870974
2013/03/29,81798352
2013/03/30,84700886
2013/03/31,74002483
2013/04/01,68367721
2013/04/02,99072350
2013/04/03,117121782
2013/04/04,125118334
2013/04/05,127162526
2013/04/06,119556302
2013/04/07,106683468
2013/04/08,101260392
2013/04/09,121129865
2013/04/10,174525639
2013/04/11,171118940
2013/04/12,167842363
2013/04/13,175188774
2013/04/14,187261904
2013/04/15,194744464
2013/04/16,195382289
2013/04/17,194630411
2013/04/18,271934908
2013/04/19,271652873
2013/04/20,275227461
2013/04/21,277218332
2013/04/22,277269633
2013/04/23,267509811
2013/04/24,232317588
2013/04/25,233469483
2013/04/26,233145813
2013/04/27,233459073
2013/04/28,233122646
2013/04/29,229840211
2013/04/30,233807916
2013/05/01,234907482
2013/05/02,107815402
2013/05/03,108293775
2013/05/04,116743997
2013/05/05,121302680
2013/05/06,118527776
2013/05/07,112400579
2013/05/08,84547954
2013/05/09,51519158
2013/05/10,37744215
2013/05/11,37387768
2013/05/12,39149772
2013/05/13,34289896
2013/05/14,34189104
2013/05/15,28314446
2013/05/16,26417114
2013/05/17,26627022
2013/05/18,22068863
2013/05/19,25396272
2013/05/20,25044630
2013/05/21,19926669
2013/05/22,19347746
2013/05/23,19696215
2013/05/24,21704264
2013/05/25,22852113
2013/05/26,24224027
2013/05/27,24311621
2013/05/28,24924830
2013/05/29,26196712
2013/05/30,26046426
2013/05/31,26055299
2013/06/01,27203185
2013/06/02,26262433
2013/06/03,25860097
2013/06/04,25841023
2013/06/05,25738116
2013/06/06,26356424
2013/06/07,25133599
2013/06/08,29316068
2013/06/09,26480151
2013/06/10,28546038
2013/06/11,28179807
2013/06/12,26703758
2013/06/13,26319999
2013/06/14,25789141
2013/06/15,28491910
2013/06/16,28451095
2013/06/17,25875365
2013/06/18,25297392
2013/06/19,23956096
2013/06/20,21143607
2013/06/21,20731400
2013/06/22,20378561
2013/06/23,23526141
2013/06/24,23238822
2013/06/25,23843498
2013/06/26,23846006
2013/06/27,23893850
2013/06/28,22360202
2013/06/29,21675066
2013/06/30,23867851
2013/07/01,25306101
2013/07/02,25014129
2013/07/03,25481905
2013/07/04,24344116
2013/07/05,24327556
2013/07/06,23875492
2013/07/07,21120100
2013/07/08,21213180
2013/07/09,24200903
2013/07/10,26690612
2013/07/11,28909469
2013/07/12,31174034
2013/07/13,29694788
2013/07/14,26493553
2013/07/15,26574580
2013/07/16,27394172
2013/07/17,29465211
2013/07/18,30138770
2013/07/19,30218436
2013/07/20,31546779
2013/07/21,32547004
2013/07/22,32183657
2013/07/23,32008046
2013/07/24,31658622
2013/07/25,30743815
2013/07/26,29408471
2013/07/27,32257546
2013/07/28,31704805
2013/07/29,31588979
2013/07/30,33324476
2013/07/31,31656179
2013/08/01,37584841
2013/08/02,38379470
2013/08/03,35370787
2013/08/04,34055751
2013/08/05,34205931
2013/08/06,33878815
2013/08/07,33894216
2013/08/08,33953208
2013/08/09,34670520
2013/08/10,33215864
2013/08/11,35958247
2013/08/12,36108049
2013/08/13,43215497
2013/08/14,51290595
2013/08/15,47974711
2013/08/16,49992349
2013/08/17,50133582
2013/08/18,47482580
2013/08/19,49078924
2013/08/20,49257926
2013/08/21,54993719
2013/08/22,53961003
2013/08/23,51307972
2013/08/24,49073541
2013/08/25,44473067
2013/08/26,44858401
2013/08/27,42012416
2013/08/28,36863140
2013/08/29,36721619
2013/08/30,36066580
2013/08/31,36091614
2013/09/01,36578634
2013/09/02,35236080
2013/09/03,36346290
2013/09/04,27053381
2013/09/05,27094182
2013/09/06,27093708
2013/09/07,24687001
2013/09/08,28822314
2013/09/09,29555091
2013/09/10,28820323
2013/09/11,28719982
2013/09/12,28719247
2013/09/13,27127274
2013/09/14,27994108
2013/09/15,31541103
2013/09/16,31487327
2013/09/17,26914275
2013/09/18,24348271
2013/09/19,27077210
2013/09/20,27781757
2013/09/21,29436161
2013/09/22,26878043
2013/09/23,34260001
2013/09/24,37686527
2013/09/25,38246093
2013/09/26,38354087
2013/09/27,38282737
2013/09/28,38127343
2013/09/29,34841458
2013/09/30,35729035
2013/10/01,42565962
2013/10/02,47036741
2013/10/03,46837871
2013/10/04,46784477
2013/10/05,47569293
2013/10/06,49312283
2013/10/07,47284384
2013/10/08,45835147
2013/10/09,46417620
2013/10/10,46419427
2013/10/11,46443049
2013/10/12,45159113
2013/10/13,43539960
2013/10/14,44667865
2013/10/15,41164402
2013/10/16,42835219
2013/10/17,44347086
2013/10/18,48566715
2013/10/19,50566531
2013/10/20,42374700
2013/10/21,50652490
2013/10/22,66014134
2013/10/23,76415415
2013/10/24,77733393
2013/10/25,187070696
2013/10/26,183795987
2013/10/27,183572312
2013/10/28,183423686
2013/10/29,197993885
2013/10/30,198106554
2013/10/31,197383792
2013/11/01,198982869
2013/11/02,202505673
2013/11/03,203469474
2013/11/04,203532249
2013/11/05,204502454
2013/11/06,204605036
2013/11/07,213269555
2013/11/08,155312741
2013/11/09,159385685
2013/11/10,150497225
2013/11/11,144522772
2013/11/12,144596176
2013/11/13,172881120
2013/11/14,184972794
2013/11/15,417282231
2013/11/16,427944754
2013/11/17,414532955
2013/11/18,519524019
2013/11/19,652147662
2013/11/20,649531386
2013/11/21,722740558
2013/11/22,850228435
2013/11/23,838148168
2013/11/24,791414162
2013/11/25,719858220
2013/11/26,1317166296
2013/11/27,1548567975
2013/11/28,1720181504
2013/11/29,1777657463
2013/11/30,1706315812
2013/12/01,1597978395
2013/12/02,1572733176
2013/12/03,1582079574
2013/12/04,1517996131
2013/12/05,1501797334
2013/12/06,1545558651
2013/12/07,1505812530
2013/12/08,1527243736
2013/12/09,1528442587
2013/12/10,1401485209
2013/12/11,1239021368
2013/12/12,916029878
2013/12/13,674793464
2013/12/14,612736572
2013/12/15,687201050
2013/12/16,743259155
2013/12/17,740683935
2013/12/18,719019611
2013/12/19,680514683
2013/12/20,700676860
2013/12/21,577185919
2013/12/22,591848490
2013/12/23,608850743
2013/12/24,617405151
2013/12/25,615945308
2013/12/26,635139000
2013/12/27,649582128
2013/12/28,656944677
2013/12/29,635632242
2013/12/30,400973767
2013/12/31,352407118
2014/01/01,233582293
2014/01/02,169430270
2014/01/03,188420766
2014/01/04,183717946
2014/01/05,234422450
2014/01/06,303434128
2014/01/07,328573144
2014/01/08,328800651
2014/01/09,328127882
2014/01/10,327414457
2014/01/11,341976775
2014/01/12,360764059
2014/01/13,368189200
2014/01/14,351879916
2014/01/15,344226258
2014/01/16,346731335
2014/01/17,360410683
2014/01/18,383224492
2014/01/19,350497901
2014/01/20,275243432
2014/01/21,205405879
2014/01/22,189833464
2014/01/23,190167395
2014/01/24,204936746
2014/01/25,202925411
2014/01/26,205628401
2014/01/27,256497796
2014/01/28,248532750
2014/01/29,252320744
2014/01/30,252446504
2014/01/31,250866685
2014/02/01,238247838
2014/02/02,239597748
2014/02/03,219032155
2014/02/04,236374484
2014/02/05,240429382
2014/02/06,241361301
