Date,price14rsiUSD
2010/10/25,82.057
2010/10/26,91.044
2010/10/27,93.982
2010/10/28,94.629
2010/10/29,95.006
2010/10/30,95.467
2010/10/31,95.467
2010/11/01,95.511
2010/11/02,94.085
2010/11/03,94.132
2010/11/04,95.581
2010/11/05,96.495
2010/11/06,98.233
2010/11/07,98.793
2010/11/08,66.863
2010/11/09,56.621
2010/11/10,54.735
2010/11/11,54.937
2010/11/12,57.911
2010/11/13,61.953
2010/11/14,61.188
2010/11/15,60.402
2010/11/16,54.948
2010/11/17,51.51
2010/11/18,54.467
2010/11/19,58.742
2010/11/20,59.767
2010/11/21,58.705
2010/11/22,59.271
2010/11/23,59.696
2010/11/24,59.739
2010/11/25,59.262
2010/11/26,59.352
2010/11/27,59.786
2010/11/28,57.417
2010/11/29,50.782
2010/11/30,42.325
2010/12/01,42.207
2010/12/02,48.635
2010/12/03,50.941
2010/12/04,45.895
2010/12/05,40.618
2010/12/06,43.286
2010/12/07,43.045
2010/12/08,50.121
2010/12/09,44.126
2010/12/10,41.879
2010/12/11,45.583
2010/12/12,45.208
2010/12/13,46.918
2010/12/14,51.73
2010/12/15,52.807
2010/12/16,53.354
2010/12/17,53.502
2010/12/18,53.609
2010/12/19,53.306
2010/12/20,56.449
2010/12/21,54.96
2010/12/22,53.672
2010/12/23,54.439
2010/12/24,54.439
2010/12/25,54.283
2010/12/26,58.063
2010/12/27,58.297
2010/12/28,63.818
2010/12/29,68.192
2010/12/30,70.989
2010/12/31,72.175
2011/01/01,69.457
2011/01/02,69.848
2011/01/03,66.426
2011/01/04,68.175
2011/01/05,65.946
2011/01/06,67.481
2011/01/07,71.061
2011/01/08,73.315
2011/01/09,75.276
2011/01/10,75.775
2011/01/11,76.302
2011/01/12,72.654
2011/01/13,68.611
2011/01/14,79.622
2011/01/15,84.536
2011/01/16,84.547
2011/01/17,70.229
2011/01/18,55.311
2011/01/19,49.688
2011/01/20,59.127
2011/01/21,68.074
2011/01/22,70.929
2011/01/23,72.834
2011/01/24,69.158
2011/01/25,64.504
2011/01/26,64.264
2011/01/27,64.474
2011/01/28,67.604
2011/01/29,68.839
2011/01/30,71.848
2011/01/31,76.354
2011/02/01,85.053
2011/02/02,88.242
2011/02/03,86.61
2011/02/04,88.528
2011/02/05,91.141
2011/02/06,91.684
2011/02/07,88.787
2011/02/08,89.015
2011/02/09,91.024
2011/02/10,91.602
2011/02/11,90.611
2011/02/12,91.016
2011/02/13,91.132
2011/02/14,91.229
2011/02/15,90.631
2011/02/16,89.37
2011/02/17,88.05
2011/02/18,70.631
2011/02/19,59.014
2011/02/20,59.632
2011/02/21,50.769
2011/02/22,53.792
2011/02/23,58.335
2011/02/24,63.743
2011/02/25,60.069
2011/02/26,59.271
2011/02/27,57.816
2011/02/28,51.501
2011/03/01,53.2
2011/03/02,57.441
2011/03/03,56.862
2011/03/04,53.991
2011/03/05,54.555
2011/03/06,53.747
2011/03/07,49.662
2011/03/08,49.661
2011/03/09,46.709
2011/03/10,52.974
2011/03/11,50.814
2011/03/12,52.927
2011/03/13,52.45
2011/03/14,51.982
2011/03/15,49.871
2011/03/16,46.364
2011/03/17,41.838
2011/03/18,41.52
2011/03/19,33.124
2011/03/20,31.224
2011/03/21,32.932
2011/03/22,38.361
2011/03/23,47.233
2011/03/24,50.508
2011/03/25,54.526
2011/03/26,53.472
2011/03/27,46.078
2011/03/28,43.896
2011/03/29,41.933
2011/03/30,41.269
2011/03/31,40.675
2011/04/01,38.778
2011/04/02,39.7
2011/04/03,40.212
2011/04/04,32.491
2011/04/05,29.183
2011/04/06,39.404
2011/04/07,40.882
2011/04/08,41.089
2011/04/09,39.231
2011/04/10,40.082
2011/04/11,42.587
2011/04/12,55.726
2011/04/13,65.108
2011/04/14,72.049
2011/04/15,73.87
2011/04/16,75.367
2011/04/17,79.067
2011/04/18,82.26
2011/04/19,83.401
2011/04/20,79.955
2011/04/21,80.638
2011/04/22,85.524
2011/04/23,90.225
2011/04/24,92.19
2011/04/25,79.918
2011/04/26,81.889
2011/04/27,84.625
2011/04/28,87.366
2011/04/29,91.388
2011/04/30,94.098
2011/05/01,94.249
2011/05/02,88.725
2011/05/03,89.597
2011/05/04,90.301
2011/05/05,86.874
2011/05/06,87.057
2011/05/07,88.131
2011/05/08,89.416
2011/05/09,89.878
2011/05/10,93.525
2011/05/11,95.147
2011/05/12,95.501
2011/05/13,96.87
2011/05/14,97.144
2011/05/15,83.977
2011/05/16,85.612
2011/05/17,85.935
2011/05/18,75.999
2011/05/19,71.725
2011/05/20,63.992
2011/05/21,60.973
2011/05/22,64.43
2011/05/23,67.833
2011/05/24,70.063
2011/05/25,73.623
2011/05/26,76.289
2011/05/27,76.623
2011/05/28,74.036
2011/05/29,72.901
2011/05/30,74.443
2011/05/31,75.253
2011/06/01,77.291
2011/06/02,81.35
2011/06/03,87.38
2011/06/04,92.123
2011/06/05,93.048
2011/06/06,91.247
2011/06/07,93.503
2011/06/08,95.541
2011/06/09,96.139
2011/06/10,82.559
2011/06/11,60.52
2011/06/12,54.676
2011/06/13,58.789
2011/06/14,59.33
2011/06/15,58.957
2011/06/16,56.173
2011/06/17,51.746
2011/06/18,51.969
2011/06/19,53.594
2011/06/20,53.12
2011/06/21,53.12
2011/06/22,53.12
2011/06/23,53.12
2011/06/24,53.12
2011/06/25,53.12
2011/06/26,53.039
2011/06/27,51.428
2011/06/28,52.451
2011/06/29,52.666
2011/06/30,50.568
2011/07/01,47.075
2011/07/02,45.468
2011/07/03,45.667
2011/07/04,42.026
2011/07/05,36.855
2011/07/06,39.78
2011/07/07,45.034
2011/07/08,44.133
2011/07/09,43.173
2011/07/10,45.06
2011/07/11,44.605
2011/07/12,42.142
2011/07/13,41.478
2011/07/14,41.453
2011/07/15,40.954
2011/07/16,40.042
2011/07/17,37.938
2011/07/18,37.165
2011/07/19,40.862
2011/07/20,42.22
2011/07/21,41.237
2011/07/22,41.134
2011/07/23,41.615
2011/07/24,43.553
2011/07/25,45.931
2011/07/26,45.266
2011/07/27,44.721
2011/07/28,42.065
2011/07/29,39.796
2011/07/30,40.18
2011/07/31,39.276
2011/08/01,36.584
2011/08/02,30.058
2011/08/03,19.176
2011/08/04,16.98
2011/08/05,20.622
2011/08/06,14.511
2011/08/07,12.726
2011/08/08,19.956
2011/08/09,30.241
2011/08/10,38.968
2011/08/11,38.021
2011/08/12,36.519
2011/08/13,39.309
2011/08/14,44.446
2011/08/15,48.076
2011/08/16,48.705
2011/08/17,47.824
2011/08/18,47.598
2011/08/19,50.382
2011/08/20,52.907
2011/08/21,51.363
2011/08/22,48.881
2011/08/23,47.305
2011/08/24,47.038
2011/08/25,41.496
2011/08/26,32.825
2011/08/27,30.118
2011/08/28,34.947
2011/08/29,36.936
2011/08/30,36.06
2011/08/31,33.682
2011/09/01,31.973
2011/09/02,34.907
2011/09/03,36.091
2011/09/04,34.539
2011/09/05,31.481
2011/09/06,27.867
2011/09/07,26.744
2011/09/08,25.892
2011/09/09,21.03
2011/09/10,18.055
2011/09/11,23.618
2011/09/12,31.769
2011/09/13,31.331
2011/09/14,30.232
2011/09/15,27.734
2011/09/16,25.857
2011/09/17,25.693
2011/09/18,28.285
2011/09/19,33.049
2011/09/20,38.744
2011/09/21,39.805
2011/09/22,37.128
2011/09/23,36.748
2011/09/24,37.029
2011/09/25,35.875
2011/09/26,33.526
2011/09/27,31.835
2011/09/28,31.435
2011/09/29,30.88
2011/09/30,34.157
2011/10/01,37.039
2011/10/02,36.249
2011/10/03,36.199
2011/10/04,35.775
2011/10/05,34.769
2011/10/06,33.293
2011/10/07,29.763
2011/10/08,26.143
2011/10/09,25.212
2011/10/10,26.475
2011/10/11,25.4
2011/10/12,26.755
2011/10/13,28.752
2011/10/14,27.71
2011/10/15,26.345
2011/10/16,23.816
2011/10/17,18.203
2011/10/18,14.812
2011/10/19,14.147
2011/10/20,13.921
2011/10/21,18.859
2011/10/22,29.993
2011/10/23,35.7
2011/10/24,32.413
2011/10/25,30.432
2011/10/26,33.144
2011/10/27,36.427
2011/10/28,40.975
2011/10/29,46.159
2011/10/30,47.118
2011/10/31,44.327
2011/11/01,43.342
2011/11/02,43.326
2011/11/03,43.326
2011/11/04,42.068
2011/11/05,40.083
2011/11/06,38.613
2011/11/07,39.197
2011/11/08,40.486
2011/11/09,40.226
2011/11/10,37.798
2011/11/11,39.758
2011/11/12,43.14
2011/11/13,42.142
2011/11/14,32.631
2011/11/15,27.203
2011/11/16,33.32
2011/11/17,32.695
2011/11/18,28.664
2011/11/19,27.916
2011/11/20,31.44
2011/11/21,33.176
2011/11/22,35.584
2011/11/23,36.451
2011/11/24,38.432
2011/11/25,42.114
2011/11/26,41.996
2011/11/27,42.295
2011/11/28,44.081
2011/11/29,49.746
2011/11/30,56.991
2011/12/01,61.798
2011/12/02,63.328
2011/12/03,57.8
2011/12/04,52.281
2011/12/05,53.697
2011/12/06,56.903
2011/12/07,58.553
2011/12/08,57.517
2011/12/09,57.038
2011/12/10,58.298
2011/12/11,63.141
2011/12/12,64.29
2011/12/13,64.874
2011/12/14,63.527
2011/12/15,62.303
2011/12/16,63.4
2011/12/17,63.485
2011/12/18,62.549
2011/12/19,69.131
2011/12/20,78.315
2011/12/21,81.042
2011/12/22,79.627
2011/12/23,80.223
2011/12/24,80.648
2011/12/25,82.863
2011/12/26,83.436
2011/12/27,78.008
2011/12/28,79.559
2011/12/29,80.557
2011/12/30,80.991
2011/12/31,85.135
2012/01/01,89.54
2012/01/02,91.008
2012/01/03,81.772
2012/01/04,83.467
2012/01/05,89.527
2012/01/06,91.376
2012/01/07,89.294
2012/01/08,89.995
2012/01/09,82.714
2012/01/10,73.336
2012/01/11,76.019
2012/01/12,77.325
2012/01/13,71.257
2012/01/14,71.015
2012/01/15,73.735
2012/01/16,72.873
2012/01/17,57.754
2012/01/18,51.296
2012/01/19,56.6
2012/01/20,59.867
2012/01/21,58.485
2012/01/22,56.895
2012/01/23,58.044
2012/01/24,57.849
2012/01/25,52.189
2012/01/26,45.132
2012/01/27,41.703
2012/01/28,44.276
2012/01/29,45.077
2012/01/30,44.022
2012/01/31,45.082
2012/02/01,51.15
2012/02/02,55.722
2012/02/03,54.706
2012/02/04,52.415
2012/02/05,49.726
2012/02/06,45.549
2012/02/07,46.204
2012/02/08,47.517
2012/02/09,49.118
2012/02/10,52.596
2012/02/11,49.833
2012/02/12,45.842
2012/02/13,42.132
2012/02/14,33.766
2012/02/15,28.374
2012/02/16,27.323
2012/02/17,28.318
2012/02/18,28.048
2012/02/19,28.115
2012/02/20,29.968
2012/02/21,29.454
2012/02/22,30.289
2012/02/23,42.5
2012/02/24,49.566
2012/02/25,46.946
2012/02/26,45.796
2012/02/27,48.14
2012/02/28,47.416
2012/02/29,46.291
2012/03/01,47.092
2012/03/02,44.991
2012/03/03,41.338
2012/03/04,42.968
2012/03/05,49.023
2012/03/06,51.633
2012/03/07,50.81
2012/03/08,49.811
2012/03/09,48.506
2012/03/10,46.819
2012/03/11,47.802
2012/03/12,48.961
2012/03/13,55.803
2012/03/14,63.188
2012/03/15,63.934
2012/03/16,63.27
2012/03/17,60.072
2012/03/18,58.519
2012/03/19,47.335
2012/03/20,40.615
2012/03/21,43.408
2012/03/22,41.156
2012/03/23,40.034
2012/03/24,39.14
2012/03/25,37.108
2012/03/26,36.26
2012/03/27,42.86
2012/03/28,46.765
2012/03/29,45.945
2012/03/30,48.229
2012/03/31,50.226
2012/04/01,48.896
2012/04/02,50.297
2012/04/03,54.33
2012/04/04,52.538
2012/04/05,52.089
2012/04/06,52.77
2012/04/07,46.263
2012/04/08,42.436
2012/04/09,47.818
2012/04/10,49.128
2012/04/11,50.724
2012/04/12,53.082
2012/04/13,52.549
2012/04/14,54.608
2012/04/15,55.489
2012/04/16,54.408
2012/04/17,55.556
2012/04/18,60.55
2012/04/19,64.879
2012/04/20,69.978
2012/04/21,73.065
2012/04/22,64.869
2012/04/23,54.685
2012/04/24,51.602
2012/04/25,55.985
2012/04/26,55.911
2012/04/27,55.166
2012/04/28,50.985
2012/04/29,45.307
2012/04/30,44.749
2012/05/01,47.683
2012/05/02,51.676
2012/05/03,55.61
2012/05/04,54.482
2012/05/05,53.302
2012/05/06,52.66
2012/05/07,51.966
2012/05/08,53.02
2012/05/09,51.087
2012/05/10,43.855
2012/05/11,40.487
2012/05/12,44.463
2012/05/13,43.864
2012/05/14,47.431
2012/05/15,51.75
2012/05/16,54.514
2012/05/17,56.881
2012/05/18,57.997
2012/05/19,58.244
2012/05/20,57.319
2012/05/21,56.801
2012/05/22,56.713
2012/05/23,58.754
2012/05/24,59.797
2012/05/25,60.11
2012/05/26,56.428
2012/05/27,57.837
2012/05/28,59.297
2012/05/29,60.781
2012/05/30,60.293
2012/05/31,62.266
2012/06/01,70.604
2012/06/02,72.604
2012/06/03,65.661
2012/06/04,67.231
2012/06/05,75.346
2012/06/06,80.045
2012/06/07,82.916
2012/06/08,85.278
2012/06/09,82.973
2012/06/10,71.775
2012/06/11,72.138
2012/06/12,77.468
2012/06/13,82.634
2012/06/14,84.925
2012/06/15,88.935
2012/06/16,90.956
2012/06/17,80.716
2012/06/18,77.37
2012/06/19,79.974
2012/06/20,82.577
2012/06/21,83.724
2012/06/22,79.906
2012/06/23,72.568
2012/06/24,67.332
2012/06/25,64.212
2012/06/26,65.524
2012/06/27,69.999
2012/06/28,71.637
2012/06/29,71.672
2012/06/30,72.66
2012/07/01,71.984
2012/07/02,72.522
2012/07/03,67.428
2012/07/04,59.889
2012/07/05,63.733
2012/07/06,65.94
2012/07/07,68.118
2012/07/08,69.559
2012/07/09,72.916
2012/07/10,77.287
2012/07/11,78.463
2012/07/12,82.827
2012/07/13,85.146
2012/07/14,79.343
2012/07/15,79.492
2012/07/16,85.14
2012/07/17,88.788
2012/07/18,90.201
2012/07/19,90.352
2012/07/20,79.311
2012/07/21,79.379
2012/07/22,76.862
2012/07/23,70.035
2012/07/24,71.219
2012/07/25,73.275
2012/07/26,75.459
2012/07/27,76.059
2012/07/28,75.821
2012/07/29,71.961
2012/07/30,73.564
2012/07/31,77.636
2012/08/01,80.14
2012/08/02,84.755
2012/08/03,88.444
2012/08/04,89.135
2012/08/05,87.459
2012/08/06,85.426
2012/08/07,86.19
2012/08/08,86.577
2012/08/09,86.589
2012/08/10,87.754
2012/08/11,88.794
2012/08/12,89.089
2012/08/13,90.254
2012/08/14,91.326
2012/08/15,93.08
2012/08/16,94.398
2012/08/17,74.31
2012/08/18,61.261
2012/08/19,42.174
2012/08/20,37.347
2012/08/21,45.813
2012/08/22,44.93
2012/08/23,45.37
2012/08/24,49.279
2012/08/25,51.094
2012/08/26,51.474
2012/08/27,52.982
2012/08/28,54.637
2012/08/29,54.333
2012/08/30,52.653
2012/08/31,49.033
2012/09/01,44.698
2012/09/02,45.26
2012/09/03,48.66
2012/09/04,49.755
2012/09/05,52.679
2012/09/06,57.224
2012/09/07,57.312
2012/09/08,56.821
2012/09/09,56.277
2012/09/10,57.095
2012/09/11,59.1
2012/09/12,60.554
2012/09/13,59.824
2012/09/14,63.392
2012/09/15,65.706
2012/09/16,66.465
2012/09/17,67.373
2012/09/18,70.01
2012/09/19,73.412
2012/09/20,73.766
2012/09/21,72.192
2012/09/22,68.327
2012/09/23,67.123
2012/09/24,64.369
2012/09/25,64.766
2012/09/26,66.256
2012/09/27,68.087
2012/09/28,67.754
2012/09/29,69.134
2012/09/30,68.101
2012/10/01,67.818
2012/10/02,72.711
2012/10/03,76.165
2012/10/04,76.19
2012/10/05,70.914
2012/10/06,66.553
2012/10/07,50.433
2012/10/08,43.273
2012/10/09,42.815
2012/10/10,47.97
2012/10/11,49.819
2012/10/12,49.273
2012/10/13,45.952
2012/10/14,42.796
2012/10/15,40.658
2012/10/16,45.019
2012/10/17,44.335
2012/10/18,46.234
2012/10/19,45.157
2012/10/20,42.384
2012/10/21,40.872
2012/10/22,40.448
2012/10/23,41.609
2012/10/24,40.112
2012/10/25,30.285
2012/10/26,20.222
2012/10/27,17.698
2012/10/28,26.509
2012/10/29,31.577
2012/10/30,34.134
2012/10/31,42.072
2012/11/01,39.27
2012/11/02,34.046
2012/11/03,34.996
2012/11/04,39.389
2012/11/05,40.638
2012/11/06,41.693
2012/11/07,44.245
2012/11/08,44.588
2012/11/09,43.451
2012/11/10,42.974
2012/11/11,43.864
2012/11/12,45.391
2012/11/13,47.311
2012/11/14,47.163
2012/11/15,51.348
2012/11/16,61.922
2012/11/17,67.713
2012/11/18,65.921
2012/11/19,66.161
2012/11/20,65.364
2012/11/21,65.868
2012/11/22,72.649
2012/11/23,76.534
2012/11/24,77.066
2012/11/25,77.705
2012/11/26,73.896
2012/11/27,67.814
2012/11/28,68.815
2012/11/29,71.177
2012/11/30,73.796
2012/12/01,73.988
2012/12/02,72.628
2012/12/03,73.663
2012/12/04,80.181
2012/12/05,83.732
2012/12/06,79.858
2012/12/07,80.908
2012/12/08,81.536
2012/12/09,78.952
2012/12/10,79.037
2012/12/11,80.539
2012/12/12,82.341
2012/12/13,82.51
2012/12/14,79.981
2012/12/15,74.263
2012/12/16,67.096
2012/12/17,61.943
2012/12/18,61.922
2012/12/19,66.284
2012/12/20,69.093
2012/12/21,67.329
2012/12/22,62.55
2012/12/23,60.614
2012/12/24,59.882
2012/12/25,60.166
2012/12/26,60.982
2012/12/27,62.15
2012/12/28,61.446
2012/12/29,62.193
2012/12/30,60.947
2012/12/31,61.798
2013/01/01,58.736
2013/01/02,46.882
2013/01/03,47.491
2013/01/04,47.871
2013/01/05,45.366
2013/01/06,42.723
2013/01/07,45.403
2013/01/08,58.381
2013/01/09,65.468
2013/01/10,69.693
2013/01/11,74.935
2013/01/12,74.524
2013/01/13,70.991
2013/01/14,72.423
2013/01/15,71.473
2013/01/16,76.587
2013/01/17,84.863
2013/01/18,87.974
2013/01/19,87.822
2013/01/20,88.051
2013/01/21,90.629
2013/01/22,93.256
2013/01/23,94.086
2013/01/24,91.381
2013/01/25,87.755
2013/01/26,89.152
2013/01/27,89.593
2013/01/28,91.023
2013/01/29,93.013
2013/01/30,93.794
2013/01/31,94.852
2013/02/01,95.418
2013/02/02,91.249
2013/02/03,91.127
2013/02/04,91.344
2013/02/05,91.294
2013/02/06,92.136
2013/02/07,93.524
2013/02/08,94.596
2013/02/09,95.437
2013/02/10,95.842
2013/02/11,96.189
2013/02/12,96.475
2013/02/13,96.575
2013/02/14,97.128
2013/02/15,97.663
2013/02/16,97.731
2013/02/17,97.731
2013/02/18,97.374
2013/02/19,97.875
2013/02/20,98.257
2013/02/21,98.344
2013/02/22,97.971
2013/02/23,94.036
2013/02/24,90.243
2013/02/25,90.294
2013/02/26,90.9
2013/02/27,92.013
2013/02/28,93.772
2013/03/01,95.181
2013/03/02,93.74
2013/03/03,85.906
2013/03/04,87.439
2013/03/05,91.207
2013/03/06,92.87
2013/03/07,93.435
2013/03/08,94.091
2013/03/09,94.884
2013/03/10,95.337
2013/03/11,95.572
2013/03/12,88.621
2013/03/13,80.396
2013/03/14,81.133
2013/03/15,81.557
2013/03/16,82.374
2013/03/17,80.81
2013/03/18,84.126
2013/03/19,88.736
2013/03/20,91.891
2013/03/21,93.739
2013/03/22,94.143
2013/03/23,86.831
2013/03/24,87.403
2013/03/25,89.302
2013/03/26,90.23
2013/03/27,92.337
2013/03/28,93.619
2013/03/29,93.763
2013/03/30,93.916
2013/03/31,94.199
2013/04/01,95.075
2013/04/02,96.416
2013/04/03,97.19
2013/04/04,97.368
2013/04/05,97.602
2013/04/06,97.825
2013/04/07,98.103
2013/04/08,98.616
2013/04/09,99.033
2013/04/10,84.478
2013/04/11,52.971
2013/04/12,46.358
2013/04/13,48.207
2013/04/14,46.316
2013/04/15,44.949
2013/04/16,41.586
2013/04/17,42.618
2013/04/18,48.753
2013/04/19,52.623
2013/04/20,54.992
2013/04/21,54.922
2013/04/22,54.613
2013/04/23,57.091
2013/04/24,61.475
2013/04/25,62.913
2013/04/26,59.617
2013/04/27,56.507
2013/04/28,55.44
2013/04/29,57.896
2013/04/30,59.342
2013/05/01,54.299
2013/05/02,48.176
2013/05/03,44.834
2013/05/04,45.967
2013/05/05,49.944
2013/05/06,49.729
2013/05/07,48.444
2013/05/08,48.047
2013/05/09,47.417
2013/05/10,48.723
2013/05/11,49.963
2013/05/12,49.461
2013/05/13,49.818
2013/05/14,47.243
2013/05/15,44.456
2013/05/16,46.486
2013/05/17,49.357
2013/05/18,51.231
2013/05/19,51.307
2013/05/20,51.57
2013/05/21,53.482
2013/05/22,54.781
2013/05/23,56.646
2013/05/24,61.652
2013/05/25,64.015
2013/05/26,64.783
2013/05/27,64.214
2013/05/28,60.413
2013/05/29,61.078
2013/05/30,61.875
2013/05/31,60.529
2013/06/01,61.068
2013/06/02,56.334
2013/06/03,50.549
2013/06/04,49.614
2013/06/05,50.242
2013/06/06,49.106
2013/06/07,42.68
2013/06/08,37.351
2013/06/09,32.73
2013/06/10,31.061
2013/06/11,35.756
2013/06/12,38.459
2013/06/13,37.213
2013/06/14,32.955
2013/06/15,30.557
2013/06/16,30.776
2013/06/17,31.855
2013/06/18,37.849
2013/06/19,40.723
2013/06/20,42.165
2013/06/21,42.677
2013/06/22,39.045
2013/06/23,36.286
2013/06/24,32.332
2013/06/25,30.937
2013/06/26,32.846
2013/06/27,31.122
2013/06/28,26.467
2013/06/29,23.858
2013/06/30,25.321
2013/07/01,21.829
2013/07/02,20.126
2013/07/03,18.948
2013/07/04,17.148
2013/07/05,14.435
2013/07/06,11.836
2013/07/07,20.116
2013/07/08,27.538
2013/07/09,26.793
2013/07/10,33.234
2013/07/11,41.912
2013/07/12,46.654
2013/07/13,50.504
2013/07/14,50.579
2013/07/15,52.053
2013/07/16,52.89
2013/07/17,51.136
2013/07/18,47.736
2013/07/19,44.094
2013/07/20,44.127
2013/07/21,44.185
2013/07/22,44.607
2013/07/23,46.933
2013/07/24,49.314
2013/07/25,52.146
2013/07/26,54.627
2013/07/27,53.083
2013/07/28,52.724
2013/07/29,58.418
2013/07/30,61.543
2013/07/31,66.027
2013/08/01,65.677
2013/08/02,64.559
2013/08/03,64.176
2013/08/04,61.566
2013/08/05,63.345
2013/08/06,66.013
2013/08/07,66.915
2013/08/08,61.747
2013/08/09,56.135
2013/08/10,53.742
2013/08/11,52.701
2013/08/12,55.286
2013/08/13,57.766
2013/08/14,61.085
2013/08/15,62.624
2013/08/16,61.014
2013/08/17,61.67
2013/08/18,62.021
2013/08/19,64.901
2013/08/20,71.619
2013/08/21,77.585
2013/08/22,80.043
2013/08/23,75.248
2013/08/24,73.969
2013/08/25,76.506
2013/08/26,77.802
2013/08/27,81.227
2013/08/28,84.063
2013/08/29,84.439
2013/08/30,86.213
2013/08/31,88.299
2013/09/01,89.49
2013/09/02,89.891
2013/09/03,87.117
2013/09/04,73.294
2013/09/05,64.224
2013/09/06,58.927
2013/09/07,58.866
2013/09/08,61.42
2013/09/09,63.319
2013/09/10,66.384
2013/09/11,68.738
2013/09/12,71.12
2013/09/13,71.601
2013/09/14,71.208
2013/09/15,70.35
2013/09/16,70.511
2013/09/17,71.222
2013/09/18,72.465
2013/09/19,63.082
2013/09/20,58.172
2013/09/21,58.402
2013/09/22,59.424
2013/09/23,58.521
2013/09/24,58.587
2013/09/25,60.886
2013/09/26,62.276
2013/09/27,61.01
2013/09/28,63.397
2013/09/29,63.755
2013/09/30,62.301
2013/10/01,63.362
2013/10/02,31.794
2013/10/03,26.139
2013/10/04,46.566
2013/10/05,50.505
2013/10/06,50.603
2013/10/07,52.451
2013/10/08,54.583
2013/10/09,56.788
2013/10/10,57.841
2013/10/11,58.428
2013/10/12,59.021
2013/10/13,63.721
2013/10/14,68.514
2013/10/15,73.753
2013/10/16,75.172
2013/10/17,77.395
2013/10/18,81.073
2013/10/19,86.03
2013/10/20,87.249
2013/10/21,89.41
2013/10/22,92.317
2013/10/23,93.66
2013/10/24,85.252
2013/10/25,67.235
2013/10/26,68.777
2013/10/27,71.063
2013/10/28,74.592
2013/10/29,76.244
2013/10/30,77.015
2013/10/31,77.067
2013/11/01,77.799
2013/11/02,78.399
2013/11/03,79.424
2013/11/04,82.768
2013/11/05,86.473
2013/11/06,88.931
2013/11/07,91.476
2013/11/08,93.079
2013/11/09,94.717
2013/11/10,72.979
2013/11/11,76.021
2013/11/12,78.666
2013/11/13,81.769
2013/11/14,84.208
2013/11/15,84.939
2013/11/16,85.385
2013/11/17,87.497
2013/11/18,91.279
2013/11/19,92.559
2013/11/20,69.596
2013/11/21,75.896
2013/11/22,79.234
2013/11/23,81.548
2013/11/24,76.343
2013/11/25,77.234
2013/11/26,80.12
2013/11/27,83.09
2013/11/28,84.248
2013/11/29,85.42
2013/11/30,86.983
2013/12/01,71.096
2013/12/02,71.192
2013/12/03,73.884
2013/12/04,75.787
2013/12/05,70.904
2013/12/06,63.683
2013/12/07,49.487
2013/12/08,50.27
2013/12/09,57.123
2013/12/10,60.043
2013/12/11,57.995
2013/12/12,55.605
2013/12/13,56.539
2013/12/14,55.372
2013/12/15,53.793
2013/12/16,49.303
2013/12/17,42.809
2013/12/18,36.724
2013/12/19,41.379
2013/12/20,44.765
2013/12/21,42.056
2013/12/22,43.588
2013/12/23,44.759
2013/12/24,46.378
2013/12/25,46.355
2013/12/26,51.182
2013/12/27,52.9
2013/12/28,51.608
2013/12/29,50.859
2013/12/30,53.547
2013/12/31,53.132
2014/01/01,54.477
2014/01/02,55.298
2014/01/03,56.649
2014/01/04,60.463
2014/01/05,64.031
2014/01/06,69.773
2014/01/07,63.664
2014/01/08,56.158
2014/01/09,56.284
