Date,mediantransactionvalue14momUSD
2010/10/21,-7.61
2010/10/22,-11.462
2010/10/23,-9.994
2010/10/24,-8.23
2010/10/25,77.888
2010/10/26,92.773
2010/10/27,96.685
2010/10/28,1.928
2010/10/29,-53.036
2010/10/30,-99.742
2010/10/31,-13.61
2010/11/01,-14.435
2010/11/02,48.938
2010/11/03,4.697
2010/11/04,27.062
2010/11/05,4.193
2010/11/06,14.133
2010/11/07,18.856
2010/11/08,-52.109
2010/11/09,-85.039
2010/11/10,-79.11
2010/11/11,-75.94
2010/11/12,18.528
2010/11/13,-4.722
2010/11/14,-4.674
2010/11/15,6.229
2010/11/16,-40.595
2010/11/17,9.01
2010/11/18,-32.153
2010/11/19,-5.309
2010/11/20,-16.297
2010/11/21,-20.247
2010/11/22,-17.153
2010/11/23,2.764
2010/11/24,-22.497
2010/11/25,-18.83
2010/11/26,-26.367
2010/11/27,-11.647
2010/11/28,-3.05
2010/11/29,-3.858
2010/11/30,-10.092
2010/12/01,-14.733
2010/12/02,3.723
2010/12/03,2.828
2010/12/04,2.01
2010/12/05,1.35
2010/12/06,-14.207
2010/12/07,-12.592
2010/12/08,1.134
2010/12/09,6.306
2010/12/10,3.806
2010/12/11,2.292
2010/12/12,-1.648
2010/12/13,7.659
2010/12/14,34.668
2010/12/15,56.541
2010/12/16,38.95
2010/12/17,9.394
2010/12/18,22.472
2010/12/19,2.015
2010/12/20,4.579
2010/12/21,10.478
2010/12/22,9.543
2010/12/23,6.06
2010/12/24,6.488
2010/12/25,59.098
2010/12/26,37.351
2010/12/27,1.9
2010/12/28,-28.357
2010/12/29,-46.215
2010/12/30,-27.913
2010/12/31,0.573
2011/01/01,-10.469
2011/01/02,11.441
2011/01/03,-5.232
2011/01/04,-12.302
2011/01/05,-10.564
2011/01/06,-11.017
2011/01/07,-7.37
2011/01/08,-62.871
2011/01/09,-38.331
2011/01/10,-12.527
2011/01/11,-6.638
2011/01/12,-13.933
2011/01/13,-12.357
2011/01/14,-12.206
2011/01/15,2.498
2011/01/16,-3.57
2011/01/17,15.961
2011/01/18,4.214
2011/01/19,8.345
2011/01/20,4.534
2011/01/21,-1.092
2011/01/22,0.056
2011/01/23,12.619
2011/01/24,3.955
2011/01/25,12.951
2011/01/26,15.096
2011/01/27,12.556
2011/01/28,8.226
2011/01/29,-9.289
2011/01/30,97.102
2011/01/31,8.82
2011/02/01,24.735
2011/02/02,21.638
2011/02/03,22.425
2011/02/04,30.154
2011/02/05,38.75
2011/02/06,26.887
2011/02/07,36.413
2011/02/08,25.333
2011/02/09,28.641
2011/02/10,35.164
2011/02/11,72.957
2011/02/12,44.438
2011/02/13,-65.352
2011/02/14,2.235
2011/02/15,-7.171
2011/02/16,-12.962
2011/02/17,-5.925
2011/02/18,-17.348
2011/02/19,0.556
2011/02/20,0.505
2011/02/21,-1.158
2011/02/22,0.434
2011/02/23,-5.065
2011/02/24,-10.078
2011/02/25,-39.45
2011/02/26,-4.935
2011/02/27,-22.319
2011/02/28,-9.513
2011/03/01,-9.603
2011/03/02,-8.339
2011/03/03,-8.893
2011/03/04,-4.149
2011/03/05,-4.659
2011/03/06,-4.123
2011/03/07,-16.417
2011/03/08,-21.205
2011/03/09,-2.287
2011/03/10,-25.097
2011/03/11,-27.638
2011/03/12,-46.179
2011/03/13,-19.957
2011/03/14,-17.544
2011/03/15,-10.723
2011/03/16,-8.79
2011/03/17,-13.518
2011/03/18,-5.666
2011/03/19,-35.177
2011/03/20,-30.249
2011/03/21,-23.159
2011/03/22,11.914
2011/03/23,-17.756
2011/03/24,2.943
2011/03/25,16.431
2011/03/26,14.015
2011/03/27,7.483
2011/03/28,14.254
2011/03/29,4.875
2011/03/30,13.753
2011/03/31,16.72
2011/04/01,10.091
2011/04/02,12.912
2011/04/03,8.52
2011/04/04,26.422
2011/04/05,-13.145
2011/04/06,-6.578
2011/04/07,-5.062
2011/04/08,-16.081
2011/04/09,0.236
2011/04/10,0.726
2011/04/11,-2.223
2011/04/12,10.85
2011/04/13,-0.027
2011/04/14,-6.643
2011/04/15,5.835
2011/04/16,14.693
2011/04/17,-2.021
2011/04/18,-22.288
2011/04/19,12.939
2011/04/20,14.462
2011/04/21,8.777
2011/04/22,5.156
2011/04/23,12.874
2011/04/24,8.319
2011/04/25,15.067
2011/04/26,24.788
2011/04/27,22.358
2011/04/28,14.77
2011/04/29,29.694
2011/04/30,10.527
2011/05/01,19.824
2011/05/02,45.147
2011/05/03,38.289
2011/05/04,68.517
2011/05/05,45.418
2011/05/06,43.739
2011/05/07,25.571
2011/05/08,20.444
2011/05/09,26.427
2011/05/10,43.623
2011/05/11,67.642
2011/05/12,39.708
2011/05/13,26.183
2011/05/14,47.978
2011/05/15,72.889
2011/05/16,63.39
2011/05/17,49.043
2011/05/18,-13.76
2011/05/19,7.173
2011/05/20,85.062
2011/05/21,133.373
2011/05/22,90.713
2011/05/23,49.365
2011/05/24,57.639
2011/05/25,36.253
2011/05/26,83.795
2011/05/27,68.9
2011/05/28,65.067
2011/05/29,50.008
2011/05/30,50.232
2011/05/31,27.005
2011/06/01,83.278
2011/06/02,82.417
2011/06/03,73.151
2011/06/04,115.142
2011/06/05,252.837
2011/06/06,214.349
2011/06/07,278.097
2011/06/08,306.902
2011/06/09,389.424
2011/06/10,381.754
2011/06/11,437.979
2011/06/12,216.365
2011/06/13,288.999
2011/06/14,385.092
2011/06/15,272.014
2011/06/16,354.197
2011/06/17,101.353
2011/06/18,-96.856
2011/06/19,-37.651
2011/06/20,38.833
2011/06/21,-153.475
2011/06/22,-119.631
2011/06/23,-265.685
2011/06/24,-174.039
2011/06/25,-359.715
2011/06/26,-137.39
2011/06/27,-279.767
2011/06/28,-315.84
2011/06/29,-169.339
2011/06/30,-247.488
2011/07/01,-178.8
2011/07/02,79.361
2011/07/03,-143.73
2011/07/04,-135.624
2011/07/05,-56.788
2011/07/06,-161.993
2011/07/07,-86.763
2011/07/08,-182.639
2011/07/09,-29.057
2011/07/10,-37.817
2011/07/11,-23.697
2011/07/12,-43.345
2011/07/13,-81.782
2011/07/14,-79.028
2011/07/15,76.938
2011/07/16,-136.504
2011/07/17,-39.526
2011/07/18,9.887
2011/07/19,-8.034
2011/07/20,27.744
2011/07/21,3.892
2011/07/22,33.78
2011/07/23,6.812
2011/07/24,8.133
2011/07/25,56.476
2011/07/26,40.231
2011/07/27,102.893
2011/07/28,153.5
2011/07/29,-9.715
2011/07/30,122.556
2011/07/31,49.157
2011/08/01,-8.916
2011/08/02,-30.821
2011/08/03,20.257
2011/08/04,-81.222
2011/08/05,-61.401
2011/08/06,-89.771
2011/08/07,-83.434
2011/08/08,-64.903
2011/08/09,-84.724
2011/08/10,-149.751
2011/08/11,-209.949
2011/08/12,-84.129
2011/08/13,-172.212
2011/08/14,-86.334
2011/08/15,-144.399
2011/08/16,-98.794
2011/08/17,-97.687
2011/08/18,30.976
2011/08/19,-22.21
2011/08/20,25.424
2011/08/21,-5.447
2011/08/22,23.091
2011/08/23,26.45
2011/08/24,3.129
2011/08/25,15.692
2011/08/26,19.78
2011/08/27,49.957
2011/08/28,13.572
2011/08/29,13.256
2011/08/30,42.209
2011/08/31,38.105
2011/09/01,5.735
2011/09/02,19.039
2011/09/03,16.502
2011/09/04,-25.292
2011/09/05,-16.834
2011/09/06,27.346
2011/09/07,-36.564
2011/09/08,-36.825
2011/09/09,-32.533
2011/09/10,-63.669
2011/09/11,-56.937
2011/09/12,5.647
2011/09/13,-9.175
2011/09/14,-31.659
2011/09/15,-40.116
2011/09/16,-44.52
2011/09/17,-57.339
2011/09/18,7.992
2011/09/19,-77.507
2011/09/20,-140.121
2011/09/21,-46.744
2011/09/22,-23.695
2011/09/23,5.35
2011/09/24,30.545
2011/09/25,-0.498
2011/09/26,-14.789
2011/09/27,-8.791
2011/09/28,-49.368
2011/09/29,-6.543
2011/09/30,0.146
2011/10/01,-6.918
2011/10/02,3.121
2011/10/03,4.099
2011/10/04,68.938
2011/10/05,51.752
2011/10/06,14.518
2011/10/07,-8.827
2011/10/08,-26.384
2011/10/09,5.913
2011/10/10,-11.857
2011/10/11,-39.884
2011/10/12,1.191
2011/10/13,-33.229
2011/10/14,-14.138
2011/10/15,-17.979
2011/10/16,-26.832
2011/10/17,-11.873
2011/10/18,-59.818
2011/10/19,-69.164
2011/10/20,-52.425
2011/10/21,-60.527
2011/10/22,-25.92
2011/10/23,-24.545
2011/10/24,-6.902
2011/10/25,-5.559
2011/10/26,-25.697
2011/10/27,-10.307
2011/10/28,-20.393
2011/10/29,-10.078
2011/10/30,-22.936
2011/10/31,-13.901
2011/11/01,10.978
2011/11/02,22.709
2011/11/03,11.746
2011/11/04,10.182
2011/11/05,-3.414
2011/11/06,-1.325
2011/11/07,-2.725
2011/11/08,9.071
2011/11/09,2.815
2011/11/10,-9.108
2011/11/11,-3.116
2011/11/12,-1.983
2011/11/13,-9.308
2011/11/14,5.126
2011/11/15,-12.888
2011/11/16,-13.613
2011/11/17,10.543
2011/11/18,-18.033
2011/11/19,-14.463
2011/11/20,-15.191
2011/11/21,-10.806
2011/11/22,-14.575
2011/11/23,-12.327
2011/11/24,-3.622
2011/11/25,-11.387
2011/11/26,-11.43
2011/11/27,1.123
2011/11/28,-11.674
2011/11/29,-14.214
2011/11/30,-4.812
2011/12/01,-19.399
2011/12/02,9.127
2011/12/03,5.615
2011/12/04,-3.34
2011/12/05,-14.988
2011/12/06,-24.53
2011/12/07,10.86
2011/12/08,11.763
2011/12/09,12.148
2011/12/10,21.043
2011/12/11,18.434
2011/12/12,23.316
2011/12/13,23.252
2011/12/14,21.891
2011/12/15,15.408
2011/12/16,13.026
2011/12/17,6.432
2011/12/18,9.424
2011/12/19,29.433
2011/12/20,52.366
2011/12/21,17.106
2011/12/22,12.553
2011/12/23,-10.901
2011/12/24,-22.634
2011/12/25,-5.686
2011/12/26,-3.138
2011/12/27,0.028
2011/12/28,6.688
2011/12/29,-0.681
2011/12/30,2.019
2011/12/31,11.762
2012/01/01,27.001
2012/01/02,1.455
2012/01/03,-6.016
2012/01/04,12.818
2012/01/05,23.541
2012/01/06,68.285
2012/01/07,51.519
2012/01/08,41.544
2012/01/09,33.775
2012/01/10,13.321
2012/01/11,-1.234
2012/01/12,8.523
2012/01/13,5.194
2012/01/14,2.93
2012/01/15,-12.066
2012/01/16,3.947
2012/01/17,8.558
2012/01/18,13.711
2012/01/19,1.204
2012/01/20,-29.81
2012/01/21,-8.942
2012/01/22,0.829
2012/01/23,-1.834
2012/01/24,8.13
2012/01/25,-1.616
2012/01/26,3.785
2012/01/27,-1.912
2012/01/28,-1.095
2012/01/29,-3.997
2012/01/30,29.898
2012/01/31,11.102
2012/02/01,-9.532
2012/02/02,-19.223
2012/02/03,12.226
2012/02/04,-18.11
2012/02/05,-27.861
2012/02/06,-20.4
2012/02/07,-12.221
2012/02/08,0.342
2012/02/09,-17.959
2012/02/10,-29.649
2012/02/11,-21.955
2012/02/12,-3.547
2012/02/13,-43.17
2012/02/14,-45.869
2012/02/15,-59.392
2012/02/16,-49.418
2012/02/17,-24.659
2012/02/18,-9.946
2012/02/19,-18.524
2012/02/20,-22.197
2012/02/21,-1.567
2012/02/22,-2.119
2012/02/23,-6.717
2012/02/24,31.378
2012/02/25,31.884
2012/02/26,17.223
2012/02/27,12.817
2012/02/28,33.851
2012/02/29,46.668
2012/03/01,53.796
2012/03/02,-3.547
2012/03/03,1.943
2012/03/04,14.634
2012/03/05,12.495
2012/03/06,1.612
2012/03/07,3.652
2012/03/08,22.714
2012/03/09,3.039
2012/03/10,-12.472
2012/03/11,-11.427
2012/03/12,13.748
2012/03/13,-6.095
2012/03/14,16.977
2012/03/15,-2.354
2012/03/16,11.034
2012/03/17,-14.959
2012/03/18,-5.304
2012/03/19,6.243
2012/03/20,5.984
2012/03/21,4.88
2012/03/22,3.894
2012/03/23,-11.317
2012/03/24,7.048
2012/03/25,-2.796
2012/03/26,-20.288
2012/03/27,-6.22
2012/03/28,-19.195
2012/03/29,1.594
2012/03/30,10.77
2012/03/31,30.068
2012/04/01,11.845
2012/04/02,-6.551
2012/04/03,-2.367
2012/04/04,-8.272
2012/04/05,-8.175
2012/04/06,13.257
2012/04/07,-12.593
2012/04/08,-2.356
2012/04/09,8.169
2012/04/10,-24.954
2012/04/11,-5.485
2012/04/12,0.425
2012/04/13,-3.231
2012/04/14,-24.385
2012/04/15,-25.885
2012/04/16,10.368
2012/04/17,23.807
2012/04/18,2.862
2012/04/19,9.658
2012/04/20,29.722
2012/04/21,12.609
2012/04/22,0.226
2012/04/23,-10.009
2012/04/24,37.104
2012/04/25,-15.734
2012/04/26,-38.119
2012/04/27,-24.15
2012/04/28,-9.247
2012/04/29,-17.695
2012/04/30,-39.529
2012/05/01,-69.075
2012/05/02,-39.716
2012/05/03,-63.571
2012/05/04,-96.701
2012/05/05,-64.163
2012/05/06,-43.398
2012/05/07,-49.706
2012/05/08,-66.226
2012/05/09,-35.129
2012/05/10,-22.736
2012/05/11,-60.013
2012/05/12,-44.282
2012/05/13,-23.208
2012/05/14,-26.389
2012/05/15,-17.061
2012/05/16,-25.597
2012/05/17,-9.171
2012/05/18,-7.19
2012/05/19,-8.072
2012/05/20,-10.802
2012/05/21,-7.092
2012/05/22,-4.449
2012/05/23,-7.241
2012/05/24,-10.158
2012/05/25,-0.83
2012/05/26,-1.987
2012/05/27,-2.681
2012/05/28,-2.585
2012/05/29,-0.062
2012/05/30,-1.184
2012/05/31,4.643
2012/06/01,2.2
2012/06/02,12.275
2012/06/03,-0.082
2012/06/04,-0.908
2012/06/05,-2.304
2012/06/06,13.807
2012/06/07,1.548
2012/06/08,0.39
2012/06/09,-0.248
2012/06/10,-2.478
2012/06/11,-1.142
2012/06/12,-1.557
2012/06/13,-3.283
2012/06/14,-9.181
2012/06/15,-2.938
2012/06/16,-11.045
2012/06/17,-1.175
2012/06/18,1.442
2012/06/19,1.714
2012/06/20,-14.464
2012/06/21,-1.335
2012/06/22,0.231
2012/06/23,2.154
2012/06/24,2.651
2012/06/25,1.71
2012/06/26,-0.669
2012/06/27,4.559
2012/06/28,6.238
2012/06/29,4.971
2012/06/30,2.794
2012/07/01,3.63
2012/07/02,4.919
2012/07/03,14.331
2012/07/04,11.661
2012/07/05,3.678
2012/07/06,3.569
2012/07/07,3.189
2012/07/08,2.783
2012/07/09,10.626
2012/07/10,3.827
2012/07/11,0.23
2012/07/12,7.633
2012/07/13,7.733
2012/07/14,17.168
2012/07/15,6.47
2012/07/16,7.633
2012/07/17,-8.113
2012/07/18,-6.561
2012/07/19,1.815
2012/07/20,-0.629
2012/07/21,-0.484
2012/07/22,0.137
2012/07/23,-0.445
2012/07/24,2.668
2012/07/25,9.823
2012/07/26,-2.486
2012/07/27,13.401
2012/07/28,-9.016
2012/07/29,3.806
2012/07/30,3.54
2012/07/31,14.269
2012/08/01,13.095
2012/08/02,9.797
2012/08/03,56.204
2012/08/04,32.838
2012/08/05,23.819
2012/08/06,8.116
2012/08/07,35.218
2012/08/08,0.281
2012/08/09,8.808
2012/08/10,0.397
2012/08/11,2.55
2012/08/12,-3.658
2012/08/13,-10.868
2012/08/14,-6.091
2012/08/15,-9.896
2012/08/16,23.947
2012/08/17,-14.767
2012/08/18,-1.23
2012/08/19,-6.04
2012/08/20,13.207
2012/08/21,-4.03
2012/08/22,29.968
2012/08/23,46.056
2012/08/24,14.962
2012/08/25,8.787
2012/08/26,18.829
2012/08/27,17.568
2012/08/28,-1.761
2012/08/29,8.937
2012/08/30,-31.221
2012/08/31,-34.338
2012/09/01,-28.786
2012/09/02,-5.79
2012/09/03,-25.821
2012/09/04,-29.856
2012/09/05,-34.408
2012/09/06,-54.202
2012/09/07,-19.49
2012/09/08,17.254
2012/09/09,11.672
2012/09/10,-14.351
2012/09/11,-8.577
2012/09/12,-10.306
2012/09/13,-3.003
2012/09/14,-4.379
2012/09/15,-0.897
2012/09/16,-10.745
2012/09/17,4.43
2012/09/18,3.653
2012/09/19,11.438
2012/09/20,11.704
2012/09/21,-10.955
2012/09/22,-24.426
2012/09/23,-31.633
2012/09/24,0.077
2012/09/25,20.746
2012/09/26,1.389
2012/09/27,5.943
2012/09/28,0.885
2012/09/29,6.79
2012/09/30,8.245
2012/10/01,-0.229
2012/10/02,8.793
2012/10/03,8.525
2012/10/04,-4.357
2012/10/05,-1.096
2012/10/06,-11.02
2012/10/07,-1.396
2012/10/08,-3.19
2012/10/09,-17.831
2012/10/10,-0.606
2012/10/11,-3.304
2012/10/12,3.461
2012/10/13,-5.58
2012/10/14,-4.188
2012/10/15,3.827
2012/10/16,-13.961
2012/10/17,-10.74
2012/10/18,3.203
2012/10/19,9.637
2012/10/20,6.076
2012/10/21,-3.086
2012/10/22,0.12
2012/10/23,0.499
2012/10/24,7.843
2012/10/25,14.673
2012/10/26,34.764
2012/10/27,46.183
2012/10/28,19.549
2012/10/29,4.093
2012/10/30,2.95
2012/10/31,-0.487
2012/11/01,4.6
2012/11/02,-6.691
2012/11/03,7.021
2012/11/04,8.385
2012/11/05,2.809
2012/11/06,-0.399
2012/11/07,-6.348
2012/11/08,-5.937
2012/11/09,-21.825
2012/11/10,-47.266
2012/11/11,-12.255
2012/11/12,-7.864
2012/11/13,-2.315
2012/11/14,-11.137
2012/11/15,-16.879
2012/11/16,-3.238
2012/11/17,-7.617
2012/11/18,-3.362
2012/11/19,-0.39
2012/11/20,0.592
2012/11/21,-3.745
2012/11/22,-8.157
2012/11/23,-17.512
2012/11/24,10.395
2012/11/25,-8.368
2012/11/26,-1.736
2012/11/27,15.862
2012/11/28,6.702
2012/11/29,-0.66
2012/11/30,3.011
2012/12/01,0.073
2012/12/02,8.541
2012/12/03,18.616
2012/12/04,6.85
2012/12/05,10.374
2012/12/06,30.111
2012/12/07,7.947
2012/12/08,-3.752
2012/12/09,0.936
2012/12/10,6.673
2012/12/11,-9.006
2012/12/12,3.737
2012/12/13,6.056
2012/12/14,-0.427
2012/12/15,1.317
2012/12/16,-11.231
2012/12/17,-17.741
2012/12/18,-6.195
2012/12/19,-6.791
2012/12/20,-29.67
2012/12/21,-6.792
2012/12/22,-6.018
2012/12/23,-2.595
2012/12/24,5.83
2012/12/25,-1.107
2012/12/26,-8.167
2012/12/27,-6.484
2012/12/28,-3.139
2012/12/29,-2.681
2012/12/30,-0.934
2012/12/31,1.444
2013/01/01,1.256
2013/01/02,1.053
2013/01/03,6.142
2013/01/04,-0.956
2013/01/05,2.478
2013/01/06,6.838
2013/01/07,-9.358
2013/01/08,0.757
2013/01/09,7.235
2013/01/10,2.529
2013/01/11,2.081
2013/01/12,1.693
2013/01/13,0.668
2013/01/14,-3.476
2013/01/15,0.961
2013/01/16,0.176
2013/01/17,-3.395
2013/01/18,8.493
2013/01/19,-0.604
2013/01/20,2.084
2013/01/21,5.475
2013/01/22,14.756
2013/01/23,8.954
2013/01/24,12.718
2013/01/25,8.524
2013/01/26,4.871
2013/01/27,7.541
2013/01/28,13.363
2013/01/29,9.657
2013/01/30,19.441
2013/01/31,3.361
2013/02/01,-3.723
2013/02/02,6.664
2013/02/03,-3.782
2013/02/04,-1.334
2013/02/05,-2.421
2013/02/06,3.915
2013/02/07,-8.651
2013/02/08,-0.618
2013/02/09,4.033
2013/02/10,1.33
2013/02/11,-2.45
2013/02/12,-2.134
2013/02/13,-16.252
2013/02/14,5.554
2013/02/15,4.91
2013/02/16,-2.282
2013/02/17,2.436
2013/02/18,1.029
2013/02/19,-11.916
2013/02/20,-14.848
2013/02/21,1.727
2013/02/22,-3.257
2013/02/23,-4.237
2013/02/24,-3.675
2013/02/25,-6.854
2013/02/26,-4.355
2013/02/27,0.058
2013/02/28,-5.842
2013/03/01,-1.011
2013/03/02,-1.257
2013/03/03,-3.799
2013/03/04,-2.55
2013/03/05,9.704
2013/03/06,8.336
2013/03/07,6.896
2013/03/08,9.352
2013/03/09,7.022
2013/03/10,6.802
2013/03/11,11.58
2013/03/12,15.049
2013/03/13,12.846
2013/03/14,9.126
2013/03/15,6.127
2013/03/16,26.951
2013/03/17,25.115
2013/03/18,36.831
2013/03/19,32.503
2013/03/20,30.865
2013/03/21,23.894
2013/03/22,25.387
2013/03/23,16.067
2013/03/24,18.241
2013/03/25,22.129
2013/03/26,34.338
2013/03/27,31.985
2013/03/28,31.379
2013/03/29,38.48
2013/03/30,3.102
2013/03/31,11.398
2013/04/01,9.499
2013/04/02,33.818
2013/04/03,44.839
2013/04/04,73.786
2013/04/05,72.203
2013/04/06,48.518
2013/04/07,24.329
2013/04/08,82.537
2013/04/09,125.11
2013/04/10,276.38
2013/04/11,55.199
2013/04/12,33.937
2013/04/13,24.279
2013/04/14,-2.536
2013/04/15,4.267
2013/04/16,-40.135
2013/04/17,-32.19
2013/04/18,-31.358
2013/04/19,-33.389
2013/04/20,-27.143
2013/04/21,9.325
2013/04/22,-45.192
2013/04/23,-120.944
2013/04/24,-261.363
2013/04/25,-23.865
2013/04/26,-7.312
2013/04/27,15.033
2013/04/28,24.048
2013/04/29,22.008
2013/04/30,20.851
2013/05/01,17.756
2013/05/02,-20.804
2013/05/03,-20.603
2013/05/04,-16.564
2013/05/05,-14.243
2013/05/06,-21.118
2013/05/07,-2.191
2013/05/08,-1.728
2013/05/09,-31.275
2013/05/10,-31.313
2013/05/11,-39.578
2013/05/12,-19.675
2013/05/13,-24.68
2013/05/14,-18.794
2013/05/15,-26.278
2013/05/16,-3.831
2013/05/17,-2.923
2013/05/18,33.577
2013/05/19,-2.334
2013/05/20,11.475
2013/05/21,18.826
2013/05/22,15.997
2013/05/23,30.068
2013/05/24,39.778
2013/05/25,29.155
2013/05/26,31.414
2013/05/27,6.717
2013/05/28,33.521
2013/05/29,38.066
2013/05/30,24.231
2013/05/31,36.699
2013/06/01,-7.465
2013/06/02,21.177
2013/06/03,11.58
2013/06/04,8.483
2013/06/05,-9.999
2013/06/06,-11.272
2013/06/07,-1.018
2013/06/08,2.577
2013/06/09,-12.633
2013/06/10,6.853
2013/06/11,-8.468
2013/06/12,-12.033
2013/06/13,15.286
2013/06/14,-8.19
2013/06/15,18.581
2013/06/16,-21.538
2013/06/17,-21.702
2013/06/18,-14.753
2013/06/19,-6.729
2013/06/20,-14.048
2013/06/21,-1.232
2013/06/22,-4.941
2013/06/23,-6.152
2013/06/24,-0.116
2013/06/25,-4.62
2013/06/26,-3.97
2013/06/27,-25.812
2013/06/28,-17.62
2013/06/29,-15.415
2013/06/30,7.675
2013/07/01,39.457
2013/07/02,16.524
2013/07/03,53.668
2013/07/04,20.055
2013/07/05,-23.646
2013/07/06,-20.112
2013/07/07,-9.136
2013/07/08,-5.862
2013/07/09,15.618
2013/07/10,24.931
2013/07/11,66.325
2013/07/12,22.301
2013/07/13,14.122
2013/07/14,-5.205
2013/07/15,-25.602
2013/07/16,3.2
2013/07/17,-39.272
2013/07/18,13.929
2013/07/19,9.974
2013/07/20,-2.087
2013/07/21,6.831
2013/07/22,4.85
2013/07/23,-5.525
2013/07/24,-21.953
2013/07/25,-61.41
2013/07/26,-10.144
2013/07/27,-35.269
2013/07/28,-7.861
2013/07/29,11.725
2013/07/30,-5.806
2013/07/31,-8.526
2013/08/01,-23.303
2013/08/02,-10.575
2013/08/03,-2.102
2013/08/04,-19.152
2013/08/05,-2.704
2013/08/06,-35.555
2013/08/07,-38.01
2013/08/08,-48.404
2013/08/09,-39.997
2013/08/10,-7.944
2013/08/11,-2.903
2013/08/12,-36.652
2013/08/13,-34.641
2013/08/14,-0.74
2013/08/15,-23.743
2013/08/16,-46.175
2013/08/17,-29.351
2013/08/18,-18.497
2013/08/19,-49.201
2013/08/20,-13.235
2013/08/21,6.101
2013/08/22,6.807
2013/08/23,-0.934
2013/08/24,-11.1
2013/08/25,-5.008
2013/08/26,-0.321
2013/08/27,11.57
2013/08/28,-32.04
2013/08/29,-11.93
2013/08/30,34.397
2013/08/31,51.821
2013/09/01,16.635
2013/09/02,24.796
2013/09/03,26.021
2013/09/04,15.004
2013/09/05,-13.823
2013/09/06,-11.024
2013/09/07,-7.935
2013/09/08,-20.618
2013/09/09,-30.71
2013/09/10,-37.408
2013/09/11,20.814
2013/09/12,26.369
2013/09/13,32.571
2013/09/14,-27.6
2013/09/15,-23.676
2013/09/16,-1.208
2013/09/17,-36.133
2013/09/18,-31.133
2013/09/19,18.802
2013/09/20,21.133
2013/09/21,12.978
2013/09/22,9.811
2013/09/23,28.48
2013/09/24,25.571
2013/09/25,0.451
2013/09/26,-5.834
2013/09/27,6.544
2013/09/28,41.319
2013/09/29,62.54
2013/09/30,72.28
2013/10/01,59.405
2013/10/02,51.828
2013/10/03,13.049
2013/10/04,2.964
2013/10/05,6.648
2013/10/06,10.488
2013/10/07,20.194
2013/10/08,-3.653
2013/10/09,-4.87
2013/10/10,-7.303
2013/10/11,-39.821
2013/10/12,-44.471
2013/10/13,-34.9
2013/10/14,-70.944
2013/10/15,-11.309
2013/10/16,12.717
2013/10/17,13.838
2013/10/18,-6.111
2013/10/19,40.402
2013/10/20,16.469
2013/10/21,11.797
2013/10/22,56.823
2013/10/23,70.104
2013/10/24,46.424
2013/10/25,11.133
2013/10/26,8.838
2013/10/27,7.329
2013/10/28,24.369
2013/10/29,12.229
2013/10/30,17.037
2013/10/31,-16.429
2013/11/01,94.788
2013/11/02,15.04
2013/11/03,60.72
2013/11/04,113.24
2013/11/05,116.633
2013/11/06,82.39
2013/11/07,175.475
2013/11/08,236.911
2013/11/09,295.864
2013/11/10,73.57
2013/11/11,23.973
2013/11/12,82.16
2013/11/13,47.963
2013/11/14,140.675
2013/11/15,58.461
