Date,hashrate14std
2010/07/17,1602016499
2010/07/18,1614479719
2010/07/19,1600015109
2010/07/20,1576062061
2010/07/21,1527915197
2010/07/22,1442597473
2010/07/23,1325039092
2010/07/24,1159002860
2010/07/25,930795509
2010/07/26,733064440
2010/07/27,777033775
2010/07/28,732104307
2010/07/29,687360171
2010/07/30,700996757
2010/07/31,562230228
2010/08/01,652669324
2010/08/02,786323222
2010/08/03,850098386
2010/08/04,857904254
2010/08/05,916321169
2010/08/06,941812060
2010/08/07,835138935
2010/08/08,814946915
2010/08/09,890871527
2010/08/10,931963236
2010/08/11,947808400
2010/08/12,966312343
2010/08/13,953111933
2010/08/14,965455133
2010/08/15,1559780331
2010/08/16,1535767326
2010/08/17,1493111847
2010/08/18,1425867705
2010/08/19,1403369416
2010/08/20,1396430112
2010/08/21,1321738343
2010/08/22,1363535858
2010/08/23,1501152975
2010/08/24,1560637295
2010/08/25,1671663969
2010/08/26,1718688771
2010/08/27,1801235330
2010/08/28,1830067031
2010/08/29,1750183935
2010/08/30,1660381986
2010/08/31,1524058864
2010/09/01,1251157495
2010/09/02,892626900
2010/09/03,696956605
2010/09/04,622645740
2010/09/05,599888695
2010/09/06,605660377
2010/09/07,650553885
2010/09/08,628662180
2010/09/09,626291876
2010/09/10,579314749
2010/09/11,681392485
2010/09/12,812828033
2010/09/13,863514869
2010/09/14,1039004880
2010/09/15,1138082336
2010/09/16,1236572460
2010/09/17,1537586927
2010/09/18,1805471040
2010/09/19,2610789236
2010/09/20,2919862212
2010/09/21,2845973737
2010/09/22,2735760435
2010/09/23,2711775285
2010/09/24,2984120716
2010/09/25,3004208573
2010/09/26,2836078271
2010/09/27,2710369650
2010/09/28,2667157753
2010/09/29,2900183823
2010/09/30,2552414629
2010/10/01,2374840931
2010/10/02,2308839541
2010/10/03,2641903729
2010/10/04,2651703709
2010/10/05,2625736128
2010/10/06,2439935379
2010/10/07,2508877971
2010/10/08,2492670864
2010/10/09,2497726400
2010/10/10,2534603701
2010/10/11,2600820811
2010/10/12,2609089819
2010/10/13,2335409090
2010/10/14,2752019697
2010/10/15,3170032616
2010/10/16,3654957237
2010/10/17,5153790228
2010/10/18,5827466821
2010/10/19,5842026799
2010/10/20,5995584653
2010/10/21,7781112246
2010/10/22,7630949783
2010/10/23,7367915355
2010/10/24,7183971769
2010/10/25,7367366801
2010/10/26,7533273187
2010/10/27,7451398469
2010/10/28,6950953830
2010/10/29,6519779167
2010/10/30,6356447027
2010/10/31,8843218524
2010/11/01,8900716270
2010/11/02,8453869134
2010/11/03,8223463248
2010/11/04,8712034590
2010/11/05,8545560472
2010/11/06,8059925664
2010/11/07,8467221860
2010/11/08,9588815087
2010/11/09,12874689918
2010/11/10,13936057062
2010/11/11,15868374360
2010/11/12,15481387026
2010/11/13,15017944852
2010/11/14,17431803312
2010/11/15,17222554532
2010/11/16,15739558891
2010/11/17,15139820028
2010/11/18,16822145097
2010/11/19,19191176671
2010/11/20,17496035499
2010/11/21,16357710567
2010/11/22,15410323807
2010/11/23,15327716386
2010/11/24,15111588786
2010/11/25,15192633050
2010/11/26,16382666782
2010/11/27,16664849749
2010/11/28,16720008277
2010/11/29,17355929633
2010/11/30,18784411014
2010/12/01,19742393702
2010/12/02,21844725038
2010/12/03,22947289962
2010/12/04,23340114189
2010/12/05,25025763091
2010/12/06,27354428911
2010/12/07,26960113561
2010/12/08,27234314295
2010/12/09,26848065658
2010/12/10,28327714412
2010/12/11,27668231804
2010/12/12,25058277141
2010/12/13,21827763301
2010/12/14,20316428007
2010/12/15,18873820542
2010/12/16,18534746758
2010/12/17,14776268555
2010/12/18,12567415955
2010/12/19,11853615130
2010/12/20,12037935319
2010/12/21,11639616790
2010/12/22,16563190190
2010/12/23,16426316627
2010/12/24,16384805396
2010/12/25,16158342655
2010/12/26,16166916544
2010/12/27,15384317125
2010/12/28,15565098263
2010/12/29,16505843781
2010/12/30,16737021664
2010/12/31,16962296098
2011/01/01,15926410528
2011/01/02,16141871328
2011/01/03,18315089152
2011/01/04,17962535809
2011/01/05,17164805690
2011/01/06,15734099947
