Date,activeaddresses30var
2010/11/28,683322
2010/11/29,680717
2010/11/30,676742
2010/12/01,673031
2010/12/02,664980
2010/12/03,659665
2010/12/04,657010
2010/12/05,659148
2010/12/06,656121
2010/12/07,653475
2010/12/08,642931
2010/12/09,639805
2010/12/10,640157
2010/12/11,634930
2010/12/12,625200
2010/12/13,630623
2010/12/14,629733
2010/12/15,250914
2010/12/16,53103
2010/12/17,51852
2010/12/18,49571
2010/12/19,48286
2010/12/20,57139
2010/12/21,56705
2010/12/22,55086
2010/12/23,51860
2010/12/24,52392
2010/12/25,52555
2010/12/26,51051
2010/12/27,51040
2010/12/28,48357
2010/12/29,48032
2010/12/30,46826
2010/12/31,46874
2011/01/01,45755
2011/01/02,45199
2011/01/03,46736
2011/01/04,42648
2011/01/05,46442
2011/01/06,46532
2011/01/07,46349
2011/01/08,48527
2011/01/09,42731
2011/01/10,45399
2011/01/11,50566
2011/01/12,41923
2011/01/13,51555
2011/01/14,57469
2011/01/15,57243
2011/01/16,54931
2011/01/17,50672
2011/01/18,50782
2011/01/19,52177
2011/01/20,52411
2011/01/21,68070
2011/01/22,91211
2011/01/23,94203
2011/01/24,106159
2011/01/25,101400
2011/01/26,99644
2011/01/27,95558
2011/01/28,89868
2011/01/29,96044
2011/01/30,173202
2011/01/31,177093
2011/02/01,168301
2011/02/02,167026
2011/02/03,160953
2011/02/04,161231
2011/02/05,153424
2011/02/06,150184
2011/02/07,151378
2011/02/08,150590
2011/02/09,153942
2011/02/10,263260
2011/02/11,460919
2011/02/12,525831
2011/02/13,580152
2011/02/14,715187
2011/02/15,762528
2011/02/16,763886
2011/02/17,797052
2011/02/18,837370
2011/02/19,821136
2011/02/20,836209
2011/02/21,859517
2011/02/22,906755
2011/02/23,952563
2011/02/24,946795
2011/02/25,926547
2011/02/26,912074
2011/02/27,894896
2011/02/28,876519
2011/03/01,1050109
2011/03/02,1052985
2011/03/03,1128560
2011/03/04,1042793
2011/03/05,927979
2011/03/06,828062
2011/03/07,723006
2011/03/08,599955
2011/03/09,459690
2011/03/10,327154
2011/03/11,264370
2011/03/12,267946
2011/03/13,261269
2011/03/14,271950
2011/03/15,271484
2011/03/16,261188
2011/03/17,262948
2011/03/18,259805
2011/03/19,262366
2011/03/20,293998
2011/03/21,325013
2011/03/22,323692
2011/03/23,671016
2011/03/24,687018
2011/03/25,693929
2011/03/26,733959
2011/03/27,763017
2011/03/28,837205
2011/03/29,855723
2011/03/30,832340
2011/03/31,778178
2011/04/01,789054
2011/04/02,760840
2011/04/03,752593
2011/04/04,771520
2011/04/05,767755
2011/04/06,759995
2011/04/07,767318
2011/04/08,760730
2011/04/09,730639
2011/04/10,710659
2011/04/11,694068
2011/04/12,658352
2011/04/13,628606
2011/04/14,721189
2011/04/15,687437
2011/04/16,697776
2011/04/17,650938
2011/04/18,653518
2011/04/19,778322
2011/04/20,805905
2011/04/21,799523
2011/04/22,603393
2011/04/23,613077
2011/04/24,613055
2011/04/25,621658
2011/04/26,713883
2011/04/27,986637
2011/04/28,1076824
2011/04/29,1190500
2011/04/30,1560493
2011/05/01,1694641
2011/05/02,1627378
2011/05/03,1583962
2011/05/04,1621345
2011/05/05,1704872
2011/05/06,1707124
2011/05/07,1678421
2011/05/08,1577958
2011/05/09,1553213
2011/05/10,1438378
2011/05/11,1367906
2011/05/12,1321293
2011/05/13,1612127
2011/05/14,1851252
2011/05/15,1805076
2011/05/16,2656841
2011/05/17,2918965
2011/05/18,4019073
2011/05/19,4752166
2011/05/20,5194967
2011/05/21,5091589
2011/05/22,4950678
2011/05/23,5152493
2011/05/24,5475780
2011/05/25,6212913
2011/05/26,6969140
2011/05/27,6970735
2011/05/28,6841035
2011/05/29,6697930
2011/05/30,6957838
2011/05/31,7385070
2011/06/01,7358957
2011/06/02,7649623
2011/06/03,8733593
2011/06/04,10531236
2011/06/05,11191030
2011/06/06,13244482
2011/06/07,13558972
2011/06/08,19600442
2011/06/09,23714813
2011/06/10,25442454
2011/06/11,26373289
2011/06/12,29896095
2011/06/13,31686036
2011/06/14,35423373
2011/06/15,38157015
2011/06/16,40676359
2011/06/17,41854013
2011/06/18,42280393
2011/06/19,42899910
2011/06/20,41619731
2011/06/21,39537980
2011/06/22,38391118
2011/06/23,36710213
2011/06/24,35639296
2011/06/25,33923735
2011/06/26,29782978
2011/06/27,27700770
2011/06/28,23258447
2011/06/29,19369378
2011/06/30,16121715
2011/07/01,13678414
2011/07/02,12531167
2011/07/03,10987362
2011/07/04,9907788
2011/07/05,8102843
2011/07/06,7384621
2011/07/07,6069007
2011/07/08,6063683
2011/07/09,6371434
2011/07/10,6546570
2011/07/11,6386946
2011/07/12,6625314
2011/07/13,6680479
2011/07/14,6467481
2011/07/15,6434129
2011/07/16,6188294
2011/07/17,6209156
2011/07/18,6374227
2011/07/19,6230144
2011/07/20,6228176
2011/07/21,6218797
2011/07/22,6202745
2011/07/23,6578157
2011/07/24,6727907
2011/07/25,6555715
2011/07/26,6522227
2011/07/27,5879878
2011/07/28,5865086
2011/07/29,6136600
2011/07/30,6999457
2011/07/31,6096044
2011/08/01,4237397
2011/08/02,4330732
2011/08/03,5522997
2011/08/04,6437906
2011/08/05,6410182
2011/08/06,6846727
2011/08/07,7314904
2011/08/08,7297360
2011/08/09,6489325
2011/08/10,6823668
2011/08/11,7694675
2011/08/12,8376678
2011/08/13,7621054
2011/08/14,7554862
2011/08/15,7833388
2011/08/16,7717045
2011/08/17,6739500
2011/08/18,6511101
2011/08/19,5971873
2011/08/20,5521924
2011/08/21,5298538
2011/08/22,5719174
2011/08/23,5673874
2011/08/24,4724341
2011/08/25,4631839
2011/08/26,4496125
2011/08/27,3811598
2011/08/28,4023403
2011/08/29,4127362
2011/08/30,4197757
2011/08/31,4368304
2011/09/01,4758078
2011/09/02,5252753
2011/09/03,6344257
2011/09/04,6526216
2011/09/05,6642068
2011/09/06,6696732
2011/09/07,6269663
2011/09/08,6221925
2011/09/09,6246747
2011/09/10,6610967
2011/09/11,6962847
2011/09/12,7198504
2011/09/13,7622013
2011/09/14,8198827
2011/09/15,8409298
2011/09/16,8851772
2011/09/17,9598759
2011/09/18,9509678
2011/09/19,9281838
2011/09/20,9018429
2011/09/21,7132859
2011/09/22,6223166
2011/09/23,5694609
2011/09/24,4707895
2011/09/25,4212064
2011/09/26,3748281
2011/09/27,3770895
2011/09/28,3980299
2011/09/29,4486006
2011/09/30,4813629
2011/10/01,5215127
2011/10/02,5895695
2011/10/03,5983089
2011/10/04,6118538
2011/10/05,6156550
2011/10/06,5958640
2011/10/07,6064421
2011/10/08,6404751
2011/10/09,6444012
2011/10/10,6571981
2011/10/11,6656750
2011/10/12,6681890
2011/10/13,7081149
2011/10/14,7087500
2011/10/15,7198207
2011/10/16,7486348
2011/10/17,7398725
2011/10/18,7612289
2011/10/19,7730245
2011/10/20,6333480
2011/10/21,6060830
2011/10/22,5801463
2011/10/23,4581196
2011/10/24,3487912
2011/10/25,2398788
2011/10/26,1764825
2011/10/27,815724
2011/10/28,797684
2011/10/29,797086
2011/10/30,863954
2011/10/31,887305
2011/11/01,852330
2011/11/02,822555
2011/11/03,794763
2011/11/04,1063013
2011/11/05,995097
2011/11/06,1024015
2011/11/07,1021741
2011/11/08,1038736
2011/11/09,1102982
2011/11/10,1152053
2011/11/11,1153281
2011/11/12,1119057
2011/11/13,1025372
2011/11/14,1048269
2011/11/15,1078143
2011/11/16,1028109
2011/11/17,1033036
2011/11/18,1036428
2011/11/19,1189872
2011/11/20,1235616
2011/11/21,1449465
2011/11/22,1491206
2011/11/23,1478221
2011/11/24,1556481
2011/11/25,1579760
2011/11/26,1705784
2011/11/27,1797945
2011/11/28,1792113
2011/11/29,1880030
2011/11/30,2147796
2011/12/01,2212344
2011/12/02,2220340
2011/12/03,2214662
2011/12/04,1883368
2011/12/05,1861801
2011/12/06,2065964
2011/12/07,2068543
2011/12/08,2095442
2011/12/09,2017534
2011/12/10,1915581
2011/12/11,1916240
2011/12/12,1954795
2011/12/13,1961532
2011/12/14,1910200
2011/12/15,1968096
2011/12/16,2018643
2011/12/17,2139536
2011/12/18,2291838
2011/12/19,2179745
2011/12/20,2244502
2011/12/21,2109540
2011/12/22,2092499
2011/12/23,2074346
2011/12/24,2150980
2011/12/25,2147026
2011/12/26,2015953
2011/12/27,1944886
2011/12/28,2016790
2011/12/29,1890070
2011/12/30,1598137
2011/12/31,1494026
2012/01/01,1429988
2012/01/02,1394966
2012/01/03,1451353
2012/01/04,1413727
2012/01/05,1446171
2012/01/06,1717491
2012/01/07,1639173
2012/01/08,1887938
2012/01/09,2150685
2012/01/10,2669635
2012/01/11,3371190
2012/01/12,3434777
2012/01/13,3557790
2012/01/14,3459036
2012/01/15,3331879
2012/01/16,3230177
2012/01/17,2952305
2012/01/18,3033277
2012/01/19,3145945
2012/01/20,3113599
2012/01/21,3060686
2012/01/22,3134161
2012/01/23,2811915
2012/01/24,2791875
2012/01/25,3023707
2012/01/26,2913260
2012/01/27,2624533
2012/01/28,2426536
2012/01/29,2034471
2012/01/30,1701381
2012/01/31,1511516
2012/02/01,1329101
2012/02/02,1365135
2012/02/03,1353156
2012/02/04,1433523
2012/02/05,1432736
2012/02/06,1401118
2012/02/07,1401163
2012/02/08,1400368
2012/02/09,1338456
2012/02/10,1252153
2012/02/11,1247524
2012/02/12,1254202
2012/02/13,1336604
2012/02/14,1722861
2012/02/15,1993944
2012/02/16,2414282
2012/02/17,2435755
2012/02/18,2446930
2012/02/19,2531151
2012/02/20,2472757
2012/02/21,2017935
2012/02/22,1921069
2012/02/23,2083232
2012/02/24,2078166
2012/02/25,2050742
2012/02/26,2160582
2012/02/27,1987287
2012/02/28,1976173
2012/02/29,1842810
2012/03/01,1854408
2012/03/02,1976190
2012/03/03,2266117
2012/03/04,2238938
2012/03/05,2227589
2012/03/06,2215805
2012/03/07,2132106
2012/03/08,2109677
2012/03/09,2078790
2012/03/10,2310839
2012/03/11,2549065
2012/03/12,2583700
2012/03/13,2598451
2012/03/14,2595158
2012/03/15,2297036
2012/03/16,2126727
2012/03/17,1762156
2012/03/18,1787848
2012/03/19,1773697
2012/03/20,1652218
2012/03/21,1638698
2012/03/22,1626058
2012/03/23,1641605
2012/03/24,1531591
2012/03/25,1497406
2012/03/26,1509658
2012/03/27,1393144
2012/03/28,1419641
2012/03/29,1483721
2012/03/30,1485918
2012/03/31,1511412
2012/04/01,1503049
2012/04/02,1292299
2012/04/03,1717827
2012/04/04,1758189
2012/04/05,1796630
2012/04/06,1827385
2012/04/07,1861989
2012/04/08,1916326
2012/04/09,1722025
2012/04/10,1598369
2012/04/11,1827766
2012/04/12,2116406
2012/04/13,2108700
2012/04/14,2185864
2012/04/15,2185673
2012/04/16,2544547
2012/04/17,2629268
2012/04/18,2978286
2012/04/19,3062530
2012/04/20,3379460
2012/04/21,3367047
2012/04/22,3312519
2012/04/23,3116035
2012/04/24,2987009
2012/04/25,2992351
2012/04/26,3159390
2012/04/27,3158613
2012/04/28,3175147
2012/04/29,3097162
2012/04/30,3009828
2012/05/01,2698085
2012/05/02,2803806
2012/05/03,3404173
2012/05/04,4260929
2012/05/05,4383688
2012/05/06,4934503
2012/05/07,6314814
2012/05/08,6550524
2012/05/09,7318385
2012/05/10,7296012
2012/05/11,8876888
2012/05/12,9239242
2012/05/13,8809323
2012/05/14,13830833
2012/05/15,14839645
2012/05/16,15576902
2012/05/17,15517466
2012/05/18,16335043
2012/05/19,19458446
2012/05/20,21320097
2012/05/21,22468573
2012/05/22,21231009
2012/05/23,21395843
2012/05/24,20910041
2012/05/25,20923459
2012/05/26,20199063
2012/05/27,18624671
2012/05/28,16859976
2012/05/29,16705860
2012/05/30,15513302
2012/05/31,14510553
2012/06/01,13522053
2012/06/02,13971599
2012/06/03,13971256
2012/06/04,19391153
2012/06/05,24253858
2012/06/06,24559460
2012/06/07,25667925
2012/06/08,25241887
2012/06/09,23264099
2012/06/10,23790489
2012/06/11,22756531
2012/06/12,21387334
2012/06/13,30768302
2012/06/14,42824511
2012/06/15,52534725
2012/06/16,51592733
2012/06/17,51996309
2012/06/18,52790056
2012/06/19,52679427
2012/06/20,52470288
2012/06/21,51825221
2012/06/22,51918565
2012/06/23,51346283
2012/06/24,51752035
2012/06/25,49870901
2012/06/26,48346964
2012/06/27,48678825
2012/06/28,48725719
2012/06/29,47759184
2012/06/30,46827907
2012/07/01,46147600
2012/07/02,39763819
2012/07/03,39089702
2012/07/04,37894094
2012/07/05,37869646
2012/07/06,35265789
2012/07/07,35602221
2012/07/08,35746442
2012/07/09,35631829
2012/07/10,35875296
2012/07/11,35800526
2012/07/12,31682966
2012/07/13,27059489
2012/07/14,19396095
2012/07/15,11385130
2012/07/16,10516486
2012/07/17,10933992
2012/07/18,10258080
2012/07/19,10414628
2012/07/20,10740287
2012/07/21,10568165
2012/07/22,11052805
2012/07/23,12972631
2012/07/24,12572231
2012/07/25,12801603
2012/07/26,13022683
2012/07/27,12191520
2012/07/28,12910669
2012/07/29,13015923
2012/07/30,13000369
2012/07/31,32137626
2012/08/01,33101895
2012/08/02,34618794
2012/08/03,34129407
2012/08/04,32081087
2012/08/05,30698422
2012/08/06,30908157
2012/08/07,28502899
2012/08/08,34877128
2012/08/09,35114063
2012/08/10,34945829
2012/08/11,34511553
2012/08/12,33040995
2012/08/13,33946616
2012/08/14,31940389
2012/08/15,35687372
2012/08/16,51309414
2012/08/17,58404755
2012/08/18,60996049
2012/08/19,68452478
2012/08/20,67577787
2012/08/21,71299873
2012/08/22,72467227
2012/08/23,71552647
2012/08/24,66457241
2012/08/25,62395838
2012/08/26,60641013
2012/08/27,60712506
2012/08/28,58986465
2012/08/29,57530338
2012/08/30,53983505
2012/08/31,54593969
2012/09/01,54468818
2012/09/02,55291205
2012/09/03,57164013
2012/09/04,55900427
2012/09/05,56030890
2012/09/06,55272840
2012/09/07,53415366
2012/09/08,56624328
2012/09/09,56122783
2012/09/10,56562652
2012/09/11,55697961
2012/09/12,58297419
2012/09/13,60777723
2012/09/14,60028445
2012/09/15,53307709
2012/09/16,49225630
2012/09/17,47584873
2012/09/18,37166757
2012/09/19,35605439
2012/09/20,30359644
2012/09/21,27009681
2012/09/22,30861528
2012/09/23,32682404
2012/09/24,33348169
2012/09/25,33760709
2012/09/26,36895062
2012/09/27,37217068
2012/09/28,41277108
2012/09/29,40421280
2012/09/30,37486292
2012/10/01,36188078
2012/10/02,42470418
2012/10/03,44832747
2012/10/04,48318747
2012/10/05,48924035
2012/10/06,47357097
2012/10/07,47170088
2012/10/08,47795309
2012/10/09,52470843
2012/10/10,53509146
2012/10/11,52884451
2012/10/12,51781870
2012/10/13,50620879
2012/10/14,50560961
2012/10/15,46821775
2012/10/16,43183166
2012/10/17,40427145
2012/10/18,42113749
2012/10/19,42258357
2012/10/20,41670252
2012/10/21,41775713
2012/10/22,33439010
2012/10/23,26066880
2012/10/24,22485667
2012/10/25,23147092
2012/10/26,23728828
2012/10/27,29959826
2012/10/28,36041417
2012/10/29,37037306
2012/10/30,37148156
2012/10/31,39960037
2012/11/01,39154826
2012/11/02,38737891
2012/11/03,36687248
2012/11/04,39001380
2012/11/05,39146269
2012/11/06,38773560
2012/11/07,37148572
2012/11/08,31689044
2012/11/09,29495696
2012/11/10,29790419
2012/11/11,30682309
2012/11/12,31967677
2012/11/13,32783226
2012/11/14,30195265
2012/11/15,31772275
2012/11/16,33874200
2012/11/17,35658689
2012/11/18,34682399
2012/11/19,34394942
2012/11/20,35611944
2012/11/21,36506905
2012/11/22,36488894
2012/11/23,36097957
2012/11/24,35959572
2012/11/25,35999678
2012/11/26,34409474
2012/11/27,30865507
2012/11/28,31670049
2012/11/29,31497278
2012/11/30,30141896
2012/12/01,29011392
2012/12/02,31998665
2012/12/03,33249226
2012/12/04,31418628
2012/12/05,32269508
2012/12/06,32254612
2012/12/07,31741886
2012/12/08,31689288
2012/12/09,31479228
2012/12/10,31158611
2012/12/11,28470623
2012/12/12,26517174
2012/12/13,25852310
2012/12/14,25659105
2012/12/15,25565859
2012/12/16,23811703
2012/12/17,17905174
2012/12/18,20031405
2012/12/19,20352507
2012/12/20,19739641
2012/12/21,20500098
2012/12/22,28360907
2012/12/23,27594496
2012/12/24,27289234
2012/12/25,30002722
2012/12/26,30046271
2012/12/27,30348556
2012/12/28,30026159
2012/12/29,29862317
2012/12/30,30792472
2012/12/31,30790374
2013/01/01,25882632
2013/01/02,22507950
2013/01/03,26018220
2013/01/04,26936180
2013/01/05,31791744
2013/01/06,31790077
2013/01/07,36333157
2013/01/08,42105049
2013/01/09,46179194
2013/01/10,54786147
2013/01/11,63846163
2013/01/12,64940820
2013/01/13,68099346
2013/01/14,64149202
2013/01/15,65032100
2013/01/16,68485463
2013/01/17,73028467
2013/01/18,75509992
2013/01/19,73191307
2013/01/20,73196771
2013/01/21,71639541
2013/01/22,70403612
2013/01/23,68091098
2013/01/24,60874871
2013/01/25,56359042
2013/01/26,50773407
2013/01/27,48541099
2013/01/28,44847671
2013/01/29,44372533
2013/01/30,36460147
2013/01/31,30305245
2013/02/01,31947322
2013/02/02,32258989
2013/02/03,31662748
2013/02/04,32152043
2013/02/05,28813488
2013/02/06,28822269
2013/02/07,29271449
2013/02/08,30311196
2013/02/09,28874807
2013/02/10,27684428
2013/02/11,27412257
2013/02/12,27515617
2013/02/13,24296518
2013/02/14,24168215
2013/02/15,24010940
2013/02/16,24520828
2013/02/17,26020413
2013/02/18,26692277
2013/02/19,25516298
2013/02/20,23951407
2013/02/21,24175442
2013/02/22,23026069
2013/02/23,21304515
2013/02/24,20914301
2013/02/25,21232601
2013/02/26,21712172
2013/02/27,21767273
2013/02/28,22897572
2013/03/01,22601815
2013/03/02,22062833
2013/03/03,20663462
2013/03/04,20394674
2013/03/05,20367049
2013/03/06,27737010
2013/03/07,31583007
2013/03/08,31737764
2013/03/09,31207351
2013/03/10,30264253
2013/03/11,30104991
2013/03/12,30763900
2013/03/13,33180276
2013/03/14,34326745
2013/03/15,36651242
2013/03/16,36796882
2013/03/17,36304776
2013/03/18,34442733
2013/03/19,36314244
2013/03/20,34699304
2013/03/21,37912167
2013/03/22,45883169
2013/03/23,46100931
2013/03/24,48596421
2013/03/25,47762918
2013/03/26,50999163
2013/03/27,55148061
2013/03/28,90656910
2013/03/29,102700260
2013/03/30,109256044
2013/03/31,109240599
2013/04/01,106005219
2013/04/02,116511566
2013/04/03,163523465
2013/04/04,212292466
2013/04/05,241699636
2013/04/06,245738742
2013/04/07,245649879
2013/04/08,287943484
2013/04/09,321822032
2013/04/10,406710904
2013/04/11,459489713
2013/04/12,462908550
2013/04/13,447312540
2013/04/14,438995192
2013/04/15,410678895
2013/04/16,379470108
2013/04/17,362947939
2013/04/18,351386407
2013/04/19,336226761
2013/04/20,330500327
2013/04/21,336507204
2013/04/22,318245913
2013/04/23,301918795
2013/04/24,282779453
2013/04/25,269447360
2013/04/26,256723131
2013/04/27,264573177
2013/04/28,280179413
2013/04/29,272951085
2013/04/30,252333280
2013/05/01,244117053
2013/05/02,249672690
2013/05/03,249290309
2013/05/04,260359833
2013/05/05,272454023
2013/05/06,271318405
2013/05/07,279449517
2013/05/08,267673764
2013/05/09,257720810
2013/05/10,198247924
2013/05/11,158694430
2013/05/12,162289466
2013/05/13,162301844
2013/05/14,154092892
2013/05/15,148923266
2013/05/16,143204021
2013/05/17,133195902
2013/05/18,142663837
2013/05/19,142791778
2013/05/20,144835600
2013/05/21,138163901
2013/05/22,139038313
2013/05/23,135976684
2013/05/24,123532524
2013/05/25,126757054
2013/05/26,131087225
2013/05/27,132617711
2013/05/28,86873093
2013/05/29,85239486
2013/05/30,85040259
2013/05/31,85143984
2013/06/01,89373323
2013/06/02,94486848
2013/06/03,91986241
2013/06/04,90426384
2013/06/05,89144021
2013/06/06,58306975
2013/06/07,37497850
2013/06/08,47358794
2013/06/09,56636340
2013/06/10,61626759
2013/06/11,62866232
2013/06/12,63707258
2013/06/13,61741238
2013/06/14,57323861
2013/06/15,63908086
2013/06/16,78980617
2013/06/17,85034325
2013/06/18,85320189
2013/06/19,85301293
2013/06/20,80224455
2013/06/21,79355026
2013/06/22,76450913
2013/06/23,75767874
2013/06/24,75871474
2013/06/25,76882819
2013/06/26,75424623
2013/06/27,73433318
2013/06/28,66762287
2013/06/29,62297940
2013/06/30,65683484
2013/07/01,65893738
2013/07/02,65850273
2013/07/03,57925929
2013/07/04,50901511
2013/07/05,43191665
2013/07/06,40666843
2013/07/07,41723189
2013/07/08,41417789
2013/07/09,41733308
2013/07/10,41935454
2013/07/11,45387551
2013/07/12,53652325
2013/07/13,53250107
2013/07/14,53735230
2013/07/15,51483646
2013/07/16,45714190
2013/07/17,44532160
2013/07/18,44521513
2013/07/19,43706282
2013/07/20,46070188
2013/07/21,48087283
2013/07/22,47846365
2013/07/23,44924729
2013/07/24,45157123
2013/07/25,45774877
2013/07/26,45519848
2013/07/27,48794635
2013/07/28,52125776
2013/07/29,53413734
2013/07/30,51473006
2013/07/31,61723265
2013/08/01,148584611
2013/08/02,152171470
2013/08/03,152266037
2013/08/04,152333934
2013/08/05,152578668
2013/08/06,144873997
2013/08/07,147801796
2013/08/08,148978569
2013/08/09,149000936
2013/08/10,148683385
2013/08/11,147158790
2013/08/12,194512537
2013/08/13,185587375
2013/08/14,188584723
2013/08/15,190571199
2013/08/16,196312745
2013/08/17,197060733
2013/08/18,197903672
2013/08/19,191740168
2013/08/20,183236359
2013/08/21,184310934
2013/08/22,187729475
2013/08/23,189670489
2013/08/24,190612598
2013/08/25,188087171
2013/08/26,173858049
2013/08/27,167996951
2013/08/28,168678194
2013/08/29,167664909
2013/08/30,173250625
2013/08/31,128134064
2013/09/01,138477399
2013/09/02,136521855
2013/09/03,129874306
2013/09/04,129916817
2013/09/05,130209030
2013/09/06,130268010
2013/09/07,134930860
2013/09/08,142413382
2013/09/09,134779301
2013/09/10,120930291
2013/09/11,93607182
2013/09/12,93837085
2013/09/13,95205720
2013/09/14,107788204
2013/09/15,115397044
2013/09/16,111571130
2013/09/17,103764890
2013/09/18,103971330
2013/09/19,103664100
2013/09/20,101108520
2013/09/21,98187966
2013/09/22,97325712
2013/09/23,97830705
2013/09/24,98536714
2013/09/25,99354175
2013/09/26,83423517
2013/09/27,79971690
2013/09/28,79940601
2013/09/29,68914134
2013/09/30,62069635
2013/10/01,66412270
2013/10/02,99602504
2013/10/03,108683547
2013/10/04,108900041
2013/10/05,110731184
2013/10/06,115982330
2013/10/07,112154206
2013/10/08,101759970
2013/10/09,102524433
2013/10/10,102984858
2013/10/11,103683374
2013/10/12,105761451
2013/10/13,108323195
2013/10/14,93448781
2013/10/15,79270050
2013/10/16,84775841
2013/10/17,84053056
2013/10/18,85792317
2013/10/19,91792214
2013/10/20,92742364
2013/10/21,96058847
2013/10/22,113109937
2013/10/23,135186206
2013/10/24,162180149
2013/10/25,170737749
2013/10/26,173123966
2013/10/27,183808677
2013/10/28,176112276
2013/10/29,170035695
2013/10/30,173010811
2013/10/31,176663915
2013/11/01,163101738
2013/11/02,163857268
2013/11/03,162290846
2013/11/04,156746365
2013/11/05,165607618
2013/11/06,220665087
2013/11/07,266361101
2013/11/08,309484927
2013/11/09,345674909
2013/11/10,352614188
2013/11/11,334750960
2013/11/12,341792559
2013/11/13,350516805
2013/11/14,377724209
2013/11/15,385585609
2013/11/16,370066541
2013/11/17,360075462
2013/11/18,472029832
2013/11/19,757081967
2013/11/20,843635515
2013/11/21,1026012110
2013/11/22,1101775499
2013/11/23,1135336008
2013/11/24,1124957682
2013/11/25,1066796767
2013/11/26,1053407343
2013/11/27,1165978075
2013/11/28,1259117485
2013/11/29,1306081520
2013/11/30,1272552591
2013/12/01,1200151068
2013/12/02,1097193540
2013/12/03,989336872
2013/12/04,950057912
2013/12/05,945280518
2013/12/06,936936409
2013/12/07,917914027
2013/12/08,952599268
2013/12/09,931642285
2013/12/10,881110323
2013/12/11,825781814
2013/12/12,792657125
2013/12/13,755548296
2013/12/14,737402908
2013/12/15,695824082
2013/12/16,593858635
2013/12/17,490599296
2013/12/18,499702073
2013/12/19,437728787
2013/12/20,440590984
2013/12/21,456164034
2013/12/22,498721111
2013/12/23,497901404
2013/12/24,485385453
2013/12/25,504910887
2013/12/26,532551901
2013/12/27,500416791
2013/12/28,469351482
2013/12/29,435866120
2013/12/30,429577293
2013/12/31,449117020
2014/01/01,498560955
2014/01/02,471681692
2014/01/03,416478317
2014/01/04,378029992
2014/01/05,349841053
2014/01/06,396350560
2014/01/07,373193683
2014/01/08,366977864
2014/01/09,362133329
2014/01/10,361825514
2014/01/11,362298192
2014/01/12,376901088
2014/01/13,380040242
2014/01/14,381421726
2014/01/15,328793471
2014/01/16,312669476
2014/01/17,243055475
2014/01/18,247441588
2014/01/19,249275360
2014/01/20,322749528
2014/01/21,342894009
2014/01/22,343551834
2014/01/23,351534123
2014/01/24,352786403
2014/01/25,349796882
2014/01/26,350307449
2014/01/27,376091183
2014/01/28,388100958
2014/01/29,381147540
