Date,sentbyaddress90ema
2010/07/17,432.591
2010/07/18,432.402
2010/07/19,435.053
2010/07/20,439.381
2010/07/21,439.395
2010/07/22,438.793
2010/07/23,438.05
2010/07/24,442.598
2010/07/25,472.277
2010/07/26,470.865
2010/07/27,469.725
2010/07/28,466.94
2010/07/29,464.743
2010/07/30,460.969
2010/07/31,456.618
2010/08/01,453.857
2010/08/02,451.245
2010/08/03,454.426
2010/08/04,454.658
2010/08/05,456.622
2010/08/06,454.696
2010/08/07,450.088
2010/08/08,448.701
2010/08/09,448.554
2010/08/10,445.267
2010/08/11,443.437
2010/08/12,441.449
2010/08/13,443.373
2010/08/14,441.431
2010/08/15,436.696
2010/08/16,436.967
2010/08/17,434.396
2010/08/18,433.354
2010/08/19,430.445
2010/08/20,429.447
2010/08/21,427.305
2010/08/22,425.035
2010/08/23,423.429
2010/08/24,421.508
2010/08/25,419.673
2010/08/26,417.35
2010/08/27,413.738
2010/08/28,411.48
2010/08/29,407.733
2010/08/30,405.717
2010/08/31,405.306
2010/09/01,404.42
2010/09/02,401.224
2010/09/03,399.329
2010/09/04,395.871
2010/09/05,393.676
2010/09/06,390.738
2010/09/07,387.535
2010/09/08,385.743
2010/09/09,384.144
2010/09/10,382.559
2010/09/11,380.305
2010/09/12,380.144
2010/09/13,381.833
2010/09/14,381.969
2010/09/15,383.024
2010/09/16,382.584
2010/09/17,381.187
2010/09/18,380.238
2010/09/19,378.716
2010/09/20,380.459
2010/09/21,391.855
2010/09/22,400.43
2010/09/23,406.2
2010/09/24,408.921
2010/09/25,412.308
2010/09/26,411.751
2010/09/27,416.966
2010/09/28,417.23
2010/09/29,428.104
2010/09/30,427.047
2010/10/01,431.134
2010/10/02,433.988
2010/10/03,434.45
2010/10/04,434.924
2010/10/05,435.343
2010/10/06,435.335
2010/10/07,433.394
2010/10/08,432.484
2010/10/09,432.649
2010/10/10,431.844
2010/10/11,430.529
2010/10/12,429.77
2010/10/13,429.291
2010/10/14,428.384
2010/10/15,427.145
2010/10/16,427.757
2010/10/17,428.883
2010/10/18,433.611
2010/10/19,448.542
2010/10/20,457.19
2010/10/21,461.186
2010/10/22,466.654
2010/10/23,469.98
2010/10/24,473.409
2010/10/25,473.159
2010/10/26,476.386
2010/10/27,481.191
2010/10/28,483.648
2010/10/29,483.875
2010/10/30,482.406
2010/10/31,478.397
2010/11/01,475.663
2010/11/02,471.275
2010/11/03,468.697
2010/11/04,465.781
2010/11/05,465.302
2010/11/06,464.065
2010/11/07,463.492
2010/11/08,464.008
2010/11/09,462.448
2010/11/10,461.295
2010/11/11,459.486
2010/11/12,455.344
2010/11/13,452.677
2010/11/14,451.519
2010/11/15,532.167
2010/11/16,586.537
2010/11/17,583.602
2010/11/18,579.831
2010/11/19,574.933
2010/11/20,575.704
2010/11/21,574.656
2010/11/22,570.158
2010/11/23,565.737
2010/11/24,565.259
2010/11/25,566.264
2010/11/26,572.94
2010/11/27,570.765
2010/11/28,568.77
2010/11/29,566.578
2010/11/30,565.07
2010/12/01,565.596
2010/12/02,563.649
2010/12/03,560.272
2010/12/04,558.047
2010/12/05,555.76
2010/12/06,554.38
2010/12/07,556.35
2010/12/08,556.76
2010/12/09,556.04
2010/12/10,553.27
2010/12/11,556.671
2010/12/12,560.854
2010/12/13,565.362
2010/12/14,570.387
2010/12/15,574.818
2010/12/16,575.504
2010/12/17,574.152
2010/12/18,574.478
2010/12/19,575.479
2010/12/20,585.402
2010/12/21,589.284
2010/12/22,593.893
2010/12/23,596.401
2010/12/24,597.051
2010/12/25,602.193
2010/12/26,605.947
2010/12/27,606.432
2010/12/28,610.444
2010/12/29,610.72
2010/12/30,613.078
2010/12/31,614.285
2011/01/01,618.872
2011/01/02,620.325
2011/01/03,627.703
2011/01/04,632.479
2011/01/05,641.325
2011/01/06,644.263
2011/01/07,650.653
2011/01/08,662.705
2011/01/09,671.634
2011/01/10,681.62
2011/01/11,692.442
2011/01/12,698.63
2011/01/13,707.078
2011/01/14,714.416
2011/01/15,723.045
2011/01/16,731.989
2011/01/17,738.429
2011/01/18,745.364
2011/01/19,754.411
