Date,fee_to_reward30rsiUSD
2010/10/27,49.382
2010/10/28,49.382
2010/10/29,49.382
2010/10/30,49.382
2010/10/31,49.382
2010/11/01,49.382
2010/11/02,49.382
2010/11/03,49.382
2010/11/04,49.382
2010/11/05,49.382
2010/11/06,49.382
2010/11/07,49.382
2010/11/08,58.088
2010/11/09,49.314
2010/11/10,49.314
2010/11/11,49.314
2010/11/12,49.314
2010/11/13,49.314
2010/11/14,49.314
2010/11/15,52.698
2010/11/16,49.293
2010/11/17,49.293
2010/11/18,49.293
2010/11/19,50.066
2010/11/20,59.672
2010/11/21,57.992
2010/11/22,56.626
2010/11/23,55.623
2010/11/24,49.763
2010/11/25,48.496
2010/11/26,51.061
2010/11/27,48.759
2010/11/28,48.553
2010/11/29,48.871
2010/11/30,48.664
2010/12/01,48.977
2010/12/02,49.24
2010/12/03,48.684
2010/12/04,48.685
2010/12/05,48.932
2010/12/06,49.092
2010/12/07,49.391
2010/12/08,48.973
2010/12/09,48.974
2010/12/10,49.746
2010/12/11,50.068
2010/12/12,50.403
2010/12/13,53.072
2010/12/14,49.021
2010/12/15,49.198
2010/12/16,49.856
2010/12/17,52.009
2010/12/18,49.354
2010/12/19,49.907
2010/12/20,49.181
2010/12/21,49.719
2010/12/22,50.864
2010/12/23,49.274
2010/12/24,49.562
2010/12/25,49.222
2010/12/26,49.851
2010/12/27,49.463
2010/12/28,49.757
2010/12/29,50.547
2010/12/30,49.622
2010/12/31,48.473
2011/01/01,49.498
2011/01/02,49.595
2011/01/03,58.333
2011/01/04,48.73
2011/01/05,49.438
2011/01/06,49.533
2011/01/07,48.936
2011/01/08,48.469
2011/01/09,50.058
2011/01/10,49.149
2011/01/11,48.772
2011/01/12,51.982
2011/01/13,48.614
2011/01/14,49.093
2011/01/15,49.791
2011/01/16,49.442
2011/01/17,50.407
2011/01/18,48.896
2011/01/19,48.975
2011/01/20,49.84
2011/01/21,48.938
2011/01/22,54.404
2011/01/23,52.955
2011/01/24,50.828
2011/01/25,50.012
2011/01/26,49.51
2011/01/27,56.204
2011/01/28,48.961
2011/01/29,53.034
2011/01/30,68.644
2011/01/31,52.733
2011/02/01,53.259
2011/02/02,48.721
2011/02/03,49.495
2011/02/04,49.07
2011/02/05,49.354
2011/02/06,49.114
2011/02/07,50.166
2011/02/08,49.533
2011/02/09,48.697
2011/02/10,52.976
2011/02/11,50.899
2011/02/12,52.026
2011/02/13,49.453
2011/02/14,59.658
2011/02/15,49.257
2011/02/16,50.296
2011/02/17,48.88
2011/02/18,50.282
2011/02/19,50.883
2011/02/20,49.186
2011/02/21,49.993
2011/02/22,49.291
2011/02/23,49.606
2011/02/24,49.022
2011/02/25,49.856
2011/02/26,50.086
2011/02/27,51.971
2011/02/28,51.066
2011/03/01,50.776
2011/03/02,50.098
2011/03/03,68.938
2011/03/04,49.993
2011/03/05,52.345
2011/03/06,56.323
2011/03/07,59.237
2011/03/08,55.71
2011/03/09,55.513
2011/03/10,55.301
2011/03/11,63.843
2011/03/12,50.718
2011/03/13,51.698
2011/03/14,51.913
2011/03/15,52.024
2011/03/16,51.172
2011/03/17,50.181
2011/03/18,50.612
2011/03/19,50.362
2011/03/20,52.525
2011/03/21,61.666
2011/03/22,66.974
2011/03/23,70.258
2011/03/24,56.542
2011/03/25,52.077
2011/03/26,52.297
2011/03/27,54.196
2011/03/28,51.033
2011/03/29,50.155
2011/03/30,51.214
2011/03/31,49.994
2011/04/01,50.021
2011/04/02,49.218
2011/04/03,50.909
2011/04/04,52.18
2011/04/05,51.346
2011/04/06,52.359
2011/04/07,49.916
2011/04/08,50.806
2011/04/09,51.205
2011/04/10,51.926
2011/04/11,51.066
2011/04/12,51.441
2011/04/13,49.781
2011/04/14,60.78
2011/04/15,49.159
2011/04/16,49.602
2011/04/17,48.288
2011/04/18,49.702
2011/04/19,51.718
2011/04/20,53.483
2011/04/21,49.762
2011/04/22,50.795
2011/04/23,50.834
2011/04/24,52.297
2011/04/25,52.923
2011/04/26,49.928
2011/04/27,53.116
2011/04/28,51.773
2011/04/29,51.302
2011/04/30,53.584
2011/05/01,54.719
2011/05/02,49.267
2011/05/03,49.298
2011/05/04,50.405
2011/05/05,51.89
2011/05/06,50.665
2011/05/07,50.071
2011/05/08,50.591
2011/05/09,52.246
2011/05/10,52.019
2011/05/11,51.604
2011/05/12,51.671
2011/05/13,53.64
2011/05/14,54.298
2011/05/15,55.484
2011/05/16,53.941
2011/05/17,52.939
2011/05/18,55.119
2011/05/19,58.615
2011/05/20,55.999
2011/05/21,58.161
2011/05/22,54.631
2011/05/23,52.724
2011/05/24,53.856
2011/05/25,53.393
2011/05/26,53.862
2011/05/27,55.354
2011/05/28,56.292
2011/05/29,54.094
2011/05/30,59.685
2011/05/31,60.921
2011/06/01,60.177
2011/06/02,59.513
2011/06/03,60.113
2011/06/04,61.725
2011/06/05,56.604
2011/06/06,58.032
2011/06/07,62.757
2011/06/08,68.377
2011/06/09,62.106
2011/06/10,59.216
2011/06/11,55.502
2011/06/12,59.6
2011/06/13,56.442
2011/06/14,54.903
2011/06/15,54.658
2011/06/16,57.356
2011/06/17,56.233
2011/06/18,53.901
2011/06/19,51.203
2011/06/20,48.506
2011/06/21,47.142
2011/06/22,46.892
2011/06/23,46.221
2011/06/24,47.772
2011/06/25,55.406
2011/06/26,55.845
2011/06/27,54.627
2011/06/28,51.594
2011/06/29,50.914
2011/06/30,48.876
2011/07/01,50.196
2011/07/02,48.434
2011/07/03,47.882
2011/07/04,49.102
2011/07/05,52.682
2011/07/06,50.268
2011/07/07,50.144
2011/07/08,47.857
2011/07/09,48.493
2011/07/10,48.869
2011/07/11,49.179
2011/07/12,48.822
2011/07/13,47.67
2011/07/14,49.14
2011/07/15,49.944
2011/07/16,47.06
2011/07/17,47.117
2011/07/18,47.62
2011/07/19,50.568
2011/07/20,47.296
2011/07/21,46.219
2011/07/22,49.33
2011/07/23,45.999
2011/07/24,46.881
2011/07/25,48.062
2011/07/26,45.502
2011/07/27,46.188
2011/07/28,45.955
2011/07/29,45.484
2011/07/30,44.95
2011/07/31,45.086
2011/08/01,45.998
2011/08/02,46.175
2011/08/03,46.675
2011/08/04,47.636
2011/08/05,46.041
2011/08/06,60.349
2011/08/07,47.789
2011/08/08,48.289
2011/08/09,49.918
2011/08/10,49.232
2011/08/11,47.835
2011/08/12,47.429
2011/08/13,47.976
2011/08/14,50.034
2011/08/15,49.808
2011/08/16,49.151
2011/08/17,47.695
2011/08/18,47.017
2011/08/19,48.646
2011/08/20,46.716
2011/08/21,46.708
2011/08/22,47.579
2011/08/23,47.602
2011/08/24,49.504
2011/08/25,47.657
2011/08/26,46.559
2011/08/27,47.491
2011/08/28,47.285
2011/08/29,47.261
2011/08/30,50.199
2011/08/31,47.421
2011/09/01,47.955
2011/09/02,48.009
2011/09/03,46.325
2011/09/04,51.121
2011/09/05,48.501
2011/09/06,48.232
2011/09/07,49.885
2011/09/08,47.649
2011/09/09,49.019
2011/09/10,48.12
2011/09/11,48.154
2011/09/12,48.12
2011/09/13,47.001
2011/09/14,46.662
2011/09/15,49.062
2011/09/16,48.485
2011/09/17,48.155
2011/09/18,47.669
2011/09/19,49.158
2011/09/20,49.178
2011/09/21,47.838
2011/09/22,46.711
2011/09/23,47.52
2011/09/24,50.109
2011/09/25,46.875
2011/09/26,46.576
2011/09/27,48.28
2011/09/28,47.648
2011/09/29,47.331
2011/09/30,47.645
2011/10/01,47.143
2011/10/02,47.252
2011/10/03,52.168
2011/10/04,48.333
2011/10/05,47.686
2011/10/06,52.162
2011/10/07,48.334
2011/10/08,47.955
2011/10/09,47.413
2011/10/10,47.933
2011/10/11,51.496
2011/10/12,49.377
2011/10/13,49.899
2011/10/14,47.725
2011/10/15,47.816
2011/10/16,48.052
2011/10/17,49.295
2011/10/18,47.762
2011/10/19,47.813
2011/10/20,51.518
2011/10/21,47.703
2011/10/22,48.547
2011/10/23,48.572
2011/10/24,48.396
2011/10/25,47.592
2011/10/26,48.327
2011/10/27,48.391
2011/10/28,48.71
2011/10/29,48.979
2011/10/30,48.813
2011/10/31,47.938
2011/11/01,49.409
2011/11/02,47.64
2011/11/03,47.934
2011/11/04,47.647
2011/11/05,48.263
2011/11/06,46.881
2011/11/07,48.683
2011/11/08,48.979
2011/11/09,47.654
2011/11/10,48.266
2011/11/11,47.189
2011/11/12,47.152
2011/11/13,47.656
2011/11/14,47.553
2011/11/15,47.212
2011/11/16,49.451
2011/11/17,47.966
2011/11/18,48.989
2011/11/19,49.036
2011/11/20,49.515
2011/11/21,48.6
2011/11/22,48.077
2011/11/23,49.292
2011/11/24,51.418
2011/11/25,50.561
2011/11/26,48.651
2011/11/27,48.346
2011/11/28,48.742
2011/11/29,50.686
2011/11/30,48.455
2011/12/01,49.018
2011/12/02,50.703
2011/12/03,50.513
2011/12/04,48.036
2011/12/05,47.566
2011/12/06,49.123
2011/12/07,49.98
2011/12/08,47.111
2011/12/09,48.141
2011/12/10,48.027
2011/12/11,94.044
2011/12/12,90.847
2011/12/13,48.499
2011/12/14,48.405
2011/12/15,49.249
2011/12/16,48.385
2011/12/17,48.412
2011/12/18,48.363
2011/12/19,48.46
2011/12/20,48.846
2011/12/21,48.522
2011/12/22,48.406
2011/12/23,48.301
2011/12/24,48.229
2011/12/25,48.264
2011/12/26,48.306
2011/12/27,48.366
2011/12/28,48.359
2011/12/29,48.642
2011/12/30,48.456
2011/12/31,48.538
2012/01/01,48.452
2012/01/02,48.894
2012/01/03,48.794
2012/01/04,50.845
2012/01/05,48.975
2012/01/06,48.955
2012/01/07,48.501
2012/01/08,48.445
2012/01/09,49.046
2012/01/10,48.887
2012/01/11,48.988
2012/01/12,56.83
2012/01/13,50.012
2012/01/14,50.496
2012/01/15,50.859
2012/01/16,54.685
2012/01/17,49.222
2012/01/18,50.274
2012/01/19,53.055
2012/01/20,52.666
2012/01/21,48.534
2012/01/22,48.346
2012/01/23,48.557
2012/01/24,49.8
2012/01/25,49.247
2012/01/26,49.662
2012/01/27,52.664
2012/01/28,49.547
2012/01/29,71.222
2012/01/30,50.666
2012/01/31,49.073
2012/02/01,48.888
2012/02/02,49.432
2012/02/03,49.031
2012/02/04,49.2
2012/02/05,48.832
2012/02/06,48.825
2012/02/07,49.128
2012/02/08,48.92
2012/02/09,49.188
2012/02/10,48.836
2012/02/11,48.766
2012/02/12,48.739
2012/02/13,49.002
2012/02/14,50.409
2012/02/15,49.141
2012/02/16,49.68
2012/02/17,48.726
2012/02/18,48.643
2012/02/19,48.586
2012/02/20,48.867
2012/02/21,48.803
2012/02/22,48.689
2012/02/23,48.901
2012/02/24,48.888
2012/02/25,48.625
2012/02/26,48.731
2012/02/27,49.114
2012/02/28,48.769
2012/02/29,48.63
2012/03/01,49.388
2012/03/02,49.063
2012/03/03,48.711
2012/03/04,49.144
2012/03/05,49.162
2012/03/06,49.149
2012/03/07,48.836
2012/03/08,48.836
2012/03/09,48.784
2012/03/10,48.866
2012/03/11,48.672
2012/03/12,48.715
2012/03/13,50.702
2012/03/14,49.341
2012/03/15,49.014
2012/03/16,50.215
2012/03/17,48.655
2012/03/18,48.624
2012/03/19,49.051
2012/03/20,49.082
2012/03/21,48.671
2012/03/22,48.674
2012/03/23,49.297
2012/03/24,51.715
2012/03/25,49.801
2012/03/26,48.75
2012/03/27,48.981
2012/03/28,49.278
2012/03/29,49.206
2012/03/30,49.039
2012/03/31,48.934
2012/04/01,48.95
2012/04/02,49.515
2012/04/03,49.646
2012/04/04,49.51
2012/04/05,49.888
2012/04/06,49.466
2012/04/07,49.002
2012/04/08,48.809
2012/04/09,48.834
2012/04/10,50.457
2012/04/11,49.658
2012/04/12,50.602
2012/04/13,49.34
2012/04/14,50.181
2012/04/15,49.42
2012/04/16,49.876
2012/04/17,50.719
2012/04/18,50.534
2012/04/19,49.607
2012/04/20,50.479
2012/04/21,49.123
2012/04/22,49.386
2012/04/23,49.086
2012/04/24,50.634
2012/04/25,50.23
2012/04/26,53.676
2012/04/27,50.795
2012/04/28,50.238
2012/04/29,48.102
2012/04/30,48.695
2012/05/01,49.782
2012/05/02,50.44
2012/05/03,52.908
2012/05/04,52.173
2012/05/05,50.334
2012/05/06,50.112
2012/05/07,53.474
2012/05/08,52.51
2012/05/09,53.919
2012/05/10,52.126
2012/05/11,53.777
2012/05/12,53.713
2012/05/13,53.614
2012/05/14,62.99
2012/05/15,58.44
2012/05/16,53.816
2012/05/17,53.242
2012/05/18,54.56
2012/05/19,60.907
2012/05/20,55.165
2012/05/21,55.809
2012/05/22,52.453
2012/05/23,54.741
2012/05/24,55.268
2012/05/25,55.509
2012/05/26,51.784
2012/05/27,51.829
2012/05/28,53.63
2012/05/29,53.426
2012/05/30,54.075
2012/05/31,50.019
2012/06/01,51.241
2012/06/02,46.872
2012/06/03,52.268
2012/06/04,55.673
2012/06/05,56.718
2012/06/06,48.718
2012/06/07,52.922
2012/06/08,50.933
2012/06/09,51.736
2012/06/10,52.733
2012/06/11,51.488
2012/06/12,48.406
2012/06/13,56.724
2012/06/14,56.475
2012/06/15,54.555
2012/06/16,52.847
2012/06/17,52.089
2012/06/18,51.976
2012/06/19,52.56
2012/06/20,51.402
2012/06/21,55.206
2012/06/22,51.097
2012/06/23,49.145
2012/06/24,49.313
2012/06/25,48.973
2012/06/26,49.873
2012/06/27,49.315
2012/06/28,49.502
2012/06/29,47.76
2012/06/30,49.099
2012/07/01,47.182
2012/07/02,50.021
2012/07/03,47.826
2012/07/04,48.435
2012/07/05,48.399
2012/07/06,49.393
2012/07/07,56.745
2012/07/08,48.073
2012/07/09,49.056
2012/07/10,51.7
2012/07/11,50.951
2012/07/12,48.701
2012/07/13,48.624
2012/07/14,48.939
2012/07/15,50.33
2012/07/16,51.06
2012/07/17,49.893
2012/07/18,52.315
2012/07/19,51.31
2012/07/20,55.669
2012/07/21,50.632
2012/07/22,49.581
2012/07/23,51.137
2012/07/24,48.849
2012/07/25,48.646
2012/07/26,49.232
2012/07/27,48.755
2012/07/28,50.461
2012/07/29,49.416
2012/07/30,49.524
2012/07/31,51.759
2012/08/01,51.149
2012/08/02,49.742
2012/08/03,51.309
2012/08/04,49.004
2012/08/05,52.636
2012/08/06,52.338
2012/08/07,49.382
2012/08/08,57.326
2012/08/09,48.869
2012/08/10,54.779
2012/08/11,49.263
2012/08/12,49.094
2012/08/13,50.677
2012/08/14,49.807
2012/08/15,51.996
2012/08/16,51.37
2012/08/17,52.579
2012/08/18,49.277
2012/08/19,49.253
2012/08/20,50.506
2012/08/21,49.963
2012/08/22,50.112
2012/08/23,49.424
2012/08/24,49.557
2012/08/25,51.1
2012/08/26,49.012
2012/08/27,51.937
2012/08/28,50.77
2012/08/29,49.963
2012/08/30,51.56
2012/08/31,52.55
2012/09/01,52.614
2012/09/02,51.32
2012/09/03,52.379
2012/09/04,51.517
2012/09/05,49.614
2012/09/06,49.766
2012/09/07,48.554
2012/09/08,49.982
2012/09/09,49.383
2012/09/10,50.292
2012/09/11,52.416
2012/09/12,49.075
2012/09/13,49.863
2012/09/14,48.769
2012/09/15,47.853
2012/09/16,47.419
2012/09/17,47.227
2012/09/18,49.402
2012/09/19,50.208
2012/09/20,48.694
2012/09/21,51.191
2012/09/22,47.86
2012/09/23,48.671
2012/09/24,51.682
2012/09/25,48.262
2012/09/26,49.792
2012/09/27,48.181
2012/09/28,57.978
2012/09/29,48.066
2012/09/30,47.686
2012/10/01,49.415
2012/10/02,51.882
2012/10/03,49.729
2012/10/04,66.91
2012/10/05,50.432
2012/10/06,49.49
2012/10/07,50.582
2012/10/08,49.62
2012/10/09,50.095
2012/10/10,49.685
2012/10/11,49.793
2012/10/12,49.321
2012/10/13,49.413
2012/10/14,49.271
2012/10/15,49.151
2012/10/16,49.829
2012/10/17,55.583
2012/10/18,48.797
2012/10/19,48.946
2012/10/20,48.891
2012/10/21,49.647
2012/10/22,49.775
2012/10/23,49.794
2012/10/24,49.195
2012/10/25,48.891
2012/10/26,48.771
2012/10/27,47.948
2012/10/28,48.06
2012/10/29,48.852
2012/10/30,50.156
2012/10/31,50.011
2012/11/01,49.724
2012/11/02,50.758
2012/11/03,49.228
2012/11/04,49.124
2012/11/05,50.092
2012/11/06,50.86
2012/11/07,50.75
2012/11/08,50.118
2012/11/09,49.095
2012/11/10,49.741
2012/11/11,48.836
2012/11/12,49.345
2012/11/13,49.703
2012/11/14,50.155
2012/11/15,52.379
2012/11/16,51.963
2012/11/17,50.713
2012/11/18,50.823
2012/11/19,50.996
2012/11/20,50.994
2012/11/21,51.395
2012/11/22,49.507
2012/11/23,49.932
2012/11/24,49.205
2012/11/25,51.421
2012/11/26,50.121
2012/11/27,61.667
2012/11/28,53.442
2012/11/29,54.738
2012/11/30,54.814
2012/12/01,53.469
2012/12/02,50.413
2012/12/03,51.415
2012/12/04,57.593
2012/12/05,55.959
2012/12/06,56.152
2012/12/07,53.911
2012/12/08,53.812
2012/12/09,54.122
2012/12/10,55.251
2012/12/11,55.425
2012/12/12,55.501
2012/12/13,61.305
2012/12/14,58.655
2012/12/15,53.318
2012/12/16,55.172
2012/12/17,55.021
2012/12/18,58.145
2012/12/19,54.173
2012/12/20,56.182
2012/12/21,56.132
2012/12/22,54.741
2012/12/23,54.23
2012/12/24,51.835
2012/12/25,50.591
2012/12/26,50.685
2012/12/27,53.001
2012/12/28,52.162
2012/12/29,51.415
2012/12/30,51.602
2012/12/31,48.556
2013/01/01,48.682
2013/01/02,51.535
2013/01/03,52.715
2013/01/04,53.681
2013/01/05,51.99
2013/01/06,52.952
2013/01/07,51.405
2013/01/08,52.985
2013/01/09,53.431
2013/01/10,75.386
2013/01/11,53.186
2013/01/12,51.688
2013/01/13,51.545
2013/01/14,49.815
2013/01/15,51.112
2013/01/16,51.973
2013/01/17,52.588
2013/01/18,51.802
2013/01/19,54.176
2013/01/20,50.184
2013/01/21,49.478
2013/01/22,49.631
2013/01/23,52.561
2013/01/24,50.808
2013/01/25,51.288
2013/01/26,51.407
2013/01/27,51.63
2013/01/28,51.014
2013/01/29,51.561
2013/01/30,49.185
2013/01/31,49.734
2013/02/01,52.626
2013/02/02,55.715
2013/02/03,50.292
2013/02/04,50.188
2013/02/05,49.622
2013/02/06,48.776
2013/02/07,51.246
2013/02/08,51.524
2013/02/09,51.231
2013/02/10,50.255
2013/02/11,50.978
2013/02/12,52.132
2013/02/13,51.521
2013/02/14,50.308
2013/02/15,51.261
2013/02/16,49.699
2013/02/17,49.106
2013/02/18,50.076
2013/02/19,50.447
2013/02/20,49.376
2013/02/21,50.487
2013/02/22,51.159
2013/02/23,50.489
2013/02/24,50.307
2013/02/25,51.63
2013/02/26,52.187
2013/02/27,49.966
2013/02/28,52.688
2013/03/01,55.411
2013/03/02,52.005
2013/03/03,49.54
2013/03/04,50.508
2013/03/05,52.468
2013/03/06,66.56
2013/03/07,51.238
2013/03/08,49.548
2013/03/09,49.759
2013/03/10,50.287
2013/03/11,49.664
2013/03/12,53.353
2013/03/13,50.181
2013/03/14,49.373
2013/03/15,51.014
2013/03/16,47.266
2013/03/17,46.759
2013/03/18,47.739
2013/03/19,49.839
2013/03/20,47.426
2013/03/21,48.563
2013/03/22,49.828
2013/03/23,48.787
2013/03/24,48.249
2013/03/25,50.165
2013/03/26,50.003
2013/03/27,53.116
2013/03/28,50.564
2013/03/29,50.855
2013/03/30,51.288
2013/03/31,49.217
2013/04/01,48.122
2013/04/02,50.663
2013/04/03,51.995
2013/04/04,53.754
2013/04/05,50.922
2013/04/06,48.439
2013/04/07,50.276
2013/04/08,49.66
2013/04/09,49.28
2013/04/10,50.519
2013/04/11,51.703
2013/04/12,50.19
2013/04/13,48.393
2013/04/14,50.704
2013/04/15,52.801
2013/04/16,49.468
2013/04/17,52.991
2013/04/18,49.345
2013/04/19,51.461
2013/04/20,49.524
2013/04/21,47.487
2013/04/22,49.694
2013/04/23,50.8
2013/04/24,51.185
2013/04/25,50.536
2013/04/26,48.352
2013/04/27,48.913
2013/04/28,47.391
2013/04/29,48.979
2013/04/30,49.869
2013/05/01,49.14
2013/05/02,51.575
2013/05/03,50.339
2013/05/04,49.431
2013/05/05,48.102
2013/05/06,50.157
2013/05/07,49.309
2013/05/08,50.102
2013/05/09,51.899
2013/05/10,51.28
2013/05/11,50.507
2013/05/12,50.456
2013/05/13,50.447
2013/05/14,51.294
2013/05/15,52.593
2013/05/16,54.666
2013/05/17,50.322
2013/05/18,48.547
2013/05/19,49.413
2013/05/20,50.222
2013/05/21,49.537
2013/05/22,49.829
2013/05/23,49.947
2013/05/24,48.966
2013/05/25,48.981
2013/05/26,46.602
2013/05/27,48.929
2013/05/28,50.731
2013/05/29,49.776
2013/05/30,48.591
2013/05/31,48.387
2013/06/01,46.708
2013/06/02,48.219
2013/06/03,49.112
2013/06/04,48.5
2013/06/05,50.587
2013/06/06,47.838
2013/06/07,48.287
2013/06/08,48.632
2013/06/09,47.83
2013/06/10,47.008
2013/06/11,49.119
2013/06/12,47.502
2013/06/13,47.83
2013/06/14,47.284
2013/06/15,46.956
2013/06/16,46.278
2013/06/17,49.217
2013/06/18,49.738
2013/06/19,49.915
2013/06/20,55.453
2013/06/21,49.221
2013/06/22,50.962
2013/06/23,47.675
2013/06/24,49.466
2013/06/25,48.195
2013/06/26,48.682
2013/06/27,47.346
2013/06/28,50.32
2013/06/29,46.522
2013/06/30,47.864
2013/07/01,46.893
2013/07/02,49.181
2013/07/03,47.073
2013/07/04,46.763
2013/07/05,47.764
2013/07/06,47.347
2013/07/07,45.686
2013/07/08,47.929
2013/07/09,48.447
2013/07/10,46.949
2013/07/11,49.045
2013/07/12,48.948
2013/07/13,49.402
2013/07/14,46.974
2013/07/15,47.067
2013/07/16,49.767
2013/07/17,48.661
2013/07/18,50.235
2013/07/19,46.931
2013/07/20,46.935
2013/07/21,46.932
2013/07/22,49.475
2013/07/23,48
2013/07/24,50.362
2013/07/25,50.597
2013/07/26,47.187
2013/07/27,48.974
2013/07/28,47.857
2013/07/29,48.834
2013/07/30,49.521
2013/07/31,51.739
2013/08/01,50.303
2013/08/02,48.19
2013/08/03,48.322
2013/08/04,49.048
2013/08/05,48.072
2013/08/06,50.613
2013/08/07,48.903
2013/08/08,51.294
2013/08/09,50.789
2013/08/10,47.934
2013/08/11,48.333
2013/08/12,47.16
2013/08/13,48.82
2013/08/14,52.265
2013/08/15,55.592
2013/08/16,52.374
2013/08/17,48.384
2013/08/18,50.965
2013/08/19,52.065
2013/08/20,49.191
2013/08/21,48.725
2013/08/22,49.212
2013/08/23,49.005
2013/08/24,48.332
2013/08/25,49.966
2013/08/26,51.43
2013/08/27,51.085
2013/08/28,72.893
2013/08/29,48.667
2013/08/30,49.646
2013/08/31,48.648
2013/09/01,48.278
2013/09/02,49.837
2013/09/03,48.992
2013/09/04,49.066
2013/09/05,49.316
2013/09/06,49.297
2013/09/07,49.105
2013/09/08,49.066
2013/09/09,48.795
2013/09/10,48.506
2013/09/11,48.139
2013/09/12,48.712
2013/09/13,47.98
2013/09/14,47.794
2013/09/15,49.024
2013/09/16,51.288
2013/09/17,68.306
2013/09/18,54.212
2013/09/19,52.317
2013/09/20,48.61
2013/09/21,48.682
2013/09/22,48.554
2013/09/23,49.227
2013/09/24,48.737
2013/09/25,48.813
2013/09/26,49.028
2013/09/27,52.541
2013/09/28,48.817
2013/09/29,48.872
2013/09/30,48.945
2013/10/01,49.589
2013/10/02,49.585
2013/10/03,49.261
2013/10/04,48.65
2013/10/05,48.401
2013/10/06,48.336
2013/10/07,49.735
2013/10/08,48.267
2013/10/09,49.226
2013/10/10,49.108
2013/10/11,48.522
2013/10/12,48.967
2013/10/13,48.793
2013/10/14,48.674
2013/10/15,48.968
2013/10/16,50.319
2013/10/17,50.207
2013/10/18,49.857
2013/10/19,49.162
2013/10/20,48.791
2013/10/21,49.504
2013/10/22,49.337
2013/10/23,50.114
2013/10/24,50.72
2013/10/25,50.312
2013/10/26,49.794
2013/10/27,52.579
2013/10/28,49.388
2013/10/29,50.194
2013/10/30,48.832
2013/10/31,48.605
2013/11/01,49.223
2013/11/02,48.048
2013/11/03,50.332
2013/11/04,51.527
2013/11/05,51.656
2013/11/06,62.66
2013/11/07,62.624
2013/11/08,60.416
2013/11/09,51.935
2013/11/10,49.975
2013/11/11,51.096
2013/11/12,47.334
2013/11/13,47.789
2013/11/14,47.607
2013/11/15,47.223
2013/11/16,46.682
2013/11/17,47.057
2013/11/18,48.73
2013/11/19,49.164
2013/11/20,48.341
2013/11/21,48.824
2013/11/22,47.981
2013/11/23,47.738
2013/11/24,47.334
2013/11/25,47.547
2013/11/26,48.638
2013/11/27,49.049
2013/11/28,48.907
2013/11/29,48.446
2013/11/30,47.563
2013/12/01,47.123
2013/12/02,48.126
2013/12/03,47.331
2013/12/04,47.901
2013/12/05,48.217
2013/12/06,47.113
2013/12/07,50.05
2013/12/08,46.471
2013/12/09,47.587
2013/12/10,47.436
2013/12/11,47.874
2013/12/12,47.376
2013/12/13,47.347
2013/12/14,46.634
2013/12/15,46.717
2013/12/16,47.173
2013/12/17,47.07
2013/12/18,47.756
2013/12/19,47.06
2013/12/20,47.756
2013/12/21,47.263
2013/12/22,46.927
2013/12/23,47.051
2013/12/24,47.075
2013/12/25,47.28
2013/12/26,47.208
2013/12/27,46.895
2013/12/28,47.422
2013/12/29,47.857
2013/12/30,47.009
2013/12/31,46.639
2014/01/01,45.993
2014/01/02,48.98
2014/01/03,48.153
2014/01/04,48.222
2014/01/05,47.481
2014/01/06,51.909
2014/01/07,48.443
2014/01/08,47.765
2014/01/09,47.232
2014/01/10,47.51
2014/01/11,47.08
