Date,size7rsi
2010/07/17,49.143
2010/07/18,50.779
2010/07/19,50.627
2010/07/20,54.549
2010/07/21,46.258
2010/07/22,45.338
2010/07/23,44.427
2010/07/24,63.519
2010/07/25,78.312
2010/07/26,48.345
2010/07/27,46.133
2010/07/28,66.224
2010/07/29,57.14
2010/07/30,43.914
2010/07/31,42.973
2010/08/01,42.695
2010/08/02,42.755
2010/08/03,47.39
2010/08/04,43.804
2010/08/05,49.616
2010/08/06,47.391
2010/08/07,45.762
2010/08/08,44.062
2010/08/09,60.081
2010/08/10,44.461
2010/08/11,44.784
2010/08/12,44.254
2010/08/13,51.13
2010/08/14,45.186
2010/08/15,43.671
2010/08/16,56.206
2010/08/17,48.855
2010/08/18,66.834
2010/08/19,46.864
2010/08/20,46.538
2010/08/21,45.783
2010/08/22,44.779
2010/08/23,45.105
2010/08/24,52.451
2010/08/25,44.125
2010/08/26,47.523
2010/08/27,45.597
2010/08/28,49.229
2010/08/29,44.194
2010/08/30,51.839
2010/08/31,59.506
2010/09/01,56.671
2010/09/02,47.476
2010/09/03,44.512
2010/09/04,41.576
2010/09/05,47.253
2010/09/06,45.727
2010/09/07,44.152
2010/09/08,49.141
2010/09/09,56.622
2010/09/10,48.347
2010/09/11,45.54
2010/09/12,55.997
2010/09/13,59.553
2010/09/14,48.804
2010/09/15,57.328
2010/09/16,45.941
2010/09/17,54.482
2010/09/18,42.28
2010/09/19,45.26
2010/09/20,54.109
2010/09/21,75.73
2010/09/22,63.187
2010/09/23,50.378
2010/09/24,44.696
2010/09/25,49.629
2010/09/26,44.251
2010/09/27,55.238
2010/09/28,61.524
2010/09/29,76.046
2010/09/30,46.047
2010/10/01,51.481
2010/10/02,60.792
2010/10/03,47.631
2010/10/04,47.279
2010/10/05,48.788
2010/10/06,43.969
2010/10/07,43.246
2010/10/08,47.893
2010/10/09,48.903
2010/10/10,42.412
2010/10/11,43.244
2010/10/12,44.756
2010/10/13,50.939
2010/10/14,41.42
2010/10/15,40.337
2010/10/16,42.111
2010/10/17,39.14
2010/10/18,51.302
2010/10/19,65.35
2010/10/20,53.059
2010/10/21,56.397
2010/10/22,64.653
2010/10/23,50.763
2010/10/24,47.019
2010/10/25,42.795
2010/10/26,42.083
2010/10/27,53.693
2010/10/28,46.491
2010/10/29,46.568
2010/10/30,37.087
2010/10/31,40.709
2010/11/01,43.059
2010/11/02,37.379
2010/11/03,42.238
2010/11/04,41.832
2010/11/05,54.498
2010/11/06,44.153
2010/11/07,44.129
2010/11/08,61.772
2010/11/09,45.856
2010/11/10,45.993
2010/11/11,43.996
2010/11/12,41.675
2010/11/13,40.381
2010/11/14,49.842
2010/11/15,96.471
2010/11/16,97.255
2010/11/17,43.222
2010/11/18,46.131
2010/11/19,71.749
2010/11/20,76.216
2010/11/21,68.788
2010/11/22,40.779
2010/11/23,41.002
2010/11/24,49.394
2010/11/25,55.625
2010/11/26,43.733
2010/11/27,42.119
2010/11/28,42.072
2010/11/29,42.03
2010/11/30,41.933
2010/12/01,42.68
2010/12/02,42.191
2010/12/03,42.155
2010/12/04,41.756
2010/12/05,41.366
2010/12/06,41.463
2010/12/07,43.448
2010/12/08,42.575
2010/12/09,42.859
2010/12/10,43.493
2010/12/11,46.822
2010/12/12,48.081
2010/12/13,57.158
2010/12/14,47.251
2010/12/15,45.763
2010/12/16,45.28
2010/12/17,47.233
2010/12/18,45.102
2010/12/19,48.903
2010/12/20,61.497
2010/12/21,46.183
2010/12/22,51.663
2010/12/23,49.482
2010/12/24,46.991
2010/12/25,46.884
2010/12/26,51.133
2010/12/27,49.878
2010/12/28,50.176
2010/12/29,45.21
2010/12/30,48.432
2010/12/31,44.174
2011/01/01,51.884
2011/01/02,47.706
2011/01/03,79.805
2011/01/04,59.305
2011/01/05,68.431
2011/01/06,50.588
2011/01/07,52.707
2011/01/08,61.341
2011/01/09,58.554
2011/01/10,60.781
2011/01/11,61.078
2011/01/12,51.146
2011/01/13,53.424
